Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	Transition Metal Ion Binding (GO:0046914)	15/456	6.601043e-02	2.396354e-01	0	0	1.579486e+00	4.292953e+00	SEC23A;FEN1;B4GALT1;SHMT2;PLOD3;ADH5;ADAMTS13;XPNPEP3;FTH1;ALB;ANG;HNRNPC;KPNB1;PCK2;LTF
GO_Molecular_Function_2023	Ubiquitin-Specific Protease Binding (GO:1990381)	2/20	6.709791e-02	2.396354e-01	0	0	5.112418e+00	1.381172e+01	VCP;CLTC
GO_Molecular_Function_2023	RNA Stem-Loop Binding (GO:0035613)	2/20	6.709791e-02	2.396354e-01	0	0	5.112418e+00	1.381172e+01	DHX9;METTL16
GO_Molecular_Function_2023	Fibroblast Growth Factor Binding (GO:0017134)	2/20	6.709791e-02	2.396354e-01	0	0	5.112418e+00	1.381172e+01	RPS2;THBS1
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On The Aldehyde Or Oxo Group Of Donors, NAD Or NADP As Acceptor (GO:0016620)	2/20	6.709791e-02	2.396354e-01	0	0	5.112418e+00	1.381172e+01	ALDH1A1;AKR1C3
GO_Molecular_Function_2023	Damaged DNA Binding (GO:0003684)	3/45	7.101972e-02	2.474048e-01	0	0	3.290263e+00	8.702079e+00	FEN1;PCNA;RPS3
GO_Molecular_Function_2023	Protein Kinase Inhibitor Activity (GO:0004860)	3/45	7.101972e-02	2.474048e-01	0	0	3.290263e+00	8.702079e+00	NPM1;RACK1;MACROH2A1
GO_Molecular_Function_2023	Protein Phosphorylated Amino Acid Binding (GO:0045309)	3/45	7.101972e-02	2.474048e-01	0	0	3.290263e+00	8.702079e+00	YWHAE;PFN1;YWHAZ
GO_Molecular_Function_2023	Telomerase RNA Binding (GO:0070034)	2/21	7.314426e-02	2.486905e-01	0	0	4.843096e+00	1.266625e+01	HNRNPC;SNRPD3
GO_Molecular_Function_2023	Transforming Growth Factor Beta Binding (GO:0050431)	2/21	7.314426e-02	2.486905e-01	0	0	4.843096e+00	1.266625e+01	LTBP4;THBS1
GO_Molecular_Function_2023	DNA Endonuclease Activity (GO:0004520)	2/21	7.314426e-02	2.486905e-01	0	0	4.843096e+00	1.266625e+01	FEN1;RPS3
GO_Molecular_Function_2023	Steroid Dehydrogenase Activity, Acting On The CH-OH Group Of Donors, NAD Or NADP As Acceptor (GO:0033764)	2/22	7.935788e-02	2.655677e-01	0	0	4.600706e+00	1.165721e+01	AKR1C3;HSD17B4
GO_Molecular_Function_2023	Cysteine-Type Endopeptidase Inhibitor Activity (GO:0004869)	2/22	7.935788e-02	2.655677e-01	0	0	4.600706e+00	1.165721e+01	CST3;LTF
GO_Molecular_Function_2023	Phospholipase Activity (GO:0004620)	4/77	8.250450e-02	2.739407e-01	0	0	2.525989e+00	6.302095e+00	PDIA3;PLA2G2A;NOTUM;PRDX6
GO_Molecular_Function_2023	Phospholipase C Activity (GO:0004629)	2/23	8.572890e-02	2.824402e-01	0	0	4.381401e+00	1.076320e+01	PDIA3;NOTUM
GO_Molecular_Function_2023	DNA Binding (GO:0003677)	24/846	9.674633e-02	2.860293e-01	0	0	1.358497e+00	3.172992e+00	H2AZ1;APP;XRCC6;FEN1;PCNA;XRCC5;DHX9;APLP2;HMGA1;H1-1;MACROH2A2;H1-0;MACROH2A1;H1-2;JCHAIN;HSPD1;H1-5;SUB1;H2AC21;ALB;H2BC11;RPS3;ANG;HNRNPA1
GO_Molecular_Function_2023	FAD Binding (GO:0071949)	2/25	9.890544e-02	2.860293e-01	0	0	4.000000e+00	9.254364e+00	QSOX1;PCYOX1
GO_Molecular_Function_2023	1-Acylglycerophosphocholine O-acyltransferase Activity (GO:0047184)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	PRDX6
GO_Molecular_Function_2023	Sterol Esterase Activity (GO:0004771)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	LCAT
GO_Molecular_Function_2023	Supercoiled DNA Binding (GO:0097100)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	RPS3
GO_Molecular_Function_2023	3'-5' RNA Helicase Activity (GO:0034458)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	DHX9
GO_Molecular_Function_2023	3-hydroxyacyl-CoA Dehydrogenase Activity (GO:0003857)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	HSD17B4
GO_Molecular_Function_2023	5'-Flap Endonuclease Activity (GO:0017108)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	FEN1
GO_Molecular_Function_2023	ADP-D-ribose Modification-Dependent Protein Binding (GO:0160002)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	MACROH2A1
GO_Molecular_Function_2023	BH Domain Binding (GO:0051400)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	RACK1
GO_Molecular_Function_2023	BH3 Domain Binding (GO:0051434)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	RACK1
GO_Molecular_Function_2023	Apolipoprotein Receptor Binding (GO:0034190)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	APOA1
GO_Molecular_Function_2023	Chitinase Activity (GO:0004568)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	CHIA
GO_Molecular_Function_2023	Ciliary Neurotrophic Factor Receptor Binding (GO:0005127)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	CRLF1
GO_Molecular_Function_2023	Double-Stranded Methylated DNA Binding (GO:0010385)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	MACROH2A1
GO_Molecular_Function_2023	Ferroxidase Activity (GO:0004322)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	FTH1
GO_Molecular_Function_2023	Intramolecular Oxidoreductase Activity, Interconverting Aldoses And Ketoses (GO:0016861)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	TPI1
GO_Molecular_Function_2023	Lactate Dehydrogenase Activity (GO:0004457)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	LDHB
GO_Molecular_Function_2023	Malate Dehydrogenase Activity (GO:0016615)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	MDH2
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On Metal Ions, Oxygen As Acceptor (GO:0016724)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	FTH1
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On Paired Donors, With Incorporation Or Reduction Of Molecular Oxygen, Another Compound As One Donor, And Incorporation Of One Atom Of Oxygen (GO:0016716)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	TYRP1
GO_Molecular_Function_2023	Phosphatidylcholine-Sterol O-acyltransferase Activator Activity (GO:0060228)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	APOE
GO_Molecular_Function_2023	rDNA Binding (GO:0000182)	1/5	1.022975e-01	2.860293e-01	0	0	1.148415e+01	2.618238e+01	MACROH2A1
GO_Molecular_Function_2023	NAD Binding (GO:0051287)	2/26	1.056929e-01	2.900225e-01	0	0	3.833137e+00	8.613893e+00	GLUD1;ALDH1A1
GO_Molecular_Function_2023	NF-kappaB Binding (GO:0051059)	2/26	1.056929e-01	2.900225e-01	0	0	3.833137e+00	8.613893e+00	PSMA6;NPM1
GO_Molecular_Function_2023	Carboxy-Lyase Activity (GO:0016831)	2/27	1.126017e-01	2.900225e-01	0	0	3.679624e+00	8.035925e+00	PAICS;PCK2
GO_Molecular_Function_2023	Iron Ion Binding (GO:0005506)	3/56	1.174118e-01	2.900225e-01	0	0	2.605910e+00	5.582034e+00	FTH1;PLOD3;LTF
GO_Molecular_Function_2023	Cell Adhesion Mediator Activity (GO:0098631)	2/28	1.196235e-01	2.900225e-01	0	0	3.537919e+00	7.512437e+00	CLSTN3;CNTN1
GO_Molecular_Function_2023	Glutathione Transferase Activity (GO:0004364)	2/28	1.196235e-01	2.900225e-01	0	0	3.537919e+00	7.512437e+00	GSTA5;GSTO1
GO_Molecular_Function_2023	3-hydroxyacyl-CoA Dehydratase Activity (GO:0018812)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	HSD17B4
GO_Molecular_Function_2023	MutLalpha Complex Binding (GO:0032405)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	PCNA
GO_Molecular_Function_2023	Acid-Amino Acid Ligase Activity (GO:0016881)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	PAICS
GO_Molecular_Function_2023	Alcohol Dehydrogenase Activity, Zinc-Dependent (GO:0004024)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	ADH5
GO_Molecular_Function_2023	Aldehyde-Lyase Activity (GO:0016832)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	ALDOC
GO_Molecular_Function_2023	Alpha-Glucosidase Activity (GO:0090599)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	GANAB
GO_Molecular_Function_2023	Alpha-Mannosidase Activity (GO:0004559)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	MAN2B1
GO_Molecular_Function_2023	Aspartic-Type Endopeptidase Inhibitor Activity (GO:0019828)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	GAPDH
GO_Molecular_Function_2023	Ceramide Transfer Activity (GO:0120017)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	PLTP
GO_Molecular_Function_2023	Clathrin Light Chain Binding (GO:0032051)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	CLTC
GO_Molecular_Function_2023	Dopamine Receptor Binding (GO:0050780)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	VPS35
GO_Molecular_Function_2023	Flap Endonuclease Activity (GO:0048256)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	FEN1
GO_Molecular_Function_2023	Mannosyl-Oligosaccharide 1,2-Alpha-Mannosidase Activity (GO:0004571)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	MAN1A1
GO_Molecular_Function_2023	Mannosyl-Oligosaccharide Mannosidase Activity (GO:0015924)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	MAN1A1
GO_Molecular_Function_2023	Minor Groove Of Adenine-Thymine-Rich DNA Binding (GO:0003680)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	HMGA1
GO_Molecular_Function_2023	Peroxisome Proliferator Activated Receptor Binding (GO:0042975)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	HMGA1
GO_Molecular_Function_2023	Phosphatidic Acid Transfer Activity (GO:1990050)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	PLTP
GO_Molecular_Function_2023	Primary miRNA Binding (GO:0070878)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	SRSF3
GO_Molecular_Function_2023	Protein Tyrosine Kinase Inhibitor Activity (GO:0030292)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	RACK1
GO_Molecular_Function_2023	Serine-Type Exopeptidase Activity (GO:0070008)	1/6	1.214682e-01	2.900225e-01	0	0	9.186854e+00	1.936683e+01	CPVL
GO_Molecular_Function_2023	Ribonucleoside Triphosphate Phosphatase Activity (GO:0017111)	9/270	1.256724e-01	2.977853e-01	0	0	1.593136e+00	3.304288e+00	EEF1A1;RAP1B;ARF1;DHX9;RAC1;SEPTIN9;EEF2;RAN;RAB11B
GO_Molecular_Function_2023	Hydrolase Activity, Hydrolyzing O-glycosyl Compounds (GO:0004553)	2/29	1.267505e-01	2.977853e-01	0	0	3.406710e+00	7.036679e+00	CHIA;MAN1A1
GO_Molecular_Function_2023	Endonuclease Activity (GO:0004519)	3/58	1.268215e-01	2.977853e-01	0	0	2.510892e+00	5.184928e+00	FEN1;RPS3;ANG
GO_Molecular_Function_2023	Glucuronosyltransferase Activity (GO:0015020)	2/30	1.339749e-01	3.095256e-01	0	0	3.284874e+00	6.602935e+00	EXT1;B4GAT1
GO_Molecular_Function_2023	pre-mRNA Binding (GO:0036002)	2/30	1.339749e-01	3.095256e-01	0	0	3.284874e+00	6.602935e+00	HNRNPC;HNRNPA1
GO_Molecular_Function_2023	CD4 Receptor Binding (GO:0042609)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	CD74
GO_Molecular_Function_2023	U1 snRNA Binding (GO:0030619)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	HNRNPC
GO_Molecular_Function_2023	Androsterone Dehydrogenase Activity (GO:0047023)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	AKR1C3
GO_Molecular_Function_2023	Calcium-Independent Phospholipase A2 Activity (GO:0047499)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	PRDX6
GO_Molecular_Function_2023	Dehydroascorbic Acid Transmembrane Transporter Activity (GO:0033300)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	SLC2A1
GO_Molecular_Function_2023	Glucosidase Activity (GO:0015926)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	GANAB
GO_Molecular_Function_2023	Immunoglobulin Receptor Binding (GO:0034987)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	JCHAIN
GO_Molecular_Function_2023	Oxidized DNA Binding (GO:0032356)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	RPS3
GO_Molecular_Function_2023	Protein-Glutamine Gamma-Glutamyltransferase Activity (GO:0003810)	1/7	1.402305e-01	3.095256e-01	0	0	7.655321e+00	1.503863e+01	F13A1
GO_Molecular_Function_2023	O-acyltransferase Activity (GO:0008374)	2/31	1.412893e-01	3.095256e-01	0	0	3.171440e+00	6.206336e+00	LCAT;PRDX6
GO_Molecular_Function_2023	Phospholipase A2 Activity (GO:0004623)	2/31	1.412893e-01	3.095256e-01	0	0	3.171440e+00	6.206336e+00	PLA2G2A;PRDX6
GO_Molecular_Function_2023	Beta-Tubulin Binding (GO:0048487)	2/32	1.486867e-01	3.240608e-01	0	0	3.065569e+00	5.842709e+00	EML4;CCT5
GO_Molecular_Function_2023	Type II Transforming Growth Factor Beta Receptor Binding (GO:0005114)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	TGFB1
GO_Molecular_Function_2023	Alcohol Dehydrogenase (NAD+) Activity (GO:0004022)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	ADH5
GO_Molecular_Function_2023	Disulfide Oxidoreductase Activity (GO:0015036)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	PDIA3
GO_Molecular_Function_2023	Endodeoxyribonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016888)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	FEN1
GO_Molecular_Function_2023	Metal-Dependent Deubiquitinase Activity (GO:0140492)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	PSMD14
GO_Molecular_Function_2023	pre-miRNA Binding (GO:0070883)	1/8	1.585930e-01	3.353334e-01	0	0	6.561368e+00	1.208220e+01	RAN
GO_Molecular_Function_2023	NADP Binding (GO:0050661)	2/35	1.713094e-01	3.426474e-01	0	0	2.786453e+00	4.916094e+00	G6PD;PGD
GO_Molecular_Function_2023	GDP Binding (GO:0019003)	3/67	1.721386e-01	3.426474e-01	0	0	2.156803e+00	3.794798e+00	RAP1B;RAN;RAB11B
GO_Molecular_Function_2023	Sulfurtransferase Activity (GO:0016783)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	MOCS3
GO_Molecular_Function_2023	Thioesterase Binding (GO:0031996)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	RAC1
GO_Molecular_Function_2023	DNA N-glycosylase Activity (GO:0019104)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	RPS3
GO_Molecular_Function_2023	Type I Transforming Growth Factor Beta Receptor Binding (GO:0034713)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	TGFB1
GO_Molecular_Function_2023	G-rich Strand Telomeric DNA Binding (GO:0098505)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	HNRNPA1
GO_Molecular_Function_2023	NADP-retinol Dehydrogenase Activity (GO:0052650)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	AKR1C3
GO_Molecular_Function_2023	Tat Protein Binding (GO:0030957)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	NPM1
GO_Molecular_Function_2023	U3 snoRNA Binding (GO:0034511)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	XRCC5
GO_Molecular_Function_2023	Clathrin Heavy Chain Binding (GO:0032050)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	LRP1
GO_Molecular_Function_2023	Cytidylyltransferase Activity (GO:0070567)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	NANS
GO_Molecular_Function_2023	Estradiol 17-Beta-Dehydrogenase [NAD(P)] Activity (GO:0004303)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	HSD17B4
GO_Molecular_Function_2023	Intramolecular Transferase Activity, Phosphotransferases (GO:0016868)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	PGAM1
GO_Molecular_Function_2023	Nucleoside Triphosphate Diphosphatase Activity (GO:0047429)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	DHX9
GO_Molecular_Function_2023	Oxidized Purine DNA Binding (GO:0032357)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	RPS3
GO_Molecular_Function_2023	Phosphatidylinositol Transfer Activity (GO:0008526)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	PLTP
GO_Molecular_Function_2023	siRNA Binding (GO:0035197)	1/9	1.765642e-01	3.426474e-01	0	0	5.740904e+00	9.955134e+00	DHX9
GO_Molecular_Function_2023	aminoacyl-tRNA Ligase Activity (GO:0004812)	2/37	1.866870e-01	3.587599e-01	0	0	2.626958e+00	4.408882e+00	RARS1;VARS1
GO_Molecular_Function_2023	Transforming Growth Factor Beta Receptor Activity (GO:0005024)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	LTBP4
GO_Molecular_Function_2023	Vinculin Binding (GO:0017166)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	TLN1
GO_Molecular_Function_2023	N6-methyladenosine-containing RNA Binding (GO:1990247)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	HNRNPC
GO_Molecular_Function_2023	Chloride Ion Binding (GO:0031404)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	AMY1A
GO_Molecular_Function_2023	Complement Component C3b Binding (GO:0001851)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	CFHR5
GO_Molecular_Function_2023	Death Domain Binding (GO:0070513)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	RACK1
GO_Molecular_Function_2023	Fatty Acid Synthase Activity (GO:0004312)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	FASN
GO_Molecular_Function_2023	Myosin II Binding (GO:0045159)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	GSN
GO_Molecular_Function_2023	Nuclear Retinoid X Receptor Binding (GO:0046965)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	HMGA1
GO_Molecular_Function_2023	Semaphorin Receptor Activity (GO:0017154)	1/10	1.941524e-01	3.587599e-01	0	0	5.102765e+00	8.364002e+00	PLXNB2
GO_Molecular_Function_2023	Phosphatidylinositol-4,5-Bisphosphate Binding (GO:0005546)	3/73	2.045319e-01	3.727406e-01	0	0	1.971327e+00	3.128558e+00	GSN;PARD3;PFN1
GO_Molecular_Function_2023	GTPase Activity (GO:0003924)	8/265	2.073393e-01	3.727406e-01	0	0	1.435027e+00	2.257869e+00	EEF1A1;RAP1B;ARF1;RAC1;SEPTIN9;EEF2;RAN;RAB11B
GO_Molecular_Function_2023	DNA-(apurinic Or Apyrimidinic Site) Endonuclease Activity (GO:0003906)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	RPS3
GO_Molecular_Function_2023	UDP-galactose:beta-N-acetylglucosamine Beta-1,3-Galactosyltransferase Activity (GO:0008499)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	B4GAT1
GO_Molecular_Function_2023	Carbohydrate Kinase Activity (GO:0019200)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	GALK1
GO_Molecular_Function_2023	enoyl-CoA Hydratase Activity (GO:0004300)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	HSD17B4
GO_Molecular_Function_2023	Hexosaminidase Activity (GO:0015929)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	HEXB
GO_Molecular_Function_2023	Histone Methyltransferase Binding (GO:1990226)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	HSP90AB1
GO_Molecular_Function_2023	mRNA Methyltransferase Activity (GO:0008174)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	METTL16
GO_Molecular_Function_2023	Sequence-Specific mRNA Binding (GO:1990825)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	DHX9
GO_Molecular_Function_2023	Single-Stranded Telomeric DNA Binding (GO:0043047)	1/11	2.113659e-01	3.727406e-01	0	0	4.592254e+00	7.137119e+00	HNRNPA1
GO_Molecular_Function_2023	Signal Sequence Binding (GO:0005048)	2/41	2.179459e-01	3.827562e-01	0	0	2.357044e+00	3.590976e+00	CEMIP;KPNB1
GO_Molecular_Function_2023	Promoter-Specific Chromatin Binding (GO:1990841)	2/42	2.258354e-01	3.926732e-01	0	0	2.298000e+00	3.419307e+00	DHX9;MACROH2A1
GO_Molecular_Function_2023	Regulatory RNA Binding (GO:0061980)	2/42	2.258354e-01	3.926732e-01	0	0	2.298000e+00	3.419307e+00	DHX9;HNRNPA1
GO_Molecular_Function_2023	DNA Exonuclease Activity, Producing 5'-Phosphomonoesters (GO:0016895)	1/12	2.282124e-01	3.926732e-01	0	0	4.174563e+00	6.167826e+00	FEN1
GO_Molecular_Function_2023	NAD+ Binding (GO:0070403)	1/12	2.282124e-01	3.926732e-01	0	0	4.174563e+00	6.167826e+00	GLUD1
GO_Molecular_Function_2023	Protein Kinase A Catalytic Subunit Binding (GO:0034236)	1/12	2.282124e-01	3.926732e-01	0	0	4.174563e+00	6.167826e+00	EZR
GO_Molecular_Function_2023	Phosphoric Diester Hydrolase Activity (GO:0008081)	2/44	2.416708e-01	4.046595e-01	0	0	2.188347e+00	3.107844e+00	PDIA3;NOTUM
GO_Molecular_Function_2023	5'-3' Exonuclease Activity (GO:0008409)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	FEN1
GO_Molecular_Function_2023	Ubiquitin-Ubiquitin Ligase Activity (GO:0034450)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	PRPF19
GO_Molecular_Function_2023	Ubiquitination-Like Modification-Dependent Protein Binding (GO:0140035)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	VCP
GO_Molecular_Function_2023	K63-linked Deubiquitinase Activity (GO:0061578)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	PSMD14
GO_Molecular_Function_2023	U6 snRNA Binding (GO:0017070)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	METTL16
GO_Molecular_Function_2023	Insulin-Like Growth Factor Receptor Binding (GO:0005159)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	IGF2
GO_Molecular_Function_2023	Metalloendopeptidase Inhibitor Activity (GO:0008191)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	SPOCK2
GO_Molecular_Function_2023	Peptide Hormone Receptor Binding (GO:0051428)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	PSMC5
GO_Molecular_Function_2023	Phosphatidylglycerol Binding (GO:1901611)	1/13	2.447000e-01	4.046595e-01	0	0	3.826487e+00	5.386631e+00	PLTP
GO_Molecular_Function_2023	Copper Ion Binding (GO:0005507)	2/45	2.496081e-01	4.095885e-01	0	0	2.137346e+00	2.966344e+00	ALB;ANG
GO_Molecular_Function_2023	Potassium Channel Regulator Activity (GO:0015459)	2/45	2.496081e-01	4.095885e-01	0	0	2.137346e+00	2.966344e+00	YWHAE;FLNA
GO_Molecular_Function_2023	Hydro-Lyase Activity (GO:0016836)	2/46	2.575528e-01	4.151885e-01	0	0	2.088663e+00	2.833335e+00	HSD17B4;ENO1
GO_Molecular_Function_2023	3'-5' DNA Helicase Activity (GO:0043138)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	DHX9
GO_Molecular_Function_2023	Translation Elongation Factor Activity (GO:0003746)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	EEF2
GO_Molecular_Function_2023	Aldo-Keto Reductase (NADP) Activity (GO:0004033)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	AKR1C3
GO_Molecular_Function_2023	Aspartic-Type Peptidase Activity (GO:0070001)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	CTSD
GO_Molecular_Function_2023	Beta-1,3-Galactosyltransferase Activity (GO:0048531)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	B4GAT1
GO_Molecular_Function_2023	Myosin V Binding (GO:0031489)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	RAB11B
GO_Molecular_Function_2023	Nucleotidyltransferase Activity (GO:0016779)	1/14	2.608361e-01	4.151885e-01	0	0	3.531961e+00	4.746472e+00	MOCS3
GO_Molecular_Function_2023	Protein Tyrosine Kinase Binding (GO:1990782)	3/85	2.726608e-01	4.290767e-01	0	0	1.681805e+00	2.185550e+00	HSP90AA1;PCNA;RACK1
GO_Molecular_Function_2023	Transmembrane Receptor Protein Serine/Threonine Kinase Activity (GO:0004675)	1/15	2.766283e-01	4.290767e-01	0	0	3.279510e+00	4.214435e+00	LTBP4
GO_Molecular_Function_2023	CoA Hydrolase Activity (GO:0016289)	1/15	2.766283e-01	4.290767e-01	0	0	3.279510e+00	4.214435e+00	ACOT13
