"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BM2_vs_BD"
0.930247500000001,7.78335875,7.15579924131978,0.000162015066032464,0.000840183281665985,-0.058512076819996,"MYOF_HUMAN",76,-7.45876930740142,8.77930192979214e-05,0.000466446644332054,-0.930247500000001,"Up in BD",3.33119802693873,"MYOF","Myoferlin","MYOF_HUMAN",0.930247500000001
-0.293225,11.5158125,-6.8204133353045,0.000219934358170661,0.00105997758276489,-0.400433170427846,"DPP9_HUMAN",40,7.45212479424777,8.83312368771146e-05,0.00046888562911794,0.293225,"Non-significant",3.32893307775469,"DPP9","Dipeptidyl peptidase 9","DPP9_HUMAN",-0.293225
0.177975,13.3141125,8.2865165345452,6.24684780604284e-05,0.00040009108057765,1.0099803554841,"SPEE_HUMAN",15,-7.4516914374801,8.83664670635785e-05,0.00046888562911794,-0.177975,"Non-significant",3.32893307775469,"SRM","Spermidine synthase","SPEE_HUMAN",0.177975
-0.4376075,7.91120125,-7.58818299135937,0.000111030335729424,0.000620468092917396,0.364776935080673,"ZC21A_HUMAN",12,7.44626074501595,8.88092908818963e-05,0.000470930508829098,0.4376075,"Non-significant",3.32704317325036,"ZC2HC1A","Zinc finger C2HC domain-containing protein 1A","ZC21A_HUMAN",-0.4376075
0.241475000000003,11.0224875,7.20454848212541,0.000155119509713524,0.000810496966622991,-0.00982200568962988,"ABHD6_HUMAN",19,-7.43850698543024,8.94458313735348e-05,0.000473999305494659,-0.241475000000003,"Non-significant",3.32422229465515,"ABHD6","Monoacylglycerol lipase ABHD6","ABHD6_HUMAN",0.241475000000003
-0.267344999999999,8.584735,-6.73368103767038,0.000238470092152322,0.0011267883662621,-0.490879321697095,"TBCD8_HUMAN",40,7.43161048364051,9.00162693925598e-05,0.00047651008075336,0.267344999999999,"Non-significant",3.32192790726228,"TBC1D8","TBC1 domain family member 8","TBCD8_HUMAN",-0.267344999999999
0.366000000000005,11.79975,7.60082562314983,0.000109838962801534,0.000615488596751181,0.376869260222586,"NIPS2_HUMAN",13,-7.43132718479998,9.00397887245225e-05,0.00047651008075336,-0.366000000000005,"Non-significant",3.32192790726228,"NIPSNAP2","Protein NipSnap homolog 2","NIPS2_HUMAN",0.366000000000005
-0.569540000000003,9.5662275,-9.90282322724722,1.90208076394105e-05,0.000161253961766171,2.3465144146657,"S22A9_HUMAN",5,7.43067448501758,9.00940016062098e-05,0.00047651008075336,0.569540000000003,"Up in BM2",3.32192790726228,"SLC22A9","Organic anion transporter 7","S22A9_HUMAN",-0.569540000000003
0.490850000000002,10.65335,9.75222361722736,2.10930421440006e-05,0.00017555407055484,2.2301911441888,"NC2B_HUMAN",6,-7.4295296045222,9.01891826120921e-05,0.000476705943941928,-0.490850000000002,"Non-significant",3.32174943291649,"DR1","Protein Dr1","NC2B_HUMAN",0.490850000000002
0.298327500000001,9.26080875,7.00609794141459,0.000185436602588038,0.000936666215660344,-0.209616304137072,"SPN90_HUMAN",24,-7.42470107986018,9.05918422933317e-05,0.000478525723660267,-0.298327500000001,"Non-significant",3.3200947112969,"NCKIPSD","NCK-interacting protein with SH3 domain","SPN90_HUMAN",0.298327500000001
0.213374999999999,13.3969375,6.48472404917707,0.00030216055542601,0.00135139783599696,-0.755284575597103,"ILF3_HUMAN",42,-7.41919426777314,9.10535122444801e-05,0.000480654664121215,-0.213374999999999,"Non-significant",3.31816683907483,"ILF3","Interleukin enhancer-binding factor 3","ILF3_HUMAN",0.213374999999999
-0.183875,12.2993625,-6.40053448595665,0.000327845258503457,0.001445764082416,-0.846340811339321,"LIMD1_HUMAN",34,7.41241029604074,9.16258618461138e-05,0.000483364746083939,0.183875,"Non-significant",3.31572502777928,"LIMD1","LIM domain-containing protein 1","LIMD1_HUMAN",-0.183875
0.179625000000001,13.1571875,6.86361377984086,0.000211308442255509,0.00102746536750336,-0.355698071262346,"EIF3G_HUMAN",22,-7.40828771852825,9.19756325705973e-05,0.00048489790084486,-0.179625000000001,"Non-significant",3.31434969596999,"EIF3G","Eukaryotic translation initiation factor 3 subunit G","EIF3G_HUMAN",0.179625000000001
0.309325000000001,12.1472875,7.5752166546484,0.000112267322696688,0.00062567471887658,0.352358599816927,"QKI_HUMAN",14,-7.39378501631995,9.32179540024358e-05,0.00049083492772054,-0.309325000000001,"Non-significant",3.30906454053229,"QKI","KH domain-containing RNA-binding protein QKI","QKI_HUMAN",0.309325000000001
-0.26825,13.6219,-7.42130802397995,0.000128196938689454,0.000698775600649034,0.203673797017927,"PON3_HUMAN",16,7.39374375225585,9.32215153038401e-05,0.00049083492772054,0.26825,"Non-significant",3.30906454053229,"PON3","Serum paraoxonase/lactonase 3","PON3_HUMAN",-0.26825
0.116950000000003,12.358225,5.52634951277883,0.000803406938973961,0.00297849692702487,-1.84392532681262,"IPO7_HUMAN",37,-7.39284366609868,9.32992351022024e-05,0.000490928837848431,-0.116950000000003,"Non-significant",3.30898145608389,"IPO7","Importin-7","IPO7_HUMAN",0.116950000000003
-0.179575,10.6188625,-6.51695188062899,0.000292930742987016,0.00132020133645275,-0.720650365204833,"RM37_HUMAN",28,7.39091902050688,9.34656649164779e-05,0.000491489109034821,0.179575,"Non-significant",3.30848610130791,"MRPL37","Large ribosomal subunit protein mL37","RM37_HUMAN",-0.179575
0.374779999999998,9.4983275,7.67606018651055,0.000103039637730962,0.000588244394232889,0.448504406977856,"GSK3A_HUMAN",12,-7.38729411011607,9.37800204803807e-05,0.000492826030703949,-0.374779999999998,"Non-significant",3.30730636112667,"GSK3A","Glycogen synthase kinase-3 alpha","GSK3A_HUMAN",0.374779999999998
-0.410975000000001,14.4204875,-7.45856478979306,0.000124119935027438,0.000681537325756823,0.239884336468556,"GAMT_HUMAN",13,7.38625626197672,9.38702403809095e-05,0.000492984132378409,0.410975000000001,"Non-significant",3.30716705908261,"GAMT","Guanidinoacetate N-methyltransferase","GAMT_HUMAN",-0.410975000000001
-0.788475000000002,9.8297625,-7.24614103638639,0.000149496013441737,0.00078461480038115,0.0315222622386724,"DYR_HUMAN",12,7.3822793382233,9.42168496592171e-05,0.000494487665496967,0.788475000000002,"Up in BM2",3.30584453697563,"DHFR","Dihydrofolate reductase","DYR_HUMAN",-0.788475000000002
0.858362500000001,7.59491875,7.29970327179358,0.000142588363459305,0.000757085105984055,0.0844985746932547,"ZN800_HUMAN",10,-7.38143807724773,9.42903524149611e-05,0.00049455681964034,-0.858362500000001,"Up in BD",3.30578380510084,"ZNF800","Zinc finger protein 800","ZN800_HUMAN",0.858362500000001
0.237375,12.0690625,7.48442678417812,0.000121375528550296,0.000667809787285456,0.26493767730973,"CYBP_HUMAN",16,-7.37683710845582,9.4693480554928e-05,0.000496205890035318,-0.237375,"Non-significant",3.30433808489522,"CACYBP","Calcyclin-binding protein","CYBP_HUMAN",0.237375
-0.228649999999998,10.708425,-6.48481416668015,0.000302134296956418,0.00135139783599696,-0.755187558452843,"INSR_HUMAN",49,7.37646903433777,9.47258133575594e-05,0.000496205890035318,0.228649999999998,"Non-significant",3.30433808489522,"INSR","Insulin receptor","INSR_HUMAN",-0.228649999999998
-0.241025,12.4018875,-8.19333602675294,6.72922897585953e-05,0.00042486527522412,0.926479186474868,"HPRT_HUMAN",13,7.37508679166183,9.48473438105205e-05,0.000496525239181767,0.241025,"Non-significant",3.30405867071588,"HPRT1","Hypoxanthine-guanine phosphoribosyltransferase","HPRT_HUMAN",-0.241025
-0.261750000000001,13.195475,-6.69366599135771,0.000247606801603376,0.00115993174831113,-0.532895172669807,"FERM2_HUMAN",37,7.37296411733393,9.50343132942974e-05,0.000497186535026579,0.261750000000001,"Non-significant",3.30348064158076,"FERMT2","Fermitin family homolog 2","FERM2_HUMAN",-0.261750000000001
0.8923,8.30354,7.12187641003363,0.000167016384624887,0.000862216826923694,-0.0925423759156256,"TLK2_HUMAN",19,-7.36749877468191,9.55176040560168e-05,0.000499396248757159,-0.8923,"Up in BD",3.3015547241997,"TLK2","Serine/threonine-protein kinase tousled-like 2","TLK2_HUMAN",0.8923
0.243425000000002,13.3077125,6.63826633700667,0.000260910353406678,0.00120503835336785,-0.591367290251288,"LETM1_HUMAN",36,-7.36662990190104,9.55946888910325e-05,0.000499480726277046,-0.243425000000002,"Non-significant",3.30148126546206,"LETM1","Mitochondrial proton/calcium exchanger protein","LETM1_HUMAN",0.243425000000002
0.208625000000003,12.9074375,7.24632259330788,0.000149471973201858,0.00078461480038115,0.0317023380870811,"EIF3M_HUMAN",18,-7.35809550145283,9.6355539777162e-05,0.000503135487320493,-0.208625000000003,"Non-significant",3.29831504979026,"EIF3M","Eukaryotic translation initiation factor 3 subunit M","EIF3M_HUMAN",0.208625000000003
-0.914564999999998,8.600975,-7.62072734159542,0.000107992534975811,0.000607984268310801,0.395872800381335,"S47A1_HUMAN",6,7.35724841219166,9.64314259301068e-05,0.000503211222008285,0.914564999999998,"Up in BM2",3.29824968234432,"SLC47A1","Multidrug and toxin extrusion protein 1","S47A1_HUMAN",-0.914564999999998
-0.229600000000001,12.210325,-7.12460709887778,0.00016660744506407,0.000860753667323508,-0.0897985019440313,"KPRB_HUMAN",19,7.35471042101993,9.66591896715116e-05,0.000503685655022647,0.229600000000001,"Non-significant",3.29784041768154,"PRPSAP2","Phosphoribosyl pyrophosphate synthase-associated protein 2","KPRB_HUMAN",-0.229600000000001
0.300472499999994,8.75600125,7.11738117096409,0.000167692033284657,0.000863932272576606,-0.0970610530489289,"SNX33_HUMAN",19,-7.35420859013999,9.67042957658883e-05,0.000503685655022647,-0.300472499999994,"Non-significant",3.29784041768154,"SNX33","Sorting nexin-33","SNX33_HUMAN",0.300472499999994
0.175649999999999,14.28695,6.80505697806864,0.000223095100617415,0.00107080423586743,-0.416385345897185,"TXNL1_HUMAN",22,-7.35418226359651,9.67066627233039e-05,0.000503685655022647,-0.175649999999999,"Non-significant",3.29784041768154,"TXNL1","Thioredoxin-like protein 1","TXNL1_HUMAN",0.175649999999999
0.743127499999999,7.79873625,7.40407545032029,0.000130133418634367,0.000706044848421271,0.186877524107876,"ERF_HUMAN",9,-7.35303438592961,9.6809928469511e-05,0.000503903361011461,-0.743127499999999,"Up in BD",3.29765274491102,"ERF","ETS domain-containing transcription factor ERF","ERF_HUMAN",0.743127499999999
0.508455000000001,9.5616775,7.30410134439163,0.000142037281785405,0.000754647852285646,0.0888352958683871,"T2EA_HUMAN",13,-7.34930663096066,9.71461340306059e-05,0.00050533249161352,-0.508455000000001,"Up in BD",3.29642277681659,"GTF2E1","General transcription factor IIE subunit 1","T2EA_HUMAN",0.508455000000001
0.349482500000001,8.75130875,6.96323325958901,0.000192825809525301,0.0009668415819501,-0.253328808902236,"WDR70_HUMAN",25,-7.34777922096867,9.72842663066256e-05,0.000505730130108888,-0.349482500000001,"Non-significant",3.29608117144116,"WDR70","WD repeat-containing protein 70","WDR70_HUMAN",0.349482500000001
0.142174999999998,10.1777375,5.57076982958952,0.000765888697560489,0.00286303416645941,-1.79084479526741,"RPB1_HUMAN",78,-7.34321453196175,9.76983823575484e-05,0.000507561051056516,-0.142174999999998,"Non-significant",3.2945117119521,"POLR2A","DNA-directed RNA polymerase II subunit RPB1","RPB1_HUMAN",0.142174999999998
-0.228775000000001,10.3296125,-6.34267675539265,0.000346910987705656,0.00151678734784585,-0.909408590638068,"TACC2_HUMAN",99,7.34147050198093,9.78571216961687e-05,0.000507777196264171,0.228775000000001,"Non-significant",3.29432680672936,"TACC2","Transforming acidic coiled-coil-containing protein 2","TACC2_HUMAN",-0.228775000000001
-0.321850000000001,11.841325,-7.83768882372595,8.99745877025291e-05,0.00053065587768729,0.600546462788314,"ELMD2_HUMAN",12,7.34093489002012,9.79059300433942e-05,0.000507777196264171,0.321850000000001,"Non-significant",3.29432680672936,"ELMOD2","ELMO domain-containing protein 2","ELMD2_HUMAN",-0.321850000000001
0.454729999999996,9.2568075,7.97953157206666,8.00300236639261e-05,0.000483839331856096,0.731935248762174,"SRC_HUMAN",9,-7.34071687466872,9.79258047442858e-05,0.000507777196264171,-0.454729999999996,"Non-significant",3.29432680672936,"SRC","Proto-oncogene tyrosine-protein kinase Src","SRC_HUMAN",0.454729999999996
0.650690000000001,9.366765,7.01239505251896,0.000184378072520528,0.000932468500014365,-0.203211504451842,"RRP12_HUMAN",42,-7.33989807654166,9.80004881050302e-05,0.000507843237348317,-0.650690000000001,"Up in BD",3.29427032641936,"RRP12","RRP12-like protein","RRP12_HUMAN",0.650690000000001
0.854800000000004,12.298925,7.39227625785095,0.000131478281514486,0.000711593157153725,0.175359633453651,"SATT_HUMAN",8,-7.3364501454948,9.83156739825311e-05,0.000509154703290455,-0.854800000000004,"Up in BD",3.29315024010487,"SLC1A4","Neutral amino acid transporter A","SATT_HUMAN",0.854800000000004
1.0335175,7.57327125,7.05463294786517,0.000177450706243057,0.000904278801791764,-0.160362396607342,"DDX24_HUMAN",28,-7.3207847581535,9.9761984257764e-05,0.000516318653374463,-1.0335175,"Up in BD",3.28708218463463,"DDX24","ATP-dependent RNA helicase DDX24","DDX24_HUMAN",1.0335175
-0.496250000000002,10.858925,-7.04441631602083,0.000179099147630803,0.000910215930442206,-0.170709176134325,"HEP2_HUMAN",21,7.31663123880471,0.000100149422320841,0.000517996822830445,0.496250000000002,"Non-significant",3.28567290402202,"SERPIND1","Heparin cofactor 2","HEP2_HUMAN",-0.496250000000002
-0.170124999999999,12.2705375,-6.67016063753489,0.000253156266641799,0.00117920817500941,-0.557661099371501,"CADH1_HUMAN",23,7.31197685242613,0.000100585573299622,0.00051992467207459,0.170124999999999,"Non-significant",3.28405957342694,"CDH1","Cadherin-1","CADH1_HUMAN",-0.170124999999999
0.174975,14.5143125,6.76439263965088,0.000231713584837758,0.00110202283841619,-0.458755539849703,"HNRPF_HUMAN",22,-7.3088143338319,0.000100883131947411,0.000521134162384925,-0.174975,"Non-significant",3.28305045619621,"HNRNPF","Heterogeneous nuclear ribonucleoprotein F","HNRPF_HUMAN",0.174975
1.26601,8.212905,8.91431767578614,3.85136045371979e-05,0.000275030078393683,1.55325302362341,"CAR16_HUMAN",1,-7.30511977961552,0.00010123199160586,0.000522606969259975,-1.26601,"Up in BD",3.28182480300715,"CARD16","Caspase recruitment domain-containing protein 16","CAR16_HUMAN",1.26601
0.320999999999998,11.25145,8.08703862490114,7.33146831833474e-05,0.00045190509228352,0.83027671195228,"TIM14_HUMAN",11,-7.30281976849747,0.000101449849444885,0.000523402055222887,-0.320999999999998,"Non-significant",3.28116457636521,"DNAJC19","Mitochondrial import inner membrane translocase subunit TIM14","TIM14_HUMAN",0.320999999999998
0.343349999999999,10.268125,6.85951658621253,0.000212110045396958,0.00103014108540537,-0.359931878290558,"VP33A_HUMAN",29,-7.29717764523581,0.000101986488039768,0.000525839766635233,-0.343349999999999,"Non-significant",3.27914657346512,"VPS33A","Vacuolar protein sorting-associated protein 33A","VP33A_HUMAN",0.343349999999999
2.63099,7.8135025,7.04670755563376,0.000178727969970254,0.000908940383260632,-0.168387768550213,"HERC5_HUMAN",34,-7.29519505860925,0.000102175807534426,0.000526484770689646,-2.63099,"Up in BD",3.27861418687376,"HERC5","E3 ISG15--protein ligase HERC5","HERC5_HUMAN",2.63099
-0.253282500000001,9.75127875,-7.69023060582618,0.000101812663249805,0.000582456534069715,0.46193502429562,"BIN3_HUMAN",14,7.29356064750352,0.000102332173672564,0.000526959271210853,0.253282500000001,"Non-significant",3.27822295019908,"BIN3","Bridging integrator 3","BIN3_HUMAN",-0.253282500000001
-0.19455,10.164525,-6.08746500678148,0.000447190880168476,0.00185735202282613,-1.1924719552068,"ASCC3_HUMAN",92,7.28689196054739,0.00010297294284811,0.000529926042353299,0.19455,"Non-significant",3.2757847372654,"ASCC3","Activating signal cointegrator 1 complex subunit 3","ASCC3_HUMAN",-0.19455
-1.5940525,6.21417375,-7.08536613163427,0.000172593656616223,0.000883222719687765,-0.129305507249086,"CEP97_HUMAN",10,7.2843050046297,0.000103222715546921,0.000530878181965909,1.5940525,"Up in BM2",3.2750051229288,"CEP97","Centrosomal protein of 97 kDa","CEP97_HUMAN",-1.5940525
0.152374999999999,16.3994125,7.28600592187048,0.000144320092957067,0.000763806405462904,0.0709794517944164,"PSME1_HUMAN",18,-7.27943983672115,0.000103694281040627,0.000532969100922296,-0.152374999999999,"Non-significant",3.27329796862433,"PSME1","Proteasome activator complex subunit 1","PSME1_HUMAN",0.152374999999999
0.462599999999998,10.635925,7.11772235118495,0.000167640645404662,0.000863932272576606,-0.0967180182877332,"AL3A1_HUMAN",16,-7.2765175151388,0.000103978685493182,0.000534096029870367,-0.462599999999998,"Non-significant",3.27238065028737,"ALDH3A1","Aldehyde dehydrogenase, dimeric NADP-preferring","AL3A1_HUMAN",0.462599999999998
0.190475000000003,14.4522125,6.56389499553139,0.000280045732279574,0.00127191961951687,-0.670420366749503,"COR1B_HUMAN",26,-7.27571123635492,0.000104057306489153,0.000534165183843502,-0.190475000000003,"Non-significant",3.27232442211285,"CORO1B","Coronin-1B","COR1B_HUMAN",0.190475000000003
0.217649999999999,11.806525,6.34975794374296,0.000344512262204369,0.00150951978917767,-0.901668115487059,"ACINU_HUMAN",50,-7.27474980543653,0.000104151143056083,0.000534312309620629,-0.217649999999999,"Non-significant",3.27220482031694,"ACIN1","Apoptotic chromatin condensation inducer in the nucleus","ACINU_HUMAN",0.217649999999999
0.492985000000001,8.9672175,7.22571238996078,0.000152228932476867,0.000797936565502146,0.0112382366473085,"LIPG_HUMAN",13,-7.26235368610236,0.000105369493430719,0.0005402245823296,-0.492985000000001,"Non-significant",3.26742565760285,"LIPG","Endothelial lipase","LIPG_HUMAN",0.492985000000001
1.1886025,8.24213625,7.41429979340175,0.000128980543745875,0.00070211321223684,0.196846645941617,"TENX_HUMAN",5,-7.26155098352454,0.000105448932280968,0.000540293966774609,-1.1886025,"Up in BD",3.26736988200943,"TNXB","Tenascin-X","TENX_HUMAN",1.1886025
-0.424275000000002,11.2055125,-8.01846424372707,7.75212412520916e-05,0.000472073895084997,0.767671159501319,"GSTA4_HUMAN",9,7.25600029230055,0.000106000080604998,0.000542612797414227,0.424275000000002,"Non-significant",3.2655099677052,"GSTA4","Glutathione S-transferase A4","GSTA4_HUMAN",-0.424275000000002
-0.379750000000001,11.44385,-6.89918147817366,0.000204490656145096,0.00100854799301155,-0.319022784240165,"CP20A_HUMAN",25,7.2556609975363,0.000106033874293436,0.000542612797414227,0.379750000000001,"Non-significant",3.2655099677052,"CYP20A1","Cytochrome P450 20A1","CP20A_HUMAN",-0.379750000000001
-0.636105000000001,9.619855,-7.1735386015997,0.000159466790583011,0.000829510627664672,-0.0407651743167232,"S28A1_HUMAN",12,7.25273414277598,0.000106325886998529,0.000543767699072949,0.636105000000001,"Up in BM2",3.26458659397364,"SLC28A1","Sodium/nucleoside cotransporter 1","S28A1_HUMAN",-0.636105000000001
0.31945,10.862,6.8901884859395,0.000206190880791472,0.00101158159229712,-0.328282570246229,"SNX7_HUMAN",23,-7.24968212953059,0.000106631340787111,0.000544989857713674,-0.31945,"Non-significant",3.26361157988844,"SNX7","Sorting nexin-7","SNX7_HUMAN",0.31945
1.0762675,8.95735375,7.72636648671372,9.87574527465464e-05,0.00057015042085647,0.496096209105815,"LCAT_HUMAN",4,-7.24273104404306,0.000107330677623456,0.000547599109828785,-1.0762675,"Up in BD",3.26153726652191,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN",1.0762675
0.496602499999998,9.88123875,6.93350737320371,0.000198143931864595,0.000986867529420383,-0.283760683172162,"GTPB4_HUMAN",25,-7.24273072709323,0.000107330709627442,0.000547599109828785,-0.496602499999998,"Non-significant",3.26153726652191,"GTPBP4","GTP-binding protein 4","GTPB4_HUMAN",0.496602499999998
0.22245,12.05325,7.01654871676808,0.000183683560823241,0.000930303731585099,-0.198989164882756,"SPB9_HUMAN",19,-7.24261643964039,0.000107342250487297,0.000547599109828785,-0.22245,"Non-significant",3.26153726652191,"SERPINB9","Serpin B9","SPB9_HUMAN",0.22245
-0.462144999999998,7.2396175,-7.43035860247575,0.000127192875667924,0.000695151463150428,0.212483148019187,"TGFR1_HUMAN",11,7.24046900484742,0.000107559357656201,0.000548365431632795,0.462144999999998,"Non-significant",3.26092993047682,"TGFBR1","TGF-beta receptor type-1","TGFR1_HUMAN",-0.462144999999998
0.258825000000002,12.4233625,6.94217674934548,0.000196576136848635,0.000981444074229667,-0.274875389558362,"STK25_HUMAN",20,-7.23030505453649,0.000108593595289616,0.000553294154247527,-0.258825000000002,"Non-significant",3.25704391823959,"STK25","Serine/threonine-protein kinase 25","STK25_HUMAN",0.258825000000002
-0.227724999999998,10.9316625,-6.80305166553637,0.000223511591276456,0.00107154855279789,-0.418470417201997,"GSDME_HUMAN",22,7.22004551609673,0.000109648800610376,0.000558323520126621,0.227724999999998,"Non-significant",3.25311407652706,"GSDME","Gasdermin-E","GSDME_HUMAN",-0.227724999999998
0.148325,14.4415375,5.50342038228113,0.000823569490299345,0.0030376327650674,-1.87142866052037,"TLN1_HUMAN",148,-7.21657081634423,0.000110008761248538,0.000559808705596222,-0.148325,"Non-significant",3.25196035209529,"TLN1","Talin-1","TLN1_HUMAN",0.148325
0.7496375,8.24345875,6.95169704635128,0.00019487046206479,0.000974708998173978,-0.265127493869505,"L2GL1_HUMAN",23,-7.21460167821552,0.000110213337504774,0.000560501824357404,-0.7496375,"Up in BD",3.25142296949708,"LLGL1","Lethal(2) giant larvae protein homolog 1","L2GL1_HUMAN",0.7496375
-0.114075000000003,13.8680625,-5.06944771589362,0.00133405672540236,0.00445664100849574,-2.4055528161657,"MYO1C_HUMAN",65,7.21361144100955,0.000110316374519643,0.000560678015072557,0.114075000000003,"Non-significant",3.25128647282939,"MYO1C","Unconventional myosin-Ic","MYO1C_HUMAN",-0.114075000000003
0.162150000000004,14.705825,5.92384275126073,0.000528379518512177,0.0021254442064587,-1.37822551259067,"CKAP4_HUMAN",46,-7.21096983449578,0.000110591766231964,0.000561729429720966,-0.162150000000004,"Non-significant",3.25047282228622,"CKAP4","Cytoskeleton-associated protein 4","CKAP4_HUMAN",0.162150000000004
-0.123550000000005,15.56775,-5.07234995269014,0.00132964722599077,0.00444372114091821,-2.40189394011995,"SPTB2_HUMAN",187,7.20812414410139,0.000110889290636394,0.000562891891416195,0.123550000000005,"Non-significant",3.24957500740405,"SPTBN1","Spectrin beta chain, non-erythrocytic 1","SPTB2_HUMAN",-0.123550000000005
-0.435437499999999,8.44947625,-6.75835723070077,0.000233024252739474,0.00110679769638367,-0.46506003417681,"TEP1_HUMAN",70,7.20717503915381,0.000110988720121882,0.000563047974974748,0.435437499999999,"Non-significant",3.24945459914664,"TEP1","Telomerase protein component 1","TEP1_HUMAN",-0.435437499999999
0.321102500000002,10.22854875,6.64662350129144,0.0002588531734521,0.00120027054070154,-0.582524042848517,"NAT10_HUMAN",46,-7.20539485852013,0.000111175481961728,0.000563646630254948,-0.321102500000002,"Non-significant",3.24899308507173,"NAT10","RNA cytidine acetyltransferase","NAT10_HUMAN",0.321102500000002
0.7298975,8.01897625,6.92910571190695,0.000198945303477487,0.000989056153977224,-0.288275135224019,"HIRA_HUMAN",26,-7.20443575142441,0.000111276248552307,0.00056380882919148,-0.7298975,"Up in BD",3.24886812740178,"HIRA","Protein HIRA","HIRA_HUMAN",0.7298975
0.855742499999998,7.20158375,7.11692596918577,0.000167760622387491,0.000863932272576606,-0.0975187485015265,"CHK2_HUMAN",10,-7.20365820053837,0.000111358014944611,0.000563874617983892,-0.855742499999998,"Up in BD",3.24881745412175,"CHEK2","Serine/threonine-protein kinase Chk2","CHK2_HUMAN",0.855742499999998
0.322000000000001,10.814575,6.56990620800299,0.000278442072743934,0.00126742126627793,-0.664006869513122,"CKAP5_HUMAN",96,-7.19853599783419,0.000111898334643086,0.000566260831730878,-0.322000000000001,"Non-significant",3.24698347748956,"CKAP5","Cytoskeleton-associated protein 5","CKAP5_HUMAN",0.322000000000001
0.420174999999999,10.7094625,7.67072029055705,0.000103506309520164,0.000590497373309884,0.44343822697094,"RB27B_HUMAN",10,-7.19658663655485,0.000112104730756492,0.000566955325565527,-0.420174999999999,"Non-significant",3.24645116090385,"RAB27B","Ras-related protein Rab-27B","RB27B_HUMAN",0.420174999999999
-0.197824999999998,11.5634875,-6.43668489919075,0.000316528667390349,0.00140554578709226,-0.807138628818999,"PALLD_HUMAN",29,7.19562631478752,0.000112206564294434,0.000567120477241533,0.197824999999998,"Non-significant",3.24632467118967,"PALLD","Palladin","PALLD_HUMAN",-0.197824999999998
0.234605000000002,9.4482325,6.74671099306058,0.000235576928586775,0.00111762711837638,-0.477237167213325,"MICU1_HUMAN",23,-7.19497099324642,0.000112276114393794,0.000567122357239881,-0.234605000000002,"Non-significant",3.24632323151047,"MICU1","Calcium uptake protein 1, mitochondrial","MICU1_HUMAN",0.234605000000002
0.292150000000003,10.418625,7.80863746400252,9.21787250801319e-05,0.000538618095657107,0.573402565628601,"B3GA3_HUMAN",12,-7.18225244633358,0.000113635498532657,0.000573635355277536,-0.292150000000003,"Non-significant",3.24136408933337,"B3GAT3","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase 3","B3GA3_HUMAN",0.292150000000003
0.227,15.200325,6.76419183845803,0.000231757058391996,0.00110202283841619,-0.45896522740799,"ROA3_HUMAN",22,-7.17785499694826,0.000114109761193033,0.000575674967544915,-0.227,"Non-significant",3.23982265484828,"HNRNPA3","Heterogeneous nuclear ribonucleoprotein A3","ROA3_HUMAN",0.227
0.135024999999999,15.4408375,6.0008487104925,0.000488284796494163,0.00199449863560496,-1.29038100005569,"NHRF1_HUMAN",28,-7.17648318835618,0.000114258160587881,0.000576069126998429,-0.135024999999999,"Non-significant",3.23952539908956,"NHERF1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1","NHRF1_HUMAN",0.135024999999999
1.73062,6.8614175,6.96020074959522,0.000193360944277721,0.00096825876945976,-0.256428901754337,"GTPB2_HUMAN",11,-7.17280448477252,0.00011465717661269,0.000577725589349007,-1.73062,"Up in BD",3.2382783957147,"GTPBP2","GTP-binding protein 2","GTPB2_HUMAN",1.73062
-0.146150000000002,15.620675,-5.65866534924889,0.00069725710938124,0.00264880156751965,-1.68659113535767,"NNTM_HUMAN",53,7.16959062902353,0.0001150070419189,0.000579132512070724,0.146150000000002,"Non-significant",3.23722205341136,"NNT","NAD(P) transhydrogenase, mitochondrial","NNTM_HUMAN",-0.146150000000002
0.346992500000001,9.48355125,7.22824859247709,0.000151886612224542,0.000796651597579526,0.0137588611312474,"RUFY3_HUMAN",14,-7.16497033094192,0.000115512098643385,0.000581318713737549,-0.346992500000001,"Non-significant",3.23558569606626,"RUFY3","Protein RUFY3","RUFY3_HUMAN",0.346992500000001
0.334,9.421345,6.7290837140708,0.000239500360936287,0.00113035345938726,-0.495697246840995,"CACO1_HUMAN",29,-7.16189606409897,0.000115849522353122,0.000582659131442265,-0.334,"Non-significant",3.2345854428873,"CALCOCO1","Calcium-binding and coiled-coil domain-containing protein 1","CACO1_HUMAN",0.334
0.376537500000001,9.11728125,6.83914119310686,0.000216147386511736,0.00104603085869139,-0.381014433807358,"IP3KC_HUMAN",23,-7.1604720080361,0.00011600619479554,0.000583089383773046,-0.376537500000001,"Non-significant",3.23426486564594,"ITPKC","Inositol-trisphosphate 3-kinase C","IP3KC_HUMAN",0.376537500000001
