"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BDM_vs_BD"
0.139099999999999,11.5009,3.94486779617441,0.00520045023485171,0.0181650153495161,-3.93090597727687,"BAG6_HUMAN",36,-4.40611286691734,0.00241166420241459,0.00943264462375708,-0.139099999999999,"Non-significant",2.02536652736013,"BAG6","Large proline-rich protein BAG6","BAG6_HUMAN",0.139099999999999
-0.107150000000004,12.30315,-4.52553111653709,0.00248958718211314,0.0100838121141124,-3.12677582571684,"DDAH2_HUMAN",17,4.40186805950984,0.00242513432590887,0.00947707633342771,0.107150000000004,"Non-significant",2.0233256213217,"DDAH2","Putative hydrolase DDAH2","DDAH2_HUMAN",-0.107150000000004
-0.0867749999999994,15.5500625,-3.48118714664813,0.00970834812146329,0.0295211564910074,-4.60497537503043,"GLGB_HUMAN",45,4.40168125030055,0.00242572900501434,0.00947707633342771,0.0867749999999994,"Non-significant",2.0233256213217,"GBE1","1,4-alpha-glucan-branching enzyme","GLGB_HUMAN",-0.0867749999999994
-0.145150000000001,12.948175,-4.05524140552121,0.00450344457736744,0.0162224939593617,-3.77447730817041,"FLOT2_HUMAN",27,4.40144157085981,0.0024264922205251,0.00947707633342771,0.145150000000001,"Non-significant",2.0233256213217,"FLOT2","Flotillin-2","FLOT2_HUMAN",-0.145150000000001
0.4524925,8.24443625,4.23161014034063,0.00359191840737826,0.0135137894004988,-3.5279544017068,"I2BP1_HUMAN",22,-4.39988257032472,0.00243146294305934,0.00949196819390499,-0.4524925,"Non-significant",2.02264372570488,"IRF2BP1","Interferon regulatory factor 2-binding protein 1","I2BP1_HUMAN",0.4524925
0.198337500000001,9.59928375,4.07927325517915,0.00436558556253578,0.0158288679529714,-3.74063533582238,"DHX36_HUMAN",37,-4.39862948752952,0.0024354662928019,0.00950307123673964,-0.198337500000001,"Non-significant",2.02213601517317,"DHX36","ATP-dependent DNA/RNA helicase DHX36","DHX36_HUMAN",0.198337500000001
-0.325227500000002,8.65613375,-4.29790384210287,0.00330317183789896,0.0126303184361454,-3.43640578204846,"S4A4_HUMAN",15,4.39707680306286,0.00244043674282953,0.0095179354984379,0.325227500000002,"Non-significant",2.02145724267315,"SLC4A4","Electrogenic sodium bicarbonate cotransporter 1","S4A4_HUMAN",-0.325227500000002
0.204650000000001,11.03685,4.79926881044551,0.00178990889835434,0.00783850061362653,-2.76418128984475,"SEPT6_HUMAN",11,-4.39622224188656,0.00244317706110367,0.00952409203372702,-0.204650000000001,"Non-significant",2.02117641654869,"SEPTIN6","Septin-6","SEPT6_HUMAN",0.204650000000001
0.230174999999999,10.3457375,4.54570341584535,0.00242887512155362,0.00991799530811406,-3.09969100377766,"RIMC1_HUMAN",12,-4.39341301792582,0.0024522089619789,0.00955475716269157,-0.230174999999999,"Non-significant",2.01978034620638,"RIMOC1","RAB7A-interacting MON1-CCZ1 complex subunit 1","RIMC1_HUMAN",0.230174999999999
-0.109300000000003,14.034925,-3.76821360815164,0.00657218784364167,0.0218663944570513,-4.18460045680237,"CPT1A_HUMAN",37,4.39259729407199,0.00245483837322055,0.00956045842454255,0.109300000000003,"Non-significant",2.01952128277872,"CPT1A","Carnitine O-palmitoyltransferase 1, liver isoform","CPT1A_HUMAN",-0.109300000000003
-0.166199999999998,13.60745,-4.89955545479501,0.00159041318745824,0.00714422318399049,-2.63401206516287,"RRAS2_HUMAN",12,4.39148066400046,0.00245844269310773,0.00956994928684577,0.166199999999998,"Non-significant",2.01909036363396,"RRAS2","Ras-related protein R-Ras2","RRAS2_HUMAN",-0.166199999999998
-0.53689,8.3572625,-4.39413563141492,0.00292824065767054,0.0114476475496343,-3.30461208496947,"UBXN8_HUMAN",8,4.38984399887239,0.00246373599844598,0.00958600271251075,0.53689,"Up in BDM",2.01836245245374,"UBXN8","UBX domain-containing protein 8","UBXN8_HUMAN",-0.53689
0.221552499999998,9.64192625,4.4128379216979,0.00286092973532857,0.0112165958728951,-3.27915016323489,"PHAX_HUMAN",14,-4.38925642099728,0.00246563936169302,0.00958885744172646,-0.221552499999998,"Non-significant",2.01823313801338,"PHAX","Phosphorylated adapter RNA export protein","PHAX_HUMAN",0.221552499999998
0.083874999999999,14.0115875,3.43493957976832,0.0103496452750277,0.0311477209855642,-4.67357967982091,"DDX1_HUMAN",45,-4.3882041671757,0.00246905195836779,0.00959757608093841,-0.083874999999999,"Non-significant",2.01783843650144,"DDX1","ATP-dependent RNA helicase DDX1","DDX1_HUMAN",0.083874999999999
0.499555000000001,7.948135,4.22633538016518,0.00361605120765021,0.0135796554284546,-3.5352649637528,"SFSWA_HUMAN",20,-4.38674432383443,0.00247379491672202,0.00961145532098915,-0.499555000000001,"Non-significant",2.01721084854139,"SFSWAP","Splicing factor, suppressor of white-apricot homolog","SFSWA_HUMAN",0.499555000000001
0.11895,14.381625,3.89066296772516,0.00558499380406026,0.0192054442976871,-4.00832079630842,"GUAD_HUMAN",31,-4.38506602840735,0.00247925984192305,0.00962812514641645,-0.11895,"Non-significant",2.01645827339858,"GDA","Guanine deaminase","GUAD_HUMAN",0.11895
0.902349999999999,7.0934825,4.32427836810261,0.00319544117139732,0.0123102569187572,-3.40015497573044,"CA052_HUMAN",6,-4.38093874688054,0.00249275507537115,0.0096759498616916,-0.902349999999999,"Up in BD",2.01430639070775,"C1orf52","UPF0690 protein C1orf52","CA052_HUMAN",0.902349999999999
-0.549385000000001,8.44972,-4.37382725555052,0.00300330355299582,0.0116742923316547,-3.3323165983593,"WWTR1_HUMAN",8,4.37817552730315,0.00250183470829993,0.00970659769931037,0.549385000000001,"Up in BDM",2.01293296981857,"WWTR1","WW domain-containing transcription regulator protein 1","WWTR1_HUMAN",-0.549385000000001
-0.312359999999998,8.17186,-4.23565214410223,0.00357354477113128,0.0134717361317815,-3.52235500319942,"GAN_HUMAN",18,4.37745844657646,0.00250419681918488,0.00971116628366965,0.312359999999998,"Non-significant",2.01272860941789,"GAN","Gigaxonin","GAN_HUMAN",-0.312359999999998
0.235017500000001,9.77538375,4.15158343436098,0.00397778922968839,0.0146110353893303,-3.63928269807691,"CHIO_HUMAN",26,-4.37680484935248,0.0025063519203995,0.00971492815292441,-0.235017500000001,"Non-significant",2.01256040689167,"CHN2","Beta-chimaerin","CHIO_HUMAN",0.235017500000001
-0.333995,9.3298225,-4.67666728832351,0.00207216652895723,0.00877913240537024,-2.92525930598594,"RT15_HUMAN",8,4.37398241349439,0.00251568146395828,0.00974648234476843,0.333995,"Non-significant",2.01115209957408,"MRPS15","Small ribosomal subunit protein uS15m","RT15_HUMAN",-0.333995
0.347744999999999,8.11269,4.21216268203177,0.00368177547024449,0.0137671644219327,-3.5549268152369,"MCE1_HUMAN",20,-4.37316742029166,0.00251838242817836,0.00975233781115078,-0.347744999999999,"Non-significant",2.01089126360607,"RNGTT","mRNA-capping enzyme","MCE1_HUMAN",0.347744999999999
-0.243575,7.9860125,-4.36100794925448,0.0030517696605648,0.0118290343627944,-3.34983457640491,"ST7_HUMAN",14,4.3719281191542,0.00252249562348122,0.00976365397606186,0.243575,"Non-significant",2.01038762038039,"ST7","Suppressor of tumorigenicity 7 protein","ST7_HUMAN",-0.243575
-0.177400000000002,10.938475,-4.99987927390359,0.00141511244547487,0.0065546901907421,-2.50522174389226,"CNBP_HUMAN",11,4.37060579504287,0.00252689241186768,0.00977605662694254,0.177400000000002,"Non-significant",2.0098362914819,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN",-0.177400000000002
0.129349999999999,11.54565,4.02425594814232,0.00468823656198337,0.0167542124390321,-3.81822689376422,"P4HA1_HUMAN",25,-4.36702956027304,0.002538825282753,0.00981758946604202,-0.129349999999999,"Non-significant",2.00799513238692,"P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P4HA1_HUMAN",0.129349999999999
-0.17445,8.605375,-4.50933064565079,0.00253955256551138,0.010256574002322,-3.14856970529077,"CDK6_HUMAN",14,4.36554681923746,0.00254379068945688,0.00983215279215816,0.17445,"Non-significant",2.00735138111066,"CDK6","Cyclin-dependent kinase 6","CDK6_HUMAN",-0.17445
-0.207675,10.2261875,-4.10687510990886,0.00421289635072533,0.0153567471246093,-3.70186306080252,"AT2C1_HUMAN",28,4.36474920712333,0.00254646609403458,0.00983785534349457,0.207675,"Non-significant",2.00709956762584,"ATP2C1","Calcium-transporting ATPase type 2C member 1","AT2C1_HUMAN",-0.207675
-0.141449999999999,12.855875,-4.44112063234026,0.00276233824766555,0.0109293672559663,-3.24073922382447,"SKI8_HUMAN",16,4.36364720095214,0.00255016754367885,0.00984751461284938,0.141449999999999,"Non-significant",2.00667336606336,"SKIC8","Superkiller complex protein 8","SKI8_HUMAN",-0.141449999999999
-0.124725000000003,11.9565125,-3.91413379326473,0.00541482141249364,0.0187698545199251,-3.974752667961,"CLPB_HUMAN",30,4.36289624803486,0.00255269321092339,0.0098526266210687,0.124725000000003,"Non-significant",2.0064479750893,"CLPB","Mitochondrial disaggregase","CLPB_HUMAN",-0.124725000000003
1.353695,6.2357175,4.37602256462455,0.00299508860199264,0.0116478825233091,-3.32931896737632,"AFF4_HUMAN",2,-4.35972932851919,0.0025633743629514,0.00988919671881205,-1.353695,"Up in BD",2.00483898390895,"AFF4","AF4/FMR2 family member 4","AFF4_HUMAN",1.353695
0.7935575,7.28768375,4.38663138191703,0.00295573533431511,0.0115331357785413,-3.31484252876894,"EGFL7_HUMAN",5,-4.35868282762751,0.00256691457824508,0.00989819647810592,-0.7935575,"Up in BD",2.00444392974184,"EGFL7","Epidermal growth factor-like protein 7","EGFL7_HUMAN",0.7935575
-0.0952000000000019,14.228225,-4.17124551483896,0.00387895864540114,0.0143070237540117,-3.61184783819808,"QORX_HUMAN",20,4.35743315402812,0.00257114906082554,0.00990986365803843,0.0952000000000019,"Non-significant",2.00393232058727,"TP53I3","Quinone oxidoreductase PIG3","QORX_HUMAN",-0.0952000000000019
0.171025,12.3975625,5.43458724794961,0.000866981388079244,0.00451483323551073,-1.96345025103325,"GLYL1_HUMAN",10,-4.35218610576032,0.00258901144771822,0.00997402060544828,-0.171025,"Non-significant",2.00112973890257,"GLYATL1","Glycine N-acyltransferase-like protein 1","GLYL1_HUMAN",0.171025
-0.704635,8.470335,-4.25460090519655,0.00348876878171069,0.013206925672917,-3.49613561057993,"TMCO3_HUMAN",9,4.34561494066622,0.00261157165030289,0.0100531869191097,0.704635,"Up in BDM",1.99769624252383,"TMCO3","Transmembrane and coiled-coil domain-containing protein 3","TMCO3_HUMAN",-0.704635
0.107425000000003,14.1315125,3.85269178490783,0.0058727179321558,0.020001886833325,-4.06277914573224,"AP1B1_HUMAN",28,-4.34525083048271,0.00261282793952187,0.0100531869191097,-0.107425000000003,"Non-significant",1.99769624252383,"AP1B1","AP-1 complex subunit beta-1","AP1B1_HUMAN",0.107425000000003
0.176057500000001,8.82836375,4.97343300592397,0.00145915380947105,0.00669398037495449,-2.5390338577982,"DOHH_HUMAN",11,-4.34458944131011,0.00261511160792471,0.0100531869191097,-0.176057500000001,"Non-significant",1.99769624252383,"DOHH","Deoxyhypusine hydroxylase","DOHH_HUMAN",0.176057500000001
-0.216662499999998,9.93766125,-4.43905164678955,0.00276942281422518,0.0109415557739846,-3.24354528365207,"D19L1_HUMAN",13,4.3442491860708,0.00261628729705913,0.0100531869191097,0.216662499999998,"Non-significant",1.99769624252383,"DPY19L1","Protein C-mannosyl-transferase DPY19L1","D19L1_HUMAN",-0.216662499999998
0.237699999999997,11.281025,5.86377522566599,0.000547733698657094,0.0032096646616089,-1.45378225050422,"UBE2H_HUMAN",7,-4.34412524971886,0.00261671567870942,0.0100531869191097,-0.237699999999997,"Non-significant",1.99769624252383,"UBE2H","Ubiquitin-conjugating enzyme E2 H","UBE2H_HUMAN",0.237699999999997
-0.197564999999999,9.4805475,-5.0101224019891,0.0013984506922634,0.00648811475674894,-2.4921522154135,"CC134_HUMAN",10,4.34386784091055,0.00261760564641313,0.0100531869191097,0.197564999999999,"Non-significant",1.99769624252383,"CCDC134","Coiled-coil domain-containing protein 134","CC134_HUMAN",-0.197564999999999
-0.0795500000000011,13.930975,-3.66456442265681,0.00755607088806996,0.0243015571362878,-4.33528278105293,"NDUS2_HUMAN",27,4.34371183974481,0.00261814516617457,0.0100531869191097,0.0795500000000011,"Non-significant",1.99769624252383,"NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","NDUS2_HUMAN",-0.0795500000000011
-0.125975,14.7583875,-4.29116786925341,0.00333131883684223,0.0127162321313474,-3.44567978295157,"NDUBA_HUMAN",18,4.3422541959576,0.0026231921657219,0.0100678508307997,0.125975,"Non-significant",1.99706322775225,"NDUFB10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10","NDUBA_HUMAN",-0.125975
0.0749000000000013,14.17715,3.23483287029064,0.0136961263050776,0.0389864039753562,-4.97287025729932,"SYRC_HUMAN",50,-4.34131966699425,0.00262643346577062,0.010075573959938,-0.0749000000000013,"Non-significant",1.99673020468721,"RARS1","Arginine--tRNA ligase, cytoplasmic","SYRC_HUMAN",0.0749000000000013
0.23976,9.77289,4.19301317217202,0.00377266085881775,0.0140010292985912,-3.58153734999816,"NJMU_HUMAN",19,-4.33995438286413,0.00263117660136953,0.0100890485397696,-0.23976,"Non-significant",1.99614978851151,"C17orf75","Protein Njmu-R1","NJMU_HUMAN",0.23976
0.225775000000002,12.3741125,4.60315862659687,0.00226468845474052,0.0094147646815227,-3.02286500029386,"SAP18_HUMAN",11,-4.33503174900759,0.00264835564205199,0.0101501727693045,-0.225775000000002,"Non-significant",1.99352656542397,"SAP18","Histone deacetylase complex subunit SAP18","SAP18_HUMAN",0.225775000000002
-0.554582499999999,7.48798625,-4.28377886603859,0.00336249673376827,0.0127861784142963,-3.45586018471312,"CA043_HUMAN",9,4.33262946170237,0.00265678330632305,0.0101777147407646,0.554582499999999,"Up in BDM",1.99234972562306,"C1orf43","Protein C1orf43","CA043_HUMAN",-0.554582499999999
0.4871,10.646275,5.53493803666835,0.00077706288817234,0.00416635811460879,-1.84207862220621,"MRP_HUMAN",3,-4.33148200882911,0.00266081904424776,0.0101823576962211,-0.4871,"Non-significant",1.99215165069227,"MARCKSL1","MARCKS-related protein","MRP_HUMAN",0.4871
0.142135,8.7329925,4.02337764866046,0.0046935935058621,0.0167660477390229,-3.81946888753695,"ANS1A_HUMAN",25,-4.33131590574465,0.00266140380074656,0.0101823576962211,-0.142135,"Non-significant",1.99215165069227,"ANKS1A","Ankyrin repeat and SAM domain-containing protein 1A","ANS1A_HUMAN",0.142135
0.161725000000001,11.6145875,3.91135482580972,0.00543467292945784,0.0188307052729059,-3.97872340494206,"MRP6_HUMAN",47,-4.33122568911479,0.0026617214616982,0.0101823576962211,-0.161725000000001,"Non-significant",1.99215165069227,"ABCC6","ATP-binding cassette sub-family C member 6","MRP6_HUMAN",0.161725000000001
0.554877499999998,9.83778625,5.67567114206909,0.000667918054108966,0.0037376056024473,-1.67414768040393,"CCGL_HUMAN",2,-4.33033388854232,0.00266486378622233,0.0101896237497438,-0.554877499999998,"Up in BD",1.99184185195303,"TMEM37","Voltage-dependent calcium channel gamma-like subunit","CCGL_HUMAN",0.554877499999998
0.205924999999999,11.1669875,4.21104088651006,0.00368703314088072,0.0137767993112763,-3.55648428032292,"PLPP_HUMAN",18,-4.3296947427971,0.00266711833838871,0.0101934900410772,-0.205924999999999,"Non-significant",1.99167709704572,"PDXP","Chronophin","PLPP_HUMAN",0.205924999999999
-0.14235,10.2871,-4.09182277923638,0.00429542843542152,0.0156228581692926,-3.72299415336371,"RIOK3_HUMAN",22,4.32806770873917,0.00267286695611385,0.0102107005154806,0.14235,"Non-significant",1.9909444616769,"RIOK3","Serine/threonine-protein kinase RIO3","RIOK3_HUMAN",-0.14235
-0.40292,8.645765,-5.02833862623085,0.00136935261115523,0.00640750725242612,-2.46894611913148,"SERC5_HUMAN",5,4.31519561988257,0.00271882305064133,0.0103814212245727,0.40292,"Non-significant",1.98374318716792,"SERINC5","Serine incorporator 5","SERC5_HUMAN",-0.40292
-0.145949999999996,10.1147,-4.36962837912,0.00301908479429375,0.0117134203235306,-3.33805193811842,"SRA1_HUMAN",16,4.31369103665558,0.00272425042154547,0.0103973021209636,0.145949999999996,"Non-significant",1.98307933627598,"SRA1","Steroid receptor RNA activator 1","SRA1_HUMAN",-0.145949999999996
0.478747500000003,7.86931375,4.2994230719986,0.0032968595969066,0.0126120648508821,-3.43431500554351,"ANKY2_HUMAN",9,-4.31068596576457,0.00273512558963657,0.0104339504810799,-0.478747500000003,"Non-significant",1.98155122874502,"ANKMY2","Ankyrin repeat and MYND domain-containing protein 2","ANKY2_HUMAN",0.478747500000003
-0.111875000000001,10.8293375,-3.81196974927506,0.0061992560851368,0.0209141981012146,-4.12138900890519,"CDHR2_HUMAN",30,4.3087070648891,0.00274231281402563,0.0104565025345963,0.111875000000001,"Non-significant",1.9806135529373,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",-0.111875000000001
0.122124999999999,12.3728125,4.35112086554692,0.00308973510518303,0.011947947354854,-3.36336141871048,"SF01_HUMAN",17,-4.30831361609119,0.00274374423068477,0.0104570967936558,-0.122124999999999,"Non-significant",1.98058887201783,"SF1","Splicing factor 1","SF01_HUMAN",0.122124999999999
0.243550000000003,10.2247,6.74621084525455,0.000228430335511073,0.00169166385774144,-0.479219963922905,"UB2E2_HUMAN",6,-4.30700057778196,0.00274852709712269,0.0104704577798382,-0.243550000000003,"Non-significant",1.98003433007746,"UBE2E2","Ubiquitin-conjugating enzyme E2 E2","UB2E2_HUMAN",0.243550000000003
-0.229640000000002,9.0392925,-4.5446316767348,0.00243205947943947,0.00992435222122687,-3.10112854292267,"MTX3_HUMAN",11,4.30189848333123,0.00276719795188269,0.0105366877889152,0.229640000000002,"Non-significant",1.97729588827583,"MTX3","Metaxin-3","MTX3_HUMAN",-0.229640000000002
0.0894499999999976,14.990525,3.95661024870785,0.00512099617822878,0.0179717151836984,-3.91418650893602,"HNRH1_HUMAN",22,-4.30133200802594,0.00276927940602266,0.0105393720625045,-0.0894499999999976,"Non-significant",1.97718526368829,"HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","HNRH1_HUMAN",0.0894499999999976
0.0939250000000005,13.6857375,3.91727457426305,0.00539248004275868,0.0187240793691384,-3.97026617139256,"EIF3I_HUMAN",23,-4.30100707212537,0.00277047411499113,0.0105393720625045,-0.0939250000000005,"Non-significant",1.97718526368829,"EIF3I","Eukaryotic translation initiation factor 3 subunit I","EIF3I_HUMAN",0.0939250000000005
-0.073249999999998,17.185175,-3.52507804576997,0.00913907027757415,0.0281899091053507,-4.54007954861942,"ADT2_HUMAN",28,4.30002365990806,0.00277409328469584,0.0105457908261937,0.073249999999998,"Non-significant",1.97692084706968,"SLC25A5","ADP/ATP translocase 2","ADT2_HUMAN",-0.073249999999998
0.0894249999999985,11.0889125,3.3484305918028,0.0116744549774411,0.0344146644750314,-4.80249835213526,"GBF1_HUMAN",70,-4.29984965864166,0.00277473418054401,0.0105457908261937,-0.0894249999999985,"Non-significant",1.97692084706968,"GBF1","Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1","GBF1_HUMAN",0.0894249999999985
-0.29579,9.5764675,-4.21194922869235,0.00368277525948993,0.0137671644219327,-3.55522315356674,"ARAF_HUMAN",15,4.29945892978294,0.00277617393042298,0.0105463734391138,0.29579,"Non-significant",1.97689685469287,"ARAF","Serine/threonine-protein kinase A-Raf","ARAF_HUMAN",-0.29579
0.170925000000002,10.6189875,4.2926726051502,0.00332500844574517,0.0127078877567454,-3.44360752987667,"KAIN_HUMAN",16,-4.29863594111591,0.0027792091128861,0.0105530135745439,-0.170925000000002,"Non-significant",1.97662350321875,"SERPINA4","Kallistatin","KAIN_HUMAN",0.170925000000002
-0.1122,15.576325,-4.70146730157182,0.00201133570871206,0.0085745866562774,-2.89250336541722,"MTCH2_HUMAN",15,4.29632988041281,0.00278773304543537,0.0105804794011477,0.1122,"Non-significant",1.97549465398739,"MTCH2","Mitochondrial carrier homolog 2","MTCH2_HUMAN",-0.1122
0.20955,12.779875,4.40092087098609,0.00290362151375455,0.0113676643599617,-3.29536871315143,"MGN_HUMAN",13,-4.29489851689411,0.00279303807224912,0.0105957085221186,-0.20955,"Non-significant",1.97486999723934,"MAGOH","Protein mago nashi homolog","MGN_HUMAN",0.20955
-2.057465,6.10343,-4.15455769024856,0.00396266443933287,0.0145676785083636,-3.63512924094415,"INAR1_HUMAN",6,4.29249205134587,0.00280198177885958,0.010623095097783,2.057465,"Up in BDM",1.97374893070734,"IFNAR1","Interferon alpha/beta receptor 1","INAR1_HUMAN",-2.057465
0.1174,10.4498,3.77763443837431,0.00648988879287523,0.0216452841025188,-4.17097048241951,"STRN_HUMAN",34,-4.29225919886388,0.00280284882855631,0.010623095097783,-0.1174,"Non-significant",1.97374893070734,"STRN","Striatin","STRN_HUMAN",0.1174
-0.119475000000001,10.6538375,-3.6910959301946,0.00728991365082969,0.0236198720285873,-4.29658719162695,"INSR_HUMAN",49,4.29188569001626,0.00280424023391578,0.0106234572262669,0.119475000000001,"Non-significant",1.97373412638522,"INSR","Insulin receptor","INSR_HUMAN",-0.119475000000001
-0.0969999999999942,11.915825,-3.74880799068145,0.00674529484797786,0.0223484814738854,-4.21271126397667,"TXLNA_HUMAN",28,4.29127594427282,0.00280651328457511,0.010627157462793,0.0969999999999942,"Non-significant",1.97358288442401,"TXLNA","Alpha-taxilin","TXLNA_HUMAN",-0.0969999999999942
-0.164074999999997,11.9565625,-4.19440722717616,0.00376596250285398,0.0139825002710131,-3.57959842666698,"3BHS7_HUMAN",18,4.29059457989025,0.00280905568313902,0.0106318737259343,0.164074999999997,"Non-significant",1.97339019012172,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN",-0.164074999999997
0.197935000000001,10.0886325,4.23781799176148,0.00356374182037801,0.0134509923772831,-3.51935558558633,"T2FB_HUMAN",16,-4.28413776584039,0.00283327252119412,0.0107185824313564,-0.197935000000001,"Non-significant",1.96986264775409,"GTF2F2","General transcription factor IIF subunit 2","T2FB_HUMAN",0.197935000000001
0.117825000000003,14.9392125,4.17028857816852,0.00388370609051418,0.014309493271926,-3.61318183378684,"RCN1_HUMAN",19,-4.28269639771907,0.0028387093347692,0.0107341970140396,-0.117825000000003,"Non-significant",1.96923043799206,"RCN1","Reticulocalbin-1","RCN1_HUMAN",0.117825000000003
0.335752500000003,9.39213625,4.15970389254116,0.00393664283150558,0.0144850080487804,-3.62794560812467,"AGRG6_HUMAN",16,-4.27825445203971,0.00285553551067483,0.0107928446825783,-0.335752500000003,"Non-significant",1.96686407272948,"ADGRG6","Adhesion G-protein coupled receptor G6","AGRG6_HUMAN",0.335752500000003
-0.0841500000000011,12.023225,-3.42567786478618,0.0104834552079514,0.0314580401884282,-4.6873456014343,"SEC63_HUMAN",40,4.27736649065591,0.00285891207188195,0.0108006272651098,0.0841500000000011,"Non-significant",1.96655102137739,"SEC63","Translocation protein SEC63 homolog","SEC63_HUMAN",-0.0841500000000011
0.0709750000000025,14.2078375,2.90797829878154,0.0218835077256141,0.0562209327278547,-5.46856883783802,"DESP_HUMAN",216,-4.27666746202335,0.00286157324155939,0.0108007718469713,-0.0709750000000025,"Non-significant",1.96654520776279,"DSP","Desmoplakin","DESP_HUMAN",0.0709750000000025
0.154549999999999,12.695425,4.63862664076598,0.00216944658700489,0.00911123110669368,-2.97567395141378,"SNRPA_HUMAN",13,-4.2766642909542,0.00286158531978796,0.0108007718469713,-0.154549999999999,"Non-significant",1.96654520776279,"SNRPA","U1 small nuclear ribonucleoprotein A","SNRPA_HUMAN",0.154549999999999
-1.8118625,6.79173625,-4.2096852369947,0.00369339779536876,0.0137817365163555,-3.55836665415941,"ID1_HUMAN",2,4.27565102539306,0.00286544755968726,0.0108103723397682,1.8118625,"Up in BDM",1.96615934746002,"ID1","DNA-binding protein inhibitor ID-1","ID1_HUMAN",-1.8118625
0.121424999999995,13.1671375,5.0696241758061,0.00130584982231567,0.00617078347753885,-2.4165244187402,"VTA1_HUMAN",13,-4.27224174772512,0.00287848415753507,0.0108545598544032,-0.121424999999995,"Non-significant",1.96438778222149,"VTA1","Vacuolar protein sorting-associated protein VTA1 homolog","VTA1_HUMAN",0.121424999999995
0.222552500000003,9.51912375,4.0332788562319,0.00463358764110205,0.0165950858373764,-3.80547371573848,"NOL11_HUMAN",28,-4.26982843164879,0.00288775118445312,0.0108844984874238,-0.222552500000003,"Non-significant",1.96319157665156,"NOL11","Nucleolar protein 11","NOL11_HUMAN",0.222552500000003
-0.10005,11.52125,-3.44090642567831,0.0102644094666578,0.0309366282381106,-4.66471572182282,"BIG2_HUMAN",76,4.26774063243512,0.00289579432562948,0.0109073293787468,0.10005,"Non-significant",1.96228157187296,"ARFGEF2","Brefeldin A-inhibited guanine nucleotide-exchange protein 2","BIG2_HUMAN",-0.10005
-0.1982725,7.86617125,-4.0364667284668,0.00461444583357784,0.0165482182605735,-3.80097053132429,"GEMI4_HUMAN",25,4.26756568848308,0.00289646938979406,0.0109073293787468,0.1982725,"Non-significant",1.96228157187296,"GEMIN4","Gem-associated protein 4","GEMI4_HUMAN",-0.1982725
0.200049999999999,14.825575,4.21697826694025,0.00365929848985499,0.0137232063219722,-3.54824299791794,"PSB2_HUMAN",16,-4.26639989979386,0.00290097222802918,0.0109192701218472,-0.200049999999999,"Non-significant",1.96180639026205,"PSMB2","Proteasome subunit beta type-2","PSB2_HUMAN",0.200049999999999
-0.2269325,9.25953625,-4.12103035237014,0.00413685860477161,0.0151199138840471,-3.68201961671357,"EDC3_HUMAN",19,4.26459663402632,0.00290795225731713,0.0109405197822331,0.2269325,"Non-significant",1.9609620442555,"EDC3","Enhancer of mRNA-decapping protein 3","EDC3_HUMAN",-0.2269325
0.0911250000000017,12.7003875,3.63795854027549,0.00783354074569305,0.0249202045142381,-4.37417142060025,"DD19A_HUMAN",30,-4.26284854338782,0.0029147360897946,0.0109597769949202,-0.0911250000000017,"Non-significant",1.96019828260903,"DDX19A","ATP-dependent RNA helicase DDX19A","DD19A_HUMAN",0.0911250000000017
0.575600000000001,6.547865,4.62901161249588,0.00219482287643315,0.00919018461476654,-2.98844925855883,"ACV1B_HUMAN",4,-4.26245680878854,0.00291625864868426,0.0109597769949202,-0.575600000000001,"Up in BD",1.96019828260903,"ACVR1B","Activin receptor type-1B","ACV1B_HUMAN",0.575600000000001
-0.1031,14.496575,-3.96690821226277,0.00505240158399478,0.0178072176206317,-3.89953881731349,"ERLN2_HUMAN",22,4.2622452151015,0.00291708141045571,0.0109597769949202,0.1031,"Non-significant",1.96019828260903,"ERLIN2","Erlin-2","ERLN2_HUMAN",-0.1031
-0.103449999999999,14.09715,-3.53344194026195,0.00903471689770512,0.027923547320299,-4.52773695117414,"CTND1_HUMAN",53,4.2595254002391,0.00292767957246315,0.0109945566353884,0.103449999999999,"Non-significant",1.95882227923512,"CTNND1","Catenin delta-1","CTND1_HUMAN",-0.103449999999999
0.212750000000003,12.2819,4.7372285452913,0.00192705177473169,0.00829678856257158,-2.84542417428581,"U2AF1_HUMAN",10,-4.25708439667883,0.00293722683151174,0.0110253596908119,-0.212750000000003,"Non-significant",1.95760723322641,"U2AF1","Splicing factor U2AF 35 kDa subunit","U2AF1_HUMAN",0.212750000000003
