"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_B1"
-0.292899999999996,16.522975,-4.41473575246469,0.00263388770560745,0.0525367674223112,-1.66058871122729,"COX5B_HUMAN",9,3.96466423031385,0.00425584893866165,0.0616375935588152,0.292899999999996,"Non-significant",1.21015432525097,"COX5B","Cytochrome c oxidase subunit 5B, mitochondrial","COX5B_HUMAN",-0.292899999999996
-0.16775,14.504275,-4.01132744172612,0.00445405180894394,0.0709787579184407,-2.21709457972693,"HNMT_HUMAN",15,3.96344653422227,0.00426305386043525,0.0616375935588152,0.16775,"Non-significant",1.21015432525097,"HNMT","Histamine N-methyltransferase","HNMT_HUMAN",-0.16775
-0.154624999999996,16.4943375,-3.54195886949967,0.00845998780581759,0.0989717987962806,-2.89286994430349,"QOR_HUMAN",25,3.95801460376312,0.00429535392454149,0.0619952666785055,0.154624999999996,"Non-significant",1.20764146749979,"CRYZ","Quinone oxidoreductase","QOR_HUMAN",-0.154624999999996
-0.484972500000001,6.94492875,-3.89340738615383,0.00521717638044055,0.0758340637710136,-2.38414238898491,"AFAM_HUMAN",13,3.9527278638208,0.00432704348760433,0.0622445412765241,0.484972500000001,"Non-significant",1.20589872933156,"AFM","Afamin","AFAM_HUMAN",-0.484972500000001
-0.372109999999999,9.8671825,-3.89852807658817,0.00518124949106919,0.0757205480421988,-2.37684871446203,"CO8A_HUMAN",14,3.95260045998584,0.00432781026196862,0.0622445412765241,0.372109999999999,"Non-significant",1.20589872933156,"C8A","Complement component C8 alpha chain","CO8A_HUMAN",-0.372109999999999
-0.660237499999998,7.67077625,-4.18992570024291,0.0035192037570963,0.0618779646760657,-1.96780724872148,"DHB14_HUMAN",5,3.94887067200467,0.0043503226981406,0.0623564591294594,0.660237499999998,"Non-significant",1.2051185539097,"HSD17B14","17-beta-hydroxysteroid dehydrogenase 14","DHB14_HUMAN",-0.660237499999998
-0.600292500000001,7.56303125,-3.84896133641947,0.00554056372584054,0.0776436605545996,-2.44759796906871,"SYTC2_HUMAN",16,3.94879108909401,0.00435080441840093,0.0623564591294594,0.600292500000001,"Non-significant",1.2051185539097,"TARS3","Threonine--tRNA ligase 2, cytoplasmic","SYTC2_HUMAN",-0.600292500000001
-0.477657500000003,10.17462125,-3.9070369360968,0.00512214125903994,0.0757205480421988,-2.36473696258503,"FA7_HUMAN",12,3.94386208382935,0.0043807520562376,0.062676100099539,0.477657500000003,"Non-significant",1.2028980345063,"F7","Coagulation factor VII","FA7_HUMAN",-0.477657500000003
0.418322499999999,8.46304625,3.79707909415452,0.00594568289974417,0.0794227461302749,-2.52200377112553,"ITA3_HUMAN",23,-3.9399519495524,0.00440466687009227,0.0629084651585653,-0.418322499999999,"Non-significant",1.20129091060735,"ITGA3","Integrin alpha-3","ITA3_HUMAN",0.418322499999999
0.187395000000002,9.21077,3.76992656858105,0.00617034499462393,0.0813255438358954,-2.56108515932575,"LMCD1_HUMAN",18,-3.92505192245317,0.00449709143572615,0.064115097360456,-0.187395000000002,"Non-significant",1.19303969390841,"LMCD1","LIM and cysteine-rich domains protein 1","LMCD1_HUMAN",0.187395000000002
0.226834999999999,8.781995,3.72346487636686,0.006576277198574,0.0845020697083224,-2.62818018608666,"T11L1_HUMAN",21,-3.92382515660609,0.00450479337394763,0.064115097360456,-0.226834999999999,"Non-significant",1.19303969390841,"TCP11L1","T-complex protein 11-like protein 1","T11L1_HUMAN",0.226834999999999
0.217849999999999,11.94325,3.75120787999952,0.00633054545512072,0.0825480542889955,-2.58808328439729,"GCP60_HUMAN",19,-3.91954407783251,0.00453178227919383,0.0643874369581127,-0.217849999999999,"Non-significant",1.19119886232988,"ACBD3","Golgi resident protein GCP60","GCP60_HUMAN",0.217849999999999
-0.365875000000001,13.7562375,-3.74227122653518,0.0064086036798759,0.0828670866997203,-2.60098863844641,"CP8B1_HUMAN",27,3.91407195680563,0.00456653303089293,0.0647689235073707,0.365875000000001,"Non-significant",1.18863332108249,"CYP8B1","7-alpha-hydroxycholest-4-en-3-one 12-alpha-hydroxylase","CP8B1_HUMAN",-0.365875000000001
0.277800000000001,10.37035,3.63653450520469,0.00741508743095362,0.0915495282514424,-2.75444941151009,"COG4_HUMAN",41,-3.91267896727442,0.00457542486647258,0.0647771823697802,-0.277800000000001,"Non-significant",1.18857794653686,"COG4","Conserved oligomeric Golgi complex subunit 4","COG4_HUMAN",0.277800000000001
-0.265830000000001,8.7394775,-4.13433212589039,0.00378503632408324,0.0647802250205311,-2.04491635180398,"PPR3B_HUMAN",11,3.91150727736461,0.00458291848920133,0.0647771823697802,0.265830000000001,"Non-significant",1.18857794653686,"PPP1R3B","Protein phosphatase 1 regulatory subunit 3B","PPR3B_HUMAN",-0.265830000000001
0.149575000000002,11.8887625,3.25074934406785,0.0127942744399974,0.125313574503105,-3.32526912476911,"HS74L_HUMAN",49,-3.90839582834803,0.00460288204269839,0.064947378633462,-0.149575000000002,"Non-significant",1.18743837296658,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN",0.149575000000002
-0.313475000000002,12.8336625,-3.80000695269334,0.00592198963473552,0.0794227461302749,-2.51779538159437,"THEM6_HUMAN",17,3.90572701596952,0.00462008000470735,0.0650780341556544,0.313475000000002,"Non-significant",1.18656557448512,"THEM6","Protein THEM6","THEM6_HUMAN",-0.313475000000002
-0.401152500000002,9.40580375,-4.05249438001143,0.00421686327739143,0.0685909625953471,-2.15923185734677,"LIME1_HUMAN",9,3.90131652887554,0.00464865287730793,0.0653681926040659,0.401152500000002,"Non-significant",1.18463352288068,"LIME1","Lck-interacting transmembrane adapter 1","LIME1_HUMAN",-0.401152500000002
-0.394450000000001,8.95924,-4.05980606052195,0.0041761869436075,0.0681999612822596,-2.14897979275973,"A2GL_HUMAN",9,3.89935183824304,0.00466144197049722,0.065379649432913,0.394450000000001,"Non-significant",1.18455741244576,"LRG1","Leucine-rich alpha-2-glycoprotein","A2GL_HUMAN",-0.394450000000001
0.2863975,8.44853875,3.63668949701241,0.00741349332894246,0.0915495282514424,-2.75422344739733,"WAPL_HUMAN",40,-3.8987422452442,0.00466541777485413,0.065379649432913,-0.2863975,"Non-significant",1.18455741244576,"WAPL","Wings apart-like protein homolog","WAPL_HUMAN",0.2863975
-0.1609,15.10755,-3.40467403708002,0.010266979768976,0.110168455688567,-3.09562069209879,"PNCB_HUMAN",33,3.89547445145552,0.00468679271482352,0.065567110368811,0.1609,"Non-significant",1.18331395585664,"NAPRT","Nicotinate phosphoribosyltransferase","PNCB_HUMAN",-0.1609
0.183675000000001,11.0146375,3.64609550892757,0.00731743757934514,0.090753938389518,-2.74051582941299,"CASP4_HUMAN",21,-3.88979700191933,0.00472417993011325,0.0659775588876804,-0.183675000000001,"Non-significant",1.18060375701169,"CASP4","Caspase-4","CASP4_HUMAN",0.183675000000001
0.329902500000001,9.25926875,4.34594033910821,0.00287581788684322,0.0553426174561989,-1.75381309084173,"NQO1_HUMAN",8,-3.88171020676589,0.00477798717511041,0.0664797270906733,-0.329902500000001,"Non-significant",1.17731077206477,"NQO1","NAD(P)H dehydrogenase [quinone] 1","NQO1_HUMAN",0.329902500000001
-0.237574999999998,11.5573625,-3.74671003508162,0.00636970358416213,0.0825933997013205,-2.5945773046629,"PLPP_HUMAN",18,3.88047629079186,0.00478625499699348,0.0664797270906733,0.237574999999998,"Non-significant",1.17731077206477,"PDXP","Chronophin","PLPP_HUMAN",-0.237574999999998
-0.21945,14.882775,-3.548875255178,0.0083784593778494,0.0985672275952806,-2.88271136719799,"EZRI_HUMAN",34,3.87846565546425,0.00479976012853717,0.0664797270906733,0.21945,"Non-significant",1.17731077206477,"EZR","Ezrin","EZRI_HUMAN",-0.21945
0.230400000000003,10.78415,4.73570793429314,0.00176421522325486,0.0442294691138939,-1.2349663471635,"SCAM2_HUMAN",9,-3.87821033363519,0.00480147801149704,0.0664797270906733,-0.230400000000003,"Non-significant",1.17731077206477,"SCAMP2","Secretory carrier-associated membrane protein 2","SCAM2_HUMAN",0.230400000000003
-0.304275000000001,10.7192375,-3.81727240272383,0.00578432667803161,0.078939184825331,-2.49300163148886,"SO1B1_HUMAN",15,3.87820468357789,0.00480151603426573,0.0664797270906733,0.304275000000001,"Non-significant",1.17731077206477,"SLCO1B1","Solute carrier organic anion transporter family member 1B1","SO1B1_HUMAN",-0.304275000000001
0.370005000000001,10.1067225,3.80253314021136,0.00590162867063416,0.0794227461302749,-2.51416524295785,"RDH5_HUMAN",15,-3.87712435786232,0.00480879216452419,0.0664797270906733,-0.370005000000001,"Non-significant",1.17731077206477,"RDH5","Retinol dehydrogenase 5","RDH5_HUMAN",0.370005000000001
-0.210640000000001,9.37605,-3.85831339465827,0.00547076149366284,0.0770606576031752,-2.43422398888843,"MFAP1_HUMAN",15,3.87252865921327,0.00483987731007322,0.06679682523229,0.210640000000001,"Non-significant",1.17524417849546,"MFAP1","Microfibrillar-associated protein 1","MFAP1_HUMAN",-0.210640000000001
-0.154024999999997,14.0275875,-3.68483386878088,0.00693570463451884,0.0872984406761036,-2.68417646860229,"PRPS1_HUMAN",18,3.85837627252198,0.00493696587530699,0.0680222625979272,0.154024999999997,"Non-significant",1.16734892639548,"PRPS1","Ribose-phosphate pyrophosphokinase 1","PRPS1_HUMAN",-0.154024999999997
0.176247499999999,8.85870125,3.48255686476696,0.00919621229284012,0.103481260487543,-2.9803429390522,"STK10_HUMAN",28,-3.85682025435178,0.00494776736285314,0.0680567061085068,-0.176247499999999,"Non-significant",1.16712907424575,"STK10","Serine/threonine-protein kinase 10","STK10_HUMAN",0.176247499999999
-0.738494999999999,7.3375025,-3.87954308177013,0.00531580719446667,0.0760540791976226,-2.40390788377572,"HHEX_HUMAN",7,3.85327378188719,0.00497248095787326,0.0682820751970602,0.738494999999999,"Non-significant",1.1656932884809,"HHEX","Hematopoietically-expressed homeobox protein HHEX","HHEX_HUMAN",-0.738494999999999
0.181700000000003,11.100875,3.4803674773505,0.00922462510635646,0.103481260487543,-2.98357453015737,"TCAF1_HUMAN",29,-3.84976032309856,0.00499709513842699,0.0683950290011538,-0.181700000000003,"Non-significant",1.16497546196148,"TCAF1","TRPM8 channel-associated factor 1","TCAF1_HUMAN",0.181700000000003
0.187800000000001,11.336275,3.56034835349821,0.00824506875720227,0.0985321773637671,-2.8658722915326,"LYN_HUMAN",24,-3.84865269177638,0.00500488192751499,0.0683950290011538,-0.187800000000001,"Non-significant",1.16497546196148,"LYN","Tyrosine-protein kinase Lyn","LYN_HUMAN",0.187800000000001
0.353115000000003,8.961565,3.66994787086498,0.00707979828890349,0.0886109715609631,-2.70580398672323,"S14L1_HUMAN",29,-3.84853142648432,0.00500573522818886,0.0683950290011538,-0.353115000000003,"Non-significant",1.16497546196148,"SEC14L1","SEC14-like protein 1","S14L1_HUMAN",0.353115000000003
0.57192,7.3956975,3.82844687258543,0.00569707224161399,0.0783634198603213,-2.47697571210444,"VWA1_HUMAN",10,-3.84717402068104,0.00501529746765854,0.0683967563239492,-0.57192,"Non-significant",1.16496449395259,"VWA1","von Willebrand factor A domain-containing protein 1","VWA1_HUMAN",0.57192
-0.389190000000003,7.97204,-4.27625936668895,0.00314578168545198,0.0578833977450358,-1.84894932607956,"NUD14_HUMAN",7,3.84614664284005,0.00502254785399091,0.0683967563239492,0.389190000000003,"Non-significant",1.16496449395259,"NUDT14","Uridine diphosphate glucose pyrophosphatase NUDT14","NUD14_HUMAN",-0.389190000000003
0.152825,10.3967375,3.1154796169931,0.015562835240293,0.138980526470503,-3.52883251698951,"GOGA4_HUMAN",128,-3.83437776049955,0.00510640971067352,0.0694234607099528,-0.152825,"Non-significant",1.15849374085512,"GOLGA4","Golgin subfamily A member 4","GOGA4_HUMAN",0.152825
0.405442499999999,7.83808375,4.79534440639134,0.00164034321585523,0.0424212419040416,-1.15758671450133,"TPC6A_HUMAN",5,-3.83167665755291,0.00512586814674435,0.0695726275943877,-0.405442499999999,"Non-significant",1.15756159405224,"TRAPPC6A","Trafficking protein particle complex subunit 6A","TPC6A_HUMAN",0.405442499999999
0.240609999999997,10.196795,3.53373349978195,0.0085580542155823,0.0993752527752744,-2.90495831547987,"VPS16_HUMAN",36,-3.82864554817348,0.00514779863185844,0.0696921587677566,-0.240609999999997,"Non-significant",1.15681608266903,"VPS16","Vacuolar protein sorting-associated protein 16 homolog","VPS16_HUMAN",0.240609999999997
-0.405437500000003,8.57560375,-3.65504994626249,0.00722723502686974,0.0897710193186032,-2.72747639163537,"HXK2_HUMAN",36,3.82811094004189,0.0051516770204026,0.0696921587677566,0.405437500000003,"Non-significant",1.15681608266903,"HK2","Hexokinase-2","HXK2_HUMAN",-0.405437500000003
-0.303149999999999,11.363575,-3.8827672680949,0.00529269179363327,0.0760540791976226,-2.39930903866015,"ABCG8_HUMAN",12,3.82527668059025,0.00517229095017597,0.069855751580795,0.303149999999999,"Non-significant",1.15579783039494,"ABCG8","ATP-binding cassette sub-family G member 8","ABCG8_HUMAN",-0.303149999999999
-0.218425000000003,17.3272625,-3.56859224832265,0.00815062842178164,0.0976883798271431,-2.85378221995312,"ADH4_HUMAN",25,3.81934114835979,0.00521574792540154,0.0703268116652003,0.218425000000003,"Non-significant",1.15287907130545,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN",-0.218425000000003
0.35022,9.9172375,3.94437091923314,0.00487127891530116,0.0745306736991102,-2.31171149628204,"MPZL1_HUMAN",10,-3.81645071195082,0.00523705181780563,0.0704981129759779,-0.35022,"Non-significant",1.15182250761978,"MPZL1","Myelin protein zero-like protein 1","MPZL1_HUMAN",0.35022
-0.163799999999995,16.519225,-3.49920043222061,0.00898325673138103,0.102359749382513,-2.95579407467061,"AK1C4_HUMAN",23,3.81177899354651,0.00527168206927884,0.0708479501704065,0.163799999999995,"Non-significant",1.14967271059026,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN",-0.163799999999995
0.208525000000002,10.2848875,3.50406590868751,0.00892200395561031,0.10201197828186,-2.94862347595428,"PLCD1_HUMAN",29,-3.80662515599068,0.00531017110288696,0.0710968058558894,-0.208525000000002,"Non-significant",1.14814991024523,"PLCD1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1","PLCD1_HUMAN",0.208525000000002
-0.208275,16.3261375,-3.66776658381225,0.00710118174285397,0.0887431218413366,-2.70897544466684,"PSME1_HUMAN",18,3.80653911971669,0.00531081617489219,0.0710968058558894,0.208275,"Non-significant",1.14814991024523,"PSME1","Proteasome activator complex subunit 1","PSME1_HUMAN",-0.208275
0.190199999999997,11.220325,3.74718369485695,0.00636556764700145,0.0825933997013205,-2.59389330868843,"NCEH1_HUMAN",16,-3.80528010320699,0.0053202654837909,0.0710968058558894,-0.190199999999997,"Non-significant",1.14814991024523,"NCEH1","Neutral cholesterol ester hydrolase 1","NCEH1_HUMAN",0.190199999999997
-0.251274999999998,11.5532625,-3.76212701997705,0.00623655867183682,0.0818036927867492,-2.57232900681588,"S2542_HUMAN",15,3.80466496327232,0.0053248888503923,0.0710968058558894,0.251274999999998,"Non-significant",1.14814991024523,"SLC25A42","Mitochondrial coenzyme A transporter SLC25A42","S2542_HUMAN",-0.251274999999998
0.126005000000001,10.0122725,3.05083410606038,0.0171034120675432,0.146112455440999,-3.62660262071534,"GOGA5_HUMAN",45,-3.80195249589578,0.00534532705701814,0.0712536442494874,-0.126005000000001,"Non-significant",1.14719291887076,"GOLGA5","Golgin subfamily A member 5","GOGA5_HUMAN",0.126005000000001
-0.274875000000002,18.0887875,-3.6273815346411,0.00750988243432455,0.0924414657606497,-2.76779881376565,"TPIS_HUMAN",22,3.79777006246058,0.00537700624592074,0.0713700109648395,0.274875000000002,"Non-significant",1.14648423652079,"TPI1","Triosephosphate isomerase","TPIS_HUMAN",-0.274875000000002
-0.483919999999999,8.70679,-3.65716562010701,0.00720609777682352,0.0896442937396043,-2.72439699293801,"C163A_HUMAN",29,3.79752322815384,0.00537888212987231,0.0713700109648395,0.483919999999999,"Non-significant",1.14648423652079,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN",-0.483919999999999
0.163575,10.3572625,3.25995033795535,0.012625978634009,0.124259031022336,-3.31147865389968,"E41L2_HUMAN",47,-3.79735328852176,0.00538017403955487,0.0713700109648395,-0.163575,"Non-significant",1.14648423652079,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN",0.163575
-0.258575,15.7567625,-3.63484338081524,0.00743250471523259,0.091626576925529,-2.75691510934408,"KHK_HUMAN",20,3.79102457342881,0.00542852351734103,0.0716146298338244,0.258575,"Non-significant",1.14499824854303,"KHK","Ketohexokinase","KHK_HUMAN",-0.258575
-0.315350000000006,18.81435,-3.60277803430462,0.00777120468847432,0.0943393503045913,-2.80373280085711,"ENOA_HUMAN",28,3.79032794179759,0.00543387394531493,0.0716146298338244,0.315350000000006,"Non-significant",1.14499824854303,"ENO1","Alpha-enolase","ENOA_HUMAN",-0.315350000000006
0.564895,7.4100425,3.90490392645406,0.00513688977675035,0.0757205480421988,-2.36777222457137,"ANR40_HUMAN",7,-3.78937026530468,0.00544123853258055,0.0716146298338244,-0.564895,"Non-significant",1.14499824854303,"ANKRD40","Ankyrin repeat domain-containing protein 40","ANR40_HUMAN",0.564895
0.373764999999999,9.40863,3.95930898692753,0.00477465578261689,0.073759813903266,-2.29054854246959,"ARRD1_HUMAN",9,-3.78873658306055,0.00544611746338764,0.0716146298338244,-0.373764999999999,"Non-significant",1.14499824854303,"ARRDC1","Arrestin domain-containing protein 1","ARRD1_HUMAN",0.373764999999999
-0.391305000000001,9.309445,-3.68578633198532,0.00692659295606661,0.0872984406761036,-2.68279359869861,"GBP7_HUMAN",17,3.7874126586921,0.00545632592859772,0.0716146298338244,0.391305000000001,"Non-significant",1.14499824854303,"GBP7","Guanylate-binding protein 7","GBP7_HUMAN",-0.391305000000001
1.0172375,6.07241375,3.72027961195017,0.00660514122568005,0.0847401373523084,-2.63279013581017,"NET4_HUMAN",9,-3.78723420160551,0.00545770353563054,0.0716146298338244,-1.0172375,"Non-significant",1.14499824854303,"NTN4","Netrin-4","NET4_HUMAN",1.0172375
0.353725000000001,10.7323625,4.32629441043807,0.00294928023668397,0.0559680541211463,-1.78056359559265,"TM7S3_HUMAN",7,-3.78696740196752,0.00545976380167605,0.0716146298338244,-0.353725000000001,"Non-significant",1.14499824854303,"TM7SF3","Transmembrane 7 superfamily member 3","TM7S3_HUMAN",0.353725000000001
-0.229750000000003,11.258575,-3.67923089263612,0.00698956679736849,0.0877495690732418,-2.69231365845979,"SCRN2_HUMAN",17,3.78331224971012,0.00548807346960212,0.0718709685364188,0.229750000000003,"Non-significant",1.14344650253176,"SCRN2","Secernin-2","SCRN2_HUMAN",-0.229750000000003
0.398802500000002,9.03068125,4.74077462793606,0.00175330191436892,0.0440907027423202,-1.22837145558618,"YIF1B_HUMAN",5,-3.78047676031111,0.00551014302032506,0.0720127485249696,-0.398802500000002,"Non-significant",1.14259061295845,"YIF1B","Protein YIF1B","YIF1B_HUMAN",0.398802500000002
0.205424999999998,10.7701125,3.76593443442167,0.00620414074737664,0.0815942065421125,-2.5668392442095,"PP4C_HUMAN",15,-3.77966634895206,0.00551646817195424,0.0720127485249696,-0.205424999999998,"Non-significant",1.14259061295845,"PPP4C","Serine/threonine-protein phosphatase 4 catalytic subunit","PP4C_HUMAN",0.205424999999998
2.1777125,6.53169625,3.75996944004595,0.0062550102111717,0.0819146544907118,-2.57544077024438,"CC171_HUMAN",1,-3.77701071926427,0.00553724955454659,0.072169112636205,-2.1777125,"Non-significant",1.14164863458817,"CCDC171","Coiled-coil domain-containing protein 171","CC171_HUMAN",2.1777125
-0.203949999999999,13.18835,-3.91469171073718,0.00506958881634503,0.0753523465642811,-2.35384935771032,"CSRP2_HUMAN",13,3.7736808001114,0.00556342607599105,0.0723277453113518,0.203949999999999,"Non-significant",1.14069507304889,"CSRP2","Cysteine and glycine-rich protein 2","CSRP2_HUMAN",-0.203949999999999
0.552215000000004,8.4771,3.68407390155901,0.00694298405962669,0.0872984406761036,-2.68527993730976,"MMP15_HUMAN",15,-3.77241854800124,0.00557338325968947,0.0723277453113518,-0.552215000000004,"Non-significant",1.14069507304889,"MMP15","Matrix metalloproteinase-15","MMP15_HUMAN",0.552215000000004
0.2394,14.0195,3.48498060475887,0.00916486729369931,0.103481260487543,-2.97676605836966,"CAN2_HUMAN",36,-3.77210132674531,0.00557588863585927,0.0723277453113518,-0.2394,"Non-significant",1.14069507304889,"CAPN2","Calpain-2 catalytic subunit","CAN2_HUMAN",0.2394
0.364835000000001,9.9846325,3.87276666614581,0.00536474625123191,0.076222165975042,-2.41357805188571,"M1IP1_HUMAN",10,-3.77097738871317,0.00558477507675842,0.0723285720051588,-0.364835000000001,"Non-significant",1.14069010916532,"MID1IP1","Mid1-interacting protein 1","M1IP1_HUMAN",0.364835000000001
-0.286825000000002,11.7896375,-3.61549234972835,0.00763496362628933,0.093559688801674,-2.78515411973806,"PHKG2_HUMAN",21,3.76966211379817,0.00559519358843616,0.0723492066845421,0.286825000000002,"Non-significant",1.14056622659629,"PHKG2","Phosphorylase b kinase gamma catalytic chain, liver/testis isoform","PHKG2_HUMAN",-0.286825000000002
0.133750000000003,12.527125,3.05130697882381,0.0170915768384182,0.146112455440999,-3.6258864362739,"PARP1_HUMAN",52,-3.76216055884733,0.00565501384672373,0.0730075645912459,-0.133750000000003,"Non-significant",1.13663213864624,"PARP1","Poly [ADP-ribose] polymerase 1","PARP1_HUMAN",0.133750000000003
0.489327499999998,7.77242125,3.71585752254426,0.00664543936632432,0.0849436885302084,-2.6391922482726,"XPO6_HUMAN",12,-3.75979541412124,0.00567401609836095,0.073104122358881,-0.489327499999998,"Non-significant",1.13605813238229,"XPO6","Exportin-6","XPO6_HUMAN",0.489327499999998
0.247775000000003,10.3473875,3.81570186096836,0.00579670520429974,0.078939184825331,-2.49525535563516,"RM11_HUMAN",13,-3.75901171451404,0.0056803276338872,0.073104122358881,-0.247775000000003,"Non-significant",1.13605813238229,"MRPL11","Large ribosomal subunit protein uL11m","RM11_HUMAN",0.247775000000003
-0.206999999999995,15.316575,-3.51326186186538,0.00880745110541083,0.100842854975081,-2.93507804197035,"QCR2_HUMAN",24,3.75787984441026,0.00568945643417016,0.0731068398860925,0.206999999999995,"Non-significant",1.13604198848918,"UQCRC2","Cytochrome b-c1 complex subunit 2, mitochondrial","QCR2_HUMAN",-0.206999999999995
0.162725000000002,12.7771625,3.89818301143489,0.00518366205284387,0.0757205480421988,-2.37734009751564,"MARE2_HUMAN",14,-3.75303166067594,0.00572873625145075,0.0734963689974855,-0.162725000000002,"Non-significant",1.13373411619891,"MAPRE2","Microtubule-associated protein RP/EB family member 2","MARE2_HUMAN",0.162725000000002
0.130850000000001,14.523075,3.06417308807808,0.0167728476926614,0.14475095856579,-3.60640571279234,"DDX5_HUMAN",44,-3.7514598910291,0.0057415328999295,0.0735246706022138,-0.130850000000001,"Non-significant",1.13356691249871,"DDX5","Probable ATP-dependent RNA helicase DDX5","DDX5_HUMAN",0.130850000000001
-0.179200000000002,12.498,-3.22647339345791,0.0132498366842396,0.128218882048081,-3.36168986869971,"CING_HUMAN",80,3.75055923012964,0.00574887946523774,0.0735246706022138,0.179200000000002,"Non-significant",1.13356691249871,"CGN","Cingulin","CING_HUMAN",-0.179200000000002
0.337449999999999,10.74015,3.56891007321776,0.00814701078330249,0.0976883798271431,-2.85331627401194,"NEO1_HUMAN",29,-3.74538860405424,0.00579125066989005,0.0738435452276853,-0.337449999999999,"Non-significant",1.13168746100895,"NEO1","Neogenin","NEO1_HUMAN",0.337449999999999
0.188225000000003,10.2651875,3.29543278764929,0.0119986595654607,0.120545356761822,-3.25836951013192,"MYO5A_HUMAN",54,-3.74531852573226,0.00579182722388407,0.0738435452276853,-0.188225000000003,"Non-significant",1.13168746100895,"MYO5A","Unconventional myosin-Va","MYO5A_HUMAN",0.188225000000003
-0.256749999999997,14.1817,-3.94046669482251,0.00489687981327145,0.0745306736991102,-2.31724772570735,"NDUA8_HUMAN",11,3.7355179156067,0.0058730677124524,0.0747630576190758,0.256749999999997,"Non-significant",1.12631294538927,"NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8","NDUA8_HUMAN",-0.256749999999997
-0.31465,16.8515,-4.01259381936419,0.00444654354956585,0.0709787579184407,-2.21531106027258,"CYTB_HUMAN",9,3.7305756502874,0.00591449743854386,0.075173720932066,0.31465,"Non-significant",1.1239339526105,"CSTB","Cystatin-B","CYTB_HUMAN",-0.31465
-0.22465,16.270325,-3.51948718060996,0.00873079738483747,0.100385802189197,-2.925913728444,"THIC_HUMAN",23,3.72800493252903,0.00593617059997415,0.0751790360490316,0.22465,"Non-significant",1.12390324714136,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic","THIC_HUMAN",-0.22465
0.256075000000003,13.1081125,3.55300366287922,0.00833019644313092,0.0985395683732551,-2.87665033349011,"GBA1_HUMAN",22,-3.7275481033617,0.00594003090881221,0.0751790360490316,-0.256075000000003,"Non-significant",1.12390324714136,"GBA1","Lysosomal acid glucosylceramidase","GBA1_HUMAN",0.256075000000003
-0.28115,10.53685,-3.87493360557915,0.0053490439423164,0.076222165975042,-2.4104850848229,"NARF_HUMAN",11,3.72726472660195,0.00594242685530282,0.0751790360490316,0.28115,"Non-significant",1.12390324714136,"NARF","Nuclear prelamin A recognition factor","NARF_HUMAN",-0.28115
-0.1257,13.664775,-3.22486305594774,0.0132806586874164,0.128218882048081,-3.36410764081841,"HEM6_HUMAN",26,3.72578785180723,0.00595493055418853,0.0752211412684708,0.1257,"Non-significant",1.12366008167088,"CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial","HEM6_HUMAN",-0.1257
-0.232699999999998,12.1335,-3.99643881817745,0.00454336309352812,0.0714903851069933,-2.23807997332737,"RPE_HUMAN",11,3.71966620386658,0.00600705924928987,0.0755797296504529,0.232699999999998,"Non-significant",1.1215946658925,"RPE","Ribulose-phosphate 3-epimerase","RPE_HUMAN",-0.232699999999998
0.177579999999999,9.6213275,3.32534674809207,0.0114955261759051,0.116923478399591,-3.21368660113418,"PK3CB_HUMAN",34,-3.71877254376275,0.0060147099144259,0.0755797296504529,-0.177579999999999,"Non-significant",1.1215946658925,"PIK3CB","Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform","PK3CB_HUMAN",0.177579999999999
0.119700000000002,17.814825,3.06340590682262,0.0167916762132309,0.14475095856579,-3.60756701015256,"TBB4B_HUMAN",33,-3.71820973500219,0.00601953349318958,0.0755797296504529,-0.119700000000002,"Non-significant",1.1215946658925,"TUBB4B","Tubulin beta-4B chain","TBB4B_HUMAN",0.119700000000002
0.404007499999997,8.34556125,3.60909441804736,0.0077031977495859,0.0939744273081923,-2.7945006092257,"MRTFA_HUMAN",18,-3.71701076248987,0.00602982314170743,0.0755797296504529,-0.404007499999997,"Non-significant",1.1215946658925,"MRTFA","Myocardin-related transcription factor A","MRTFA_HUMAN",0.404007499999997
-0.388750000000002,11.653675,-4.0926678506832,0.00399855397283826,0.0667638495945801,-2.10299618078014,"ESPN_HUMAN",7,3.71672324408042,0.00603229343558553,0.0755797296504529,0.388750000000002,"Non-significant",1.1215946658925,"ESPN","Espin","ESPN_HUMAN",-0.388750000000002
