logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BD_vs_BDM,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.362354040145874,9.243804097175598,,0.007240506649617979,0.02425540126204813,,BT2A1_HUMAN,8,,0.007240506649617979,0.02425540126204813,-0.362354040145874,Up,1.6151915363563332,BTN2A1,Butyrophilin subfamily 2 member A1,BT2A1_HUMAN,Q7KYR7
-0.133074045181274,15.2519818544388,,0.007246965608278458,0.024267117365849484,,SSRD_HUMAN,8,,0.007246965608278458,0.024267117365849484,0.133074045181274,Down,1.6149818094306456,SSR4,Translocon-associated protein subunit delta,SSRD_HUMAN,P51571
-0.226931571960449,9.25953984260559,,0.007250908507683454,0.024270402088218228,,EDC3_HUMAN,8,,0.007250908507683454,0.024270402088218228,0.226931571960449,Down,1.61492302864343,EDC3,Enhancer of mRNA-decapping protein 3,EDC3_HUMAN,Q96F86
-0.312361717224121,8.171860218048096,,0.007255937994540408,0.024277319692635402,,GAN_HUMAN,8,,0.007255937994540408,0.024277319692635402,0.312361717224121,Down,1.6147992626937004,GAN,Gigaxonin,GAN_HUMAN,Q9H2C0
0.0768935680389404,13.039812445640575,,0.007267239861541932,0.0243052095614182,,SC24D_HUMAN,8,,0.007267239861541932,0.0243052095614182,-0.0768935680389404,Up,1.6143006300522988,SEC24D,Protein transport protein Sec24D,SC24D_HUMAN,O94855
0.372947454452515,9.620604395866394,,0.007321003057147647,0.024475030212267573,,GGYF1_HUMAN,8,,0.007321003057147647,0.024475030212267573,-0.372947454452515,Up,1.6112767634262344,GIGYF1,GRB10-interacting GYF protein 1,GGYF1_HUMAN,O75420
-0.295787811279297,9.57646894454956,,0.007326567684109979,0.02448364421027617,,ARAF_HUMAN,8,,0.007326567684109979,0.02448364421027617,0.295787811279297,Down,1.611123940177444,ARAF,Serine/threonine-protein kinase A-Raf,ARAF_HUMAN,P10398
0.101992130279541,13.855616331100475,,0.00733224329451893,0.024492621914100333,,SYDC_HUMAN,8,,0.00733224329451893,0.024492621914100333,-0.101992130279541,Up,1.6109647215361225,DARS1,"Aspartate--tRNA ligase, cytoplasmic",SYDC_HUMAN,P14868
-0.0869340896606445,15.275917768478385,,0.0073705806923736895,0.02461065126051753,,ANXA7_HUMAN,8,,0.0073705806923736895,0.02461065126051753,0.0869340896606445,Down,1.6088768936069622,ANXA7,Annexin A7,ANXA7_HUMAN,P20073
0.478751420974731,7.869314670562745,,0.007378960858563238,0.024628596853387853,,ANKY2_HUMAN,8,,0.007378960858563238,0.024628596853387853,-0.478751420974731,Up,1.6085603301905138,ANKMY2,Ankyrin repeat and MYND domain-containing protein 2,ANKY2_HUMAN,Q8IV38
-0.198273181915283,7.866171002387999,,0.0073851575576254925,0.02463924308924401,,GEMI4_HUMAN,8,,0.0073851575576254925,0.02463924308924401,0.198273181915283,Down,1.6083726377094667,GEMIN4,Gem-associated protein 4,GEMI4_HUMAN,P57678
-0.0621750354766846,14.347701907157886,,0.007405295513758777,0.024696374212348157,,MANF_HUMAN,8,,0.007405295513758777,0.024696374212348157,0.0621750354766846,Down,1.6073668028195076,MANF,Mesencephalic astrocyte-derived neurotrophic factor,MANF_HUMAN,P55145
0.0870137214660645,15.459770441055284,,0.007413099930478549,0.02470864132446818,,CAH2_HUMAN,8,,0.007413099930478549,0.02470864132446818,-0.0870137214660645,Up,1.6071511348694336,CA2,Carbonic anhydrase 2,CAH2_HUMAN,P00918
1.32414758205414,6.4674639105796805,,0.007415004761638669,0.02470864132446818,,IPRI_HUMAN,6,,0.007415004761638669,0.02470864132446818,-1.32414758205414,Up,1.6071511348694336,ITPRIP,"Inositol 1,4,5-trisphosphate receptor-interacting protein",IPRI_HUMAN,Q8IWB1
0.0712897777557373,9.8311527967453,,0.007429033152604656,0.024745324248960386,,MTA70_HUMAN,8,,0.007429033152604656,0.024745324248960386,-0.0712897777557373,Up,1.6065068510622957,METTL3,N6-adenosine-methyltransferase catalytic subunit,MTA70_HUMAN,Q86U44
0.310380935668945,8.335268497467041,,0.00743235544244068,0.024746330961137316,,DVL2_HUMAN,8,,0.00743235544244068,0.024746330961137316,-0.310380935668945,Up,1.606489183051739,DVL2,Segment polarity protein dishevelled homolog DVL-2,DVL2_HUMAN,O14641
0.198774099349976,12.28981363773344,,0.007438618331785646,0.02475712372487879,,EFHD2_HUMAN,8,,0.007438618331785646,0.02475712372487879,-0.198774099349976,Up,1.6062998129222639,EFHD2,EF-hand domain-containing protein D2,EFHD2_HUMAN,Q96C19
0.30928635597229,9.661263823509216,,0.007447525461695838,0.02477670468255611,,T2EA_HUMAN,8,,0.007447525461695838,0.02477670468255611,-0.30928635597229,Up,1.6059564555608,GTF2E1,General transcription factor IIE subunit 1,T2EA_HUMAN,P29083
0.902350425720215,7.093481540679932,,0.007526621871771593,0.025029683286240438,,CA052_HUMAN,8,,0.007526621871771593,0.025029683286240438,-0.902350425720215,Up,1.6015446457137241,C1orf52,UPF0690 protein C1orf52,CA052_HUMAN,Q8N6N3
0.119795560836792,14.689333796501149,,0.007537871656513969,0.025056925092687813,,CD81_HUMAN,8,,0.007537871656513969,0.025056925092687813,-0.119795560836792,Up,1.6010722253296454,CD81,CD81 antigen,CD81_HUMAN,P60033
-0.166190385818481,10.47096025943755,,0.007545545802930387,0.025072263710142574,,TBB8_HUMAN,8,,0.007545545802930387,0.025072263710142574,0.166190385818481,Down,1.6008064529408395,TUBB8,Tubulin beta-8 chain,TBB8_HUMAN,Q3ZCM7
-0.1820068359375,7.856756687164307,,0.00756515082899733,0.025127217629835476,,TGFB1_HUMAN,8,,0.00756515082899733,0.025127217629835476,0.1820068359375,Down,1.5998555987495924,TGFB1,Transforming growth factor beta-1 proprotein,TGFB1_HUMAN,P01137
0.728639245033264,7.2269739508628845,,0.007608645357420602,0.025261442487319454,,CATIN_HUMAN,8,,0.007608645357420602,0.025261442487319454,-0.728639245033264,Up,1.5975418538441708,CACTIN,Splicing factor Cactin,CATIN_HUMAN,Q8WUQ7
-0.554584741592407,7.487985253334045,,0.007629257343716103,0.025319617122077663,,CA043_HUMAN,8,,0.007629257343716103,0.025319617122077663,0.554584741592407,Down,1.5965428659147989,C1orf43,Protein C1orf43,CA043_HUMAN,Q9BWL3
-0.0850362777709961,10.14653325080872,,0.00763391896695928,0.025324830775410666,,HOOK1_HUMAN,8,,0.00763391896695928,0.025324830775410666,0.0850362777709961,Down,1.596453447983512,HOOK1,Protein Hook homolog 1,HOOK1_HUMAN,Q9UJC3
0.0631809234619141,15.85350823402405,,0.007642486773788916,0.02534299337289615,,STBD1_HUMAN,8,,0.007642486773788916,0.02534299337289615,-0.0631809234619141,Up,1.596142089983226,STBD1,Starch-binding domain-containing protein 1,STBD1_HUMAN,O95210
0.347739696502686,8.112690687179565,,0.00767501617260833,0.025440567361793148,,MCE1_HUMAN,8,,0.00767501617260833,0.025440567361793148,-0.347739696502686,Up,1.5944732075146448,RNGTT,mRNA-capping enzyme,MCE1_HUMAN,O60942
-0.0654821395874023,13.945703983306874,,0.00768756316175186,0.02547185303170026,,EHD1_HUMAN,8,,0.00768756316175186,0.02547185303170026,0.0654821395874023,Down,1.5939394597411738,EHD1,EH domain-containing protein 1,EHD1_HUMAN,Q9H4M9
0.170472383499146,13.68922293186186,,0.007695768900380679,0.02548873499180246,,NH2L1_HUMAN,8,,0.007695768900380679,0.02548873499180246,-0.170472383499146,Up,1.5936517180698682,SNU13,NHP2-like protein 1,NH2L1_HUMAN,P55769
0.238737344741821,11.493905901908875,,0.007783860402624279,0.025770081672364987,,AQP9_HUMAN,8,,0.007783860402624279,0.025770081672364987,-0.238737344741821,Up,1.588884205050134,AQP9,Aquaporin-9,AQP9_HUMAN,O43315
-0.203981399536133,10.810134172439575,,0.0077880322045360455,0.025773479759276397,,ALG1_HUMAN,8,,0.0077880322045360455,0.025773479759276397,0.203981399536133,Down,1.588826942014527,ALG1,Chitobiosyldiphosphodolichol beta-mannosyltransferase,ALG1_HUMAN,Q9BT22
-0.0967502593994141,13.786351919174184,,0.007808795107479073,0.025831759027324798,,TES_HUMAN,8,,0.007808795107479073,0.025831759027324798,0.0967502593994141,Down,1.5878460193067534,TES,Testin,TES_HUMAN,Q9UGI8
-0.226498603820801,9.974135160446165,,0.007830535617864382,0.025893223911533796,,BOK_HUMAN,8,,0.007830535617864382,0.025893223911533796,0.226498603820801,Down,1.586813873094591,BOK,Bcl-2-related ovarian killer protein,BOK_HUMAN,Q9UMX3
-0.122270822525024,15.177348971366886,,0.007838836956557054,0.025910217838656113,,TMED5_HUMAN,8,,0.007838836956557054,0.025910217838656113,0.122270822525024,Down,1.5865289356931178,TMED5,Transmembrane emp24 domain-containing protein 5,TMED5_HUMAN,Q9Y3A6
-0.577334483464559,7.5912611087163295,,0.00785979748977343,0.02596902444806592,,KCNJ8_HUMAN,7,,0.00785979748977343,0.02596902444806592,0.577334483464559,Down,1.5855443647634426,KCNJ8,ATP-sensitive inward rectifier potassium channel 8,KCNJ8_HUMAN,Q15842
0.452495455741882,8.244435369968414,,0.007885822305720939,0.02604450946113558,,I2BP1_HUMAN,8,,0.007885822305720939,0.02604450946113558,-0.452495455741882,Up,1.5842838179328855,IRF2BP1,Interferon regulatory factor 2-binding protein 1,I2BP1_HUMAN,Q8IU81
0.0508017539978027,14.482829093933109,,0.007911597828207948,0.026111508174515564,,PYGB_HUMAN,8,,0.007911597828207948,0.026111508174515564,-0.0508017539978027,Up,1.5831680430390374,PYGB,"Glycogen phosphorylase, brain form",PYGB_HUMAN,P11216
0.257043838500977,10.038433074951179,,0.007914658633335443,0.026111508174515564,,PLPP6_HUMAN,8,,0.007914658633335443,0.026111508174515564,-0.257043838500977,Up,1.5831680430390374,PLPP6,Polyisoprenoid diphosphate/phosphate phosphohydrolase PLPP6,PLPP6_HUMAN,Q8IY26
-0.49309515953064,9.618331074714657,,0.007918156731467431,0.026111508174515564,,IBTK_HUMAN,8,,0.007918156731467431,0.026111508174515564,0.49309515953064,Down,1.5831680430390374,IBTK,Inhibitor of Bruton tyrosine kinase,IBTK_HUMAN,Q9P2D0
0.509661912918091,7.294754505157472,,0.0079188549931256,0.026111508174515564,,ERCC1_HUMAN,8,,0.0079188549931256,0.026111508174515564,-0.509661912918091,Up,1.5831680430390374,ERCC1,DNA excision repair protein ERCC-1,ERCC1_HUMAN,P07992
-0.123047113418579,13.82534062862395,,0.007940949263932327,0.026173828748455946,,CAVN1_HUMAN,8,,0.007940949263932327,0.026173828748455946,0.123047113418579,Down,1.5821327434395123,CAVIN1,Caveolae-associated protein 1,CAVN1_HUMAN,Q6NZI2
-0.219690799713135,9.4701509475708,,0.007969072941356447,0.02625596448792711,,LAR4B_HUMAN,8,,0.007969072941356447,0.02625596448792711,0.219690799713135,Down,1.5807720236884426,LARP4B,La-related protein 4B,LAR4B_HUMAN,Q92615
0.16385817527771,11.322002768516535,,0.007990983884822866,0.026317573131928684,,PAK1_HUMAN,8,,0.007990983884822866,0.026317573131928684,-0.16385817527771,Up,1.5797541615628776,PAK1,Serine/threonine-protein kinase PAK 1,PAK1_HUMAN,Q13153
0.0988845825195313,14.91677904129026,,0.007996326704583515,0.02632458859676871,,RAC1_HUMAN,8,,0.007996326704583515,0.02632458859676871,-0.0988845825195313,Up,1.5796384072858498,RAC1,Ras-related C3 botulinum toxin substrate 1,RAC1_HUMAN,P63000
0.222553014755249,9.519122958183289,,0.008001500965280045,0.0263310437387569,,NOL11_HUMAN,8,,0.008001500965280045,0.0263310437387569,-0.222553014755249,Up,1.579531925512293,NOL11,Nucleolar protein 11,NOL11_HUMAN,Q9H8H0
-0.11445689201355,12.43929159641265,,0.008008073098423716,0.026342091918299452,,BIEA_HUMAN,8,,0.008008073098423716,0.026342091918299452,0.11445689201355,Down,1.579349739150273,BLVRA,Biliverdin reductase A,BIEA_HUMAN,P53004
-0.704634428024292,8.470337271690369,,0.008013868722759302,0.026350577975236645,,TMCO3_HUMAN,8,,0.008013868722759302,0.026350577975236645,0.704634428024292,Down,1.5792098545044486,TMCO3,Transmembrane and coiled-coil domain-containing protein 3,TMCO3_HUMAN,Q6UWJ1
0.499558329582214,7.948133528232574,,0.008031641906837146,0.026398425104141025,,SFSWA_HUMAN,8,,0.008031641906837146,0.026398425104141025,-0.499558329582214,Up,1.5784219818037697,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",SFSWA_HUMAN,Q12872
0.696954488754272,7.258873224258422,,0.008056507523243382,0.026469535944449184,,U119A_HUMAN,8,,0.008056507523243382,0.026469535944449184,-0.696954488754272,Up,1.5772536725457105,UNC119,Protein unc-119 homolog A,U119A_HUMAN,Q13432
-0.238477468490601,15.590854525566115,,0.008069337614466753,0.026501063091358946,,CD59_HUMAN,8,,0.008069337614466753,0.026501063091358946,0.238477468490601,Down,1.5767367039707252,CD59,CD59 glycoprotein,CD59_HUMAN,P13987
0.335751295089722,9.392135500907898,,0.008075700505005345,0.026501362803060396,,AGRG6_HUMAN,8,,0.008075700505005345,0.026501362803060396,-0.335751295089722,Up,1.5767317923790045,ADGRG6,Adhesion G-protein coupled receptor G6,AGRG6_HUMAN,Q86SQ4
-0.465105533599854,8.471062660217285,,0.008075897354069052,0.026501362803060396,,HERP1_HUMAN,8,,0.008075897354069052,0.026501362803060396,0.465105533599854,Down,1.5767317923790045,HERPUD1,Homocysteine-responsive endoplasmic reticulum-resident ubiquitin-like domain member 1 protein,HERP1_HUMAN,Q15011
0.139013528823853,12.457012772560125,,0.008129332233918915,0.02666603215561713,,COG5_HUMAN,8,,0.008129332233918915,0.02666603215561713,-0.139013528823853,Up,1.5740416015249434,COG5,Conserved oligomeric Golgi complex subunit 5,COG5_HUMAN,Q9UP83
0.098968505859375,12.937423229217526,,0.00813913541809137,0.026687505248435647,,PLAK2_HUMAN,8,,0.00813913541809137,0.026687505248435647,-0.098968505859375,Up,1.5736920222213866,PALM2AKAP2,PALM2-AKAP2 fusion protein,PLAK2_HUMAN,Q9Y2D5
0.096743106842041,10.882071495056145,,0.008156585517830332,0.026734024693240696,,AGAL_HUMAN,8,,0.008156585517830332,0.026734024693240696,-0.096743106842041,Up,1.5729356551420939,GLA,Alpha-galactosidase A,AGAL_HUMAN,P06280
0.206198930740356,9.736502289772034,,0.008225432670814764,0.026948898562437495,,COAC_HUMAN,8,,0.008225432670814764,0.026948898562437495,-0.206198930740356,Up,1.5694589803114092,PPCDC,Phosphopantothenoylcysteine decarboxylase,COAC_HUMAN,Q96CD2
-0.146772861480713,12.590361118316661,,0.008254180350816515,0.027032275697278386,,RIR2B_HUMAN,8,,0.008254180350816515,0.027032275697278386,0.146772861480713,Down,1.5681173919198979,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B,RIR2B_HUMAN,Q7LG56
0.152309894561768,18.560761690139792,,0.008260637644553731,0.027042614806022082,,G3P_HUMAN,8,,0.008260637644553731,0.027042614806022082,-0.152309894561768,Up,1.56795131787377,GAPDH,Glyceraldehyde-3-phosphate dehydrogenase,G3P_HUMAN,P04406
0.432079911231995,7.800318062305451,,0.008313824961310319,0.027205863311891676,,T2EB_HUMAN,8,,0.008313824961310319,0.027205863311891676,-0.432079911231995,Up,1.5653374882604887,GTF2E2,Transcription initiation factor IIE subunit beta,T2EB_HUMAN,P29084
-0.168255805969238,12.5019850730896,,0.00833578042827579,0.02726085440340886,,MTCH1_HUMAN,8,,0.00833578042827579,0.02726085440340886,0.168255805969238,Down,1.564460536730588,MTCH1,Mitochondrial carrier homolog 1,MTCH1_HUMAN,Q9NZJ7
0.081118106842041,12.287158012390135,,0.008337283516590506,0.02726085440340886,,ARFP1_HUMAN,8,,0.008337283516590506,0.02726085440340886,-0.081118106842041,Up,1.564460536730588,ARFIP1,Arfaptin-1,ARFP1_HUMAN,P53367
-0.276027917861938,8.512655138969423,,0.008433860674722802,0.02756563796118015,,S11IP_HUMAN,8,,0.008433860674722802,0.02756563796118015,0.276027917861938,Down,1.5596319520396333,STK11IP,Serine/threonine-protein kinase 11-interacting protein,S11IP_HUMAN,Q8N1F8
0.253762722015381,9.673892736434935,,0.0084378896316148,0.027567810064374667,,RANB9_HUMAN,8,,0.0084378896316148,0.027567810064374667,-0.253762722015381,Up,1.5595977320709655,RANBP9,Ran-binding protein 9,RANB9_HUMAN,Q96S59
0.149330615997314,12.94684815406799,,0.00849600754507102,0.02774662647441687,,EIF3H_HUMAN,8,,0.00849600754507102,0.02774662647441687,-0.149330615997314,Up,1.5567898122749173,EIF3H,Eukaryotic translation initiation factor 3 subunit H,EIF3H_HUMAN,O15372
0.0723826885223389,15.362460017204285,,0.00851415900582911,0.02779482824452738,,GDAH_HUMAN,8,,0.00851415900582911,0.02779482824452738,-0.0723826885223389,Up,1.5560360052981848,AGMAT,"Guanidino acid hydrolase, mitochondrial",GDAH_HUMAN,Q9BSE5
0.085228443145752,13.491172313690175,,0.008534330319528802,0.0278495828905691,,AIMP1_HUMAN,8,,0.008534330319528802,0.0278495828905691,-0.085228443145752,Up,1.5551813049671188,AIMP1,Aminoacyl tRNA synthase complex-interacting multifunctional protein 1,AIMP1_HUMAN,Q12904
0.145452737808228,11.862289309501644,,0.00855827895843886,0.027916615360449055,,CIAO1_HUMAN,8,,0.00855827895843886,0.027916615360449055,-0.145452737808228,Up,1.554137237172965,CIAO1,Probable cytosolic iron-sulfur protein assembly protein CIAO1,CIAO1_HUMAN,O76071
0.200360774993896,10.605461835861215,,0.008567084393018013,0.02793421787361305,,ARRB1_HUMAN,8,,0.008567084393018013,0.02793421787361305,-0.200360774993896,Up,1.5538634838860323,ARRB1,Beta-arrestin-1,ARRB1_HUMAN,P49407
0.397847652435303,10.90823101997375,,0.008576221982931407,0.027952888992895764,,LBP_HUMAN,8,,0.008576221982931407,0.027952888992895764,-0.397847652435303,Up,1.5535733001627456,LBP,Lipopolysaccharide-binding protein,LBP_HUMAN,P18428
0.100571632385254,17.521087646484375,,0.008588978852655237,0.02798333706507237,,GSTA1_HUMAN,8,,0.008588978852655237,0.02798333706507237,-0.100571632385254,Up,1.5531004963299226,GSTA1,Glutathione S-transferase A1,GSTA1_HUMAN,P08263
0.231588840484619,9.85229659080505,,0.008648206303229555,0.028165104311869225,,DEGS1_HUMAN,8,,0.008648206303229555,0.028165104311869225,-0.231588840484619,Up,1.5502886359789478,DEGS1,Sphingolipid delta(4)-desaturase DES1,DEGS1_HUMAN,O15121
-0.1214280128479,10.689265012741085,,0.008659710447131241,0.02819136567492785,,WNK1_HUMAN,8,,0.008659710447131241,0.02819136567492785,0.1214280128479,Down,1.549883885081959,WNK1,Serine/threonine-protein kinase WNK1,WNK1_HUMAN,Q9H4A3
0.0729169845581055,16.951616287231438,,0.008680286827299676,0.028247128777956133,,IDHC_HUMAN,8,,0.008680286827299676,0.028247128777956133,-0.0729169845581055,Up,1.54902569011931,IDH1,Isocitrate dehydrogenase [NADP] cytoplasmic,IDHC_HUMAN,O75874
0.180920839309692,14.481586337089524,,0.008689293182445757,0.028265211725669124,,GHC2_HUMAN,8,,0.008689293182445757,0.028265211725669124,-0.180920839309692,Up,1.5487477570304895,SLC25A18,Mitochondrial glutamate carrier 2,GHC2_HUMAN,Q9H1K4
0.105549573898315,12.53657138347625,,0.00871769329412465,0.028346340814308486,,PFD2_HUMAN,8,,0.00871769329412465,0.028346340814308486,-0.105549573898315,Up,1.5475029955619406,PFDN2,Prefoldin subunit 2,PFD2_HUMAN,Q9UHV9
0.0950911045074463,12.17965018749239,,0.00876539497241666,0.028490141374050818,,TS101_HUMAN,8,,0.00876539497241666,0.028490141374050818,-0.0950911045074463,Up,1.5453053956949625,TSG101,Tumor susceptibility gene 101 protein,TS101_HUMAN,Q99816
0.168960094451904,11.140130281448375,,0.008775760627356292,0.02851252283130748,,NUBP1_HUMAN,8,,0.008775760627356292,0.02851252283130748,-0.168960094451904,Up,1.544964353955299,NUBP1,Cytosolic Fe-S cluster assembly factor NUBP1,NUBP1_HUMAN,P53384
0.0450096130371094,14.410221338272084,,0.008797955609985602,0.028573304902188672,,M2GD_HUMAN,8,,0.008797955609985602,0.028573304902188672,-0.0450096130371094,Up,1.5440395244834009,DMGDH,"Dimethylglycine dehydrogenase, mitochondrial",M2GD_HUMAN,Q9UI17
-0.216360330581665,10.19553983211517,,0.008801975818476642,0.028575035600870685,,PIGT_HUMAN,8,,0.008801975818476642,0.028575035600870685,0.216360330581665,Down,1.544013219856493,PIGT,GPI transamidase component PIG-T,PIGT_HUMAN,Q969N2
0.104240655899048,11.148844361305226,,0.008818965222005926,0.028618851892719427,,KCC2G_HUMAN,8,,0.008818965222005926,0.028618851892719427,-0.104240655899048,Up,1.5433477928913366,CAMK2G,Calcium/calmodulin-dependent protein kinase type II subunit gamma,KCC2G_HUMAN,Q13555
-0.496071934700012,7.838510096073151,,0.008839758834911208,0.0286749738294784,,RN141_HUMAN,8,,0.008839758834911208,0.0286749738294784,0.496071934700012,Down,1.5424969697900184,RNF141,RING finger protein 141,RN141_HUMAN,Q8WVD5
0.201317071914673,8.76327908039093,,0.008888856159164476,0.02882282840055153,,HXK2_HUMAN,8,,0.008888856159164476,0.02882282840055153,-0.201317071914673,Up,1.540263403866221,HK2,Hexokinase-2,HXK2_HUMAN,P52789
0.165410757064819,9.561013102531433,,0.008893502520008053,0.028826487202905853,,RPAP3_HUMAN,8,,0.008893502520008053,0.028826487202905853,-0.165410757064819,Up,1.5402082775335542,RPAP3,RNA polymerase II-associated protein 3,RPAP3_HUMAN,Q9H6T3
-0.0755596160888672,15.284162759780884,,0.008901872765377098,0.02884220855654407,,QCR2_HUMAN,8,,0.008901872765377098,0.02884220855654407,0.0755596160888672,Down,1.5399714871150314,UQCRC2,"Cytochrome b-c1 complex subunit 2, mitochondrial",QCR2_HUMAN,P22695
-0.123112678527832,10.76812410354615,,0.008919899259042822,0.0288891915132794,,SYHM_HUMAN,8,,0.008919899259042822,0.0288891915132794,0.123112678527832,Down,1.5392646120580047,HARS2,"Histidine--tRNA ligase, mitochondrial",SYHM_HUMAN,P49590
0.0715711116790771,13.54386746883392,,0.008958269485076576,0.02900199927329809,,GFPT1_HUMAN,8,,0.008958269485076576,0.02900199927329809,-0.0715711116790771,Up,1.5375720626723208,GFPT1,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,GFPT1_HUMAN,Q06210
-0.26079797744751,9.683879375457764,,0.008972182611292888,0.029028816705730934,,YIPF6_HUMAN,8,,0.008972182611292888,0.029028816705730934,0.26079797744751,Down,1.5371706668429845,YIPF6,Protein YIPF6,YIPF6_HUMAN,Q96EC8
0.191717624664307,11.020660400390625,,0.008973638359240475,0.029028816705730934,,ZNT7_HUMAN,8,,0.008973638359240475,0.029028816705730934,-0.191717624664307,Up,1.5371706668429845,SLC30A7,Zinc transporter 7,ZNT7_HUMAN,Q8NEW0
0.100476264953613,15.317572355270386,,0.00900207543881623,0.02910931576387537,,TBA1C_HUMAN,8,,0.00900207543881623,0.02910931576387537,-0.100476264953613,Up,1.535968002856129,TUBA1C,Tubulin alpha-1C chain,TBA1C_HUMAN,Q9BQE3
0.117033958435059,8.865079879760744,,0.009006289898210755,0.0291114553948477,,FHI1B_HUMAN,8,,0.009006289898210755,0.0291114553948477,-0.117033958435059,Up,1.5359360819486414,FHIP1B,FHF complex subunit HOOK-interacting protein 1B,FHI1B_HUMAN,Q8N612
0.119816303253174,14.015697479248061,,0.009013806412635323,0.02912426251779725,,COPE_HUMAN,8,,0.009013806412635323,0.02912426251779725,-0.119816303253174,Up,1.5357450629961815,COPE,Coatomer subunit epsilon,COPE_HUMAN,O14579
-0.249314069747925,7.813528299331667,,0.009030658817661316,0.029167212594370055,,SBNO1_HUMAN,8,,0.009030658817661316,0.029167212594370055,0.249314069747925,Down,1.535105072857227,SBNO1,Protein strawberry notch homolog 1,SBNO1_HUMAN,A3KN83
0.139090061187744,11.963858127593985,,0.009060063495944943,0.029250654170911293,,IGSF8_HUMAN,8,,0.009060063495944943,0.029250654170911293,-0.139090061187744,Up,1.5338644167735926,IGSF8,Immunoglobulin superfamily member 8,IGSF8_HUMAN,Q969P0
-0.150466918945313,14.05777740478514,,0.009091659823297207,0.029341103029577514,,AAAD_HUMAN,8,,0.009091659823297207,0.029341103029577514,0.150466918945313,Down,1.5325235636128987,AADAC,Arylacetamide deacetylase,AAAD_HUMAN,P22760
0.185723304748535,12.38889384269714,,0.009103223104249372,0.029366854376464312,,ABI1_HUMAN,8,,0.009103223104249372,0.029366854376464312,-0.185723304748535,Up,1.5321425703347844,ABI1,Abl interactor 1,ABI1_HUMAN,Q8IZP0
0.08489990234375,15.41659045219421,,0.009107262728596232,0.02936832380878297,,CSRP1_HUMAN,8,,0.009107262728596232,0.02936832380878297,-0.08489990234375,Up,1.5321208400406958,CSRP1,Cysteine and glycine-rich protein 1,CSRP1_HUMAN,P21291
-0.0940206050872803,12.667420268058773,,0.00913482933739698,0.029445630051389008,,IPO5_HUMAN,8,,0.00913482933739698,0.029445630051389008,0.0940206050872803,Down,1.5309791485980357,IPO5,Importin-5,IPO5_HUMAN,O00410
-0.59010922908783,7.958628714084626,,0.009142956696815611,0.029460238762763317,,CLCN3_HUMAN,8,,0.009142956696815611,0.029460238762763317,0.59010922908783,Down,1.5307637377062053,CLCN3,H(+)/Cl(-) exchange transporter 3,CLCN3_HUMAN,P51790
-0.177847385406494,8.22305703163147,,0.0091517874621885,0.029477101597945192,,F120C_HUMAN,8,,0.0091517874621885,0.029477101597945192,0.177847385406494,Down,1.5305152216916127,FAM120C,Constitutive coactivator of PPAR-gamma-like protein 2,F120C_HUMAN,Q9NX05
0.0690810680389404,10.99014770984651,,0.009187564028947716,0.029580707132887067,,2A5E_HUMAN,8,,0.009187564028947716,0.029580707132887067,-0.0690810680389404,Up,1.5289914483161342,PPP2R5E,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform,2A5E_HUMAN,Q16537
0.0675792694091797,13.36929464340211,,0.009204590822041165,0.029623887351062573,,SPEE_HUMAN,8,,0.009204590822041165,0.029623887351062573,-0.0675792694091797,Up,1.5283579524204332,SRM,Spermidine synthase,SPEE_HUMAN,P19623
-0.266541957855225,8.33560109138489,,0.009220636100124871,0.029663876012729955,,WLS_HUMAN,8,,0.009220636100124871,0.029663876012729955,0.266541957855225,Down,1.527772102769542,WLS,Protein wntless homolog,WLS_HUMAN,Q5T9L3
0.148493766784668,9.727357387542725,,0.009244619772425196,0.029729362015405044,,PTN12_HUMAN,8,,0.009244619772425196,0.029729362015405044,-0.148493766784668,Up,1.5268144105448795,PTPN12,Tyrosine-protein phosphatase non-receptor type 12,PTN12_HUMAN,Q05209
0.293108940124512,8.736953258514403,,0.009261583471362245,0.029763953515370454,,PAOX_HUMAN,8,,0.009261583471362245,0.029763953515370454,-0.293108940124512,Up,1.5263093824046718,PAOX,Peroxisomal N(1)-acetyl-spermine/spermidine oxidase,PAOX_HUMAN,Q6QHF9
0.26274561882019,8.52496087551117,,0.009262641135488732,0.029763953515370454,,MAST3_HUMAN,8,,0.009262641135488732,0.029763953515370454,-0.26274561882019,Up,1.5263093824046718,MAST3,Microtubule-associated serine/threonine-protein kinase 3,MAST3_HUMAN,O60307
0.109740257263184,16.330161094665534,,0.009300365544975198,0.02987345953568278,,GSTM1_HUMAN,8,,0.009300365544975198,0.02987345953568278,-0.109740257263184,Up,1.5247144804338164,GSTM1,Glutathione S-transferase Mu 1,GSTM1_HUMAN,P09488
0.594607949256897,8.363904893398285,,0.009306648324071118,0.029881926476269097,,SNIP1_HUMAN,8,,0.009306648324071118,0.029881926476269097,-0.594607949256897,Up,1.5245914071564013,SNIP1,Smad nuclear-interacting protein 1,SNIP1_HUMAN,Q8TAD8
