"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BDM"
0.384377499999999,8.35519875,4.91189879083467,0.00159344778501196,0.00693117458520125,-2.47489846784053,"ACVR1_HUMAN",8,-4.66922687924836,0.00177664638321012,0.00726793764947932,-0.384377499999999,"Non-significant",2.13858880709367,"ACVR1","Activin receptor type-1","ACVR1_HUMAN",0.384377499999999
-0.21795,14.510475,-4.79657728910217,0.00182414957182118,0.00772436889968495,-2.62388693343515,"PSB3_HUMAN",13,4.66808861726714,0.0017791982759466,0.00726883554346167,0.21795,"Non-significant",2.1385351568926,"PSMB3","Proteasome subunit beta type-3","PSB3_HUMAN",-0.21795
-0.470532499999997,8.70772875,-5.01609772739991,0.00141248278208285,0.00629664700789299,-2.34190257674832,"S6A12_HUMAN",6,4.66797963685616,0.00177944281123441,0.00726883554346167,0.470532499999997,"Non-significant",2.1385351568926,"SLC6A12","Sodium- and chloride-dependent betaine transporter","S6A12_HUMAN",-0.470532499999997
-0.0840499999999995,12.92995,-3.52757204926137,0.0091922624368217,0.0274528843195134,-4.38610940301841,"PLAK2_HUMAN",54,4.66794263229569,0.00177952585212583,0.00726883554346167,0.0840499999999995,"Non-significant",2.1385351568926,"PALM2AKAP2","PALM2-AKAP2 fusion protein","PLAK2_HUMAN",-0.0840499999999995
0.7650725,7.79383625,4.50289851489279,0.00259640229377683,0.0101813865561724,-3.01186676304946,"PLXB1_HUMAN",28,-4.66587602831594,0.00178417018421925,0.00728417687760428,-0.7650725,"Up in BDM",2.13761951701841,"PLXNB1","Plexin-B1","PLXB1_HUMAN",0.7650725
0.159000000000001,10.18585,4.31546395382205,0.00327416132751858,0.0121837289855079,-3.26591049594883,"SH3K1_HUMAN",27,-4.66521160593146,0.00178566616821754,0.0072866556729952,-0.159000000000001,"Non-significant",2.1374717523431,"SH3KBP1","SH3 domain-containing kinase-binding protein 1","SH3K1_HUMAN",0.159000000000001
-0.338040000000005,9.83806,-4.78364124606983,0.00185224795012329,0.00783206663175619,-2.6407176158897,"S13A5_HUMAN",10,4.66446164103627,0.00178735640173458,0.00728992426936323,0.338040000000005,"Non-significant",2.13727698328264,"SLC13A5","Na(+)/citrate cotransporter","S13A5_HUMAN",-0.338040000000005
0.253387499999999,8.88345875,4.4979770179196,0.00261208861937378,0.0102312004307818,-3.01847342233175,"CDKAL_HUMAN",20,-4.66321931541878,0.00179016013855433,0.00729772889898974,-0.253387499999999,"Non-significant",2.13681227413932,"CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase","CDKAL_HUMAN",0.253387499999999
0.1197,14.136525,4.17953009844416,0.00388664150152953,0.0139138371308031,-3.45325103104476,"SEPT2_HUMAN",27,-4.66276107650368,0.00179119552504733,0.00729832053396521,-0.1197,"Non-significant",2.13677706683114,"SEPTIN2","Septin-2","SEPT2_HUMAN",0.1197
0.212300000000001,13.84335,4.51502384724704,0.00255819490538009,0.0100875814498826,-2.99560434064562,"PSB5_HUMAN",19,-4.66229448135049,0.00179225046431786,0.00729899121037148,-0.212300000000001,"Non-significant",2.13673715933753,"PSMB5","Proteasome subunit beta type-5","PSB5_HUMAN",0.212300000000001
-0.152300000000004,11.137425,-4.43732920379532,0.00281417876903003,0.0108312852340414,-3.10017061354656,"PEPL1_HUMAN",21,4.66129118784064,0.00179452113986692,0.00730460988313259,0.152300000000004,"Non-significant",2.13640297345001,"NPEPL1","Probable aminopeptidase NPEPL1","PEPL1_HUMAN",-0.152300000000004
0.239324999999997,13.0583125,6.62658942281275,0.000262292362136209,0.00169713716242513,-0.471864107731546,"LTOR3_HUMAN",7,-4.65603363294269,0.00180647162679515,0.00734960515953681,-0.239324999999997,"Non-significant",2.13373599175124,"LAMTOR3","Ragulator complex protein LAMTOR3","LTOR3_HUMAN",0.239324999999997
-0.224050000000004,12.80105,-4.35720500012844,0.00310793529317313,0.0117359988638569,-3.2089049654123,"LRC47_HUMAN",35,4.65527739172685,0.00180819770900705,0.00735297858057528,0.224050000000004,"Non-significant",2.13353669913794,"LRRC47","Leucine-rich repeat-containing protein 47","LRC47_HUMAN",-0.224050000000004
-0.134949999999996,17.039325,-4.4566819627618,0.00274788591867128,0.0106410811342783,-3.0740441356931,"THTR_HUMAN",20,4.65132296999709,0.00181725285154866,0.00738613727168858,0.134949999999996,"Non-significant",2.13158262522784,"TST","Thiosulfate sulfurtransferase","THTR_HUMAN",-0.134949999999996
0.0829250000000012,14.2325125,3.71534570035373,0.0071276572074233,0.0224567770124736,-4.11190694996807,"SRC8_HUMAN",33,-4.64819573652859,0.00182444889288201,0.00741171061637597,-0.0829250000000012,"Non-significant",2.13008154566244,"CTTN","Src substrate cortactin","SRC8_HUMAN",0.0829250000000012
0.209975,14.2006875,6.44478073996863,0.000312303646707478,0.00196792105742344,-0.666573040221412,"RAB1A_HUMAN",8,-4.64707433444457,0.00182703691152363,0.00741854809344761,-0.209975,"Non-significant",2.12968108349507,"RAB1A","Ras-related protein Rab-1A","RAB1A_HUMAN",0.209975
-0.679742500000001,7.25133125,-4.57070257153165,0.00239050613060912,0.00958306565219247,-2.92119753316478,"S22A7_HUMAN",9,4.63998675983515,0.00184348691240047,0.00748163648903913,0.679742500000001,"Up in D",2.12600339673118,"SLC22A7","Solute carrier family 22 member 7","S22A7_HUMAN",-0.679742500000001
-0.2951,8.748675,-4.98568357178129,0.00146283776507974,0.0064823481070939,-2.38056341521507,"CO8G_HUMAN",9,4.6368362674399,0.00185085093753301,0.00750780602963663,0.2951,"Non-significant",2.12448695626202,"C8G","Complement component C8 gamma chain","CO8G_HUMAN",-0.2951
0.165249999999999,14.157675,4.65784817451225,0.00215180179806368,0.00881582765643482,-2.80562792396895,"PON2_HUMAN",16,-4.63637790652458,0.00185192499271498,0.00750844762130434,-0.165249999999999,"Non-significant",2.12444984451264,"PON2","Serum paraoxonase/arylesterase 2","PON2_HUMAN",0.165249999999999
-0.246975000000003,10.7235125,-4.69071094250862,0.00206870387220868,0.00856094616071013,-2.76232801011074,"F151A_HUMAN",13,4.63298618096203,0.00185989383576551,0.00753702899931076,0.246975000000003,"Non-significant",2.12279981374288,"FAM151A","Protein FAM151A","F151A_HUMAN",-0.246975000000003
0.268025000000003,13.4306625,6.87000888468801,0.000208796491651882,0.00143720708527467,-0.217142106754977,"COA3_HUMAN",6,-4.62828665459407,0.00187099727171355,0.00757827847505322,-0.268025000000003,"Non-significant",2.12042943997461,"COA3","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial","COA3_HUMAN",0.268025000000003
-0.119300000000003,12.88235,-4.31341114477841,0.00328258384865949,0.0122043638962859,-3.26872034783422,"MTAP_HUMAN",22,4.62636934691539,0.00187554800110456,0.00759242344834554,0.119300000000003,"Non-significant",2.11961957822151,"MTAP","S-methyl-5'-thioadenosine phosphorylase","MTAP_HUMAN",-0.119300000000003
0.424849999999999,9.925725,4.69448882743556,0.00205937974393426,0.00853528571323207,-2.75736016038478,"S35E1_HUMAN",9,-4.62603543337186,0.0018763417792569,0.00759242344834554,-0.424849999999999,"Non-significant",2.11961957822151,"SLC35E1","Solute carrier family 35 member E1","S35E1_HUMAN",0.424849999999999
0.169075000000003,11.1998875,4.81415251633938,0.00178672491917095,0.007593349345445,-2.60105856141962,"MARH5_HUMAN",14,-4.62209580995915,0.00188573477104175,0.00762666682437111,-0.169075000000003,"Non-significant",2.11766522561832,"MARCHF5","E3 ubiquitin-protein ligase MARCHF5","MARH5_HUMAN",0.169075000000003
-0.106674999999999,16.7999875,-3.87734070687957,0.00574705403903131,0.0190669158284009,-3.87881891914216,"GABT_HUMAN",40,4.62155743008677,0.00188702237631147,0.00762811116420187,0.106674999999999,"Non-significant",2.11758298662135,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","GABT_HUMAN",-0.106674999999999
0.214175000000001,9.5198525,4.33820394312903,0.00318242795806496,0.0118967370726022,-3.23482411231508,"A0AAG2UWQ9_HUMAN",30,-4.61984480329354,0.0018911247301503,0.0076409268298532,-0.214175000000001,"Non-significant",2.11685395913666,"NKRF","NF-kappa-B-repressing factor","A0AAG2UWQ9_HUMAN",0.214175000000001
0.250374999999998,8.28169,4.30497901184831,0.00331743003443908,0.0123060142182496,-3.28026834221888,"UBR5_HUMAN",69,-4.61866161503317,0.00189396457353267,0.00764863131715314,-0.250374999999998,"Non-significant",2.11641627263568,"UBR5","E3 ubiquitin-protein ligase UBR5","UBR5_HUMAN",0.250374999999998
0.394575,8.5657125,5.60251074477547,0.000736848912527175,0.00378964076844277,-1.62164009516321,"ZDHC3_HUMAN",5,-4.61388271204053,0.00190548216320071,0.00768992146623537,-0.394575,"Non-significant",2.11407809543326,"ZDHHC3","Palmitoyltransferase ZDHHC3","ZDHC3_HUMAN",0.394575
-0.143774999999998,13.1362875,-4.12552130631846,0.00416387933253757,0.0146945685614047,-3.52839889104481,"FERM2_HUMAN",37,4.61364174136235,0.00190606494503419,0.00768992146623537,0.143774999999998,"Non-significant",2.11407809543326,"FERMT2","Fermitin family homolog 2","FERM2_HUMAN",-0.143774999999998
-0.111549999999998,17.776625,-4.33593517722211,0.00319145250822618,0.0119250353976473,-3.23792232058657,"ECHM_HUMAN",21,4.61306664809193,0.0019074565805187,0.00769170740340421,0.111549999999998,"Non-significant",2.11397724490989,"ECHS1","Enoyl-CoA hydratase, mitochondrial","ECHM_HUMAN",-0.111549999999998
-0.0814749999999904,17.1758125,-3.36385682181497,0.0115220792495887,0.0326505377421804,-4.62840580157396,"ACTN4_HUMAN",84,4.6126836045935,0.00190838410082022,0.00769170740340421,0.0814749999999904,"Non-significant",2.11397724490989,"ACTN4","Alpha-actinin-4","ACTN4_HUMAN",-0.0814749999999904
0.374300000000002,11.054375,5.30078971918762,0.00102394576879897,0.00490321694662028,-1.98630897849104,"S17A5_HUMAN",6,-4.60948278212828,0.00191615399569962,0.00771795927219644,-0.374300000000002,"Non-significant",2.11249751753801,"SLC17A5","Sialin","S17A5_HUMAN",0.374300000000002
0.495995000000001,7.8497525,6.03449600116708,0.000469425082588285,0.00269303486848059,-1.12059339360003,"RM51_HUMAN",3,-4.60922538298954,0.00191678032180922,0.00771795927219644,-0.495995000000001,"Non-significant",2.11249751753801,"MRPL51","Large ribosomal subunit protein mL51","RM51_HUMAN",0.495995000000001
-0.148899999999998,11.2687,-4.66639520317234,0.00212984141493519,0.00874771539060053,-2.79435153731746,"CD37L_HUMAN",16,4.60524035931903,0.00192650558386998,0.00775331015049881,0.148899999999998,"Non-significant",2.11051284289028,"CDC37L1","Hsp90 co-chaperone Cdc37-like 1","CD37L_HUMAN",-0.148899999999998
-0.652849999999997,11.59155,-4.93549677443201,0.00155032522304363,0.00677843529520624,-2.44464416923782,"HMGN3_HUMAN",4,4.6030664389243,0.00193183361949194,0.0077709381808611,0.652849999999997,"Up in D",2.10952654591278,"HMGN3","High mobility group nucleosome-binding domain-containing protein 3","HMGN3_HUMAN",-0.652849999999997
2.0058025,6.74989625,4.53484360114899,0.00249706546888658,0.00992290000675334,-2.96906733314916,"LYNX1_HUMAN",2,-4.59815717757059,0.00194392491150262,0.00781574125772361,-2.0058025,"Up in BDM",2.10702982649027,"LYNX1","Ly-6/neurotoxin-like protein 1","LYNX1_HUMAN",2.0058025
0.179825000000001,10.3082875,4.49110917095946,0.00263415283149304,0.0102930338000858,-3.02769864546967,"PWP1_HUMAN",18,-4.59774050978443,0.00194495494045555,0.00781604931463459,-0.179825000000001,"Non-significant",2.10701270914009,"PWP1","Periodic tryptophan protein 1 homolog","PWP1_HUMAN",0.179825000000001
0.110325,14.3971875,3.81389790488587,0.00624974360448678,0.0202511454820485,-3.96970636264893,"AT2A2_HUMAN",54,-4.597291292389,0.00194606610113932,0.00781668294813333,-0.110325,"Non-significant",2.10697750307021,"ATP2A2","Sarcoplasmic/endoplasmic reticulum calcium ATPase 2","AT2A2_HUMAN",0.110325
-0.390404999999999,7.30849,-4.55124502006516,0.00244769220863739,0.0097721665864072,-2.94714955386328,"TRI55_HUMAN",12,4.59615805049211,0.00194887230752127,0.00782412104655209,0.390404999999999,"Non-significant",2.10656443922212,"TRIM55","Tripartite motif-containing protein 55","TRI55_HUMAN",-0.390404999999999
0.189400000000001,15.201525,4.52198999177137,0.00253652401607986,0.0100214091006374,-2.98627086754088,"RB11A_HUMAN",17,-4.59377355143944,0.00195479138468465,0.00784404296213646,-0.189400000000001,"Non-significant",2.10546003634952,"RAB11A","Ras-related protein Rab-11A","RB11A_HUMAN",0.189400000000001
-0.224002499999999,8.88141375,-4.34410600610703,0.00315908183285766,0.011851627419756,-3.22676770770276,"ANKZ1_HUMAN",27,4.59263963325717,0.00195761300447086,0.00785152221656169,0.224002499999999,"Non-significant",2.10504613610006,"ANKZF1","tRNA endonuclease ANKZF1","ANKZ1_HUMAN",-0.224002499999999
0.141774999999999,13.8592375,4.39950237745753,0.0029488809485316,0.0112651099795256,-3.15139094046488,"5MP2_HUMAN",20,-4.58657971953552,0.00197276788825495,0.00790843576915113,-0.141774999999999,"Non-significant",2.10190940828558,"BZW1","eIF5-mimic protein 2","5MP2_HUMAN",0.141774999999999
-0.394145,8.2725125,-4.46340781624203,0.00272524948240326,0.0105683309745752,-3.06497661618713,"HMCES_HUMAN",16,4.58583185760244,0.00197464702633207,0.00791209986406174,0.394145,"Non-significant",2.10170823984651,"HMCES","Abasic site processing protein HMCES","HMCES_HUMAN",-0.394145
-0.229075000000002,15.7868125,-5.05453908196583,0.00135156018975955,0.00610473302239601,-2.29322470057926,"HINT1_HUMAN",10,4.5793704923255,0.00199096391509674,0.00797358191302544,0.229075000000002,"Non-significant",2.09834653988333,"HINT1","Adenosine 5'-monophosphoramidase HINT1","HINT1_HUMAN",-0.229075000000002
0.436707499999999,8.21634125,4.70579968187285,0.00203173930614669,0.00843351839584334,-2.74249877731113,"VP37B_HUMAN",8,-4.57680408378706,0.00199748562330247,0.00799579450187191,-0.436707499999999,"Non-significant",2.09713837611594,"VPS37B","Vacuolar protein sorting-associated protein 37B","VP37B_HUMAN",0.436707499999999
0.263674999999996,15.1866875,5.8526357202888,0.00056594964999662,0.00309310348711486,-1.3285723559502,"SSRD_HUMAN",7,-4.57575801936455,0.00200015054276997,0.00800255448981369,-0.263674999999996,"Non-significant",2.09677136003983,"SSR4","Translocon-associated protein subunit delta","SSRD_HUMAN",0.263674999999996
-0.866569999999999,8.3673725,-4.67607837612323,0.00210525957395152,0.00866694359898441,-2.78158880170392,"CD68_HUMAN",4,4.57526630481588,0.00200140455815914,0.00800366564282371,0.866569999999999,"Up in D",2.09671106252829,"CD68","Macrosialin","CD68_HUMAN",-0.866569999999999
0.530322499999999,7.04889375,4.41161046030796,0.00290500942049362,0.0111234316810867,-3.13497359975958,"MRP1_HUMAN",24,-4.57456923636816,0.0020031837554305,0.00800687490347109,-0.530322499999999,"Up in BDM",2.09653695670035,"ABCC1","Multidrug resistance-associated protein 1","MRP1_HUMAN",0.530322499999999
-0.408525000000001,7.967785,-5.42027564174236,0.000897561190819698,0.00443924874532975,-1.84041329701189,"FBX44_HUMAN",5,4.57104008542322,0.00201221807228436,0.00803906615818089,0.408525000000001,"Non-significant",2.09479439725948,"FBXO44","F-box only protein 44","FBX44_HUMAN",-0.408525000000001
-0.611812499999998,7.97942875,-4.60587034797578,0.00229083857057938,0.00924227096535913,-2.87442868693882,"STAR4_HUMAN",7,4.56949628521921,0.00201618402705242,0.00805098716696333,0.611812499999998,"Up in D",2.09415086560976,"STARD4","StAR-related lipid transfer protein 4","STAR4_HUMAN",-0.611812499999998
1.5888375,6.16287125,4.46577388251788,0.00271733502656868,0.010542694059541,-3.06178831291451,"OIT3_HUMAN",5,-4.56615108138771,0.00202480698677366,0.00808148377681133,-1.5888375,"Up in BDM",2.09250889455689,"OIT3","Oncoprotein-induced transcript 3 protein","OIT3_HUMAN",1.5888375
-0.18051,10.08222,-5.21164941752298,0.00113110300989933,0.00528765105693808,-2.09643371462588,"ILRUN_HUMAN",11,4.56575833563649,0.0020258220058115,0.00808160039106701,0.18051,"Non-significant",2.0925026278163,"ILRUN","Protein ILRUN","ILRUN_HUMAN",-0.18051
-0.810877499999998,7.61021375,-5.03138285144145,0.00138790218759153,0.00622089783153383,-2.32252224470762,"APOL6_HUMAN",2,4.56265260864601,0.00203386807015623,0.00810975215911518,0.810877499999998,"Up in D",2.09099241799271,"APOL6","Apolipoprotein L6","APOL6_HUMAN",-0.810877499999998
1.7040525,7.13509125,4.53216590146145,0.00250522961963269,0.00993245828529207,-2.97264927858677,"IL8_HUMAN",2,-4.56202388218279,0.00203550116086576,0.00811231818997446,-1.7040525,"Up in BDM",2.09085502331646,"CXCL8","Interleukin-8","IL8_HUMAN",1.7040525
0.338045000000001,8.7741025,4.4410452747444,0.00280131442236934,0.0107868368410446,-3.09514973927787,"SPTC2_HUMAN",16,-4.55295422159841,0.00205921898742296,0.00820004824487968,-0.338045000000001,"Non-significant",2.0861835924427,"SPTLC2","Serine palmitoyltransferase 2","SPTC2_HUMAN",0.338045000000001
-0.44924,6.9449675,-4.58934442485464,0.002337092849458,0.00940573744715597,-2.89638415517234,"CCNT2_HUMAN",9,4.55284196239607,0.00205951443476546,0.00820004824487968,0.44924,"Non-significant",2.0861835924427,"CCNT2","Cyclin-T2","CCNT2_HUMAN",-0.44924
0.423469999999998,7.826665,4.40699187106868,0.00292165903565575,0.0111715302118964,-3.14123348819913,"ANR52_HUMAN",18,-4.5487297805581,0.00207036892262587,0.00823926428528489,-0.423469999999998,"Non-significant",2.08411156634973,"ANKRD52","Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit C","ANR52_HUMAN",0.423469999999998
-0.50328,8.0962875,-4.97027833569168,0.00148909805754165,0.00658447997611996,-2.40019559591718,"S40A1_HUMAN",5,4.5444714110629,0.0020816750539119,0.00828023876369228,0.50328,"Up in D",2.08195713999543,"SLC40A1","Ferroportin","S40A1_HUMAN",-0.50328
0.175549999999999,15.4526,5.62345967297905,0.00072052355963205,0.00372907332188355,-1.59677714752494,"RL12_HUMAN",10,-4.54385696022295,0.00208331199314271,0.0082827311929117,-0.175549999999999,"Non-significant",2.08182643297036,"RPL12","Large ribosomal subunit protein uL11","RL12_HUMAN",0.175549999999999
0.453332499999998,8.90928875,4.74574193372803,0.00193735396089534,0.00810327947521428,-2.69016458775472,"RM10_HUMAN",7,-4.54303366823933,0.00208550749952868,0.00828744085367722,-0.453332499999998,"Non-significant",2.08157955807595,"MRPL10","Large ribosomal subunit protein uL10m","RM10_HUMAN",0.453332499999998
-0.527045000000001,7.54778,-4.52514418368297,0.00252677809740865,0.00999253586230395,-2.98204705125034,"ERF_HUMAN",9,4.54243652678427,0.0020871014991309,0.00828975682648988,0.527045000000001,"Up in D",2.08145820895064,"ERF","ETS domain-containing transcription factor ERF","ERF_HUMAN",-0.527045000000001
-0.172500000000001,12.0081,-4.15361344306243,0.00401707492443808,0.0142809974980674,-3.48926113892286,"TR150_HUMAN",38,4.53830499956009,0.00209816657875699,0.00832967051460039,0.172500000000001,"Non-significant",2.07937217704711,"THRAP3","Thyroid hormone receptor-associated protein 3","TR150_HUMAN",-0.172500000000001
0.437160000000002,9.6586475,4.93088118537495,0.00155865720166424,0.00680760348388037,-2.45055547181728,"CLN6_HUMAN",6,-4.53748163564753,0.00210037934903172,0.00833441912069798,-0.437160000000002,"Non-significant",2.07912466355842,"CLN6","Ceroid-lipofuscinosis neuronal protein 6","CLN6_HUMAN",0.437160000000002
-0.198175000000001,11.0371875,-4.45617988688891,0.00274958395906266,0.010642629507269,-3.07472127185856,"SCRN2_HUMAN",17,4.53581245127361,0.00210487305036867,0.00834820961147673,0.198175000000001,"Non-significant",2.07840665496298,"SCRN2","Secernin-2","SCRN2_HUMAN",-0.198175000000001
0.0947000000000013,14.500775,4.14507700357767,0.00406107796094864,0.0143937384884812,-3.50114251903573,"ERLN2_HUMAN",22,-4.52668242802854,0.00212963862381383,0.00844234885784614,-0.0947000000000013,"Non-significant",2.07353670573442,"ERLIN2","Erlin-2","ERLN2_HUMAN",0.0947000000000013
0.142497500000001,9.51249375,4.34235065660116,0.00316600560258661,0.0118569730150777,-3.22916327217506,"UTP15_HUMAN",20,-4.52565538315309,0.00213244433745363,0.00844938553815603,-0.142497500000001,"Non-significant",2.0731748729546,"UTP15","U3 small nucleolar RNA-associated protein 15 homolog","UTP15_HUMAN",0.142497500000001
-0.169730000000001,9.636715,-4.1766946055129,0.00390068398583697,0.0139519229126926,-3.45718629351389,"C2CD5_HUMAN",31,4.52352569047037,0.00213827514515062,0.008468395961326,0.169730000000001,"Non-significant",2.07219884363815,"C2CD5","C2 domain-containing protein 5","C2CD5_HUMAN",-0.169730000000001
-0.159299999999998,10.958975,-5.44855240746334,0.000870251770718065,0.00433170857094517,-1.80617238225728,"P2RX4_HUMAN",11,4.52288926970956,0.00214002094840582,0.00847121764125104,0.159299999999998,"Non-significant",2.0720541602869,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN",-0.159299999999998
0.193119999999999,9.9017225,5.29786198477946,0.00102728096610786,0.00491525163283241,-1.98990846290771,"CD2B2_HUMAN",10,-4.52184142844053,0.0021428987285238,0.0084785153361188,-0.193119999999999,"Non-significant",2.07168018993448,"CD2BP2","CD2 antigen cytoplasmic tail-binding protein 2","CD2B2_HUMAN",0.193119999999999
0.189025000000001,15.1699375,4.55071195391098,0.00244927992196551,0.0097721665864072,-2.94786130512826,"CPNS1_HUMAN",15,-4.52133312590658,0.00214429624401939,0.00847995205425516,-0.189025000000001,"Non-significant",2.07160660324226,"CAPNS1","Calpain small subunit 1","CPNS1_HUMAN",0.189025000000001
1.8318425,6.13170375,4.38331543987548,0.00300867057064874,0.0114508269907978,-3.17337126580858,"LAMA2_HUMAN",8,-4.51768545247948,0.00215435425940076,0.00851562016324369,-1.8318425,"Up in BDM",2.06978371838053,"LAMA2","Laminin subunit alpha-2","LAMA2_HUMAN",1.8318425
0.235700000000005,11.70575,4.44112957705829,0.00280102333312894,0.0107868368410446,-3.09503585912622,"IMPA3_HUMAN",16,-4.51297802364352,0.00216741047539021,0.00856309931433685,-0.235700000000005,"Non-significant",2.06736901902641,"BPNT2","Golgi-resident adenosine 3',5'-bisphosphate 3'-phosphatase","IMPA3_HUMAN",0.235700000000005
0.0978499999999976,17.5252,3.50827648175153,0.00943843856704907,0.0280044586944149,-4.41451709603593,"MYH9_HUMAN",143,-4.51174280932869,0.00217085064710737,0.00857255953997409,-0.0978499999999976,"Non-significant",2.06688948984762,"MYH9","Myosin-9","MYH9_HUMAN",0.0978499999999976
0.4428675,8.16474875,5.58202293589602,0.000753213707570536,0.00385657325422193,-1.6460125087977,"MASU1_HUMAN",4,-4.51135741082462,0.00217192523048206,0.00857267358665956,-0.4428675,"Non-significant",2.06688371216634,"MALSU1","Mitochondrial assembly of ribosomal large subunit protein 1","MASU1_HUMAN",0.4428675
0.112974999999997,11.7519125,3.75561866239251,0.00675373535800617,0.0215940415229854,-4.05365005060014,"SF3B1_HUMAN",63,-4.51047898620709,0.00217437665536298,0.00857419544655351,-0.112974999999997,"Non-significant",2.06680662108288,"SF3B1","Splicing factor 3B subunit 1","SF3B1_HUMAN",0.112974999999997
-0.512572500000001,9.22083625,-5.17821618363975,0.00117445206132133,0.00545504702476617,-2.13802198949505,"FHR2_HUMAN",4,4.51046970310271,0.00217440257787079,0.00857419544655351,0.512572500000001,"Up in D",2.06680662108288,"CFHR2","Complement factor H-related protein 2","FHR2_HUMAN",-0.512572500000001
-0.103524999999999,14.4093375,-4.16575581682679,0.00395537892651125,0.0141118474754618,-3.47237823201656,"HNRPF_HUMAN",22,4.50910210324494,0.00217822519912091,0.00858189067154126,0.103524999999999,"Non-significant",2.06641702243546,"HNRNPF","Heterogeneous nuclear ribonucleoprotein F","HNRPF_HUMAN",-0.103524999999999
0.357507500000004,8.59285875,4.52241720532958,0.00253520158327701,0.0100210137799927,-2.98569869768359,"ROGDI_HUMAN",11,-4.50902257019184,0.00217844772962642,0.00858189067154126,-0.357507500000004,"Non-significant",2.06641702243546,"ROGDI","Protein rogdi homolog","ROGDI_HUMAN",0.357507500000004
-0.135675000000003,11.5488125,-4.15788976168356,0.00399522764796199,0.0142289732242371,-3.4833129645954,"P4HA1_HUMAN",25,4.50496731289428,0.00218982708276819,0.00862257561216791,0.135675000000003,"Non-significant",2.06436298857515,"P4HA1","Prolyl 4-hydroxylase subunit alpha-1","P4HA1_HUMAN",-0.135675000000003
0.186557499999997,9.95337625,4.17445602681193,0.00391180947531536,0.0139856145131423,-3.46029391166631,"EDEM3_HUMAN",34,-4.50395306937808,0.00219268323848248,0.00862595980551529,-0.186557499999997,"Non-significant",2.06419256987237,"EDEM3","ER degradation-enhancing alpha-mannosidase-like protein 3","EDEM3_HUMAN",0.186557499999997
0.238380000000001,9.8918575,4.37956953892833,0.0030226954075894,0.0114988663347647,-3.17846313344107,"PTAR1_HUMAN",18,-4.50391484718195,0.00219279095324395,0.00862595980551529,-0.238380000000001,"Non-significant",2.06419256987237,"PTAR1","Protein prenyltransferase alpha subunit repeat-containing protein 1","PTAR1_HUMAN",0.238380000000001
0.240275000000002,14.6108625,4.6321823422504,0.00221925877986826,0.00903799477265772,-2.83955243585699,"ST1A3_HUMAN;ST1A4_HUMAN",12,-4.50152781402587,0.00219952933605353,0.00864562117753739,-0.240275000000002,"Non-significant",2.06320379773013,"SULT1A3;SULT1A4","Sulfotransferase 1A3;Sulfotransferase 1A4","ST1A3_HUMAN;ST1A4_HUMAN",0.240275000000002
-0.28026,8.7085625,-4.29403945206729,0.00336324333608018,0.0124141687839646,-3.29526522991867,"CO6_HUMAN",27,4.50139736182241,0.00219989824058831,0.00864562117753739,0.28026,"Non-significant",2.06320379773013,"C6","Complement component C6","CO6_HUMAN",-0.28026
1.939275,6.72471,4.36016902304722,0.00309648827519262,0.0117073440435983,-3.20486637288509,"MIEAP_HUMAN",9,-4.49883912459408,0.00220714629373143,0.0086699498399666,-1.939275,"Up in BDM",2.06198341512918,"SPATA18","Mitochondria-eating protein","MIEAP_HUMAN",1.939275
0.591150000000004,7.9067325,5.21536143469166,0.00112640044336806,0.00527067970018911,-2.09182585909335,"MFS10_HUMAN",3,-4.4972702871404,0.00221160402372645,0.00868329970618266,-0.591150000000004,"Up in BDM",2.06131520893989,"MFSD10","Major facilitator superfamily domain-containing protein 10","MFS10_HUMAN",0.591150000000004
-0.3878675,7.52974875,-4.34344506312257,0.00316168689521913,0.011851627419756,-3.22766966019662,"UBP28_HUMAN",20,4.4957307610215,0.0022159880037856,0.00869634736957125,0.3878675,"Non-significant",2.06066312098306,"USP28","Ubiquitin carboxyl-terminal hydrolase 28","UBP28_HUMAN",-0.3878675
0.22945,10.632125,5.18418766479312,0.00116657638317189,0.00542461326672895,-2.1305825191145,"BL1S1_HUMAN",9,-4.49498455135607,0.00221811632819036,0.00869884668165784,-0.22945,"Non-significant",2.06053832358764,"BLOC1S1","Biogenesis of lysosome-related organelles complex 1 subunit 1","BL1S1_HUMAN",0.22945
0.761637500000001,8.22263375,4.66214037106304,0.00214074260127699,0.00878368761024462,-2.79996377847773,"CAP7_HUMAN",4,-4.49476356034893,0.00221874706164266,0.00869884668165784,-0.761637500000001,"Up in BDM",2.06053832358764,"AZU1","Azurocidin","CAP7_HUMAN",0.761637500000001
0.288407500000002,8.78802875,4.30536998673793,0.00331580538601757,0.0123055557060082,-3.27973267201035,"STAU2_HUMAN",24,-4.49330142288062,0.00222292509378027,0.00871106114665903,-0.288407500000002,"Non-significant",2.05992893775148,"STAU2","Double-stranded RNA-binding protein Staufen homolog 2","STAU2_HUMAN",0.288407500000002
