"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_CM"
0.162984999999999,8.5065825,3.01474130690164,0.0184808083936155,0.0593485793585991,-4.7701388544919,"PCM1_HUMAN",55,-3.10470273186673,0.0169017683965012,0.0574262269646569,-0.162984999999999,"Non-significant",1.24088971692898,"PCM1","Pericentriolar material 1 protein","PCM1_HUMAN",0.162984999999999
-0.1760725,9.38345875,-3.48396734806122,0.00948495050682,0.0371268062695526,-4.06196167089243,"TM2D3_HUMAN",5,3.10228128025875,0.0169597161261873,0.0575989014487278,0.1760725,"Non-significant",1.23958579955084,"TM2D3","TM2 domain-containing protein 3","TM2D3_HUMAN",-0.1760725
0.180099999999999,10.074125,3.092855279523,0.016506560560134,0.054502667078253,-4.65104971563679,"C4BPB_HUMAN",10,-3.10154476095553,0.0169773836167916,0.0576223563992411,-0.180099999999999,"Non-significant",1.23940898572477,"C4BPB","C4b-binding protein beta chain","C4BPB_HUMAN",0.180099999999999
0.146199999999999,13.145025,3.43103818207892,0.010211227230096,0.0390986971581553,-4.14084825103582,"NDUS6_HUMAN",5,-3.10096712273654,0.0169912535838914,0.0576223563992411,-0.146199999999999,"Non-significant",1.23940898572477,"NDUFS6","NADH dehydrogenase [ubiquinone] iron-sulfur protein 6, mitochondrial","NDUS6_HUMAN",0.146199999999999
-0.125174999999999,11.0830875,-2.95026551234473,0.020297770985304,0.0632974085162855,-4.86869237958546,"MAP7_HUMAN",32,3.10029342766013,0.0170074452368744,0.0576223563992411,0.125174999999999,"Non-significant",1.23940898572477,"MAP7","Ensconsin","MAP7_HUMAN",-0.125174999999999
-0.214675000000002,10.2812125,-3.05282941733956,0.0174887368224532,0.0571157413074299,-4.71202509050099,"KCMF1_HUMAN",10,3.09999830596422,0.0170145433850479,0.0576223563992411,0.214675000000002,"Non-significant",1.23940898572477,"KCMF1","E3 ubiquitin-protein ligase KCMF1","KCMF1_HUMAN",-0.214675000000002
-0.127674999999996,11.4806375,-2.80208801135394,0.0252218765597142,0.0741070258931917,-5.09582821739315,"CPNE1_HUMAN",14,3.09989602504108,0.0170170041392388,0.0576223563992411,0.127674999999996,"Non-significant",1.23940898572477,"CPNE1","Copine-1","CPNE1_HUMAN",-0.127674999999996
0.147005,9.4117025,2.85726415330601,0.0232562170363116,0.0697513923207816,-5.01116882598988,"NOL11_HUMAN",28,-3.09985008617542,0.0170181094953744,0.0576223563992411,-0.147005,"Non-significant",1.23940898572477,"NOL11","Nucleolar protein 11","NOL11_HUMAN",0.147005
-0.363224999999998,14.4267125,-3.19065568278202,0.0143442526615959,0.049633816037534,-4.50252286866217,"RS6_HUMAN",14,3.09957506972941,0.0170247283883414,0.0576223563992411,0.363224999999998,"Non-significant",1.23940898572477,"RPS6","Small ribosomal subunit protein eS6","RS6_HUMAN",-0.363224999999998
0.0554249999999996,15.8099375,2.08306523099804,0.0739357725008235,0.162485820860293,-6.19024420694742,"RS12_HUMAN",9,-3.09935699729215,0.0170299787397258,0.0576223563992411,-0.0554249999999996,"Non-significant",1.23940898572477,"RPS12","Small ribosomal subunit protein eS12","RS12_HUMAN",0.0554249999999996
0.356197500000002,7.01523125,3.22152281333069,0.0137258815302328,0.0482165581959459,-4.45579595386237,"TT21B_HUMAN",21,-3.09914827451215,0.0170350055988315,0.0576223563992411,-0.356197500000002,"Non-significant",1.23940898572477,"TTC21B","Tetratricopeptide repeat protein 21B","TT21B_HUMAN",0.356197500000002
0.274744999999999,8.56048,3.07014487008534,0.0170564664922852,0.0558846447738718,-4.68563429280589,"PTN3_HUMAN",25,-3.09902768219146,0.0170379106512664,0.0576223563992411,-0.274744999999999,"Non-significant",1.23940898572477,"PTPN3","Tyrosine-protein phosphatase non-receptor type 3","PTN3_HUMAN",0.274744999999999
-0.281165,9.32572,-3.11405098119611,0.0160102341068144,0.053409295206513,-4.61880254783416,"EXOS9_HUMAN",10,3.0985386825523,0.0170496959825359,0.0576380981291666,0.281165,"Non-significant",1.239290357935,"EXOSC9","Exosome complex component RRP45","EXOS9_HUMAN",-0.281165
-0.563655,7.70016,-3.12632848896947,0.0157299874003288,0.0527355819812765,-4.60013761021172,"LLPH_HUMAN",3,3.09738572207205,0.0170775176750299,0.0576959192240697,0.563655,"Non-significant",1.23885490298191,"LLPH","Protein LLP homolog","LLPH_HUMAN",-0.563655
0.255907499999999,9.64089625,3.09613063459922,0.0164288120103533,0.0543508391948076,-4.6460646139928,"CP4V2_HUMAN",20,-3.09723841863739,0.0170810756777433,0.0576959192240697,-0.255907499999999,"Non-significant",1.23885490298191,"CYP4V2","Cytochrome P450 4V2","CP4V2_HUMAN",0.255907499999999
0.243300000000001,11.55725,4.32485654909213,0.00310255616737665,0.0171737060377663,-2.85435248891305,"S2542_HUMAN",15,-3.09666812880769,0.0170948580262729,0.0577183531438447,-0.243300000000001,"Non-significant",1.23868606896358,"SLC25A42","Mitochondrial coenzyme A transporter SLC25A42","S2542_HUMAN",0.243300000000001
-0.118049999999997,11.554525,-2.79453667728018,0.0255041004301486,0.074746063733463,-5.10741995850585,"UBXN1_HUMAN",18,3.09582963247811,0.0171151436587872,0.0577627165736855,0.118049999999997,"Non-significant",1.23835239014032,"UBXN1","UBX domain-containing protein 1","UBXN1_HUMAN",-0.118049999999997
-0.0955999999999975,13.036225,-2.56442222987206,0.0358833240374492,0.0954779500627416,-5.46074676346097,"SYFA_HUMAN",25,3.0953634023056,0.017126434168967,0.0577766975741905,0.0955999999999975,"Non-significant",1.2382472853768,"FARSA","Phenylalanine--tRNA ligase alpha subunit","SYFA_HUMAN",-0.0955999999999975
-0.365174999999997,9.337205,-3.16337519597676,0.0149154211393906,0.0509127318706479,-4.54388252176847,"PM34_HUMAN",8,3.09373100670449,0.0171660276481553,0.0578861082519979,0.365174999999997,"Non-significant",1.237425647557,"SLC25A17","Peroxisomal membrane protein PMP34","PM34_HUMAN",-0.365174999999997
0.205400000000001,13.088725,3.04532816521506,0.0176795798075653,0.0575066573780885,-4.72346357541387,"AAKG1_HUMAN",22,-3.09340844422073,0.0171738628482759,0.057888379233784,-0.205400000000001,"Non-significant",1.23740860969521,"PRKAG1","5'-AMP-activated protein kinase subunit gamma-1","AAKG1_HUMAN",0.205400000000001
0.154299999999996,13.597025,2.9148251952105,0.0213756601939188,0.0657706362190505,-4.92294715781434,"SNTB1_HUMAN",30,-3.0923938223321,0.0171985332929789,0.0579107930928522,-0.154299999999996,"Non-significant",1.23724048732892,"SNTB1","Beta-1-syntrophin","SNTB1_HUMAN",0.154299999999996
0.0727249999999984,13.2870125,2.7190428736182,0.0285133673816083,0.0809247010342487,-5.22335089622659,"ELAV1_HUMAN",14,-3.09217031974589,0.017203972798394,0.0579107930928522,-0.0727249999999984,"Non-significant",1.23724048732892,"ELAVL1","ELAV-like protein 1","ELAV1_HUMAN",0.0727249999999984
0.5764575,6.71628375,3.12376004740446,0.0157881819811028,0.0528868110042495,-4.60404142443573,"VIP1_HUMAN",16,-3.09186561354799,0.0172113915456069,0.0579107930928522,-0.5764575,"Non-significant",1.23724048732892,"PPIP5K1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1","VIP1_HUMAN",0.5764575
-0.170342499999999,9.24955375,-3.33892943466996,0.0116208824630633,0.042696178613155,-4.27880445405897,"TE2IP_HUMAN",20,3.09168552889895,0.0172157777031628,0.0579107930928522,0.170342499999999,"Non-significant",1.23724048732892,"TERF2IP","Telomeric repeat-binding factor 2-interacting protein 1","TE2IP_HUMAN",-0.170342499999999
-0.164470000000003,9.386525,-2.93259485469695,0.0208278869862945,0.0645273325067914,-4.89573730763402,"PDE6D_HUMAN",4,3.09112274366647,0.0172294926061461,0.0579107930928522,0.164470000000003,"Non-significant",1.23724048732892,"PDE6D","Retinal rod rhodopsin-sensitive cGMP 3',5'-cyclic phosphodiesterase subunit delta","PDE6D_HUMAN",-0.164470000000003
-0.247399999999999,10.798625,-3.05427228235617,0.0174522783326684,0.0570427682017626,-4.70982528886698,"ORML1_HUMAN",4,3.0909854813838,0.0172328394062745,0.0579107930928522,0.247399999999999,"Non-significant",1.23724048732892,"ORMDL1","ORM1-like protein 1","ORML1_HUMAN",-0.247399999999999
-0.320625,11.4705875,-3.0885119986471,0.0166102597410801,0.0547777212640895,-4.65766129726645,"H15_HUMAN",4,3.09089104428476,0.0172351424216368,0.0579107930928522,0.320625,"Non-significant",1.23724048732892,"H1-5","Histone H1.5","H15_HUMAN",-0.320625
-0.174887500000001,9.80256625,-5.20928915879445,0.00107176480904941,0.008305920375404,-1.6895581295777,"DPOLB_HUMAN",16,3.09078091418827,0.017237828551454,0.0579107930928522,0.174887500000001,"Non-significant",1.23724048732892,"POLB","DNA polymerase beta","DPOLB_HUMAN",-0.174887500000001
-0.313172499999999,9.09755375,-3.1314175489284,0.0156153519119619,0.0524818667377914,-4.59240404425528,"PEX12_HUMAN",10,3.0902568512644,0.0172506168114746,0.0579296783079139,0.313172499999999,"Non-significant",1.23709888319585,"PEX12","Peroxisome assembly protein 12","PEX12_HUMAN",-0.313172499999999
-0.135825000000001,10.4972625,-2.85953150867722,0.0231789532150292,0.0695843938341928,-5.007691648724,"PUS1_HUMAN",27,3.08921750879384,0.0172760088238254,0.0579640650280264,0.135825000000001,"Non-significant",1.23684116499978,"PUS1","Pseudouridylate synthase 1 homolog","PUS1_HUMAN",-0.135825000000001
0.103285,9.1688625,2.73123835995704,0.0280032659223554,0.0798414103881476,-5.20461952169717,"NEP1_HUMAN",14,-3.08892140155814,0.0172832502383876,0.0579640650280264,-0.103285,"Non-significant",1.23684116499978,"EMG1","Ribosomal RNA small subunit methyltransferase NEP1","NEP1_HUMAN",0.103285
-0.2452975,9.82164375,-3.04153261024394,0.0177769809937434,0.0577537529631944,-4.72925261083223,"APLP2_HUMAN",23,3.08889604470269,0.0172838704997563,0.0579640650280264,0.2452975,"Non-significant",1.23684116499978,"APLP2","Amyloid beta precursor like protein 2","APLP2_HUMAN",-0.2452975
0.133699999999996,14.21925,3.78241363009421,0.00630377950816343,0.0280591646519087,-3.62303717646411,"SHOT1_HUMAN",49,-3.0886642697941,0.0172895411088175,0.0579640650280264,-0.133699999999996,"Non-significant",1.23684116499978,"SHTN1","Shootin-1","SHOT1_HUMAN",0.133699999999996
0.292525000000001,8.5292125,3.31253929870275,0.0120620676754117,0.0439574810731978,-4.31848060104516,"TM143_HUMAN",11,-3.08801978159055,0.017305319559743,0.0579929096191555,-0.292525000000001,"Non-significant",1.23662510129069,"TMEM143","Transmembrane protein 143","TM143_HUMAN",0.292525000000001
-0.560195,8.2618825,-3.11043742269724,0.0160937207162124,0.053577242400801,-4.62429806573658,"DDX50_HUMAN",17,3.08378085367165,0.0174094794785478,0.0583083919589439,0.560195,"Non-significant",1.23426893547806,"DDX50","ATP-dependent RNA helicase DDX50","DDX50_HUMAN",-0.560195
0.535499999999997,10.70005,3.13549526322164,0.0155241367065592,0.0522839987496324,-4.586208693432,"HBA_HUMAN",4,-3.0834844753632,0.0174167870191205,0.0583083919589439,-0.535499999999997,"Non-significant",1.23426893547806,"HBA2","Hemoglobin subunit alpha","HBA_HUMAN",0.535499999999997
-0.420925,15.5407625,-3.09947265772871,0.0163498801821858,0.0541623284887737,-4.64097877937387,"NB5R3_HUMAN",23,3.08330953536369,0.0174211018904923,0.0583083919589439,0.420925,"Non-significant",1.23426893547806,"CYB5R3","NADH-cytochrome b5 reductase 3","NB5R3_HUMAN",-0.420925
-0.167124999999995,10.7593875,-3.33565375193169,0.0116746960657382,0.0428354826597196,-4.28372574186573,"CIA2B_HUMAN",6,3.08216047188227,0.0174494716195922,0.0583791718133954,0.167124999999995,"Non-significant",1.23374207035218,"CIAO2B","Cytosolic iron-sulfur assembly component 2B","CIA2B_HUMAN",-0.167124999999995
-0.470799999999999,6.8429,-3.27749206852589,0.0126757946183942,0.0454966464922205,-4.37127039545182,"KBTB2_HUMAN",6,3.08106941640469,0.0174764545789847,0.0584452554248793,0.470799999999999,"Non-significant",1.23325073901761,"KBTBD2","Kelch repeat and BTB domain-containing protein 2","KBTB2_HUMAN",-0.470799999999999
-0.493707500000001,7.47325375,-3.10872828130484,0.0161333686593052,0.0536429530535433,-4.6268976482029,"NIPBL_HUMAN",33,3.08023493352676,0.0174971221307507,0.058487351843135,0.493707500000001,"Non-significant",1.23293804192869,"NIPBL","Nipped-B-like protein","NIPBL_HUMAN",-0.493707500000001
-0.183900000000001,10.48385,-3.00167035791748,0.0188348024936828,0.0601033196038049,-4.79010100648485,"KAIN_HUMAN",16,3.07997706206364,0.0175035140552448,0.058487351843135,0.183900000000001,"Non-significant",1.23293804192869,"SERPINA4","Kallistatin","KAIN_HUMAN",-0.183900000000001
-0.107299999999999,15.627375,-2.67252513343502,0.0305493714024529,0.0850149016921045,-5.29479994507348,"TBA4A_HUMAN",8,3.07966608904446,0.0175112255196346,0.0584889404443003,0.107299999999999,"Non-significant",1.2329262460219,"TUBA4A","Tubulin alpha-4A chain","TBA4A_HUMAN",-0.107299999999999
-0.518660000000001,8.4269375,-3.10520455455848,0.0162154372832467,0.0538051640231869,-4.63225782023441,"SFT2C_HUMAN",3,3.07868391204545,0.0175356051051169,0.0585461776392647,0.518660000000001,"Non-significant",1.23250145386854,"SFT2D3","Vesicle transport protein SFT2C","SFT2C_HUMAN",-0.518660000000001
-0.251949999999997,9.4627375,-3.05227937824153,0.0175026564474841,0.0571381147273884,-4.71286371705782,"OSGL1_HUMAN",10,3.07639937844264,0.0175924512909566,0.0587117191514459,0.251949999999997,"Non-significant",1.23127520275885,"OSGEPL1","tRNA N6-adenosine threonylcarbamoyltransferase, mitochondrial","OSGL1_HUMAN",-0.251949999999997
0.225449999999999,13.895825,3.04825280440099,0.0176049123935861,0.0573561091807162,-4.71900345885638,"EIF1B_HUMAN",6,-3.07173837922603,0.0177090389210019,0.059076418323755,-0.225449999999999,"Non-significant",1.22858584290277,"EIF1B","Eukaryotic translation initiation factor 1b","EIF1B_HUMAN",0.225449999999999
-0.216399999999997,10.429725,-3.457528368512,0.00984056063095971,0.038130993087271,-4.10133021155398,"LSM12_HUMAN",7,3.07109313132744,0.0177252433164887,0.0591060815706182,0.216399999999997,"Non-significant",1.22836783118851,"LSM12","Protein LSM12","LSM12_HUMAN",-0.216399999999997
-0.113149999999999,10.8399,-2.77507286431885,0.0262468349418682,0.0762239888830362,-5.13730266209037,"MAP1S_HUMAN",37,3.0703462171822,0.0177440205590556,0.0591442961562254,0.113149999999999,"Non-significant",1.22808713214037,"MAP1S","Microtubule-associated protein 1S","MAP1S_HUMAN",-0.113149999999999
0.1586,14.801575,3.22249755418715,0.0137068217968463,0.0481914922070069,-4.454321636122,"QCR6_HUMAN",5,-3.06869692649885,0.0177855581616399,0.0592411717410844,-0.1586,"Non-significant",1.22737636008239,"UQCRH","Cytochrome b-c1 complex subunit 6, mitochondrial","QCR6_HUMAN",0.1586
-0.222317500000001,8.87907125,-4.66618168901886,0.00203116275700869,0.0127964836826978,-2.3916171581246,"SHIP2_HUMAN",46,3.06861030259231,0.017787742646989,0.0592411717410844,0.222317500000001,"Non-significant",1.22737636008239,"INPPL1","Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2","SHIP2_HUMAN",-0.222317500000001
0.383475000000001,17.4765375,3.09547986129492,0.0164442288045617,0.0543508391948076,-4.64705503649643,"HMCS2_HUMAN",32,-3.06815597281487,0.017799204619414,0.0592549303701495,-0.383475000000001,"Non-significant",1.2272755078754,"HMGCS2","Hydroxymethylglutaryl-CoA synthase, mitochondrial","HMCS2_HUMAN",0.383475000000001
-0.210524999999997,10.5639875,-2.98651201841163,0.0192542958163491,0.0610562860272852,-4.81326243272357,"NECP1_HUMAN",12,3.06605799907116,0.0178522347234276,0.0593996662776681,0.210524999999997,"Non-significant",1.22621599498807,"NECAP1","Adaptin ear-binding coat-associated protein 1","NECP1_HUMAN",-0.210524999999997
-0.324574999999998,8.7916575,-3.07985183868257,0.0168190898873122,0.055301231805968,-4.67084795011134,"STRN4_HUMAN",18,3.06585485994133,0.0178573783316508,0.0593996662776681,0.324574999999998,"Non-significant",1.22621599498807,"STRN4","Striatin-4","STRN4_HUMAN",-0.324574999999998
0.189059999999998,9.4247425,3.91129428204463,0.00530548066429473,0.0251225543113616,-3.43684830196461,"BLT3B_HUMAN",49,-3.06544258965477,0.0178678221057435,0.0594099572524577,-0.189059999999998,"Non-significant",1.22614076011327,"BLTP3B","Bridge-like lipid transfer protein family member 3B","BLT3B_HUMAN",0.189059999999998
-0.0981999999999985,13.859425,-3.40849841586449,0.0105383957680142,0.0398978234158588,-4.1745296498067,"PLAK_HUMAN",41,3.06475661525878,0.0178852138163015,0.0594433319396237,0.0981999999999985,"Non-significant",1.22589685533031,"JUP","Junction plakoglobin","PLAK_HUMAN",-0.0981999999999985
-0.138799999999996,11.911375,-2.9819600586163,0.0193821797855494,0.0614136257179912,-4.82021998472535,"NAA10_HUMAN",19,3.06410134032569,0.0179018439724654,0.0594741491284167,0.138799999999996,"Non-significant",1.22567176251435,"NAA10","N-alpha-acetyltransferase 10","NAA10_HUMAN",-0.138799999999996
-0.110099999999999,10.883825,-3.3402930516953,0.0115985587928872,0.0426529348147896,-4.27675609392905,"EXOC1_HUMAN",37,3.06367033204358,0.0179127914341651,0.0594860694997356,0.110099999999999,"Non-significant",1.22558472582993,"EXOC1","Exocyst complex component 1","EXOC1_HUMAN",-0.110099999999999
-0.155075,11.0430875,-3.53745815734323,0.00880694578903869,0.0354161904541292,-3.98254134014126,"XRN2_HUMAN",46,3.06006765303856,0.0180045765865384,0.0597618160161857,0.155075,"Non-significant",1.22357621383949,"XRN2","5'-3' exoribonuclease 2","XRN2_HUMAN",-0.155075
0.568964999999999,6.96036,3.09361836415701,0.016488412168195,0.0544649920537476,-4.6498882346551,"KTU_HUMAN",10,-3.05983140498521,0.0180106128684187,0.0597618160161857,-0.568964999999999,"Non-significant",1.22357621383949,"DNAAF2","Protein kintoun","KTU_HUMAN",0.568964999999999
0.214325000000001,10.4133125,2.98957836090719,0.0191686502948858,0.0608741814153472,-4.80857620307718,"TENS3_HUMAN",46,-3.05830405233628,0.0180496895120081,0.0598669020621918,-0.214325000000001,"Non-significant",1.22281321474734,"TNS3","Tensin-3","TENS3_HUMAN",0.214325000000001
0.120575000000001,15.8034125,2.90007711772825,0.0218417693454973,0.0667727010664352,-4.94553974886798,"HIBCH_HUMAN",25,-3.05645701613136,0.0180970653182986,0.0599817494269271,-0.120575000000001,"Non-significant",1.22198087176454,"HIBCH","3-hydroxyisobutyryl-CoA hydrolase, mitochondrial","HIBCH_HUMAN",0.120575000000001
-0.139025000000002,11.5650375,-2.79509713569985,0.025483041054117,0.0747114330215553,-5.10655958509584,"RAB9A_HUMAN",14,3.05633063344545,0.0181003118068459,0.0599817494269271,0.139025000000002,"Non-significant",1.22198087176454,"RAB9A","Ras-related protein Rab-9A","RAB9A_HUMAN",-0.139025000000002
-0.139425000000001,14.7383875,-2.78788757466875,0.0257553322467479,0.0753185059878667,-5.11762758740322,"TCPD_HUMAN",39,3.05608677115095,0.0181065778302242,0.0599817494269271,0.139425000000001,"Non-significant",1.22198087176454,"CCT4","T-complex protein 1 subunit delta","TCPD_HUMAN",-0.139425000000001
0.148350000000001,16.702675,2.98937653417293,0.0191742751309506,0.0608741814153472,-4.8088846359875,"PRDX5_HUMAN",12,-3.05514336879672,0.0181308401628557,0.060037517835462,-0.148350000000001,"Non-significant",1.22157727133626,"PRDX5","Peroxiredoxin-5, mitochondrial","PRDX5_HUMAN",0.148350000000001
0.121500000000001,10.14955,3.51433655719445,0.00909340652505915,0.0360480651996337,-4.01683290731852,"FOCAD_HUMAN",56,-3.05472144038845,0.01814170243743,0.060041303294417,-0.121500000000001,"Non-significant",1.22154988925637,"FOCAD","Focadhesin","FOCAD_HUMAN",0.121500000000001
0.159374999999999,14.5155625,4.43827263704955,0.00269003572727028,0.0156173933764678,-2.69875628849173,"NDUAD_HUMAN",10,-3.05452199110158,0.0181468395333738,0.060041303294417,-0.159374999999999,"Non-significant",1.22154988925637,"NDUFA13","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 13","NDUAD_HUMAN",0.159374999999999
-0.112974999999997,13.6491375,-2.84081848686095,0.0238247597425708,0.0712054666746137,-5.03639407472021,"ARL8B_HUMAN",16,3.05160855423978,0.0182220553349924,0.0602654964291095,0.112974999999997,"Non-significant",1.21993126164417,"ARL8B","ADP-ribosylation factor-like protein 8B","ARL8B_HUMAN",-0.112974999999997
0.108550000000005,16.6745,2.82058001788884,0.0245444370506646,0.0726181129870139,-5.06744681469259,"ACY1_HUMAN",30,-3.049763975939,0.018269847465576,0.0603810991116871,-0.108550000000005,"Non-significant",1.21909898581779,"ACY1","Aminoacylase-1","ACY1_HUMAN",0.108550000000005
-0.525377500000001,7.09879125,-3.07879385365715,0.0168447916874271,0.0553460371285345,-4.67245925555091,"CSF1_HUMAN",7,3.04968296070265,0.0182719495765417,0.0603810991116871,0.525377500000001,"Non-significant",1.21909898581779,"CSF1","Macrophage colony-stimulating factor 1","CSF1_HUMAN",-0.525377500000001
0.162884999999999,9.7638775,2.87004179341443,0.0228242925485043,0.0689522180845556,-4.99157531734184,"EPMIP_HUMAN",20,-3.04821068054576,0.0183101957087677,0.0604827592619408,-0.162884999999999,"Non-significant",1.21836840426445,"EPM2AIP1","EPM2A-interacting protein 1","EPMIP_HUMAN",0.162884999999999
0.343065000000003,9.994955,3.05199079875426,0.0175099640954058,0.0571388937356338,-4.71330371206285,"DCAKD_HUMAN",10,-3.04528359271572,0.0183864864943315,0.0607099552016674,-0.343065000000003,"Non-significant",1.2167400875961,"DCAKD","Dephospho-CoA kinase domain-containing protein","DCAKD_HUMAN",0.343065000000003
0.64779,6.8958375,3.14266948683271,0.0153650229665605,0.0519176438366574,-4.57531165225252,"4EBP2_HUMAN",4,-3.04447442011955,0.0184076359588082,0.0607549699693944,-0.64779,"Non-significant",1.21641818946632,"EIF4EBP2","Eukaryotic translation initiation factor 4E-binding protein 2","4EBP2_HUMAN",0.64779
-0.591535000000002,7.101565,-3.08831730483226,0.0166149243134693,0.0547777212640895,-4.65795769996397,"CBL_HUMAN",13,3.04409190805789,0.0184176427115277,0.0607631861376645,0.591535000000002,"Non-significant",1.21635946183809,"CBL","E3 ubiquitin-protein ligase CBL","CBL_HUMAN",-0.591535000000002
0.0844000000000005,13.762825,2.45281568652302,0.0424028483178069,0.108086478383107,-5.63167759662192,"SYLC_HUMAN",65,-3.04338910659922,0.0184360434714747,0.0607990776743899,-0.0844000000000005,"Non-significant",1.21610300895031,"LARS1","Leucine--tRNA ligase, cytoplasmic","SYLC_HUMAN",0.0844000000000005
0.0645999999999969,13.13055,2.60221255049264,0.0339171154574886,0.0917203225971496,-5.40276218940767,"IDE_HUMAN",56,-3.04257193801436,0.0184574631053289,0.0608448916314737,-0.0645999999999969,"Non-significant",1.21577587806483,"IDE","Insulin-degrading enzyme","IDE_HUMAN",0.0645999999999969
0.13935,11.143025,2.80647781272208,0.025059311959561,0.0738516215703303,-5.08909012618724,"MIRO1_HUMAN",28,-3.04198637538709,0.0184728281081458,0.0608707173249665,-0.13935,"Non-significant",1.21559158031633,"RHOT1","Mitochondrial Rho GTPase 1","MIRO1_HUMAN",0.13935
0.3602675,6.84304125,3.04014281448763,0.0178127873556502,0.0577771910897756,-4.73137256075565,"RPC8_HUMAN",5,-3.04087031152954,0.0185021508859835,0.0609424961741665,-0.3602675,"Non-significant",1.21507976126424,"POLR3H","DNA-directed RNA polymerase III subunit RPC8","RPC8_HUMAN",0.3602675
0.191850000000001,12.6679,3.00477654167132,0.0187500367607871,0.0599620054293379,-4.78535635827441,"NNRD_HUMAN",19,-3.04052702755338,0.0185111800393981,0.060947400512609,-0.191850000000001,"Non-significant",1.21504481288571,"NAXD","ATP-dependent (S)-NAD(P)H-hydrate dehydratase","NNRD_HUMAN",0.191850000000001
0.17535,11.487375,2.93540312296685,0.0207426765466437,0.064347015090897,-4.8914383439532,"CREL1_HUMAN",17,-3.04023120291331,0.018518964651154,0.060948204916644,-0.17535,"Non-significant",1.21503908096072,"CRELD1","Protein disulfide isomerase CRELD1","CREL1_HUMAN",0.17535
-0.131599999999997,13.385275,-2.84870933311819,0.0235501721911881,0.0705022377116198,-5.02428971387887,"KHDR1_HUMAN",15,3.03989638725958,0.0185277794968509,0.0609523979133275,0.131599999999997,"Non-significant",1.21500920423688,"KHDRBS1","KH domain-containing, RNA-binding, signal transduction-associated protein 1","KHDR1_HUMAN",-0.131599999999997
-0.365292499999999,7.95729375,-3.45464804041425,0.0098801563980861,0.0382556808604675,-4.10562355686489,"MITD1_HUMAN",8,3.03861035858367,0.0185616787423329,0.0610390761896977,0.365292499999999,"Non-significant",1.21439204793576,"MITD1","MIT domain-containing protein 1","MITD1_HUMAN",-0.365292499999999
0.191149999999997,10.284325,3.03754386412434,0.0178799505307585,0.057924219458278,-4.7353372213106,"TACC2_HUMAN",99,-3.03765603751607,0.0185868767933868,0.0610970821963992,-0.191149999999997,"Non-significant",1.21397952979445,"TACC2","Transforming acidic coiled-coil-containing protein 2","TACC2_HUMAN",0.191149999999997
-0.803920000000001,6.699085,-3.07853873275833,0.0168509955923943,0.0553460371285345,-4.67284781405882,"ZCHC2_HUMAN",9,3.03698213941604,0.0186046923528198,0.0611307838568466,0.803920000000001,"Non-significant",1.21374003538116,"ZCCHC2","Zinc finger CCHC domain-containing protein 2","ZCHC2_HUMAN",-0.803920000000001
-0.324092500000003,8.26813875,-3.02480944872972,0.018212923388973,0.0586747946405217,-4.75476905064425,"YBEY_HUMAN",3,3.03569665023869,0.0186387265032422,0.0612177270726154,0.324092500000003,"Non-significant",1.21312279917753,"YBEY","Endoribonuclease YbeY","YBEY_HUMAN",-0.324092500000003
-0.185149999999998,15.55825,-3.89351310001421,0.00543239759377522,0.0254347604227401,-3.46240906049832,"HEXB_HUMAN",25,3.03314187790026,0.0187065617950987,0.0614155722947939,0.185149999999998,"Non-significant",1.21172149686808,"HEXB","Beta-hexosaminidase subunit beta","HEXB_HUMAN",-0.185149999999998
-0.0952500000000001,10.27785,-2.53372676651727,0.0375665825524816,0.0987803144995799,-5.50781250201726,"PLRG1_HUMAN",23,3.03233172035632,0.0187281280158077,0.061461412404293,0.0952500000000001,"Non-significant",1.21139746372913,"PLRG1","Pleiotropic regulator 1","PLRG1_HUMAN",-0.0952500000000001
-0.206490000000001,8.404635,-3.13905945943015,0.0154448709070938,0.0520821408185396,-4.58079451594578,"NOL9_HUMAN",17,3.03186045409624,0.0187406851436969,0.0614776615326713,0.206490000000001,"Non-significant",1.21128266041061,"NOL9","Polynucleotide 5'-hydroxyl-kinase NOL9","NOL9_HUMAN",-0.206490000000001
0.268075000000003,10.8407125,3.03603755374836,0.0179189995463817,0.0580053157122161,-4.73763525672517,"CREL2_HUMAN",7,-3.0308373832446,0.0187679761054886,0.0615422113025008,-0.268075000000003,"Non-significant",1.21082690296636,"CRELD2","Protein disulfide isomerase CRELD2","CREL2_HUMAN",0.268075000000003
1.7567025,5.71670125,3.08504226692436,0.0166935973354311,0.0549630742412583,-4.66294400319703,"GLT11_HUMAN",7,-3.02934950050175,0.0188077413635357,0.0616475966915891,-1.7567025,"Non-significant",1.21008384954555,"GALNT11","Polypeptide N-acetylgalactosaminyltransferase 11","GLT11_HUMAN",1.7567025
