"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","D_vs_BM1"
-0.216075,13.1036875,-4.37926326459518,0.00299323013279469,0.0190806618007724,-3.0327644334482,"RL18A_HUMAN",12,4.42872005866717,0.00304896237836867,0.0193334959735619,0.216075,"Non-significant",1.71368960770207,"RPL18A","Large ribosomal subunit protein eL20","RL18A_HUMAN",-0.216075
-0.0894750000000073,16.4204125,-3.53328362932689,0.00905774702580878,0.0405167510844562,-4.23395769174841,"MOES_HUMAN",43,4.42839780105775,0.00305015021744167,0.0193334959735619,0.0894750000000073,"Non-significant",1.71368960770207,"MSN","Moesin","MOES_HUMAN",-0.0894750000000073
0.261804999999999,9.753835,4.32879284883945,0.00318806902070352,0.0200850833159365,-3.10170934851388,"DYST_HUMAN",287,-4.42775175283682,0.00305253308169647,0.0193334959735619,-0.261804999999999,"Non-significant",1.71368960770207,"DST","Dystonin","DYST_HUMAN",0.261804999999999
-0.420909999999999,7.99234,-4.44794261279341,0.00274875318107406,0.0179329536442744,-2.93952481277242,"UTP18_HUMAN",16,4.42710442402219,0.00305492272586245,0.0193334959735619,0.420909999999999,"Non-significant",1.71368960770207,"UTP18","U3 small nucleolar RNA-associated protein 18 homolog","UTP18_HUMAN",-0.420909999999999
-0.1121,13.209975,-4.20925640916705,0.00370725567332422,0.0223125447561279,-3.26643153291326,"CATC_HUMAN",11,4.42659315325149,0.0030568115618226,0.0193334959735619,0.1121,"Non-significant",1.71368960770207,"CTSC","Dipeptidyl peptidase 1","CATC_HUMAN",-0.1121
0.108349999999996,12.076875,3.90809477151279,0.00547340937729922,0.0290747808933189,-3.69016912836227,"UAP1_HUMAN",31,-4.42272488405526,0.0030711442258385,0.0194089591692358,-0.108349999999996,"Non-significant",1.71199775359554,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN",0.108349999999996
0.719337499999999,6.80352875,4.51328393685108,0.0025363644490646,0.0169573480908099,-2.85143934864121,"MOT10_HUMAN",3,-4.41719000492449,0.00309178086892624,0.0195241130965085,-0.719337499999999,"Up in BM1",1.70942868528886,"SLC16A10","Monocarboxylate transporter 10","MOT10_HUMAN",0.719337499999999
0.12717,9.5054775,3.81575034607198,0.00618473419201839,0.0312836085569992,-3.82252266589893,"DICER_HUMAN",73,-4.41556985571832,0.00309785040741596,0.0195471700570985,-0.12717,"Non-significant",1.70891610873094,"DICER1","Endoribonuclease Dicer","DICER_HUMAN",0.12717
-0.319025,12.7932375,-4.4001468605393,0.00291645887852581,0.0187988334251389,-3.00434189811786,"MT1G_HUMAN",1,4.4080971043313,0.00312601579524848,0.019697039371809,0.319025,"Non-significant",1.70559904699138,"MT1G","Metallothionein-1G","MT1G_HUMAN",-0.319025
0.1134,11.208825,3.99976505518048,0.00485432522931784,0.0268379127524911,-3.55988867055172,"AB1IP_HUMAN",20,-4.40797575103887,0.00312647550588036,0.019697039371809,-0.1134,"Non-significant",1.70559904699138,"APBB1IP","Amyloid beta A4 precursor protein-binding family B member 1-interacting protein","AB1IP_HUMAN",0.1134
-0.159475000000002,10.9144375,-4.11283585026391,0.00419356294631139,0.0243335027243611,-3.40075071302538,"VP35L_HUMAN",48,4.405885699692,0.00313440473228966,0.0197260617189992,0.159475000000002,"Non-significant",1.70495961238756,"VPS35L","VPS35 endosomal protein-sorting factor-like","VP35L_HUMAN",-0.159475000000002
-0.239649999999999,15.45745,-5.15720924784556,0.00118688735951489,0.0100480252074456,-2.0159194112587,"REEP5_HUMAN",7,4.4054510275114,0.00313605656918989,0.0197260617189992,0.239649999999999,"Non-significant",1.70495961238756,"REEP5","Receptor expression-enhancing protein 5","REEP5_HUMAN",-0.239649999999999
0.227667499999999,9.26996625,5.88612897152832,0.000537999758986616,0.00598163968622946,-1.13967796432905,"METH_HUMAN",56,-4.40483388224954,0.00313840348517047,0.0197260617189992,-0.227667499999999,"Non-significant",1.70495961238756,"MTR","Methionine synthase","METH_HUMAN",0.227667499999999
1.777205,6.1630125,4.48254732663642,0.00263393972198805,0.0174220956011599,-2.89279909536744,"CO6A2_HUMAN",8,-4.40350898786241,0.00314344840539377,0.0197309515805603,-1.777205,"Up in BM1",1.70485196917149,"COL6A2","Collagen alpha-2(VI) chain","CO6A2_HUMAN",1.777205
-0.237024999999996,8.9534875,-4.44791501528595,0.00274884690897636,0.0179329536442744,-2.93956214484827,"BT2A1_HUMAN",17,4.40334760030823,0.00314406354518888,0.0197309515805603,0.237024999999996,"Non-significant",1.70485196917149,"BTN2A1","Butyrophilin subfamily 2 member A1","BT2A1_HUMAN",-0.237024999999996
-0.36713,8.43448,-4.39690395030467,0.00292823741916543,0.0188297080820319,-3.00875143929623,"SMS1_HUMAN",6,4.40042924944218,0.00315520993841001,0.0197855406766238,0.36713,"Non-significant",1.70365207733296,"SGMS1","Phosphatidylcholine:ceramide cholinephosphotransferase 1","SMS1_HUMAN",-0.36713
0.153274999999997,14.7754125,4.15109065423617,0.00399275339075844,0.0236089434217268,-3.34730581500573,"MLEC_HUMAN",17,-4.39776708334253,0.00316541580873973,0.0198339606714542,-0.153274999999997,"Non-significant",1.70259055225958,"MLEC","Malectin","MLEC_HUMAN",0.153274999999997
0.085899999999997,13.02185,3.46175428690711,0.00999481328112324,0.0435750138896004,-4.33961664629768,"AACT_HUMAN",16,-4.39594232135449,0.00317243233803095,0.0198339606714542,-0.085899999999997,"Non-significant",1.70259055225958,"SERPINA3","Alpha-1-antichymotrypsin","AACT_HUMAN",0.085899999999997
-0.233654999999999,8.7081225,-4.87997371590753,0.00163399592229613,0.0126026612976332,-2.36841665335147,"MRTFA_HUMAN",18,4.39588072385767,0.00317266948974149,0.0198339606714542,0.233654999999999,"Non-significant",1.70259055225958,"MRTFA","Myocardin-related transcription factor A","MRTFA_HUMAN",-0.233654999999999
-0.216450000000002,13.14535,-4.38642652156762,0.00296665017584508,0.0189710707051866,-3.02300829144056,"NDUA9_HUMAN",23,4.39586068420229,0.00317274664706053,0.0198339606714542,0.216450000000002,"Non-significant",1.70259055225958,"NDUFA9","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial","NDUA9_HUMAN",-0.216450000000002
-0.245994999999999,9.8994425,-4.26147493342609,0.00346987973283722,0.0213569129658172,-3.1942275831531,"VPP3_HUMAN",25,4.39461580693056,0.00317754376540466,0.0198485983429411,0.245994999999999,"Non-significant",1.70227015657942,"TCIRG1","V-type proton ATPase 116 kDa subunit a 3","VPP3_HUMAN",-0.245994999999999
0.265599999999999,14.241475,7.91315375383147,8.20262806979174e-05,0.00170881037855996,0.957693143837849,"PON1_HUMAN",14,-4.39337638373851,0.00318232779982753,0.0198631317420895,-0.265599999999999,"Non-significant",1.7019522769342,"PON1","Serum paraoxonase/arylesterase 1","PON1_HUMAN",0.265599999999999
-0.452805,7.021335,-4.5210364565482,0.00251238510630572,0.0168109344488983,-2.84102867946128,"CRBG3_HUMAN",46,4.39054337312687,0.00319329270470266,0.0199161920772466,0.452805,"Non-significant",1.70079369392068,"CRYBG3","Very large A-kinase anchor protein","CRBG3_HUMAN",-0.452805
-0.393749999999999,12.28605,-4.53506881290558,0.00246961228569184,0.0166210458828036,-2.82220676793411,"SRPRA_HUMAN",37,4.38573838968792,0.00321198515427715,0.020017329222839,0.393749999999999,"Non-significant",1.69859386797354,"SRPRA","Signal recognition particle receptor subunit alpha","SRPRA_HUMAN",-0.393749999999999
0.335207499999999,8.21160125,4.34312451378864,0.00313136668687389,0.0198154362733164,-3.08209504436046,"FRY_HUMAN",18,-4.38332438194079,0.00322142160573606,0.0200606709084473,-0.335207499999999,"Non-significant",1.69765454654172,"FRY","Protein furry homolog","FRY_HUMAN",0.335207499999999
-0.170855000000001,9.1462225,-4.0315012175086,0.0046581036002783,0.0262196736776111,-3.51504749434259,"NSMA3_HUMAN",25,4.38049571418138,0.00323251782418355,0.0201142737281567,0.170855000000001,"Non-significant",1.69649564400489,"SMPD4","Sphingomyelin phosphodiesterase 4","NSMA3_HUMAN",-0.170855000000001
-0.2210275,9.18070125,-5.26403926993892,0.00105230676398182,0.00936761627011573,-1.88296914911421,"UBP25_HUMAN",51,4.3773055468077,0.00324508262247975,0.0201769252596183,0.2210275,"Non-significant",1.69514501473546,"USP25","Ubiquitin carboxyl-terminal hydrolase 25","UBP25_HUMAN",-0.2210275
-0.3281075,9.18329375,-4.43115039268339,0.00280643697577912,0.0181912029472515,-2.96226021998427,"RICTR_HUMAN",50,4.37337007021057,0.00326065700451811,0.0202581787605841,0.3281075,"Non-significant",1.69339960091954,"RICTOR","Rapamycin-insensitive companion of mTOR","RICTR_HUMAN",-0.3281075
-0.342324999999999,11.1069875,-4.32235773349581,0.00321389409139696,0.0202005427114321,-3.11052586805357,"IMA5_HUMAN",11,4.36777822154657,0.0032829280209386,0.020371829349682,0.342324999999999,"Non-significant",1.69096997046964,"KPNA1","Importin subunit alpha-5","IMA5_HUMAN",-0.342324999999999
-0.424272499999999,9.64289375,-4.39471011500711,0.00293623519192959,0.0188511430153828,-3.01173534821654,"CARL1_HUMAN",45,4.3675125448809,0.00328399030590568,0.020371829349682,0.424272499999999,"Non-significant",1.69096997046964,"CARMIL1","F-actin-uncapping protein LRRC16A","CARL1_HUMAN",-0.424272499999999
0.235865000000002,9.6964425,4.2151405613288,0.00367964034638929,0.0222290978474325,-3.25827632825848,"TFPI1_HUMAN",11,-4.3656097204586,0.00329160964787027,0.0204034361838461,-0.235865000000002,"Non-significant",1.69029668600478,"TFPI","Tissue factor pathway inhibitor","TFPI1_HUMAN",0.235865000000002
-0.157649999999999,13.18025,-4.67917531522786,0.00207381544347746,0.0146874797140763,-2.63054033474874,"B2L13_HUMAN",25,4.35833459015149,0.00332092078748158,0.0205693507472901,0.157649999999999,"Non-significant",1.68677941619634,"BCL2L13","Bcl-2-like protein 13","B2L13_HUMAN",-0.157649999999999
-0.321102499999999,8.02624125,-4.32419899422961,0.00320648152524117,0.0201696421544936,-3.10800262678817,"ZY11B_HUMAN",18,4.35582080322944,0.00333111537052993,0.0206166964318479,0.321102499999999,"Non-significant",1.68578092374508,"ZYG11B","Protein zyg-11 homolog B","ZY11B_HUMAN",-0.321102499999999
0.463665000000002,7.9668425,4.66237088436666,0.00211615848013995,0.0149201189410063,-2.65273798048282,"CUL7_HUMAN",24,-4.35313090320567,0.00334206232188128,0.0206686226073194,-0.463665000000002,"Non-significant",1.68468846454216,"CUL7","Cullin-7","CUL7_HUMAN",0.463665000000002
0.173300000000001,15.253775,4.02235109191963,0.00471377673945803,0.0263860508206643,-3.52796210440962,"ACS2A_HUMAN",11,-4.34753191108388,0.00336497540090396,0.020788972108106,-0.173300000000001,"Non-significant",1.68216698343493,"ACSM2A","Acyl-coenzyme A synthetase ACSM2A, mitochondrial","ACS2A_HUMAN",0.173300000000001
0.523672499999998,9.54602625,4.37380855812001,0.00301364538064783,0.0191654568149303,-3.04019845370092,"ST1C4_HUMAN",2,-4.34712036561462,0.00336666639731669,0.020788972108106,-0.523672499999998,"Up in BM1",1.68216698343493,"SULT1C4","Sulfotransferase 1C4","ST1C4_HUMAN",0.523672499999998
0.429342499999999,8.74903125,4.42395410211239,0.00283156262952011,0.0183393595628293,-2.97201572111278,"ANKR1_HUMAN",11,-4.34423945054315,0.00337852997696742,0.020846303667044,-0.429342499999999,"Non-significant",1.6809709401779,"ANKRD1","Ankyrin repeat domain-containing protein 1","ANKR1_HUMAN",0.429342499999999
-0.535894999999998,8.279965,-4.47996719602015,0.00264231609020923,0.0174349722099275,-2.89627708916502,"TM199_HUMAN",10,4.34067592721012,0.00339326819125959,0.0209212713882161,0.535894999999998,"Up in D",1.67941192687413,"TMEM199","Transmembrane protein 199","TM199_HUMAN",-0.535894999999998
-0.143700000000001,12.981975,-3.88629686921889,0.00563292206606705,0.0294891552464386,-3.72131134725208,"SQSTM_HUMAN",20,4.33994433164094,0.00339630270506612,0.0209240204001901,0.143700000000001,"Non-significant",1.67935486522242,"SQSTM1","Sequestosome-1","SQSTM_HUMAN",-0.143700000000001
0.129149999999999,13.713825,3.99285358371513,0.00489824045096803,0.0270071470430931,-3.56967211160968,"RGN_HUMAN",19,-4.33645153419552,0.00341083133707872,0.0209893969575511,-0.129149999999999,"Non-significant",1.67800003887211,"RGN","Regucalcin","RGN_HUMAN",0.129149999999999
-0.21355,14.940575,-4.16326533615558,0.00393106570449846,0.0233810184617079,-3.33033920078266,"MPC2_HUMAN",9,4.33614543716457,0.0034121078315257,0.0209893969575511,0.21355,"Non-significant",1.67800003887211,"MPC2","Mitochondrial pyruvate carrier 2","MPC2_HUMAN",-0.21355
-0.117125,12.5679375,-3.70160728616901,0.00720557842988595,0.0346682681242668,-3.98761867889627,"RBM47_HUMAN",28,4.33425672733551,0.0034199958142768,0.0210219210393912,0.117125,"Non-significant",1.67732759950255,"RBM47","RNA-binding protein 47","RBM47_HUMAN",-0.117125
0.115874999999999,12.0441125,3.80029786647565,0.00631326673976006,0.0316957360605469,-3.84477725762613,"SPCS_HUMAN",25,-4.32672974494032,0.0034516312085121,0.0212002546036499,-0.115874999999999,"Non-significant",1.6736589233969,"SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase","SPCS_HUMAN",0.115874999999999
-0.485142499999998,7.59078625,-4.3381053506747,0.00315109803416106,0.0198986917266592,-3.08896096821225,"SUGP2_HUMAN",18,4.32318020936342,0.00346666120462783,0.0212764028223286,0.485142499999998,"Non-significant",1.67210179585388,"SUGP2","SURP and G-patch domain-containing protein 2","SUGP2_HUMAN",-0.485142499999998
0.273724999999999,11.5388375,4.23414898375315,0.00359195567584239,0.021864798786629,-3.23196438962995,"H2A2B_HUMAN",1,-4.32190206314137,0.00347209094068805,0.0212803631214233,-0.273724999999999,"Non-significant",1.67202096564931,"H2AC21","Histone H2A type 2-B","H2A2B_HUMAN",0.273724999999999
-0.125975,15.8258625,-4.08056255844608,0.00437155385988994,0.0251139089193251,-3.4459952927133,"CATZ_HUMAN",12,4.3217889440809,0.00347257193581063,0.0212803631214233,0.125975,"Non-significant",1.67202096564931,"CTSZ","Cathepsin Z","CATZ_HUMAN",-0.125975
-0.140549999999998,10.4777,-4.21256438522,0.00369170301689166,0.0222490973902158,-3.26184621389271,"COG2_HUMAN",44,4.31958777784635,0.00348194614382567,0.0212981631806836,0.140549999999998,"Non-significant",1.67165784984254,"COG2","Conserved oligomeric Golgi complex subunit 2","COG2_HUMAN",-0.140549999999998
-0.150400000000001,11.25115,-4.45503981709159,0.00272476532314491,0.0178334235684051,-2.92992778107567,"RRAGC_HUMAN",16,4.31887528839644,0.0034849864133767,0.0212981631806836,0.150400000000001,"Non-significant",1.67165784984254,"RRAGC","Ras-related GTP-binding protein C","RRAGC_HUMAN",-0.150400000000001
0.108350000000005,11.472975,3.98309991521594,0.00496095203810272,0.0271675984579839,-3.58348968415909,"COQ3_HUMAN",10,-4.31866380930231,0.00348588937918803,0.0212981631806836,-0.108350000000005,"Non-significant",1.67165784984254,"COQ3","Ubiquinone biosynthesis O-methyltransferase, mitochondrial","COQ3_HUMAN",0.108350000000005
-0.227925000000001,10.4080375,-4.15662362873816,0.00396458844143479,0.0235112020338352,-3.33959253139543,"HYI_HUMAN",10,4.31863408472837,0.00348601631671958,0.0212981631806836,0.227925000000001,"Non-significant",1.67165784984254,"HYI","Putative hydroxypyruvate isomerase","HYI_HUMAN",-0.227925000000001
-0.370125,8.62703,-4.36111612148556,0.00306174223058355,0.0194560239385274,-3.05751280981703,"NDK8_HUMAN",1,4.31686974827524,0.00349355995186077,0.0213281307333011,0.370125,"Non-significant",1.67104720586264,"NME2P1","Putative nucleoside diphosphate kinase","NDK8_HUMAN",-0.370125
0.0857250000000036,14.7902625,3.67150351310155,0.00750422734154532,0.0357645457557257,-4.03142886604002,"PCCA_HUMAN",53,-4.31568958020577,0.00349861592102308,0.0213428773506638,-0.0857250000000036,"Non-significant",1.67074703133713,"PCCA","Propionyl-CoA carboxylase alpha chain, mitochondrial","PCCA_HUMAN",0.0857250000000036
0.128599999999999,16.917625,3.85127455206178,0.00589987519998862,0.0302209703685095,-3.7714766760735,"GABT_HUMAN",40,-4.31393214169995,0.00350615989563575,0.0213598801771549,-0.128599999999999,"Non-significant",1.67040118790502,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","GABT_HUMAN",0.128599999999999
0.0563499999999983,11.100125,2.57450432801307,0.0357573835401147,0.106181826287563,-5.6828439020382,"MRCKB_HUMAN",87,-4.31356921416714,0.00350772002401369,0.0213598801771549,-0.0563499999999983,"Non-significant",1.67040118790502,"CDC42BPB","Serine/threonine-protein kinase MRCK beta","MRCKB_HUMAN",0.0563499999999983
-0.105825000000005,15.1954625,-3.87481446028103,0.00571897184909106,0.0297085150746806,-3.73774098683987,"RAB5A_HUMAN",13,4.31319469025438,0.00350933080233351,0.0213598801771549,0.105825000000005,"Non-significant",1.67040118790502,"RAB5A","Ras-related protein Rab-5A","RAB5A_HUMAN",-0.105825000000005
-0.0813499999999987,11.31835,-3.37697079550771,0.0112423088843573,0.0473783017269341,-4.46555702087396,"MCU_HUMAN",18,4.31033406871605,0.00352166082073602,0.0214036449434865,0.0813499999999987,"Non-significant",1.66951226197565,"MCU","Calcium uniporter protein, mitochondrial","MCU_HUMAN",-0.0813499999999987
0.0526499999999999,11.8296,2.50510809464376,0.0396363998983392,0.114708564403249,-5.78877940178971,"EFGM_HUMAN",35,-4.31029787744241,0.0035218171192425,0.0214036449434865,-0.0526499999999999,"Non-significant",1.66951226197565,"GFM1","Elongation factor G, mitochondrial","EFGM_HUMAN",0.0526499999999999
0.118924999999999,12.5888125,3.60767387325522,0.00818261827378286,0.0377512006318418,-4.12467973831971,"RMD1_HUMAN",16,-4.30546518166845,0.00354275663893333,0.0215147272069858,-0.118924999999999,"Non-significant",1.66726415612346,"RMDN1","Regulator of microtubule dynamics protein 1","RMD1_HUMAN",0.118924999999999
-0.492787499999999,8.01371875,-4.45082598185137,0.00273897984487316,0.0179119531441017,-2.93562497924217,"PEX10_HUMAN",6,4.30168261700177,0.00355924154561385,0.0215986106705681,0.492787499999999,"Non-significant",1.66557418391905,"PEX10","Peroxisome biogenesis factor 10","PEX10_HUMAN",-0.492787499999999
0.104550000000003,17.211025,3.56492396181904,0.00867379359491914,0.0392912078680182,-4.18740136497629,"PRDX6_HUMAN",27,-4.29930691163521,0.00356963827413837,0.0216454509901428,-0.104550000000003,"Non-significant",1.66463336108714,"PRDX6","Peroxiredoxin-6","PRDX6_HUMAN",0.104550000000003
0.174924999999998,10.7226875,4.1340270830565,0.00408099770297316,0.0239554861533275,-3.37112002875151,"ALDR_HUMAN",18,-4.29854930506326,0.00357296078130146,0.0216493568180358,-0.174924999999998,"Non-significant",1.66455500159825,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN",0.174924999999998
0.4687825,9.33144875,4.30616225397227,0.00327990819855178,0.0205038654051771,-3.13274053576434,"IMPA2_HUMAN",6,-4.29650036394896,0.00358196351517816,0.0216876487589401,-0.4687825,"Non-significant",1.66378752896175,"IMPA2","Inositol monophosphatase 2","IMPA2_HUMAN",0.4687825
-0.199582499999998,9.31116125,-4.10305957235415,0.00424663120993982,0.0245533047710612,-3.41444121120905,"SPF30_HUMAN",9,4.29297321988486,0.00359751970256499,0.0217655327513718,0.199582499999998,"Non-significant",1.66223069822175,"SMNDC1","Survival of motor neuron-related-splicing factor 30","SPF30_HUMAN",-0.199582499999998
-0.132825000000002,10.6870375,-3.81126093054525,0.00622178202012329,0.03139242451227,-3.82898516850321,"HDHD1_HUMAN",9,4.29218544523898,0.00360100425398183,0.0217703196596373,0.132825000000002,"Non-significant",1.66213519404584,"PUDP","Pseudouridine-5'-phosphatase","HDHD1_HUMAN",-0.132825000000002
0.167300000000001,11.922675,4.56915628673249,0.00236900272916185,0.0161183914644909,-2.77660149873286,"CIAO1_HUMAN",16,-4.29003927099159,0.00361051622525452,0.0218028500969731,-0.167300000000001,"Non-significant",1.6614867311439,"CIAO1","Probable cytosolic iron-sulfur protein assembly protein CIAO1","CIAO1_HUMAN",0.167300000000001
-0.234094999999998,9.5832625,-4.33390749677963,0.00316770523005516,0.0199879479894894,-3.0947061194939,"SPD2B_HUMAN",35,4.28975463544204,0.00361177981935506,0.0218028500969731,0.234094999999998,"Non-significant",1.6614867311439,"SH3PXD2B","SH3 and PX domain-containing protein 2B","SPD2B_HUMAN",-0.234094999999998
-0.249924999999996,11.5766125,-4.44302472986565,0.002765511006039,0.0180271173079139,-2.94617910781371,"SKT_HUMAN",84,4.28298860112735,0.00364196008415913,0.021968629373327,0.249924999999996,"Non-significant",1.65819703794383,"KIAA1217","Sickle tail protein homolog","SKT_HUMAN",-0.249924999999996
-0.2288425,7.28420625,-4.14228662232029,0.00403802054364713,0.0238227699454998,-3.35958785735323,"WDCP_HUMAN",18,4.28184440470735,0.00364709117543911,0.0219831752207862,0.2288425,"Non-significant",1.65790957846064,"WDCP","WD repeat and coiled-coil-containing protein","WDCP_HUMAN",-0.2288425
-0.332924999999999,14.0111125,-6.31575768570746,0.000348134642534584,0.00449877022790337,-0.655774903896154,"RL21_HUMAN",9,4.28120554532272,0.00364995956356231,0.0219840709033339,0.332924999999999,"Non-significant",1.65789188392563,"RPL21","Large ribosomal subunit protein eL21","RL21_HUMAN",-0.332924999999999
0.253050000000002,17.608525,8.11137946527346,6.97052379222686e-05,0.001534431736972,1.13979448129821,"CP3A4_HUMAN",40,-4.27956611075172,0.00365733174125909,0.0220120718276971,-0.253050000000002,"Non-significant",1.65733907871016,"CYP3A4","Cytochrome P450 3A4","CP3A4_HUMAN",0.253050000000002
-0.106999999999996,13.563575,-3.66672619384305,0.00755283855033898,0.0358743184327704,-4.03839140276983,"KIME_HUMAN",17,4.27824346601084,0.00366329130916091,0.0220315354553182,0.106999999999996,"Non-significant",1.65695523428209,"MVK","Mevalonate kinase","KIME_HUMAN",-0.106999999999996
0.091350000000002,13.58135,3.39059516896068,0.0110310745324756,0.0467317481373169,-4.44526931651372,"GPX4_HUMAN",11,-4.27415552859907,0.003681778274976,0.0221262556108781,-0.091350000000002,"Non-significant",1.65509207478141,"GPX4","Phospholipid hydroperoxide glutathione peroxidase GPX4","GPX4_HUMAN",0.091350000000002
0.141850000000002,16.5377,4.00384700709076,0.00482859005505242,0.0267687173116365,-3.55411353127526,"GLYC_HUMAN",30,-4.27129287591758,0.00369478512341332,0.0221879258191307,-0.141850000000002,"Non-significant",1.65388329476706,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN",0.141850000000002
-0.0605749999999965,13.8239125,-2.73862429823135,0.0280674572014583,0.0893186049446406,-5.43196150597343,"SYNC_HUMAN",29,4.27012661326455,0.0037000986605289,0.0222033388812584,0.0605749999999965,"Non-significant",1.65358171254608,"NARS1","Asparagine--tRNA ligase, cytoplasmic","SYNC_HUMAN",-0.0605749999999965
-0.190275000000002,10.4100625,-4.16580990973122,0.00391830455730338,0.0233394662761114,-3.32679567828756,"GGPPS_HUMAN",12,4.2685922768726,0.00370710194660784,0.0222288613015068,0.190275000000002,"Non-significant",1.65308278395591,"GGPS1","Geranylgeranyl pyrophosphate synthase","GGPPS_HUMAN",-0.190275000000002
-0.0986749999999947,13.6643375,-3.57043349486301,0.00860874572040625,0.0392025305115739,-4.17930611251159,"EIF3E_HUMAN",28,4.26678759462861,0.00371535783447874,0.0222441904482992,0.0986749999999947,"Non-significant",1.65278339527598,"EIF3E","Eukaryotic translation initiation factor 3 subunit E","EIF3E_HUMAN",-0.0986749999999947
0.298305000000003,8.933265,4.26410936096827,0.00345835266078265,0.0213388279061879,-3.19059499553039,"NFIB_HUMAN",10,-4.26660023730344,0.00371621609547579,0.0222441904482992,-0.298305000000003,"Non-significant",1.65278339527598,"NFIB","Nuclear factor 1 B-type","NFIB_HUMAN",0.298305000000003
0.698615,6.60549,4.31119461223369,0.00325923831149593,0.0204062147729059,-3.12583390237361,"P5CR1_HUMAN",8,-4.26591291624397,0.00371936649469158,0.0222441904482992,-0.698615,"Up in BM1",1.65278339527598,"PYCR1","Pyrroline-5-carboxylate reductase 1, mitochondrial","P5CR1_HUMAN",0.698615
-0.0980249999999998,11.1185875,-3.61880705897612,0.00805968306235976,0.0373974846113972,-4.1083802096408,"RBP2_HUMAN",125,4.26562953053828,0.00372066627317835,0.0222441904482992,0.0980249999999998,"Non-significant",1.65278339527598,"RANBP2","E3 SUMO-protein ligase RanBP2","RBP2_HUMAN",-0.0980249999999998
0.421144999999999,8.6424175,4.26239385719268,0.00346585416951388,0.0213569129658172,-3.19296037725857,"PTPRD_HUMAN",26,-4.26324337858594,0.00373163042068351,0.0222910315402419,-0.421144999999999,"Non-significant",1.6518698336342,"PTPRD","Receptor-type tyrosine-protein phosphatase delta","PTPRD_HUMAN",0.421144999999999
-0.352627500000001,8.73353875,-4.24607972756224,0.00353808814609488,0.0216654291552159,-3.21547532780926,"RSRC2_HUMAN",9,4.26272507526315,0.00373401666528363,0.0222910315402419,0.352627500000001,"Non-significant",1.6518698336342,"RSRC2","Arginine/serine-rich coiled-coil protein 2","RSRC2_HUMAN",-0.352627500000001
-0.233675000000002,10.3168125,-4.12581420707908,0.00412422742267539,0.0241313246610404,-3.38259636773445,"NLRX1_HUMAN",34,4.26102964669237,0.00374183405644414,0.0223011750841323,0.233675000000002,"Non-significant",1.65167225268686,"NLRX1","NLR family member X1","NLRX1_HUMAN",-0.233675000000002
-0.588154999999997,8.3451025,-4.38381310395674,0.00297631742348528,0.0190178448490368,-3.02656684610279,"SRPK2_HUMAN",15,4.26061109567992,0.00374376670397356,0.0223011750841323,0.588154999999997,"Up in D",1.65167225268686,"SRPK2","SRSF protein kinase 2","SRPK2_HUMAN",-0.588154999999997
-0.154075000000001,13.0040375,-4.39014498219314,0.00295295454981853,0.0189284152467749,-3.01794672502704,"AMACR_HUMAN",24,4.26056212478591,0.00374399289733608,0.0223011750841323,0.154075000000001,"Non-significant",1.65167225268686,"AMACR","Alpha-methylacyl-CoA racemase","AMACR_HUMAN",-0.154075000000001
-0.335297499999999,8.85451125,-4.2308922728236,0.00360681510363462,0.0219202154005102,-3.23646883128602,"RBM26_HUMAN",24,4.25789958931758,0.00375631359847316,0.0223580874937103,0.335297499999999,"Non-significant",1.65056534865912,"RBM26","RNA-binding protein 26","RBM26_HUMAN",-0.335297499999999
0.183199999999999,11.330475,4.98361601488497,0.00144809961812787,0.0115723376455072,-2.2353671413513,"BMP1_HUMAN",35,-4.25620638846353,0.00376417193083272,0.0223875845087426,-0.183199999999999,"Non-significant",1.64999276176329,"BMP1","Bone morphogenetic protein 1","BMP1_HUMAN",0.183199999999999
-0.136125000000005,13.1972125,-4.64429708442655,0.00216276478695269,0.0151225153745144,-2.6766574245184,"RAB5C_HUMAN",10,4.25563911938032,0.00376680872595446,0.0223875845087426,0.136125000000005,"Non-significant",1.64999276176329,"RAB5C","Ras-related protein Rab-5C","RAB5C_HUMAN",-0.136125000000005
0.111599999999996,16.576775,3.81990163922385,0.00615068934172095,0.0311503896924376,-3.81654917843082,"F16P1_HUMAN",26,-4.25503337026468,0.00376962662488546,0.0223878706898965,-0.111599999999996,"Non-significant",1.64998721019958,"FBP1","Fructose-1,6-bisphosphatase 1","F16P1_HUMAN",0.111599999999996
0.235374999999999,11.1468375,4.11692318944548,0.00417159056645008,0.0242408098839798,-3.39503077648327,"DDB2_HUMAN",18,-4.25280598629643,0.00378000817181346,0.0224330440916066,-0.235374999999999,"Non-significant",1.64911179006013,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.235374999999999
