"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.618985000000002,9.2037775,-7.84714695663287,8.87411870246041e-05,0.000878169009060802,1.18384873084559,"DCK_HUMAN",9,-7.61990305227814,7.57971832636267e-05,0.000668391976426398,-0.618985000000002,"Up in BD",3.17496877214588,"DCK","Deoxycytidine kinase","DCK_HUMAN"
1.353625,12.2759375,8.82168520156022,4.10095199107773e-05,0.000485131376953178,2.04383123707463,"MT1G_HUMAN",1,7.6187803684635,7.58741669242341e-05,0.000668391976426398,1.353625,"Up in D",3.17496877214588,"MT1G","Metallothionein-1G","MT1G_HUMAN"
0.167575000000001,14.4469125,7.58939171760468,0.000110282916291399,0.00102855443430818,0.941812795540164,"PDXK_HUMAN",18,7.61832442703379,7.59054562152935e-05,0.000668391976426398,0.167575000000001,"Non-significant",3.17496877214588,"PDXK","Pyridoxal kinase","PDXK_HUMAN"
-0.191099999999999,13.074025,-6.99280146676921,0.000186720157668854,0.00153073185256926,0.355741374464287,"NMT1_HUMAN",23,-7.61193282394823,7.63456021171626e-05,0.000670918217551121,-0.191099999999999,"Non-significant",3.17333041549556,"NMT1","Glycylpeptide N-tetradecanoyltransferase 1","NMT1_HUMAN"
0.224375000000002,13.3503375,7.20576585664586,0.00015411847505398,0.00131337137057436,0.569244202263926,"FUCO_HUMAN",21,7.61030546039076,7.64581214661556e-05,0.000670918217551121,0.224375000000002,"Non-significant",3.17333041549556,"FUCA1","Tissue alpha-L-fucosidase","FUCO_HUMAN"
0.23005,11.9053,7.76367750699326,9.51504774154141e-05,0.000924222291293324,1.10617695139205,"CCD25_HUMAN",16,7.60960452377433,7.65066426590044e-05,0.000670918217551121,0.23005,"Non-significant",3.17333041549556,"CCDC25","Coiled-coil domain-containing protein 25","CCD25_HUMAN"
-0.384174999999997,14.6324375,-7.56245335509959,0.000112855041606561,0.00104273111436199,0.91614025706658,"SET_HUMAN",15,-7.60941592441498,7.6519704002232e-05,0.000670918217551121,-0.384174999999997,"Non-significant",3.17333041549556,"SET","Protein SET","SET_HUMAN"
0.203549999999996,12.068725,6.7335215605399,0.00023732338153988,0.00184240253964388,0.0890661610354186,"BCAP_HUMAN",31,7.60681963305739,7.66997616115882e-05,0.000671212286890058,0.203549999999996,"Non-significant",3.17314010212019,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
3.8580875,6.90536125,7.39285557556755,0.000130684067815001,0.00116988431601671,0.752831665189284,"THRSP_HUMAN",5,7.60529017148521,7.68060536697291e-05,0.000671212286890058,3.8580875,"Up in D",3.17314010212019,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
0.435599999999997,11.40655,8.91235809359727,3.83089533145098e-05,0.000459819618261129,2.11972406321578,"ANGL8_HUMAN",8,7.60367259392621,7.69186481915096e-05,0.000671212286890058,0.435599999999997,"Non-significant",3.17314010212019,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN"
0.136975,10.7132625,5.58504229048845,0.000751326314372928,0.0044026970158894,-1.18902748954908,"NBAS_HUMAN",95,7.60361429386632,7.6922709710858e-05,0.000671212286890058,0.136975,"Non-significant",3.17314010212019,"NBAS","NBAS subunit of NRZ tethering complex","NBAS_HUMAN"
0.350702499999997,8.58141375,7.32013130187582,0.000139281984971825,0.0012186058834568,0.68190266296736,"CDKAL_HUMAN",20,7.60283489272047,7.6977030272654e-05,0.000671212286890058,0.350702499999997,"Non-significant",3.17314010212019,"CDKAL1","Threonylcarbamoyladenosine tRNA methylthiotransferase","CDKAL_HUMAN"
0.453974999999998,8.57398,7.22489582287645,0.000151517733101701,0.0012964640532968,0.588184560689127,"ABCA8_HUMAN",29,7.60186776404352,7.70444940184856e-05,0.000671212286890058,0.453974999999998,"Non-significant",3.17314010212019,"ABCA8","ABC-type organic anion transporter ABCA8","ABCA8_HUMAN"
-0.267800000000003,13.74905,-8.21500265312955,6.57227632733619e-05,0.000692538834595143,1.5183557723466,"GORS2_HUMAN",13,-7.58387175196663,7.83119396618808e-05,0.000681530022662525,-0.267800000000003,"Non-significant",3.16651500792986,"GORASP2","Golgi reassembly-stacking protein 2","GORS2_HUMAN"
0.0867249999999977,13.7340125,4.36627182052844,0.00307460488986385,0.0125027831781269,-2.73866218840201,"TGO1_HUMAN",95,7.57836409016593,7.8704472809129e-05,0.000683900483748843,0.0867249999999977,"Non-significant",3.16500708907384,"MIA3","Transport and Golgi organization protein 1 homolog","TGO1_HUMAN"
0.230099999999997,11.138125,6.95400892091238,0.000193456343477664,0.00156747260190448,0.316319550622403,"BCDO2_HUMAN",26,7.57771097687854,7.87511657305328e-05,0.000683900483748843,0.230099999999997,"Non-significant",3.16500708907384,"BCO2","Carotenoid-cleaving dioxygenase, mitochondrial","BCDO2_HUMAN"
1.3997625,6.75951125,7.35345584662122,0.000135265709120243,0.00119531704987079,0.714472501925819,"NSE4A_HUMAN",12,7.56627117831968,7.95740574044652e-05,0.000690315473652705,1.3997625,"Up in D",3.16095239164622,"NSMCE4A","Non-structural maintenance of chromosomes element 4 homolog A","NSE4A_HUMAN"
-0.254624999999999,10.7380875,-7.78727282022384,9.32874046912856e-05,0.000908278080355296,1.1282013014621,"SPF27_HUMAN",15,-7.55684072489456,8.0259622929016e-05,0.000695526838025448,-0.254624999999999,"Non-significant",3.15768610739519,"BCAS2","Pre-mRNA-splicing factor SPF27","SPF27_HUMAN"
-0.228450000000002,13.3733,-6.95988347654517,0.000192418961911463,0.00156183232648532,0.322300059221329,"B2L13_HUMAN",25,-7.54958587453471,8.07915101535046e-05,0.000698811762194404,-0.228450000000002,"Non-significant",3.15563979371038,"BCL2L13","Bcl-2-like protein 13","B2L13_HUMAN"
-0.303742499999998,8.77555625,-6.89393850268915,0.000204431732529847,0.00163665170242156,0.254946214167617,"ZFY26_HUMAN",49,-7.54934595277247,8.08091669383136e-05,0.000698811762194404,-0.303742499999998,"Non-significant",3.15563979371038,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
0.27345,12.817125,8.1223887927538,7.08089957256614e-05,0.000737601203251553,1.43531174336231,"LHPP_HUMAN",13,7.54631613095986,8.10325139530521e-05,0.000700004793874733,0.27345,"Non-significant",3.15489898577687,"LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase","LHPP_HUMAN"
0.137125000000001,13.9597625,6.31138571032136,0.000356101733716175,0.00249941953168253,-0.361713778287233,"NDUS2_HUMAN",27,7.54062102458576,8.14542003486705e-05,0.000702906878377264,0.137125000000001,"Non-significant",3.15310220682326,"NDUFS2","NADH dehydrogenase [ubiquinone] iron-sulfur protein 2, mitochondrial","NDUS2_HUMAN"
-0.214249999999996,12.143325,-6.56554942195851,0.000278259929708878,0.00209090275321117,-0.087784351640388,"HS105_HUMAN",44,-7.52872881908404,8.23426518094047e-05,0.000709826561023659,-0.214249999999996,"Non-significant",3.14884775380473,"HSPH1","Heat shock protein 105 kDa","HS105_HUMAN"
-0.388775000000003,11.2652375,-7.25145163457091,0.000147988701522574,0.00127975883447474,0.614413047160271,"CPVL_HUMAN",20,-7.52481526790508,8.26373861960586e-05,0.000711619004238749,-0.388775000000003,"Non-significant",3.14775246232249,"CPVL","Probable serine carboxypeptidase CPVL","CPVL_HUMAN"
-0.350024999999999,10.1437875,-7.91662170144835,8.37754466615051e-05,0.00084165577418017,1.24799053870273,"ASM3B_HUMAN",12,-7.51979463105394,8.30172197865707e-05,0.00071413973537283,-0.350024999999999,"Non-significant",3.14621680172,"SMPDL3B","Acid sphingomyelinase-like phosphodiesterase 3b","ASM3B_HUMAN"
-0.183600000000004,12.816925,-6.50261829681246,0.000295586405136588,0.00216939780600693,-0.154890867124402,"CADH2_HUMAN",33,-7.51730572580453,8.32062376813367e-05,0.000715015447077147,-0.183600000000004,"Non-significant",3.14568457567039,"CDH2","Cadherin-2","CADH2_HUMAN"
-0.279749999999998,10.2572,-6.85481373550406,0.0002119550134355,0.00167884753637124,0.214756581875591,"BRE1A_HUMAN",39,-7.51609885486205,8.3298065163009e-05,0.000715055013828637,-0.279749999999998,"Non-significant",3.14566054381697,"RNF20","E3 ubiquitin-protein ligase BRE1A","BRE1A_HUMAN"
-0.420484999999999,8.5938175,-7.15964623108114,0.000160596997715393,0.00135153824093264,0.523421862842275,"ANS1A_HUMAN",25,-7.51134704626911,8.36607165988942e-05,0.000717416898198467,-0.420484999999999,"Non-significant",3.14422839806998,"ANKS1A","Ankyrin repeat and SAM domain-containing protein 1A","ANS1A_HUMAN"
0.175025000000002,14.4510625,6.71507034291121,0.000241472702382043,0.00186578059767011,0.0697991147597481,"PNPO_HUMAN",25,7.50818442682822,8.39030585439767e-05,0.000718297133168548,0.175025000000002,"Non-significant",3.14369586689757,"PNPO","Pyridoxine-5'-phosphate oxidase","PNPO_HUMAN"
-0.126500000000004,14.328375,-6.15729346595433,0.000415018597206077,0.00280033446052173,-0.531611718283544,"RTCB_HUMAN",27,-7.50683174396417,8.40069493260578e-05,0.000718297133168548,-0.126500000000004,"Non-significant",3.14369586689757,"RTCB","RNA-splicing ligase RtcB homolog","RTCB_HUMAN"
-0.397175000000001,9.518745,-7.11979579249722,0.000166441657678862,0.00138526772553433,0.483645293919878,"FLRT3_HUMAN",27,-7.50658104151362,8.402621989615e-05,0.000718297133168548,-0.397175000000001,"Non-significant",3.14369586689757,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.2797725,9.54351875,-6.97883492365536,0.000189114623807037,0.00154264844375134,0.341567362288359,"C2D1B_HUMAN",27,-7.49817137954049,8.46755027099361e-05,0.000723093511683392,-0.2797725,"Non-significant",3.14080553537214,"CC2D1B","Coiled-coil and C2 domain-containing protein 1B","C2D1B_HUMAN"
0.222199999999997,16.28435,9.23876643941686,3.01223380822484e-05,0.000385246376908381,2.38754497609299,"NADC_HUMAN",12,7.49289785048294,8.50855064445876e-05,0.000725838690772871,0.222199999999997,"Non-significant",3.1391598854861,"QPRT","Nicotinate-nucleotide pyrophosphorylase [carboxylating]","NADC_HUMAN"
0.167074999999997,16.7697875,6.22758663873289,0.000386889581841996,0.00266083959055426,-0.453744448802728,"GABT_HUMAN",40,7.48842551717673,8.5434953421363e-05,0.000727342660683465,0.167074999999997,"Non-significant",3.13826093909421,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","GABT_HUMAN"
-0.211225000000002,11.1309625,-6.45245878433586,0.000310262848789986,0.00224495572319532,-0.20871469000431,"SLK_HUMAN",55,-7.48819536030264,8.545298001473e-05,0.000727342660683465,-0.211225000000002,"Non-significant",3.13826093909421,"SLK","STE20-like serine/threonine-protein kinase","SLK_HUMAN"
-0.153699999999997,14.203375,-5.91173662311531,0.000532767467527263,0.00338905624162224,-0.808511566709448,"COPB2_HUMAN",58,-7.48574509566594,8.56451552623895e-05,0.000727342660683465,-0.153699999999997,"Non-significant",3.13826093909421,"COPB2","Coatomer subunit beta'","COPB2_HUMAN"
-0.167825000000001,11.4088125,-6.510285198153,0.000293412290114221,0.0021563214776429,-0.146690232806699,"CFAB_HUMAN",28,-7.48526959079519,8.56825050768789e-05,0.000727342660683465,-0.167825000000001,"Non-significant",3.13826093909421,"CFB","Complement factor B","CFAB_HUMAN"
-0.338787499999999,9.66856875,-7.24338124578904,0.000149051329403158,0.00128353235130997,0.606450001315736,"CDK18_HUMAN",19,-7.48497800814296,8.57054172017842e-05,0.000727342660683465,-0.338787499999999,"Non-significant",3.13826093909421,"CDK18","Cyclin-dependent kinase 18","CDK18_HUMAN"
0.118225000000001,11.8644125,5.28287884063339,0.00104524487811146,0.00570368930355797,-1.55374505801022,"PARP4_HUMAN",65,7.4786007523277,8.62082439863248e-05,0.000730519821746215,0.118225000000001,"Non-significant",3.13636799552953,"PARP4","Protein mono-ADP-ribosyltransferase PARP4","PARP4_HUMAN"
-0.221025000000004,12.3397625,-7.15511432173498,0.000161249923555443,0.00135304695323185,0.518906927758792,"CAB39_HUMAN",20,-7.47797180173078,8.62580126189724e-05,0.000730519821746215,-0.221025000000004,"Non-significant",3.13636799552953,"CAB39","Calcium-binding protein 39","CAB39_HUMAN"
-0.16825,12.00505,-6.13304203965734,0.000425247326957321,0.00285986676488607,-0.558619119712223,"UBP15_HUMAN",49,-7.47086564872509,8.68225499733533e-05,0.000734133130552036,-0.16825,"Non-significant",3.13422517629463,"USP15","Ubiquitin carboxyl-terminal hydrolase 15","UBP15_HUMAN"
-0.455474999999998,10.9218875,-7.70427909496907,0.00010002860529227,0.000957984236198635,1.05049432331748,"PMGE_HUMAN",11,-7.4703488832504,8.6863763922356e-05,0.000734133130552036,-0.455474999999998,"Non-significant",3.13422517629463,"BPGM","Bisphosphoglycerate mutase","PMGE_HUMAN"
-0.46185,13.1736,-8.09326315845074,7.24990296241002e-05,0.000750465988639446,1.40903462559469,"SP14L_HUMAN",9,-7.46732694603148,8.71052114763758e-05,0.00073540608884559,-0.46185,"Non-significant",3.13347277868106,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN"
-1.0329525,8.28888375,-7.23676061574247,0.000149929464838187,0.0012883875814921,0.599912304926283,"CO8B_HUMAN",16,-7.46513102132617,8.72811312324307e-05,0.00073540608884559,-1.0329525,"Up in BD",3.13347277868106,"C8B","Complement component C8 beta chain","CO8B_HUMAN"
-0.290274999999999,11.7424625,-8.60915793091173,4.82227319593535e-05,0.00054754841634734,1.86331132759888,"FAM3C_HUMAN",11,-7.46510149976912,8.72834989566674e-05,0.00073540608884559,-0.290274999999999,"Non-significant",3.13347277868106,"FAM3C","Protein FAM3C","FAM3C_HUMAN"
0.135275,13.9634625,6.18362466439115,0.000404222573312324,0.00274322570862122,-0.502371370303904,"ODBA_HUMAN",28,7.46040170439306,8.76613520147919e-05,0.000737298487054042,0.135275,"Non-significant",3.13235665727384,"BCKDHA","2-oxoisovalerate dehydrogenase subunit alpha, mitochondrial","ODBA_HUMAN"
-0.3128575,9.83266625,-7.17609258256496,0.00015825231842788,0.00133885707582225,0.539788190350533,"IL1AP_HUMAN",20,-7.46007140636475,8.76879757108674e-05,0.000737298487054042,-0.3128575,"Non-significant",3.13235665727384,"IL1RAP","Interleukin-1 receptor accessory protein","IL1AP_HUMAN"
-1.089235,10.0335575,-8.93316779600454,3.77178368450993e-05,0.00045606316586449,2.13704847270282,"IFM2_HUMAN",2,-7.45803325260408,8.7852460712332e-05,0.000737924664876739,-1.089235,"Up in BD",3.13198797326957,"IFITM2","Interferon-induced transmembrane protein 2","IFM2_HUMAN"
0.304974999999997,14.1751375,7.51186288308937,0.000117869787247371,0.00107948080306813,0.867730604055964,"RDH11_HUMAN",15,7.44738293987836,8.87175837522038e-05,0.00074442860962187,0.304974999999997,"Non-significant",3.12817694456579,"RDH11","Retinol dehydrogenase 11","RDH11_HUMAN"
-0.1587225,9.49212625,-6.3305631790886,0.000349447191541653,0.00246750049634666,-0.340773477744844,"A0AAG2UWQ9_HUMAN",30,-7.43849662749285,8.94466850953444e-05,0.000749190756030686,-0.1587225,"Non-significant",3.1254075898521,"NKRF","NF-kappa-B-repressing factor","A0AAG2UWQ9_HUMAN"
0.123449999999998,11.73155,5.1701774614733,0.00118592307818787,0.00619248241718735,-1.69300562661289,"UBR4_HUMAN",200,7.43823940826694,8.94678885281827e-05,0.000749190756030686,0.123449999999998,"Non-significant",3.1254075898521,"UBR4","E3 ubiquitin-protein ligase UBR4","UBR4_HUMAN"
0.196524999999999,11.7937125,6.36620226423686,0.000337446414646297,0.00240555278893073,-0.301977231901497,"MRP6_HUMAN",47,7.43589539466295,8.96613716020683e-05,0.000750044820809955,0.196524999999999,"Non-significant",3.12491278347654,"ABCC6","ATP-binding cassette sub-family C member 6","MRP6_HUMAN"
-0.276475000000001,10.5456125,-7.34386600692958,0.00013640798949537,0.00119889932463624,0.705111654834383,"WDR12_HUMAN",17,-7.43463129927887,8.97659079261319e-05,0.000750153836063638,-0.276475000000001,"Non-significant",3.12484966553814,"WDR12","Ribosome biogenesis protein WDR12","WDR12_HUMAN"
0.381617500000001,10.01801625,7.00128070940781,0.000185283044129711,0.00152352095865132,0.364336121417836,"F261_HUMAN",31,7.42735344847283,9.03704089656304e-05,0.000753987700378098,0.381617500000001,"Non-significant",3.12263573861496,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1","F261_HUMAN"
0.225450000000002,15.8118,7.19324293581326,0.00015584810524469,0.00132398214175748,0.556824388499571,"THTM_HUMAN",19,7.42689517069076,9.0408625210011e-05,0.000753987700378098,0.225450000000002,"Non-significant",3.12263573861496,"MPST","3-mercaptopyruvate sulfurtransferase","THTM_HUMAN"
0.183725000000003,12.4894625,6.88208873871065,0.000206678243521471,0.00164819867742123,0.242792011892586,"NXP20_HUMAN",22,7.42264042841331,9.07642933269705e-05,0.000756184630787098,0.183725000000003,"Non-significant",3.12137215378145,"FAM114A1","Protein NOXP20","NXP20_HUMAN"
-0.228600000000004,11.455325,-6.87639876166507,0.000207766787707741,0.00165526931547916,0.236950274740099,"CTBL1_HUMAN",24,-7.40587188187492,9.218128985779e-05,0.000766675122090642,-0.228600000000004,"Non-significant",3.11538862897547,"CTNNBL1","Beta-catenin-like protein 1","CTBL1_HUMAN"
-0.296782500000004,9.96250875,-7.16785908243653,0.00015942129298361,0.00134320221981463,0.531598360943329,"DCP1A_HUMAN",19,-7.40552925247972,9.22104989486916e-05,0.000766675122090642,-0.296782500000004,"Non-significant",3.11538862897547,"DCP1A","mRNA-decapping enzyme 1A","DCP1A_HUMAN"
0.357187499999998,8.12897875,6.84838139762612,0.000213221341272326,0.00168562059378065,0.208132753103596,"NF1_HUMAN",60,7.3982160420748,9.28364141556166e-05,0.000771097186674514,0.357187499999998,"Non-significant",3.11289088138291,"NF1","Neurofibromin","NF1_HUMAN"
0.361575000000002,15.1607875,8.70169245809361,4.49195305447474e-05,0.000522003490146791,1.94236917572805,"H12_HUMAN",9,7.38899464464295,9.36324021357242e-05,0.000776921490595817,0.361575000000002,"Non-significant",3.10962286527077,"H1-2","Histone H1.2","H12_HUMAN"
0.169674999999998,16.0629125,6.65116569448573,0.00025648420365817,0.00195960624565673,0.0027661128488301,"ACDSB_HUMAN",24,7.38515319105646,9.39662360917627e-05,0.000778903137998252,0.169674999999998,"Non-significant",3.10851654649739,"ACADSB","Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial","ACDSB_HUMAN"
-0.412285000000001,8.33045,-7.56149585645259,0.000112947698164607,0.00104273111436199,0.915226417053907,"CE022_HUMAN",12,-7.38263615853269,9.41856927917771e-05,0.000779133274866705,-0.412285000000001,"Non-significant",3.10838824760533,"C5orf22","UPF0489 protein C5orf22","CE022_HUMAN"
0.198425,10.6933125,6.32922725558798,0.000349906223376528,0.00246861550709189,-0.342230749273266,"INSR_HUMAN",49,7.38188052639621,9.42516867342581e-05,0.000779133274866705,0.198425,"Non-significant",3.10838824760533,"INSR","Insulin receptor","INSR_HUMAN"
-0.353350000000001,10.610875,-6.86515242299952,0.000209937267366939,0.00166851673500319,0.22539332127581,"M4K4_HUMAN",44,-7.38156661214608,9.42791179150734e-05,0.000779133274866705,-0.353350000000001,"Non-significant",3.10838824760533,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
0.372832500000001,10.04123375,7.66201328790318,0.000103670978810773,0.000984814234404077,1.01066282902651,"MOC2B_HUMAN",12,7.37914902278162,9.44906755403902e-05,0.000780095224652688,0.372832500000001,"Non-significant",3.10785238062105,"MOCS2","Molybdopterin synthase catalytic subunit","MOC2B_HUMAN"
-0.175800000000001,10.887675,-5.98504638322469,0.000494112293903033,0.00320216014657476,-0.725040246979062,"CKAP5_HUMAN",96,-7.37341852329326,9.49942537790584e-05,0.000783463674527888,-0.175800000000001,"Non-significant",3.10598113489139,"CKAP5","Cytoskeleton-associated protein 5","CKAP5_HUMAN"
-0.151525000000003,11.7317875,-5.61936851413559,0.000724214175933116,0.00428362757164479,-1.14838025956637,"GOGB1_HUMAN",194,-7.3696591422103,9.5326240055921e-05,0.000785411573847679,-0.151525000000003,"Non-significant",3.10490270324239,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
-0.145599999999998,13.0936,-5.94827252699314,0.00051309686693241,0.0032939452741675,-0.766824977621474,"SCFD1_HUMAN",38,-7.36005770279077,9.61800121267933e-05,0.000791650340778566,-0.145599999999998,"Non-significant",3.10146659694769,"SCFD1","Sec1 family domain-containing protein 1","SCFD1_HUMAN"
0.202525000000001,10.7319125,6.36782061001542,0.000336912507332805,0.00240555278893073,-0.300219179699129,"RAPH1_HUMAN",45,7.35795722564565,9.63679226158891e-05,0.000792401433906779,0.202525000000001,"Non-significant",3.10105474724601,"RAPH1","Ras-associated and pleckstrin homology domains-containing protein 1","RAPH1_HUMAN"
0.161325000000003,14.8887625,6.21511974891309,0.000391719089907069,0.00268504439720581,-0.467509900002826,"PNCB_HUMAN",33,7.35525356160626,9.66103969401646e-05,0.000793060576945421,0.161325000000003,"Non-significant",3.10069363837175,"NAPRT","Nicotinate phosphoribosyltransferase","PNCB_HUMAN"
-0.156924999999998,12.0222375,-6.72598871797288,0.000239007648846936,0.0018502216291286,0.0812049636967593,"SNX1_HUMAN",22,-7.35490662184937,9.66415609134515e-05,0.000793060576945421,-0.156924999999998,"Non-significant",3.10069363837175,"SNX1","Sorting nexin-1","SNX1_HUMAN"
-0.172825000000003,10.4062125,-6.25372565698105,0.000376978077318226,0.00259921469962558,-0.424945113032848,"VPS16_HUMAN",36,-7.35316912614907,9.67978005655926e-05,0.000793548369036728,-0.172825000000003,"Non-significant",3.10042659661483,"VPS16","Vacuolar protein sorting-associated protein 16 homolog","VPS16_HUMAN"
-0.152900000000002,14.096275,-6.05952340214009,0.000458016359852581,0.00302370302491334,-0.640944078358767,"CAN2_HUMAN",36,-7.34259387365401,9.7754840973189e-05,0.000800593592705498,-0.152900000000002,"Non-significant",3.09658788995385,"CAPN2","Calpain-2 catalytic subunit","CAN2_HUMAN"
0.112550000000001,14.3786,5.26248761551063,0.00106926305692631,0.00578630071641535,-1.57881041156739,"NDUS1_HUMAN",47,7.34085386138619,9.7913316245659e-05,0.000800648392969694,0.112550000000001,"Non-significant",3.09655816371313,"NDUFS1","NADH-ubiquinone oxidoreductase 75 kDa subunit, mitochondrial","NDUS1_HUMAN"
-0.137849999999993,17.3322,-5.92363134431864,0.000526272646240757,0.00336011149056209,-0.794921075687905,"ANXA5_HUMAN",34,-7.33883926723149,9.80971571905858e-05,0.000800648392969694,-0.137849999999993,"Non-significant",3.09655816371313,"ANXA5","Annexin A5","ANXA5_HUMAN"
0.164649999999998,16.5817,6.34670156371149,0.000343954790256271,0.00244556927191753,-0.323186328513767,"HAOX1_HUMAN",29,7.33852650333751,9.81257327902167e-05,0.000800648392969694,0.164649999999998,"Non-significant",3.09655816371313,"HAO1","2-Hydroxyacid oxidase 1","HAOX1_HUMAN"
0.290624999999999,11.8408625,6.89725734765785,0.000203807452383056,0.0016332487728605,0.25834751569829,"SPCS_HUMAN",25,7.33823704087981,9.81521877207297e-05,0.000800648392969694,0.290624999999999,"Non-significant",3.09655816371313,"SEPSECS","O-phosphoseryl-tRNA(Sec) selenium transferase","SPCS_HUMAN"
0.859794999999998,8.57359,7.62892837081485,0.000106626329965333,0.00100589488268792,0.979360872601694,"S47A1_HUMAN",6,7.32101195934037,9.97408392566161e-05,0.000812798608574293,0.859794999999998,"Up in D",3.09001704852598,"SLC47A1","Multidrug and toxin extrusion protein 1","S47A1_HUMAN"
-0.193249999999999,11.477525,-7.21586604208577,0.000152739153701218,0.00130297146934712,0.579249108288206,"DCPS_HUMAN",18,-7.31119313701363,0.000100659221202675,0.000819468019284539,-0.193249999999999,"Non-significant",3.08646799062218,"DCPS","m7GpppX diphosphatase","DCPS_HUMAN"
-0.433839999999996,10.112005,-6.86357518587962,0.000210243692029556,0.00166851673500319,0.223771389235266,"ZNFX1_HUMAN",61,-7.31001413296626,0.000100770128626116,0.000819557058012796,-0.433839999999996,"Non-significant",3.0864208052204,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
-0.407045000000002,8.9017125,-7.04292986530525,0.00017840179687126,0.00147284786581127,0.406438356598942,"SRPK1_HUMAN",20,-7.30484964300148,0.000101257552015644,0.000822500060372417,-0.407045000000002,"Non-significant",3.08486406150029,"SRPK1","SRSF protein kinase 1","SRPK1_HUMAN"
0.388849999999998,10.289825,7.69930734128363,0.000100449502418677,0.000958655437518408,1.04581800068518,"GNTK_HUMAN",11,7.30405640968036,0.00010133264954576,0.000822500060372417,0.388849999999998,"Non-significant",3.08486406150029,"IDNK","Probable gluconokinase","GNTK_HUMAN"
-0.28525,11.18125,-8.40548514403357,5.65035084068554e-05,0.000616798617735553,1.68674805128843,"P2RX4_HUMAN",11,-7.30246212946169,0.000101483772019245,0.00082291193176436,-0.28525,"Non-significant",3.08464664060222,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
0.117700000000001,15.852175,5.47099185899707,0.000849839830726373,0.00485532723078689,-1.3252223726343,"ETFD_HUMAN",39,7.29121840423789,0.000102556723783279,0.000830790535153481,0.117700000000001,"Non-significant",3.0805084598428,"ETFDH","Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial","ETFD_HUMAN"
1.136495,8.399535,7.08194859951042,0.000172214274175384,0.00142751528785622,0.445710115455647,"CP39A_HUMAN",13,7.28502638884575,0.000103152997546065,0.000834795926833805,1.136495,"Up in D",3.07841967862661,"CYP39A1","24-hydroxycholesterol 7-alpha-hydroxylase","CP39A_HUMAN"
-0.118200000000002,13.994425,-5.37749776320537,0.000941354678107285,0.00524981336811124,-1.43819151693487,"DDX1_HUMAN",45,-7.28209696716924,0.000103436437094928,0.000836264212331578,-0.118200000000002,"Non-significant",3.07765648831562,"DDX1","ATP-dependent RNA helicase DDX1","DDX1_HUMAN"
-0.141375000000004,13.3832875,-6.3128909020557,0.000355574345358807,0.00249785645522836,-0.36006860365509,"RUVB1_HUMAN",25,-7.28022015585377,0.000103618485890203,0.000836910687022547,-0.141375000000004,"Non-significant",3.07732088633515,"RUVBL1","RuvB-like 1","RUVB1_HUMAN"
-0.283382500000002,9.30496375,-6.91347463327067,0.000200787524091277,0.00161219992409431,0.27495006704703,"RCC2_HUMAN",22,-7.2747073404363,0.000104155289852549,0.000840418372255119,-0.283382500000002,"Non-significant",3.07550446211829,"RCC2","Protein RCC2","RCC2_HUMAN"
0.11605,14.508925,5.17106904304754,0.00118473096992642,0.00619020044069905,-1.69189696530279,"SARDH_HUMAN",63,7.27288970236891,0.000104332958496027,0.000840471778340261,0.11605,"Non-significant",3.07547686487397,"SARDH","Sarcosine dehydrogenase, mitochondrial","SARDH_HUMAN"
-0.131425,13.6222875,-5.62707458403351,0.000718278306382608,0.00425591862916557,-1.13927689472024,"EIF3B_HUMAN",43,-7.27254232750743,0.000104366951738276,0.000840471778340261,-0.131425,"Non-significant",3.07547686487397,"EIF3B","Eukaryotic translation initiation factor 3 subunit B","EIF3B_HUMAN"
-0.165274999999998,14.2807625,-6.42350490742511,0.000319104627931492,0.00230283427797744,-0.239920526820043,"SEPT7_HUMAN",26,-7.26700178250742,0.000104910806147899,0.000844022363886633,-0.165274999999998,"Non-significant",3.0736460458105,"SEPTIN7","Septin-7","SEPT7_HUMAN"
