"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.50065,13.124275,-10.5017407678091,1.08302589051429e-05,0.000104339669523564,3.04593849414014,"2ABA_HUMAN",29,-11.4800863501959,7.68031856746284e-06,8.05188261748406e-05,-0.50065,"Up in BD",4.0941025649993,"PPP2R2A","Serine/threonine-protein phosphatase 2A 55 kDa regulatory subunit B alpha isoform","2ABA_HUMAN"
-2.9559875,6.96884375,-11.634485608851,5.29459321831511e-06,6.08765248700441e-05,3.84809820954323,"CFAD_HUMAN",2,-11.4616217253459,7.7645501671271e-06,8.12036456500793e-05,-2.9559875,"Up in BD",4.09042447260401,"CFD","Complement factor D","CFAD_HUMAN"
-4.2772925,7.78077625,-11.6708199981043,5.17991344197597e-06,5.98132005021311e-05,3.87264110443716,"MATN3_HUMAN",18,-11.4613641006236,7.76573278331205e-06,8.12036456500793e-05,-4.2772925,"Up in BD",4.09042447260401,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.389849999999996,15.1729,-9.81824453576107,1.72567174630975e-05,0.000146523216486323,2.52384236448525,"TBA1C_HUMAN",3,-11.4568174595893,7.78663761452915e-06,8.13170437186552e-05,-0.389849999999996,"Non-significant",4.08981841852407,"TUBA1C","Tubulin alpha-1C chain","TBA1C_HUMAN"
0.497849999999998,16.133725,13.8648944061968,1.53146623202885e-06,2.41774249091585e-05,5.23766931593744,"THIC_HUMAN",23,11.4468678277991,7.83260769456085e-06,8.16915716066263e-05,0.497849999999998,"Non-significant",4.08782274877426,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic","THIC_HUMAN"
0.463049999999997,15.7382,14.310846678802,1.22218356565023e-06,2.01199791469466e-05,5.49012014406916,"GLGB_HUMAN",45,11.433238231671,7.89608071488237e-06,8.2247448992776e-05,0.463049999999997,"Non-significant",4.08487756335418,"GBE1","1,4-alpha-glucan-branching enzyme","GLGB_HUMAN"
0.369949999999996,13.522925,9.55114586430268,2.08637456122047e-05,0.000167802642570598,2.31116614124538,"DNJC3_HUMAN",27,11.4222725070939,7.94757174174844e-06,8.26772488913162e-05,0.369949999999996,"Non-significant",4.08261398307521,"DNAJC3","DnaJ homolog subfamily C member 3","DNJC3_HUMAN"
0.517125,17.9676625,12.634877240208,2.96060107215445e-06,3.96200967983848e-05,4.49949278313268,"TPIS_HUMAN",22,11.4031890610926,8.03809128465295e-06,8.34069284341851e-05,0.517125,"Up in CM",4.07879787195511,"TPI1","Triosephosphate isomerase","TPIS_HUMAN"
-1.1866675,7.62132375,-11.4048943197541,6.08914082924861e-06,6.79813885674261e-05,3.691383185915,"DGKA_HUMAN",20,-11.4031345002582,8.03835175680195e-06,8.34069284341851e-05,-1.1866675,"Up in BD",4.07879787195511,"DGKA","Diacylglycerol kinase alpha","DGKA_HUMAN"
-0.596880000000001,7.91813,-11.9071712626673,4.49893597761889e-06,5.3873925195694e-05,4.03060762022159,"SEGN_HUMAN",17,-11.3827059943288,8.1365531810994e-06,8.43176402087518e-05,-0.596880000000001,"Up in BD",4.07408155652738,"SCGN","Secretagogin","SEGN_HUMAN"
0.436675000000005,12.6159375,13.0955444178576,2.29749471080551e-06,3.19632525773511e-05,4.78353723801686,"NXP20_HUMAN",22,11.3792957601638,8.1530786106715e-06,8.4380709872033e-05,0.436675000000005,"Non-significant",4.07375682533705,"FAM114A1","Protein NOXP20","NXP20_HUMAN"
-0.4659,13.063025,-14.1551553302948,1.32132973424193e-06,2.13179805227096e-05,5.40284390007677,"GGT1_HUMAN",22,-11.3736164312933,8.18068424697346e-06,8.45581467625147e-05,-0.4659,"Non-significant",4.07284454390821,"GGT1","Glutathione hydrolase 1 proenzyme","GGT1_HUMAN"
1.0256175,7.26682375,11.3786295036861,6.18832459852582e-06,6.88983853028708e-05,3.67327307679856,"CDK14_HUMAN",14,11.3703373566774,8.19667117755356e-06,8.46151891802879e-05,1.0256175,"Up in CM",4.07255167023431,"CDK14","Cyclin-dependent kinase 14","CDK14_HUMAN"
0.401499999999999,10.5839,10.4313737812278,1.13480622279462e-05,0.000107156994145431,2.99359204658028,"ARSD_HUMAN",20,11.3610247365235,8.24226783679268e-06,8.49773608734633e-05,0.401499999999999,"Non-significant",4.07069676084229,"ARSD","Arylsulfatase D","ARSD_HUMAN"
-0.395775,12.7064625,-10.1592434066914,1.36307619763171e-05,0.000123517319567905,2.78817243939266,"CASP3_HUMAN",14,-11.3397931580836,8.34730187829313e-06,8.59506255824756e-05,-0.395775,"Non-significant",4.06575095799929,"CASP3","Caspase-3","CASP3_HUMAN"
-0.537975000000005,10.4240875,-14.8510998998438,9.38027789122206e-07,1.66273653935851e-05,5.78610273431732,"TMX3_HUMAN",15,-11.3348926738821,8.37175998355782e-06,8.60927938258242e-05,-0.537975000000005,"Up in BD",4.0650331985191,"TMX3","Protein disulfide-isomerase TMX3","TMX3_HUMAN"
0.279775000000001,10.6182375,8.59837230672394,4.27161395831931e-05,0.000293056521345041,1.50872770560438,"VLDLR_HUMAN",32,11.3254652597473,8.41904070489514e-06,8.64095162675819e-05,0.279775000000001,"Non-significant",4.06343842609848,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-0.333974999999999,11.4928375,-9.60422113437711,2.0084150977837e-05,0.000163320113032049,2.35383248173609,"RBGPR_HUMAN",53,-11.3244920136568,8.42393898538346e-06,8.64095162675819e-05,-0.333974999999999,"Non-significant",4.06343842609848,"RAB3GAP2","Rab3 GTPase-activating protein non-catalytic subunit","RBGPR_HUMAN"
0.333950000000002,15.008875,9.37590010153098,2.36903801629119e-05,0.000185599572086899,2.16882728972074,"GLO2_HUMAN",15,11.3223571564662,8.43469489821685e-06,8.64101886720999e-05,0.333950000000002,"Non-significant",4.06343504660455,"HAGH","Hydroxyacylglutathione hydrolase, mitochondrial","GLO2_HUMAN"
-0.554684999999999,8.44542,-10.6069188771241,1.01052249241328e-05,9.93680450873058e-05,3.12360411950264,"IPO13_HUMAN",20,-11.3199653554964,8.44676385680291e-06,8.6424293993086e-05,-0.554684999999999,"Up in BD",4.06336415955714,"IPO13","Importin-13","IPO13_HUMAN"
-0.54105,10.4376,-12.417873150043,3.34614867649443e-06,4.32059420960136e-05,4.3623367757193,"ALG1_HUMAN",12,-11.311232408503,8.49099663904347e-06,8.67258217858819e-05,-0.54105,"Up in BD",4.06185157623214,"ALG1","Chitobiosyldiphosphodolichol beta-mannosyltransferase","ALG1_HUMAN"
0.777627499999999,9.07148375,12.2578070631599,3.66700065111284e-06,4.66043494700395e-05,4.25973907919482,"ZBT20_HUMAN",24,11.309914873091,8.4976927940639e-06,8.67258217858819e-05,0.777627499999999,"Up in CM",4.06185157623214,"ZBTB20","Zinc finger and BTB domain-containing protein 20","ZBT20_HUMAN"
-0.372,13.43415,-10.5248281624652,1.06662150600315e-05,0.000103251516563155,3.0630456416696,"EIF3C_HUMAN",39,-11.2854354995761,8.62320088323549e-06,8.78957537694735e-05,-0.372,"Non-significant",4.05603210511997,"EIF3C","Eukaryotic translation initiation factor 3 subunit C","EIF3C_HUMAN"
0.495825000000004,12.9283125,13.5721758778684,1.78249664951547e-06,2.70317456248284e-05,5.06774774705894,"LHPP_HUMAN",13,11.2613851090438,8.74856046831913e-06,8.90612270345384e-05,0.495825000000004,"Non-significant",4.05031132570313,"LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase","LHPP_HUMAN"
-0.468372499999999,8.57117875,-11.9697175882958,4.33606971835742e-06,5.24677418165913e-05,4.07193043161479,"SPTCS_HUMAN",68,-11.2545383070289,8.78462552108954e-06,8.92439521642339e-05,-0.468372499999999,"Non-significant",4.04942120525158,"SPG11","Spatacsin","SPTCS_HUMAN"
0.400099999999998,12.061525,9.85257813066809,1.68462853622606e-05,0.000144552573867466,2.55081580786558,"RMD2_HUMAN",18,11.252077578934,8.79762839428959e-06,8.92439521642339e-05,0.400099999999998,"Non-significant",4.04942120525158,"RMDN2","Regulator of microtubule dynamics protein 2","RMD2_HUMAN"
-1.6107825,9.83250875,-11.5457736861144,5.58683281308608e-06,6.31585589205242e-05,3.78788113089712,"GDF15_HUMAN",12,-11.2502927304659,8.80707346973248e-06,8.92439521642339e-05,-1.6107825,"Up in BD",4.04942120525158,"GDF15","Growth/differentiation factor 15","GDF15_HUMAN"
0.47275,12.1222,10.6238071994478,9.99398706697831e-06,9.86341849357579e-05,3.13601099181845,"FN3K_HUMAN",14,11.2496130009028,8.8106734909141e-06,8.92439521642339e-05,0.47275,"Non-significant",4.04942120525158,"FN3K","Fructosamine-3-kinase","FN3K_HUMAN"
-0.409575000000002,10.6939875,-9.93355318775506,1.59211423107786e-05,0.000138631347174247,2.61410975339349,"NC2B_HUMAN",6,-11.2379138305007,8.87289754302016e-06,8.97617407261977e-05,-0.409575000000002,"Non-significant",4.0469087338458,"DR1","Protein Dr1","NC2B_HUMAN"
-1.756325,8.5291,-11.3232378729288,6.40353793529186e-06,7.05174347833298e-05,3.63495496717203,"UN93B_HUMAN",7,-11.2249923435123,8.94220252647437e-06,9.03497787768655e-05,-1.756325,"Up in BD",4.04407290647996,"UNC93B1","Protein unc-93 homolog B1","UN93B_HUMAN"
0.921247500000002,8.38475625,11.1898729974677,6.95724455880517e-06,7.49805436917629e-05,3.54199741538728,"ANGI_HUMAN",5,11.2211039807224,8.96317793228819e-06,9.03839021361519e-05,0.921247500000002,"Up in CM",4.0439089128431,"ANG","Angiogenin","ANGI_HUMAN"
-0.399724999999997,10.8874125,-11.4828554881201,5.80514714054415e-06,6.52614803018336e-05,3.74491703158683,"UACA_HUMAN",75,-11.2202219408415,8.96794377250944e-06,9.03839021361519e-05,-0.399724999999997,"Non-significant",4.0439089128431,"UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats","UACA_HUMAN"
-0.63815,10.437575,-10.6711979426381,9.68914503887304e-06,9.62573912732909e-05,3.1707327471907,"ADAM9_HUMAN",25,-11.2126140036867,9.00917048702388e-06,9.06863325611632e-05,-0.63815,"Up in BD",4.04245816101635,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
0.562049999999999,16.502725,10.8099792433972,8.85508234370734e-06,8.99191338997317e-05,3.27162875159634,"F16P1_HUMAN",26,11.2057378451688,9.04661672443183e-06,9.09500037109235e-05,0.562049999999999,"Up in CM",4.0411972788805,"FBP1","Fructose-1,6-bisphosphatase 1","F16P1_HUMAN"
0.716967499999999,9.37481375,10.7584458337134,9.15495601347889e-06,9.23839069375155e-05,3.23429887739206,"IMPA2_HUMAN",6,11.2035856704487,9.05837329303845e-06,9.09550699722109e-05,0.716967499999999,"Up in CM",4.04117308769906,"IMPA2","Inositol monophosphatase 2","IMPA2_HUMAN"
-0.563260000000001,8.997475,-10.8691659177277,8.52426318936871e-06,8.79763924489045e-05,3.31430673987172,"TRIPC_HUMAN",47,-11.1950914551749,9.10494359933105e-06,9.13092544831177e-05,-0.563260000000001,"Up in BD",4.03948520310901,"TRIP12","E3 ubiquitin-protein ligase TRIP12","TRIPC_HUMAN"
0.331900000000001,13.059975,10.5189077667338,1.07080126849654e-05,0.000103532137000689,3.0586619608076,"NDUA7_HUMAN",9,11.1880801625301,9.14358822873446e-06,9.1583176769344e-05,0.331900000000001,"Non-significant",4.038184296062,"NDUFA7","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7","NDUA7_HUMAN"
-0.493999999999996,11.472975,-10.4713547916472,1.10505162116194e-05,0.000105456106893176,3.02337240277524,"SRS11_HUMAN",10,-11.1808747878457,9.18349648098144e-06,9.1869061950214e-05,-0.493999999999996,"Non-significant",4.03683071806391,"SRSF11","Serine/arginine-rich splicing factor 11","SRS11_HUMAN"
-0.495099999999999,11.175525,-10.2335670959545,1.29597025160621e-05,0.000118823747106572,2.84475276383962,"MYD88_HUMAN",16,-11.1699590530847,9.24433202976435e-06,9.23633322578309e-05,-0.495099999999999,"Non-significant",4.03450040712036,"MYD88","Myeloid differentiation primary response protein MyD88","MYD88_HUMAN"
0.981000000000002,9.926025,11.3730417812814,6.20966004798471e-06,6.90209453506729e-05,3.66941534515898,"DYR_HUMAN",12,11.1601790837407,9.29922605415787e-06,9.27717730129537e-05,0.981000000000002,"Up in CM",4.03258414327981,"DHFR","Dihydrofolate reductase","DYR_HUMAN"
0.463674999999999,11.2874375,10.1562501119954,1.36585973093252e-05,0.000123630954144765,2.78588612875373,"ASML_HUMAN",29,11.1584782045013,9.30881060456307e-06,9.27717730129537e-05,0.463674999999999,"Non-significant",4.03258414327981,"ASMTL","Probable bifunctional dTTP/UTP pyrophosphatase/methyltransferase protein","ASML_HUMAN"
-0.58136,7.88527,-10.7123821597533,9.43272677931033e-06,9.4443242349514e-05,3.20079581947059,"SMRCD_HUMAN",12,-11.1534290339275,9.33732900684457e-06,9.27717730129537e-05,-0.58136,"Up in BD",4.03258414327981,"SMARCAD1","SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A containing DEAD/H box 1","SMRCD_HUMAN"
-0.804247500000001,8.26131375,-10.8518125116839,8.61979085965053e-06,8.84184892367452e-05,3.30181523193188,"GIT1_HUMAN",25,-11.1524133831909,9.34307749989783e-06,9.27717730129537e-05,-0.804247500000001,"Up in BD",4.03258414327981,"GIT1","ARF GTPase-activating protein GIT1","GIT1_HUMAN"
-0.399324999999997,11.9252375,-10.2642220190509,1.26938371166168e-05,0.000117128179695906,2.86798420237306,"UBE2Z_HUMAN",15,-11.1518226406119,9.34642289609268e-06,9.27717730129537e-05,-0.399324999999997,"Non-significant",4.03258414327981,"UBE2Z","Ubiquitin-conjugating enzyme E2 Z","UBE2Z_HUMAN"
-0.478684999999999,9.9896825,-10.4400903220065,1.12824297166525e-05,0.000106889824614688,3.00009327350967,"GCH1_HUMAN",10,-11.15047215636,9.35407583886641e-06,9.27717730129537e-05,-0.478684999999999,"Non-significant",4.03258414327981,"GCH1","GTP cyclohydrolase 1","GCH1_HUMAN"
0.548349999999999,15.7058,10.4324905438009,1.13396293938932e-05,0.000107156994145431,2.99442525174082,"MTND_HUMAN",19,11.108748404116,9.59405398436163e-06,9.50352185730332e-05,0.548349999999999,"Up in CM",4.02211542210598,"ADI1","Acireductone dioxygenase","MTND_HUMAN"
-0.98865,9.65395,-15.8665322453674,5.84124164254858e-07,1.17363130383124e-05,6.3154574195553,"SHPS1_HUMAN",14,-11.1055288040016,9.61286002764772e-06,9.5075404998231e-05,-0.98865,"Up in BD",4.02193181592298,"SIRPA","Tyrosine-protein phosphatase non-receptor type substrate 1","SHPS1_HUMAN"
-0.851952499999998,9.27875125,-11.8801327598722,4.57147314548344e-06,5.45003207005054e-05,4.01268232841564,"TIMP3_HUMAN",10,-11.1040288506426,9.6216356907773e-06,9.5075404998231e-05,-0.851952499999998,"Up in BD",4.02193181592298,"TIMP3","Metalloproteinase inhibitor 3","TIMP3_HUMAN"
-0.635199999999998,11.43315,-10.6107600044973,1.0079802491196e-05,9.9238786280557e-05,3.12642751590009,"TSN6_HUMAN",9,-11.0988630041056,9.65192869732642e-06,9.52582901837478e-05,-0.635199999999998,"Up in BD",4.02109721802102,"TSPAN6","Tetraspanin-6","TSN6_HUMAN"
0.367850000000001,16.0893,9.43231270568286,2.27359293938527e-05,0.000180880430404047,2.21489409976821,"AL7A1_HUMAN",35,11.0904167937373,9.70169128443549e-06,9.55186805103972e-05,0.367850000000001,"Non-significant",4.01991168549246,"ALDH7A1","Alpha-aminoadipic semialdehyde dehydrogenase","AL7A1_HUMAN"
-0.3238,11.068875,-9.91631978573851,1.6113135639526e-05,0.000139445905111658,2.60067703875854,"YKT6_HUMAN",13,-11.0894787280933,9.70723601540978e-06,9.55186805103972e-05,-0.3238,"Non-significant",4.01991168549246,"YKT6","Synaptobrevin homolog YKT6","YKT6_HUMAN"
-0.295900000000001,12.537075,-8.76756057456248,3.7433148402275e-05,0.000264486135083557,1.65650399341398,"HMOX2_HUMAN",20,-11.0866713969563,9.72385110199187e-06,9.55186805103972e-05,-0.295900000000001,"Non-significant",4.01991168549246,"HMOX2","Heme oxygenase 2","HMOX2_HUMAN"
0.375774999999997,11.2323625,9.73810411720889,1.82593156485993e-05,0.000152471160979468,2.46056181336167,"FA83G_HUMAN",26,11.0863793619733,9.72558135099059e-06,9.55186805103972e-05,0.375774999999997,"Non-significant",4.01991168549246,"FAM83G","Protein FAM83G","FA83G_HUMAN"
-0.519224999999997,12.5208125,-10.5439974001543,1.05321387399222e-05,0.000102567804138303,3.07722426262407,"PSMF1_HUMAN",13,-11.0699831169643,9.82328810610292e-06,9.62881822508921e-05,-0.519224999999997,"Up in BD",4.01642701192188,"PSMF1","Proteasome inhibitor PI31 subunit","PSMF1_HUMAN"
0.508724999999998,17.3275625,10.3935012117385,1.16382739018986e-05,0.000109513583177004,2.96528889438212,"HPT_HUMAN",33,11.0673062502531,9.83934524465587e-06,9.62881822508921e-05,0.508724999999998,"Up in CM",4.01642701192188,"HP","Haptoglobin","HPT_HUMAN"
-0.484599999999997,13.3285,-10.3144615338621,1.2271308454638e-05,0.00011401032901016,2.90592576301615,"MUC18_HUMAN",27,-11.06636928614,9.84497263644107e-06,9.62881822508921e-05,-0.484599999999997,"Non-significant",4.01642701192188,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.62285,12.306375,-11.1251358313837,7.24536548098323e-06,7.75685949440893e-05,3.4965134241352,"VAMP2_HUMAN",6,-11.0652698159606,9.85158069052181e-06,9.62881822508921e-05,-0.62285,"Up in BD",4.01642701192188,"VAMP2","Vesicle-associated membrane protein 2","VAMP2_HUMAN"
0.38485,15.8489,13.1019851809836,2.28949854245759e-06,3.19524056466732e-05,4.78744205284771,"MTP_HUMAN",57,11.0439315847197,9.98082917240821e-06,9.74336258461057e-05,0.38485,"Non-significant",4.01129113553234,"MTTP","Microsomal triglyceride transfer protein large subunit","MTP_HUMAN"
-0.515675000000002,10.7701625,-10.142198412997,1.37901267044234e-05,0.000124542563298161,2.77514537944857,"SPS2L_HUMAN",30,-11.0328725279253,1.00485709760073e-05,9.79765973450744e-05,-0.515675000000002,"Up in BD",4.00887764734466,"SPATS2L","SPATS2-like protein","SPS2L_HUMAN"
-0.282899999999994,13.32795,-8.54239515838231,4.46447846077725e-05,0.000301293981992035,1.45930455952044,"VP26A_HUMAN",17,-11.0288286892839,1.00734713678717e-05,9.8101047068081e-05,-0.282899999999994,"Non-significant",4.00832635721268,"VPS26A","Vacuolar protein sorting-associated protein 26A","VP26A_HUMAN"
0.705075000000001,12.2713875,10.6387987986159,9.89639860019902e-06,9.77904521826512e-05,3.14700976143052,"COQ8A_HUMAN",22,11.0225527041976,1.01122551010536e-05,9.8360238245266e-05,0.705075000000001,"Up in CM",4.00718042799677,"COQ8A","Atypical kinase COQ8A, mitochondrial","COQ8A_HUMAN"
-0.384542500000002,9.69002625,-11.952428201439,4.38041398754334e-06,5.27673416711071e-05,4.06052759932812,"SPT6H_HUMAN",69,-11.0201971017575,1.0126855697114e-05,9.838386370165e-05,-0.384542500000002,"Non-significant",4.00707612595887,"SUPT6H","Transcription elongation factor SPT6","SPT6H_HUMAN"
0.280399999999998,12.660875,8.55458289474983,4.42166719939964e-05,0.000299332797091686,1.47008802930285,"ITA1_HUMAN",40,11.0113942756573,1.01816296671194e-05,9.87972540207998e-05,0.280399999999998,"Non-significant",4.00525512606204,"ITGA1","Integrin alpha-1","ITA1_HUMAN"
-0.549799999999999,12.609375,-10.4791027689551,1.09938777979479e-05,0.000105288523982006,3.02913193044512,"PSME3_HUMAN",17,-10.9990744169946,1.02588525736369e-05,9.93301769308935e-05,-0.549799999999999,"Up in BD",4.00291879094484,"PSME3","Proteasome activator complex subunit 3","PSME3_HUMAN"
-0.390625000000004,12.3216875,-10.8548281889441,8.6031036774229e-06,8.83594498406726e-05,3.30398729072879,"RIR2B_HUMAN",23,-10.9987129975596,1.02611280140166e-05,9.93301769308935e-05,-0.390625000000004,"Non-significant",4.00291879094484,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.890075000000001,11.8394125,-17.5491192628433,2.8294962106781e-07,6.74655394422155e-06,7.12409248298606,"ANGL4_HUMAN",14,-10.9837484360616,1.03558467416831e-05,0.000100127164130412,-0.890075000000001,"Up in BD",3.9994480840439,"ANGPTL4","Angiopoietin-related protein 4","ANGL4_HUMAN"
-0.528515000000001,9.05555,-10.8261001972341,8.76356209822186e-06,8.93264469608163e-05,3.28327382757044,"URGCP_HUMAN",37,-10.9755943485719,1.04078752729823e-05,0.000100509983072301,-0.528515000000001,"Up in BD",3.99779080015502,"URGCP","Up-regulator of cell proliferation","URGCP_HUMAN"
-0.427049999999999,10.505975,-9.7231089040007,1.84541142122059e-05,0.000153243923356203,2.44867118428628,"CD11A_HUMAN",31,-10.9734326389389,1.04217180717876e-05,0.000100523564647088,-0.427049999999999,"Non-significant",3.99773211937203,"CDK11A","Cyclin-dependent kinase 11A","CD11A_HUMAN"
-0.693475000000003,11.5126375,-10.5256778769936,1.06602312431723e-05,0.000103251516563155,3.06367462234544,"PARP9_HUMAN",37,-10.9702848391718,1.04419127702289e-05,0.000100598308607581,-0.693475000000003,"Up in BD",3.99740932115454,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
-0.454274999999999,12.7389375,-10.0681164061456,1.45076114222976e-05,0.000129431592854781,2.71830237725281,"HNRLL_HUMAN",25,-10.9669843689252,1.04631345781351e-05,0.000100682758089365,-0.454274999999999,"Non-significant",3.99704489595855,"HNRNPLL","Heterogeneous nuclear ribonucleoprotein L-like","HNRLL_HUMAN"
-0.364750000000001,11.921025,-11.2293078010471,6.78808281480703e-06,7.35508868184651e-05,3.56958790110501,"ANFY1_HUMAN",47,-10.9642565983574,1.04807108707437e-05,0.000100720017341864,-0.364750000000001,"Non-significant",3.99688420812383,"ANKFY1","Rabankyrin-5","ANFY1_HUMAN"
-0.553524999999999,9.04734,-10.3176534867734,1.2245003798464e-05,0.000113966026847276,2.9083308614013,"STK10_HUMAN",28,-10.961967349616,1.04954873966878e-05,0.000100720017341864,-0.553524999999999,"Up in BD",3.99688420812383,"STK10","Serine/threonine-protein kinase 10","STK10_HUMAN"
-0.800299999999996,12.6129,-21.5367690759316,6.43221629786339e-08,2.464057077518e-06,8.76910285801349,"LICH_HUMAN",10,-10.9605900660434,1.05043887936647e-05,0.000100720017341864,-0.800299999999996,"Up in BD",3.99688420812383,"LIPA","Lysosomal acid lipase/cholesteryl ester hydrolase","LICH_HUMAN"
-0.656299999999998,10.49845,-11.0275036000606,7.70572474677655e-06,8.12064838698759e-05,3.42746467090175,"FMR1_HUMAN",21,-10.9520048637124,1.05600683510412e-05,0.000101111299743414,-0.656299999999998,"Up in BD",3.99520030690172,"FMR1","Fragile X messenger ribonucleoprotein 1","FMR1_HUMAN"
0.412959999999998,8.393395,9.54196612134526,2.10020102924244e-05,0.000168746768582174,2.30376600333205,"PLPL4_HUMAN",16,10.9504458766002,1.05702150542107e-05,0.000101111299743414,0.412959999999998,"Non-significant",3.99520030690172,"PNPLA4","Patatin-like phospholipase domain-containing protein 4","PLPL4_HUMAN"
-0.428032499999999,10.14220875,-11.6938013304229,5.10882811176864e-06,5.92462806706254e-05,3.88812842741245,"PLGT2_HUMAN",27,-10.9302070043287,1.07029482426321e-05,0.000102259965301649,-0.428032499999999,"Non-significant",3.99029435897214,"POGLUT2","Protein O-glucosyltransferase 2","PLGT2_HUMAN"
0.4069,11.457025,14.3303326320372,1.21037826258476e-06,2.00071318946271e-05,5.50097973840304,"BAIP2_HUMAN",36,10.9111174560465,1.08298775832412e-05,0.000103350531883517,0.4069,"Non-significant",3.98568728397639,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN"
-0.884357499999997,9.04734875,-10.9347814953936,8.17370527857114e-06,8.50296779494086e-05,3.36137793973292,"CDK16_HUMAN",12,-10.908172429428,1.08496110359704e-05,0.000103416752362912,-0.884357499999997,"Up in BD",3.98540910467082,"CDK16","Cyclin-dependent kinase 16","CDK16_HUMAN"
-0.371075000000003,11.9593125,-10.2072382903237,1.31930671187241e-05,0.000120496679684346,2.82475089078554,"ECM29_HUMAN",80,-10.8878058254798,1.0987200442089e-05,0.000104497294204691,-0.371075000000003,"Non-significant",3.98089495478915,"ECPAS","Proteasome adapter and scaffold protein ECM29","ECM29_HUMAN"
0.283450000000002,14.491575,8.59376114384417,4.28714228026299e-05,0.000293167833069247,1.50466649419298,"SERC_HUMAN",22,10.8875665791143,1.09888284144485e-05,0.000104497294204691,0.283450000000002,"Non-significant",3.98089495478915,"PSAT1","Phosphoserine aminotransferase","SERC_HUMAN"
0.37645,13.540675,9.55214064259625,2.08488239943304e-05,0.000167802642570598,2.3119677021482,"UGGG1_HUMAN",80,10.8792296267764,1.10457290475019e-05,0.000104914956393605,0.37645,"Non-significant",3.97916259554142,"UGGT1","UDP-glucose:glycoprotein glucosyltransferase 1","UGGG1_HUMAN"
0.255300000000004,12.429375,7.88878684167039,7.61726132473704e-05,0.000454729123248519,0.861740469615169,"NUCG_HUMAN",17,10.8543753478897,1.12173540720006e-05,0.000106420038690119,0.255300000000004,"Non-significant",3.97297658751896,"ENDOG","Endonuclease G, mitochondrial","NUCG_HUMAN"
0.343099999999998,13.7533,9.87034071663138,1.66382722679077e-05,0.00014307144121436,2.56473854570495,"VKGC_HUMAN",23,10.8504710126969,1.12445882299236e-05,0.000106539569082927,0.343099999999998,"Non-significant",3.97248906412417,"GGCX","Vitamin K-dependent gamma-carboxylase","VKGC_HUMAN"
-1.693945,7.0638775,-11.3712782915589,6.21641076522205e-06,6.90209453506729e-05,3.66819748540922,"CD38_HUMAN",12,-10.8487931807645,1.12563147342347e-05,0.000106539569082927,-1.693945,"Up in BD",3.97248906412417,"CD38","ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1","CD38_HUMAN"
-0.527429999999999,9.3682175,-10.2670395066594,1.26697116745443e-05,0.000117039176531819,2.87011633298898,"CANT1_HUMAN",19,-10.8452428752298,1.12811738326391e-05,0.000106649974373359,-0.527429999999999,"Up in BD",3.97203924457002,"CANT1","Soluble calcium-activated nucleotidase 1","CANT1_HUMAN"
-0.204650000000001,11.5861,-7.04730434015505,0.000160176536927465,0.000800684568945394,0.0318515985536685,"HDAC1_HUMAN",22,-10.8136532361441,1.15051242545875e-05,0.0001086400926984,-0.204650000000001,"Non-significant",3.96400987249669,"HDAC1","Histone deacetylase 1","HDAC1_HUMAN"
-0.899245000000001,9.38834,-10.8323177186406,8.72855019347574e-06,8.9194527451156e-05,3.28776095175292,"CDK18_HUMAN",19,-10.7972411270536,1.16234618693063e-05,0.000109534283861171,-0.899245000000001,"Up in BD",3.96044992683909,"CDK18","Cyclin-dependent kinase 18","CDK18_HUMAN"
-0.449740000000002,9.986755,-10.539929380762,1.05604322162287e-05,0.000102694534944084,3.07421724529522,"FA5_HUMAN",56,-10.7954611008365,1.16363792573047e-05,0.000109534283861171,-0.449740000000002,"Non-significant",3.96044992683909,"F5","Coagulation factor V","FA5_HUMAN"
-0.703035,9.2397575,-10.4687849047132,1.10693749408796e-05,0.00010550145181449,3.02146122075985,"OTUD4_HUMAN",34,-10.7948973351304,1.16404738137753e-05,0.000109534283861171,-0.703035,"Up in BD",3.96044992683909,"OTUD4","OTU domain-containing protein 4","OTUD4_HUMAN"
