logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,BM1_vs_B1,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
0.102353572845459,14.601282119750966,,0.1986503479460208,0.7983580561907199,,MIC19_HUMAN,8,,0.1986503479460208,0.7983580561907199,-0.102353572845459,Non-significant,0.0978022879073379,CHCHD3,MICOS complex subunit MIC19,MIC19_HUMAN,Q9NX63
0.10254430770874,14.521880149841303,,0.1987437274197416,0.7983580561907199,,DPP4_HUMAN,8,,0.1987437274197416,0.7983580561907199,-0.10254430770874,Non-significant,0.0978022879073379,DPP4,Dipeptidyl peptidase 4,DPP4_HUMAN,P27487
-0.143307209014893,9.469046354293823,,0.19892116032747,0.7983580561907199,,SCAF8_HUMAN,8,,0.19892116032747,0.7983580561907199,0.143307209014893,Non-significant,0.0978022879073379,SCAF8,SR-related and CTD-associated factor 8,SCAF8_HUMAN,Q9UPN6
-0.132520437240601,10.132465720176697,,0.1990060130419145,0.7983580561907199,,TM41A_HUMAN,8,,0.1990060130419145,0.7983580561907199,0.132520437240601,Non-significant,0.0978022879073379,TMEM41A,Transmembrane protein 41A,TM41A_HUMAN,Q96HV5
-0.0400161743164063,14.494591951370236,,0.1990077315808982,0.7983580561907199,,HNRPF_HUMAN,8,,0.1990077315808982,0.7983580561907199,0.0400161743164063,Non-significant,0.0978022879073379,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,HNRPF_HUMAN,P52597
0.0873970985412598,9.331161260604858,,0.1990279778002063,0.7983580561907199,,CYFP2_HUMAN,8,,0.1990279778002063,0.7983580561907199,-0.0873970985412598,Non-significant,0.0978022879073379,CYFIP2,Cytoplasmic FMR1-interacting protein 2,CYFP2_HUMAN,Q96F07
-0.047621488571167,12.02094972133636,,0.1991674249698846,0.7984863130241795,,SAE2_HUMAN,8,,0.1991674249698846,0.7984863130241795,0.047621488571167,Non-significant,0.0977325237697281,UBA2,SUMO-activating enzyme subunit 2,SAE2_HUMAN,Q9UBT2
-0.408821940422058,8.655227243900297,,0.1992553001308044,0.7984863130241795,,SELK_HUMAN,8,,0.1992553001308044,0.7984863130241795,0.408821940422058,Non-significant,0.0977325237697281,SELENOK,Selenoprotein K,SELK_HUMAN,Q9Y6D0
0.0687394142150879,11.356846809387214,,0.1995613044376414,0.7987217252918024,,DEOC_HUMAN,8,,0.1995613044376414,0.7987217252918024,-0.0687394142150879,Non-significant,0.097604502563863,DERA,Deoxyribose-phosphate aldolase,DEOC_HUMAN,Q9Y315
0.14751410484314,8.745962977409363,,0.199621452393507,0.7987217252918024,,ITA3_HUMAN,8,,0.199621452393507,0.7987217252918024,-0.14751410484314,Non-significant,0.097604502563863,ITGA3,Integrin alpha-3,ITA3_HUMAN,P26006
-0.137505054473877,9.65600323677063,,0.1996485640284356,0.7987217252918024,,RT30_HUMAN,8,,0.1996485640284356,0.7987217252918024,0.137505054473877,Non-significant,0.097604502563863,MRPS30,Large ribosomal subunit protein mL65,RT30_HUMAN,Q9NP92
0.0787596702575684,11.146849632263184,,0.1997098975560531,0.7987217252918024,,CHP1_HUMAN,8,,0.1997098975560531,0.7987217252918024,-0.0787596702575684,Non-significant,0.097604502563863,CHP1,Calcineurin B homologous protein 1,CHP1_HUMAN,Q99653
0.0806891918182373,14.30909740924835,,0.1998938594834207,0.7987217252918024,,SET_HUMAN,8,,0.1998938594834207,0.7987217252918024,-0.0806891918182373,Non-significant,0.097604502563863,SET,Protein SET,SET_HUMAN,Q01105
-0.361424207687378,8.12254273891449,,0.1999839897122862,0.7987217252918024,,INT1_HUMAN,8,,0.1999839897122862,0.7987217252918024,0.361424207687378,Non-significant,0.097604502563863,INTS1,Integrator complex subunit 1,INT1_HUMAN,Q8N201
-0.276454925537109,7.130771636962892,,0.1999979659538005,0.7987217252918024,,CEP97_HUMAN,7,,0.1999979659538005,0.7987217252918024,0.276454925537109,Non-significant,0.097604502563863,CEP97,Centrosomal protein of 97 kDa,CEP97_HUMAN,Q8IW35
-0.159290313720703,8.589461326599121,,0.200425214294034,0.7993980370540535,,AATF_HUMAN,8,,0.200425214294034,0.7993980370540535,0.159290313720703,Non-significant,0.0972369224977796,AATF,Protein AATF,AATF_HUMAN,Q9NY61
-0.259386658668518,6.271067321300507,,0.2005021748919539,0.7993980370540535,,RAB3A_HUMAN,6,,0.2005021748919539,0.7993980370540535,0.259386658668518,Non-significant,0.0972369224977796,RAB3A,Ras-related protein Rab-3A,RAB3A_HUMAN,P20336
-0.0988819599151611,15.32207334041596,,0.2005357360121996,0.7993980370540535,,CLH1_HUMAN,8,,0.2005357360121996,0.7993980370540535,0.0988819599151611,Non-significant,0.0972369224977796,CLTC,Clathrin heavy chain 1,CLH1_HUMAN,Q00610
-0.194285988807678,7.005237996578217,,0.2005584555349069,0.7993980370540535,,BLTP1_HUMAN,8,,0.2005584555349069,0.7993980370540535,0.194285988807678,Non-significant,0.0972369224977796,BLTP1,Bridge-like lipid transfer protein family member 1,BLTP1_HUMAN,Q2LD37
-0.185859203338623,7.437816739082338,,0.2008655655904219,0.7996671257946201,,SFSWA_HUMAN,8,,0.2008655655904219,0.7996671257946201,0.185859203338623,Non-significant,0.0970907574020868,SFSWAP,"Splicing factor, suppressor of white-apricot homolog",SFSWA_HUMAN,Q12872
-0.272126913070679,9.348138689994812,,0.2008947399078535,0.7996671257946201,,TCEA3_HUMAN,8,,0.2008947399078535,0.7996671257946201,0.272126913070679,Non-significant,0.0970907574020868,TCEA3,Transcription elongation factor A protein 3,TCEA3_HUMAN,O75764
-0.100756645202637,11.298202991485596,,0.2009194221874189,0.7996671257946201,,RAB17_HUMAN,8,,0.2009194221874189,0.7996671257946201,0.100756645202637,Non-significant,0.0970907574020868,RAB17,Ras-related protein Rab-17,RAB17_HUMAN,Q9H0T7
-0.24371612071991,6.699994146823882,,0.201074691607682,0.7998074347862039,,LGR4_HUMAN,7,,0.201074691607682,0.7998074347862039,0.24371612071991,Non-significant,0.0970145631037037,LGR4,Leucine-rich repeat-containing G-protein coupled receptor 4,LGR4_HUMAN,Q9BXB1
0.304959535598755,11.224334120750424,,0.2012966218944194,0.7998074347862039,,MT1E_HUMAN,8,,0.2012966218944194,0.7998074347862039,-0.304959535598755,Non-significant,0.0970145631037037,MT1E,Metallothionein-1E,MT1E_HUMAN,P04732
0.15569806098938,10.550407290458685,,0.2013163244531426,0.7998074347862039,,GID8_HUMAN,8,,0.2013163244531426,0.7998074347862039,-0.15569806098938,Non-significant,0.0970145631037037,GID8,Glucose-induced degradation protein 8 homolog,GID8_HUMAN,Q9NWU2
-0.619627634684245,7.997598807017008,,0.2013763529208805,0.7998074347862039,,CDIP1_HUMAN,5,,0.2013763529208805,0.7998074347862039,0.619627634684245,Non-significant,0.0970145631037037,CDIP1,Cell death-inducing p53-target protein 1,CDIP1_HUMAN,Q9H305
-0.150058269500732,9.749264717102044,,0.2014438542171001,0.7998074347862039,,CPTP_HUMAN,8,,0.2014438542171001,0.7998074347862039,0.150058269500732,Non-significant,0.0970145631037037,CPTP,Ceramide-1-phosphate transfer protein,CPTP_HUMAN,Q5TA50
-0.186358451843262,7.561008453369142,,0.2022576635838774,0.8025075138070666,,SYNJ1_HUMAN,8,,0.2022576635838774,0.8025075138070666,0.186358451843262,Non-significant,0.095550892643127,SYNJ1,Synaptojanin-1,SYNJ1_HUMAN,O43426
0.373697280883789,7.453993558883666,,0.2024554712960656,0.8025075138070666,,SGF29_HUMAN,8,,0.2024554712960656,0.8025075138070666,-0.373697280883789,Non-significant,0.095550892643127,SGF29,SAGA-associated factor 29,SGF29_HUMAN,Q96ES7
0.0790884494781494,9.882562518119803,,0.2025089392394939,0.8025075138070666,,U119B_HUMAN,8,,0.2025089392394939,0.8025075138070666,-0.0790884494781494,Non-significant,0.095550892643127,UNC119B,Protein unc-119 homolog B,U119B_HUMAN,A6NIH7
-0.238118648529053,9.62835741043091,,0.2026003731046971,0.8025075138070666,,FLVC2_HUMAN,8,,0.2026003731046971,0.8025075138070666,0.238118648529053,Non-significant,0.095550892643127,FLVCR2,Choline/ethanolamine transporter FLVCR2,FLVC2_HUMAN,Q9UPI3
-0.0710704326629639,10.199148297309875,,0.2026147411006465,0.8025075138070666,,RBM10_HUMAN,8,,0.2026147411006465,0.8025075138070666,0.0710704326629639,Non-significant,0.095550892643127,RBM10,RNA-binding protein 10,RBM10_HUMAN,P98175
-0.0556933879852295,13.49006807804109,,0.2028640855659172,0.8025378662177156,,AN32B_HUMAN,8,,0.2028640855659172,0.8025378662177156,0.0556933879852295,Non-significant,0.0955344670832981,ANP32B,Acidic leucine-rich nuclear phosphoprotein 32 family member B,AN32B_HUMAN,Q92688
0.57964833577474,10.943875948588046,,0.2028920850360585,0.8025378662177156,,PLCH1_HUMAN,7,,0.2028920850360585,0.8025378662177156,-0.57964833577474,Non-significant,0.0955344670832981,PLCH1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-1",PLCH1_HUMAN,Q4KWH8
-0.0442335605621338,15.502379298210135,,0.2029378764197913,0.8025378662177156,,APT_HUMAN,8,,0.2029378764197913,0.8025378662177156,0.0442335605621338,Non-significant,0.0955344670832981,APRT,Adenine phosphoribosyltransferase,APT_HUMAN,P07741
0.0837678909301758,10.019594430923458,,0.2030732730201349,0.8025378662177156,,PLGT2_HUMAN,8,,0.2030732730201349,0.8025378662177156,-0.0837678909301758,Non-significant,0.0955344670832981,POGLUT2,Protein O-glucosyltransferase 2,PLGT2_HUMAN,Q6UW63
0.0833790302276611,11.46929132938386,,0.2031913208777674,0.8025378662177156,,S2542_HUMAN,8,,0.2031913208777674,0.8025378662177156,-0.0833790302276611,Non-significant,0.0955344670832981,SLC25A42,Mitochondrial coenzyme A transporter SLC25A42,S2542_HUMAN,Q86VD7
-0.255265235900879,6.957644939422607,,0.2032114230055867,0.8025378662177156,,SMBP2_HUMAN,6,,0.2032114230055867,0.8025378662177156,0.255265235900879,Non-significant,0.0955344670832981,IGHMBP2,DNA-binding protein SMUBP-2,SMBP2_HUMAN,P38935
-0.250293016433716,8.727744221687317,,0.2035652636084552,0.8031132977705979,,PR38B_HUMAN,8,,0.2035652636084552,0.8031132977705979,0.250293016433716,Non-significant,0.0952231830828455,PRPF38B,Pre-mRNA-splicing factor 38B,PR38B_HUMAN,Q5VTL8
-0.220454692840576,16.268304586410522,,0.2036888581849106,0.8031132977705979,,ACADS_HUMAN,8,,0.2036888581849106,0.8031132977705979,0.220454692840576,Non-significant,0.0952231830828455,ACADS,"Short-chain specific acyl-CoA dehydrogenase, mitochondrial",ACADS_HUMAN,P16219
0.140588283538818,12.339317083358765,,0.2038242912720648,0.8031132977705979,,NMES1_HUMAN,8,,0.2038242912720648,0.8031132977705979,-0.140588283538818,Non-significant,0.0952231830828455,NMES1,Normal mucosa of esophagus-specific gene 1 protein,NMES1_HUMAN,Q9C002
-0.0777630805969238,11.749862194061285,,0.2038492013172343,0.8031132977705979,,GRSF1_HUMAN,8,,0.2038492013172343,0.8031132977705979,0.0777630805969238,Non-significant,0.0952231830828455,GRSF1,G-rich sequence factor 1,GRSF1_HUMAN,Q12849
-0.628852486610413,7.741023242473602,,0.2038760696394517,0.8031132977705979,,S66A3_HUMAN,6,,0.2038760696394517,0.8031132977705979,0.628852486610413,Non-significant,0.0952231830828455,SLC66A3,Solute carrier family 66 member 3,S66A3_HUMAN,Q8N755
-0.065338134765625,11.762513399124147,,0.2039465695622949,0.8031132977705979,,BCLF1_HUMAN,8,,0.2039465695622949,0.8031132977705979,0.065338134765625,Non-significant,0.0952231830828455,BCLAF1,Bcl-2-associated transcription factor 1,BCLF1_HUMAN,Q9NYF8
0.0897505283355713,11.35143887996674,,0.2042041088888019,0.8034091172369136,,LANC2_HUMAN,8,,0.2042041088888019,0.8034091172369136,-0.0897505283355713,Non-significant,0.0950632441213815,LANCL2,LanC-like protein 2,LANC2_HUMAN,Q9NS86
0.0544250011444092,14.88639891147613,,0.2042778846201379,0.8034091172369136,,RBP56_HUMAN,8,,0.2042778846201379,0.8034091172369136,-0.0544250011444092,Non-significant,0.0950632441213815,TAF15,TATA-binding protein-associated factor 2N,RBP56_HUMAN,Q92804
-0.104230880737305,17.1158003807068,,0.2043165204569472,0.8034091172369136,,THTR_HUMAN,8,,0.2043165204569472,0.8034091172369136,0.104230880737305,Non-significant,0.0950632441213815,TST,Thiosulfate sulfurtransferase,THTR_HUMAN,Q16762
0.0670361518859863,9.781123399734495,,0.2047549333056945,0.8034788789824143,,ZC3C1_HUMAN,8,,0.2047549333056945,0.8034788789824143,-0.0670361518859863,Non-significant,0.0950255350324976,ZC3HC1,Zinc finger C3HC-type protein 1,ZC3C1_HUMAN,Q86WB0
-0.252795934677124,8.619880318641663,,0.2047905452639449,0.8034788789824143,,RCCD1_HUMAN,8,,0.2047905452639449,0.8034788789824143,0.252795934677124,Non-significant,0.0950255350324976,RCCD1,RCC1 domain-containing protein 1,RCCD1_HUMAN,A6NED2
0.100063800811768,10.7094964981079,,0.2048347156490626,0.8034788789824143,,CLGN_HUMAN,8,,0.2048347156490626,0.8034788789824143,-0.100063800811768,Non-significant,0.0950255350324976,CLGN,Calmegin,CLGN_HUMAN,O14967
-0.193387031555176,9.646079540252687,,0.2049002799194938,0.8034788789824143,,NKTR_HUMAN,8,,0.2049002799194938,0.8034788789824143,0.193387031555176,Non-significant,0.0950255350324976,NKTR,NK-tumor recognition protein,NKTR_HUMAN,P30414
0.0765895843505859,11.5396010875702,,0.2049029060208342,0.8034788789824143,,PGTB1_HUMAN,8,,0.2049029060208342,0.8034788789824143,-0.0765895843505859,Non-significant,0.0950255350324976,PGGT1B,Geranylgeranyl transferase type-1 subunit beta,PGTB1_HUMAN,P53609
0.203276991844177,7.899414002895355,,0.2049239709698267,0.8034788789824143,,MUC24_HUMAN,6,,0.2049239709698267,0.8034788789824143,-0.203276991844177,Non-significant,0.0950255350324976,CD164,Sialomucin core protein 24,MUC24_HUMAN,Q04900
0.0347199440002441,15.53697299957276,,0.2051262040030893,0.8038862501079843,,A1AT_HUMAN,8,,0.2051262040030893,0.8038862501079843,-0.0347199440002441,Non-significant,0.0948053995666874,SERPINA1,Alpha-1-antitrypsin,A1AT_HUMAN,P01009
0.10634970664978,11.16696774959564,,0.205328390742549,0.8039089894679428,,PTPS_HUMAN,8,,0.205328390742549,0.8039089894679428,-0.10634970664978,Non-significant,0.0947931149444799,PTS,6-pyruvoyl tetrahydrobiopterin synthase,PTPS_HUMAN,Q03393
-0.126744151115417,8.051672756671904,,0.2053286813466745,0.8039089894679428,,CNNM4_HUMAN,8,,0.2053286813466745,0.8039089894679428,0.126744151115417,Non-significant,0.0947931149444799,CNNM4,Metal transporter CNNM4,CNNM4_HUMAN,Q6P4Q7
0.0543339252471924,13.276157259941074,,0.2055308948370909,0.8042306396839187,,ANT3_HUMAN,8,,0.2055308948370909,0.8042306396839187,-0.0543339252471924,Non-significant,0.0946193851100403,SERPINC1,Antithrombin-III,ANT3_HUMAN,P01008
0.215218067169189,10.18265914916992,,0.2056075886164391,0.8042306396839187,,SDHF4_HUMAN,8,,0.2056075886164391,0.8042306396839187,-0.215218067169189,Non-significant,0.0946193851100403,SDHAF4,"Succinate dehydrogenase assembly factor 4, mitochondrial",SDHF4_HUMAN,Q5VUM1
0.062391996383667,13.343230366706834,,0.205998855987444,0.8053757282148994,,CZIB_HUMAN,8,,0.205998855987444,0.8053757282148994,-0.062391996383667,Non-significant,0.0940014629594952,CZIB,CXXC motif containing zinc binding protein,CZIB_HUMAN,Q9NWV4
0.174122333526611,7.875816345214844,,0.2061289976060707,0.80549930947879,,PDP2_HUMAN,8,,0.2061289976060707,0.80549930947879,-0.174122333526611,Non-significant,0.0939348275472829,PDP2,"[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 2, mitochondrial",PDP2_HUMAN,Q9P2J9
0.0934345722198486,15.403812766075134,,0.2062410663278165,0.8055521821451983,,CY1_HUMAN,8,,0.2062410663278165,0.8055521821451983,-0.0934345722198486,Non-significant,0.0939063215592468,CYC1,"Cytochrome c1, heme protein, mitochondrial",CY1_HUMAN,P08574
-0.250848770141602,7.651134967803957,,0.2067011450194621,0.8058118976676347,,TESK2_HUMAN,7,,0.2067011450194621,0.8058118976676347,0.250848770141602,Non-significant,0.0937663246204438,TESK2,Dual specificity testis-specific protein kinase 2,TESK2_HUMAN,Q96S53
-0.127289056777954,13.61937487125396,,0.206711966814032,0.8058118976676347,,ROAA_HUMAN,8,,0.206711966814032,0.8058118976676347,0.127289056777954,Non-significant,0.0937663246204438,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,ROAA_HUMAN,Q99729
-0.45835276444753,6.334279080231985,,0.206716251383116,0.8058118976676347,,CXXC1_HUMAN,7,,0.206716251383116,0.8058118976676347,0.45835276444753,Non-significant,0.0937663246204438,CXXC1,CXXC-type zinc finger protein 1,CXXC1_HUMAN,Q9P0U4
-0.171267747879028,8.859697461128235,,0.2069005677231238,0.8058118976676347,,EMP3_HUMAN,8,,0.2069005677231238,0.8058118976676347,0.171267747879028,Non-significant,0.0937663246204438,EMP3,Epithelial membrane protein 3,EMP3_HUMAN,P54852
0.0425453186035156,11.63061237335206,,0.2069143182731297,0.8058118976676347,,FGGY_HUMAN,8,,0.2069143182731297,0.8058118976676347,-0.0425453186035156,Non-significant,0.0937663246204438,FGGY,FGGY carbohydrate kinase domain-containing protein,FGGY_HUMAN,Q96C11
-0.221469759941101,7.676863372325897,,0.2069496952826681,0.8058118976676347,,RXRB_HUMAN,8,,0.2069496952826681,0.8058118976676347,0.221469759941101,Non-significant,0.0937663246204438,RXRB,Retinoic acid receptor RXR-beta,RXRB_HUMAN,P28702
0.191668510437012,8.61079478263855,,0.207095444446846,0.8058118976676347,,P4K2B_HUMAN,8,,0.207095444446846,0.8058118976676347,-0.191668510437012,Non-significant,0.0937663246204438,PI4K2B,Phosphatidylinositol 4-kinase type 2-beta,P4K2B_HUMAN,Q8TCG2
-0.185285568237305,12.05638670921325,,0.2071355165150965,0.8058118976676347,,SYTM_HUMAN,8,,0.2071355165150965,0.8058118976676347,0.185285568237305,Non-significant,0.0937663246204438,TARS2,"Threonine--tRNA ligase, mitochondrial",SYTM_HUMAN,Q9BW92
-0.244505047798157,8.337335526943207,,0.2071946922198615,0.8058118976676347,,SAMC_HUMAN,8,,0.2071946922198615,0.8058118976676347,0.244505047798157,Non-significant,0.0937663246204438,SLC25A26,Mitochondrial S-adenosylmethionine carrier protein,SAMC_HUMAN,Q70HW3
-0.132972240447998,9.068577766418455,,0.2075249676985814,0.8059812196975625,,DJC16_HUMAN,8,,0.2075249676985814,0.8059812196975625,0.132972240447998,Non-significant,0.0936750776449597,DNAJC16,DnaJ homolog subfamily C member 16,DJC16_HUMAN,Q9Y2G8
-0.0467591285705566,13.30113649368289,,0.207774262964601,0.8059812196975625,,SPEE_HUMAN,8,,0.207774262964601,0.8059812196975625,0.0467591285705566,Non-significant,0.0936750776449597,SRM,Spermidine synthase,SPEE_HUMAN,P19623
-0.0343706607818604,11.6377273797989,,0.2077745698303963,0.8059812196975625,,PR40A_HUMAN,8,,0.2077745698303963,0.8059812196975625,0.0343706607818604,Non-significant,0.0936750776449597,PRPF40A,Pre-mRNA-processing factor 40 homolog A,PR40A_HUMAN,O75400
0.0888195037841797,16.676215171813972,,0.2077865556388162,0.8059812196975625,,COX41_HUMAN,8,,0.2077865556388162,0.8059812196975625,-0.0888195037841797,Non-significant,0.0936750776449597,COX4I1,"Cytochrome c oxidase subunit 4 isoform 1, mitochondrial",COX41_HUMAN,P13073
-0.147688150405884,8.850536465644836,,0.2078399294326451,0.8059812196975625,,EMAL3_HUMAN,8,,0.2078399294326451,0.8059812196975625,0.147688150405884,Non-significant,0.0936750776449597,EML3,Echinoderm microtubule-associated protein-like 3,EMAL3_HUMAN,Q32P44
-0.0330874919891357,12.68517911434174,,0.2078915403530566,0.8059812196975625,,GEPH_HUMAN,8,,0.2078915403530566,0.8059812196975625,0.0330874919891357,Non-significant,0.0936750776449597,GPHN,Gephyrin,GEPH_HUMAN,Q9NQX3
-0.10792350769043,13.641575574874864,,0.2079283660357381,0.8059812196975625,,ARL1_HUMAN,8,,0.2079283660357381,0.8059812196975625,0.10792350769043,Non-significant,0.0936750776449597,ARL1,ADP-ribosylation factor-like protein 1,ARL1_HUMAN,P40616
0.312178015708923,6.6568841338157645,,0.2082598956581666,0.8064634681252161,,HAUS1_HUMAN,8,,0.2082598956581666,0.8064634681252161,-0.312178015708923,Non-significant,0.0934153008738707,HAUS1,HAUS augmin-like complex subunit 1,HAUS1_HUMAN,Q96CS2
0.33679735660553,7.709538280963896,,0.2083756230739292,0.8064634681252161,,ZFAN1_HUMAN,8,,0.2083756230739292,0.8064634681252161,-0.33679735660553,Non-significant,0.0934153008738707,ZFAND1,AN1-type zinc finger protein 1,ZFAN1_HUMAN,Q8TCF1
0.0562775135040283,14.4234036207199,,0.2084396856271549,0.8064634681252161,,VATA_HUMAN,8,,0.2084396856271549,0.8064634681252161,-0.0562775135040283,Non-significant,0.0934153008738707,ATP6V1A,V-type proton ATPase catalytic subunit A,VATA_HUMAN,P38606
-0.143932342529297,9.896210670471191,,0.2084473771435573,0.8064634681252161,,LAT3_HUMAN,8,,0.2084473771435573,0.8064634681252161,0.143932342529297,Non-significant,0.0934153008738707,SLC43A1,Large neutral amino acids transporter small subunit 3,LAT3_HUMAN,O75387
-0.174728155136108,8.590424180030823,,0.2086111745357128,0.8065413074483746,,SETD2_HUMAN,8,,0.2086111745357128,0.8065413074483746,0.174728155136108,Non-significant,0.0933733850791242,SETD2,Histone-lysine N-methyltransferase SETD2,SETD2_HUMAN,Q9BYW2
0.427016139030457,6.525716245174409,,0.2087641186111857,0.8065413074483746,,RCBT2_HUMAN,7,,0.2087641186111857,0.8065413074483746,-0.427016139030457,Non-significant,0.0933733850791242,RCBTB2,RCC1 and BTB domain-containing protein 2,RCBT2_HUMAN,O95199
-0.163139343261719,9.394778728485107,,0.2089454559994095,0.8065413074483746,,GTPB4_HUMAN,8,,0.2089454559994095,0.8065413074483746,0.163139343261719,Non-significant,0.0933733850791242,GTPBP4,GTP-binding protein 4,GTPB4_HUMAN,Q9BZE4
0.0674188137054443,11.120407938957214,,0.2093516080014097,0.8065413074483746,,RETR3_HUMAN,8,,0.2093516080014097,0.8065413074483746,-0.0674188137054443,Non-significant,0.0933733850791242,RETREG3,Reticulophagy regulator 3,RETR3_HUMAN,Q86VR2
-0.146260499954224,11.14041578769684,,0.2094289930156297,0.8065413074483746,,RAB35_HUMAN,8,,0.2094289930156297,0.8065413074483746,0.146260499954224,Non-significant,0.0933733850791242,RAB35,Ras-related protein Rab-35,RAB35_HUMAN,Q15286
0.163626790046692,7.746182978153229,,0.2094764940984332,0.8065413074483746,,NRM_HUMAN,8,,0.2094764940984332,0.8065413074483746,-0.163626790046692,Non-significant,0.0933733850791242,NRM,Nurim,NRM_HUMAN,Q8IXM6
0.110322952270508,14.94044280052184,,0.2095507817193549,0.8065413074483746,,PEPD_HUMAN,8,,0.2095507817193549,0.8065413074483746,-0.110322952270508,Non-significant,0.0933733850791242,PEPD,Xaa-Pro dipeptidase,PEPD_HUMAN,P12955
0.132304430007935,11.549657702446002,,0.2096440539323248,0.8065413074483746,,NIF3L_HUMAN,8,,0.2096440539323248,0.8065413074483746,-0.132304430007935,Non-significant,0.0933733850791242,NIF3L1,NIF3-like protein 1,NIF3L_HUMAN,Q9GZT8
-0.0924830436706543,13.82232451438904,,0.2096653874702188,0.8065413074483746,,ELOB_HUMAN,8,,0.2096653874702188,0.8065413074483746,0.0924830436706543,Non-significant,0.0933733850791242,ELOB,Elongin-B,ELOB_HUMAN,Q15370
0.0395927429199219,15.027675390243516,,0.2097048766125153,0.8065413074483746,,ADK_HUMAN,8,,0.2097048766125153,0.8065413074483746,-0.0395927429199219,Non-significant,0.0933733850791242,ADK,Adenosine kinase,ADK_HUMAN,P55263
-0.145965576171875,10.153521299362176,,0.2097924869749548,0.8065413074483746,,ZMAT2_HUMAN,8,,0.2097924869749548,0.8065413074483746,0.145965576171875,Non-significant,0.0933733850791242,ZMAT2,Zinc finger matrin-type protein 2,ZMAT2_HUMAN,Q96NC0
0.0561680793762207,10.568915843963616,,0.2098328801449723,0.8065413074483746,,NEK7_HUMAN,8,,0.2098328801449723,0.8065413074483746,-0.0561680793762207,Non-significant,0.0933733850791242,NEK7,Serine/threonine-protein kinase Nek7,NEK7_HUMAN,Q8TDX7
-0.157685160636902,8.141250908374786,,0.210028667741,0.8065413074483746,,ALS2_HUMAN,8,,0.210028667741,0.8065413074483746,0.157685160636902,Non-significant,0.0933733850791242,ALS2,Alsin,ALS2_HUMAN,Q96Q42
-0.233644167582194,7.3599378267923985,,0.2100309890431991,0.8065413074483746,,NBEL2_HUMAN,7,,0.2100309890431991,0.8065413074483746,0.233644167582194,Non-significant,0.0933733850791242,NBEAL2,Neurobeachin-like protein 2,NBEL2_HUMAN,Q6ZNJ1
-0.102784395217896,12.980350852012634,,0.2100575396538118,0.8065413074483746,,SAC1_HUMAN,8,,0.2100575396538118,0.8065413074483746,0.102784395217896,Non-significant,0.0933733850791242,SACM1L,Phosphatidylinositol-3-phosphatase SAC1,SAC1_HUMAN,Q9NTJ5
0.22401746114095,7.196756998697918,,0.2101307797090825,0.8065413074483746,,TSP3_HUMAN,7,,0.2101307797090825,0.8065413074483746,-0.22401746114095,Non-significant,0.0933733850791242,THBS3,Thrombospondin-3,TSP3_HUMAN,P49746
-0.0699148178100586,14.413614988327016,,0.2103878048320865,0.8065413074483746,,MYO1B_HUMAN,8,,0.2103878048320865,0.8065413074483746,0.0699148178100586,Non-significant,0.0933733850791242,MYO1B,Unconventional myosin-Ib,MYO1B_HUMAN,O43795
0.161102175712585,8.069850265979767,,0.2104950578451092,0.8065413074483746,,GPN3_HUMAN,8,,0.2104950578451092,0.8065413074483746,-0.161102175712585,Non-significant,0.0933733850791242,GPN3,GPN-loop GTPase 3,GPN3_HUMAN,Q9UHW5
-0.391472816467285,6.687885165214538,,0.210561774642398,0.8065413074483746,,STN1_HUMAN,8,,0.210561774642398,0.8065413074483746,0.391472816467285,Non-significant,0.0933733850791242,STN1,CST complex subunit STN1,STN1_HUMAN,Q9H668
-0.125513076782227,10.67941093444824,,0.2106277015292635,0.8065413074483746,,RBP1_HUMAN,8,,0.2106277015292635,0.8065413074483746,0.125513076782227,Non-significant,0.0933733850791242,RALBP1,RalA-binding protein 1,RBP1_HUMAN,Q15311
0.0990722179412842,13.725220561027536,,0.2107446920508351,0.8065413074483746,,NUCB1_HUMAN,8,,0.2107446920508351,0.8065413074483746,-0.0990722179412842,Non-significant,0.0933733850791242,NUCB1,Nucleobindin-1,NUCB1_HUMAN,Q02818
-0.105455875396729,10.108697891235334,,0.2107705513117462,0.8065413074483746,,RINT1_HUMAN,8,,0.2107705513117462,0.8065413074483746,0.105455875396729,Non-significant,0.0933733850791242,RINT1,RAD50-interacting protein 1,RINT1_HUMAN,Q6NUQ1
0.123743295669556,11.84255516529084,,0.2108105043462331,0.8065413074483746,,ITIH3_HUMAN,8,,0.2108105043462331,0.8065413074483746,-0.123743295669556,Non-significant,0.0933733850791242,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3_HUMAN,Q06033
0.106334686279297,11.01082253456116,,0.2108579883797791,0.8065413074483746,,HUTU_HUMAN,8,,0.2108579883797791,0.8065413074483746,-0.106334686279297,Non-significant,0.0933733850791242,UROC1,Urocanate hydratase,HUTU_HUMAN,Q96N76
