"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.332030000000002,7.77036857142857,2.8145136901911,0.0298269070271904,0.139407630449776,-5.23748872510493,"MCM4_HUMAN",23,2.93101983463727,0.0235127664230964,0.117082129132193,0.332030000000002,"Non-significant",0.931509388544745,"MCM4","DNA replication licensing factor MCM4","MCM4_HUMAN"
0.0851749999999996,13.9655285714286,2.45827383569599,0.0483243738641249,0.184605413298274,-5.7485602832398,"PGM2_HUMAN",37,2.93060940633171,0.0235260455932659,0.117082129132193,0.0851749999999996,"Non-significant",0.931509388544745,"PGM2","Phosphopentomutase","PGM2_HUMAN"
-0.0643416666666674,10.8915,-2.19893592273488,0.0691859567643628,0.227023519643498,-6.12074189036658,"RB3GP_HUMAN",46,-2.93028976695393,0.0235363928775133,0.117082129132193,-0.0643416666666674,"Non-significant",0.931509388544745,"RAB3GAP1","Rab3 GTPase-activating protein catalytic subunit","RB3GP_HUMAN"
-0.124325000000001,10.4026428571429,-3.22752439026102,0.0173950770315138,0.100496717057329,-4.65537791751785,"HEPS_HUMAN",13,-2.92967313115778,0.0235563681626922,0.117110434322468,-0.124325000000001,"Non-significant",0.931404408370957,"HPN","Serine protease hepsin","HEPS_HUMAN"
0.0765583333333328,12.9890857142857,2.38915744885163,0.0531474245442567,0.194876049022601,-5.84796331165804,"K2C7_HUMAN",37,2.92912060576655,0.0235742820073228,0.117128462967292,0.0765583333333328,"Non-significant",0.931337555759633,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.0669500000000003,12.8154428571429,2.33081149087509,0.0576096268069862,0.204191841292757,-5.93180101989809,"FLOT1_HUMAN",33,2.92801588616644,0.0236101425131079,0.11723558347817,0.0669500000000003,"Non-significant",0.930940550752099,"FLOT1","Flotillin-1","FLOT1_HUMAN"
0.157008333333337,11.2133142857143,3.29420289993453,0.0159813168474032,0.0968328422136078,-4.56301529832731,"RM24_HUMAN",11,2.92753470942919,0.0236257802529552,0.11724067984829,0.157008333333337,"Non-significant",0.930921671865258,"MRPL24","Large ribosomal subunit protein uL24m","RM24_HUMAN"
0.0574000000000083,12.7642,2.20700731604677,0.0684128294299737,0.225507380935042,-6.10920877570772,"SC24A_HUMAN",33,2.92710449440172,0.0236397711379877,0.11724067984829,0.0574000000000083,"Non-significant",0.930921671865258,"SEC24A","Protein transport protein Sec24A","SC24A_HUMAN"
0.341026666666668,9.16520428571429,3.44685069732848,0.0131954400452539,0.0878519916920044,-4.35356562764097,"MYL9_HUMAN",5,2.92525518748206,0.0237000124920576,0.117468381142617,0.341026666666668,"Non-significant",0.930079016313272,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN"
0.111766666666671,15.3647,2.698757548615,0.0348347705461429,0.152714143816727,-5.40302778716724,"TXND5_HUMAN",24,2.92377278136535,0.0237484201464956,0.117637189341976,0.111766666666671,"Non-significant",0.929455360464291,"TXNDC5","Thioredoxin domain-containing protein 5","TXND5_HUMAN"
-0.109558333333332,13.3031714285714,-2.66266566616226,0.0365740004046092,0.157288783947152,-5.4547805222954,"SNX2_HUMAN",26,-2.92133951511286,0.0238281064857008,0.11794785969911,-0.109558333333332,"Non-significant",0.928309935484614,"SNX2","Sorting nexin-2","SNX2_HUMAN"
1.4991825,6.31141428571429,2.84158636789469,0.0287705972759948,0.136263659449314,-5.19888999967857,"SMBP2_HUMAN",5,2.92097974642165,0.0238399126032478,0.11794785969911,1.4991825,"Non-significant",0.928309935484614,"IGHMBP2","DNA-binding protein SMUBP-2","SMBP2_HUMAN"
0.267540000000002,7.84967,2.79410854632435,0.0306505141775767,0.141721892401452,-5.26661299578389,"CUL7_HUMAN",24,2.92001050567822,0.023871750092289,0.118034141891788,0.267540000000002,"Non-significant",0.92799235294371,"CUL7","Cullin-7","CUL7_HUMAN"
-0.102791666666661,10.7923714285714,-2.51462869427028,0.0447321548677539,0.176559559752454,-5.66749353976007,"EXOC2_HUMAN",46,-2.91895883633935,0.0239063464343463,0.118092499425244,-0.102791666666661,"Non-significant",0.92777768546585,"EXOC2","Exocyst complex component 2","EXOC2_HUMAN"
0.0676749999999995,12.5574285714286,2.13009437277499,0.0761552517306189,0.238472404005964,-6.21888871620842,"DYSF_HUMAN",102,2.91855357778106,0.0239196923166228,0.118092499425244,0.0676749999999995,"Non-significant",0.92777768546585,"DYSF","Dysferlin","DYSF_HUMAN"
-0.122049999999998,11.4308428571429,-2.66934467920115,0.0362453099651063,0.156224527389033,-5.44519922758355,"DKC1_HUMAN",28,-2.91833882593297,0.0239267676927703,0.118092499425244,-0.122049999999998,"Non-significant",0.92777768546585,"DKC1","H/ACA ribonucleoprotein complex subunit DKC1","DKC1_HUMAN"
-0.165948333333334,8.13167428571429,-2.87917651827615,0.0273699739764605,0.132221005691823,-5.14538079673441,"UTP18_HUMAN",16,-2.91680527108868,0.0239773582015965,0.118221007060051,-0.165948333333334,"Non-significant",0.927305345454393,"UTP18","U3 small nucleolar RNA-associated protein 18 homolog","UTP18_HUMAN"
-0.097141666666662,13.4513428571429,-2.55372105748571,0.0424061839358283,0.171931699261088,-5.61127383524346,"BGH3_HUMAN",32,-2.91628751911121,0.0239944640650829,0.118221007060051,-0.097141666666662,"Non-significant",0.927305345454393,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-0.111024999999996,12.5343428571429,-2.90052265439669,0.0266073787388845,0.129944774452982,-5.11504122425717,"PAIP1_HUMAN",17,-2.91595816786634,0.0240053521738215,0.118221007060051,-0.111024999999996,"Non-significant",0.927305345454393,"PAIP1","Polyadenylate-binding protein-interacting protein 1","PAIP1_HUMAN"
0.12725,10.6666857142857,2.60339415299154,0.0396334180444427,0.165054513423034,-5.53987868012444,"PTPRK_HUMAN",47,2.91580288524666,0.0240104875280538,0.118221007060051,0.12725,"Non-significant",0.927305345454393,"PTPRK","Receptor-type tyrosine-protein phosphatase kappa","PTPRK_HUMAN"
-0.228294999999996,10.1749342857143,-3.63197336861703,0.0105100016683876,0.0767923294807858,-4.10354100088132,"LSM1_HUMAN",7,-2.91433925939797,0.0240589486608825,0.11838851207798,-0.228294999999996,"Non-significant",0.926690437673882,"LSM1","U6 snRNA-associated Sm-like protein LSm1","LSM1_HUMAN"
0.134658333333334,17.7620857142857,2.75168589681246,0.0324417386038993,0.146130424766355,-5.32724402102658,"MDHM_HUMAN",22,2.91326677698633,0.0240945250422499,0.118492451287561,0.134658333333334,"Non-significant",0.92630931605541,"MDH2","Malate dehydrogenase, mitochondrial","MDHM_HUMAN"
0.828146666666671,6.73986,3.11450308239646,0.0201129028750552,0.109195746867353,-4.8130605046063,"QCR10_HUMAN",1,2.91168735111125,0.0241470198059501,0.118679417487517,0.828146666666671,"Non-significant",0.925624593991341,"UQCR11","Cytochrome b-c1 complex subunit 10","QCR10_HUMAN"
0.257240000000001,8.64269571428571,2.91593224244414,0.0260710897482796,0.128296207967327,-5.09316122655932,"RWD2B_HUMAN",12,2.91098613305238,0.0241703649503441,0.118722978947226,0.257240000000001,"Non-significant",0.925465214793222,"RWDD2B","RWD domain-containing protein 2B","RWD2B_HUMAN"
-0.116316666666664,12.1892,-2.93907032138482,0.0252875766058349,0.126253077353614,-5.06034321067837,"SEC12_HUMAN",16,-2.90470616053083,0.0243805141915919,0.119602320885969,-0.116316666666664,"Non-significant",0.922260392770771,"PREB","Guanine nucleotide-exchange factor SEC12","SEC12_HUMAN"
-0.170445000000001,8.88896714285714,-3.06644729571738,0.0214054952662417,0.114097691932802,-4.88050912505834,"HSF1_HUMAN",12,-2.90467196169568,0.0243816639128297,0.119602320885969,-0.170445000000001,"Non-significant",0.922260392770771,"HSF1","Heat shock factor protein 1","HSF1_HUMAN"
-0.177373333333328,10.1401828571429,-2.81552700769771,0.0297866295717687,0.139298795909504,-5.23604311352142,"CSTF1_HUMAN",18,-2.90433026496384,0.0243931544915028,0.119602320885969,-0.177373333333328,"Non-significant",0.922260392770771,"CSTF1","Cleavage stimulation factor subunit 1","CSTF1_HUMAN"
-0.155193333333333,8.18666857142857,-3.27116878762086,0.0164549843993152,0.098179011721678,-4.59486410998288,"PROZ_HUMAN",11,-2.90349889007539,0.0244211360544071,0.119667025873106,-0.155193333333333,"Non-significant",0.922025502510645,"PROZ","Vitamin K-dependent protein Z","PROZ_HUMAN"
0.0805666666666713,10.7387285714286,2.68762219323785,0.0353617875410356,0.153790946557777,-5.41898892944121,"ESRP2_HUMAN",21,2.90307116150663,0.0244355454149279,0.119667025873106,0.0805666666666713,"Non-significant",0.922025502510645,"ESRP2","Epithelial splicing regulatory protein 2","ESRP2_HUMAN"
-0.135308333333329,12.3672857142857,-3.11562630536188,0.0200837225084278,0.109195746867353,-4.81148678620597,"VP26C_HUMAN",13,-2.90127061798385,0.0244963016140818,0.11989294366104,-0.135308333333329,"Non-significant",0.921206376694753,"VPS26C","Vacuolar protein sorting-associated protein 26C","VP26C_HUMAN"
0.0969583333333386,10.8659285714286,2.71827065813089,0.0339313207413398,0.149666613444514,-5.37507213669749,"ANXA3_HUMAN",21,2.90003634174459,0.0245380430001034,0.119994909836922,0.0969583333333386,"Non-significant",0.920837176257569,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.153008333333331,10.9754,-3.03547013101401,0.0222862883297078,0.1171924257389,-4.9241069030001,"LTMD1_HUMAN",13,-2.89978922117187,0.0245464093433177,0.119994909836922,-0.153008333333331,"Non-significant",0.920837176257569,"LETMD1","LETM1 domain-containing protein 1","LTMD1_HUMAN"
-0.127717500000001,9.93665142857143,-2.79308994587256,0.0306922608031102,0.141783411899973,-5.26806753282929,"RFC2_HUMAN",19,-2.89779251435128,0.0246141199485166,0.120254204611406,-0.127717500000001,"Non-significant",0.919899729859672,"RFC2","Replication factor C subunit 2","RFC2_HUMAN"
1.3481675,5.71985857142857,2.79294006026279,0.0306984088951514,0.141783411899973,-5.26828157131511,"MRC2_HUMAN",24,2.89662667862203,0.0246537466667787,0.120376066214563,1.3481675,"Non-significant",0.919459853146324,"MRC2","C-type mannose receptor 2","MRC2_HUMAN"
-0.113141666666664,10.7987857142857,-2.69437542383539,0.0350411640299623,0.15300905538038,-5.40930834641331,"EI2BD_HUMAN",23,-2.89589464403657,0.0246786631950082,0.120426000519451,-0.113141666666664,"Non-significant",0.919279736806998,"EIF2B4","Translation initiation factor eIF2B subunit delta","EI2BD_HUMAN"
0.146983333333335,10.1575428571429,3.05038972744602,0.0218572662938841,0.11548242744581,-4.90309735738243,"ZNT10_HUMAN",13,2.89349994835713,0.024760359724903,0.120611861295034,0.146983333333335,"Non-significant",0.918609980407501,"SLC30A10","Calcium/manganese antiporter SLC30A10","ZNT10_HUMAN"
0.141006666666668,9.64022142857143,3.3873114083271,0.01421311782119,0.0915311389615992,-4.4349195331024,"A1BG_HUMAN",11,2.89331432569366,0.0247667043649028,0.120611861295034,0.141006666666668,"Non-significant",0.918609980407501,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
0.0880833333333335,16.5029,2.42258004237005,0.050755170532272,0.189390481576498,-5.79990239845354,"MOES_HUMAN",43,2.89246148680362,0.024795876902959,0.120611861295034,0.0880833333333335,"Non-significant",0.918609980407501,"MSN","Moesin","MOES_HUMAN"
0.0930000000000017,12.0625571428571,2.52550364685334,0.0440718986759188,0.175559134873309,-5.65185200403284,"UAP1_HUMAN",31,2.89240868859806,0.0247976841403407,0.120611861295034,0.0930000000000017,"Non-significant",0.918609980407501,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
-0.488614166666665,7.16237142857143,-2.80471069029487,0.030219584521754,0.140341672379458,-5.25147724241306,"DDX51_HUMAN",14,-2.89220219936611,0.024804753436051,0.120611861295034,-0.488614166666665,"Non-significant",0.918609980407501,"DDX51","ATP-dependent RNA helicase DDX51","DDX51_HUMAN"
-0.0975749999999938,12.9699571428571,-3.10478305409521,0.0203673524814513,0.109994437182436,-4.82668435295079,"RISC_HUMAN",15,-2.89219425704395,0.0248050253895373,0.120611861295034,-0.0975749999999938,"Non-significant",0.918609980407501,"SCPEP1","Retinoid-inducible serine carboxypeptidase","RISC_HUMAN"
-0.188300000000002,12.8738,-4.29669911462343,0.00484773910325551,0.0506910270006233,-3.24516466658432,"DERL1_HUMAN",7,-2.88922536428034,0.0249069059888506,0.121035456607348,-0.188300000000002,"Non-significant",0.917087387094845,"DERL1","Derlin-1","DERL1_HUMAN"
0.0856750000000073,12.9219428571429,2.57184363648998,0.041371530986617,0.169751657171314,-5.5852197795955,"ARMT1_HUMAN",25,2.88818043121994,0.0249428697815476,0.121138416154696,0.0856750000000073,"Non-significant",0.916718108894381,"ARMT1","Damage-control phosphatase ARMT1","ARMT1_HUMAN"
-0.395624166666666,7.47290428571429,-2.78703298724003,0.0309417612835105,0.142465600534979,-5.27671804566535,"SMG7_HUMAN",18,-2.88669847578326,0.0249939694749419,0.121314719807918,-0.395624166666666,"Non-significant",0.91608650050602,"SMG7","Nonsense-mediated mRNA decay factor SMG7","SMG7_HUMAN"
-0.198816666666662,10.4711428571429,-2.91458805008999,0.0261174042149629,0.128440599732613,-5.09506909352006,"STX17_HUMAN",13,-2.88497017494724,0.0250537041724166,0.121484816044067,-0.198816666666662,"Non-significant",0.915477999599475,"STX17","Syntaxin-17","STX17_HUMAN"
-0.478211666666668,6.53986714285714,-2.78682463440556,0.0309503823557939,0.142465600534979,-5.27701565395164,"NFRKB_HUMAN",17,-2.8848272345324,0.0250586513699095,0.121484816044067,-0.478211666666668,"Non-significant",0.915477999599475,"NFRKB","Nuclear factor related to kappa-B-binding protein","NFRKB_HUMAN"
-0.528600833333332,6.83023428571429,-2.88941980294585,0.0270011373654131,0.131185374350615,-5.13081754380425,"DCNL4_HUMAN",7,-2.88395229108863,0.0250889559991781,0.121559847092945,-0.528600833333332,"Non-significant",0.915209854879789,"DCUN1D4","DCN1-like protein 4","DCNL4_HUMAN"
-0.369589166666662,8.99644714285714,-3.01581207598771,0.0228655416528052,0.118703232029993,-4.95182095307688,"NAA20_HUMAN",7,-2.88317665887424,0.0251158534705768,0.121618291052445,-0.369589166666662,"Non-significant",0.915001103469867,"NAA20","N-alpha-acetyltransferase 20","NAA20_HUMAN"
-0.138194999999998,8.48251857142857,-2.61027386470785,0.0392647832354341,0.1640635540082,-5.5299953814772,"ARHGB_HUMAN",44,-2.88102372646921,0.0251906739687107,0.121908586301942,-0.138194999999998,"Non-significant",0.91396570494577,"ARHGEF11","Rho guanine nucleotide exchange factor 11","ARHGB_HUMAN"
-0.089875000000001,13.0425571428571,-2.60321844579536,0.0396428808160472,0.165054513423034,-5.54013111638728,"AMACR_HUMAN",24,-2.87890374631574,0.025264580948327,0.122099189237655,-0.089875000000001,"Non-significant",0.913287219845304,"AMACR","Alpha-methylacyl-CoA racemase","AMACR_HUMAN"
0.191000000000004,14.3109571428571,3.33215929416029,0.0152329855858598,0.0945530085297296,-4.51067003235067,"DUS3_HUMAN",9,2.87865466955759,0.0252732794146991,0.122099189237655,0.191000000000004,"Non-significant",0.913287219845304,"DUSP3","Dual specificity protein phosphatase 3","DUS3_HUMAN"
0.128724999999999,11.4922428571429,2.88408696455211,0.0271924888004,0.1315962356468,-5.13839844962961,"RM45_HUMAN",16,2.8786128356663,0.0252747406850817,0.122099189237655,0.128724999999999,"Non-significant",0.913287219845304,"MRPL45","Large ribosomal subunit protein mL45","RM45_HUMAN"
-0.164904166666668,7.59236428571429,-2.72805301093105,0.0334878311631431,0.148464939594581,-5.36106437805107,"RFIP5_HUMAN",23,-2.87707270820517,0.0253286003849981,0.122146554616941,-0.164904166666668,"Non-significant",0.913118778645138,"RAB11FIP5","Rab11 family-interacting protein 5","RFIP5_HUMAN"
0.100383333333331,14.9828714285714,3.0647414490281,0.0214530044800292,0.114128313255859,-4.8829075614445,"CAZA2_HUMAN",15,2.87699149594891,0.0253314438388257,0.122146554616941,0.100383333333331,"Non-significant",0.913118778645138,"CAPZA2","F-actin-capping protein subunit alpha-2","CAZA2_HUMAN"
-0.284665833333332,8.25197285714286,-2.80648492637139,0.0301481057348504,0.140189546689906,-5.24894501532557,"GNB1L_HUMAN",15,-2.87698317456926,0.025331735211295,0.122146554616941,-0.284665833333332,"Non-significant",0.913118778645138,"GNB1L","Guanine nucleotide-binding protein subunit beta-like protein 1","GNB1L_HUMAN"
-0.188905833333331,9.49063285714286,-2.9205650806646,0.0259121407395068,0.128045647849594,-5.08658675405987,"TAM41_HUMAN",13,-2.87662889409958,0.025344143620812,0.122146554616941,-0.188905833333331,"Non-significant",0.913118778645138,"TAMM41","Phosphatidate cytidylyltransferase, mitochondrial","TAM41_HUMAN"
0.129550833333337,8.83129428571429,2.67476390701946,0.035980924765182,0.155657847612117,-5.4374264790293,"TTC7B_HUMAN",25,2.87541913791692,0.025386563162989,0.122279109759215,0.129550833333337,"Non-significant",0.912647731771823,"TTC7B","Tetratricopeptide repeat protein 7B","TTC7B_HUMAN"
-2.51559416666666,7.67481571428571,-2.77259860977453,0.0315451379759791,0.144103984322324,-5.29734208888738,"SETD2_HUMAN",16,-2.87436461480504,0.0254236011088989,0.122385602989285,-2.51559416666666,"Non-significant",0.912269668056948,"SETD2","Histone-lysine N-methyltransferase SETD2","SETD2_HUMAN"
-0.105469999999999,9.38984857142857,-2.60053588296981,0.0397876486602927,0.165573169399533,-5.54398522700827,"RAD21_HUMAN",27,-2.87337491563265,0.0254584145107552,0.122481268872753,-0.105469999999999,"Non-significant",0.911930323113352,"RAD21","Double-strand-break repair protein rad21 homolog","RAD21_HUMAN"
-0.357082499999997,9.45371714285714,-2.80556197343345,0.0301852661844107,0.140282773344557,-5.25026224811053,"HYCC2_HUMAN",13,-2.86906115286266,0.0256107471936532,0.123114621849282,-0.357082499999997,"Non-significant",0.909690364523193,"HYCC2","Hyccin 2","HYCC2_HUMAN"
0.264250000000008,13.614,3.01619429685899,0.0228541249230939,0.118703232029993,-4.95128175480005,"BAF_HUMAN",9,2.86851823064926,0.0256299880376693,0.123114621849282,0.264250000000008,"Non-significant",0.909690364523193,"BANF1","Barrier-to-autointegration factor","BAF_HUMAN"
-0.408607499999997,8.59247,-3.0227284778633,0.0226599032555143,0.118285726134043,-4.94206607789848,"SELH_HUMAN",6,-2.86837368101947,0.025635113380913,0.123114621849282,-0.408607499999997,"Non-significant",0.909690364523193,"SELENOH","Selenoprotein H","SELH_HUMAN"
-0.260208333333333,10.4114571428571,-3.12962193586489,0.0197239589916226,0.108158539005567,-4.79188874001903,"GPR39_HUMAN",8,-2.86376694559175,0.0257990277458463,0.12382929125319,-0.260208333333333,"Non-significant",0.907176612787961,"GPR39","G-protein coupled receptor 39","GPR39_HUMAN"
0.305079999999998,10.1025685714286,3.5470587299645,0.011658656724471,0.0824656322926779,-4.21766503129123,"BNI3L_HUMAN",5,2.86155268758625,0.0258782102553661,0.124136669206256,0.305079999999998,"Non-significant",0.906099911639117,"BNIP3L","BCL2/adenovirus E1B 19 kDa protein-interacting protein 3-like","BNI3L_HUMAN"
0.0477666666666643,13.9618714285714,1.91056877268434,0.103519797730515,0.283262784310669,-6.52812748452444,"SYDC_HUMAN",43,2.85954532790315,0.0259502171872177,0.12440928684258,0.0477666666666643,"Non-significant",0.905147199436616,"DARS1","Aspartate--tRNA ligase, cytoplasmic","SYDC_HUMAN"
-0.257283333333328,15.5783857142857,-3.1301958300449,0.0197093570187047,0.108158539005567,-4.79108554894973,"ATIF1_HUMAN",8,-2.85696182450118,0.0260432046488603,0.124721884094928,-0.257283333333328,"Non-significant",0.904057337156529,"ATP5IF1","ATPase inhibitor, mitochondrial","ATIF1_HUMAN"
0.112200000000001,11.9530857142857,2.89628968534573,0.0267567659301671,0.130411395419447,-5.12105483900509,"DUS23_HUMAN",16,2.85673293752473,0.0260514599781105,0.124721884094928,0.112200000000001,"Non-significant",0.904057337156529,"DUSP23","Dual specificity protein phosphatase 23","DUS23_HUMAN"
0.198925833333334,9.79329142857143,2.84694595568017,0.0285662776259814,0.13561423287587,-5.19125452120261,"BIN3_HUMAN",14,2.85646680511193,0.0260610621437682,0.124721884094928,0.198925833333334,"Non-significant",0.904057337156529,"BIN3","Bridging integrator 3","BIN3_HUMAN"
-0.279639166666668,8.59686714285714,-2.86804894289917,0.0277767986681649,0.13363509124508,-5.16121014250048,"RBM7_HUMAN",11,-2.85305801572058,0.0261843856438783,0.125185743309506,-0.279639166666668,"Non-significant",0.902445127631673,"RBM7","RNA-binding protein 7","RBM7_HUMAN"
0.426753333333334,7.75942428571429,3.237180883993,0.0171821377908604,0.0997586158707321,-4.64197034423694,"CAH3_HUMAN",4,2.85294382219224,0.0261885276623325,0.125185743309506,0.426753333333334,"Non-significant",0.902445127631673,"CA3","Carbonic anhydrase 3","CAH3_HUMAN"
-0.0996324999999985,9.80734285714286,-2.52288514592907,0.0442299328597434,0.175676836038845,-5.65561809988328,"VMA5A_HUMAN",31,-2.84876453387279,0.0263405982124918,0.125839291460378,-0.0996324999999985,"Non-significant",0.900183735678114,"VWA5A","von Willebrand factor A domain-containing protein 5A","VMA5A_HUMAN"
0.298849999999998,11.4248285714286,2.71810698254625,0.0339387941441025,0.149666613444514,-5.37530655141277,"MYO5C_HUMAN",31,2.84710714203977,0.0264011646567178,0.126055182210701,0.298849999999998,"Non-significant",0.899439295491314,"MYO5C","Unconventional myosin-Vc","MYO5C_HUMAN"
-0.100449999999997,11.7946,-2.52408457797685,0.0441574696400052,0.175559134873309,-5.65389299010744,"BCLF1_HUMAN",31,-2.84607632164727,0.0264389087248337,0.126134993620005,-0.100449999999997,"Non-significant",0.899164410431284,"BCLAF1","Bcl-2-associated transcription factor 1","BCLF1_HUMAN"
0.133033333333339,13.8930142857143,2.8009185678817,0.0303729673418274,0.140756125646298,-5.25689011070848,"SPS2_HUMAN",17,2.84581046236005,0.0264486526021943,0.126134993620005,0.133033333333339,"Non-significant",0.899164410431284,"SEPHS2","Selenide, water dikinase 2","SPS2_HUMAN"
0.163633333333333,16.6986285714286,3.0149077928017,0.022892576669326,0.118703232029993,-4.95309667707255,"PRDX5_HUMAN",12,2.8443968933504,0.0265005246843152,0.126273684907953,0.163633333333333,"Non-significant",0.898687145802692,"PRDX5","Peroxiredoxin-5, mitochondrial","PRDX5_HUMAN"
-1.91473666666667,7.30834857142857,-2.75636002360882,0.0322390055889631,0.145564956482684,-5.32055859549082,"AROS_HUMAN",5,-2.84363421665961,0.0265285565797956,0.126273684907953,-1.91473666666667,"Non-significant",0.898687145802692,"RPS19BP1","Active regulator of SIRT1","AROS_HUMAN"
-1.10010083333333,6.20559571428571,-2.77297177981545,0.0315293814665481,0.144103984322324,-5.29680874226125,"UAP1L_HUMAN",6,-2.84322264406658,0.0265436968506692,0.126273684907953,-1.10010083333333,"Non-significant",0.898687145802692,"UAP1L1","UDP-N-acetylhexosamine pyrophosphorylase-like protein 1","UAP1L_HUMAN"
-0.174433333333333,10.0037028571429,-2.86187388634653,0.0280053584468187,0.134261946518725,-5.16999827992078,"F234A_HUMAN",14,-2.8432193739307,0.0265438171838931,0.126273684907953,-0.174433333333333,"Non-significant",0.898687145802692,"FAM234A","Protein FAM234A","F234A_HUMAN"
-0.0484791666666631,8.94507571428571,-1.89518344652337,0.10577260712453,0.286189318253836,-6.54951695332951,"MYCPP_HUMAN",47,-2.84292235855834,0.0265547490584668,0.126273684907953,-0.0484791666666631,"Non-significant",0.898687145802692,"DENND4A","C-myc promoter-binding protein","MYCPP_HUMAN"
0.881898333333334,6.38583142857143,2.92963316899327,0.0256040348682673,0.127136207056363,-5.07372319869663,"OBRG_HUMAN",2,2.8397335965238,0.026672415371061,0.126759687659106,0.881898333333334,"Non-significant",0.897018839599233,"LEPROT","Leptin receptor gene-related protein","OBRG_HUMAN"
0.040083333333337,14.0526285714286,1.71848472996332,0.13538171738377,0.330110771422289,-6.79151404319422,"AASS_HUMAN",44,2.83786801459382,0.0267415124010135,0.127014437232624,0.040083333333337,"Non-significant",0.896146911688884,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
-0.944620833333332,7.11776,-2.75901405072549,0.0321244940925934,0.145340288394636,-5.31676307175508,"ZFP91_HUMAN",8,-2.83691264356985,0.0267769707581819,0.127043432546627,-0.944620833333332,"Non-significant",0.896047780692169,"ZFP91","E3 ubiquitin-protein ligase ZFP91","ZFP91_HUMAN"
-0.281657499999996,8.92106714285714,-3.70618106117464,0.0096079520066433,0.0738892969516527,-4.00460645870944,"PPT2_HUMAN",5,-2.83686848731333,0.026778610812463,0.127043432546627,-0.281657499999996,"Non-significant",0.896047780692169,"PPT2","Lysosomal thioesterase PPT2","PPT2_HUMAN"
-0.391386666666666,7.20824285714286,-2.74474661979429,0.0327452343760635,0.147012832100202,-5.33717152292049,"KIN17_HUMAN",16,-2.83480586065885,0.0268553399210538,0.127333763257836,-0.391386666666666,"Non-significant",0.895056425471378,"KIN","DNA/RNA-binding protein KIN17","KIN17_HUMAN"
0.0907083333333354,11,2.39131620400362,0.0529894072260836,0.194626863996162,-5.84485968008043,"PUR4_HUMAN",46,2.83436883658307,0.0268716270191298,0.127337340059437,0.0907083333333354,"Non-significant",0.895044226323708,"PFAS","Phosphoribosylformylglycinamidine synthase","PUR4_HUMAN"
-0.111416666666667,11.6882,-2.56602371747113,0.0417008630239769,0.17070484854686,-5.59358611099474,"TOIP1_HUMAN",29,-2.83324423467862,0.0269135871060833,0.127462499766419,-0.111416666666667,"Non-significant",0.894617568485087,"TOR1AIP1","Torsin-1A-interacting protein 1","TOIP1_HUMAN"
0.0858250000000034,17.3000571428571,2.41948510205991,0.0509718878428747,0.189853492292543,-5.80435358386156,"ANXA5_HUMAN",34,2.83223479323908,0.0269513096395449,0.127567457520201,0.0858250000000034,"Non-significant",0.894260100081303,"ANXA5","Annexin A5","ANXA5_HUMAN"
-0.135233333333328,12.2599428571429,-3.65654726867813,0.0102013226983604,0.0755469227472072,-4.07069538351826,"RHOG_HUMAN",10,-2.83042891356801,0.0270189348462565,0.127810948298666,-0.135233333333328,"Non-significant",0.893431942875244,"RHOG","Rho-related GTP-binding protein RhoG","RHOG_HUMAN"
0.0697749999999981,15.6621285714286,2.39327035620606,0.0528467894179924,0.194428864208303,-5.84205012260209,"SAHH_HUMAN",27,2.83002904369319,0.0270339331971075,0.127810948298666,0.0697749999999981,"Non-significant",0.893431942875244,"AHCY","Adenosylhomocysteinase","SAHH_HUMAN"
0.976995833333339,8.76445,2.87974377457909,0.0273494073509957,0.132199552749683,-5.14457410159424,"NDUC1_HUMAN",2,2.82953608660129,0.0270524352269515,0.127824705470057,0.976995833333339,"Non-significant",0.8933851992889,"NDUFC1","NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial","NDUC1_HUMAN"
0.109108333333337,11.4636857142857,2.69304303108853,0.0351041761817813,0.15300905538038,-5.41121813504487,"YTHD3_HUMAN",20,2.8261926856688,0.0271782772445424,0.128345343808041,0.109108333333337,"Non-significant",0.891619882311234,"YTHDF3","YTH domain-containing family protein 3","YTHD3_HUMAN"
-0.0779333333333341,11.9268,-2.2923583226764,0.0607619377317329,0.210268622002848,-5.98698941916312,"DHX15_HUMAN",46,-2.82533559288891,0.027210637180673,0.128382712166619,-0.0779333333333341,"Non-significant",0.891493453807102,"DHX15","ATP-dependent RNA helicase DHX15","DHX15_HUMAN"
0.134690000000003,9.25526428571429,2.7229935941224,0.0337164262787068,0.14900661058374,-5.36830856523776,"ANM3_HUMAN",19,2.82479785963896,0.0272309604083072,0.128382712166619,0.134690000000003,"Non-significant",0.891493453807102,"PRMT3","Protein arginine N-methyltransferase 3","ANM3_HUMAN"
