logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,C_vs_D,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.168370723724365,14.054211378097534,,0.07017209277579962,0.16218345932365932,,RL13A_HUMAN,8,,0.07017209277579962,0.16218345932365932,0.168370723724365,Non-significant,0.7899934404501643,RPL13A,Large ribosomal subunit protein uL13,RL13A_HUMAN,P40429
0.075901985168457,13.508240938186649,,0.09172941533427532,0.1982126177593505,,ARL1_HUMAN,8,,0.09172941533427532,0.1982126177593505,-0.075901985168457,Non-significant,0.7028687027829346,ARL1,ADP-ribosylation factor-like protein 1,ARL1_HUMAN,P40616
0.127810955047607,8.344662189483643,,0.13586168650055003,0.26370297351237443,,MLH1_HUMAN,8,,0.13586168650055003,0.26370297351237443,-0.127810955047607,Non-significant,0.578884973078256,MLH1,DNA mismatch repair protein Mlh1,MLH1_HUMAN,P40692
-0.0736947059631348,12.426144599914526,,0.02406962761419745,0.07502436680663838,,STAT3_HUMAN,8,,0.02406962761419745,0.07502436680663838,0.0736947059631348,Non-significant,1.1247976612619017,STAT3,Signal transducer and activator of transcription 3,STAT3_HUMAN,P40763
-0.0685663223266602,10.827471971511859,,0.2908229070635093,0.45289724679065213,,UBP8_HUMAN,8,,0.2908229070635093,0.45289724679065213,0.0685663223266602,Non-significant,0.34400031943022824,USP8,Ubiquitin carboxyl-terminal hydrolase 8,UBP8_HUMAN,P40818
0.0584821701049805,11.897014617919915,,0.05608328676710354,0.13804757725911693,,PEX19_HUMAN,8,,0.05608328676710354,0.13804757725911693,-0.0584821701049805,Non-significant,0.8599712108445621,PEX19,Peroxisomal biogenesis factor 19,PEX19_HUMAN,P40855
0.0367465019226074,16.60885930061342,,0.33387429180205164,0.501499972839863,,MDHC_HUMAN,8,,0.33387429180205164,0.501499972839863,-0.0367465019226074,Non-significant,0.2997290861639976,MDH1,"Malate dehydrogenase, cytoplasmic",MDHC_HUMAN,P40925
0.14506721496582,17.77690362930296,,0.017250295593559513,0.05887773556713448,,MDHM_HUMAN,8,,0.017250295593559513,0.05887773556713448,-0.14506721496582,Non-significant,1.2300489012794098,MDH2,"Malate dehydrogenase, mitochondrial",MDHM_HUMAN,P40926
-0.138243198394775,9.910408973693846,,0.05711780556149015,0.13977748695930092,,RFC5_HUMAN,8,,0.05711780556149015,0.13977748695930092,0.138243198394775,Non-significant,0.854562771914272,RFC5,Replication factor C subunit 5,RFC5_HUMAN,P40937
0.0960617065429688,9.295436143875122,,0.24355187456091706,0.40054900870708304,,RFC3_HUMAN,8,,0.24355187456091706,0.40054900870708304,-0.0960617065429688,Non-significant,0.3973443387335617,RFC3,Replication factor C subunit 3,RFC3_HUMAN,P40938
0.04705810546875,16.903707027435296,,0.14947228160687115,0.2825909378658278,,ECHA_HUMAN,8,,0.14947228160687115,0.2825909378658278,-0.04705810546875,Non-significant,0.5488417692318643,HADHA,"Trifunctional enzyme subunit alpha, mitochondrial",ECHA_HUMAN,P40939
0.0176718235015869,14.05860602855682,,0.6048009797507118,0.7538286745471268,,IF2G_HUMAN,8,,0.6048009797507118,0.7538286745471268,-0.0176718235015869,Non-significant,0.12272734664134292,EIF2S3,Eukaryotic translation initiation factor 2 subunit 3,IF2G_HUMAN,P41091
0.0,,,,,,ID1_HUMAN,0,,,,-0.0,Non-significant,,ID1,DNA-binding protein inhibitor ID-1,ID1_HUMAN,P41134
0.188872337341309,10.29613518714904,,0.0009444045803875607,0.007685304339800569,,CETN2_HUMAN,8,,0.0009444045803875607,0.007685304339800569,-0.188872337341309,Up,2.1143389296633988,CETN2,Centrin-2,CETN2_HUMAN,P41208
-0.701752344767253,6.909013589223225,,0.03487133238598867,0.09794724225813008,,ETV6_HUMAN,6,,0.03487133238598867,0.09794724225813008,0.701752344767253,Non-significant,1.0090077872234757,ETV6,Transcription factor ETV6,ETV6_HUMAN,P41212
0.105313301086426,12.31494092941284,,0.006391673425646685,0.028636101710287402,,EIF2D_HUMAN,8,,0.006391673425646685,0.028636101710287402,-0.105313301086426,Up,1.5430861037155066,EIF2D,Eukaryotic translation initiation factor 2D,EIF2D_HUMAN,P41214
-0.121095657348633,9.78140640258789,,0.20991840533381292,0.3622591909189229,,BUD31_HUMAN,8,,0.20991840533381292,0.3622591909189229,0.121095657348633,Non-significant,0.4409805871825679,BUD31,Protein BUD31 homolog,BUD31_HUMAN,P41223
-0.796553373336792,11.7203973531723,,1.5555474026422142e-07,1.8518874895647392e-05,,UBA7_HUMAN,8,,1.5555474026422142e-07,1.8518874895647392e-05,0.796553373336792,Down,4.732385402181878,UBA7,Ubiquitin-like modifier-activating enzyme 7,UBA7_HUMAN,P41226
-0.0809874534606934,11.94025421142575,,0.08328917291017816,0.18464924304230365,,NAA10_HUMAN,8,,0.08328917291017816,0.18464924304230365,0.0809874534606934,Non-significant,0.7336524683716507,NAA10,N-alpha-acetyltransferase 10,NAA10_HUMAN,P41227
-0.0126305818557739,6.637073338031771,,0.9668076344465114,1.0,,KDM5C_HUMAN,8,,0.9668076344465114,1.0,0.0126305818557739,Non-significant,-0.0,KDM5C,Lysine-specific demethylase 5C,KDM5C_HUMAN,P41229
0.144929170608521,11.2331863641739,,0.0782638913783345,0.17594810319794307,,HNF4A_HUMAN,8,,0.0782638913783345,0.17594810319794307,-0.144929170608521,Non-significant,0.7546154106992464,HNF4A,Hepatocyte nuclear factor 4-alpha,HNF4A_HUMAN,P41235
0.0103211402893066,11.155826807022084,,0.8307304668749504,0.9236127934140096,,IPP2_HUMAN,8,,0.8307304668749504,0.9236127934140096,-0.0103211402893066,Non-significant,0.03451006008722518,PPP1R2,Protein phosphatase inhibitor 2,IPP2_HUMAN,P41236
-0.093691349029541,11.66924524307251,,0.009655606960165737,0.03878414736610415,,CSK_HUMAN,8,,0.009655606960165737,0.03878414736610415,0.093691349029541,Down,1.4113457516805747,CSK,Tyrosine-protein kinase CSK,CSK_HUMAN,P41240
-0.0143654346466064,8.523784995079044,,0.8818638081840743,0.9585067304629354,,PLPL4_HUMAN,8,,0.8818638081840743,0.9585067304629354,0.0143654346466064,Non-significant,0.01840483323698684,PNPLA4,Patatin-like phospholipase domain-containing protein 4,PLPL4_HUMAN,P41247
-0.1286301612854,13.717671632766717,,0.00045203296863242264,0.004647854982491151,,GARS_HUMAN,8,,0.00045203296863242264,0.004647854982491151,0.1286301612854,Down,2.3327474308084284,GARS1,Glycine--tRNA ligase,GARS_HUMAN,P41250
0.0675816535949707,12.841812133789059,,0.04441039776427662,0.11655049352105297,,SYIC_HUMAN,8,,0.04441039776427662,0.11655049352105297,-0.0675816535949707,Non-significant,0.9334858831642864,IARS1,"Isoleucine--tRNA ligase, cytoplasmic",SYIC_HUMAN,P41252
0.234698295593262,11.08366489410399,,0.013428964523562802,0.0492798275090599,,EIF1_HUMAN,8,,0.013428964523562802,0.0492798275090599,-0.234698295593262,Up,1.307330820973391,EIF1,Eukaryotic translation initiation factor 1,EIF1_HUMAN,P41567
-0.110821008682251,9.35471522808075,,0.19398763959290508,0.34282080911151885,,KPCI_HUMAN,8,,0.19398763959290508,0.34282080911151885,0.110821008682251,Non-significant,0.4649328244150578,PRKCI,Protein kinase C iota type,KPCI_HUMAN,P41743
0.124541044235229,11.675580859184265,,0.15899115758652563,0.2961201231065623,,ACTY_HUMAN,8,,0.15899115758652563,0.2961201231065623,-0.124541044235229,Non-significant,0.528532078739756,ACTR1B,Beta-centractin,ACTY_HUMAN,P42025
0.106534481048584,16.318166494369528,,0.030611279412352844,0.08914441868868754,,ECI1_HUMAN,8,,0.030611279412352844,0.08914441868868754,-0.106534481048584,Non-significant,1.0499058427139114,ECI1,"Enoyl-CoA delta isomerase 1, mitochondrial",ECI1_HUMAN,P42126
0.120919942855835,11.7373925447464,,0.0035158053221171753,0.019004465632257665,,LAP2A_HUMAN,8,,0.0035158053221171753,0.019004465632257665,-0.120919942855835,Up,1.721144337385502,TMPO,"Lamina-associated polypeptide 2, isoform alpha",LAP2A_HUMAN,P42166
-0.097158670425415,11.447907328605666,,0.053719403271881,0.1333824647621552,,STAT6_HUMAN,8,,0.053719403271881,0.1333824647621552,0.097158670425415,Non-significant,0.8749012615558953,STAT6,Signal transducer and activator of transcription 6,STAT6_HUMAN,P42226
0.0856916904449463,10.611879706382744,,0.12674661631303236,0.25109132881838336,,STA5A_HUMAN,8,,0.12674661631303236,0.25109132881838336,-0.0856916904449463,Non-significant,0.6001682849427994,STAT5A,Signal transducer and activator of transcription 5A,STA5A_HUMAN,P42229
-0.0007812976837158,10.431493401527405,,0.9779386495236826,1.0,,MTREX_HUMAN,8,,0.9779386495236826,1.0,0.0007812976837158,Non-significant,-0.0,MTREX,Exosome RNA helicase MTR4,MTREX_HUMAN,P42285
0.116886615753174,16.74739289283751,,0.016039189416275693,0.05622680589007395,,AK1C3_HUMAN,8,,0.016039189416275693,0.05622680589007395,-0.116886615753174,Non-significant,1.2500565870172917,AKR1C3,Aldo-keto reductase family 1 member C3,AK1C3_HUMAN,P42330
-0.0087039470672607,8.960310816764832,,0.8148971914074249,0.9118513794491403,,PK3CA_HUMAN,8,,0.8148971914074249,0.9118513794491403,0.0087039470672607,Non-significant,0.04007594055851062,PIK3CA,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PK3CA_HUMAN,P42336
-0.0285601615905762,9.553528785705566,,0.525319749875851,0.6849148129977117,,PK3CB_HUMAN,8,,0.525319749875851,0.6849148129977117,0.0285601615905762,Non-significant,0.1643634409829785,PIK3CB,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit beta isoform",PK3CB_HUMAN,P42338
0.005237340927124,10.42113363742829,,0.8499076926883846,0.9373931186502216,,MTOR_HUMAN,8,,0.8499076926883846,0.9373931186502216,-0.005237340927124,Non-significant,0.02807823893529458,MTOR,Serine/threonine-protein kinase mTOR,MTOR_HUMAN,P42345
0.0338406562805176,13.01924753189086,,0.39410125008399505,0.562292492245826,,PI4KA_HUMAN,8,,0.39410125008399505,0.562292492245826,-0.0338406562805176,Non-significant,0.2500377151709756,PI4KA,Phosphatidylinositol 4-kinase alpha,PI4KA_HUMAN,P42356
-0.105272769927979,10.589626073837275,,0.44227291908579336,0.609892335908263,,HUTH_HUMAN,8,,0.44227291908579336,0.609892335908263,0.105272769927979,Non-significant,0.2147468240839507,HAL,Histidine ammonia-lyase,HUTH_HUMAN,P42357
-0.100350379943848,12.006525039672836,,0.009488467677598469,0.03831069973390159,,EPS15_HUMAN,8,,0.009488467677598469,0.03831069973390159,0.100350379943848,Down,1.4166799156807959,EPS15,Epidermal growth factor receptor substrate 15,EPS15_HUMAN,P42566
-0.292719602584839,12.6444398164749,,0.00011195258451566626,0.0018184489524715988,,CASP3_HUMAN,8,,0.00011195258451566626,0.0018184489524715988,0.292719602584839,Down,2.7402988859598714,CASP3,Caspase-3,CASP3_HUMAN,P42574
-0.106510400772095,14.295164942741401,,0.0513344907064809,0.1291121027824322,,RS27_HUMAN,8,,0.0513344907064809,0.1291121027824322,0.106510400772095,Non-significant,0.8890330456865982,RPS27,Small ribosomal subunit protein eS27,RS27_HUMAN,P42677
-0.239161014556885,6.67725431919098,,0.20931676197528815,0.36157455468336525,,TEC_HUMAN,8,,0.20931676197528815,0.36157455468336525,0.239161014556885,Non-significant,0.44180214000374496,TEC,Tyrosine-protein kinase Tec,TEC_HUMAN,P42680
0.264373302459717,9.825971364974976,,0.0003432282505835627,0.0039311617972742465,,FRK_HUMAN,8,,0.0003432282505835627,0.0039311617972742465,-0.264373302459717,Up,2.405479081283613,FRK,Tyrosine-protein kinase FRK,FRK_HUMAN,P42685
0.0976563692092896,6.911491930484772,,0.6167624376364871,0.7630929144246192,,HELZ_HUMAN,8,,0.6167624376364871,0.7630929144246192,-0.0976563692092896,Non-significant,0.11742257899773781,HELZ,Probable helicase with zinc finger domain,HELZ_HUMAN,P42694
-0.368047118186951,7.249671638011932,,0.00362542574175564,0.01938473540870524,,RBM34_HUMAN,8,,0.00362542574175564,0.01938473540870524,0.368047118186951,Down,1.7125401225042567,RBM34,RNA-binding protein 34,RBM34_HUMAN,P42696
0.26327919960022,14.234253525733935,,2.1110687892041665e-06,0.00010964111405841258,,LPPRC_HUMAN,8,,2.1110687892041665e-06,0.00010964111405841258,-0.26327919960022,Up,3.960026560263486,LRPPRC,"Leucine-rich PPR motif-containing protein, mitochondrial",LPPRC_HUMAN,P42704
0.207456111907959,17.743572473526,,0.004777427981819494,0.02320139831075411,,THIM_HUMAN,8,,0.004777427981819494,0.02320139831075411,-0.207456111907959,Up,1.6344858400942608,ACAA2,"3-ketoacyl-CoA thiolase, mitochondrial",THIM_HUMAN,P42765
-0.146728515625,13.302453279495225,,0.1589733366986077,0.2961201231065623,,RL35_HUMAN,8,,0.1589733366986077,0.2961201231065623,0.146728515625,Non-significant,0.528532078739756,RPL35,Large ribosomal subunit protein uL29,RL35_HUMAN,P42766
-0.409197449684143,6.579596817493439,,0.2361470792083452,0.3924074350651818,,CDN2A_HUMAN,8,,0.2361470792083452,0.3924074350651818,0.409197449684143,Non-significant,0.4062627725021035,CDKN2A,Cyclin-dependent kinase inhibitor 2A,CDN2A_HUMAN,P42771
0.473513762156169,7.951588074366251,,0.0007163387337911687,0.006362033959433179,,CDN2C_HUMAN,7,,0.0007163387337911687,0.006362033959433179,-0.473513762156169,Up,2.1964040170338937,CDKN2C,Cyclin-dependent kinase 4 inhibitor C,CDN2C_HUMAN,P42773
-0.159734487533569,13.4161571264267,,0.0024978757563199282,0.014834434753847556,,PCP_HUMAN,8,,0.0024978757563199282,0.014834434753847556,0.159734487533569,Down,1.8287289972380574,PRCP,Lysosomal Pro-X carboxypeptidase,PCP_HUMAN,P42785
0.0199828147888184,9.973460912704478,,0.6277637483212266,0.7729203163209991,,HD_HUMAN,8,,0.6277637483212266,0.7729203163209991,-0.0199828147888184,Non-significant,0.1118652770595232,HTT,Huntingtin,HD_HUMAN,P42858
-0.624935865402222,9.824880719184883,,1.158999172879175e-05,0.000387604964473175,,ECE1_HUMAN,8,,1.158999172879175e-05,0.000387604964473175,0.624935865402222,Down,3.4116106691096677,ECE1,Endothelin-converting enzyme 1,ECE1_HUMAN,P42892
-0.302011728286743,10.247244715690625,,2.271948143006918e-05,0.0006318323094656423,,MTHR_HUMAN,8,,2.271948143006918e-05,0.0006318323094656423,0.302011728286743,Down,3.19939816971946,MTHFR,Methylenetetrahydrofolate reductase (NADPH),MTHR_HUMAN,P42898
-0.499764323234558,6.982205450534819,,0.0679868183087624,0.15852574106080888,,EAA3_HUMAN,8,,0.0679868183087624,0.15852574106080888,0.499764323234558,Non-significant,0.7999002079383969,SLC1A1,Excitatory amino acid transporter 3,EAA3_HUMAN,P43005
-0.254305362701416,12.024806261062615,,0.056520343159876855,0.138731751392425,,SATT_HUMAN,8,,0.056520343159876855,0.138731751392425,0.254305362701416,Non-significant,0.8578241310217878,SLC1A4,Neutral amino acid transporter A,SATT_HUMAN,P43007
-0.0511641502380371,13.520683765411375,,0.04601249031424639,0.11948593822368314,,LIS1_HUMAN,8,,0.04601249031424639,0.11948593822368314,0.0511641502380371,Non-significant,0.9226832019225069,PAFAH1B1,Platelet-activating factor acetylhydrolase IB subunit beta,LIS1_HUMAN,P43034
-0.3670494556427,13.50060188770295,,6.746195710769504e-07,5.186757470975461e-05,,MUC18_HUMAN,8,,6.746195710769504e-07,5.186757470975461e-05,0.3670494556427,Down,4.2851040588272316,MCAM,Cell surface glycoprotein MUC18,MUC18_HUMAN,P43121
-0.0416874885559082,14.193646669387824,,0.3551485568195316,0.5225336218524831,,CACP_HUMAN,8,,0.3551485568195316,0.5225336218524831,0.0416874885559082,Non-significant,0.2818857601159959,CRAT,Carnitine O-acetyltransferase,CACP_HUMAN,P43155
-0.364440441131592,10.68835663795471,,0.0006499676551396325,0.005951309983125108,,CATO_HUMAN,8,,0.0006499676551396325,0.005951309983125108,0.364440441131592,Down,2.225387428250647,CTSO,Cathepsin O,CATO_HUMAN,P43234
-0.0769443511962891,13.160857915878285,,0.008822559106095338,0.03635126172364901,,MATR3_HUMAN,8,,0.008822559106095338,0.03635126172364901,0.0769443511962891,Down,1.4394805105240982,MATR3,Matrin-3,MATR3_HUMAN,P43243
0.0497839450836182,9.206359505653381,,0.48912065338054467,0.6537108355458058,,MSH2_HUMAN,8,,0.48912065338054467,0.6537108355458058,-0.0497839450836182,Non-significant,0.1846143163515806,MSH2,DNA mismatch repair protein Msh2,MSH2_HUMAN,P43246
-0.164035201072693,6.192584216594694,,0.41245158454379904,0.5808515061088321,,GRK6_HUMAN,7,,0.41245158454379904,0.5808515061088321,0.164035201072693,Non-significant,0.23593488020902925,GRK6,G protein-coupled receptor kinase 6,GRK6_HUMAN,P43250
-0.108590841293335,9.878612875938416,,0.21979251468396924,0.3730616496113833,,BTD_HUMAN,8,,0.21979251468396924,0.3730616496113833,0.108590841293335,Non-significant,0.4282193937310915,BTD,Biotinidase,BTD_HUMAN,P43251
-0.105423927307129,10.659791231155396,,0.00039941542823787476,0.004343828991557159,,GPDM_HUMAN,8,,0.00039941542823787476,0.004343828991557159,0.105423927307129,Down,2.3621272804461344,GPD2,"Glycerol-3-phosphate dehydrogenase, mitochondrial",GPDM_HUMAN,P43304
0.0359294414520264,14.666568875312802,,0.6142383700635818,0.7615134759050971,,SSRA_HUMAN,8,,0.6142383700635818,0.7615134759050971,-0.0359294414520264,Non-significant,0.11832240689203792,SSR1,Translocon-associated protein subunit alpha,SSRA_HUMAN,P43307
-0.189752817153931,8.936214804649351,,0.16788431439456733,0.30873448344007715,,PTN9_HUMAN,8,,0.16788431439456733,0.30873448344007715,0.189752817153931,Non-significant,0.5104148602122454,PTPN9,Tyrosine-protein phosphatase non-receptor type 9,PTN9_HUMAN,P43378
-0.0302221775054932,13.366569876670825,,0.2673280854672872,0.42782987417080665,,RANG_HUMAN,8,,0.2673280854672872,0.42782987417080665,0.0302221775054932,Non-significant,0.36872889312927226,RANBP1,Ran-specific GTPase-activating protein,RANG_HUMAN,P43487
-0.0050716400146484,16.111135959625237,,0.7859434913194964,0.890805963201365,,NAMPT_HUMAN,8,,0.7859434913194964,0.890805963201365,0.0050716400146484,Non-significant,0.05021688438970683,NAMPT,Nicotinamide phosphoribosyltransferase,NAMPT_HUMAN,P43490
-0.151364088058472,6.976923346519471,,0.20914425717190147,0.36157455468336525,,AFAM_HUMAN,8,,0.20914425717190147,0.36157455468336525,0.151364088058472,Non-significant,0.44180214000374496,AFM,Afamin,AFAM_HUMAN,P43652
0.0073199272155761,14.28477096557616,,0.5051538832947442,0.667480921144927,,PRS6B_HUMAN,8,,0.5051538832947442,0.667480921144927,-0.0073199272155761,Non-significant,0.17556114338645348,PSMC4,26S proteasome regulatory subunit 6B,PRS6B_HUMAN,P43686
0.528522650400798,5.608128627141318,,0.5566267945717028,0.7113750729571579,,GATA4_HUMAN,5,,0.5566267945717028,0.7113750729571579,-0.528522650400798,Non-significant,0.14790135684327146,GATA4,Transcription factor GATA-4,GATA4_HUMAN,P43694
-0.0845613479614258,12.063777685165416,,0.055661241540848644,0.13726148932384674,,EFTS_HUMAN,8,,0.055661241540848644,0.13726148932384674,0.0845613479614258,Non-significant,0.8624512932085749,TSFM,"Elongation factor Ts, mitochondrial",EFTS_HUMAN,P43897
0.427252292633057,9.086511850357056,,0.0007478916704232532,0.006585646523359834,,ACY2_HUMAN,8,,0.0007478916704232532,0.006585646523359834,-0.427252292633057,Up,2.1814015832314664,ASPA,Aspartoacylase,ACY2_HUMAN,P45381
-0.438219785690308,11.295879244804386,,0.0008051340365915091,0.006910592562491753,,PPIC_HUMAN,8,,0.0008051340365915091,0.006910592562491753,0.438219785690308,Down,2.16048471158576,PPIC,Peptidyl-prolyl cis-trans isomerase C,PPIC_HUMAN,P45877
-0.179803371429443,16.501616716384884,,6.917182533112778e-06,0.0002604706122377385,,VDAC2_HUMAN,8,,6.917182533112778e-06,0.0002604706122377385,0.179803371429443,Down,3.5842412691512213,VDAC2,Voltage-dependent anion-selective channel protein 2,VDAC2_HUMAN,P45880
0.230664730072021,16.263091802597035,,0.0018276548426235043,0.01203495245365428,,ACDSB_HUMAN,8,,0.0018276548426235043,0.01203495245365428,-0.230664730072021,Up,1.9195556211476856,ACADSB,"Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial",ACDSB_HUMAN,P45954
0.226300477981567,10.11523616313935,,0.0031784228891444345,0.017688454329902178,,CBX5_HUMAN,8,,0.0031784228891444345,0.017688454329902178,-0.226300477981567,Up,1.752310115384371,CBX5,Chromobox protein homolog 5,CBX5_HUMAN,P45973
-0.0066571235656738,14.267300844192501,,0.7640119197767603,0.876476466343698,,UBP5_HUMAN,8,,0.7640119197767603,0.876476466343698,0.0066571235656738,Non-significant,0.057259740350884464,USP5,Ubiquitin carboxyl-terminal hydrolase 5,UBP5_HUMAN,P45974
0.178642749786377,9.59305715560913,,0.05874434305403655,0.14273269681606068,,MK08_HUMAN,8,,0.05874434305403655,0.14273269681606068,-0.178642749786377,Non-significant,0.8454765284956348,MAPK8,Mitogen-activated protein kinase 8,MK08_HUMAN,P45983
-0.09527587890625,9.976102590560917,,0.16376440078805649,0.3026420198226517,,MK09_HUMAN,8,,0.16376440078805649,0.3026420198226517,0.09527587890625,Non-significant,0.5190707732388887,MAPK9,Mitogen-activated protein kinase 9,MK09_HUMAN,P45984
0.0133440494537354,11.04756724834442,,0.7077374913570342,0.8326203296097615,,MP2K4_HUMAN,8,,0.7077374913570342,0.8326203296097615,-0.0133440494537354,Non-significant,0.07955298940221879,MAP2K4,Dual specificity mitogen-activated protein kinase kinase 4,MP2K4_HUMAN,P45985
0.187483072280884,11.630248904228214,,0.004194853835700033,0.02125844510646244,,KPB2_HUMAN,8,,0.004194853835700033,0.02125844510646244,-0.187483072280884,Up,1.6724685039885718,PHKA2,"Phosphorylase b kinase regulatory subunit alpha, liver isoform",KPB2_HUMAN,P46019
0.31279468536377,13.658091306686416,,0.015969693354634967,0.05604517463349545,,KPB1_HUMAN,8,,0.015969693354634967,0.05604517463349545,-0.31279468536377,Non-significant,1.2514617732609452,PHKA1,"Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform",KPB1_HUMAN,P46020
-0.640833139419556,9.480167031288147,,0.00014742319907664597,0.0021465870808410202,,S15A1_HUMAN,8,,0.00014742319907664597,0.0021465870808410202,0.640833139419556,Down,2.6682514887537825,SLC15A1,Solute carrier family 15 member 1,S15A1_HUMAN,P46059
-0.150611162185669,12.608866333961485,,6.029604074032367e-05,0.001167666670558581,,RAGP1_HUMAN,8,,6.029604074032367e-05,0.001167666670558581,0.150611162185669,Down,2.9326811159544364,RANGAP1,Ran GTPase-activating protein 1,RAGP1_HUMAN,P46060
0.0803377628326416,12.249820590019226,,0.08686620850867151,0.19009851427259997,,RECQ1_HUMAN,8,,0.08686620850867151,0.19009851427259997,-0.0803377628326416,Non-significant,0.721021277378286,RECQL,ATP-dependent DNA helicase Q1,RECQ1_HUMAN,P46063
-0.544546127319336,9.688427925109863,,0.000342884093233074,0.0039311617972742465,,NOP2_HUMAN,8,,0.000342884093233074,0.0039311617972742465,0.544546127319336,Down,2.405479081283613,NOP2,28S rRNA (cytosine(4447)-C(5))-methyltransferase,NOP2_HUMAN,P46087
0.34450888633728,7.968086957931518,,0.25856132317551767,0.4183982991016414,,ATRX_HUMAN,8,,0.25856132317551767,0.4183982991016414,-0.34450888633728,Non-significant,0.37841008965768685,ATRX,Transcriptional regulator ATRX,ATRX_HUMAN,P46100
-0.0234053134918213,13.490816235542296,,0.5454169804570176,0.7015822777483075,,CRK_HUMAN,8,,0.5454169804570176,0.7015822777483075,0.0234053134918213,Non-significant,0.15392138995747587,CRK,Adapter molecule crk,CRK_HUMAN,P46108
0.0298357009887695,12.959435462951665,,0.1960560794020283,0.3455774473506569,,CRKL_HUMAN,8,,0.1960560794020283,0.3455774473506569,-0.0298357009887695,Non-significant,0.4614546076594437,CRKL,Crk-like protein,CRKL_HUMAN,P46109
-0.100006580352783,10.686337709426876,,0.12372149389821567,0.2460548929868416,,IF2M_HUMAN,8,,0.12372149389821567,0.2460548929868416,0.100006580352783,Non-significant,0.6089679942712066,MTIF2,"Translation initiation factor IF-2, mitochondrial",IF2M_HUMAN,P46199
-0.0750541687011719,11.381817340850834,,0.11096263605366408,0.2279726714205374,,BAG6_HUMAN,8,,0.11096263605366408,0.2279726714205374,0.0750541687011719,Non-significant,0.6421172116075154,BAG6,Large proline-rich protein BAG6,BAG6_HUMAN,P46379
-0.0499897003173828,13.13393735885621,,0.029646763920238118,0.08700590755486641,,NSF_HUMAN,8,,0.029646763920238118,0.08700590755486641,0.0499897003173828,Non-significant,1.060451258514974,NSF,Vesicle-fusing ATPase,NSF_HUMAN,P46459
0.0343289375305176,10.04011631011962,,0.6443308188500644,0.784394370991852,,CDN1B_HUMAN,8,,0.6443308188500644,0.784394370991852,-0.0343289375305176,Non-significant,0.10546553159776316,CDKN1B,Cyclin-dependent kinase inhibitor 1B,CDN1B_HUMAN,P46527
0.044482072194417,6.594987312952675,,0.8046904034793987,0.9042786039100078,,NOTC1_HUMAN,6,,0.8046904034793987,0.9042786039100078,-0.044482072194417,Non-significant,0.043697744856857255,NOTCH1,Neurogenic locus notch homolog protein 1,NOTC1_HUMAN,P46531
-0.124706745147705,11.694648742675774,,0.027951538597702132,0.0836085274122022,,MP2K3_HUMAN,8,,0.027951538597702132,0.0836085274122022,0.124706745147705,Non-significant,1.0777494256806168,MAP2K3,Dual specificity mitogen-activated protein kinase kinase 3,MP2K3_HUMAN,P46734
-0.0247030258178711,11.1205620765686,,0.5898463810504817,0.7417654828941437,,BRCC3_HUMAN,8,,0.5898463810504817,0.7417654828941437,0.0247030258178711,Non-significant,0.12973337987419645,BRCC3,Lys-63-specific deubiquitinase BRCC36,BRCC3_HUMAN,P46736
-0.327828645706177,13.832696557044969,,0.03622367928994338,0.10070503952615012,,RL27A_HUMAN,8,,0.03622367928994338,0.10070503952615012,0.327828645706177,Non-significant,0.9969487957459343,RPL27A,Large ribosomal subunit protein uL15,RL27A_HUMAN,P46776
-0.386871814727783,14.73091816902161,,0.0028785692839789,0.016356692642204844,,RL5_HUMAN,8,,0.0028785692839789,0.016356692642204844,0.386871814727783,Down,1.786304507049083,RPL5,Large ribosomal subunit protein uL18,RL5_HUMAN,P46777
-0.220129251480103,14.06750309467315,,0.18601887518784793,0.33254839023066257,,RL21_HUMAN,8,,0.18601887518784793,0.33254839023066257,0.220129251480103,Non-significant,0.4781451501171031,RPL21,Large ribosomal subunit protein eL21,RL21_HUMAN,P46778
-0.133670806884766,12.969572067260735,,0.26979815715284095,0.43051549382079557,,RL28_HUMAN,8,,0.26979815715284095,0.43051549382079557,0.133670806884766,Non-significant,0.3660112141062827,RPL28,Large ribosomal subunit protein eL28,RL28_HUMAN,P46779
-0.102228879928589,14.770804286003116,,0.18072163772780458,0.32537077368790435,,RS9_HUMAN,8,,0.18072163772780458,0.32537077368790435,0.102228879928589,Non-significant,0.4876214599920202,RPS9,Small ribosomal subunit protein uS4,RS9_HUMAN,P46781
-0.593745470046997,14.32322251796723,,0.005883092469634659,0.026965000560652617,,RS5_HUMAN,8,,0.005883092469634659,0.026965000560652617,0.593745470046997,Down,1.569199566346027,RPS5,Small ribosomal subunit protein uS7,RS5_HUMAN,P46782
0.0911037921905518,14.86186563968659,,0.29057428755585674,0.4527149025392247,,RS10_HUMAN,8,,0.29057428755585674,0.4527149025392247,-0.0911037921905518,Non-significant,0.3441752090964733,RPS10,Small ribosomal subunit protein eS10,RS10_HUMAN,P46783
