logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,B1_vs_BD,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-0.0496379137039185,7.898491561412811,,0.5655027548246775,0.6993253204095091,,NDKM_HUMAN,8,,0.5655027548246775,0.6993253204095091,0.0496379137039185,Non-significant,0.1553207470135117,NME4,"Nucleoside diphosphate kinase, mitochondrial",NDKM_HUMAN,O00746
-0.0542612075805664,16.25261878967285,,0.3328722802618012,0.4787272374283536,,EST2_HUMAN,8,,0.3328722802618012,0.4787272374283536,0.0542612075805664,Non-significant,0.3199118624108475,CES2,Cocaine esterase,EST2_HUMAN,O00748
-0.182971954345703,6.752658843994142,,0.2188467034079215,0.35133814414665143,,P3C2B_HUMAN,8,,0.2188467034079215,0.35133814414665143,0.182971954345703,Non-significant,0.45427469708211043,PIK3C2B,Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta,P3C2B_HUMAN,O00750
-0.0044846534729003,12.93355989456177,,0.9376193993852958,0.984367589643525,,MA2B1_HUMAN,8,,0.9376193993852958,0.984367589643525,0.0044846534729003,Non-significant,0.00684269390329813,MAN2B1,Lysosomal alpha-mannosidase,MA2B1_HUMAN,O00754
0.900938272476196,11.77708637714385,,0.0016790611629144965,0.009868853768005928,,ACACB_HUMAN,8,,0.0016790611629144965,0.009868853768005928,-0.900938272476196,Up,2.005733286148789,ACACB,Acetyl-CoA carboxylase 2,ACACB_HUMAN,O00763
0.128311157226563,14.42730832099914,,0.004892703601140705,0.021507947053512305,,PDXK_HUMAN,8,,0.004892703601140705,0.021507947053512305,-0.128311157226563,Up,1.6674010413038893,PDXK,Pyridoxal kinase,PDXK_HUMAN,O00764
-0.277604103088379,9.821670293807989,,0.03920871949602962,0.09777122566964903,,PLPP3_HUMAN,8,,0.03920871949602962,0.09777122566964903,0.277604103088379,Non-significant,1.0097889404229594,PLPP3,Phospholipid phosphatase 3,PLPP3_HUMAN,O14495
-0.0184493064880371,9.10796594619751,,0.8479880889613535,0.9236228101753728,,ARI1A_HUMAN,8,,0.8479880889613535,0.9236228101753728,0.0184493064880371,Non-significant,0.03450535010418004,ARID1A,AT-rich interactive domain-containing protein 1A,ARI1A_HUMAN,O14497
0.173710942268372,7.752680003643036,,0.6340521808327139,0.7544907885192068,,CDKA1_HUMAN,8,,0.6340521808327139,0.7544907885192068,-0.173710942268372,Non-significant,0.12234605810137918,CDK2AP1,Cyclin-dependent kinase 2-associated protein 1,CDKA1_HUMAN,O14519
-0.0288500785827637,12.330819129943865,,0.8487085612514177,0.9241618539394175,,DHSD_HUMAN,8,,0.8487085612514177,0.9241618539394175,0.0288500785827637,Non-significant,0.03425196155364555,SDHD,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",DHSD_HUMAN,O14521
-0.312257409095764,8.250757396221161,,0.038882379629825985,0.09728312020970813,,C2C2L_HUMAN,8,,0.038882379629825985,0.09728312020970813,0.312257409095764,Non-significant,1.0119625085058885,C2CD2L,Phospholipid transfer protein C2CD2L,C2C2L_HUMAN,O14523
-0.187203447024028,7.617937902609509,,0.39664133857087447,0.544401864028433,,NEMP1_HUMAN,7,,0.39664133857087447,0.544401864028433,0.187203447024028,Non-significant,0.2640803964446826,NEMP1,Nuclear envelope integral membrane protein 1,NEMP1_HUMAN,O14524
-0.0256621042887373,7.924423058827719,,0.9035169870044322,0.9619826132425048,,CUX2_HUMAN,7,,0.9035169870044322,0.9619826132425048,0.0256621042887373,Non-significant,0.016832777277234482,CUX2,Homeobox protein cut-like 2,CUX2_HUMAN,O14529
-0.112247467041016,11.001073360443115,,0.01520819809767308,0.049746896292348596,,TXND9_HUMAN,8,,0.01520819809767308,0.049746896292348596,0.112247467041016,Down,1.3032340096952209,TXNDC9,Thioredoxin domain-containing protein 9,TXND9_HUMAN,O14530
-0.186748743057251,7.45465886592865,,0.5928910657887868,0.7202067345352203,,DPYL4_HUMAN,8,,0.5928910657887868,0.7202067345352203,0.186748743057251,Non-significant,0.1425428219291742,DPYSL4,Dihydropyrimidinase-related protein 4,DPYL4_HUMAN,O14531
0.0172891616821289,12.338594436645515,,0.7010393953704873,0.8084893463287506,,COX7R_HUMAN,8,,0.7010393953704873,0.8084893463287506,-0.0172891616821289,Non-significant,0.09232569852952807,COX7A2L,"Cytochrome c oxidase subunit 7A-related protein, mitochondrial",COX7R_HUMAN,O14548
-0.228521108627319,8.948389649391174,,0.3271753612560302,0.47340189124702653,,HSPB6_HUMAN,8,,0.3271753612560302,0.47340189124702653,0.228521108627319,Non-significant,0.3247700113910787,HSPB6,Heat shock protein beta-6,HSPB6_HUMAN,O14558
0.126261234283447,11.745415210723875,,0.5808957635616471,0.7120217408741712,,ACPM_HUMAN,8,,0.5808957635616471,0.7120217408741712,-0.126261234283447,Non-significant,0.14750674541155273,NDUFAB1,"Acyl carrier protein, mitochondrial",ACPM_HUMAN,O14561
0.0528178215026855,12.623780965805075,,0.4561510027689527,0.6041217579907546,,UBFD1_HUMAN,8,,0.4561510027689527,0.6041217579907546,-0.0528178215026855,Non-significant,0.21887552248083636,UBFD1,Ubiquitin domain-containing protein UBFD1,UBFD1_HUMAN,O14562
-0.317571640014648,9.357306241989134,,0.0904017268778324,0.18098014904396742,,C56D2_HUMAN,8,,0.0904017268778324,0.18098014904396742,0.317571640014648,Non-significant,0.7423690584648359,CYB561D2,Transmembrane reductase CYB561D2,C56D2_HUMAN,O14569
-0.216454386711121,8.00630384683609,,0.1643137487013106,0.2837950365108998,,DC1I1_HUMAN,8,,0.1643137487013106,0.2837950365108998,0.216454386711121,Non-significant,0.546995204490869,DYNC1I1,Cytoplasmic dynein 1 intermediate chain 1,DC1I1_HUMAN,O14576
-0.103121995925903,14.02404463291169,,0.11358928622279556,0.21505328357430378,,COPE_HUMAN,8,,0.11358928622279556,0.21505328357430378,0.103121995925903,Non-significant,0.6674539219668335,COPE,Coatomer subunit epsilon,COPE_HUMAN,O14579
-0.172392845153809,12.878287315368649,,0.018699206859753653,0.05790676530945632,,IF1AY_HUMAN,8,,0.018699206859753653,0.05790676530945632,0.172392845153809,Non-significant,1.2372706942185787,EIF1AY,"Eukaryotic translation initiation factor 1A, Y-chromosomal",IF1AY_HUMAN,O14602
0.380038181940715,6.421501914660135,,0.3461156657902789,0.4927455874871691,,BORG1_HUMAN,5,,0.3461156657902789,0.4927455874871691,-0.380038181940715,Non-significant,0.3073772561171221,CDC42EP2,Cdc42 effector protein 2,BORG1_HUMAN,O14613
-0.0939667224884033,11.84125411510469,,0.15324123952258412,0.26887766951778463,,AP3D1_HUMAN,8,,0.15324123952258412,0.26887766951778463,0.0939667224884033,Non-significant,0.5704452647454836,AP3D1,AP-3 complex subunit delta-1,AP3D1_HUMAN,O14617
0.129940271377563,13.56289064884185,,0.0073103820442789545,0.028909879570859918,,CCS_HUMAN,8,,0.0073103820442789545,0.028909879570859918,-0.129940271377563,Up,1.538953717454902,CCS,Copper chaperone for superoxide dismutase,CCS_HUMAN,O14618
-0.0743768215179443,12.33370792865754,,0.0728639554113283,0.15495646266297017,,ABLM1_HUMAN,8,,0.0728639554113283,0.15495646266297017,0.0743768215179443,Non-significant,0.8097903062247176,ABLIM1,Actin-binding LIM protein 1,ABLM1_HUMAN,O14639
-0.189656496047974,8.663292765617372,,0.011072761059649236,0.03958560389300429,,DVL1_HUMAN,8,,0.011072761059649236,0.03958560389300429,0.189656496047974,Down,1.4024627253510489,DVL1,Segment polarity protein dishevelled homolog DVL-1,DVL1_HUMAN,O14640
-0.289405345916748,8.34575629234314,,0.029267359922135232,0.07972631223469949,,DVL2_HUMAN,8,,0.029267359922135232,0.07972631223469949,0.289405345916748,Non-significant,1.098398323868021,DVL2,Segment polarity protein dishevelled homolog DVL-2,DVL2_HUMAN,O14641
-0.177912354469299,,,1.0,1.0,,IDLC_HUMAN,5,,1.0,1.0,0.177912354469299,Non-significant,-0.0,DNALI1,Axonemal dynein light intermediate polypeptide 1,IDLC_HUMAN,O14645
-0.191658139228821,7.628583729267122,,0.4386753392300681,0.5880100980944181,,CHD1_HUMAN,8,,0.4386753392300681,0.5880100980944181,0.191658139228821,Non-significant,0.23061521557517772,CHD1,Chromodomain-helicase-DNA-binding protein 1,CHD1_HUMAN,O14646
-0.388908386230469,8.20928430557251,,0.016953462217113698,0.05392727849651772,,CHD2_HUMAN,8,,0.016953462217113698,0.05392727849651772,0.388908386230469,Non-significant,1.268191496340211,CHD2,Chromodomain-helicase-DNA-binding protein 2,CHD2_HUMAN,O14647
-0.2323317527771,10.52669191360474,,0.1473275455540136,0.26101662881504595,,GOSR2_HUMAN,8,,0.1473275455540136,0.26101662881504595,0.2323317527771,Non-significant,0.5833318238013079,GOSR2,Golgi SNAP receptor complex member 2,GOSR2_HUMAN,O14653
-0.140191316604614,11.07782089710235,,0.003424599131996119,0.01661407062615524,,TOR1A_HUMAN,8,,0.003424599131996119,0.01661407062615524,0.140191316604614,Down,1.7795239476877853,TOR1A,Torsin-1A,TOR1A_HUMAN,O14656
-0.244804859161377,10.374810934066776,,0.009136331740867566,0.03407514896889797,,TOR1B_HUMAN,8,,0.009136331740867566,0.03407514896889797,0.244804859161377,Down,1.467562236851207,TOR1B,Torsin-1B,TOR1B_HUMAN,O14657
-0.203517913818359,9.762738943099972,,0.023436231324894082,0.06807390268563705,,STX16_HUMAN,8,,0.023436231324894082,0.06807390268563705,0.203517913818359,Non-significant,1.1670193505229027,STX16,Syntaxin-16,STX16_HUMAN,O14662
-0.60530948638916,10.689172744750975,,1.3187953268593115e-05,0.0003663121663825491,,ADA10_HUMAN,8,,1.3187953268593115e-05,0.0003663121663825491,0.60530948638916,Down,3.4361486568062194,ADAM10,Disintegrin and metalloproteinase domain-containing protein 10,ADA10_HUMAN,O14672
0.255272388458252,9.284528970718384,,0.13622339849680398,0.24656826315061006,,ABCD4_HUMAN,8,,0.13622339849680398,0.24656826315061006,-0.255272388458252,Non-significant,0.6080628240321289,ABCD4,Lysosomal cobalamin transporter ABCD4,ABCD4_HUMAN,O14678
0.0347790718078613,10.31528449058534,,0.8217701038527303,0.9033517884316169,,EI24_HUMAN,8,,0.8217701038527303,0.9033517884316169,-0.0347790718078613,Non-significant,0.04414309130044936,EI24,Etoposide-induced protein 2.4 homolog,EI24_HUMAN,O14681
0.470337311426798,8.218299825986225,,0.27061211200830615,0.4105527950001964,,KMT2D_HUMAN,7,,0.27061211200830615,0.4105527950001964,-0.470337311426798,Non-significant,0.38663098689303005,KMT2D,Histone-lysine N-methyltransferase 2D,KMT2D_HUMAN,O14686
-0.193076014518738,7.351262748241424,,0.11184590652741018,0.21243981411349075,,ITBP1_HUMAN,8,,0.11184590652741018,0.21243981411349075,0.193076014518738,Non-significant,0.6727640872638238,ITGB1BP1,Integrin beta-1-binding protein 1,ITBP1_HUMAN,O14713
-0.0487198829650879,11.10958504676821,,0.33414895575817505,0.480101094771609,,RGPD8_HUMAN,8,,0.33414895575817505,0.480101094771609,0.0487198829650879,Non-significant,0.3186673037106371,RGPD8,RANBP2-like and GRIP domain-containing protein 8,RGPD8_HUMAN,O14715
0.103373289108276,9.627139687538145,,0.011207485474885776,0.03994525271040193,,APAF_HUMAN,8,,0.011207485474885776,0.03994525271040193,-0.103373289108276,Up,1.3985348269678657,APAF1,Apoptotic protease-activating factor 1,APAF_HUMAN,O14727
0.0706801414489746,10.251246929168694,,0.06331943183809943,0.13947296357026526,,RIOK3_HUMAN,8,,0.06331943183809943,0.13947296357026526,-0.0706801414489746,Non-significant,0.8555099709583041,RIOK3,Serine/threonine-protein kinase RIO3,RIOK3_HUMAN,O14730
0.55680251121521,9.294733643531805,,0.012172536215153578,0.04236816064571894,,IMPA2_HUMAN,8,,0.012172536215153578,0.04236816064571894,-0.55680251121521,Up,1.3729603898756717,IMPA2,Inositol monophosphatase 2,IMPA2_HUMAN,O14732
-0.230489015579224,8.520139575004578,,0.0773537601570692,0.1618995429698659,,MP2K7_HUMAN,8,,0.0773537601570692,0.1618995429698659,0.230489015579224,Non-significant,0.7907543772252887,MAP2K7,Dual specificity mitogen-activated protein kinase kinase 7,MP2K7_HUMAN,O14733
-0.123846292495728,12.01672923564914,,0.174456675044182,0.29608492032146383,,ACOT8_HUMAN,8,,0.174456675044182,0.29608492032146383,0.123846292495728,Non-significant,0.5285837107733011,ACOT8,Acyl-coenzyme A thioesterase 8,ACOT8_HUMAN,O14734
-0.148360013961792,12.57446610927582,,0.1198565056215002,0.22402012022412698,,CDIPT_HUMAN,8,,0.1198565056215002,0.22402012022412698,0.148360013961792,Non-significant,0.6497129740323653,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,CDIPT_HUMAN,O14735
-0.0523712635040283,13.58316051959993,,0.5629971351743244,0.6975954219897798,,PDCD5_HUMAN,8,,0.5629971351743244,0.6975954219897798,0.0523712635040283,Non-significant,0.1563963781487412,PDCD5,Programmed cell death protein 5,PDCD5_HUMAN,O14737
-0.100317239761353,12.630691647529614,,0.026066371962832343,0.07327199034766663,,ANM5_HUMAN,8,,0.026066371962832343,0.07327199034766663,0.100317239761353,Non-significant,1.1350620112006093,PRMT5,Protein arginine N-methyltransferase 5,ANM5_HUMAN,O14744
-0.150711059570313,15.433015823364235,,0.02754044334725248,0.07631599350266717,,NHRF1_HUMAN,8,,0.02754044334725248,0.07631599350266717,0.150711059570313,Non-significant,1.117384437640394,NHERF1,Na(+)/H(+) exchange regulatory cofactor NHE-RF1,NHRF1_HUMAN,O14745
0.639655828475952,14.46097576618195,,0.11256289802018266,0.21330721239069766,,H17B6_HUMAN,8,,0.11256289802018266,0.21330721239069766,-0.639655828475952,Non-significant,0.6709944598411213,HSD17B6,17-beta-hydroxysteroid dehydrogenase type 6,H17B6_HUMAN,O14756
0.437095046043396,7.3739354014396685,,0.014017183796815696,0.046765799686933146,,TR10B_HUMAN,8,,0.014017183796815696,0.046765799686933146,-0.437095046043396,Up,1.3300716348959565,TNFRSF10B,Tumor necrosis factor receptor superfamily member 10B,TR10B_HUMAN,O14763
0.202737808227539,11.010012149810791,,0.013836671248711623,0.04631441348527085,,FPGT_HUMAN,8,,0.013836671248711623,0.04631441348527085,-0.202737808227539,Up,1.3342838313799201,FPGT,Fucose-1-phosphate guanylyltransferase,FPGT_HUMAN,O14772
0.127658843994141,15.537925481796254,,0.0208610117704974,0.06254487026983377,,TPP1_HUMAN,8,,0.0208610117704974,0.06254487026983377,-0.127658843994141,Non-significant,1.203808303953957,TPP1,Tripeptidyl-peptidase 1,TPP1_HUMAN,O14773
0.388899644215902,6.8548829555511475,,0.037507988569029246,0.09450813601925757,,GNB5_HUMAN,6,,0.037507988569029246,0.09450813601925757,-0.388899644215902,Non-significant,1.0245308023249073,GNB5,Guanine nucleotide-binding protein subunit beta-5,GNB5_HUMAN,O14775
-0.166884899139404,12.00762844085691,,0.0005254037074899267,0.004461303605360061,,TCRG1_HUMAN,8,,0.0005254037074899267,0.004461303605360061,0.166884899139404,Down,2.350538220684429,TCERG1,Transcription elongation regulator 1,TCRG1_HUMAN,O14776
-0.55554469426473,10.058340152104687,,0.27884479586624966,0.4194702143065999,,NDC80_HUMAN,5,,0.27884479586624966,0.4194702143065999,0.55554469426473,Non-significant,0.3772988720737625,NDC80,Kinetochore protein NDC80 homolog,NDC80_HUMAN,O14777
-0.481999278068542,8.204184591770174,,0.0013302870951769478,0.008391356780508015,,NRP1_HUMAN,8,,0.0013302870951769478,0.008391356780508015,0.481999278068542,Down,2.0761678133490644,NRP1,Neuropilin-1,NRP1_HUMAN,O14786
-0.118690490722656,10.151304960250876,,0.21650755783431702,0.3483335811691329,,TNPO2_HUMAN,8,,0.21650755783431702,0.3483335811691329,0.118690490722656,Non-significant,0.45800465527637374,TNPO2,Transportin-2,TNPO2_HUMAN,O14787
-0.603618383407593,11.08371341228485,,5.5269885231580634e-05,0.0009739385797582187,,APOL1_HUMAN,8,,5.5269885231580634e-05,0.0009739385797582187,0.603618383407593,Down,3.0114684305065604,APOL1,Apolipoprotein L1,APOL1_HUMAN,O14791
0.55582594871521,8.8005131483078,,0.0008059128158955671,0.005965356471046321,,UN13B_HUMAN,8,,0.0008059128158955671,0.005965356471046321,-0.55582594871521,Up,2.2243635991381994,UNC13B,Protein unc-13 homolog B,UN13B_HUMAN,O14795
-0.0264227390289307,8.050188541412354,,0.7959305735879836,0.8838611081274844,,RPC1_HUMAN,8,,0.7959305735879836,0.8838611081274844,0.0264227390289307,Non-significant,0.053615975612461945,POLR3A,DNA-directed RNA polymerase III subunit RPC1,RPC1_HUMAN,O14802
-0.0409436623255415,6.813849071661631,,0.8966413709320811,0.9568146602843807,,RASM_HUMAN,7,,0.8966413709320811,0.9568146602843807,0.0409436623255415,Non-significant,0.019172179058180226,MRAS,Ras-related protein M-Ras,RASM_HUMAN,O14807
-0.544991493225098,9.565672397613525,,0.0022638791961982984,0.012260559242332356,,TSN4_HUMAN,8,,0.0022638791961982984,0.012260559242332356,0.544991493225098,Down,1.9114897198404632,TSPAN4,Tetraspanin-4,TSN4_HUMAN,O14817
-0.1248459815979,15.86726117134095,,0.10900928653410788,0.20825882346945207,,PSA7_HUMAN,8,,0.10900928653410788,0.20825882346945207,0.1248459815979,Non-significant,0.6813965894269767,PSMA7,Proteasome subunit alpha type-7,PSA7_HUMAN,O14818
-0.497419834136963,11.391519069671634,,6.537180618827854e-05,0.0010909502645758743,,SCAM3_HUMAN,8,,6.537180618827854e-05,0.0010909502645758743,0.497419834136963,Down,2.962195048048325,SCAMP3,Secretory carrier-associated membrane protein 3,SCAM3_HUMAN,O14828
0.739246368408203,12.5206298828125,,0.0009285344165246347,0.0065364355747447225,,PAHX_HUMAN,8,,0.0009285344165246347,0.0065364355747447225,-0.739246368408203,Up,2.1846590150121963,PHYH,"Phytanoyl-CoA dioxygenase, peroxisomal",PAHX_HUMAN,O14832
0.424301624298096,12.499576330184919,,2.50999386329562e-05,0.000585042399143263,,OPLA_HUMAN,8,,2.50999386329562e-05,0.000585042399143263,-0.424301624298096,Up,3.232812658624312,OPLAH,5-oxoprolinase,OPLA_HUMAN,O14841
-0.309110403060913,6.8308011293411255,,0.34879718768475426,0.495671896616177,,BACH1_HUMAN,8,,0.34879718768475426,0.495671896616177,0.309110403060913,Non-significant,0.3048057038314065,BACH1,Transcription regulator protein BACH1,BACH1_HUMAN,O14867
0.11395263671875,12.964291095733625,,0.301024750792863,0.4439519092866666,,BCKD_HUMAN,8,,0.301024750792863,0.4439519092866666,-0.11395263671875,Non-significant,0.35266407191825033,BCKDK,Branched-chain alpha-ketoacid dehydrogenase kinase,BCKD_HUMAN,O14874
0.134005069732666,13.562105655670166,,0.12224915391800713,0.2270524984822481,,MGST3_HUMAN,8,,0.12224915391800713,0.2270524984822481,-0.134005069732666,Non-significant,0.6438737147668314,MGST3,"Glutathione S-transferase 3, mitochondrial",MGST3_HUMAN,O14880
-0.0864741802215576,8.957067370414734,,0.47621607103200814,0.6219500296519405,,GEMI2_HUMAN,8,,0.47621607103200814,0.6219500296519405,0.0864741802215576,Non-significant,0.20624450713910278,GEMIN2,Gem-associated protein 2,GEMI2_HUMAN,O14893
-0.0414693355560303,9.898551583290098,,0.3403869210601128,0.48658939831935877,,IRF6_HUMAN,8,,0.3403869210601128,0.48658939831935877,0.0414693355560303,Non-significant,0.31283735759500536,IRF6,Interferon regulatory factor 6,IRF6_HUMAN,O14896
0.0531651973724365,12.600813746452339,,0.48306647709662803,0.6283928740005985,,TX1B3_HUMAN,8,,0.48306647709662803,0.6283928740005985,-0.0531651973724365,Non-significant,0.20176874852029714,TAX1BP3,Tax1-binding protein 3,TX1B3_HUMAN,O14907
0.0070734024047851,10.34510493278505,,0.7617699037869762,0.8581169358854114,,GIPC1_HUMAN,8,,0.7617699037869762,0.8581169358854114,-0.0070734024047851,Non-significant,0.06645352666248866,GIPC1,PDZ domain-containing protein GIPC1,GIPC1_HUMAN,O14908
0.0757291316986084,12.759016633033774,,0.12147687198985484,0.22612028375394605,,LIN7A_HUMAN,8,,0.12147687198985484,0.22612028375394605,-0.0757291316986084,Non-significant,0.6456604782238786,LIN7A,Protein lin-7 homolog A,LIN7A_HUMAN,O14910
-0.0321354866027832,9.738245010375977,,0.2695134514703089,0.4092648668175892,,IKKB_HUMAN,8,,0.2695134514703089,0.4092648668175892,0.0321354866027832,Non-significant,0.3879955355945272,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKKB_HUMAN,O14920
0.138793468475342,9.925772428512571,,0.05280716365692289,0.1221286759821694,,TIM23_HUMAN,8,,0.05280716365692289,0.1221286759821694,-0.138793468475342,Non-significant,0.9131823511360537,TIMM23,Mitochondrial import inner membrane translocase subunit Tim23,TIM23_HUMAN,O14925
-0.063812255859375,9.056132555007935,,0.49478850256540147,0.6386964961576641,,HAT1_HUMAN,8,,0.49478850256540147,0.6386964961576641,0.063812255859375,Non-significant,0.19470546634329244,HAT1,Histone acetyltransferase type B catalytic subunit,HAT1_HUMAN,O14929
0.052086353302002,12.0049729347229,,0.1568461168848248,0.273912421516252,,CSKP_HUMAN,8,,0.1568461168848248,0.273912421516252,-0.052086353302002,Non-significant,0.5623882726980471,CASK,Peripheral plasma membrane protein CASK,CSKP_HUMAN,O14936
0.181312918663025,7.4696386456489545,,0.10469471449934634,0.2018221535386016,,PLD2_HUMAN,8,,0.10469471449934634,0.2018221535386016,-0.181312918663025,Non-significant,0.6950311640084043,PLD2,Phospholipase D2,PLD2_HUMAN,O14939
-0.198176145553589,14.133351206779475,,0.012464418150394174,0.04294930291182921,,QCR8_HUMAN,8,,0.012464418150394174,0.04294930291182921,0.198176145553589,Down,1.3670438805871692,UQCRQ,Cytochrome b-c1 complex subunit 8,QCR8_HUMAN,O14949
0.0313282012939453,17.273137569427497,,0.7360458680578263,0.8376633455161061,,ML12B_HUMAN;ML12A_HUMAN,8,,0.7360458680578263,0.8376633455161061,-0.0313282012939453,Non-significant,0.07693048800558387,MYL12B;MYL12A,Myosin regulatory light chain 12B;Myosin regulatory light chain 12A,ML12B_HUMAN;ML12A_HUMAN,O14950;P19105
1.0232671101888,,,1.0,1.0,,QCR10_HUMAN,4,,1.0,1.0,-1.0232671101888,Non-significant,-0.0,UQCR11,Cytochrome b-c1 complex subunit 10,QCR10_HUMAN,O14957
-0.132795810699463,11.866387605667096,,0.00863756605935992,0.03282755857625009,,HGS_HUMAN,8,,0.00863756605935992,0.03282755857625009,0.132795810699463,Down,1.4837614150558975,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate,HGS_HUMAN,O14964
-0.0925917625427246,9.717457056045532,,0.5508689503326676,0.6866170031983386,,RAB7L_HUMAN,8,,0.5508689503326676,0.6866170031983386,0.0925917625427246,Non-significant,0.16328544602564907,RAB29,Ras-related protein Rab-7L1,RAB7L_HUMAN,O14966
0.0648198127746582,10.6270546913147,,0.3864217559801396,0.5353068247677538,,CLGN_HUMAN,8,,0.3864217559801396,0.5353068247677538,-0.0648198127746582,Non-significant,0.27139721964649266,CLGN,Calmegin,CLGN_HUMAN,O14967
-0.0074536800384521,12.376433253288265,,0.9319469369102672,0.9805361735361846,,VP26C_HUMAN,8,,0.9319469369102672,0.9805361735361846,0.0074536800384521,Non-significant,0.008536379887712171,VPS26C,Vacuolar protein sorting-associated protein 26C,VP26C_HUMAN,O14972
-0.209156513214111,11.817878007888801,,0.0065583861127524925,0.026709451196766362,,MYPT1_HUMAN,8,,0.0065583861127524925,0.026709451196766362,0.209156513214111,Down,1.5733350354029862,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A,MYPT1_HUMAN,O14974
0.28400731086731,14.231942534446723,,0.31589648067714265,0.46115370794022925,,S27A2_HUMAN,8,,0.31589648067714265,0.46115370794022925,-0.28400731086731,Non-significant,0.33615429503551586,SLC27A2,Long-chain fatty acid transport protein 2,S27A2_HUMAN,O14975
0.011608362197876,10.633504748344425,,0.8647615629047918,0.9351101524751672,,GAK_HUMAN,8,,0.8647615629047918,0.9351101524751672,-0.011608362197876,Non-significant,0.029137227850030107,GAK,Cyclin-G-associated kinase,GAK_HUMAN,O14976
-0.37541675567627,13.069308996200576,,4.890233079388774e-07,4.403359324451826e-05,,HNRDL_HUMAN,8,,4.890233079388774e-07,4.403359324451826e-05,0.37541675567627,Down,4.35621587364578,HNRNPDL,Heterogeneous nuclear ribonucleoprotein D-like,HNRDL_HUMAN,O14979
-0.15765905380249,12.4016673564911,,0.011433473666223158,0.040399259689966605,,XPO1_HUMAN,8,,0.011433473666223158,0.040399259689966605,0.15765905380249,Down,1.393626593194054,XPO1,Exportin-1,XPO1_HUMAN,O14980
-0.189359188079834,8.439682722091675,,0.09134419965916861,0.18233236833306396,,BTAF1_HUMAN,8,,0.09134419965916861,0.18233236833306396,0.189359188079834,Non-significant,0.7391362268984861,BTAF1,TATA-binding protein-associated factor 172,BTAF1_HUMAN,O14981
-0.497222304344177,6.368102252483366,,0.18798913721709257,0.3137236232906021,,ZN609_HUMAN,6,,0.18798913721709257,0.3137236232906021,0.497222304344177,Non-significant,0.5034527778324559,ZNF609,Zinc finger protein 609,ZN609_HUMAN,O15014
-0.073439359664917,10.69789707660675,,0.7389720798093048,0.8399413541347542,,SPTN2_HUMAN,8,,0.7389720798093048,0.8399413541347542,0.073439359664917,Non-significant,0.07575103592002602,SPTBN2,"Spectrin beta chain, non-erythrocytic 2",SPTN2_HUMAN,O15020
0.181618213653564,11.52846646308899,,0.0048379474785953175,0.021335921226916056,,SC16A_HUMAN,8,,0.0048379474785953175,0.021335921226916056,-0.181618213653564,Up,1.6708886007480093,SEC16A,Protein transport protein Sec16A,SC16A_HUMAN,O15027
-0.0077707767486572,11.949252486228936,,0.8085901045913537,0.893817219859024,,PLXB2_HUMAN,8,,0.8085901045913537,0.893817219859024,0.0077707767486572,Non-significant,0.04875128268336355,PLXNB2,Plexin-B2,PLXB2_HUMAN,O15031
0.533928632736206,7.749614953994753,,0.0006337221524147864,0.005105918699003697,,KHNYN_HUMAN,8,,0.0006337221524147864,0.005105918699003697,-0.533928632736206,Up,2.291926104701211,KHNYN,Protein KHNYN,KHNYN_HUMAN,O15037
-0.21453869342804,7.590860545635223,,0.13235972349226754,0.24106592004793073,,TCPR2_HUMAN,8,,0.13235972349226754,0.24106592004793073,0.21453869342804,Non-significant,0.6178641823279885,TECPR2,Tectonin beta-propeller repeat-containing protein 2,TCPR2_HUMAN,O15040
-0.627612590789795,9.670617580413815,,0.0025089100150435697,0.013127719452916353,,SR140_HUMAN,8,,0.0025089100150435697,0.013127719452916353,0.627612590789795,Down,1.8818107129842312,U2SURP,U2 snRNP-associated SURP motif-containing protein,SR140_HUMAN,O15042
-0.572887182235718,7.3676300048828125,,0.02968725467817617,0.08056602009665254,,SET1A_HUMAN,8,,0.02968725467817617,0.08056602009665254,0.572887182235718,Non-significant,1.0938480896605771,SETD1A,Histone-lysine N-methyltransferase SETD1A,SET1A_HUMAN,O15047
-0.303006172180176,7.893527746200563,,0.023730219455997518,0.06868435825589674,,SYNJ2_HUMAN,8,,0.023730219455997518,0.06868435825589674,0.303006172180176,Non-significant,1.1631421551763195,SYNJ2,Synaptojanin-2,SYNJ2_HUMAN,O15056
-0.0096344947814941,9.051288843154907,,0.8523034454995662,0.9269676708817952,,KIF3B_HUMAN,8,,0.8523034454995662,0.9269676708817952,0.0096344947814941,Non-significant,0.03293541213649053,KIF3B,Kinesin-like protein KIF3B,KIF3B_HUMAN,O15066
