"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","C_vs_BDM"
-0.399099999999997,15.22245,-7.92600956018567,8.1038030250562e-05,0.000581742357262791,1.22961264479351,"COMT_HUMAN",20,8.24667529094922,4.37793342988038e-05,0.000328665734964829,0.399099999999997,"Non-significant",3.48324557091498,"COMT","Catechol O-methyltransferase","COMT_HUMAN",-0.399099999999997
-0.500455000000002,8.806075,-8.2926750295309,6.01427649126041e-05,0.000467031253643066,1.56197390166111,"RDH10_HUMAN",13,8.24473268011073,4.38515515089148e-05,0.000328906696495959,0.500455000000002,"Up in C",3.48292728425028,"RDH10","Retinol dehydrogenase 10","RDH10_HUMAN",-0.500455000000002
-0.520225,11.9430875,-10.4450387874812,1.27167622907812e-05,0.000146011228655216,3.2936802176746,"CP4F3_HUMAN",7,8.24333469459364,4.39036044294959e-05,0.000328996114362895,0.520225,"Up in C",3.48280923129233,"CYP4F3","Cytochrome P450 4F3","CP4F3_HUMAN",-0.520225
0.215775000000001,13.3567375,7.03641709124876,0.000175513325697209,0.00104114200004755,0.368962257170258,"CTNB1_HUMAN",35,-8.24197217403204,4.39544032636306e-05,0.000329075979867803,-0.215775000000001,"Non-significant",3.48270381685963,"CTNNB1","Catenin beta-1","CTNB1_HUMAN",0.215775000000001
-0.327674999999999,11.9442875,-8.50436731525973,5.08817543294249e-05,0.000410964159598646,1.74837993583967,"HDHD2_HUMAN",14,8.23814014302867,4.40976251640784e-05,0.00032984701742255,0.327674999999999,"Non-significant",3.48168743858909,"HDHD2","Haloacid dehalogenase-like hydrolase domain-containing protein 2","HDHD2_HUMAN",-0.327674999999999
-0.5892325,8.63041125,-8.07891660221329,7.14651748578455e-05,0.000531161834528212,1.36971183218898,"TREX1_HUMAN",15,8.22915851920351,4.44353599701824e-05,0.000332070265301326,0.5892325,"Up in C",3.47877001086263,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",-0.5892325
0.225400000000002,11.256475,7.87818210482909,8.43222809794257e-05,0.000596955146346573,1.18534125604031,"DCTN4_HUMAN",19,-8.22190401623378,4.47102599984946e-05,0.00033382032009805,-0.225400000000002,"Non-significant",3.47648723075486,"DCTN4","Dynactin subunit 4","DCTN4_HUMAN",0.225400000000002
-0.4453,11.542,-10.3985558895643,1.31102151688565e-05,0.000148860864202612,3.25974919811835,"ANGL8_HUMAN",8,8.21772189195851,4.48695991031728e-05,0.000334705162372894,0.4453,"Non-significant",3.47533758918757,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN",-0.4453
0.262925000000001,10.5507125,8.29233305679266,6.01591856363841e-05,0.000467031253643066,1.56166959623824,"PIGS_HUMAN",16,-8.20901756440671,4.52032722612596e-05,0.00033664129591357,-0.262925000000001,"Non-significant",3.4728326100259,"PIGS","GPI transamidase component PIG-S","PIGS_HUMAN",0.262925000000001
0.270325000000001,11.0575125,7.55094770367472,0.000111256597376821,0.00074032596209024,0.876513158954651,"ERLEC_HUMAN",25,-8.2086915964666,4.52158216989855e-05,0.00033664129591357,-0.270325000000001,"Non-significant",3.4728326100259,"ERLEC1","Endoplasmic reticulum lectin 1","ERLEC_HUMAN",0.270325000000001
1.3736675,6.05665625,8.02673506430626,7.458121856687e-05,0.00054884814166176,1.32214552838826,"SRCAP_HUMAN",11,-8.20774354051703,4.52523430222925e-05,0.00033664129591357,-1.3736675,"Up in BDM",3.4728326100259,"SRCAP","Helicase SRCAP","SRCAP_HUMAN",1.3736675
0.645759999999999,9.81527,8.58714316062967,4.77064330373323e-05,0.000390102724677659,1.8202162820879,"S35E1_HUMAN",9,-8.20259418717797,4.54512844851535e-05,0.000337646064871903,-0.645759999999999,"Up in BDM",3.47153830744055,"SLC35E1","Solute carrier family 35 member E1","S35E1_HUMAN",0.645759999999999
0.431257500000003,8.51759375,8.23425503880659,6.30225891457989e-05,0.00048376328260043,1.50983765086926,"E41LB_HUMAN",14,-8.20211673573831,4.54697798998025e-05,0.000337646064871903,-0.431257500000003,"Non-significant",3.47153830744055,"EPB41L4B","Band 4.1-like protein 4B","E41LB_HUMAN",0.431257500000003
-0.359825000000001,11.4196625,-9.77748948429396,1.99358502564189e-05,0.000201273522662712,2.79284330786863,"MESH1_HUMAN",10,8.19353423357293,4.58036849082902e-05,0.000339817745591098,0.359825000000001,"Non-significant",3.46875394562277,"HDDC3","Guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase MESH1","MESH1_HUMAN",-0.359825000000001
-0.254150000000003,14.413175,-7.38164654516105,0.000128902537468041,0.000822368095068483,0.712553361277763,"ODB2_HUMAN",28,8.19104581629742,4.59010090608257e-05,0.000340231891754655,0.254150000000003,"Non-significant",3.46822498007116,"DBT","Lipoamide acyltransferase component of branched-chain alpha-keto acid dehydrogenase complex, mitochondrial","ODB2_HUMAN",-0.254150000000003
0.679475,7.4702,9.65550513994199,2.17058051166282e-05,0.000215428801871814,2.69805285452647,"RHBD3_HUMAN",6,-8.18765233607322,4.60341034678753e-05,0.000340910189909342,-0.679475,"Up in BDM",3.46736001738285,"RHBDD3","Rhomboid domain-containing protein 3","RHBD3_HUMAN",0.679475
0.4177625,10.11724375,8.13774725670348,6.81264115395906e-05,0.000513092844170295,1.42303903156124,"MK03_HUMAN",15,-8.185157152744,4.61322410963161e-05,0.000341328621396751,-0.4177625,"Non-significant",3.46682729334015,"MAPK3","Mitogen-activated protein kinase 3","MK03_HUMAN",0.4177625
0.29922,9.4533775,7.44451562933762,0.000122006862123071,0.00079193369412901,0.773779790250828,"DAAF5_HUMAN",32,-8.18382375159383,4.61847806512693e-05,0.000341409226130843,-0.29922,"Non-significant",3.4667247468312,"DNAAF5","Dynein axonemal assembly factor 5","DAAF5_HUMAN",0.29922
-0.199649999999998,13.7179,-6.56128626427588,0.000273753209770473,0.00146681621810349,-0.125340157240302,"DDB1_HUMAN",62,8.17810423222054,4.64109043363188e-05,0.000342771706080308,0.199649999999998,"Non-significant",3.46499503389099,"DDB1","DNA damage-binding protein 1","DDB1_HUMAN",-0.199649999999998
2.4840125,6.76612625,7.97636646915411,7.77346475686283e-05,0.000562958163222275,1.27599232079507,"CO6A2_HUMAN",8,-8.17436193970594,4.65595266028111e-05,0.000343307733175406,-2.4840125,"Up in BDM",3.46431641376743,"COL6A2","Collagen alpha-2(VI) chain","CO6A2_HUMAN",2.4840125
1.0071625,9.04451125,7.94488412009635,7.97817187441845e-05,0.000575748706219036,1.24702438648841,"ACES_HUMAN",16,-8.17416818643043,4.65672358247196e-05,0.000343307733175406,-1.0071625,"Up in BDM",3.46431641376743,"ACHE","Acetylcholinesterase","ACES_HUMAN",1.0071625
0.835055000000001,8.54322,8.63155891625411,4.60950357109493e-05,0.000380219458725543,1.8585227924482,"VSI10_HUMAN",7,-8.17022446967516,4.67244620524993e-05,0.000344157358406459,-0.835055000000001,"Up in BDM",3.46324294038845,"VSIG10","V-set and immunoglobulin domain-containing protein 10","VSI10_HUMAN",0.835055000000001
0.246625000000002,12.1243875,6.87942927263903,0.000202751952332746,0.00116316340463531,0.208459596510039,"HIP1R_HUMAN",75,-8.14400496947242,4.77849666563288e-05,0.000351652743849716,-0.246625000000002,"Non-significant",3.45388598955687,"HIP1R","Huntingtin-interacting protein 1-related protein","HIP1R_HUMAN",0.246625000000002
-0.170575000000001,14.6468125,-6.63574754459456,0.000254929380649307,0.00138847061852912,-0.0461682521245557,"HMCS1_HUMAN",32,8.13456237067101,4.81734548913452e-05,0.000354193706905155,0.170575000000001,"Non-significant",3.4507591593533,"HMGCS1","Hydroxymethylglutaryl-CoA synthase, cytoplasmic","HMCS1_HUMAN",-0.170575000000001
0.390474999999999,11.2235125,11.4502600995938,6.76667235156928e-06,9.29198993939111e-05,3.99569389227067,"RAB35_HUMAN",8,-8.13151222346584,4.82996969821181e-05,0.000354803688046061,-0.390474999999999,"Non-significant",3.45001187449496,"RAB35","Ras-related protein Rab-35","RAB35_HUMAN",0.390474999999999
0.168575000000004,16.9351375,6.13349978016686,0.000417172030394089,0.00201661688561024,-0.593061307838608,"EF2_HUMAN",66,-8.12969953233638,4.83748971796201e-05,0.00035503796515535,-0.168575000000004,"Non-significant",3.44972520419593,"EEF2","Elongation factor 2","EF2_HUMAN",0.168575000000004
0.478649999999998,12.65455,9.7680453593704,2.00669026954831e-05,0.000202347439480407,2.78554192278609,"EPDR1_HUMAN",8,-8.12626972151083,4.85175422175303e-05,0.000355766378443035,-0.478649999999998,"Non-significant",3.44883509713631,"EPDR1","Mammalian ependymin-related protein 1","EPDR1_HUMAN",0.478649999999998
-0.461474999999997,16.7213125,-9.2437376053978,2.91303737315793e-05,0.000268628575760952,2.37013579922611,"CYTB_HUMAN",9,8.12498185084846,4.85712257077712e-05,0.000355841741154878,0.461474999999997,"Non-significant",3.44874310940004,"CSTB","Cystatin-B","CYTB_HUMAN",-0.461474999999997
0.137824999999999,13.1827125,5.69875420921822,0.000654404923277851,0.0028490767716579,-1.09190602487379,"DNM1L_HUMAN",55,-8.12366121961766,4.86263436786542e-05,0.000355927469176435,-0.137824999999999,"Non-significant",3.44863849344771,"DNM1L","Dynamin-1-like protein","DNM1L_HUMAN",0.137824999999999
-0.340574999999999,13.9655625,-9.26346260611767,2.8715356014521e-05,0.000265998292211348,2.38613132027427,"MMAB_HUMAN",11,8.11692461724198,4.89085921166853e-05,0.000357674075087053,0.340574999999999,"Non-significant",3.4465125372194,"MMAB","Corrinoid adenosyltransferase MMAB","MMAB_HUMAN",-0.340574999999999
-0.187149999999999,13.853275,-7.34568766006066,0.000133042681330559,0.000842226951002255,0.677350953686604,"SBDS_HUMAN",22,8.10716388976124,4.93207958177591e-05,0.00036036709814081,0.187149999999999,"Non-significant",3.44325486738269,"SBDS","Ribosome maturation protein SBDS","SBDS_HUMAN",-0.187149999999999
3.7322675,8.05625375,8.01042213587082,7.55864909445153e-05,0.000551788114659961,1.30722369831281,"COL11_HUMAN",2,-8.0999910448166,4.96261840358757e-05,0.00036227556253438,-3.7322675,"Up in BDM",3.44096096051257,"COLEC11","Collectin-11","COL11_HUMAN",3.7322675
0.277825000000002,12.8340875,6.93227340341622,0.000193086890866794,0.00112423745122584,0.262791471202407,"GCN1_HUMAN",161,-8.09683277395006,4.97613183690638e-05,0.000362938868318136,-0.277825000000002,"Non-significant",3.44016651928313,"GCN1","Stalled ribosome sensor GCN1","GCN1_HUMAN",0.277825000000002
0.41445,10.338125,9.63965656586981,2.19485216005973e-05,0.000217311570146977,2.68566007342679,"NIP7_HUMAN",9,-8.0954513429256,4.98205553930761e-05,0.000363047922766612,-0.41445,"Non-significant",3.44003604378099,"NIP7","60S ribosome subunit biogenesis protein NIP7 homolog","NIP7_HUMAN",0.41445
0.493875000000003,9.14458,7.81404600490126,8.89638483759425e-05,0.000622822911175044,1.125632212543,"CDK18_HUMAN",19,-8.08010373842366,5.04839983913193e-05,0.000367555789353496,-0.493875000000003,"Non-significant",3.43467673230909,"CDK18","Cyclin-dependent kinase 18","CDK18_HUMAN",0.493875000000003
-0.415349999999998,14.89645,-9.59944422213243,2.25782301687261e-05,0.000221699426669348,2.65413551812202,"SAR1B_HUMAN",9,8.07889198412997,5.05367985592103e-05,0.00036761373077942,0.415349999999998,"Non-significant",3.43460827560375,"SAR1B","Small COPII coat GTPase SAR1B","SAR1B_HUMAN",-0.415349999999998
-0.739984999999997,8.561465,-7.99865275191338,7.63212358620722e-05,0.000556161325864238,1.29644259438119,"FAK2_HUMAN",12,8.07222831467503,5.08282609096328e-05,0.000369406101894654,0.739984999999997,"Up in C",3.43249593510777,"PTK2B","Protein-tyrosine kinase 2-beta","FAK2_HUMAN",-0.739984999999997
0.679049999999998,12.130225,7.84574195977738,8.6635046690909e-05,0.000609120165327678,1.15518945212124,"H2AY_HUMAN",17,-8.06973238200732,5.09379132992167e-05,0.000369875122433108,-0.679049999999998,"Up in BDM",3.4319448780746,"MACROH2A1","Core histone macro-H2A.1","H2AY_HUMAN",0.679049999999998
0.509130000000001,9.69705,8.34279249684009,5.77898998350955e-05,0.000453360381672836,1.60645915633607,"TFPI1_HUMAN",11,-8.06030994257019,5.13542509489589e-05,0.000372448510067745,-0.509130000000001,"Up in BDM",3.42893375872537,"TFPI","Tissue factor pathway inhibitor","TFPI1_HUMAN",0.509130000000001
0.268424999999999,11.5897875,7.96529161053458,7.84479547193803e-05,0.000567121986586843,1.26581257583107,"CC50A_HUMAN",17,-8.05965852262348,5.13831745409392e-05,0.000372448510067745,-0.268424999999999,"Non-significant",3.42893375872537,"TMEM30A","Cell cycle control protein 50A","CC50A_HUMAN",0.268424999999999
0.7430475,8.36859625,8.03850101031022,7.38654842848269e-05,0.000544865641950958,1.33289279994218,"TOR3A_HUMAN",11,-8.05045794219244,5.17936365542259e-05,0.000375092078155074,-0.7430475,"Up in BDM",3.42586210793637,"TOR3A","Torsin-3A","TOR3A_HUMAN",0.7430475
0.227175000000001,11.0515625,7.12148324998131,0.000162483811866192,0.000985574236400551,0.454804831048648,"FAKD5_HUMAN",29,-8.04941831405477,5.18402468273836e-05,0.000375098273160539,-0.227175000000001,"Non-significant",3.42585493520565,"FASTKD5","FAST kinase domain-containing protein 5, mitochondrial","FAKD5_HUMAN",0.227175000000001
0.308150000000001,11.502875,7.64435283101641,0.000102693057307885,0.000696342170231627,0.965735142686819,"PSPC1_HUMAN",21,-8.04523130194508,5.20284403264345e-05,0.000376128001583871,-0.308150000000001,"Non-significant",3.4246643334729,"PSPC1","Paraspeckle component 1","PSPC1_HUMAN",0.308150000000001
0.339399999999999,10.73665,7.70903703406508,9.71968447137602e-05,0.000665124985779137,1.02701648697109,"DLGP4_HUMAN",20,-8.04226354139125,5.21622940680045e-05,0.00037676342446652,-0.339399999999999,"Non-significant",3.42393126438065,"DLGAP4","Disks large-associated protein 4","DLGP4_HUMAN",0.339399999999999
-0.289249999999999,10.540925,-7.14520017712438,0.000159047065144107,0.000970139761943001,0.478598883523739,"ITPI2_HUMAN",48,8.04080698381246,5.22281292272468e-05,0.000376906869194515,0.289249999999999,"Non-significant",3.42376594738434,"ITPRID2","Protein ITPRID2","ITPI2_HUMAN",-0.289249999999999
0.411525000000001,13.3899875,7.75601396027862,9.34123121836802e-05,0.000646785587231259,1.071265455921,"PLBL2_HUMAN",19,-8.0280209455322,5.28100451564936e-05,0.000380679242978384,-0.411525000000001,"Non-significant",3.419440803001,"PLBD2","Putative phospholipase B-like 2","PLBL2_HUMAN",0.411525000000001
-0.276225000000002,12.4870375,-7.41516862973602,0.000125172813471422,0.000805468386843581,0.745250058577613,"SNX9_HUMAN",25,8.02728542032265,5.28437397547452e-05,0.000380679242978384,0.276225000000002,"Non-significant",3.419440803001,"SNX9","Sorting nexin-9","SNX9_HUMAN",-0.276225000000002
0.578687500000001,9.22319625,8.53642797823254,4.96244676109837e-05,0.000403993431454662,1.77627276803531,"HYAL1_HUMAN",9,-8.02327769330545,5.30277569334097e-05,0.000381669491957939,-0.578687500000001,"Up in BDM",3.41831255318646,"HYAL1","Hyaluronidase-1","HYAL1_HUMAN",0.578687500000001
-0.184625,11.1997625,-6.47609947495659,0.000297219988670433,0.00156192914558988,-0.21671677024227,"VAV2_HUMAN",43,7.99990943410035,5.41150750136605e-05,0.000388852214183153,0.184625,"Non-significant",3.41021542376354,"VAV2","Guanine nucleotide exchange factor VAV2","VAV2_HUMAN",-0.184625
0.716684999999997,6.5255825,7.7034372666306,9.76593528157131e-05,0.000667732589143633,1.02172754179476,"RFC1_HUMAN",24,-7.99974405646058,5.41228581497007e-05,0.000388852214183153,-0.716684999999997,"Up in BDM",3.41021542376354,"RFC1","Replication factor C subunit 1","RFC1_HUMAN",0.716684999999997
0.349325000000004,11.5549375,8.99598784828607,3.49629959942472e-05,0.000307904739076287,2.16667960668337,"MARE3_HUMAN",11,-7.998785488222,5.41679956815273e-05,0.000388852214183153,-0.349325000000004,"Non-significant",3.41021542376354,"MAPRE3","Microtubule-associated protein RP/EB family member 3","MARE3_HUMAN",0.349325000000004
0.392924999999998,11.3041625,8.06856790811788,7.20713237475236e-05,0.000534697476997464,1.36029840689596,"TMX2_HUMAN",14,-7.99480615232449,5.43558264352959e-05,0.000389859199577039,-0.392924999999998,"Non-significant",3.40909221319807,"TMX2","Thioredoxin-related transmembrane protein 2","TMX2_HUMAN",0.392924999999998
0.4002625,9.63337625,7.85896508255802,8.56838237658493e-05,0.000604591456647366,1.16749192170949,"NCK2_HUMAN",16,-7.97571703442571,5.52670298685293e-05,0.00039576683041935,-0.4002625,"Non-significant",3.40256060722283,"NCK2","Cytoplasmic protein NCK2","NCK2_HUMAN",0.4002625
0.428675000000002,11.3423125,7.9942941176298,7.6595374360291e-05,0.000557168481815143,1.2924466828414,"LMF2_HUMAN",14,-7.97552992249636,5.52760454781844e-05,0.00039576683041935,-0.428675000000002,"Non-significant",3.40256060722283,"LMF2","Lipase maturation factor 2","LMF2_HUMAN",0.428675000000002
0.207750000000001,10.409175,6.6344540183406,0.000255243761686631,0.00138847061852912,-0.0475380836614203,"TBCD_HUMAN",46,-7.96070596826983,5.59955520035188e-05,0.000400121135993786,-0.207750000000001,"Non-significant",3.39780850684889,"TBCD","Tubulin-specific chaperone D","TBCD_HUMAN",0.207750000000001
0.0974249999999994,12.7254125,4.28028585372868,0.00338636175541243,0.0104618267702682,-2.89929179532657,"LRP1_HUMAN",189,-7.95986340208042,5.60367602848584e-05,0.000400121135993786,-0.0974249999999994,"Non-significant",3.39780850684889,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN",0.0974249999999994
0.547070000000001,9.852415,8.94954863856836,3.61970837320545e-05,0.000314680479783015,2.12800841318865,"GP107_HUMAN",8,-7.95930611422395,5.60640347524608e-05,0.000400121135993786,-0.547070000000001,"Up in BDM",3.39780850684889,"GPR107","Protein GPR107","GP107_HUMAN",0.547070000000001
-0.525654999999999,9.4870525,-8.18910828019485,6.53545731100407e-05,0.000498397014284757,1.46933759232667,"MLIP_HUMAN",11,7.95899163799544,5.60794322099122e-05,0.000400121135993786,0.525654999999999,"Up in C",3.39780850684889,"MLIP","Muscular LMNA-interacting protein","MLIP_HUMAN",-0.525654999999999
0.328772499999998,9.31860625,7.29886679032214,0.000138658861318738,0.000872390901835008,0.631313816073787,"ANPRB_HUMAN",35,-7.95451322564537,5.62992182532346e-05,0.000401339992382623,-0.328772499999998,"Non-significant",3.39648756190657,"NPR2","Atrial natriuretic peptide receptor 2","ANPRB_HUMAN",0.328772499999998
0.679914999999999,9.040305,7.61875113785326,0.000104964201034136,0.000708227588541435,0.941366339597636,"KIBRA_HUMAN",31,-7.95299250095225,5.63740690469438e-05,0.000401524429232707,-0.679914999999999,"Up in BDM",3.39628802657905,"WWC1","Protein KIBRA","KIBRA_HUMAN",0.679914999999999
0.66413,8.3437625,7.68771057696377,9.89715659779137e-05,0.000674454611709839,1.00685736513649,"NOC3L_HUMAN",19,-7.94078008293911,5.69792137035782e-05,0.000405482286407929,-0.66413,"Up in BDM",3.39202811329826,"NOC3L","Nucleolar complex protein 3 homolog","NOC3L_HUMAN",0.66413
0.491150000000001,11.14905,7.63688539380242,0.000103349744393007,0.00069906039978042,0.958634013707856,"ABD12_HUMAN",21,-7.93970929853553,5.70326175184675e-05,0.000405510319528532,-0.491150000000001,"Non-significant",3.39199808927706,"ABHD12","Lysophosphatidylserine lipase ABHD12","ABD12_HUMAN",0.491150000000001
0.173874999999999,10.4385125,6.10938314035625,0.000427466220174672,0.00205534784339704,-0.620099480751844,"ROCK2_HUMAN",67,-7.93679464645886,5.71782647447326e-05,0.000406193599980345,-0.173874999999999,"Non-significant",3.39126692365676,"ROCK2","Rho-associated protein kinase 2","ROCK2_HUMAN",0.173874999999999
0.1761,12.161075,6.1744543398037,0.000400318115410996,0.00196633188144958,-0.547312411627561,"CYFP1_HUMAN",60,-7.9270476676812,5.766835173009e-05,0.000409320474011496,-0.1761,"Non-significant",3.38793653161217,"CYFIP1","Cytoplasmic FMR1-interacting protein 1","CYFP1_HUMAN",0.1761
0.3831975,9.62030375,7.58586171795128,0.000107965088055886,0.000722334722681712,0.909965284789131,"UBAP2_HUMAN",21,-7.92521326733466,5.77611102566486e-05,0.000409624205782012,-0.3831975,"Non-significant",3.38761438765979,"UBAP2","Ubiquitin-associated protein 2","UBAP2_HUMAN",0.3831975
0.410174999999999,10.7471625,7.6940917926978,9.8436752415322e-05,0.000671368133361738,1.01289396611822,"IKIP_HUMAN",18,-7.92329677485683,5.78581977578659e-05,0.000409958085755389,-0.410174999999999,"Non-significant",3.38726054341603,"IKBIP","Inhibitor of nuclear factor kappa-B kinase-interacting protein","IKIP_HUMAN",0.410174999999999
0.559709999999999,9.6943525,7.51686989077586,0.00011457833147101,0.000758122002743613,0.843744273561757,"XPO5_HUMAN",38,-7.9175267937367,5.81516002521368e-05,0.000411681190731448,-0.559709999999999,"Up in BDM",3.38543897499462,"XPO5","Exportin-5","XPO5_HUMAN",0.559709999999999
2.808085,7.3481575,7.94109922304868,8.00318798437374e-05,0.000577046043059771,1.2435355148404,"OMD_HUMAN",2,-7.91639025499408,5.82095885747631e-05,0.000411736158012,-2.808085,"Up in BDM",3.38538099227977,"OMD","Osteomodulin","OMD_HUMAN",2.808085
-0.419660000000002,8.7956975,-8.0570954788253,7.27500618287516e-05,0.000538757910453573,1.34985127531143,"LIPG_HUMAN",13,7.9146052880564,5.83007912186813e-05,0.000412025764147198,0.419660000000002,"Non-significant",3.38507562649813,"LIPG","Endothelial lipase","LIPG_HUMAN",-0.419660000000002
-0.271450000000002,14.5243,-7.61278861558047,0.000105501206544412,0.000711265535568333,0.935681625220285,"DIC_HUMAN",19,7.91200724809338,5.8433822828253e-05,0.000412610232167113,0.271450000000002,"Non-significant",3.3844600063226,"SLC25A10","Mitochondrial dicarboxylate carrier","DIC_HUMAN",-0.271450000000002
0.410050000000002,12.3814,7.3995498783006,0.00012689529510738,0.000814634008841268,0.730030260058484,"ACSL3_HUMAN",35,-7.91004903937657,5.85343160293711e-05,0.000412964133226148,-0.410050000000002,"Non-significant",3.38408766606366,"ACSL3","Fatty acid CoA ligase Acsl3","ACSL3_HUMAN",0.410050000000002
1.1452125,10.45739375,7.60262958424151,0.000106423288032028,0.000715785139602186,0.925987791833835,"PLIN4_HUMAN",51,-7.89002949165771,5.95728374954492e-05,0.000419652394365946,-1.1452125,"Up in BDM",3.37711029463606,"PLIN4","Perilipin-4","PLIN4_HUMAN",1.1452125
0.191200000000009,16.929825,6.78145823127815,0.000222138486230287,0.00125246995193665,0.106901334732427,"VTNC_HUMAN",29,-7.88980303541394,5.95847020056063e-05,0.000419652394365946,-0.191200000000009,"Non-significant",3.37711029463606,"VTN","Vitronectin","VTNC_HUMAN",0.191200000000009
-0.337975,14.7930125,-13.0890172829112,2.67541821177759e-06,4.83462190145019e-05,5.02551895582704,"A1AG1_HUMAN",8,7.87978296352365,6.01123231775717e-05,0.000423005000351702,0.337975,"Non-significant",3.37365449878969,"ORM1","Alpha-1-acid glycoprotein 1","A1AG1_HUMAN",-0.337975
-0.183975,11.7815875,-7.51225336163592,0.000115036833742317,0.000759270777005863,0.83929606719342,"DCAF8_HUMAN",19,7.8737124332813,6.04345105810797e-05,0.000424907476624092,0.183975,"Non-significant",3.37170562704647,"DCAF8","DDB1- and CUL4-associated factor 8","DCAF8_HUMAN",-0.183975
0.376600000000002,11.279425,7.76638135568055,9.25995819626371e-05,0.00064278693728171,1.0810019245712,"RRAGC_HUMAN",16,-7.86868447643899,6.07028236982198e-05,0.000426428233657246,-0.376600000000002,"Non-significant",3.37015404855087,"RRAGC","Ras-related GTP-binding protein C","RRAGC_HUMAN",0.376600000000002
-0.218599999999999,11.9201,-6.88407730177143,0.000201880451894609,0.00115978692686195,0.213250983838059,"TBC15_HUMAN",31,7.86310220680537,6.10022755161357e-05,0.000428164944076439,0.218599999999999,"Non-significant",3.36838889336432,"TBC1D15","TBC1 domain family member 15","TBC15_HUMAN",-0.218599999999999
-0.489125000000001,16.7350125,-8.66996735215707,4.4750903790442e-05,0.000372693538458908,1.89151471081468,"ACBP_HUMAN",9,7.85781074888618,6.12876496451808e-05,0.000429799958760644,0.489125000000001,"Non-significant",3.36673363051518,"DBI","Acyl-CoA-binding protein","ACBP_HUMAN",-0.489125000000001
0.435174999999997,14.7601125,11.2011523600262,7.87400160078138e-06,0.000103946964771668,3.82716373046278,"HLAC_HUMAN",7,-7.85396540089253,6.14959680729505e-05,0.000430621099155819,-0.435174999999997,"Non-significant",3.36590469485054,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","HLAC_HUMAN",0.435174999999997
0.301299999999999,12.3036,7.83208387337378,8.76300417510317e-05,0.000614009472029878,1.14246475959381,"SNP23_HUMAN",16,-7.85371066700803,6.1509795939432e-05,0.000430621099155819,-0.301299999999999,"Non-significant",3.36590469485054,"SNAP23","Synaptosomal-associated protein 23","SNP23_HUMAN",0.301299999999999
-0.353250000000001,14.229675,-8.14689280875448,6.76233138510253e-05,0.000510005452576546,1.431300659821,"DNPH1_HUMAN",13,7.84238402537895,6.21281674255136e-05,0.000434579109688021,0.353250000000001,"Non-significant",3.3619311541436,"DNPH1","5-hydroxymethyl-dUMP N-hydrolase","DNPH1_HUMAN",-0.353250000000001
0.495564999999996,8.8778325,7.72520521146822,9.58752010999375e-05,0.000658278809562217,1.04227003728872,"TMM59_HUMAN",15,-7.84013445472525,6.22518052718367e-05,0.000435072719197372,-0.495564999999996,"Non-significant",3.36143814785757,"TMEM59","Transmembrane protein 59","TMM59_HUMAN",0.495564999999996
0.418957500000001,9.41746125,7.38259518775323,0.000128795290136879,0.000822368095068483,0.713480237313767,"A0AAG2UWQ9_HUMAN",30,-7.83593708996986,6.24832297796265e-05,0.000435959703133428,-0.418957500000001,"Non-significant",3.3605536518222,"NKRF","NF-kappa-B-repressing factor","A0AAG2UWQ9_HUMAN",0.418957500000001
-0.445650000000002,10.5531,-7.25307072740153,0.000144410689422355,0.000902346670643645,0.58606253812753,"SPTN2_HUMAN",105,7.83590367881887,6.24850757723564e-05,0.000435959703133428,0.445650000000002,"Non-significant",3.3605536518222,"SPTBN2","Spectrin beta chain, non-erythrocytic 2","SPTN2_HUMAN",-0.445650000000002
0.263125000000002,10.7252375,6.89362498390526,0.000200103402541821,0.00115276765056521,0.223085564607366,"EXOC2_HUMAN",46,-7.83221823705203,6.26890734014287e-05,0.000437011074613021,-0.263125000000002,"Non-significant",3.35950755712024,"EXOC2","Exocyst complex component 2","EXOC2_HUMAN",0.263125000000002
0.249275000000001,10.8723875,7.07421796300083,0.000169584072225197,0.00101256389228125,0.407205011912044,"RM37_HUMAN",28,-7.82215036935695,6.32501506473587e-05,0.000440217162751247,-0.249275000000001,"Non-significant",3.35633302960898,"MRPL37","Large ribosomal subunit protein mL37","RM37_HUMAN",0.249275000000001
0.263820000000001,9.91357,6.93981638960741,0.000191749872983381,0.0011172462393161,0.270521476890732,"VPS39_HUMAN",40,-7.82203911942072,6.32563817664027e-05,0.000440217162751247,-0.263820000000001,"Non-significant",3.35633302960898,"VPS39","Vam6/Vps39-like protein","VPS39_HUMAN",0.263820000000001
-0.219400000000004,16.884925,-6.57752992214804,0.000269517839055492,0.00145171303848681,-0.108013496376548,"NCPR_HUMAN",53,7.81677751342578,6.3551868431531e-05,0.000441898403224505,0.219400000000004,"Non-significant",3.35467756773402,"POR","NADPH--cytochrome P450 reductase","NCPR_HUMAN",-0.219400000000004
