"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.10422817487466,20.4059156574445,-2.28164567591723,0.0536622816180245,0.267412667853673,-4.35950893625702,"O75844",22,-2.56893668800558,0.0297364450332984,0.184489968707892,0.10422817487466,"Non-significant",0.734027242801646,"ZMPSTE24","CAAX prenyl protease 1 homolog","O75844"
0.198890809978639,19.7124422766122,2.34503313736633,0.0487132644994761,0.25420906693969,-4.26551123405962,"P04792;A0A6Q8PGY2;A0A6Q8PH65;A0A6Q8PGK1;A0A6Q8PFE7;A0A6Q8PFK8;A0A6Q8PHJ6;A0A6Q8PHA6;A0A6Q8PF43",15,2.56820452825441,0.0297725258977072,0.184553478676673,-0.198890809978639,"Non-significant",0.733877764308233,"HSPB1","Heat shock protein beta-1","P04792;A0A6Q8PGY2;A0A6Q8PH65;A0A6Q8PGK1;A0A6Q8PFE7;A0A6Q8PFK8;A0A6Q8PHJ6;A0A6Q8PHA6;A0A6Q8PF43"
0.0994030507068437,18.3062377936702,2.80353521090992,0.0243144100143424,0.17848143431821,-3.58006494960471,"P35250",9,2.56671752755494,0.0298459403372463,0.184729389873348,-0.0994030507068437,"Non-significant",0.733464004156836,"RFC2","Replication factor C subunit 2","P35250"
0.115145324324345,17.815727557795,2.42039020818547,0.0434246661109388,0.239677310796496,-4.15333691448651,"Q09472;A0A669KB12",13,2.56658197036121,0.029852641914836,0.184729389873348,-0.115145324324345,"Non-significant",0.733464004156836,"EP300","Histone acetyltransferase p300","Q09472;A0A669KB12"
-0.0634937765988575,22.2430886738881,-2.09947666913474,0.0708638395188701,0.311984388411992,-4.62704145576563,"O43175;A0A286YFM8;A0A286YER3;A0A286YF34;A0A286YFB2;A0A286YFC8;A0A286YFA2;A0A286YFL2;A0A2C9F2M7;A0A286YF22",31,-2.56565779449178,0.0298983708122913,0.1848521783295,0.0634937765988575,"Non-significant",0.733175427260701,"PHGDH","D-3-phosphoglycerate dehydrogenase","O43175;A0A286YFM8;A0A286YER3;A0A286YF34;A0A286YFB2;A0A286YFC8;A0A286YFA2;A0A286YFL2;A0A2C9F2M7;A0A286YF22"
-0.107512274949638,17.7152434831748,-3.18883446142904,0.013744498791461,0.136698420431508,-3.00783853395085,"Q49AR2",7,-2.56358895141104,0.0300009930467536,0.185326203587256,0.107512274949638,"Non-significant",0.732063170703826,"C5orf22","UPF0489 protein C5orf22","Q49AR2"
-0.257499482631371,17.6616876012704,-2.67802319980278,0.0293702186049767,0.198422640546962,-3.76794852655499,"P34741;E5RHU3;E7ESK6;E9PBI9;E5RJB8",4,-2.56176856828267,0.0300915823340383,0.185725142132556,0.257499482631371,"Non-significant",0.731129300620342,"SDC2","Syndecan-2","P34741;E5RHU3;E7ESK6;E9PBI9;E5RJB8"
0.226704889199024,16.1916849470009,2.51374328706606,0.0376724766063144,0.222329880533629,-4.01391213654886,"O75197;E9PHY1",6,2.55917130901003,0.030221306146525,0.186364721236904,-0.226704889199027,"Non-significant",0.729636295963873,"LRP5","Low-density lipoprotein receptor-related protein 5","O75197;E9PHY1"
0.19990435352322,18.7168457554497,2.44578571996854,0.0417766267565125,0.235088173103433,-4.11545055677984,"Q8N961",8,2.55510309333188,0.030425624665452,0.187301194599994,-0.199904353523209,"Non-significant",0.727459452702013,"ABTB2","Ankyrin repeat and BTB/POZ domain-containing protein 2","Q8N961"
0.460485296119669,15.9458308859753,2.57045085674158,0.0345639778764041,0.213439517410068,-3.92905702703876,"Q9GZM8;J3KRK9;J3QL85;A6NIZ0",2,2.5554604242838,0.0304076231557145,0.187301194599994,-0.460485296119677,"Non-significant",0.727459452702013,"NDEL1","Nuclear distribution protein nudE-like 1","Q9GZM8;J3KRK9;J3QL85;A6NIZ0"
-0.138811752048934,23.5260851734607,-2.25027242615844,0.0562955007366761,0.272132669799097,-4.40588459731259,"DHE3_BOVIN;P49448;P00367",46,-2.55412163368584,0.030475123216626,0.187444319457301,0.13881175204893,"Non-significant",0.727127716435976,"GLUD1","Glutamate dehydrogenase 1, mitochondrial","DHE3_BOVIN;P49448;P00367"
0.111841708718018,19.1391822181441,2.25394951266904,0.0559803006800078,0.271572912470065,-4.4004547348057,"Q10471",26,2.55346094531001,0.0305084894749221,0.187488057952168,-0.111841708718014,"Non-significant",0.727026389433038,"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2","Q10471"
0.0699914129954138,19.5427497854205,2.20805882353808,0.0600436182794752,0.282272204169672,-4.46810632314982,"Q8WU90",22,2.5495228027131,0.0307081340136467,0.188552695607438,-0.0699914129954138,"Non-significant",0.724567254406239,"ZC3H15","Zinc finger CCCH domain-containing protein 15","Q8WU90"
-0.227173235640773,17.1950752193362,-2.38544385516061,0.0458009029352603,0.2472140951328,-4.20540720684238,"Q12899",9,-2.54886405081913,0.0307416568410579,0.188596367269754,0.227173235640777,"Non-significant",0.724466676868544,"TRIM26","Tripartite motif-containing protein 26","Q12899"
-0.149365009044377,16.4748876033717,-2.82666759484313,0.0234858114127317,0.175368260446985,-3.545479343497,"P29374;Q4LE39;X6RCR8;H7C485",6,-2.54606419741572,0.0308845456735796,0.189310335326208,0.149365009044384,"Non-significant",0.722825675245858,"ARID4B","AT-rich interactive domain-containing protein 4B","P29374;Q4LE39;X6RCR8;H7C485"
-0.0925460840574033,21.0394222733483,-2.29990495794518,0.0521869731141968,0.264064726876565,-4.33247091830129,"O94760;B4DYP1",18,-2.54530151498561,0.0309235836677796,0.189387059152328,0.0925460840573962,"Non-significant",0.722649699729489,"DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","O94760;B4DYP1"
0.115275583134299,18.6259756360844,2.47576977122748,0.0399124097098768,0.227829350710016,-4.0706751029542,"O75475",11,2.54317260526857,0.0310328134080628,0.189893162422431,-0.115275583134295,"Non-significant",0.721490672838917,"PSIP1","PC4 and SFRS1-interacting protein","O75475"
0.295343529484533,16.2772555456431,2.7482550255839,0.0264198565170665,0.186797002935354,-3.66277862361738,"P32856",3,2.54225415853811,0.0310800559291201,0.190019417285827,-0.29534352948453,"Non-significant",0.721202018051295,"STX2","Syntaxin-2","P32856"
-0.111389933918229,17.719017467722,-2.43743173181815,0.0423116278854092,0.236792582076573,-4.12791747525413,"Q7Z4Q2",12,-2.54050066202675,0.0311704509793755,0.19040905940438,0.111389933918225,"Non-significant",0.720312392318497,"HEATR3","HEAT repeat-containing protein 3","Q7Z4Q2"
0.181457261476456,17.1950200746627,2.34986836921575,0.0483551707568951,0.253685831157023,-4.25832637455986,"P13611;E9PF17;D6RGZ6;Q86W61",12,2.53636611409746,0.0313846339020488,0.191389983513689,-0.181457261476453,"Non-significant",0.718080794973821,"VCAN","Versican core protein","P13611;E9PF17;D6RGZ6;Q86W61"
0.0715045204305831,20.0100481180912,2.11207651150984,0.0695153737132512,0.308445545882812,-4.60869088737295,"Q96G03",33,2.5365018047623,0.0313775814024097,0.191389983513689,-0.0715045204305866,"Non-significant",0.718080794973821,"PGM2","Phosphoglucomutase-2","Q96G03"
0.0893706920348123,16.9801967829909,2.71507958748151,0.0277733227244965,0.191661249016514,-3.71244975320291,"P22670",10,2.53248411236651,0.0315870724490956,0.192132269471032,-0.0893706920348123,"Non-significant",0.716399687318201,"RFX1","MHC class II regulatory factor RFX1","P22670"
-0.106015633421613,19.3942678709337,-2.24552796123985,0.0567048211146991,0.272132669799097,-4.41288836353135,"Q96S66;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PG30;A0A6Q8PHQ1;A0A6Q8PEZ7;A0A6Q8PG14;A0A6Q8PFF7",23,-2.53254989180612,0.0315836313432626,0.192132269471032,0.106015633421613,"Non-significant",0.716399687318201,"CLCC1","Chloride channel CLIC-like protein 1","Q96S66;A0A6Q8PG75;A0A6Q8PGA4;A0A6Q8PG30;A0A6Q8PHQ1;A0A6Q8PEZ7;A0A6Q8PG14;A0A6Q8PFF7"
0.100119007228848,19.8414836486325,2.61376082033919,0.0323677924981798,0.208232798404957,-3.86420372579464,"Q9BYG5;Q9BYG4",10,2.53332007656353,0.0315433686818285,0.192132269471032,-0.100119007228848,"Non-significant",0.716399687318201,"PARD6B","Partitioning defective 6 homolog beta","Q9BYG5;Q9BYG4"
0.124567096372783,18.937189911598,3.15590265746072,0.0144219135301188,0.138662547993204,-3.05632839059225,"O96006",6,2.53033861833383,0.031699514761705,0.192324753537243,-0.124567096372779,"Non-significant",0.715964815435042,"ZBED1","E3 SUMO-protein ligase ZBED1","O96006"
0.0946747682679643,18.7456213599498,2.55413164998976,0.0354306416819015,0.215511254046388,-3.95348510458313,"Q96AD5",11,2.53059407863597,0.0316861055084645,0.192324753537243,-0.0946747682679607,"Non-significant",0.715964815435042,"PNPLA2","Patatin-like phospholipase domain-containing protein 2","Q96AD5"
-0.271781745135691,18.323873862712,-4.00546539106655,0.0043670049653418,0.0797564768734164,-1.84569448341571,"Q9NZ42;K7ERS5;K7ES79",1,-2.53049296432573,0.0316914123772616,0.192324753537243,0.271781745135691,"Non-significant",0.715964815435042,"PSENEN","Gamma-secretase subunit PEN-2","Q9NZ42;K7ERS5;K7ES79"
0.23465210734118,18.1248243918312,2.37919341026938,0.0462395927392683,0.248455178142298,-4.21471169878075,"CO5_HUMAN;P01031",8,2.52530717194031,0.0319647761941782,0.193769496436864,-0.234652107341176,"Non-significant",0.712714589368943,"C5","Complement C5","CO5_HUMAN;P01031"
0.114033086778015,18.046936288936,2.96574991878987,0.0190867863928751,0.160090521105146,-3.33801772775767,"P14859;Q9UKI9;A0A0A0MT46;A0A0C4DG88;H0YLC5",7,2.52433353222935,0.0320163625432199,0.193917595352955,-0.114033086778026,"Non-significant",0.712382782886218,"POU2F1","POU domain, class 2, transcription factor 1","P14859;Q9UKI9;A0A0A0MT46;A0A0C4DG88;H0YLC5"
0.273659888547112,18.2588340298541,3.91639532697982,0.00492595304180796,0.0841536618936617,-1.96807853849081,"Q96A25;K7ERE2;B7Z779",1,2.52297434347747,0.0320885154636096,0.194025477498422,-0.273659888547108,"Non-significant",0.712141239087868,"TMEM106A","Transmembrane protein 106A","Q96A25;K7ERE2;B7Z779"
-0.145227925948934,16.7230100200119,-3.20365337937095,0.013450719159498,0.135474732747496,-2.98605077787876,"Q9NZM5;M0QX73",5,-2.5230417778464,0.0320849318669947,0.194025477498422,0.14522792594893,"Non-significant",0.712141239087868,"NOP53","Ribosome biogenesis protein NOP53","Q9NZM5;M0QX73"
-0.0674867274470969,18.3894369752353,-2.10515703561333,0.0702527481209372,0.310250386104893,-4.61877174744395,"O14841",29,-2.52208655540162,0.0321357315617042,0.194146581287758,0.0674867274470969,"Non-significant",0.711870252508787,"OPLAH","5-oxoprolinase","O14841"
0.275545906481426,16.9861922477992,3.2447848479535,0.0126695866553417,0.13067726472394,-2.92568507402791,"Q8TDR2;A0A0C4DGC9",2,2.5209303337334,0.0321973280122499,0.194190134573882,-0.275545906481426,"Non-significant",0.711772837295961,"STK35","Serine/threonine-protein kinase 35","Q8TDR2;A0A0C4DGC9"
0.132162002646801,22.0860915153173,2.59648826079127,0.0332259579757355,0.209414444752628,-3.89007126635502,"Q9NQT5",8,2.52125594287304,0.0321799696289537,0.194190134573882,-0.132162002646805,"Non-significant",0.711772837295961,"EXOSC3","Exosome complex component RRP40","Q9NQT5"
0.094693250324994,19.4329082184723,2.53993660530158,0.0362025851294265,0.217189111174764,-3.9747283599158,"Q13427;C9JT64;C9JN15;E9PG73;C9J679",11,2.5192807831448,0.0322854100657211,0.194393012883064,-0.094693250324994,"Non-significant",0.711319349084966,"PPIG","Peptidyl-prolyl cis-trans isomerase G","Q13427;C9JT64;C9JN15;E9PG73;C9J679"
-0.0885978027874401,18.4975188031535,-2.31961563193431,0.0506400950770787,0.259800151074756,-4.30324745590146,"Q96TA2;Q96I63",16,-2.51935563227362,0.032281408097701,0.194393012883064,0.0885978027874366,"Non-significant",0.711319349084966,"YME1L1","ATP-dependent zinc metalloprotease YME1L1","Q96TA2;Q96I63"
-0.201016210219677,17.5721135783251,-2.4050120618909,0.0444545459469956,0.242551731993519,-4.17626025111328,"Q15437;A0A2R8YFH5;Q5QPE1",8,-2.51800636231167,0.032353625722436,0.194639630399255,0.201016210219674,"Non-significant",0.710768728757245,"SEC23B","Protein transport protein Sec23B","Q15437;A0A2R8YFH5;Q5QPE1"
0.12933530055475,21.0845365341719,2.25922140784165,0.0555314722445546,0.271259077729903,-4.39266721670365,"Q9BRF8",21,2.5168773900077,0.0324141761212124,0.194839757307726,-0.12933530055475,"Non-significant",0.710322420056854,"CPPED1","Serine/threonine-protein phosphatase CPPED1","Q9BRF8"
0.0928849389724995,18.8591146817835,2.24427762483117,0.0568131863403073,0.272283868225593,-4.41473367728354,"O15269;A0A2R8Y4S0;A0A2R8Y763;A0A2R8Y6A2",20,2.514545833503,0.0325395830837108,0.194937217114747,-0.0928849389724995,"Non-significant",0.710105238129462,"SPTLC1","Serine palmitoyltransferase 1","O15269;A0A2R8Y4S0;A0A2R8Y763;A0A2R8Y6A2"
0.0491121307645201,20.3345295390115,1.9698399341083,0.0863182135309948,0.34265568463413,-4.81415926756268,"P49756;H0YE46",29,2.51595750184681,0.0324635962608225,0.194937217114747,-0.0491121307645273,"Non-significant",0.710105238129462,"RBM25","RNA-binding protein 25","P49756;H0YE46"
-0.0512548520310148,20.5611111825035,-1.89716891823483,0.0963690324487063,0.361051374806372,-4.9174932519397,"Q13423;A0A590UK29;A0A590UJM2;D6RAI5;A0A590UJI3;E9PCX7",47,-2.51472078382211,0.0325301562902561,0.194937217114747,0.0512548520310219,"Non-significant",0.710105238129462,"NNT","NAD(P) transhydrogenase, mitochondrial","Q13423;A0A590UK29;A0A590UJM2;D6RAI5;A0A590UJI3;E9PCX7"
0.0855871568019779,18.8434990500378,2.29251428080221,0.0527791534617878,0.264975756315775,-4.34341890844456,"Q9BY77;F8WCX5;Q8WUT1;F6VRR5",17,2.51555484732487,0.0324852521517544,0.194937217114747,-0.0855871568019779,"Non-significant",0.710105238129462,"POLDIP3","Polymerase delta-interacting protein 3","Q9BY77;F8WCX5;Q8WUT1;F6VRR5"
0.258596618945777,18.1259103372408,3.45331336375386,0.00938604438391232,0.112921543748759,-2.62234911556705,"Q9C0F1",2,2.50883454600459,0.0328488236913782,0.196624853294327,-0.258596618945777,"Non-significant",0.706361588404197,"CEP44","Centrosomal protein of 44 kDa","Q9C0F1"
-0.103133879052436,21.4507435345918,-2.34945887396861,0.0483853944875879,0.253685831157023,-4.25893493364079,"P61457",14,-2.50829067636145,0.0328784242114149,0.196637208788705,0.103133879052432,"Non-significant",0.706334299105031,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","P61457"
-0.269089252846168,20.5723866145767,-3.9479613044123,0.00471948793052128,0.0831817547501188,-1.92457146459897,"C9JDL1",1,-2.50170019948183,0.0332392367698183,0.198476607774354,0.269089252846165,"Non-significant",0.702290671334946,"KHK","Ketohexokinase (Fragment)","C9JDL1"
0.164730302885175,16.6987302124573,2.52352471060971,0.0371165650791797,0.220037682287387,-3.99928217920789,"P18283;H0YJK8;A0A087WTS0",7,2.50165788643775,0.0332415660129011,0.198476607774354,-0.164730302885172,"Non-significant",0.702290671334946,"GPX2","Glutathione peroxidase 2","P18283;H0YJK8;A0A087WTS0"
0.21078898278742,16.2350320302149,2.47736839541178,0.0398154284469614,0.227639691384909,-4.06828666887451,"Q5PRF9;M0QZ22;A0A087WZT0",6,2.49984751279459,0.0333413757651767,0.198906235872286,-0.21078898278742,"Non-significant",0.701351601176866,"SAMD4B","Protein Smaug homolog 2","Q5PRF9;M0QZ22;A0A087WZT0"
-0.0771421062949855,18.9355792785231,-2.40000631104102,0.044795095964043,0.243441233089217,-4.18371879194098,"Q86UY8",14,-2.49837754756878,0.0334226377507795,0.199224587794922,0.0771421062949891,"Non-significant",0.700657063077569,"NT5DC3","5'-nucleotidase domain-containing protein 3","Q86UY8"
0.08684155673334,26.4515166185664,2.11179126016328,0.0695456200305681,0.308445545882812,-4.60910661986702,"P06733;A0A2R8Y6G6",46,2.49669079180428,0.0335161274629077,0.19956007747601,-0.0868415567333436,"Non-significant",0.699926336124934,"ENO1","Alpha-enolase","P06733;A0A2R8Y6G6"
0.0756880831581341,18.2266819436146,2.35066343797304,0.0482965432728664,0.253685831157023,-4.25714476807369,"Q92609;C9J3F6",15,2.49635424348372,0.0335348120671071,0.19956007747601,-0.0756880831581306,"Non-significant",0.699926336124934,"TBC1D5","TBC1 domain family member 5","Q92609;C9J3F6"
0.15895891518068,17.0368889588475,2.34243704436647,0.0489066315013454,0.254556743607358,-4.26936807375637,"P78504",11,2.49325306311334,0.0337074736084265,0.200420540414466,-0.15895891518068,"Non-significant",0.698057771170448,"JAG1","Protein jagged-1","P78504"
-0.281289079444836,17.0408922076241,-3.10263435920464,0.0155933087597899,0.144425185283606,-3.13496089088368,"O43639",2,-2.48833298397961,0.0339832230045549,0.20083853177783,0.281289079444832,"Non-significant",0.697152962178776,"NCK2","Cytoplasmic protein NCK2","O43639"
-0.173105918818489,16.2637024600822,-3.23560766948367,0.0128396100138775,0.131169749798425,-2.93913966419837,"O43933;A0A0C4DG33",4,-2.48861237759964,0.0339675041926764,0.20083853177783,0.173105918818493,"Non-significant",0.697152962178776,"PEX1","Peroxisome biogenesis factor 1","O43933;A0A0C4DG33"
-0.238935387121376,16.7490073777639,-2.99484076590853,0.0182810118385215,0.156340259221835,-3.29475631164304,"O75689;H7BZT6;C9JN36;H0Y7Q1;H7C4B3;A0A3B3ISA7",3,-2.48828330171193,0.0339860189099543,0.20083853177783,0.238935387121376,"Non-significant",0.697152962178776,"ADAP1","Arf-GAP with dual PH domain-containing protein 1","O75689;H7BZT6;C9JN36;H0Y7Q1;H7C4B3;A0A3B3ISA7"
0.204498706376949,22.0699915580024,2.83946457085581,0.023040097405048,0.173948315458887,-3.52635444897473,"P47914;A0A3B3ITT5",4,2.48798571505782,0.0340027706090739,0.20083853177783,-0.204498706376949,"Non-significant",0.697152962178776,"RPL29","60S ribosomal protein L29","P47914;A0A3B3ITT5"
0.0786707827862472,21.3303380528156,2.15948111564285,0.0646654074958086,0.296199919773938,-4.53942482840024,"Q16181;E7EPK1;E7ES33;G3V1Q4;A0A0U1RRH9;A0A0U1RRE1",24,2.48937346432341,0.0339247218245739,0.20083853177783,-0.0786707827862507,"Non-significant",0.697152962178776,"SEPTIN7","Septin-7","Q16181;E7EPK1;E7ES33;G3V1Q4;A0A0U1RRH9;A0A0U1RRE1"
-0.368944951188269,16.5232502007612,-2.32108286906143,0.0505268087599954,0.259800151074756,-4.30107065959207,"Q8IVL1;A0A0A0MTE8;E9PNV5;A0A0A0MTL4",6,-2.48860371799872,0.0339679912770098,0.20083853177783,0.368944951188265,"Non-significant",0.697152962178776,"NAV2","Neuron navigator 2","Q8IVL1;A0A0A0MTE8;E9PNV5;A0A0A0MTL4"
-0.0711381323603817,20.019936124349,-2.24190663147135,0.0570192465173447,0.272648552829529,-4.41823242087062,"Q96DV4",18,-2.48888601970797,0.0339521159818764,0.20083853177783,0.0711381323603817,"Non-significant",0.697152962178776,"MRPL38","39S ribosomal protein L38, mitochondrial","Q96DV4"
0.124116569133569,18.6345344565984,2.60548454111322,0.0327761108062318,0.208890032297674,-3.87659878497291,"Q9HB90;Q9NQL2",8,2.49106362521321,0.0338299059595864,0.20083853177783,-0.124116569133569,"Non-significant",0.697152962178776,"RRAGC","Ras-related GTP-binding protein C","Q9HB90;Q9NQL2"
0.109677082000768,19.8818143572599,2.25126024820007,0.0562106505574952,0.272132669799097,-4.40442605489296,"P10523;P49407;E9PM35;E7ESX4",18,2.48741762582617,0.0340347722279042,0.200861411966499,-0.109677082000765,"Non-significant",0.69710348873548,"ARRB1","Beta-arrestin-1","P10523;P49407;E9PM35;E7ESX4"
-0.160887478468069,21.4852295645071,-2.87679600071698,0.0217894977834053,0.169867689597486,-3.47060029710693,"O75352;I3L261;I3L4E0;I3L405;I3L1D2;J3KTK8;J3QQZ4;J3QS48;J3QRD5;J3KT75;J3QW43;I3L295;J3KSI4",5,-2.48312272168715,0.0342776852380219,0.20178939974992,0.160887478468069,"Non-significant",0.695101651533357,"MPDU1","Mannose-P-dolichol utilization defect 1 protein","O75352;I3L261;I3L4E0;I3L405;I3L1D2;J3KTK8;J3QQZ4;J3QS48;J3QRD5;J3KT75;J3QW43;I3L295;J3KSI4"
-0.0598992006615049,22.9219917298068,-2.10540267910276,0.0702264394670676,0.310250386104893,-4.6184140087399,"P27144;F8VS11",23,-2.48405739414254,0.0342246751206971,0.20178939974992,0.0598992006615049,"Non-significant",0.695101651533357,"AK4","Adenylate kinase 4, mitochondrial","P27144;F8VS11"
0.0603535913879547,18.9693583582424,1.97221984848907,0.0860068617134108,0.342158774092182,-4.81075463645787,"Q29RF7",44,2.48264086597538,0.0343050456933768,0.20178939974992,-0.0603535913879618,"Non-significant",0.695101651533357,"PDS5A","Sister chromatid cohesion protein PDS5 homolog A","Q29RF7"
0.689001646967888,15.1101004065819,2.34855123111829,0.0484524530888791,0.25383152899779,-4.26028375115978,"Q9Y2J4;D6RJA4;D6RCL7;D6RIC7;D6RBK2;D6RF61",2,2.4831292438091,0.034277315051663,0.20178939974992,-0.689001646967894,"Non-significant",0.695101651533357,"AMOTL2","Angiomotin-like protein 2","Q9Y2J4;D6RJA4;D6RCL7;D6RIC7;D6RBK2;D6RF61"
0.294760192585045,19.7253841870492,2.65729540035817,0.0303045018185754,0.201119374987404,-3.7989961034812,"B2MG_HUMAN;P61769;F5H6I0;H0YLF3",3,2.48061595295664,0.0344202609633762,0.202300480279399,-0.294760192585045,"Non-significant",0.694003086174104,"B2M","Beta-2-microglobulin","B2MG_HUMAN;P61769;F5H6I0;H0YLF3"
0.129607636765826,17.4073797205208,3.52846898110096,0.00843619437126946,0.10642785749397,-2.51424533083884,"Q8N4C8",5,2.48005955662653,0.0344519866852082,0.202320425097921,-0.129607636765822,"Non-significant",0.693960271161243,"MINK1","Misshapen-like kinase 1","Q8N4C8"
-0.217733272513414,16.9976977709985,-2.34474913190754,0.0487343807086453,0.25420906693969,-4.26593318902117,"Q6EMK4",8,-2.47755171119081,0.0345953456200961,0.202617179059418,0.217733272513417,"Non-significant",0.693323735410008,"VASN","Vasorin","Q6EMK4"
0.109916544591975,18.241272425955,2.48395940679341,0.039418110293028,0.225910694705066,-4.05843814624322,"Q6P4A7;B1AMV7",10,2.47847285305012,0.0345426204519241,0.202617179059418,-0.109916544591972,"Non-significant",0.693323735410008,"SFXN4","Sideroflexin-4","Q6P4A7;B1AMV7"
-0.154037184799968,17.4163532904047,-2.53590010095184,0.0364252224098329,0.217888862859041,-3.98076810613057,"Q9H1X3;J3QR79;A0A024R161;F2Z3D1",7,-2.47784272258371,0.0345786797935661,0.202617179059418,0.154037184799968,"Non-significant",0.693323735410008,"DNAJC25","DnaJ homolog subfamily C member 25","Q9H1X3;J3QR79;A0A024R161;F2Z3D1"
0.186438103595624,18.0854416883081,2.34777870113186,0.048509603113735,0.25383152899779,-4.26143172899886,"Q9HC36;I3L443",9,2.4771909966123,0.0346160143470788,0.202617179059418,-0.18643810359562,"Non-significant",0.693323735410008,"MRM3","rRNA methyltransferase 3, mitochondrial","Q9HC36;I3L443"
-0.079518815932488,18.5935350393083,-2.16054776737462,0.0645602251433681,0.295907938221304,-4.53786237084447,"Q96LD4",23,-2.47632981920187,0.0346654089874517,0.202740119229642,0.079518815932488,"Non-significant",0.693060302436704,"TRIM47","E3 ubiquitin-protein ligase TRIM47","Q96LD4"
-0.167696207014025,18.3573941636967,-2.59150852215629,0.0334776844678617,0.210053354295,-3.89752826721692,"O14530;B8ZZX4;F8WCJ3;F8WBV5;G3XAJ4",6,-2.47459753657034,0.0347649802016917,0.202991220064471,0.167696207014028,"Non-significant",0.692522746126263,"TXNDC9","Thioredoxin domain-containing protein 9","O14530;B8ZZX4;F8WCJ3;F8WBV5;G3XAJ4"
0.120073268067191,22.2598629358707,3.12563528397491,0.0150756500947436,0.141590750403085,-3.10097870831704,"P17096",6,2.47391080698768,0.034804531973753,0.202991220064471,-0.120073268067188,"Non-significant",0.692522746126263,"HMGA1","High mobility group protein HMG-I/HMG-Y","P17096"
-0.52278982974534,15.1000486920025,-2.47145040874335,0.0401756507710965,0.228601053511076,-4.07712789796668,"Q08174",1,-2.47420980352701,0.0347873059510925,0.202991220064471,0.522789829745342,"Non-significant",0.692522746126263,"PCDH1","Protocadherin-1","Q08174"
-0.122682947783762,18.5310225138709,-2.31631175223442,0.0508961264277328,0.260537088760172,-4.30814838274349,"Q86VM9;E7ERS3",13,-2.47360692815276,0.0348220479735299,0.202991220064471,0.122682947783765,"Non-significant",0.692522746126263,"ZC3H18","Zinc finger CCCH domain-containing protein 18","Q86VM9;E7ERS3"
0.0686077158163272,18.3912886895965,2.29570886700141,0.0525223625556814,0.264456694536045,-4.33868734867121,"Q9UKN8;F2Z356",16,2.47234707664231,0.0348947611591313,0.203249175723782,-0.0686077158163272,"Non-significant",0.691971207009855,"GTF3C4","General transcription factor 3C polypeptide 4","Q9UKN8;F2Z356"
-0.40712347849707,14.9096314255829,-2.5427033373339,0.0360507878963341,0.217189111174764,-3.97058828848001,"Q7L1W4",2,-2.47104066018038,0.0349703213767368,0.20352328031889,0.407123478497068,"Non-significant",0.691385906164778,"LRRC8D","Volume-regulated anion channel subunit LRRC8D","Q7L1W4"
0.431469976542143,16.4523024275181,2.50278903491938,0.0383051464146784,0.223903000242894,-4.03029234719508,"P51397",2,2.47004231618335,0.0350281730429289,0.20369396066739,-0.431469976542143,"Non-significant",0.691021847228157,"DAP","Death-associated protein 1","P51397"
0.144356718176276,19.8316157612685,2.74651087275873,0.0264892833986614,0.186797002935354,-3.66538952424623,"Q96PE7;H7BZS7",6,2.46948425376086,0.035060552898395,0.203716361470658,-0.144356718176276,"Non-significant",0.690974089256743,"MCEE","Methylmalonyl-CoA epimerase, mitochondrial","Q96PE7;H7BZS7"
0.101284088480124,17.3787358331683,2.80203866962589,0.0243690517378875,0.17848143431821,-3.58230305639421,"P29084",8,2.46488983599633,0.0353282635219907,0.204748454559436,-0.101284088480124,"Non-significant",0.688779367608286,"GTF2E2","Transcription initiation factor IIE subunit beta","P29084"
-0.0627736981305667,23.3721423835356,-1.95690972657588,0.0880290292469615,0.345772991118015,-4.83263491010853,"P40939;H0YFD6;A0A2R8Y4F5",59,-2.46450765940202,0.0353506237902642,0.204748454559436,0.0627736981305702,"Non-significant",0.688779367608286,"HADHA","Trifunctional enzyme subunit alpha, mitochondrial","P40939;H0YFD6;A0A2R8Y4F5"
0.0957364036800143,22.262618997116,2.26351421595496,0.0551686618650586,0.27043943904816,-4.38632371444232,"P62879;P62873;E7EP32;B3KVK2",16,2.46456685688722,0.0353471593617525,0.204748454559436,-0.0957364036800143,"Non-significant",0.688779367608286,"GNB2","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-2","P62879;P62873;E7EP32;B3KVK2"
0.10155166532174,18.7112946013146,2.43758132348243,0.0423019868836484,0.236792582076573,-4.12769426841033,"Q06330;D6R927;D6RB37;D6RCM1;D6R946;D6RA45;D6RBQ8",11,2.46446928145668,0.0353528699722427,0.204748454559436,-0.10155166532174,"Non-significant",0.688779367608286,"RBPJ","Recombining binding protein suppressor of hairless","Q06330;D6R927;D6RB37;D6RCM1;D6R946;D6RA45;D6RBQ8"
