"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.0782709121704031,23.0048046112061,2.33982394930473,0.0500484574287071,0.364800357486128,-4.05786959495853,"P61254;Q9UNX3;E5RIT6;J3KS10;J3QQQ9;J3QQV1;J3QRI7;J3QRC4",10,2.27439561635141,0.0499764721349757,0.344713195252835,-0.0782709121703995,"Non-significant",0.462542091945081,"RPL26L1","60S ribosomal protein L26-like 1","P61254;Q9UNX3;E5RIT6;J3KS10;J3QQQ9;J3QQV1;J3QRI7;J3QRC4"
0.0749149322509695,17.5940527915955,2.05382334554443,0.0770407684157349,0.421558186445066,-4.46463912245997,"Q2M389;A0A087X256",19,2.27455100569582,0.0499639402647755,0.344713195252835,-0.0749149322509766,"Non-significant",0.462542091945081,"WASHC4","WASH complex subunit 4","Q2M389;A0A087X256"
-0.061583042144747,21.0802958011627,-1.93964909507143,0.091472985397547,0.448716857434059,-4.62385556837484,"O95394;D6RCQ8;A0A494C0G1;D6RC77;A0A494C099;H0Y987;D6RCD1;D6RF77",29,-2.27031579339923,0.0503066128084486,0.345230023743578,0.0615830421447505,"Non-significant",0.461891441870051,"PGM3","Phosphoacetylglucosamine mutase","O95394;D6RCQ8;A0A494C0G1;D6RC77;A0A494C099;H0Y987;D6RCD1;D6RF77"
-0.625378847122223,15.6872879266739,-2.28889045146391,0.0540430798106941,0.372660052852535,-4.13088959090451,"P04180;J3QSE5;I3L1Q6;J3QKT0",1,-2.27245812340323,0.0501329877338167,0.345230023743578,0.625378847122224,"Non-significant",0.461891441870051,"LCAT","Phosphatidylcholine-sterol acyltransferase","P04180;J3QSE5;I3L1Q6;J3QKT0"
-0.294828891754147,16.689014673233,-2.22413722612794,0.0595888277624507,0.389892303554669,-4.22343192624676,"P05452;E9PHK0",4,-2.27018717098348,0.050317055836403,0.345230023743578,0.29482889175415,"Non-significant",0.461891441870051,"CLEC3B","Tetranectin","P05452;E9PHK0"
0.199299812316905,17.0508198738098,2.15082083816849,0.0665591730829604,0.400435892148656,-4.32771456614637,"P0C7P0",8,2.27058036210678,0.0502851388286546,0.345230023743578,-0.199299812316902,"Non-significant",0.461891441870051,"CISD3","CDGSH iron-sulfur domain-containing protein 3, mitochondrial","P0C7P0"
0.256719589233395,16.4123086929321,2.27148851471365,0.0554803619761949,0.376311323447871,-4.1557945764103,"Q14703",4,2.2692523911703,0.0503930160496783,0.345230023743578,-0.256719589233402,"Non-significant",0.461891441870051,"MBTPS1","Membrane-bound transcription factor site-1 protease","Q14703"
0.0399808883666992,19.5462746620178,1.76006959398123,0.119614883063845,0.494458537854621,-4.86856525003561,"Q5JTZ9",31,2.26858353891335,0.0504474362936436,0.345230023743578,-0.0399808883667028,"Non-significant",0.461891441870051,"AARS2","Alanine--tRNA ligase, mitochondrial","Q5JTZ9"
-0.0369629859924778,19.8661663532257,-1.68678899542689,0.133321802835445,0.515918091312132,-4.96590019393114,"Q9NSK0;Q07866;Q9H0B6;G5E9S8;G3V2E7;E7EVH7;G3V3H3;C9J8T5;E9PQ02;F8W6L3;A8MX29;C9JZE5;A8MZ87;G3V5R9",36,-2.27207283522993,0.0501641698074192,0.345230023743578,0.0369629859924743,"Non-significant",0.461891441870051,"KLC4","Kinesin light chain 4","Q9NSK0;Q07866;Q9H0B6;G5E9S8;G3V2E7;E7EVH7;G3V3H3;C9J8T5;E9PQ02;F8W6L3;A8MX29;C9JZE5;A8MZ87;G3V5R9"
-2.69223403930663,18.4598579406738,-2.09788868525116,0.0720906368508119,0.41092218151994,-4.40260027664268,"Q9NZR1;H0YMA2;G5EA42",1,-2.26846666880462,0.0504569512077506,0.345230023743578,2.69223403930662,"Non-significant",0.461891441870051,"TMOD2","Tropomodulin-2","Q9NZR1;H0YMA2;G5EA42"
0.063184261322025,19.462189912796,2.03265886067864,0.0795359589051399,0.425716904720496,-4.49432808864214,"Q9Y6E2;Q75MG1;B5MCH7;E7ETZ4;B5MCE7;E9PFD4",19,2.26814830649617,0.0504828794614619,0.345230023743578,-0.063184261322025,"Non-significant",0.461891441870051,"BZW2","Basic leucine zipper and W2 domain-containing protein 2","Q9Y6E2;Q75MG1;B5MCH7;E7ETZ4;B5MCE7;E9PFD4"
1.08315610885622,14.7401847839355,2.1459237432229,0.0670527143862992,0.400642827809551,-4.33465802415345,"Q76EJ3;Q5VZJ2",1,2.26631231648298,0.0506326634767674,0.345475711977573,-1.08315610885622,"Non-significant",0.461582479476155,"SLC35D2","UDP-N-acetylglucosamine/UDP-glucose/GDP-mannose transporter","Q76EJ3;Q5VZJ2"
0.241019725799553,18.0430467128754,3.09605502987267,0.0163138258585805,0.259181896342582,-2.97364618224548,"Q8NE09;H0YBV2;A0A087WV61;G3V112",2,2.26563446931372,0.0506880742411488,0.345475711977573,-0.24101972579955,"Non-significant",0.461582479476155,"RGS22","Regulator of G-protein signaling 22","Q8NE09;H0YBV2;A0A087WV61;G3V112"
0.0984535217284979,19.9614753723144,2.229491151619,0.0591093864579388,0.387656367835717,-4.2157945620267,"Q99766;A0A5K1VW60;A0A2R8YDJ1",10,2.26535776474094,0.0507107106735585,0.345475711977573,-0.0984535217284979,"Non-significant",0.461582479476155,"DMAC2L","ATP synthase subunit s, mitochondrial","Q99766;A0A5K1VW60;A0A2R8YDJ1"
-0.298420429229726,16.5899560451508,-2.60166371077912,0.0337788617391365,0.328161665296517,-3.68085427523946,"Q9Y248",2,-2.26670348293077,0.0506007146347492,0.345475711977573,0.298420429229726,"Non-significant",0.461582479476155,"GINS2","DNA replication complex GINS protein PSF2","Q9Y248"
0.264438390731826,15.8914171457291,2.40947941538935,0.0450644664359206,0.354408417355232,-3.95776491718084,"Q9Y3C0;F5GWI9;H0YGN0;F5GZ97;F5GXZ7",3,2.26351780266258,0.0508614861862636,0.346175389439777,-0.264438390731824,"Non-significant",0.46070381055196,"WASHC3","WASH complex subunit 3","Q9Y3C0;F5GWI9;H0YGN0;F5GZ97;F5GXZ7"
-0.0768208503723535,19.9952700138092,-2.4445567925296,0.0427486735004223,0.347049828496664,-3.90727522614028,"Q96N66;M0R1Z5;A9C4B8",9,-2.26220265805232,0.0509695259409359,0.346583150425571,0.07682085037235,"Non-significant",0.46019255487967,"MBOAT7","Lysophospholipid acyltransferase 7","Q96N66;M0R1Z5;A9C4B8"
0.101215362548796,20.6629810333252,2.26479321697289,0.0560435420526451,0.377925651523332,-4.1653701483981,"P62736;P68032;P68133;P63267;F6QUT6;B8ZZJ2;C9JFL5;A6NL76;F6UVQ4;F8WB63",9,2.25810439370823,0.0513076509798184,0.348553202552521,-0.101215362548803,"Non-significant",0.457730922554506,"ACTG2","Actin, gamma-enteric smooth muscle","P62736;P68032;P68133;P63267;F6QUT6;B8ZZJ2;C9JFL5;A6NL76;F6UVQ4;F8WB63"
-0.100100517272953,19.1988925933838,-2.1483774518982,0.0668049702342912,0.400435892148656,-4.33117934858863,"Q15637",12,-2.25735553140493,0.0513696735181953,0.348636596567563,0.100100517272949,"Non-significant",0.457627026712154,"SF1","Splicing factor 1","Q15637"
0.0541944503784748,18.2324938774109,1.88126058333944,0.0998390979216716,0.466239522784667,-4.70427656592682,"Q96JB2",31,2.2567876402105,0.0514167567774965,0.348636596567563,-0.0541944503784748,"Non-significant",0.457627026712154,"COG3","Conserved oligomeric Golgi complex subunit 3","Q96JB2"
-0.0363926887512456,21.2909729480744,-1.69433766716313,0.131844397149637,0.514307423550669,-4.95595104069197,"P30533",32,-2.25403012850625,0.0516459833826286,0.349204437876346,0.0363926887512527,"Non-significant",0.456920245685364,"LRPAP1","Alpha-2-macroglobulin receptor-associated protein","P30533"
0.286643028259299,16.7770566940308,2.3389104269517,0.050117407906319,0.364909458375534,-4.0591807436435,"Q8N2U9;K7ERV4;K7EMG2",3,2.25417016536745,0.0516343181995983,0.349204437876346,-0.286643028259299,"Non-significant",0.456920245685364,"SLC66A2","Solute carrier family 66 member 2","Q8N2U9;K7ERV4;K7EMG2"
-0.171473979949994,17.6776611804962,-2.55736416487304,0.0360927247508667,0.333209885808963,-3.74471343817054,"Q96AT1",4,-2.25513589338843,0.0515539428109402,0.349204437876346,0.171473979949997,"Non-significant",0.456920245685364,"KIAA1143","Uncharacterized protein KIAA1143","Q96AT1"
-0.0388693809509562,20.6913411617279,-1.66113496780969,0.138459343010498,0.521194840051542,-4.99957231610161,"O95782",50,-2.25327229580817,0.0517091564380206,0.349303598039574,0.0388693809509491,"Non-significant",0.456796940841927,"AP2A1","AP-2 complex subunit alpha-1","O95782"
0.0912280082702495,17.6537482738495,2.15700724792615,0.0659408554518397,0.400371079349661,-4.31893881220189,"Q9BV44;H7C3J3",12,2.25105670029511,0.051894285021141,0.35022562927576,-0.091228008270253,"Non-significant",0.45565207571185,"THUMPD3","THUMP domain-containing protein 3","Q9BV44;H7C3J3"
0.0928926467895721,19.1207132339478,2.12555448579134,0.0691449094997098,0.405290365457032,-4.3635064475688,"Q96DB5;H0YC67;H0YB03;H0YB83;E5RH53",13,2.24902437213276,0.0520646733336993,0.350307890542026,-0.0928926467895757,"Non-significant",0.455550080266473,"RMDN1","Regulator of microtubule dynamics protein 1","Q96DB5;H0YC67;H0YB03;H0YB83;E5RH53"
-0.187343120574951,17.6216285228729,-2.16363920754014,0.0652843560055591,0.400268328384209,-4.30952589115677,"Q96EK9",7,-2.24859118369498,0.0521010624594514,0.350307890542026,0.187343120574951,"Non-significant",0.455550080266473,"KTI12","Protein KTI12 homolog","Q96EK9"
-0.143783092498779,17.7594530582428,-2.07861627650289,0.0742157462387621,0.416545275654969,-4.42976958216961,"Q99590;A0A0A0MTP7;F8VXG7",15,-2.24984197609813,0.0519960602247985,0.350307890542026,0.143783092498776,"Non-significant",0.455550080266473,"SCAF11","Protein SCAF11","Q99590;A0A0A0MTP7;F8VXG7"
0.0617408752441264,18.7323551177979,1.98546200036336,0.0853894270602174,0.436685584511068,-4.5602578114617,"Q9P253",21,2.24872261732984,0.0520900189991741,0.350307890542026,-0.0617408752441264,"Non-significant",0.455550080266473,"VPS18","Vacuolar protein sorting-associated protein 18 homolog","Q9P253"
0.295883417129474,16.1894253492355,3.8968178416024,0.00534857305668728,0.188799385201986,-1.88303235395828,"A0A0A0MSQ0",1,2.2469664627375,0.0522377667571676,0.350899401509668,-0.295883417129478,"Non-significant",0.454817372512067,"PLS3","Plastin-3","A0A0A0MSQ0"
-0.0828843116760041,19.2865264415741,-2.00598322832186,0.0827942199288928,0.433460878337191,-4.53164024183974,"P00751;E7ETN3;B4E1Z4;H7C5H1",22,-2.2377411787847,0.0530206927479299,0.354477965403906,0.0828843116760005,"Non-significant",0.450410755688,"CFB","Complement factor B","P00751;E7ETN3;B4E1Z4;H7C5H1"
-0.274559974670424,17.5524425506592,-4.9614116140353,0.00140378852513416,0.14440973099273,-0.590140212774073,"P31641;A0A087WY96;A0A087WYN0",1,-2.23814054104114,0.0529865624444154,0.354477965403906,0.274559974670424,"Non-significant",0.450410755688,"SLC6A6","Sodium- and chloride-dependent taurine transporter","P31641;A0A087WY96;A0A087WYN0"
0.0658912658691015,19.4215607643128,1.95368076906278,0.0895661888714921,0.446034665327534,-4.60442089034071,"Q8IYB8",25,2.23846435263355,0.0529589046946443,0.354477965403906,-0.065891265869098,"Non-significant",0.450410755688,"SUPV3L1","ATP-dependent RNA helicase SUPV3L1, mitochondrial","Q8IYB8"
0.0837073326110769,19.5023982524872,2.34106396771728,0.049955017368368,0.364800357486128,-4.05608975716445,"Q9NPF4;G3V445",9,2.23732004905541,0.0530567067318792,0.354477965403906,-0.0837073326110769,"Non-significant",0.450410755688,"OSGEP","Probable tRNA N6-adenosine threonylcarbamoyltransferase","Q9NPF4;G3V445"
0.342311382293694,17.537261724472,3.01066953984831,0.0184656505767339,0.264569272274813,-3.09458153205485,"Q9NVV5;Q5THU2;A0A2R8YCJ8;Q5T2H3",1,2.23721307810889,0.0530658584509667,0.354477965403906,-0.342311382293701,"Non-significant",0.450410755688,"AIG1","Androgen-induced gene 1 protein","Q9NVV5;Q5THU2;A0A2R8YCJ8;Q5T2H3"
0.0541143417358256,18.6082701683044,2.1117907204717,0.0705951897373237,0.407010377340647,-4.38296881537678,"Q9Y2V7",15,2.23781765951035,0.0530141548798518,0.354477965403906,-0.0541143417358256,"Non-significant",0.450410755688,"COG6","Conserved oligomeric Golgi complex subunit 6","Q9Y2V7"
-0.0541329383849956,20.1615903377533,-2.00425824511397,0.0830093634459338,0.433876413364435,-4.53404873952357,"O00170;E9PMH2;V9GYQ3",18,-2.23002948658996,0.0536839984511542,0.354917061556732,0.0541329383849991,"Non-significant",0.449873122766134,"AIP","AH receptor-interacting protein","O00170;E9PMH2;V9GYQ3"
-0.308398246765133,18.0266966819763,-3.46147784055623,0.00969958993577992,0.222226003514243,-2.46509762196422,"P02790;Q9BS19",1,-2.22673925192741,0.0539694740181394,0.354917061556732,0.308398246765126,"Non-significant",0.449873122766134,"HPX","Hemopexin","P02790;Q9BS19"
-0.87348699569705,18.0502169132233,-2.09421606683463,0.0724909108595353,0.411822910461264,-4.40778192476207,"P10176;U3KQK5",2,-2.22836393013957,0.0538283239412957,0.354917061556732,0.87348699569705,"Non-significant",0.449873122766134,"COX8A","Cytochrome c oxidase subunit 8A, mitochondrial","P10176;U3KQK5"
-0.0623402595520233,22.6938188076019,-1.93515390191956,0.0920921519072142,0.450055347288236,-4.63007312274938,"P31943;G8JLB6;H0YB39",25,-2.22935583992061,0.0537423261740886,0.354917061556732,0.0623402595520268,"Non-significant",0.449873122766134,"HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","P31943;G8JLB6;H0YB39"
0.0696930885315012,21.1899802684784,2.02437484662103,0.0805340906224887,0.428939339180874,-4.50592839093525,"P35914",18,2.23130342328162,0.0535738643849494,0.354917061556732,-0.0696930885315012,"Non-significant",0.449873122766134,"HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial","P35914"
-0.149308681487994,17.4148104190826,-2.20389316564058,0.0614371415635986,0.393125934524395,-4.2522844007063,"P55199;U3KQ90",7,-2.2315301325635,0.0535542882263847,0.354917061556732,0.149308681487998,"Non-significant",0.449873122766134,"ELL","RNA polymerase II elongation factor ELL","P55199;U3KQ90"
0.1137857437134,18.8170809745789,2.12851018373123,0.0688373456121236,0.404113061739592,-4.35932370301445,"P82664",11,2.23282399406737,0.0534426986704711,0.354917061556732,-0.1137857437134,"Non-significant",0.449873122766134,"MRPS10","28S ribosomal protein S10, mitochondrial","P82664"
-0.0431675910949778,19.8073189258576,-1.78328088198132,0.11555879993017,0.48805801659657,-4.83740207508406,"Q10713",30,-2.23275549987593,0.0534486002511389,0.354917061556732,0.0431675910949743,"Non-significant",0.449873122766134,"PMPCA","Mitochondrial-processing peptidase subunit alpha","Q10713"
-0.050043582916274,19.8034160137177,-1.81137366078028,0.110824640458545,0.483010543050365,-4.79948547766812,"Q12769;G3V198;E9PSI3;E9PR16",36,-2.22772072789332,0.0538841612068801,0.354917061556732,0.050043582916274,"Non-significant",0.449873122766134,"NUP160","Nuclear pore complex protein Nup160","Q12769;G3V198;E9PSI3;E9PR16"
0.0394058227538991,19.9603233337402,1.77943517390647,0.116221667792972,0.489422356594851,-4.84257577662792,"Q4G176;F5H755;A0A3B3ISK9;F5H5A1;F5H362",26,2.23109260991076,0.0535920742468902,0.354917061556732,-0.0394058227538991,"Non-significant",0.449873122766134,"ACSF3","Malonate--CoA ligase ACSF3, mitochondrial","Q4G176;F5H755;A0A3B3ISK9;F5H5A1;F5H362"
-0.245294570922848,16.5044584274292,-2.24198227504036,0.0580057958468373,0.383835828083287,-4.19796545131744,"Q674X7;A0A1B0GWK2;B0QYQ6",4,-2.22830262469993,0.0538336435014787,0.354917061556732,0.245294570922852,"Non-significant",0.449873122766134,"KAZN","Kazrin","Q674X7;A0A1B0GWK2;B0QYQ6"
0.263308525085424,16.6018524169922,2.21763140360282,0.0601766674817491,0.39043230490049,-4.23270871230933,"Q86W34;J3KRS2;J3KTM1;J3KRD0;J3KSH1;J3QLK6;J3KS38",4,2.23164989443969,0.0535439497220143,0.354917061556732,-0.263308525085421,"Non-significant",0.449873122766134,"AMZ2","Archaemetzincin-2","Q86W34;J3KRS2;J3KTM1;J3KRD0;J3KSH1;J3QLK6;J3KS38"
0.0854363441467285,17.7471697330475,2.32345451377812,0.0512986571479621,0.368143166168209,-4.08135630045222,"Q8N9N8;E9PQD0;E9PS30;E9PS76;E9PLI6",9,2.23426676883211,0.0533185351963745,0.354917061556732,-0.085436344146725,"Non-significant",0.449873122766134,"EIF1AD","Probable RNA-binding protein EIF1AD","Q8N9N8;E9PQD0;E9PS30;E9PS76;E9PLI6"
0.0638322830200266,20.3738131523132,2.12214654378794,0.0695012259966303,0.405561751664069,-4.36832774884039,"Q8NHP8",14,2.22674416904446,0.0539690462775646,0.354917061556732,-0.0638322830200266,"Non-significant",0.449873122766134,"PLBD2","Putative phospholipase B-like 2","Q8NHP8"
-0.0517535209655229,19.7233116626739,-1.78124044573509,0.115910051975387,0.489254562880867,-4.84014762461252,"Q92621",62,-2.22887385298124,0.0537840971947486,0.354917061556732,0.0517535209655264,"Non-significant",0.449873122766134,"NUP205","Nuclear pore complex protein Nup205","Q92621"
0.0738887786865021,19.3487005233765,2.04382589402464,0.0782096720486401,0.423720717761536,-4.4786724173332,"Q9BYG3;H7BZL0;C9J808",17,2.23301909995881,0.053425891507847,0.354917061556732,-0.0738887786865021,"Non-significant",0.449873122766134,"NIFK","MKI67 FHA domain-interacting nucleolar phosphoprotein","Q9BYG3;H7BZL0;C9J808"
0.298350334167498,17.2915678024292,2.54420902944047,0.0368107905679262,0.335151999504228,-3.7636778349884,"Q9Y324;G3V5S9;G3V2M5;G3V1S4",2,2.23392845037774,0.0533476250360982,0.354917061556732,-0.298350334167498,"Non-significant",0.449873122766134,"FCF1","rRNA-processing protein FCF1 homolog","Q9Y324;G3V5S9;G3V2M5;G3V1S4"
0.075521469116218,16.8085308074951,2.40337527781163,0.0454803228249742,0.355256265908066,-3.96654648379136,"Q9NUL7",9,2.22405081891246,0.0542038398170372,0.356133075294238,-0.0755214691162251,"Non-significant",0.448387690041786,"DDX28","Probable ATP-dependent RNA helicase DDX28","Q9NUL7"
0.13654708862305,18.5005221366883,2.48851848223531,0.0400168336699315,0.339917462856019,-3.84394760155402,"O60783",5,2.22239236272928,0.0543489143201466,0.356225225720451,-0.13654708862305,"Non-significant",0.448275329669835,"MRPS14","28S ribosomal protein S14, mitochondrial","O60783"
0.213135242462126,16.5840723514557,2.58535284230233,0.034612510724161,0.330051555424016,-3.70436561865379,"Q969S8;C9J8B8",3,2.22219422741648,0.0543662717770831,0.356225225720451,-0.213135242462126,"Non-significant",0.448275329669835,"HDAC10","Polyamine deacetylase HDAC10","Q969S8;C9J8B8"
-0.150806427001953,21.1902251243591,-2.00697471690336,0.0826708067073915,0.433460878337191,-4.53025564077431,"Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5",80,-2.2227873207571,0.0543143306083259,0.356225225720451,0.15080642700195,"Non-significant",0.448275329669835,"TNS1","Tensin-1","Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5"
-0.0420479774474956,21.9075829982757,-1.66843633429201,0.136978632661167,0.520228746696059,-4.99001123211294,"P22314",68,-2.21950181877102,0.0546026772129182,0.356800252822345,0.0420479774474991,"Non-significant",0.447574846562422,"UBA1","Ubiquitin-like modifier-activating enzyme 1","P22314"
-0.0661282539367569,20.016624212265,-1.92870892812965,0.0929869872325282,0.451516719528952,-4.63898016559295,"Q7Z5L9",27,-2.21997090907339,0.0545614166151136,0.356800252822345,0.0661282539367463,"Non-significant",0.447574846562422,"IRF2BP2","Interferon regulatory factor 2-binding protein 2","Q7Z5L9"
-0.0547561645507741,18.6794409751892,-2.14272310631711,0.0673772474138079,0.400642827809551,-4.33919450604666,"Q8N2G8;K7ESN3",14,-2.21998831478893,0.0545598862184346,0.356800252822345,0.0547561645507741,"Non-significant",0.447574846562422,"GHDC","GH3 domain-containing protein","Q8N2G8;K7ESN3"
-0.232067346572876,15.6799937486649,-2.04583621164603,0.0779732317463118,0.423720717761536,-4.475851860849,"O95786;A2A376",14,-2.21646641148336,0.054870408217082,0.357900189828992,0.232067346572876,"Non-significant",0.446238071261681,"DDX58","Antiviral innate immune response receptor RIG-I","O95786;A2A376"
-0.296128273010279,16.3324537277222,-2.52469471045211,0.0379031012135143,0.339879040108872,-3.79180833000037,"Q9UBN6",2,-2.21696599889849,0.0548262549758576,0.357900189828992,0.296128273010279,"Non-significant",0.446238071261681,"TNFRSF10D","Tumor necrosis factor receptor superfamily member 10D","Q9UBN6"
0.510439395904548,17.5717175006866,2.05397604964277,0.077023048266871,0.421558186445066,-4.46442464894536,"CAS1_BOVIN",6,2.21334989254173,0.0551466321714359,0.358727098705068,-0.510439395904548,"Non-significant",0.445235814922721,"CAS2_BOVIN","CAS2_BOVIN","CAS1_BOVIN"
-0.207526683807373,17.7721397876739,-2.19738284639321,0.0620436478478966,0.394678717449385,-4.2615541761494,"Q8NAN2;A0A2R8YE40;A0A2R8YFQ8;A0A2R8YDC7;A0A2R8YF99;A0A2R8YGK2;F8W7S1",5,-2.21428136937257,0.0550639308519845,0.358727098705068,0.207526683807373,"Non-significant",0.445235814922721,"MIGA1","Mitoguardin 1","Q8NAN2;A0A2R8YE40;A0A2R8YFQ8;A0A2R8YDC7;A0A2R8YF99;A0A2R8YGK2;F8W7S1"
-0.0794272422790456,20.1734063625336,-1.95035507120272,0.0900145985516128,0.447034980282755,-4.60903078936808,"Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571",29,-2.21386658668286,0.0551007423785218,0.358727098705068,0.0794272422790492,"Non-significant",0.445235814922721,"EHD1","EH domain-containing protein 1","Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571"
0.697570800781248,15.0885298252106,2.17504020894047,0.0641709523064184,0.39950807618908,-4.29333202877259,"O60635",1,2.20982222364454,0.0554609414894488,0.359586032552423,-0.69757080078125,"Non-significant",0.444197185968894,"TSPAN1","Tetraspanin-1","O60635"
0.0542383193969798,18.7563042640686,1.94714779306035,0.0904491104109336,0.447337942355174,-4.61347442494829,"P53582;H0Y955",20,2.20962665932487,0.0554784171872992,0.359586032552423,-0.0542383193969762,"Non-significant",0.444197185968894,"METAP1","Methionine aminopeptidase 1","P53582;H0Y955"
-0.0943083763122736,20.8486878871918,-1.97667639928239,0.0865246540694543,0.438468707919874,-4.5724857377516,"Q8TD30",27,-2.21036302120123,0.0554126436943931,0.359586032552423,0.0943083763122772,"Non-significant",0.444197185968894,"GPT2","Alanine aminotransferase 2","Q8TD30"
0.275768756866423,18.774605512619,2.30483520366272,0.0527591054701887,0.369211193868638,-4.10804985396249,"Q96B21",3,2.20980916558908,0.0554621081939509,0.359586032552423,-0.275768756866423,"Non-significant",0.444197185968894,"TMEM45B","Transmembrane protein 45B","Q96B21"
0.0546059608459259,20.9829847812653,1.81106418035941,0.110875771095994,0.483010543050365,-4.79990433681247,"P41250;A0A6Q8PGW4;A0A6Q8PHH9;A0A6Q8PGI6;A0A6Q8PGA8;A0A6Q8PGZ8",44,2.20724381180158,0.0556917830108712,0.360320331950838,-0.0546059608459259,"Non-significant",0.443311231063881,"GARS1","Glycine--tRNA ligase","P41250;A0A6Q8PGW4;A0A6Q8PHH9;A0A6Q8PGI6;A0A6Q8PGA8;A0A6Q8PGZ8"
-0.299398899078369,17.2615535259247,-2.49411856063678,0.0396818914126996,0.339917462856019,-3.83587765184375,"Q9H410;Q5JW57;Q5JW53;Q5JW54",2,-2.2074951822711,0.0556692368373849,0.360320331950838,0.299398899078376,"Non-significant",0.443311231063881,"DSN1","Kinetochore-associated protein DSN1 homolog","Q9H410;Q5JW57;Q5JW53;Q5JW54"
0.0947256088256765,18.4168825149536,2.00156875271546,0.0833458953587381,0.434279155194119,-4.53780286098562,"O15254;D6RJ89",20,2.20626773758366,0.0557794148504146,0.360563345007034,-0.0947256088256729,"Non-significant",0.44301842589515,"ACOX3","Peroxisomal acyl-coenzyme A oxidase 3","O15254;D6RJ89"
0.0574073791503409,19.3979172706604,1.85854787768314,0.103289203230715,0.470874861772714,-4.73535067095432,"Q9BW92",32,2.20410461455913,0.0559741012640461,0.361497312289144,-0.057407379150348,"Non-significant",0.441894927310897,"TARS2","Threonine--tRNA ligase, mitochondrial","Q9BW92"
0.362285137176476,15.6851739883423,2.75463601861812,0.0269009537936129,0.307511085280208,-3.46061873753285,"A0A0A0MTC1;A0A0A0MTR7",1,2.20009723674873,0.0563365344578046,0.362795517673755,-0.362285137176475,"Non-significant",0.440338087272306,"RNF213","E3 ubiquitin-protein ligase RNF213","A0A0A0MTC1;A0A0A0MTR7"
0.13412714004518,19.5930888652801,2.20635373125929,0.0612094602325024,0.392730624513082,-4.2487797475123,"O75607",7,2.19946142196087,0.0563942492228667,0.362795517673755,-0.134127140045177,"Non-significant",0.440338087272306,"NPM3","Nucleoplasmin-3","O75607"
0.268721818923977,16.04538667202,2.11309797355853,0.0704561588100426,0.407010377340647,-4.3811214244677,"Q5VTE6",5,2.1991006726172,0.0564270212185259,0.362795517673755,-0.268721818923973,"Non-significant",0.440338087272306,"ANGEL2","Protein angel homolog 2","Q5VTE6"
0.560822725295999,15.1618732213974,2.13055934264076,0.0686249118488341,0.403732018156417,-4.35642317051609,"Q6UXD5;H3BN26;A0A087WYL5",2,2.20115058017473,0.0562410465859871,0.362795517673755,-0.560822725295999,"Non-significant",0.440338087272306,"SEZ6L2","Seizure 6-like protein 2","Q6UXD5;H3BN26;A0A087WYL5"
0.116122245788578,18.5277419090271,2.05801774436616,0.076555497022221,0.420821476379399,-4.45874672424195,"Q86VM9;E7ERS3",13,2.2001059682617,0.0563357422753732,0.362795517673755,-0.116122245788574,"Non-significant",0.440338087272306,"ZC3H18","Zinc finger CCCH domain-containing protein 18","Q86VM9;E7ERS3"
-0.0744338035583567,22.8080966472626,-1.90654091415075,0.0961296914393536,0.458430402685288,-4.66954891459375,"P06744;A0A0J9YXP8;A0A0J9YX90;A0A2U3TZU2;A0A2R8Y6C7;A0A0J9YYH3;K7EPY4;K7ENA0;K7EQ48",37,-2.19762959695161,0.056560853000739,0.3628915252464,0.0744338035583532,"Non-significant",0.440223173936948,"GPI","Glucose-6-phosphate isomerase","P06744;A0A0J9YXP8;A0A0J9YX90;A0A2U3TZU2;A0A2R8Y6C7;A0A0J9YYH3;K7EPY4;K7ENA0;K7EQ48"
-0.12861824035642,23.5824875831604,-1.98227650279382,0.0857993481329691,0.437359827624535,-4.56469311812216,"P09651;F8VTQ5;F8W6I7;F8VZ49;H0YH80;A0A2R8Y4L2",36,-2.19727523687369,0.056593137460312,0.3628915252464,0.128618240356424,"Non-significant",0.440223173936948,"HNRNPA1","Heterogeneous nuclear ribonucleoprotein A1","P09651;F8VTQ5;F8W6I7;F8VZ49;H0YH80;A0A2R8Y4L2"
0.214270114898657,16.9898302555084,3.42191810705876,0.0102524191105833,0.222226003514243,-2.51935176712834,"Q86XE5",2,2.19797928316332,0.056529012025408,0.3628915252464,-0.21427011489865,"Non-significant",0.440223173936948,"HOGA1","4-hydroxy-2-oxoglutarate aldolase, mitochondrial","Q86XE5"
0.073016166687033,21.808856010437,1.97351597208716,0.0869366204774441,0.439628233186851,-4.57688087636443,"Q9BSE5",20,2.19637625894311,0.0566751209825699,0.363093902309151,-0.0730161666870259,"Non-significant",0.439981044438042,"AGMAT","Agmatinase, mitochondrial","Q9BSE5"
