S:\LUMOS\2024_05\240510_Zabransky\240510_I_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_1.mzML	C: ANOVA Significant	C: GOBP name	C: GOMF name	C: GOCC name	C: KEGG name	C: Cluster	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description
-0.513137	-0.460835	-0.123216	-0.815012	1.0108	0.00789651	0.356103	0.70401	0.550557	1.43932	1.02792	1.38717	-0.270586	-1.62193	-1.86511	-0.81396	+	"amine metabolic process;aspartate family amino acid metabolic process;carboxylic acid metabolic process;cellular amine metabolic process;cellular amino acid metabolic process;cellular ketone metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular protein metabolic process;macromolecule metabolic process;macromolecule modification;metabolic process;methionine metabolic process;nitrogen compound metabolic process;organic acid metabolic process;oxoacid metabolic process;primary metabolic process;protein metabolic process;protein modification process;protein repair;response to chemical stimulus;response to oxidative stress;response to stimulus;response to stress;small molecule metabolic process;sulfur amino acid metabolic process;sulfur compound metabolic process"	"catalytic activity;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors;oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor;peptide-methionine-(S)-S-oxide reductase activity"	"actin cytoskeleton;cell part;cytoplasm;cytoplasmic part;cytoskeleton;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;membrane-bounded vesicle;mitochondrion;non-membrane-bounded organelle;nuclear part;nucleoplasm;organelle;organelle part;vesicle"		Cluster -159	3.82817	0.0217333	Q9UJ68	"Q9UJ68;E5RIA9;E5RJK1;H0YAN3"	MSRA_HUMAN	MSRA	Mitochondrial peptide methionine sulfoxide reductase
-0.906225	-0.506188	-0.597924	-1.23563	1.15778	0.307035	0.363021	0.795255	0.0963063	1.41962	0.835209	1.59616	0.254045	-1.46548	-1.30642	-0.806551	+	"alcohol biosynthetic process;alcohol catabolic process;alcohol metabolic process;alditol catabolic process;alditol metabolic process;biosynthetic process;carbohydrate biosynthetic process;carbohydrate catabolic process;carbohydrate metabolic process;catabolic process;cell motility;cellular biosynthetic process;cellular carbohydrate biosynthetic process;cellular carbohydrate catabolic process;cellular carbohydrate metabolic process;cellular component movement;cellular metabolic process;cellular process;fructose biosynthetic process;fructose metabolic process;glucose metabolic process;hexitol catabolic process;hexitol metabolic process;hexose biosynthetic process;hexose metabolic process;locomotion;L-xylitol catabolic process;L-xylitol metabolic process;metabolic process;monosaccharide biosynthetic process;monosaccharide metabolic process;pentitol catabolic process;pentitol metabolic process;polyol catabolic process;polyol metabolic process;primary metabolic process;small molecule biosynthetic process;small molecule catabolic process;small molecule metabolic process;sorbitol catabolic process;sorbitol metabolic process;sperm motility"	"binding;carbohydrate binding;catalytic activity;cation binding;coenzyme binding;cofactor binding;ion binding;L-iditol 2-dehydrogenase activity;metal ion binding;NAD binding;nucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;transition metal ion binding;zinc ion binding"	"cell part;cell projection;cilium;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular space;extracellular vesicular exosome;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;membrane-bounded vesicle;mitochondrial membrane;mitochondrial part;motile cilium;organelle;organelle membrane;organelle part;vesicle"	Fructose and mannose metabolism	Cluster -159	3.04128	0.034913	Q00796	"Q00796;A0A6I8PIS1"	DHSO_HUMAN	SORD	Sorbitol dehydrogenase
-0.571146	-0.315003	-0.732887	-1.16597	0.854177	0.201127	0.60235	1.47183	0.0322635	0.905155	0.503544	1.84711	-0.00628327	-1.32292	-1.64674	-0.656614	+	"5-phosphoribose 1-diphosphate biosynthetic process;5-phosphoribose 1-diphosphate metabolic process;alcohol biosynthetic process;alcohol metabolic process;biological regulation;biosynthetic process;carbohydrate biosynthetic process;carbohydrate catabolic process;carbohydrate homeostasis;carbohydrate metabolic process;catabolic process;cell death;cellular biosynthetic process;cellular carbohydrate biosynthetic process;cellular carbohydrate catabolic process;cellular carbohydrate metabolic process;cellular glucan metabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular polysaccharide catabolic process;cellular polysaccharide metabolic process;cellular process;death;D-ribose biosynthetic process;D-ribose metabolic process;energy derivation by oxidation of organic compounds;energy reserve metabolic process;generation of precursor metabolites and energy;glucan catabolic process;glucan metabolic process;glucose homeostasis;glucose metabolic process;glycogen catabolic process;glycogen metabolic process;heterocycle metabolic process;hexose metabolic process;homeostatic process;chemical homeostasis;macromolecule catabolic process;macromolecule metabolic process;metabolic process;monosaccharide biosynthetic process;monosaccharide metabolic process;necroptosis;necrotic cell death;oxidation-reduction process;pentose biosynthetic process;pentose metabolic process;polysaccharide catabolic process;polysaccharide metabolic process;primary metabolic process;regulation of biological quality;ribose phosphate biosynthetic process;ribose phosphate metabolic process;small molecule biosynthetic process;small molecule metabolic process"	"adenyl nucleotide binding;adenyl ribonucleotide binding;AMP binding;ATP binding;bile acid binding;binding;carbohydrate binding;carboxylic acid binding;catalytic activity;cofactor binding;drug binding;glucose binding;glycogen phosphorylase activity;identical protein binding;lipid binding;monocarboxylic acid binding;monosaccharide binding;nucleobase binding;nucleotide binding;phosphorylase activity;protein binding;protein dimerization activity;protein homodimerization activity;purine base binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyridoxal phosphate binding;ribonucleotide binding;steroid binding;sugar binding;transferase activity;transferase activity, transferring glycosyl groups;transferase activity, transferring hexosyl groups;vitamin B6 binding;vitamin binding"	"cell part;cytoplasm;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular part;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;plasma membrane;vesicle"	"Insulin signaling pathway;Starch and sucrose metabolism"	Cluster -159	2.67318	0.0466415	P06737	"P11216;P06737;P11217;E9PK47"	PYGL_HUMAN	PYGL	Glycogen phosphorylase, liver form
-0.418873	-0.369623	-0.0307681	-1.55631	1.19152	0.583232	0.631643	1.01414	0.416044	1.04333	0.665908	1.35999	-0.702636	-1.55332	-1.01417	-1.2601	+	"lipid metabolic process;metabolic process;primary metabolic process"	"catalytic activity;electron carrier activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;retinol dehydrogenase activity"	"cell part;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part"	Retinol metabolism	Cluster -159	4.23863	0.022	O75452	O75452	RDH16_HUMAN	RDH16	Retinol dehydrogenase 16
-0.501628	-0.311895	-0.910968	-1.82578	1.26633	0.919611	1.38258	0.2265	0.568419	1.17555	0.0095368	0.886595	-0.116066	-0.743795	-1.70801	-0.316979	+	"establishment of localization;establishment of localization in cell;intracellular transport;mitochondrial transport;transport"		"cell part;cytoplasmic part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;mitochondrial inner membrane;mitochondrial membrane;mitochondrial part;mitochondrion;organelle;organelle inner membrane;organelle membrane;organelle part"		Cluster -159	2.77711	0.0437015	Q5SVS4	Q5SVS4	KMCP1_HUMAN	SLC25A30	Kidney mitochondrial carrier protein 1
-0.535496	-0.765058	-0.415817	-1.61666	1.098	1.1861	1.29667	0.250303	-0.226369	0.677164	0.951147	1.26335	-0.0860429	-1.51466	-1.25669	-0.305934	+	"amine metabolic process;anatomical structure development;benzene-containing compound metabolic process;carboxylic acid metabolic process;catabolic process;cell development;cellular amine metabolic process;cellular amino acid metabolic process;cellular aromatic compound metabolic process;cellular catabolic process;cellular detoxification of nitrogen compound;cellular developmental process;cellular ketone metabolic process;cellular metabolic process;cellular modified amino acid metabolic process;cellular nitrogen compound metabolic process;cellular process;cellular response to chemical stimulus;cellular response to stimulus;cellular response to stress;detoxification of nitrogen compound;developmental process;endothelial cell development;epithelial cell development;establishment of blood-nerve barrier;glutathione metabolic process;metabolic process;nitrobenzene metabolic process;nitrogen compound metabolic process;organic acid metabolic process;oxoacid metabolic process;peptide metabolic process;primary metabolic process;response to endogenous stimulus;response to estrogen stimulus;response to hormone stimulus;response to chemical stimulus;response to nitrosative stress;response to organic substance;response to steroid hormone stimulus;response to stimulus;response to stress;response to toxin;small molecule metabolic process;sulfur compound metabolic process;xenobiotic catabolic process;xenobiotic metabolic process"	"amine binding;amino acid binding;binding;carboxylic acid binding;catalytic activity;enzyme binding;glutathione binding;glutathione transferase activity;identical protein binding;modified amino acid binding;peptide binding;protein binding;protein dimerization activity;protein homodimerization activity;transferase activity;transferase activity, transferring alkyl or aryl (other than methyl) groups"	"cell part;cell projection part;cytoplasm;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;flagellar fibrous sheath;flagellum part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;membrane-bounded vesicle;microtubule-based flagellum part;nucleus;organelle;organelle part;vesicle"	"Drug metabolism - cytochrome P450;Glutathione metabolism;Metabolism of xenobiotics by cytochrome P450"	Cluster -159	2.86411	0.0379683	P21266	"P21266;A0A0A0MTN3"	GSTM3_HUMAN	GSTM3	Glutathione S-transferase Mu 3
-0.497162	-1.2201	-0.739853	-0.676206	1.29337	1.29873	0.747889	0.816344	0.469608	1.19094	0.153779	0.82083	-0.144776	-1.73332	-1.4935	-0.286568	+	"arachidonic acid metabolic process;biological regulation;carboxylic acid metabolic process;catabolic process;cellular catabolic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;drug catabolic process;drug metabolic process;epoxygenase P450 pathway;exogenous drug catabolic process;fatty acid metabolic process;icosanoid metabolic process;linoleic acid metabolic process;lipid metabolic process;long-chain fatty acid metabolic process;metabolic process;monocarboxylic acid metabolic process;organic acid metabolic process;oxidation-reduction process;oxoacid metabolic process;primary metabolic process;regulation of biological process;regulation of heart contraction;regulation of multicellular organismal process;regulation of system process;small molecule metabolic process;unsaturated fatty acid metabolic process;very long-chain fatty acid metabolic process;xenobiotic metabolic process"	"arachidonic acid 11,12-epoxygenase activity;arachidonic acid 14,15-epoxygenase activity;arachidonic acid epoxygenase activity;arachidonic acid monooxygenase activity;aromatase activity;binding;catalytic activity;cation binding;heme binding;ion binding;iron ion binding;linoleic acid epoxygenase activity;metal ion binding;monooxygenase activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;oxygen binding;steroid hydroxylase activity;tetrapyrrole binding;transition metal ion binding"	"cell part;cytoplasm;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane part;membrane-bounded organelle;membrane-bounded vesicle;organelle;organelle membrane;organelle part;vesicle"	"Arachidonic acid metabolism;Linoleic acid metabolism"	Cluster -159	3.64643	0.0208889	P51589	"P51589;A0A3B3IT99"	CP2J2_HUMAN	CYP2J2	Cytochrome P450 2J2
-0.505276	-0.376159	-0.505427	-1.26573	1.33266	1.07024	0.712015	1.1541	-0.144542	0.718587	0.232624	1.33653	-0.0948214	-1.39093	-1.87135	-0.402525	+	"alcohol catabolic process;alcohol metabolic process;biological regulation;carbohydrate catabolic process;carbohydrate metabolic process;carbohydrate phosphorylation;catabolic process;cellular carbohydrate catabolic process;cellular carbohydrate metabolic process;cellular component assembly;cellular component organization;cellular component organization or biogenesis;cellular metabolic process;cellular process;fructose 1,6-bisphosphate metabolic process;fructose 6-phosphate metabolic process;fructose metabolic process;generation of precursor metabolites and energy;glucose catabolic process;glucose metabolic process;glycolysis;hexose catabolic process;hexose metabolic process;macromolecular complex assembly;macromolecular complex subunit organization;metabolic process;monosaccharide catabolic process;monosaccharide metabolic process;negative regulation of biological process;negative regulation of cellular process;negative regulation of hormone secretion;negative regulation of insulin secretion;negative regulation of peptide hormone secretion;negative regulation of peptide secretion;negative regulation of secretion;negative regulation of transport;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;primary metabolic process;protein complex assembly;protein complex subunit organization;protein homooligomerization;protein homotetramerization;protein oligomerization;protein tetramerization;regulation of biological process;regulation of cell communication;regulation of cellular localization;regulation of cellular process;regulation of hormone secretion;regulation of insulin secretion;regulation of localization;regulation of peptide hormone secretion;regulation of peptide secretion;regulation of peptide transport;regulation of secretion;regulation of signaling;regulation of transport;response to carbohydrate stimulus;response to glucose stimulus;response to hexose stimulus;response to chemical stimulus;response to monosaccharide stimulus;response to organic substance;response to stimulus;small molecule catabolic process;small molecule metabolic process"	"6-phosphofructokinase activity;adenyl nucleotide binding;adenyl ribonucleotide binding;ATP binding;binding;carbohydrate binding;carbohydrate kinase activity;catalytic activity;cation binding;enzyme binding;fructose binding;fructose-6-phosphate binding;identical protein binding;ion binding;kinase activity;kinase binding;metal ion binding;monosaccharide binding;nucleotide binding;phosphofructokinase activity;phosphotransferase activity, alcohol group as acceptor;protein binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;ribonucleotide binding;sugar binding;transferase activity;transferase activity, transferring phosphorus-containing groups"	"6-phosphofructokinase complex;cell part;cytoplasmic part;cytosol;cytosolic part;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;intracellular part;macromolecular complex;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;protein complex;vesicle"	"Fructose and mannose metabolism;Galactose metabolism;Glycolysis / Gluconeogenesis;Methane metabolism;Pentose phosphate pathway"	Cluster -159	3.03162	0.0352258	P17858	"P08237;P17858;A0A2R8Y891"	PFKAL_HUMAN	PFKL	ATP-dependent 6-phosphofructokinase, liver type
-0.406289	-1.05271	-0.5501	-0.65048	1.52621	1.63777	0.580264	0.770251	-0.447449	0.734875	0.165262	1.40654	-0.178207	-1.41398	-1.18554	-0.936422	+	"bile acid biosynthetic process;bile acid metabolic process;biosynthetic process;carboxylic acid biosynthetic process;carboxylic acid metabolic process;cellular biosynthetic process;cellular ketone metabolic process;cellular metabolic process;cellular process;lipid biosynthetic process;lipid metabolic process;metabolic process;monocarboxylic acid metabolic process;organic acid biosynthetic process;organic acid metabolic process;oxoacid metabolic process;primary metabolic process;small molecule biosynthetic process;small molecule metabolic process;steroid biosynthetic process;steroid metabolic process"	"3-beta-hydroxy-delta5-steroid dehydrogenase activity;catalytic activity;cholest-5-ene-3-beta,7-alpha-diol 3-beta-dehydrogenase activity;oxidoreductase activity;oxidoreductase activity, acting on CH-OH group of donors;oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor;steroid dehydrogenase activity;steroid dehydrogenase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor"	"cell part;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;integral to membrane;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;organelle membrane;organelle part"	Primary bile acid biosynthesis	Cluster -159	3.14808	0.0324557	Q9H2F3	Q9H2F3	3BHS7_HUMAN	HSD3B7	3 beta-hydroxysteroid dehydrogenase type 7
-0.246486	-0.927258	-1.45289	-0.589753	1.42331	1.18956	0.671561	0.271601	0.117291	0.836247	0.862036	1.56082	-0.498211	-1.27706	-0.955567	-0.985192	+	"alcohol biosynthetic process;alcohol metabolic process;aldehyde biosynthetic process;aldehyde catabolic process;anatomical structure formation involved in morphogenesis;angiogenesis;behavior;biological regulation;biosynthetic process;carbohydrate biosynthetic process;carbohydrate metabolic process;catabolic process;cellular aldehyde metabolic process;cellular biosynthetic process;cellular carbohydrate biosynthetic process;cellular carbohydrate metabolic process;cellular catabolic process;cellular macromolecule metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;cognition;developmental process;gene expression;gluconeogenesis;glucose 6-phosphate metabolic process;glucose metabolic process;hemostasis;hexose biosynthetic process;hexose metabolic process;humoral immune response;immune response;immune system process;learning or memory;macromolecule metabolic process;metabolic process;methylglyoxal biosynthetic process;methylglyoxal metabolic process;monosaccharide biosynthetic process;monosaccharide metabolic process;multicellular organismal process;negative regulation of apoptosis;negative regulation of biological process;negative regulation of caspase activity;negative regulation of catalytic activity;negative regulation of cell death;negative regulation of cellular process;negative regulation of hydrolase activity;negative regulation of molecular function;negative regulation of neuron apoptosis;negative regulation of peptidase activity;negative regulation of programmed cell death;neurological system process;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;regulation of apoptosis;regulation of biological process;regulation of biological quality;regulation of body fluid levels;regulation of catalytic activity;regulation of cell death;regulation of cellular process;regulation of cysteine-type endopeptidase activity;regulation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of endopeptidase activity;regulation of hydrolase activity;regulation of metabolic process;regulation of molecular function;regulation of neuron apoptosis;regulation of peptidase activity;regulation of programmed cell death;response to stimulus;RNA biosynthetic process;RNA metabolic process;small molecule biosynthetic process;small molecule metabolic process;system process;transcription initiation from RNA polymerase II promoter;transcription initiation, DNA-dependent"	"binding;carbohydrate binding;catalytic activity;glucose-6-phosphate isomerase activity;intramolecular oxidoreductase activity;intramolecular oxidoreductase activity, interconverting aldoses and ketoses;intramolecular transferase activity;isomerase activity;monosaccharide binding;sugar binding"	"cell part;cell projection;cytoplasm;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular space;extracellular vesicular exosome;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;membrane-bounded vesicle;neuron projection;nuclear part;nucleoplasm;organelle;organelle part;plasma membrane;vesicle"	"Amino sugar and nucleotide sugar metabolism;Glycolysis / Gluconeogenesis;Pentose phosphate pathway;Starch and sucrose metabolism"	Cluster -159	3.81036	0.0215484	P06744	"P06744;A0A0J9YXP8;A0A0J9YX90;A0A2U3TZU2;A0A2R8Y6C7;A0A0J9YYH3;K7EPY4;K7ENA0;K7EQ48"	G6PI_HUMAN	GPI	Glucose-6-phosphate isomerase
-0.282953	-0.747354	-1.09892	-0.508641	1.7583	1.2006	1.18804	0.207798	-0.599413	0.579182	0.526863	1.50668	-0.649729	-1.25353	-0.949878	-0.87704	+	"biological regulation;calcium ion homeostasis;calcium ion transport;calcium ion transport into cytosol;cation homeostasis;cation transport;cellular calcium ion homeostasis;cellular cation homeostasis;cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular divalent inorganic cation homeostasis;cellular homeostasis;cellular chemical homeostasis;cellular ion homeostasis;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular macromolecule metabolic process;cellular metabolic process;cellular metal ion homeostasis;cellular nitrogen compound metabolic process;cellular process;cytosolic calcium ion homeostasis;cytosolic calcium ion transport;divalent inorganic cation homeostasis;divalent inorganic cation transport;divalent metal ion transport;elevation of cytosolic calcium ion concentration;establishment of localization;establishment of localization in cell;homeostatic process;chemical homeostasis;intracellular transport;ion homeostasis;ion transport;macromolecular complex assembly;macromolecular complex subunit organization;macromolecule metabolic process;metabolic process;metal ion homeostasis;metal ion transport;mRNA splice site selection;negative regulation of apoptosis;negative regulation of biological process;negative regulation of cell death;negative regulation of cellular component organization;negative regulation of cellular process;negative regulation of mitochondrion organization;negative regulation of organelle organization;negative regulation of programmed cell death;negative regulation of release of cytochrome c from mitochondria;negative regulation of sequestering of calcium ion;nitrogen compound metabolic process;nucleic acid metabolic process;nucleobase-containing compound metabolic process;primary metabolic process;protein complex assembly;protein complex subunit organization;protein oligomerization;regulation of apoptosis;regulation of biological process;regulation of biological quality;regulation of cell death;regulation of cellular component organization;regulation of cellular process;regulation of homeostatic process;regulation of ion homeostasis;regulation of localization;regulation of mitochondrion organization;regulation of organelle organization;regulation of programmed cell death;regulation of release of cytochrome c from mitochondria;regulation of sequestering of calcium ion;release of sequestered calcium ion into cytosol;release of sequestered calcium ion into cytosol by sarcoplasmic reticulum;response to hypoxia;response to chemical stimulus;response to injury involved in regulation of muscle adaptation;response to oxygen levels;response to stimulus;response to stimulus involved in regulation of muscle adaptation;response to stress;response to wounding;ribonucleoprotein complex assembly;ribonucleoprotein complex subunit organization;RNA metabolic process;RNA processing;RNA splicing;sarcoplasmic reticulum calcium ion transport;transport"	"binding;calcium ion binding;caspase inhibitor activity;caspase regulator activity;cation binding;cysteine-type endopeptidase inhibitor activity;endopeptidase inhibitor activity;endopeptidase regulator activity;enzyme inhibitor activity;enzyme regulator activity;identical protein binding;ion binding;metal ion binding;nucleic acid binding;peptidase inhibitor activity;peptidase regulator activity;protein binding;RNA binding"	"cell part;cytoplasm;cytoplasmic part;cytosol;endoplasmic reticulum;intracellular membrane-bounded organelle;intracellular non-membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane-bounded organelle;mitochondrion;non-membrane-bounded organelle;nuclear part;nucleolus;organelle;organelle part;sarcoplasmic reticulum"		Cluster -159	3.01593	0.0348454	O60936	"O60936;H3BUN4;H3BM67;H3BUP2"	NOL3_HUMAN	NOL3	Nucleolar protein 3
0.629535	-0.855873	-0.0013687	-0.533672	0.590507	1.2438	1.51819	1.12541	0.0937629	0.0851983	0.416451	0.832862	-0.896527	-1.22545	-1.93674	-1.08609	+	"biological regulation;cell redox homeostasis;cellular homeostasis;cellular process;homeostatic process;regulation of biological process;regulation of biological quality;regulation of cellular process;response to chemical stimulus;response to inorganic substance;response to oxidative stress;response to oxygen radical;response to reactive oxygen species;response to stimulus;response to stress"	"antioxidant activity;binding;catalytic activity;coenzyme binding;cofactor binding;flavin adenine dinucleotide binding;oxidoreductase activity;oxidoreductase activity, acting on a sulfur group of donors;oxidoreductase activity, acting on a sulfur group of donors, NAD or NADP as acceptor;oxidoreductase activity, acting on NADH or NADPH;thioredoxin-disulfide reductase activity"	"cell part;cytoplasmic part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle lumen;intracellular organelle part;intracellular part;membrane-bounded organelle;membrane-enclosed lumen;mitochondrial matrix;mitochondrial part;mitochondrion;organelle;organelle lumen;organelle part"	"Pyrimidine metabolism;Selenocompound metabolism"	Cluster -159	4.02339	0.0224	Q9NNW7	"Q9NNW7;D3YTF8;E7EWK1;A0A096LPD9;A0A182DWF3;A0A182DWF2"	TRXR2_HUMAN	TXNRD2	Thioredoxin reductase 2, mitochondrial
