"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.121323573269663,25.3200389493252,-2.96433546599479,0.0184949745752096,0.165593893981944,-3.43431067483429,"SODC_HUMAN",13,-3.197323199716,0.0100294088898183,0.105106089999976,0.121323573269663,"Non-significant",0.978372119587748,"SOD1","Superoxide dismutase [Cu-Zn]","SODC_HUMAN"
-0.120604310360108,22.7626185903236,-2.90719283158375,0.020163437035622,0.173891939553124,-3.52143229113587,"Q04760",15,-3.19548619837463,0.0100600635442216,0.105242384059989,0.120604310360115,"Non-significant",0.977809322384412,"GLO1","Lactoylglutathione lyase","Q04760"
0.336035064350892,15.0392208807396,3.65150848562192,0.0067407295107811,0.100409961996467,-2.4061579614325,"Q12888",2,3.19339148669003,0.0100951363880341,0.105424340248419,-0.336035064350892,"Non-significant",0.977059108144427,"TP53BP1","TP53-binding protein 1","Q12888"
0.292536592257228,17.7933654326547,2.94320890554635,0.0190944082811948,0.169182699228477,-3.46650454938282,"Q16658",8,3.18851273012903,0.0101773125782569,0.106096704377877,-0.292536592257232,"Non-significant",0.97429810613383,"FSCN1","Fascin","Q16658"
0.146142734215147,17.6337104979151,3.28027108850146,0.0115445623161048,0.131089801251946,-2.95619928741346,"O15455",7,3.17520398779773,0.0104049978967518,0.107717018156824,-0.146142734215143,"Non-significant",0.967715677317352,"TLR3","Toll-like receptor 3","O15455"
0.125980716613565,20.1972248971228,2.93919092168389,0.0192106866645096,0.169457580740341,-3.47262965607145,"O43399",13,3.17757511860115,0.0103640524341767,0.107717018156824,-0.125980716613565,"Non-significant",0.967715677317352,"TPD52L2","Tumor protein D54","O43399"
-0.22041977019239,20.0127343866844,-3.43835204905942,0.00916026935157486,0.117669792023975,-2.72014133376821,"P10643",4,-3.1765586348716,0.010381585079073,0.107717018156824,0.22041977019239,"Non-significant",0.967715677317352,"C7","Complement component C7","P10643"
-0.110603988076292,19.5025307360758,-2.81666764251936,0.023134265756679,0.187942270718088,-3.65968808819338,"Q9HBK9",19,-3.17557148775947,0.0103986409102752,0.107717018156824,0.110603988076296,"Non-significant",0.967715677317352,"AS3MT","Arsenite methyltransferase","Q9HBK9"
-0.141307222122659,18.9010457137618,-2.85381759442135,0.0218635988701424,0.183365175896849,-3.60292169172835,"Q7L5Y1",17,-3.17400472249254,0.0104257705093596,0.107745007880955,0.141307222122659,"Non-significant",0.967602842744765,"ENOSF1","Mitochondrial enolase superfamily member 1","Q7L5Y1"
-0.0996373541307882,23.1031820827589,-2.86539385469135,0.0214826175787742,0.18118931912621,-3.58524018048443,"P30040",16,-3.17092900646359,0.010479240484143,0.108110226655613,0.0996373541307811,"Non-significant",0.966133222142628,"ERP29","Endoplasmic reticulum resident protein 29","P30040"
0.12114966828312,21.8658457753314,3.90981569884583,0.00468801702231009,0.0836965434252547,-2.03330091879918,"P62873",6,3.1600357449043,0.0106708931512493,0.109780429527591,-0.12114966828312,"Non-significant",0.959475074327788,"GNB1","Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1","P62873"
-0.344199145881451,20.3689956422798,-2.9767070926735,0.0181530938750948,0.165389530977863,-3.41546782502676,"P82980",5,-3.15963817781364,0.0106779555804131,0.109780429527591,0.344199145881451,"Non-significant",0.959475074327788,"RBP5","Retinol-binding protein 5","P82980"
0.0677994055740427,20.4516392060687,2.45442838853822,0.0403322126534995,0.25316523097635,-4.21299904784773,"O75643",63,3.15731114002101,0.0107193898076095,0.109845083117788,-0.0677994055740427,"Non-significant",0.959219378184561,"SNRNP200","U5 small nuclear ribonucleoprotein 200 kDa helicase","O75643"
0.224258550463713,19.4685422942114,6.8633345024293,0.000143904998133132,0.0194003818130365,1.52309724402188,"P47224",2,3.15721605112025,0.010721086428736,0.109845083117788,-0.22425855046372,"Non-significant",0.959219378184561,"RABIF","Guanine nucleotide exchange factor MSS4","P47224"
-0.105207544283196,19.0964338143263,-3.28701622798927,0.0114304299699955,0.131089801251946,-2.94607720401315,"Q8IY21",9,-3.15443577525395,0.0107708155973873,0.109976666793186,0.1052075442832,"Non-significant",0.958699447186085,"DDX60","Probable ATP-dependent RNA helicase DDX60","Q8IY21"
-0.105094505194792,21.510589728546,-2.7939311588886,0.023949463600926,0.191803555366629,-3.69444496364962,"Q9Y619",19,-3.1549256224046,0.010762036818204,0.109976666793186,0.105094505194792,"Non-significant",0.958699447186085,"SLC25A15","Mitochondrial ornithine transporter 1","Q9Y619"
-0.0880991256102632,23.6871374228638,-2.6138312003534,0.0315512888343174,0.223710267917996,-3.96985389036396,"Q08257",39,-3.15286413965317,0.0107990313163512,0.110076279896414,0.0880991256102703,"Non-significant",0.958306256141264,"CRYZ","Quinone oxidoreductase","Q08257"
-0.0919946524749022,21.4027818968738,-2.92154998484491,0.0197300046917181,0.171251845672075,-3.49953002491664,"Q9BQE5",14,-3.14732475934403,0.0108990872637959,0.110906582515384,0.0919946524748951,"Non-significant",0.955042676887174,"APOL2","Apolipoprotein L2","Q9BQE5"
0.133861623544767,17.8696522226249,3.01643794721633,0.0170991021039503,0.162476411285605,-3.35500783230583,"P35611",10,3.14474818414761,0.0109459510659229,0.111193707335772,-0.133861623544771,"Non-significant",0.953919789612581,"ADD1","Alpha-adducin","P35611"
0.206565146431444,20.7305820201399,3.48831115867902,0.00852019146004397,0.113406030527326,-2.64608054820636,"Q9H299",4,3.14141297977502,0.0110069206243064,0.111622904222346,-0.206565146431448,"Non-significant",0.952246682129961,"SH3BGRL3","SH3 domain-binding glutamic acid-rich-like protein 3","Q9H299"
-0.0926360717203849,21.4405344321139,-2.87072670874948,0.0213094358827684,0.179983238199643,-3.57709614930652,"O43708",15,-3.13900310820116,0.0110511914874406,0.111691957355268,0.0926360717203814,"Non-significant",0.95197809816443,"GSTZ1","Maleylacetoacetate isomerase","O43708"
0.213696538874096,17.0724988580246,3.00048298772337,0.0175144616579851,0.164297080682496,-3.37927705843008,"Q08AF3",7,3.13956571247826,0.0110408397576659,0.111691957355268,-0.213696538874096,"Non-significant",0.95197809816443,"SLFN5","Schlafen family member 5","Q08AF3"
-0.25620472731487,20.2021153379869,-4.61023475482667,0.00183943471233124,0.0537673979883882,-1.07054282521492,"P40394",2,-3.13213606238964,0.0111783489395199,0.112752312881228,0.256204727314874,"Non-significant",0.947874540702756,"ADH7","All-trans-retinol dehydrogenase [NAD(+)] ADH7","P40394"
0.234668238731395,17.891646031738,2.96124993818501,0.0185812832111696,0.166117229067772,-3.43901129488429,"Q6NYC8",7,3.13130045679244,0.0111939240693756,0.112752312881228,-0.234668238731395,"Non-significant",0.947874540702756,"PPP1R18","Phostensin","Q6NYC8"
-0.734383741503844,15.1629606303895,-3.04341883481844,0.0164199805353049,0.158948610279258,-3.31399973098678,"A0A0C4DFU4",1,-3.13011442042735,0.0112160692519805,0.112784858262327,0.734383741503841,"Non-significant",0.94774920189985,"LY9","T-lymphocyte surface antigen Ly-9","A0A0C4DFU4"
0.111912921725647,19.9485043423887,2.67110779679812,0.0288961028427901,0.212462960852721,-3.88228563746106,"O15031",41,3.12569049987564,0.0112990683228771,0.113292391195545,-0.111912921725647,"Non-significant",0.94579925670987,"PLXNB2","Plexin-B2","O15031"
0.164992629118284,18.7359657134192,2.85958991233618,0.0216727595119921,0.182277383596627,-3.5941046019555,"O94822",13,3.1254000211143,0.0113045401243249,0.113292391195545,-0.164992629118288,"Non-significant",0.94579925670987,"LTN1","E3 ubiquitin-protein ligase listerin","O94822"
-0.125117140650399,22.2103820476577,-2.74237434347943,0.0259099362034715,0.201698367599609,-3.7732862600468,"Q9BV57",24,-3.12164805517314,0.011375461486489,0.113811873899218,0.125117140650392,"Non-significant",0.943812425991044,"ADI1","1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase","Q9BV57"
0.190932675890259,17.9842017866175,3.27459207835263,0.0116415888166728,0.131474988851932,-2.96472471582602,"Q9Y6X5",5,3.11926145596324,0.0114208114876889,0.114074202514387,-0.190932675890263,"Non-significant",0.942812558670241,"ENPP4","Bis(5'-adenosyl)-triphosphatase ENPP4","Q9Y6X5"
0.154117569065839,18.3707915640773,3.05550860154578,0.0161248930023864,0.157624634674066,-3.29563858998661,"Q5JTH9",8,3.11760771741841,0.011452344483367,0.114197876512237,-0.154117569065836,"Non-significant",0.942341971638263,"RRP12","RRP12-like protein","Q5JTH9"
-0.103003980450094,21.2557599397281,-3.12404538979996,0.0145538949907399,0.148647299123086,-3.19172834851924,"Q99611",10,-3.11502704227438,0.0115017305856889,0.114498863910622,0.103003980450094,"Non-significant",0.941198822492613,"SEPHS2","Selenide, water dikinase 2","Q99611"
-0.159835182213513,22.7171730082986,-2.77840773866279,0.0245230720010829,0.194974771123277,-3.71818030817417,"Q9H2M3",20,-3.11013751018903,0.0115959009740436,0.11524392918037,0.159835182213509,"Non-significant",0.938381943100207,"BHMT2","S-methylmethionine--homocysteine S-methyltransferase BHMT2","Q9H2M3"
0.118550526048132,23.0812036264007,3.25224243044065,0.0120318815154042,0.133812532104242,-2.99830465802003,"P06753",8,3.1090519931699,0.0116169146425634,0.11526066890783,-0.118550526048129,"Non-significant",0.93831886434744,"TPM3","Tropomyosin alpha-3 chain","P06753"
0.526931412834411,16.3668587914258,3.03119675549457,0.0167240502518872,0.161019247675823,-3.3325707565527,"Q9C0H2",2,3.10569301912212,0.0116821860983951,0.115715740373306,-0.526931412834411,"Non-significant",0.936607561598691,"TTYH3","Protein tweety homolog 3","Q9C0H2"
-0.107022741556211,25.5116275616416,-2.64469463487873,0.0300908361309062,0.217229607564883,-3.92267465290614,"P08319",39,-3.10340364548433,0.0117268885202805,0.115904809756344,0.107022741556204,"Non-significant",0.935898541540305,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","P08319"
-0.0827652436282875,23.5158267986495,-2.54062057021203,0.0353127386849297,0.23767756373688,-4.08166302200939,"P50395",45,-3.10272627777209,0.0117401484307952,0.115904809756344,0.0827652436282875,"Non-significant",0.935898541540305,"GDI2","Rab GDP dissociation inhibitor beta","P50395"
0.52605910394125,15.6382678636027,3.01868074037077,0.0170415458511841,0.162330252253372,-3.35159742814592,"A0A2R8Y566",2,3.09398026475572,0.0119127443462179,0.117414371134706,-0.526059103941247,"Non-significant",0.930278743612012,"RELCH","RAB11-binding protein RELCH","A0A2R8Y566"
-0.155923190537116,19.0392231929396,-3.01380063687877,0.0171670429348096,0.162745750429681,-3.35901850171631,"Q9Y2H5",8,-3.08670093413698,0.0120583784612731,0.118653648126355,0.155923190537116,"Non-significant",0.925718904418502,"PLEKHA6","Pleckstrin homology domain-containing family A member 6","Q9Y2H5"
0.0985763214891264,18.0764461679312,2.89168437151063,0.020642775159483,0.176202105570328,-3.5450996230257,"P11388",13,3.08341646694265,0.0121246852839267,0.119109552467965,-0.0985763214891264,"Non-significant",0.924053407133804,"TOP2B","DNA topoisomerase 2-beta","P11388"
-0.216827832796579,18.1122122682737,-3.31389186635623,0.0109873862103617,0.128214841433243,-2.90578835426281,"O43903",4,-3.08044099596067,0.0121850765454536,0.119505939869309,0.216827832796582,"Non-significant",0.92261050820242,"GAS2","Growth arrest-specific protein 2","O43903"
-0.149577118995786,17.9206631395427,-3.12674186273572,0.0144954726730805,0.148647299123086,-3.18764676699234,"Q9UKS6",7,-3.07530674122665,0.0122900087950753,0.120139872860712,0.149577118995779,"Non-significant",0.920312831985139,"PACSIN3","Protein kinase C and casein kinase substrate in neurons protein 3","Q9UKS6"
-0.164825125336652,17.3620371389737,-3.97025099303257,0.00431213162205158,0.0802395961897022,-1.94737433167439,"Q9Y530",4,-3.07581587642855,0.0122795620438648,0.120139872860712,0.164825125336655,"Non-significant",0.920312831985139,"OARD1","ADP-ribose glycohydrolase OARD1","Q9Y530"
-0.190143456756783,21.8204725731345,-2.78158206940237,0.0244046320087825,0.194551899289265,-3.71332646847258,"Q14032",15,-3.07303839032666,0.0123366629445618,0.120398561601345,0.190143456756783,"Non-significant",0.919378701552696,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","Q14032"
-0.131729248333173,23.5999406201727,-2.80799039767022,0.0234419375070389,0.18915327923474,-3.67295170603858,"O14773",14,-3.0716264655653,0.012365794146332,0.120484208006896,0.131729248333166,"Non-significant",0.919069872797917,"TPP1","Tripeptidyl-peptidase 1","O14773"
0.0732077262731892,20.5384614130424,2.7774967285647,0.0245571730575558,0.194985916034894,-3.71957334985262,"O75821",16,3.07065641372655,0.0123858493221914,0.120484208006896,-0.0732077262731892,"Non-significant",0.919069872797917,"EIF3G","Eukaryotic translation initiation factor 3 subunit G","O75821"
-0.0994848474677603,20.4323835568085,-2.58726899657686,0.03286625820334,0.228950347741258,-4.01044019904733,"O14841",45,-3.0681246968143,0.0124383479103002,0.120797831578372,0.0994848474677674,"Non-significant",0.91794086159237,"OPLAH","5-oxoprolinase","O14841"
0.1975599594867,17.0745505222341,4.2398121993018,0.00298975236754066,0.0659081715120982,-1.57053361666291,"O00221",3,3.06551798748866,0.0124926396374408,0.120931185321525,-0.197559959486696,"Non-significant",0.917461690316943,"NFKBIE","NF-kappa-B inhibitor epsilon","O00221"
-0.341202864943646,20.4083502306771,-3.07906537561441,0.0155657662607743,0.155215157546818,-3.25988837909308,"O15245",3,-3.06585187764175,0.0124856719527106,0.120931185321525,0.34120286494365,"Non-significant",0.917461690316943,"SLC22A1","Solute carrier family 22 member 1","O15245"
0.254993181497028,18.6351088468687,2.98216068798819,0.0180044889700299,0.16510716638211,-3.40716401139923,"O95379",5,3.06257289623251,0.0125542710296784,0.121330823581803,-0.254993181497028,"Non-significant",0.916028854442973,"TNFAIP8","Tumor necrosis factor alpha-induced protein 8","O95379"
0.106234180110995,17.8100100475274,2.76525414150273,0.0250202236180529,0.197610057529072,-3.73829468020439,"Q13464",16,3.0608425940495,0.0125906258007384,0.121485277750491,-0.106234180110992,"Non-significant",0.91547634905435,"ROCK1","Rho-associated protein kinase 1","Q13464"
0.10621185995015,20.2743470029291,2.69000083729363,0.028071508156033,0.208976782939357,-3.85339119349893,"Q86SQ0",21,3.05924347080944,0.0126243202201175,0.121613604963749,-0.106211859950154,"Non-significant",0.915017837644092,"PHLDB2","Pleckstrin homology-like domain family B member 2","Q86SQ0"
-0.0971722310452066,18.4866113970836,-3.08789852066899,0.0153613820489042,0.153433703781601,-3.24649229248884,"Q6P1N9",10,-3.0507352950773,0.0128051500838398,0.12315662895151,0.0971722310452101,"Non-significant",0.909542207133193,"TATDN1","Putative deoxyribonuclease TATDN1","Q6P1N9"
0.340070256046804,16.0338540418664,3.06122104169166,0.0159874010452663,0.157055803019642,-3.28696604801009,"Q8TDZ2",3,3.04954139670035,0.0128307359842883,0.123203991424012,-0.340070256046799,"Non-significant",0.909375222160687,"MICAL1","[F-actin]-monooxygenase MICAL1","Q8TDZ2"
-0.0964471630300459,21.6541170670909,-2.66131431432009,0.0293332997250511,0.213310324707902,-3.89726215231051,"O94760",21,-3.04182938235074,0.012997273409639,0.124602478041282,0.0964471630300423,"Non-significant",0.904473320526342,"DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1","O94760"
0.312534639385177,16.414136731919,3.52677319238309,0.00805988355711412,0.110193418395246,-2.58925364497579,"Q9H4G4",2,3.03969214865318,0.0130438160478519,0.124847953600868,-0.312534639385181,"Non-significant",0.903618571831934,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","Q9H4G4"
-0.174537277121246,21.834166746603,-2.82741066454776,0.0227591334978798,0.187448498684886,-3.6432690005722,"Q13825",10,-3.03302139053504,0.0131901844545729,0.126046586382401,0.174537277121242,"Non-significant",0.89946891147394,"AUH","Methylglutaconyl-CoA hydratase, mitochondrial","Q13825"
-0.0632715562809523,24.7731305652555,-2.3387014551919,0.048227960929948,0.275248591749927,-4.38853536223736,"P80404",59,-3.0302133936626,0.0132522980831766,0.126437525551971,0.0632715562809487,"Non-significant",0.898124012117812,"ABAT","4-aminobutyrate aminotransferase, mitochondrial","P80404"
0.0997537101478656,20.1186893021658,2.66340266446084,0.0292395058564032,0.213310324707902,-3.89406867187731,"Q9NVA2",20,3.02382970919455,0.0133946216312147,0.127591260043024,-0.0997537101478585,"Non-significant",0.894179073617099,"SEPTIN11","Septin-11","Q9NVA2"
-0.122591495536437,21.8790774750084,-3.57517845844865,0.00751789429811657,0.105729254008654,-2.5179791546859,"O43678",6,-3.02218105484381,0.0134316313405428,0.127739741122259,0.12259149553643,"Non-significant",0.893673968319635,"NDUFA2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2","O43678"
0.169049157956529,18.5016784468427,2.97518527669009,0.0181947899247825,0.165389530977863,-3.41778525370192,"Q9NV70",7,3.02103811810952,0.0134573497899169,0.127780536301393,-0.169049157956533,"Non-significant",0.893535293444083,"EXOC1","Exocyst complex component 1","Q9NV70"
0.195153728374677,18.5866130862322,2.90502504067164,0.0202297372809577,0.173891939553124,-3.52474000899236,"P11168",7,3.01947326686006,0.013492643814386,0.127911979435904,-0.195153728374677,"Non-significant",0.893088780311961,"SLC2A2","Solute carrier family 2, facilitated glucose transporter member 2","P11168"
0.127839179796478,28.4320967825706,2.667968952401,0.0290354922345511,0.213224926348064,-3.88708577858461,"P04179",22,3.01610937667565,0.0135688342643138,0.128005539785571,-0.127839179796478,"Non-significant",0.892771234678361,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179"
0.130483752825786,18.8905037231597,2.72346722930974,0.0266697745859013,0.20467421603054,-3.80220444425408,"P17844",16,3.01575530542879,0.0135768793250543,0.128005539785571,-0.130483752825782,"Non-significant",0.892771234678361,"DDX5","Probable ATP-dependent RNA helicase DDX5","P17844"
0.09821405156206,19.1465793564898,3.03490489359772,0.0166311785635965,0.160472035234184,-3.32693543635082,"P82650",10,3.01524954508581,0.0135883794540108,0.128005539785571,-0.09821405156206,"Non-significant",0.892771234678361,"MRPS22","28S ribosomal protein S22, mitochondrial","P82650"
-0.147000777721381,20.4298977250242,-3.54995107701274,0.00779534277921962,0.108353447534934,-2.55509096930743,"Q96PE7",5,-3.01673297926748,0.0135546768620671,0.128005539785571,0.147000777721381,"Non-significant",0.892771234678361,"MCEE","Methylmalonyl-CoA epimerase, mitochondrial","Q96PE7"
-0.122020912108908,21.7197990820163,-2.64692871851084,0.0299878480428083,0.216905997596868,-3.91925884263563,"P12955",24,-3.01129536506613,0.0136786344354244,0.128247951475528,0.122020912108908,"Non-significant",0.891949563214039,"PEPD","Xaa-Pro dipeptidase","P12955"
-0.0793628128237067,22.8872567194094,-2.4787202365033,0.0388483227626932,0.248243837250938,-4.17602587657939,"P52209",37,-3.01177796807031,0.0136675861993905,0.128247951475528,0.0793628128237032,"Non-significant",0.891949563214039,"PGD","6-phosphogluconate dehydrogenase, decarboxylating","P52209"
0.0917218567672826,19.6940388983733,2.69775509920636,0.0277401110799588,0.2075461510286,-3.8415313594056,"Q6FI81",17,3.01298333079224,0.0136400316059599,0.128247951475528,-0.0917218567672862,"Non-significant",0.891949563214039,"CIAPIN1","Anamorsin","Q6FI81"
-0.0985560916102983,22.8668788274331,-2.55572757953554,0.0345007405570683,0.236261558386996,-4.05860643409281,"Q9NQR4",36,-3.00900551660144,0.0137311803941022,0.128538506577757,0.0985560916102983,"Non-significant",0.890966750238649,"NIT2","Omega-amidase NIT2","Q9NQR4"
0.1370214953333,23.2644024970881,2.61634334881888,0.0314297445026113,0.223379697817725,-3.96601445773843,"P14618",51,3.00708473975923,0.013775416078781,0.128548992296982,-0.137021495333304,"Non-significant",0.89093132346745,"PKM","Pyruvate kinase PKM","P14618"
0.193722344896276,17.3279000872027,3.37675254430904,0.0100205846481342,0.121318585372129,-2.81182720715442,"Q9UNX4",4,3.00772758675026,0.0137605950702509,0.128548992296982,-0.193722344896283,"Non-significant",0.89093132346745,"WDR3","WD repeat-containing protein 3","Q9UNX4"
0.282774170973806,16.8236716630497,2.97015287155419,0.018333385515087,0.165582382813309,-3.42544943499535,"P24557",4,3.0058774636682,0.0138032942131766,0.128607880301831,-0.282774170973806,"Non-significant",0.89073241969525,"TBXAS1","Thromboxane-A synthase","P24557"
0.0862159812253651,19.9603114322029,2.59441836349971,0.03250690686102,0.227510194380589,-3.99951807539196,"O00186",22,2.99978581494467,0.0139448422023238,0.129521953352737,-0.0862159812253616,"Non-significant",0.887656614502383,"STXBP3","Syntaxin-binding protein 3","O00186"
0.364922078054597,22.2150567687749,3.19621385135216,0.0130722655086814,0.140112800680476,-3.08267744427187,"P59665",2,3.00043552340908,0.0139296749884834,0.129521953352737,-0.364922078054605,"Non-significant",0.887656614502383,"DEFA1;DEFA3","Neutrophil defensin 1","P59665"
-0.269979761532245,21.7819487056511,-2.69795747722145,0.0277315160738215,0.2075461510286,-3.84122182647086,"P13716",18,-2.99504158627541,0.0140561066818874,0.130352354811967,0.269979761532248,"Non-significant",0.884881118906043,"ALAD","Delta-aminolevulinic acid dehydratase","P13716"
-0.13344561607396,24.3282830842296,-2.60005155711633,0.0322265954091985,0.226345333833982,-3.99091118543019,"Q68CK6",53,-2.99378931182323,0.0140856266211523,0.130423278791818,0.133445616073956,"Non-significant",0.884644885992576,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial","Q68CK6"
0.128031198716794,19.0132224011456,2.92580858970743,0.019603314395621,0.171015821187415,-3.4930349671484,"P48723",9,2.98673311391763,0.0142531492557066,0.131572805499727,-0.128031198716787,"Non-significant",0.880833864839523,"HSPA13","Heat shock 70 kDa protein 13","P48723"
0.186991203348466,17.3676390310855,3.40802917671259,0.00957352882915689,0.119930572286266,-2.76522473236178,"Q9HC36",4,2.98670149559084,0.0142539044697005,0.131572805499727,-0.186991203348466,"Non-significant",0.880833864839523,"MRM3","rRNA methyltransferase 3, mitochondrial","Q9HC36"
0.335764193876388,16.0589546606218,3.29012374543075,0.0113782505132384,0.130981675309731,-2.9414153234384,"P48200",2,2.984403152399,0.0143089106090295,0.131694258251014,-0.335764193876383,"Non-significant",0.880433159466917,"IREB2","Iron-responsive element-binding protein 2","P48200"
0.0869461181828868,19.5338625637215,2.4716459210183,0.0392746583916114,0.249674614060958,-4.18679703552669,"Q6P2Q9",53,2.98338622522472,0.0143333177267999,0.131694258251014,-0.0869461181828832,"Non-significant",0.880433159466917,"PRPF8","Pre-mRNA-processing-splicing factor 8","Q6P2Q9"
0.235596196634484,15.9464645962874,3.42664360371581,0.00931754907092613,0.118213925765814,-2.7375375958894,"Q96ST3",3,2.98370064548326,0.0143257668415096,0.131694258251014,-0.235596196634486,"Non-significant",0.880433159466917,"SIN3A","Paired amphipathic helix protein Sin3a","Q96ST3"
0.147065538891724,16.609667760513,2.92287421587749,0.0196905187213523,0.171158255299451,-3.49751028068344,"Q9Y4F5",8,2.98115994996969,0.0143868985664099,0.131983194079234,-0.147065538891724,"Non-significant",0.879481365637477,"CEP170B","Centrosomal protein of 170 kDa protein B","Q9Y4F5"
0.100176410665867,18.748551131977,2.83083182691176,0.0226409988832683,0.18739257359381,-3.63804081219021,"Q9P0V9",12,2.97943765095837,0.0144284900769771,0.132161422932434,-0.10017641066587,"Non-significant",0.878895294112847,"SEPTIN10","Septin-10","Q9P0V9"
0.119645799773927,17.1309239937178,2.72699530388685,0.0265262643788163,0.204098212246299,-3.79680821684292,"Q96JG6",14,2.97759770939064,0.0144730579961082,0.132366326427597,-0.119645799773931,"Non-significant",0.878222483980186,"VPS50","Syndetin","Q96JG6"
0.315713166606539,16.1881254535181,3.38577551105463,0.00988938489411577,0.121089121403721,-2.79837254204549,"O14867",2,2.97562568259161,0.0145209812151924,0.132601241939039,-0.315713166606546,"Non-significant",0.877452408323813,"BACH1","Transcription regulator protein BACH1","O14867"
0.24208891044071,16.2084963287267,3.34874493307541,0.0104397179148272,0.124753583018265,-2.85364345608208,"P03951",3,2.97063129498934,0.0146430773787659,0.133402708761299,-0.24208891044071,"Non-significant",0.874835351917662,"F11","Coagulation factor XI","P03951"
0.171298093235002,18.159461710533,3.00968347746248,0.0172736716400558,0.163496672999449,-3.36528041185703,"Q8NCC3",6,2.97020723803593,0.0146534922419337,0.133402708761299,-0.171298093235006,"Non-significant",0.874835351917662,"PLA2G15","Phospholipase A2 group XV","Q8NCC3"
-0.130176707837776,19.6245528759873,-2.639782238698,0.0303185686509156,0.218608978071838,-3.9301851876873,"Q96C11",20,-2.96595317670937,0.0147583909538173,0.134152873868312,0.130176707837776,"Non-significant",0.872400019288868,"FGGY","FGGY carbohydrate kinase domain-containing protein","Q96C11"
0.0921311867050818,23.0746602104698,2.48401315020935,0.0385324174156453,0.248243837250938,-4.16796509751991,"P27487",46,2.96334292071702,0.0148231344607582,0.134331840105625,-0.0921311867050818,"Non-significant",0.871821036152934,"DPP4","Dipeptidyl peptidase 4","P27487"
-0.247204465666361,19.6345303717609,-2.67193956470155,0.0288592811697281,0.212462960852721,-3.8810136224207,"P37268",17,-2.96388828450258,0.01480958364892,0.134331840105625,0.247204465666361,"Non-significant",0.871821036152934,"FDFT1","Squalene synthase","P37268"
-0.0939273224006953,21.7409055111133,-2.73555473721342,0.0261813946677534,0.203060045095247,-3.78371660671368,"P27169",14,-2.95988847805313,0.0149092619595875,0.134907327868013,0.0939273224006953,"Non-significant",0.869964459770582,"PON1","Serum paraoxonase/arylesterase 1","P27169"
0.214558734095455,17.7975655841252,3.61128116889033,0.00713901456204906,0.102578177912045,-2.46500111515423,"Q13895",3,2.95841896824309,0.0149460547651441,0.135035340249324,-0.214558734095455,"Non-significant",0.869552556936739,"BYSL","Bystin","Q13895"
0.112833061753246,22.7614076909392,2.55660035640797,0.0344544149810832,0.236261558386996,-4.05727411068022,"O14745",32,2.95395231033601,0.0150584574329695,0.13569183749268,-0.112833061753246,"Non-significant",0.867446276426538,"SLC9A3R1","Na(+)/H(+) exchange regulatory cofactor NHE-RF1","O14745"
0.169473536857126,17.6383696601068,2.89542499175108,0.0205260851550606,0.176110857236873,-3.53939029980009,"Q6NSJ0",7,2.95372388468002,0.0150642288143811,0.13569183749268,-0.169473536857133,"Non-significant",0.867446276426538,"MYORG","Myogenesis-regulating glycosidase","Q6NSJ0"
0.187235626923062,17.7493421027387,2.92535480528099,0.0196167737199718,0.171015821187415,-3.49372702629223,"Q9Y2V7",6,2.95155213112676,0.0151192127965241,0.135981698198602,-0.187235626923062,"Non-significant",0.866519539469623,"COG6","Conserved oligomeric Golgi complex subunit 6","Q9Y2V7"
0.119169652374179,17.5957704862965,2.69994809105267,0.0276471205119377,0.2075461510286,-3.83817721552649,"Q9BZL4",14,2.94857367975844,0.0151949531171136,0.136251887875712,-0.119169652374183,"Non-significant",0.865657471522336,"PPP1R12C","Protein phosphatase 1 regulatory subunit 12C","Q9BZL4"
0.12890920597188,19.2077558423255,2.87856899791449,0.021057391607774,0.178832351951415,-3.56512146465864,"Q9NRH3",9,2.94860412853407,0.0151941768705565,0.136251887875712,-0.128909205971873,"Non-significant",0.865657471522336,"TUBG1","Tubulin gamma-1 chain","Q9NRH3"
0.188976526066909,18.7653340943723,2.83311565109662,0.0225624911350245,0.187381803117202,-3.63455084604695,"O43493",7,2.94220425433382,0.0153582231395845,0.137509136008021,-0.188976526066909,"Non-significant",0.861668446662365,"TGOLN2","Trans-Golgi network integral membrane protein 2","O43493"
0.0696160924885056,20.6260021010737,2.35614233457732,0.0469451000756379,0.272308980302557,-4.36215515004351,"Q92499",43,2.94038020731434,0.0154053078274728,0.137723913905878,-0.0696160924884985,"Non-significant",0.860990643797944,"DDX1","ATP-dependent RNA helicase DDX1","Q92499"
