"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_CTRL","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.246511322411219,20.53228311294,3.65546546831566,0.0064259643671446,0.075280993165586,-2.16074679665212,"Q9BS92",18,4.10051159615945,0.00209871838786884,0.0306731807521125,-0.246511322411227,"Non-significant",1.51324118614778,"NIPSNAP3A","Protein NipSnap homolog 3A","Q9BS92"
0.186298789963196,22.8848501128751,3.5462592644312,0.00753143279086081,0.0793461726712067,-2.31759171936649,"Q9UIJ7",29,4.10241456946794,0.00209229848433176,0.0306731807521125,-0.186298789963196,"Non-significant",1.51324118614778,"AK3","GTP:AMP phosphotransferase AK3, mitochondrial","Q9UIJ7"
-0.211881288133799,20.4324983270222,-3.57478467665091,0.00722441261026594,0.0786839477162032,-2.27647456933862,"Q16706",27,-4.09640787166651,0.00211263330432027,0.0306970960767941,0.211881288133796,"Non-significant",1.51290270652524,"MAN2A1","Alpha-mannosidase 2","Q16706"
-0.203800727966392,19.5836253182889,-4.45451575635841,0.00211828721519296,0.0507282998562073,-1.06585632542707,"Q5ZPR3",7,-4.09547836813141,0.00211579850537689,0.0306970960767941,0.203800727966392,"Non-significant",1.51290270652524,"CD276","CD276 antigen","Q5ZPR3"
-0.159945487389788,18.0316460850121,-3.75383610076889,0.00557761692278311,0.0706142881328146,-2.02082298342552,"Q9UBF2",15,-4.09640339425392,0.00211264853914783,0.0306970960767941,0.159945487389788,"Non-significant",1.51290270652524,"COPG2","Coatomer subunit gamma-2","Q9UBF2"
0.133718985407111,22.7928866986643,3.59596146964786,0.00700510550517176,0.0774985494142052,-2.24601684596016,"Q13162",20,4.09368992953669,0.00212190262215075,0.0307109352812741,-0.133718985407111,"Non-significant",1.51270695720359,"PRDX4","Peroxiredoxin-4","Q13162"
0.179275141255008,23.7536267461316,3.46073633129327,0.00853788251534658,0.0837358444720586,-2.44146887082388,"P29401",51,4.08999883480114,0.00213455924013709,0.0307280976902719,-0.179275141255008,"Non-significant",1.51246432513868,"TKT","Transketolase","P29401"
0.17041700061089,21.8527974539056,3.46709499894866,0.00845835243066804,0.0836210063615717,-2.43222822987818,"P30613",40,4.09096688214275,0.00213123219312171,0.0307280976902719,-0.170417000610886,"Non-significant",1.51246432513868,"PKLR","Pyruvate kinase PKLR","P30613"
0.251129113931299,24.9730089952617,3.56602052705998,0.00731730028706842,0.0790753193228269,-2.28909645445081,"P40926",33,4.08326159955631,0.00215786579457642,0.0307280976902719,-0.251129113931299,"Non-significant",1.51246432513868,"MDH2","Malate dehydrogenase, mitochondrial","P40926"
0.206238896866331,20.3920500190366,3.60830727149148,0.00688053005294458,0.0772666679956846,-2.22828704449026,"P51580",21,4.08698354287024,0.00214495738610903,0.0307280976902719,-0.206238896866331,"Non-significant",1.51246432513868,"TPMT","Thiopurine S-methyltransferase","P51580"
-0.419727082811338,19.8303005148819,-3.64284963260937,0.0065443475232723,0.0759220705861337,-2.17878650640953,"Q14520",17,-4.08443063006406,0.00215380261023359,0.0307280976902719,0.419727082811338,"Non-significant",1.51246432513868,"HABP2","Hyaluronan-binding protein 2","Q14520"
0.252013317177678,20.7344513450053,3.61517133583423,0.00681228998191215,0.0770809965126037,-2.21843812720219,"Q15493",21,4.08288963604055,0.00215916031061948,0.0307280976902719,-0.252013317177685,"Non-significant",1.51246432513868,"RGN","Regucalcin","Q15493"
0.170934615004974,22.2350558173965,3.55763686092002,0.00740734436274634,0.0790753193228269,-2.30117948975229,"Q8NBS9",24,4.08785736015836,0.00214193859032619,0.0307280976902719,-0.17093461500497,"Non-significant",1.51246432513868,"TXNDC5","Thioredoxin domain-containing protein 5","Q8NBS9"
0.248434532481234,19.3933879733505,4.10045438961681,0.00342414498595271,0.0620382788896493,-1.53890036972949,"Q9H3G5",7,4.06896296515698,0.00220821972112105,0.0313514623739163,-0.24843453248123,"Non-significant",1.50374219690312,"CPVL","Probable serine carboxypeptidase CPVL","Q9H3G5"
-0.343657141886407,17.5152423912383,-4.08786376726051,0.00348430859964653,0.0620382788896493,-1.5560883672164,"Q9BV40",5,-4.06269858564755,0.00223066746466664,0.0315949408356465,0.34365714188641,"Non-significant",1.50038245355451,"VAMP8","Vesicle-associated membrane protein 8","Q9BV40"
-0.347381368871286,21.827738063072,-3.55540163340589,0.00743155000311938,0.0790753193228269,-2.30440253008603,"P02751",114,-4.05097672492328,0.00227331726946793,0.0319308852285047,0.347381368871286,"Non-significant",1.49578904123113,"FN1","Fibronectin","P02751"
0.168303709519687,19.1585758593667,3.94484583741983,0.00425351374339317,0.0635773982655548,-1.7530377051977,"P16455",11,4.04971049286801,0.00227797537657505,0.0319308852285047,-0.168303709519694,"Non-significant",1.49578904123113,"MGMT","Methylated-DNA--protein-cysteine methyltransferase","P16455"
0.253239091689508,23.3070737502567,3.57937152686043,0.00717629903077671,0.0786839477162032,-2.26987261393465,"P56470",22,4.04884636523961,0.00228116000458545,0.0319308852285047,-0.253239091689505,"Non-significant",1.49578904123113,"LGALS4","Galectin-4","P56470"
0.192543889486299,21.6345182306301,3.85692820398676,0.00481550386583522,0.0661414926447807,-1.87563539552774,"P61088",11,4.04997428093702,0.00227700415019932,0.0319308852285047,-0.192543889486299,"Non-significant",1.49578904123113,"UBE2N","Ubiquitin-conjugating enzyme E2 N","P61088"
0.120608682282246,19.123683722067,3.62114232456259,0.00675351447492505,0.0767284826913154,-2.20987564232557,"Q5T6V5",18,4.05104343579108,0.00227307213650315,0.0319308852285047,-0.120608682282246,"Non-significant",1.49578904123113,"C9orf64","Queuosine salvage protein","Q5T6V5"
0.1703177750815,21.8182366905305,3.55863780609489,0.00739653214398495,0.0790753193228269,-2.29973640160063,"Q96DC8",21,4.04607193628401,0.0022914164092221,0.0319993350074739,-0.170317775081504,"Non-significant",1.49485904685464,"ECHDC3","Enoyl-CoA hydratase domain-containing protein 3, mitochondrial","Q96DC8"
0.152556783651555,18.201014187489,3.71280845568976,0.00591593171582657,0.072489029410147,-2.07902026032637,"O76027",15,4.04322389419929,0.00230199528230406,0.0320242274390202,-0.152556783651548,"Non-significant",1.49452133849249,"ANXA9","Annexin A9","O76027"
0.262686596374767,17.6854594618221,4.00878852774623,0.00388915672193941,0.0632103751320444,-1.6645969956303,"O95825",7,4.04270186124882,0.00230393989121913,0.0320242274390202,-0.262686596374767,"Non-significant",1.49452133849249,"CRYZL1","Quinone oxidoreductase-like protein 1","O95825"
0.140728048048313,20.167628447896,3.33919694805451,0.010220411818389,0.0894923871851006,-2.61898055960599,"O14841",45,4.03975556172354,0.00231494741955462,0.0320708697235543,-0.14072804804831,"Non-significant",1.49388926236595,"OPLAH","5-oxoprolinase","O14841"
0.250140784963687,20.300057650139,4.65315651004953,0.00163113492187666,0.0471957144721167,-0.809377863397238,"O15347",5,4.03606624302955,0.00232880875235603,0.0320708697235543,-0.250140784963687,"Non-significant",1.49388926236595,"HMGB3","High mobility group protein B3","O15347"
-0.256050595587443,20.3705321827397,-3.90949499470745,0.00447053984642251,0.0637459507699517,-1.80219573200901,"P07307",8,-4.03854924457032,0.00231947018922352,0.0320708697235543,0.256050595587446,"Non-significant",1.49388926236595,"ASGR2","Asialoglycoprotein receptor 2","P07307"
-0.240876618997572,17.1879769360937,-4.78247382635218,0.00138024109198106,0.0452622221061177,-0.645907467227107,"Q9H6T3",5,-4.03654090978425,0.00232702048734348,0.0320708697235543,0.240876618997575,"Non-significant",1.49388926236595,"RPAP3","RNA polymerase II-associated protein 3","Q9H6T3"
-0.347951532538779,18.3634463259475,-3.708538479119,0.00595238072176397,0.0725849616439235,-2.08509052674881,"O00622",9,-4.02941478119855,0.00235401973266033,0.0321985991252926,0.347951532538772,"Non-significant",1.49216302288149,"CCN1","CCN family member 1","O00622"
-0.131601340416793,18.4260682371449,-3.45706312827909,0.00858418538694559,0.0839064026725451,-2.44680907005472,"P23634",24,-4.02934573135144,0.00235428294795029,0.0321985991252926,0.1316013404168,"Non-significant",1.49216302288149,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","P23634"
0.190622485700224,22.3950231090344,3.6337993040633,0.00663070340985785,0.0763298927277652,-2.19174080831061,"Q9NRV9",16,4.0301717022934,0.00235113640210832,0.0321985991252926,-0.190622485700231,"Non-significant",1.49216302288149,"HEBP1","Heme-binding protein 1","Q9NRV9"
0.13336623409819,22.8365768371891,3.40253504237867,0.00930372882998915,0.0850891641307136,-2.52626716995706,"P26440",28,4.02280510823244,0.00237935602146343,0.0324670479542023,-0.133366234098183,"Non-significant",1.48855719752995,"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial","P26440"
-0.410378334817064,16.1936124241645,-4.43149725762788,0.00218423820407627,0.0514861750916998,-1.09599573989056,"Q8TDZ2",3,-4.01560227485289,0.00240729191660602,0.0327732458874924,0.410378334817063,"Non-significant",1.48448054362778,"MICAL1","[F-actin]-monooxygenase MICAL1","Q8TDZ2"
0.230185496965113,18.5534049480028,3.68132446017747,0.00619038664474306,0.0741230432983993,-2.12383688393309,"Q16773",12,3.99552972027918,0.00248697191119542,0.0337808963700645,-0.230185496965117,"Non-significant",1.47132883068544,"KYAT1","Kynurenine--oxoglutarate transaminase 1","Q16773"
0.107264120319819,21.4371004179921,3.11316841990839,0.0143485875505449,0.105370230990024,-2.95308219225999,"Q9BSJ8",58,3.98422868650516,0.0025330443109708,0.0343285073325429,-0.107264120319819,"Non-significant",1.46434508009693,"ESYT1","Extended synaptotagmin-1","Q9BSJ8"
-0.281626351891781,22.1987543188292,-3.49032659113067,0.00817439888464214,0.0819859079373021,-2.39850809749742,"Q16696",34,-3.97964461052171,0.00255198698550235,0.0343510121773149,0.281626351891781,"Non-significant",1.46406046161619,"CYP2A6","Cytochrome P450 2A6","Q16696"
-0.228670509127397,17.703575496617,-4.08876187554132,0.00347997956371505,0.0620382788896493,-1.55486150556788,"Q8NBJ4",7,-3.98242198844273,0.00254049243916597,0.0343510121773149,0.228670509127397,"Non-significant",1.46406046161619,"GOLM1","Golgi membrane protein 1","Q8NBJ4"
0.298341758305476,21.4716913362449,3.51590815722107,0.00787338215102401,0.0810863173861074,-2.36145224213927,"Q9NVS9",25,3.98006467781441,0.00255024498987084,0.0343510121773149,-0.298341758305476,"Non-significant",1.46406046161619,"PNPO","Pyridoxine-5'-phosphate oxidase","Q9NVS9"
0.87629401072541,18.5975063780652,4.00663286950771,0.00390087824450474,0.0632103751320444,-1.66756845405316,"H3BP39",1,3.97393408963325,0.00257579225306077,0.0343857254104342,-0.876294010725406,"Up in CTRL.myr",1.46362180923309,"ACSM2B","Acyl-coenzyme A synthetase ACSM2B, mitochondrial (Fragment)","H3BP39"
-0.313859549463501,21.3489117224219,-3.62228646199121,0.00674231391545298,0.0767284826913154,-2.20823546519378,"P29966",11,-3.97349508048915,0.00257763194004094,0.0343857254104342,0.313859549463505,"Non-significant",1.46362180923309,"MARCKS","Myristoylated alanine-rich C-kinase substrate","P29966"
0.15947491896846,20.9239231761842,3.4076957710289,0.00923297006460157,0.0847876915862821,-2.51873244355726,"P36551",29,3.9741231875522,0.00257500025385243,0.0343857254104342,-0.15947491896846,"Non-significant",1.46362180923309,"CPOX","Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial","P36551"
-0.212362611984634,18.4699782857858,-3.53472071123474,0.00765953515253022,0.0797509554810023,-2.33425267626863,"Q9UPQ0",19,-3.97755821638671,0.00256065763715177,0.0343857254104342,0.212362611984634,"Non-significant",1.46362180923309,"LIMCH1","LIM and calponin homology domains-containing protein 1","Q9UPQ0"
0.189530287014087,21.0101033447114,3.52618791256261,0.00775575506532681,0.0804305520948587,-2.34658415286262,"Q86X76",19,3.97020997193506,0.00259144209181425,0.0344159670233594,-0.18953028701409,"Non-significant",1.46324002308806,"NIT1","Deaminated glutathione amidase","Q86X76"
0.173478901090633,21.0495727491852,3.3744064692799,0.00969961571357545,0.0871066393073049,-2.56738737425334,"Q9NY33",42,3.97028728891937,0.00259111617263109,0.0344159670233594,-0.173478901090633,"Non-significant",1.46324002308806,"DPP3","Dipeptidyl peptidase 3","Q9NY33"
-0.373343151923308,18.7623854667282,-3.49283950171812,0.00814429583201538,0.0819212382181962,-2.39486453900065,"Q02952",43,-3.96336321609761,0.00262047460616043,0.034724200170077,0.373343151923304,"Non-significant",1.45936774892289,"AKAP12","A-kinase anchor protein 12","Q02952"
-0.309483205625561,16.7075530329664,-5.55087981138347,0.000537450210807621,0.0389052682703117,0.268615906283122,"Q9BVJ6",3,-3.96032144030618,0.00263348184325345,0.0348191845483821,0.309483205625561,"Non-significant",1.45818140410567,"UTP14A","U3 small nucleolar RNA-associated protein 14 homolog A","Q9BVJ6"
-0.148377925511635,20.6022813534185,-3.28772975785976,0.0110354307400798,0.0928927158066601,-2.69463053050226,"Q04637",52,-3.95621269132863,0.0026511591116845,0.0349753579269351,0.148377925511635,"Non-significant",1.45623783237874,"EIF4G1","Eukaryotic translation initiation factor 4 gamma 1","Q04637"
0.138993073520794,21.9199968616733,3.4070108902405,0.00924232760876797,0.0847876915862821,-2.51973220543087,"P21266",24,3.95120528907045,0.00267287083098726,0.0350292939894001,-0.138993073520794,"Non-significant",1.45556861573962,"GSTM3","Glutathione S-transferase Mu 3","P21266"
0.168147077154234,21.8751666979893,3.34072691769364,0.0101971783604735,0.0894437352493216,-2.61673591210985,"Q9H6R3",47,3.95261081401396,0.00266675784984981,0.0350292939894001,-0.168147077154231,"Non-significant",1.45556861573962,"ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial","Q9H6R3"
-0.228765335846397,17.794876972601,-4.80066692103854,0.00134845147299544,0.0446712007415101,-0.623131696491375,"Q9HAS0",5,-3.95248163556098,0.00266731906804012,0.0350292939894001,0.228765335846393,"Non-significant",1.45556861573962,"C17orf75","Protein Njmu-R1","Q9HAS0"
0.212040153812829,21.4669247615499,3.44665067088714,0.00871689261792793,0.0839064026725451,-2.4619555677631,"P13798",27,3.94367350776365,0.00270587933374615,0.0353066924882457,-0.21204015381284,"Non-significant",1.45214296500229,"APEH","Acylamino-acid-releasing enzyme","P13798"
-0.252441524127427,18.8652314617742,-3.42650957046675,0.00897979839494702,0.0845170420186663,-2.49128957715005,"Q14789",52,-3.94404909524929,0.00270422322972514,0.0353066924882457,0.252441524127427,"Non-significant",1.45214296500229,"GOLGB1","Golgin subfamily B member 1","Q14789"
0.186551409391619,20.2773944563532,3.5741536293507,0.00723105875372788,0.0786839477162032,-2.27738305973317,"Q13510",15,3.936790078029,0.00273641968440457,0.0356272283364727,-0.186551409391619,"Non-significant",1.44821796280185,"ASAH1","Acid ceramidase","Q13510"
0.164110108150602,22.7384069347129,3.38212494784282,0.00958924182939552,0.086788721517959,-2.55609528777453,"P51649",29,3.93347429355547,0.00275125968755819,0.0356790794062717,-0.164110108150602,"Non-significant",1.4475863598434,"ALDH5A1","Succinate-semialdehyde dehydrogenase, mitochondrial","P51649"
0.217038330581566,16.6827419171897,4.38113448692787,0.00233642119238701,0.052232086395893,-1.16223978419557,"Q969S8",6,3.9332271793644,0.00275236903016686,0.0356790794062717,-0.217038330581566,"Non-significant",1.4475863598434,"HDAC10","Polyamine deacetylase HDAC10","Q969S8"
0.171124887014919,20.3918511199721,3.47364902514279,0.00837720026956813,0.083255408679058,-2.42270869350965,"O95861",20,3.9307323933422,0.00276359485491435,0.0357468896309203,-0.171124887014916,"Non-significant",1.44676174057323,"BPNT1","3'(2'),5'-bisphosphate nucleotidase 1","O95861"
-1.12034406165906,22.6499324501564,-3.57732634622201,0.00719770963644048,0.0786839477162032,-2.27281595612915,"K7EPT8",3,-3.92558334412999,0.00278691587781898,0.0358639176442775,1.12034406165906,"Up in CTRL",1.44534227142859,"GFAP","Glial fibrillary acidic protein (Fragment)","K7EPT8"
0.202144038051049,22.421464823259,3.42044209351215,0.00906063417832131,0.0845170420186663,-2.50013554399549,"P21964",28,3.9259854299048,0.0027850873633975,0.0358639176442775,-0.202144038051056,"Non-significant",1.44534227142859,"COMT","Catechol O-methyltransferase","P21964"
-0.11410946168451,24.4615026919968,-3.26099691494677,0.0114855406177463,0.0949751039725401,-2.73402957861432,"P35579",239,-3.92378166189468,0.00279512459812847,0.0358639176442775,0.114109461684507,"Non-significant",1.44534227142859,"MYH9","Myosin-9","P35579"
0.124180027430921,23.4224923346692,3.31471962907994,0.0105998088823119,0.0914110113642688,-2.65492503563106,"Q15084",27,3.92343653432541,0.00279669993368926,0.0358639176442775,-0.124180027430921,"Non-significant",1.44534227142859,"PDIA6","Protein disulfide-isomerase A6","Q15084"
0.17331449226095,22.4713536106455,3.45802870097491,0.00857198805233591,0.0839064026725451,-2.4454051414166,"Q9Y2S2",20,3.9120080282975,0.00284939355884686,0.0364612313120254,-0.17331449226095,"Non-significant",1.43816866911526,"CRYL1","Lambda-crystallin homolog","Q9Y2S2"
-0.208577592733302,19.5118813479296,-3.46252509204156,0.00851543004731359,0.0837065563183819,-2.43886889818257,"Q08378",20,-3.90790957521805,0.00286854251229593,0.0366276638133204,0.208577592733306,"Non-significant",1.43619078063492,"GOLGA3","Golgin subfamily A member 3","Q08378"
-0.398560096257789,18.6132025962556,-3.67230149472628,0.00627152336371527,0.0749440757872428,-2.13670563229337,"O00391",6,-3.90022848413579,0.00290479382188605,0.0369491914170298,0.398560096257789,"Non-significant",1.43239506111122,"QSOX1","Sulfhydryl oxidase 1","O00391"
0.182989850451545,22.1246431137712,3.49508893744707,0.00811744878960272,0.0819024486165838,-2.39160364811439,"P0CG22",17,3.89864792997412,0.00291231258863056,0.0369491914170298,-0.182989850451541,"Non-significant",1.43239506111122,"DHRS4","Dehydrogenase/reductase SDR family member 4","P0CG22"
0.137825620241294,20.2821955966029,3.5958361782358,0.00700638199488924,0.0774985494142052,-2.24619687800296,"Q15126",15,3.89866264198835,0.00291224250915835,0.0369491914170298,-0.137825620241301,"Non-significant",1.43239506111122,"PMVK","Phosphomevalonate kinase","Q15126"
-0.431908603884359,16.2044735117087,-4.89757583269886,0.00119201722062817,0.043078779918823,-0.502736145439561,"CASB_BOVIN",2,-3.89273733013934,0.00294061042111757,0.0371143240411132,0.431908603884356,"Non-significant",1.43045844479439,"CASB_BOVIN","CASB_BOVIN","CASB_BOVIN"
-0.307225509420881,16.7146699382383,-4.00067280970175,0.00393348447351261,0.0632220159448941,-1.67578775533449,"O75882",5,-3.89333015541645,0.00293775925794808,0.0371143240411132,0.307225509420878,"Non-significant",1.43045844479439,"ATRN","Attractin","O75882"
0.177656548328379,20.5927481770277,3.45583752982855,0.00859969392180236,0.0839064026725451,-2.44859122996427,"P53602",19,3.89203322292363,0.00294400054862427,0.0371143240411132,-0.177656548328375,"Non-significant",1.43045844479439,"MVD","Diphosphomevalonate decarboxylase","P53602"
0.216109017728847,17.9178013970032,3.76313956233882,0.00550381288692254,0.0706142881328146,-2.00765870622703,"Q8TEB1",9,3.88800195269539,0.00296348909997773,0.0372811930446566,-0.216109017728854,"Non-significant",1.42851019813081,"DCAF11","DDB1- and CUL4-associated factor 11","Q8TEB1"
0.326547114128026,18.6231324641866,3.46615335998664,0.00847008013456135,0.0836210063615717,-2.43359635177925,"P02774",17,3.88372538785714,0.00298431099825083,0.037396584921817,-0.326547114128022,"Non-significant",1.42716805601688,"GC","Vitamin D-binding protein","P02774"
0.136628066107189,20.9565790858605,3.43874783502048,0.00881906478881588,0.0841620906011173,-2.4734598713632,"P34949",19,3.8809384868667,0.00299796222836872,0.037396584921817,-0.136628066107189,"Non-significant",1.42716805601688,"MPI","Mannose-6-phosphate isomerase","P34949"
-0.386986574608997,16.6808385638381,-5.58328362338747,0.000517420624703925,0.0389052682703117,0.305074635414522,"P48200",2,-3.87921707720906,0.00300642690267611,0.037396584921817,0.386986574608994,"Non-significant",1.42716805601688,"IREB2","Iron-responsive element-binding protein 2","P48200"
0.172416501046349,22.9141252183717,3.73074012905144,0.00576544593367143,0.0719233349424325,-2.05355569140005,"P62277",11,3.8771626790353,0.00301656168831024,0.037396584921817,-0.172416501046349,"Non-significant",1.42716805601688,"RPS13","40S ribosomal protein S13","P62277"
0.184712873808117,24.5116772570398,3.3605291122969,0.00990145223365164,0.0882546482350744,-2.58770620718668,"Q16762",29,3.87722778255535,0.00301623997141473,0.037396584921817,-0.184712873808124,"Non-significant",1.42716805601688,"TST","Thiosulfate sulfurtransferase","Q16762"
0.294795260686016,19.1045268501619,4.46558278988025,0.00208734947610486,0.050597011894363,-1.05139645910409,"Q8TF65",4,3.88338163294658,0.00298599131263415,0.037396584921817,-0.294795260686012,"Non-significant",1.42716805601688,"GIPC2","PDZ domain-containing protein GIPC2","Q8TF65"
0.228081100676771,21.51858852621,3.60868756131947,0.00687673036980853,0.0772666679956846,-2.22774122430519,"Q96AB3",11,3.88186942048867,0.00299339493879973,0.037396584921817,-0.228081100676778,"Non-significant",1.42716805601688,"ISOC2","Isochorismatase domain-containing protein 2","Q96AB3"
0.219752622600474,19.4269494060061,3.83615917527957,0.00495956487972168,0.0668838384617868,-1.90476248310438,"O76062",8,3.87257964606921,0.00303929967429247,0.0376002986676473,-0.219752622600474,"Non-significant",1.42480870535968,"TM7SF2","Delta(14)-sterol reductase TM7SF2","O76062"
-0.161660351996822,22.0099583037139,-3.45315444024667,0.00863374906849697,0.0839064026725451,-2.45249336289483,"Q15165",18,-3.86993296872555,0.00305251226886739,0.0376855707230978,0.161660351996819,"Non-significant",1.42382490323907,"PON2","Serum paraoxonase/arylesterase 2","Q15165"
0.246184401008481,21.5153768694861,3.73437757983356,0.0057354214598597,0.0718494079099651,-2.04839560583533,"P14854",8,3.86149858991319,0.00309501980313788,0.0378965155772304,-0.246184401008474,"Non-significant",1.42140071971922,"COX6B1","Cytochrome c oxidase subunit 6B1","P14854"
0.161362860779807,23.8115573109352,3.49690607008362,0.00809582985388778,0.0818997566109058,-2.38896989105663,"P17516",16,3.86471511718841,0.00307873666216912,0.0378965155772304,-0.161362860779807,"Non-significant",1.42140071971922,"AKR1C4","Aldo-keto reductase family 1 member C4","P17516"
0.224595687183303,21.6801762872885,3.502475145139,0.00802995270186815,0.0818559400813206,-2.38090054872474,"P68036",14,3.86170943542626,0.00309394968133533,0.0378965155772304,-0.224595687183303,"Non-significant",1.42140071971922,"UBE2L3","Ubiquitin-conjugating enzyme E2 L3","P68036"
0.208285865467996,22.0902885141416,3.62094986186908,0.00675540053881278,0.0767284826913154,-2.21015156388737,"Q9BRA2",11,3.86236641249696,0.0030906177492419,0.0378965155772304,-0.208285865468,"Non-significant",1.42140071971922,"TXNDC17","Thioredoxin domain-containing protein 17","Q9BRA2"
-0.151219042086691,19.0252090750822,-3.26659207686139,0.011389758049981,0.0943634227697123,-2.72577759838679,"A5YKK6",35,-3.85551883720535,0.00312553090719393,0.0381135803672749,0.151219042086694,"Non-significant",1.41892025194382,"CNOT1","CCR4-NOT transcription complex subunit 1","A5YKK6"
-0.114474913392986,21.4536640239032,-3.19959944210673,0.0125940498247318,0.0979117589372562,-2.82477530320187,"P62333",30,-3.85579143463528,0.00312413319164772,0.0381135803672749,0.114474913392989,"Non-significant",1.41892025194382,"PSMC6","26S proteasome regulatory subunit 10B","P62333"
-0.174250983080043,18.7825903839026,-3.35111109419002,0.0100409551026973,0.0887025411516803,-2.60150765005261,"Q12802",25,-3.84701612103746,0.00316945730257931,0.0385703548883274,0.174250983080043,"Non-significant",1.41374636514399,"AKAP13","A-kinase anchor protein 13","Q12802"
-0.501259286259874,19.1775631535596,-3.48451998493764,0.00824441068693322,0.0824342922493608,-2.40693020823494,"P15121",8,-3.84069351393437,0.00320253864457226,0.0388544990131644,0.501259286259877,"Up in CTRL",1.41055868642639,"AKR1B1","Aldo-keto reductase family 1 member B1","P15121"
-0.309920396229529,21.4288562739843,-3.40738704398091,0.00923718696882219,0.0847876915862821,-2.51918310454562,"Q02928",21,-3.83883065355923,0.00321235418639779,0.0388544990131644,0.309920396229536,"Non-significant",1.41055868642639,"CYP4A11","Cytochrome P450 4A11","Q02928"
0.223274102447185,19.5449988967275,3.92513305525102,0.00437310398049929,0.0637459507699517,-1.78042687737297,"Q9Y5S9",7,3.83891969025345,0.00321188433163717,0.0388544990131644,-0.223274102447188,"Non-significant",1.41055868642639,"RBM8A","RNA-binding protein 8A","Q9Y5S9"
-0.18615664529635,18.9298136886991,-3.43533298081406,0.00886360566331906,0.0842961412605607,-2.47843317543595,"Q9H583",17,-3.83363694624969,0.00323988643978043,0.039108183887471,0.18615664529635,"Non-significant",1.407732351421,"HEATR1","HEAT repeat-containing protein 1","Q9H583"
-0.236624676926219,17.6784664657031,-4.03633914571085,0.0037426371369835,0.0627783423360215,-1.62668242491451,"Q9BZQ6",6,-3.82628633256222,0.00327927445030831,0.0395036637316939,0.236624676926226,"Non-significant",1.40336262425528,"EDEM3","ER degradation-enhancing alpha-mannosidase-like protein 3","Q9BZQ6"
0.225666559392867,20.8393848003917,3.55415572028305,0.00744507867664765,0.0790753193228269,-2.30619932197544,"P29218",11,3.82464112641325,0.00328815850339989,0.0395308249108338,-0.225666559392867,"Non-significant",1.40306412290759,"IMPA1","Inositol monophosphatase 1","P29218"
-0.240886467997655,19.1702055158374,-3.8152639113972,0.00510916800417991,0.0683093471052126,-1.93412948536195,"Q9H0T7",7,-3.81918429929972,0.00331780547179665,0.0398069899966266,0.240886467997651,"Non-significant",1.40004066032792,"RAB17","Ras-related protein Rab-17","Q9H0T7"
-0.381225903948433,16.8360364271334,-4.2679960214496,0.00272180243753586,0.0554789145298237,-1.31255338948251,"O94851",3,-3.81795109726996,0.00332454403605982,0.039807743146636,0.381225903948437,"Non-significant",1.40003244353486,"MICAL2","[F-actin]-monooxygenase MICAL2","O94851"
0.169361456909062,25.3399381888476,3.25439226749169,0.0115996968252617,0.0949751039725401,-2.74377428357205,"P08319",39,3.81520525129059,0.00333959947956985,0.03982806339335,-0.169361456909062,"Non-significant",1.39981081028736,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","P08319"
-0.235847223302951,18.4416423321352,-3.63100665518043,0.00665759458073791,0.0763361448028411,-2.19574028506912,"Q07866",9,-3.81581914388323,0.00333622734802239,0.03982806339335,0.235847223302944,"Non-significant",1.39981081028736,"KLC1","Kinesin light chain 1","Q07866"
0.137239690878296,21.8005822936915,3.37933803230718,0.00962894065748651,0.0868644071718488,-2.5601717739458,"P22061",19,3.81303433355893,0.00335155296053577,0.0398423128177285,-0.1372396908783,"Non-significant",1.3996554590329,"PCMT1","Protein-L-isoaspartate(D-aspartate) O-methyltransferase","P22061"
-0.119407805275145,23.1846498704413,-3.44608787945252,0.0087241270596978,0.0839064026725451,-2.46277459370665,"P28845",17,-3.81256238951856,0.00335415747685723,0.0398423128177285,0.119407805275149,"Non-significant",1.3996554590329,"HSD11B1","Corticosteroid 11-beta-dehydrogenase isozyme 1","P28845"
-0.305155484943903,19.3779914940444,-4.23072615965426,0.00286337769378545,0.0569144039601421,-1.36251985128507,"CRP_HUMAN",4,-3.80476105545037,0.003397518061988,0.0398807090622725,0.305155484943899,"Non-significant",1.39923712871809,"CRP","C-reactive protein","CRP_HUMAN"
-0.552136794744339,21.2406598913805,-4.0269851006752,0.00379170715810948,0.0629617986606365,-1.63954224776906,"F8WCM5",2,-3.8051946823653,0.00339509263506172,0.0398807090622725,0.552136794744335,"Up in CTRL",1.39923712871809,"INS;INS-IGF2","Insulin, isoform 2","F8WCM5"
0.452977725276209,18.7966664782711,3.44967670273175,0.0086781030864639,0.0839064026725451,-2.4575524399991,"Q08495",9,3.80775560208384,0.00338080531095716,0.0398807090622725,-0.452977725276209,"Non-significant",1.39923712871809,"DMTN","Dematin","Q08495"
