"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.740174293518075,14.7572159767151,16.493040135468,3.03472702554114e-07,6.99539064921613e-06,7.00843276236166,"UDB15_HUMAN",9,13.6407803435077,6.36054227911407e-07,9.70551146531285e-06,-0.0589826107025004,"Non-significant",5.01298157303089,"UGT2B15","UDP-glucuronosyltransferase 2B15","UDB15_HUMAN"
-1.68310689926147,7.33736383914948,-13.4548931600142,1.37033461962318e-06,2.17371718407099e-05,5.33136522949316,"MFRN2_HUMAN",11,-13.6399803169206,6.36348545667542e-07,9.70551146531285e-06,-0.121111154556276,"Non-significant",5.01298157303089,"SLC25A28","Mitoferrin-2","MFRN2_HUMAN"
0.3558464050293,12.0716695785522,10.7029362448447,7.25964247679872e-06,7.62027672144176e-05,3.47203580444397,"PLMN_HUMAN",50,13.635430897075,6.38025104115785e-07,9.71282494333111e-06,-0.0503512620925868,"Non-significant",5.01265443859154,"PLG","Plasminogen","PLMN_HUMAN"
0.579201698303223,11.2898015975952,13.6994644684492,1.20015372905513e-06,1.99142072751602e-05,5.47910431172949,"KAT1_HUMAN",16,13.6048708318508,6.49415882968624e-07,9.86771624420865e-06,-0.107208728790285,"Non-significant",5.00578334756356,"KYAT1","Kynurenine--oxoglutarate transaminase 1","KAT1_HUMAN"
-0.356891155242952,13.2533886432648,-10.2090052115359,1.01946230120559e-05,9.8124758149255e-05,3.0932623788853,"EIF3A_HUMAN",106,-13.5893427538424,6.5529064067655e-07,9.93837057654118e-06,0.548492193222046,"Up in CM",5.00268481355281,"EIF3A","Eukaryotic translation initiation factor 3 subunit A","EIF3A_HUMAN"
-0.470207929611199,12.2914155721664,-11.8329268664712,3.50888288421336e-06,4.42758484529674e-05,4.28308346629489,"COG5_HUMAN",36,-13.5828957610724,6.577471616522e-07,9.95701580157826e-06,0.0287368297576878,"Non-significant",5.00187080365482,"COG5","Conserved oligomeric Golgi complex subunit 5","COG5_HUMAN"
-2.85738551616669,8.85076647996903,-14.1941620784301,9.23885155453248e-07,1.62141259316633e-05,5.77047778672686,"DMBT1_HUMAN",1,-13.5726544101617,6.6167064012467e-07,9.99775712098989e-06,-0.260121464729309,"Non-significant",5.00009741792301,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
-0.589733600616473,10.5581488609314,-12.670937800991,2.12907289963959e-06,2.98880579717572e-05,4.84023868716048,"NUDC1_HUMAN",24,-13.5432242491896,6.73091670467361e-07,1.01514234464167e-05,0.2611653804779,"Non-significant",4.99347305611728,"NUDCD1","NudC domain-containing protein 1","NUDC1_HUMAN"
-0.739822626113892,10.173800110817,-13.1229371426956,1.64651621508923e-06,2.48300586462829e-05,5.12675367609941,"TRIM5_HUMAN",18,-13.4894651926632,6.94527109929088e-07,1.0455274526836e-05,0.636068820953348,"Up in CM",4.98066455931453,"TRIM5","Tripartite motif-containing protein 5","TRIM5_HUMAN"
0.4731261730194,13.2899242639542,12.1104601463534,2.96345249380253e-06,3.87205370929368e-05,4.47151120620647,"ANT3_HUMAN",28,13.4788525426649,6.98848232690516e-07,1.05008417778719e-05,0.487623453140225,"Non-significant",4.97877588523183,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-1.90443992614746,8.4469358921051,-13.2789331786424,1.50960831130671e-06,2.33313558817956e-05,5.22350339837528,"OLFL3_HUMAN",10,-13.4698466396846,7.02538704195582e-07,1.05367819701349e-05,0.107656717300451,"Non-significant",4.97729200639169,"OLFML3","Olfactomedin-like protein 3","OLFL3_HUMAN"
-0.564413309097299,12.0998564958572,-13.0333919260541,1.73139130739855e-06,2.56359654529778e-05,5.07073042271644,"BIEA_HUMAN",19,-13.4652922573424,7.04413299926337e-07,1.05454050103363e-05,0.296941399574275,"Non-significant",4.9769367359457,"BLVRA","Biliverdin reductase A","BIEA_HUMAN"
0.469717502593973,14.8494966030121,12.0819108832826,3.01491072669199e-06,3.92664295929034e-05,4.45231151226045,"ALAT1_HUMAN",28,13.4571699891517,7.07770330752535e-07,1.05761481836576e-05,0.0469968318939209,"Non-significant",4.97567247286468,"GPT","Alanine aminotransferase 1","ALAT1_HUMAN"
0.436700820922876,12.615923166275,12.5335128490529,2.30597921664238e-06,3.19841288270706e-05,4.75124401534062,"NXP20_HUMAN",22,13.4477179480312,7.11699491550311e-07,1.06153119015427e-05,-0.14916372299195,"Non-significant",4.97406724076988,"FAM114A1","Protein NOXP20","NXP20_HUMAN"
0.533920049667374,9.79227721691132,12.2124929197663,2.78745801432244e-06,3.70170774602492e-05,4.53979147735012,"ZHX2_HUMAN",29,13.4442844826949,7.13132791936521e-07,1.06171733463723e-05,0.285765409469599,"Non-significant",4.9739910918678,"ZHX2","Zinc fingers and homeoboxes protein 2","ZHX2_HUMAN"
0.41867113113403,17.14084649086,11.2159782878437,5.17633027355044e-06,5.89898087634667e-05,3.8493752099957,"UGDH_HUMAN",45,13.4376716183426,7.15902427102537e-07,1.06388869844505e-05,0.19543921947479,"Non-significant",4.97310380454054,"UGDH","UDP-glucose 6-dehydrogenase","UGDH_HUMAN"
-0.668624401092529,9.2057421207428,-13.2038202340022,1.57386121297005e-06,2.404954780045e-05,5.17705137647116,"SCOT1_HUMAN",17,-13.4220413897505,7.22496650879555e-07,1.07137850088282e-05,-0.649785757064819,"Up in BD",4.97005707276775,"OXCT1","Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial","SCOT1_HUMAN"
0.631844043731725,13.3424007892609,13.6149940831936,1.2560836125238e-06,2.0589621074784e-05,5.42836063703188,"VISL1_HUMAN",15,13.4176034563837,7.24381313388606e-07,1.07137850088282e-05,0.254865646362301,"Non-significant",4.97005707276775,"VSNL1","Visinin-like protein 1","VISL1_HUMAN"
0.42223644256595,10.4062795639038,11.5420162485022,4.20506074535939e-06,5.00420268961401e-05,4.08119572221724,"DP13B_HUMAN",34,13.4151597388241,7.2542143387414e-07,1.07137850088282e-05,-0.0660414695740243,"Non-significant",4.97005707276775,"APPL2","DCC-interacting protein 13-beta","DP13B_HUMAN"
-0.743695974350025,10.5627611875534,-12.2964064477914,2.65150291041355e-06,3.56787638724636e-05,4.59555453388085,"PLXC1_HUMAN",46,-13.4132767551125,7.2622402697258e-07,1.07137850088282e-05,-0.229446172714225,"Non-significant",4.97005707276775,"PLXNC1","Plexin-C1","PLXC1_HUMAN"
-0.578776836395299,11.9214806556702,-12.9656499228797,1.79887706049567e-06,2.64421892551846e-05,5.02810904750345,"MGAT1_HUMAN",19,-13.397814513607,7.32852212732505e-07,1.07845788663704e-05,0.310247182846075,"Non-significant",4.96719680926171,"MGAT1","Alpha-1,3-mannosyl-glycoprotein 2-beta-N-acetylglucosaminyltransferase","MGAT1_HUMAN"
-0.415630817413298,12.1672484874726,-10.8177001626685,6.72231662354279e-06,7.22448703091738e-05,3.55782469960483,"HIP1R_HUMAN",75,-13.3958921389979,7.33680987704767e-07,1.07845788663704e-05,-0.2463762760162,"Non-significant",4.96719680926171,"HIP1R","Huntingtin-interacting protein 1-related protein","HIP1R_HUMAN"
0.398551225662226,15.1910225152969,10.96282602753,6.10571345624063e-06,6.69483229512655e-05,3.66515644781889,"G6PE_HUMAN",49,13.3870071943672,7.37525094544711e-07,1.08214803203179e-05,-0.0191104412079,"Non-significant",4.96571332601584,"H6PD","GDH/6PGL endoplasmic bifunctional protein","G6PE_HUMAN"
-0.364762306213372,11.9210488796234,-10.7150241188981,7.20083235384567e-06,7.56833597397717e-05,3.48111021589931,"ANFY1_HUMAN",47,-13.379975422067,7.40583369553821e-07,1.08462467884373e-05,-0.216149926185607,"Non-significant",4.96472051813428,"ANKFY1","Rabankyrin-5","ANFY1_HUMAN"
0.524346828460725,12.1457388401031,14.8991672270837,6.45561095250299e-07,1.2412518310097e-05,6.16946675223381,"PTGR2_HUMAN",13,13.3769890598753,7.41886488486896e-07,1.08462467884373e-05,-0.188717365264875,"Non-significant",4.96472051813428,"PTGR2","Prostaglandin reductase 2","PTGR2_HUMAN"
-0.711989879608153,13.5042941570282,-12.2001877305413,2.80804641020449e-06,3.72295564908485e-05,4.53158470067004,"ITIH2_HUMAN",47,-13.3722965920194,7.43939255009085e-07,1.08566962502585e-05,-0.224126338958751,"Non-significant",4.96430231273694,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.470007658004727,10.8274945020676,11.678209029002,3.8614697270157e-06,4.71157373909856e-05,4.17628072634475,"LONP2_HUMAN",36,13.3672576789932,7.46150644419605e-07,1.08694189027301e-05,-0.333609104156492,"Non-significant",4.9637936734007,"LONP2","Lon protease homolog 2, peroxisomal","LONP2_HUMAN"
0.521492242813089,9.92737543582916,12.6749711662571,2.12411662211316e-06,2.98701599165099e-05,4.8428371129872,"THNS2_HUMAN",21,13.3503949370329,7.536046384739e-07,1.09583298146545e-05,0.13527989387515,"Non-significant",4.96025563267216,"THNSL2","Threonine synthase-like 2","THNS2_HUMAN"
0.455180644988999,16.9223372936249,10.7638392377828,6.96872016910655e-06,7.39836745694777e-05,3.51766362022429,"AHNK_HUMAN",315,13.3468034880556,7.55202921470464e-07,1.09619257688933e-05,-0.106588602066049,"Non-significant",4.96011314317507,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
0.372235298156738,9.51388359069824,10.5281804443475,8.17306781083378e-06,8.30716449955987e-05,3.33982045813347,"UBR1_HUMAN",61,13.3186280733972,7.67873855297769e-07,1.11259436819395e-05,0.183523058891298,"Non-significant",4.95366314273106,"UBR1","E3 ubiquitin-protein ligase UBR1","UBR1_HUMAN"
-1.25327098369599,8.77019435167312,-12.8801305658792,1.88834057492735e-06,2.72149119448678e-05,4.97400534449672,"MRTFA_HUMAN",18,-13.3123821115894,7.70714809269258e-07,1.1147201359021e-05,0.0106087923049909,"Non-significant",4.9528341538621,"MRTFA","Myocardin-related transcription factor A","MRTFA_HUMAN"
0.256120681762651,11.8123912811279,8.64751888812293,3.30550044108734e-05,0.000238195653454553,1.78170776325185,"LRBA_HUMAN",104,13.3088942845293,7.72306342245535e-07,1.11503445924916e-05,-0.203989267349201,"Non-significant",4.95271171088442,"LRBA","Lipopolysaccharide-responsive and beige-like anchor protein","LRBA_HUMAN"
-0.832790136337252,12.1048012971878,-12.9175554072869,1.84858748509825e-06,2.67847122394414e-05,4.99772315694762,"APOL3_HUMAN",18,-13.3039688833737,7.74560111481138e-07,1.11630208606713e-05,-0.0898780822754244,"Non-significant",4.95221826367894,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-0.542027473449707,9.55086326599121,-14.1094912257851,9.6560589313437e-07,1.67055996095784e-05,5.72129619937147,"HDAC2_HUMAN",14,-13.2938780876624,7.79200444477846e-07,1.1192597649994e-05,-0.051122903823849,"Non-significant",4.95106910791896,"HDAC2","Histone deacetylase 2","HDAC2_HUMAN"
-0.497876167297401,12.5533363819122,-16.0400728751528,3.73353817081154e-07,8.29928748682506e-06,6.77828058984484,"PDC10_HUMAN",12,-13.2926321528492,7.79775548005204e-07,1.1192597649994e-05,-0.122226953506473,"Non-significant",4.95106910791896,"PDCD10","Programmed cell death protein 10","PDC10_HUMAN"
1.7111756801605,15.0199974775314,12.7291031417427,2.05883949967057e-06,2.90529107831774e-05,4.87763668435275,"CP2C8_HUMAN",33,13.2905221180218,7.80750587860068e-07,1.1192597649994e-05,0.0124204158782995,"Non-significant",4.95106910791896,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.587435245513904,12.9377760887146,-13.11281301695,1.65587346864921e-06,2.48300586462829e-05,5.12043752685748,"ADPRS_HUMAN",17,-13.2596439819494,7.95176161206441e-07,1.13792934250953e-05,-0.0579081773757935,"Non-significant",4.94388470376774,"ADPRS","ADP-ribosylhydrolase ARH3","ADPRS_HUMAN"
-0.552121639251707,9.29202342033386,-13.3683235735646,1.43695912747592e-06,2.25086609272966e-05,5.27846530688793,"C1GLT_HUMAN",16,-13.2500321441552,7.99727166364701e-07,1.14050861055354e-05,-0.17549061775205,"Non-significant",4.9429014315607,"C1GALT1","Glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1","C1GLT_HUMAN"
0.848789215087892,8.77138733863831,12.4803372634989,2.37882423324338e-06,3.26649639144745e-05,4.71656569872285,"ABCA8_HUMAN",29,13.2499004018128,7.99789745384474e-07,1.14050861055354e-05,-0.59759902954102,"Up in BD",4.9429014315607,"ABCA8","ABC-type organic anion transporter ABCA8","ABCA8_HUMAN"
-0.8673675060272,10.9911814928055,-12.8473386383801,1.92396477759243e-06,2.75813607868992e-05,4.95317084578944,"MAON_HUMAN",18,-13.2389772258108,8.04997446830824e-07,1.14592092694479e-05,-0.141193866729735,"Non-significant",4.9408453493637,"ME3","NADP-dependent malic enzyme, mitochondrial","MAON_HUMAN"
-0.850890398025504,13.6044903993606,-18.7114739073944,1.18255946563422e-07,3.62086320911549e-06,8.05292782844974,"CD151_HUMAN",6,-13.2271240397322,8.10691425307078e-07,1.15200529333479e-05,-0.207027673721324,"Non-significant",4.93854552537391,"CD151","CD151 antigen","CD151_HUMAN"
-0.745149850845333,8.77735602855682,-12.858240409125,1.91203813791144e-06,2.74588981433866e-05,4.96010281880258,"S2512_HUMAN",18,-13.2231731234757,8.12599332458076e-07,1.15269772439945e-05,-0.0227761268615509,"Non-significant",4.93828456420259,"SLC25A12","Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial","S2512_HUMAN"
0.645738840103153,9.17981135845185,12.1223683494085,2.94228131721417e-06,3.85380383670815e-05,4.47950733513854,"TBC8B_HUMAN",34,13.2188253828799,8.14704664834539e-07,1.1536673037465e-05,-0.0339496135712256,"Non-significant",4.93791941559874,"TBC1D8B","TBC1 domain family member 8B","TBC8B_HUMAN"
0.283388376235974,12.9575868844986,9.08787110662185,2.33167366909279e-05,0.000180418126677027,2.1706516400332,"MYLK_HUMAN",102,13.203213689351,8.22314773478673e-07,1.16241499512299e-05,-0.0464673042297257,"Non-significant",4.93463879628646,"MYLK","Myosin light chain kinase, smooth muscle","MYLK_HUMAN"
2.67701542377472,8.20076864957809,12.9512203748115,1.81363161127052e-06,2.65628283282474e-05,5.01900356716051,"HBB_HUMAN",8,13.1977636883427,8.24990111353249e-07,1.16416865452526e-05,0.344370841979968,"Non-significant",4.93398409835983,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.458749771118171,13.7171597480774,13.5808309550754,1.2795328644841e-06,2.07788801387628e-05,5.40775365541188,"PON3_HUMAN",16,13.1846490352493,8.31467862743226e-07,1.17127261081572e-05,0.000838756561298837,"Non-significant",4.9313420121915,"PON3","Serum paraoxonase/lactonase 3","PON3_HUMAN"
-0.420184850692776,14.791592001915,-11.9226367863153,3.32110651266515e-06,4.22814374557847e-05,4.34442901944258,"APOA1_HUMAN",25,-13.1816776686711,8.32943397452036e-07,1.17131763031643e-05,-0.082538962364195,"Non-significant",4.93132531979656,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
0.845940351486249,11.6117137670517,15.472255616406,4.87987090027504e-07,1.00241196164131e-05,6.48069518381953,"ANGL8_HUMAN",8,13.1269104793878,8.60670468458631e-07,1.20821456419954e-05,-0.87874960899352,"Up in BD",4.9178559334523,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN"
0.517092227935805,17.9676458835602,12.3372230653611,2.58808167649464e-06,3.49994912051292e-05,4.62255187884979,"TPIS_HUMAN",22,13.0929456494336,8.78383075386933e-07,1.22883209207598e-05,-0.0361535549164245,"Non-significant",4.91050745516615,"TPI1","Triosephosphate isomerase","TPIS_HUMAN"
0.341960668563848,12.5535103082657,11.0185101740619,5.88620851531854e-06,6.50690679745158e-05,3.70600247073911,"SAHH2_HUMAN",30,13.0929396069862,8.78386262514256e-07,1.22883209207598e-05,0.18162035942078,"Non-significant",4.91050745516615,"AHCYL1","S-adenosylhomocysteine hydrolase-like protein 1","SAHH2_HUMAN"
0.872200727462774,12.5563670396805,20.8974984973092,5.16199951510574e-08,2.04640887808808e-06,8.96795275327792,"CRP_HUMAN",5,13.0694107582308,8.90895207143109e-07,1.24418652508764e-05,0.4014844894409,"Non-significant",4.90511450650707,"CRP","C-reactive protein","CRP_HUMAN"
-0.615926742553699,12.1919441223144,-13.2289035009257,1.55206824230672e-06,2.38062036258539e-05,5.19259104381613,"STK24_HUMAN",15,-13.0411653208063,9.06175183826153e-07,1.26335145044079e-05,0.37861156463625,"Non-significant",4.89847581670142,"STK24","Serine/threonine-protein kinase 24","STK24_HUMAN"
-1.05722069740295,9.68685281276703,-13.2509401182846,1.53320235500159e-06,2.35922517632836e-05,5.2062205015973,"S15A1_HUMAN",11,-13.0282674838382,9.13249699854848e-07,1.27103054281685e-05,-0.476281881332424,"Non-significant",4.89584401324029,"SLC15A1","Solute carrier family 15 member 1","S15A1_HUMAN"
-0.570705890655505,9.7037432193756,-12.4800531584416,2.37922031962711e-06,3.26649639144745e-05,4.7163800538696,"IL1AP_HUMAN",20,-13.0065886278046,9.25280025943307e-07,1.28395902127674e-05,-0.258809566497801,"Non-significant",4.89144883695049,"IL1RAP","Interleukin-1 receptor accessory protein","IL1AP_HUMAN"
0.496787309646624,14.1733046770096,14.0104187841031,1.01714161963958e-06,1.73749202142222e-05,5.66339278166338,"PON1_HUMAN",14,13.0058308068336,9.25703755788626e-07,1.28395902127674e-05,-0.0990421772003156,"Non-significant",4.89144883695049,"PON1","Serum paraoxonase/arylesterase 1","PON1_HUMAN"
0.447254657745351,15.726904630661,12.7959278060393,1.98134919431932e-06,2.81552843479982e-05,4.92040698899008,"CAH2_HUMAN",18,12.9843955761205,9.37779315937387e-07,1.29734972018719e-05,0.755126237869275,"Up in CM",4.88694293750521,"CA2","Carbonic anhydrase 2","CAH2_HUMAN"
-0.554402351379377,10.35524559021,-11.6276901707157,3.98509600232839e-06,4.80723039158167e-05,4.14112828861625,"COG3_HUMAN",39,-12.983027568276,9.38555935112008e-07,1.29734972018719e-05,0.21316266059875,"Non-significant",4.88694293750521,"COG3","Conserved oligomeric Golgi complex subunit 3","COG3_HUMAN"
0.510519027709972,12.4753177165985,14.4049763464645,8.28551678516552e-07,1.50399738690902e-05,5.89173003752785,"OXDA_HUMAN",13,12.9558033319911,9.5416149615092e-07,1.31567877738436e-05,-0.239129662513735,"Non-significant",4.88085013065985,"DAO","D-amino-acid oxidase","OXDA_HUMAN"
1.75198674201965,8.70727860927582,12.6319164362804,2.17770110939796e-06,3.03605958791324e-05,4.81506018065387,"CP39A_HUMAN",13,12.9542529183059,9.55058910376375e-07,1.31567877738436e-05,-0.087984085083006,"Non-significant",4.88085013065985,"CYP39A1","24-hydroxycholesterol 7-alpha-hydroxylase","CP39A_HUMAN"
0.551699638366706,16.7708849906921,12.233530420502,2.75265133943594e-06,3.67957380035968e-05,4.55380455664856,"DCXR_HUMAN",22,12.9402583367951,9.63202073747064e-07,1.32261612837424e-05,0.118430376052857,"Non-significant",4.87856618568373,"DCXR","L-xylulose reductase","DCXR_HUMAN"
0.715477466583252,17.1537606716156,13.119565794891,1.64962556589589e-06,2.48300586462829e-05,5.12465089544753,"DOPD_HUMAN",14,12.9399544141219,9.63379778247689e-07,1.32261612837424e-05,-0.166983842849731,"Non-significant",4.87856618568373,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
0.762505531311024,11.133903503418,13.5045679617493,1.33367913646099e-06,2.13133111798623e-05,5.36157577394381,"ABCG8_HUMAN",12,12.9372120553955,9.64984900169519e-07,1.32261612837424e-05,0.721538305282593,"Up in CM",4.87856618568373,"ABCG8","ATP-binding cassette sub-family G member 8","ABCG8_HUMAN"
0.777624607086178,9.07148599624634,12.2610543858189,2.70784882943636e-06,3.63766314603421e-05,4.57210484118058,"ZBT20_HUMAN",24,12.9172232105912,9.76775129916657e-07,1.33651828063132e-05,0.46102023124695,"Non-significant",4.87402509667324,"ZBTB20","Zinc finger and BTB domain-containing protein 20","ZBT20_HUMAN"
-0.353590250015301,12.242751955986,-10.6728546304077,7.40835228330941e-06,7.72639722709159e-05,3.44941387128476,"PYRG1_HUMAN",36,-12.9097356779166,9.81232920393502e-07,1.34035756162843e-05,-0.371337413787876,"Non-significant",4.8727793312414,"CTPS1","CTP synthase 1","PYRG1_HUMAN"
0.496684551238998,12.1342604160309,12.8210920785903,1.95302378909352e-06,2.78993574378606e-05,4.93645930882756,"AAKB2_HUMAN",17,12.8607258798011,1.01097863810441e-06,1.37866902009734e-05,0.115018844604501,"Non-significant",4.86053998327903,"PRKAB2","5'-AMP-activated protein kinase subunit beta-2","AAKB2_HUMAN"
-0.80195188522336,10.5550634860992,-12.1209830120718,2.94473549267815e-06,3.85380383670815e-05,4.47857747837085,"EPHA2_HUMAN",25,-12.7844058225033,1.05932570442524e-06,1.4421759674004e-05,0.0261769294738539,"Non-significant",4.84098174585203,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.652253627777078,12.2057909965515,-13.328158221048,1.46910363258757e-06,2.29236670669529e-05,5.25381229333704,"STX12_HUMAN",13,-12.7599983280382,1.07532793043763e-06,1.46150935135191e-05,0.139463424682624,"Non-significant",4.83519840149879,"STX12","Syntaxin-12","STX12_HUMAN"
0.336838006973274,12.6182581186295,10.1335175985587,1.0751235936434e-05,0.000101910664004937,3.03396158615787,"SRBS1_HUMAN",46,12.7544263732656,1.07901878247086e-06,1.46407331119875e-05,-0.00360798835754395,"Non-significant",4.83443717611101,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
0.420654296875004,13.1783401966095,10.9679254824452,6.08523360717409e-06,6.68187101007186e-05,3.66890476365142,"PTN11_HUMAN",37,12.7396247550233,1.08889222360569e-06,1.47256068727001e-05,0.0331808328628549,"Non-significant",4.83192679799866,"PTPN11","Tyrosine-protein phosphatase non-receptor type 11","PTN11_HUMAN"
-0.460911273956304,11.4702634811401,-10.9380566649275,6.20629747933031e-06,6.77764438052303e-05,3.64692771514215,"PRG4_HUMAN",49,-12.7396077292409,1.08890363860242e-06,1.47256068727001e-05,0.344461917877201,"Non-significant",4.83192679799866,"PRG4","Proteoglycan 4","PRG4_HUMAN"
-0.542833805084223,12.7141215801239,-11.6185105075537,4.00803441108275e-06,4.82510255363878e-05,4.13472592879856,"GALT2_HUMAN",30,-12.7326006048208,1.09361295258504e-06,1.47646846876456e-05,0.0766801834106996,"Non-significant",4.83077582332659,"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2","GALT2_HUMAN"
0.646642923355095,14.7529286146164,13.3028838499871,1.48974560994878e-06,2.31124204189759e-05,5.23826345798522,"IDI1_HUMAN",13,12.723135386067,1.10001043433191e-06,1.48263864853307e-05,-0.225673675537109,"Non-significant",4.82896468313922,"IDI1","Isopentenyl-diphosphate Delta-isomerase 1","IDI1_HUMAN"
-0.448058128356951,11.1456665992737,-12.0107210341414,3.14766141868614e-06,4.06689884573556e-05,4.40425380019333,"SMOC1_HUMAN",21,-12.6958498856051,1.11868758234827e-06,1.50250976407179e-05,-0.18970513343811,"Non-significant",4.82318269704987,"SMOC1","SPARC-related modular calcium-binding protein 1","SMOC1_HUMAN"
-0.606025218963634,9.64778065681458,-11.9909940650522,3.18560170116799e-06,4.08986901950586e-05,4.3908906668881,"COG6_HUMAN",23,-12.6946788977739,1.11949701924722e-06,1.50250976407179e-05,-0.37955045700075,"Non-significant",4.82318269704987,"COG6","Conserved oligomeric Golgi complex subunit 6","COG6_HUMAN"
-0.333076477050799,16.6029496192932,-9.81892518713026,1.34686295317531e-05,0.000119572921741068,2.78260894933633,"LMNA_HUMAN",61,-12.6926837816968,1.12087763536638e-06,1.50250976407179e-05,-0.122619628906275,"Non-significant",4.82318269704987,"LMNA","Prelamin-A/C","LMNA_HUMAN"
0.875484943389894,9.87593579292298,13.1902923662261,1.58575744340749e-06,2.40951983067572e-05,5.16865907900516,"A1BG_HUMAN",11,12.6891275275099,1.12334327218302e-06,1.50250976407179e-05,-1.25241494178772,"Up in BD",4.82318269704987,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
-0.3824141025543,12.7175217866898,-10.8590747606712,6.53967682902426e-06,7.04687088853955e-05,3.58855466836352,"CADH2_HUMAN",33,-12.6881643458813,1.12401211090902e-06,1.50250976407179e-05,0.463689804077175,"Non-significant",4.82318269704987,"CDH2","Cadherin-2","CADH2_HUMAN"
-0.513635635375973,9.52710008621216,-11.1045666794118,5.56420063137225e-06,6.22729985144199e-05,3.7687654030868,"ZFY16_HUMAN",51,-12.6836513341654,1.12715189913868e-06,1.50422870223869e-05,0.963543295860291,"Up in CM",4.8226861287914,"ZFYVE16","Zinc finger FYVE domain-containing protein 16","ZFY16_HUMAN"
-0.995576143264769,9.15160071849823,-12.2298796489831,2.75865633714074e-06,3.68153577624341e-05,4.55137436752616,"RTN1_HUMAN",19,-12.6640654071626,1.140892132223e-06,1.52006547797331e-05,-2.37407124042511,"Up in BD",4.81813770408811,"RTN1","Reticulon-1","RTN1_HUMAN"
-0.463689565658575,10.555694937706,-10.9678196827326,6.08565772300112e-06,6.68187101007186e-05,3.66882701220161,"M4K4_HUMAN",44,-12.6555911520711,1.14689500137828e-06,1.52439193229927e-05,0.00953435897827326,"Non-significant",4.81690335835643,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
-0.527244091033925,10.395546913147,-11.8757696873188,3.41775670857308e-06,4.32631481019687e-05,4.31243308228762,"FSCN1_HUMAN",23,-12.6541817219982,1.14789680876862e-06,1.52439193229927e-05,0.707558155059798,"Up in CM",4.81690335835643,"FSCN1","Fascin","FSCN1_HUMAN"
-0.717487573623671,10.234793305397,-12.9963113092073,1.76797153590152e-06,2.60824018950999e-05,5.04742599336379,"HLAE_HUMAN",13,-12.6426094251995,1.15615930933108e-06,1.53285565946281e-05,-0.113584518432599,"Non-significant",4.81449873832901,"HLA-E","HLA class I histocompatibility antigen, alpha chain E","HLAE_HUMAN"
0.660162448883051,13.6197743415833,12.2164728669263,2.78083536590454e-06,3.69896691130318e-05,4.54244422153977,"RGN_HUMAN",19,12.6356893438128,1.16113188742371e-06,1.53693705294551e-05,0.30072188377385,"Non-significant",4.81334391917444,"RGN","Regucalcin","RGN_HUMAN"
0.436777353286748,16.1807249784469,11.1358741264942,5.45200361378224e-06,6.12708550169378e-05,3.79149045153985,"FAAA_HUMAN",32,12.630973409117,1.16453430576769e-06,1.53893018843633e-05,-0.243827342987077,"Non-significant",4.81278108092521,"FAH","Fumarylacetoacetase","FAAA_HUMAN"
0.379188776016225,11.1541239023209,11.5549491832684,4.17099769336445e-06,4.97698165940576e-05,4.09026867172072,"GLPK_HUMAN",23,12.6142119673763,1.17671761728846e-06,1.55250191002903e-05,-0.0990438461303711,"Non-significant",4.80896785684249,"GK","Glycerol kinase","GLPK_HUMAN"
1.1604416370392,10.2699483633041,12.0588326312211,3.05724308239521e-06,3.97539589271711e-05,4.43676070244702,"FMO4_HUMAN",25,12.6010881325241,1.18635622876691e-06,1.56267766886603e-05,0.359564781188972,"Non-significant",4.80613059400209,"FMO4","Dimethylaniline monooxygenase [N-oxide-forming] 4","FMO4_HUMAN"
1.93177974224091,7.27834898233414,12.2432262664287,2.73677432718365e-06,3.67044411417656e-05,4.5602555008502,"HXK4_HUMAN",13,12.5856701038761,1.19779254493929e-06,1.57518455585695e-05,0.495805740356448,"Non-significant",4.80266855495715,"GCK","Hexokinase-4","HXK4_HUMAN"
