"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.510677576065072,12.0946439504623,-10.2144951534759,1.15337195572492e-05,0.000114968796667715,2.87491357389158,"RNPS1_HUMAN",7,-8.25418602811637,3.23922959782465e-05,0.000212991158482571,0.0892241001129133,"Non-significant",3.67163842426984,"RNPS1","RNA-binding protein with serine-rich domain 1","RNPS1_HUMAN"
0.749879121780392,9.08761346340179,10.2610559696454,1.11698063260557e-05,0.000112168079863386,2.91079820359491,"DYLT3_HUMAN",4,8.2528956048673,3.24294042260552e-05,0.000213062498696528,0.0365061759948748,"Non-significant",3.67149298408396,"DYNLT3","Dynein light chain Tctex-type 3","DYLT3_HUMAN"
-0.74134349822998,8.55675673484802,-7.8204774080544,7.31343743343237e-05,0.000466886163138239,0.810242550184793,"ZFY26_HUMAN",49,-8.24970527994658,3.25213500941177e-05,0.000213493717365429,0.218981623649593,"Non-significant",3.67061490074984,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
-0.178633451461774,12.9344607591629,-6.71554921465511,0.000201557418139126,0.00102297036653817,-0.318943828994923,"TNPO1_HUMAN",34,-8.24669413659374,3.26083975628319e-05,0.000213866618318008,-0.234862327575685,"Non-significant",3.66985699762416,"TNPO1","Transportin-1","TNPO1_HUMAN"
0.205742597579999,14.4204920530319,6.85961736318768,0.000175372656943294,0.000918640244311096,-0.16419419211061,"ACSS3_HUMAN",39,8.24586520772403,3.26324060054947e-05,0.000213866618318008,-0.54383218288422,"Up in BD",3.66985699762416,"ACSS3","Acyl-CoA synthetase short-chain family member 3, mitochondrial","ACSS3_HUMAN"
0.226158380508425,11.9555159807205,6.93638706731135,0.000162984941977071,0.000866618492268649,-0.0826967470338733,"EGFR_HUMAN",45,8.24500893508151,3.26572270268687e-05,0.000213866618318008,0.102362155914326,"Non-significant",3.66985699762416,"EGFR","Epidermal growth factor receptor","EGFR_HUMAN"
-0.406174898147581,9.11790573596954,-7.68101006124713,8.25821957919064e-05,0.000510933334917814,0.674712662380692,"NOL6_HUMAN",30,-8.23959273659378,3.2814714527697e-05,0.000214724672320753,0.17139410972595,"Non-significant",3.66811805133858,"NOL6","Nucleolar protein 6","NOL6_HUMAN"
-0.204865932464598,13.2860794067383,-7.14897792438801,0.000133483881044371,0.000743368710222394,0.139566068380752,"EIF3L_HUMAN",28,-8.23055202557109,3.30794748607142e-05,0.000216282722820173,0.104609608650205,"Non-significant",3.66497817165452,"EIF3L","Eukaryotic translation initiation factor 3 subunit L","EIF3L_HUMAN"
-0.420130014419549,12.1224519014359,-7.53682663862007,9.38096142217191e-05,0.000563413182675817,0.532567460178916,"IF2P_HUMAN",63,-8.22907895446168,3.312283859953e-05,0.00021639187793606,0.419888257980347,"Non-significant",3.66475904409111,"EIF5B","Eukaryotic translation initiation factor 5B","IF2P_HUMAN"
-0.587734699249271,9.12579941749573,-9.42597764524452,2.02593874207211e-05,0.000173952031250509,2.24455012885032,"RM20_HUMAN",7,-8.21955881999171,3.34046159122489e-05,0.000217968709540156,-0.684262633323668,"Up in BD",3.66160584698899,"MRPL20","Large ribosomal subunit protein bL20m","RM20_HUMAN"
-0.55904269218445,8.85949528217316,-8.20299296300429,5.2870727712321e-05,0.000361409506872597,1.17238909690215,"TSYL1_HUMAN",13,-8.21911123725888,3.34179288474185e-05,0.000217968709540156,-0.329719424247737,"Non-significant",3.66160584698899,"TSPYL1","Testis-specific Y-encoded-like protein 1","TSYL1_HUMAN"
-0.314515590667725,13.5550043582916,-10.0699543652455,1.27512314741439e-05,0.000123908373869705,2.76259672875669,"CATL1_HUMAN",11,-8.2025138937541,3.39157863168256e-05,0.000221038305361223,-0.724606037139893,"Up in BD",3.65553245769293,"CTSL","Procathepsin L","CATL1_HUMAN"
-0.320981502532927,12.0109899044037,-7.38904052244845,0.000107119905181503,0.000624033274878545,0.384675427940726,"FPRP_HUMAN",40,-8.19926857082314,3.40140933138457e-05,0.000221501085994016,0.820472359657284,"Up in BM1",3.65462414014045,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-0.884099125862117,7.53385311365128,-8.63980030176864,3.70484664179352e-05,0.000273531625582463,1.56965390143776,"KMCP1_HUMAN",6,-8.19602689218087,3.41126059046987e-05,0.000221936919796711,-0.104499816894535,"Non-significant",3.65377044571636,"SLC25A30","Kidney mitochondrial carrier protein 1","KMCP1_HUMAN"
0.196294784545875,15.9499063491821,7.41022112270449,0.000105088752085653,0.000615660746875805,0.406009633558607,"IVD_HUMAN",23,8.19526762257042,3.41357254013182e-05,0.000221936919796711,-0.511172533035278,"Up in BD",3.65377044571636,"IVD","Isovaleryl-CoA dehydrogenase, mitochondrial","IVD_HUMAN"
-0.20761847496035,12.7450813055039,-6.7674797165363,0.000191647199657595,0.000984639498064672,-0.262888623366715,"SPT5H_HUMAN",44,-8.18950528052367,3.43117548976624e-05,0.000222902785620202,0.191132307052575,"Non-significant",3.65188450409974,"SUPT5H","Transcription elongation factor SPT5","SPT5H_HUMAN"
-0.134753942489624,12.0874880552292,-5.63682947193888,0.000616190543962947,0.00236619501832246,-1.55768198339608,"U5S1_HUMAN",56,-8.18780050476606,3.4364025861655e-05,0.000223063764673175,-0.0298488140106254,"Non-significant",3.6515709724351,"EFTUD2","116 kDa U5 small nuclear ribonucleoprotein component","U5S1_HUMAN"
0.228609085083029,11.5015053749085,7.69001114078795,8.19328261843798e-05,0.000509037482128681,0.683517494332282,"NIF3L_HUMAN",21,8.18650453400191,3.44038214155471e-05,0.000223143570716027,0.181041717529297,"Non-significant",3.65141562167479,"NIF3L1","NIF3-like protein 1","NIF3L_HUMAN"
0.266728878021199,10.7644934654236,7.1188377369939,0.00013727825749035,0.000758770968172137,0.108356221935649,"PTPRK_HUMAN",47,8.18472241260158,3.4458628858368e-05,0.000223320538783385,0.0713357925414737,"Non-significant",3.65107133304099,"PTPRK","Receptor-type tyrosine-protein phosphatase kappa","PTPRK_HUMAN"
-0.216562032699601,12.0561798810959,-7.93141194138475,6.64798814229978e-05,0.000435100378337962,0.916694094130303,"SPB9_HUMAN",19,-8.1815831136237,3.45554109730979e-05,0.000223769038017332,-0.0480072498321533,"Non-significant",3.65020000515555,"SERPINB9","Serpin B9","SPB9_HUMAN"
-0.704589605331424,10.1304248571396,-9.15144351566387,2.48872743057299e-05,0.000203280331100155,2.01444058152007,"TM115_HUMAN",6,-8.1740606166385,3.47885541494008e-05,0.000225099145429217,0.102979898452761,"Non-significant",3.64762615376039,"TMEM115","Transmembrane protein 115","TM115_HUMAN"
0.243302822113023,17.1948621273041,7.16949387642228,0.000130968115111809,0.000732374421789949,0.160753825004655,"HPT_HUMAN",33,8.17265701653189,3.48322486982806e-05,0.000225202283615816,-0.19957375526428,"Non-significant",3.64742720992762,"HP","Haptoglobin","HPT_HUMAN"
0.393111467361452,9.23121201992035,7.657025445629,8.4340820971322e-05,0.000518054960280668,0.651211639444996,"REPS2_HUMAN",26,8.15972828828976,3.52376025774437e-05,0.000227641645950142,0.06674015522003,"Non-significant",3.64274828291049,"REPS2","RalBP1-associated Eps domain-containing protein 2","REPS2_HUMAN"
0.215505838394174,12.0857163667679,6.81277219122859,0.000183445822320292,0.000951713172830468,-0.214251898847493,"CERU_HUMAN",44,8.15861944801862,3.52726111313506e-05,0.000227686528814462,0.162957429885865,"Non-significant",3.64266266387152,"CP","Ceruloplasmin","CERU_HUMAN"
-0.379807949066175,10.4896929264069,-8.33171955570455,4.75341592769077e-05,0.000331635570397961,1.29121679341843,"SIL1_HUMAN",14,-8.15399675475109,3.54189765064723e-05,0.00022827529396758,0.0678849220276003,"Non-significant",3.64154108927263,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.910853028297419,7.70461970567703,8.15284968345562,5.51286063881955e-05,0.000373695498942204,1.12569439588218,"TGFB2_HUMAN",9,8.15383555756548,3.54240925428845e-05,0.00022827529396758,0.292512178421021,"Non-significant",3.64154108927263,"TGFB2","Transforming growth factor beta-2 proprotein","TGFB2_HUMAN"
-1.15069651603699,8.27056181430817,-9.3095317604295,2.20927082803325e-05,0.000186535104044347,2.14765075917324,"CAR16_HUMAN",1,-8.15307564097087,3.54482216415024e-05,0.00022827529396758,-0.176137685775752,"Non-significant",3.64154108927263,"CARD16","Caspase recruitment domain-containing protein 16","CAR16_HUMAN"
-0.203438758850099,12.002251625061,-6.4350294734062,0.000266013544160038,0.00126003146369793,-0.627211316379027,"ZO1_HUMAN",99,-8.15022279895761,3.55389689150952e-05,0.000228678186976275,-0.296418786048887,"Non-significant",3.64077525965053,"TJP1","Tight junction protein ZO-1","ZO1_HUMAN"
-0.205060958862354,12.6928219795227,-7.89335298875694,6.86833072427562e-05,0.000445480699414647,0.880306490863322,"CSK21_HUMAN",19,-8.13593360867797,3.59973986380691e-05,0.000231444447344923,-0.107424020767224,"Non-significant",3.63555323404897,"CSNK2A1","Casein kinase II subunit alpha","CSK21_HUMAN"
-0.471381187438965,7.97641038894653,-9.19337686427582,2.41091652776143e-05,0.000199004849504133,2.04996339787927,"CCNH_HUMAN",9,-8.13404320224439,3.60585373906884e-05,0.000231653976554272,0.0822384357452268,"Non-significant",3.6351602403313,"CCNH","Cyclin-H","CCNH_HUMAN"
-0.23867082595828,16.161031961441,-7.652445191522,8.46814015267222e-05,0.000518614797993251,0.646717216861262,"CISY_HUMAN",21,-8.12829607285695,3.62451178432239e-05,0.000232668422610695,-0.502888917922999,"Up in BD",3.63326255447218,"CS","Citrate synthase, mitochondrial","CISY_HUMAN"
-0.239219665527379,10.9676594734192,-6.7837420394019,0.000188656359764645,0.000973764442194866,-0.245398491133592,"UACA_HUMAN",75,-8.12570853779234,3.63294718434304e-05,0.000233025560899284,0.101477384567275,"Non-significant",3.63259643799265,"UACA","Uveal autoantigen with coiled-coil domains and ankyrin repeats","UACA_HUMAN"
-0.847448348999025,9.19778776168823,-11.4124879145782,5.25323015887509e-06,6.40010653289977e-05,3.75530855475482,"EMP3_HUMAN",1,-8.12405247516878,3.63835740905482e-05,0.000233188246580338,-0.238670825958273,"Non-significant",3.63229334316663,"EMP3","Epithelial membrane protein 3","EMP3_HUMAN"
0.210316658019998,13.7072145938873,6.88934137650786,0.00017045586750292,0.000895776495413664,-0.132560864331865,"PLSI_HUMAN",35,8.11685951140307,3.66196027515693e-05,0.00023451575116514,0.0515053272247492,"Non-significant",3.62982798273835,"PLS1","Plastin-1","PLSI_HUMAN"
1.05657923221588,7.46668368577957,7.97077456497743,6.42838759474132e-05,0.000423720040160285,0.95418280003199,"P20D2_HUMAN",10,8.10525797400291,3.70038838684203e-05,0.000236789837309434,0.533092260360725,"Up in BM1",3.62563694086443,"PM20D2","Xaa-Arg dipeptidase","P20D2_HUMAN"
-0.521076917648317,8.77042758464813,-8.23143811539891,5.16360560570349e-05,0.000354076141330528,1.19877586037327,"MK67I_HUMAN",12,-8.09595366690466,3.73153090213493e-05,0.000238594497556524,-0.0213716030121009,"Non-significant",3.62233957620798,"NIFK","MKI67 FHA domain-interacting nucleolar phosphoprotein","MK67I_HUMAN"
-0.266702175140402,13.8341782093048,-7.15281868272922,0.000133008832464911,0.000741579613632323,0.143536057180075,"IMB1_HUMAN",37,-8.09442543277632,3.73667383205185e-05,0.000238705211745858,-0.660402655601505,"Up in BD",3.62213809876552,"KPNB1","Importin subunit beta-1","IMB1_HUMAN"
-0.271186828613304,10.0760157108307,-7.02150736815167,0.000150378017486716,0.000815074972536551,0.00689428843071127,"FA5_HUMAN",56,-8.09369158812612,3.73914621800574e-05,0.000238705211745858,0.257668972015379,"Non-significant",3.62213809876552,"F5","Coagulation factor V","FA5_HUMAN"
-0.732538938522339,9.58575785160065,-7.67377768720585,8.31081376444009e-05,0.000512805649313056,0.667632141278215,"MBB1A_HUMAN",48,-8.09198355175146,3.74490777523621e-05,0.000238885076165618,0.340432047843933,"Non-significant",3.62181098102187,"MYBBP1A","Myb-binding protein 1A","MBB1A_HUMAN"
0.153707027435324,12.0833501815796,5.86872337858848,0.000478879221072759,0.00195629969869756,-1.27891179302455,"MIA2_HUMAN",66,8.09028241530383,3.75065585489928e-05,0.000239063798952496,-0.00808763504027432,"Non-significant",3.621486183422,"MIA2","Melanoma inhibitory activity protein 2","MIA2_HUMAN"
0.275354385376,13.853059053421,7.41093952214761,0.000105020618598459,0.000615660746875805,0.4067324253205,"CPNE3_HUMAN",26,8.0880085058365,3.75835461584692e-05,0.000239235646344661,-0.126554965972925,"Non-significant",3.62117410956077,"CPNE3","Copine-3","CPNE3_HUMAN"
-0.37719893455505,12.7263852357864,-7.92597745063753,6.67896127276868e-05,0.000435986257178159,0.911506732605945,"PCNA_HUMAN",17,-8.08774472911415,3.75924881796208e-05,0.000239235646344661,-0.744457244873024,"Up in BD",3.62117410956077,"PCNA","Proliferating cell nuclear antigen","PCNA_HUMAN"
-0.462662220001203,14.5744152069092,-8.09040131907411,5.80930368243882e-05,0.000390204388073747,1.06721730791794,"RL7A_HUMAN",14,-8.08675422797193,3.76260872230984e-05,0.000239261811699232,0.00331282615661266,"Non-significant",3.62112661309479,"RPL7A","Large ribosomal subunit protein eL8","RL7A_HUMAN"
-0.421352386474652,13.2187643051147,-7.50991957081837,9.60885640330764e-05,0.000572019522057507,0.50580810335636,"LETM1_HUMAN",36,-8.08284486013972,3.77590237045241e-05,0.000239919121643311,-0.38642430305481,"Non-significant",3.61993513722086,"LETM1","Mitochondrial proton/calcium exchanger protein","LETM1_HUMAN"
-0.261873245239251,12.351193189621,-6.91612609998633,0.000166156688173419,0.000878875728708684,-0.104141020305352,"ZO2_HUMAN",66,-8.06963650565086,3.82120397503e-05,0.000242607582577413,-0.63018023967743,"Up in BD",3.61509562960272,"TJP2","Tight junction protein ZO-2","ZO2_HUMAN"
-0.673667907714844,8.86156105995178,-7.69570337394806,8.15251176795146e-05,0.00050834497215961,0.689081471856248,"TSR1_HUMAN",26,-8.06658667836856,3.83174970689993e-05,0.000243086920420532,-0.00215184688568204,"Non-significant",3.61423840825665,"TSR1","Pre-rRNA-processing protein TSR1 homolog","TSR1_HUMAN"
0.232026576995878,17.4293706417084,7.02473198279613,0.000149922298137677,0.000813148079605021,0.0102724610381681,"PGK1_HUMAN",33,8.05318185510061,3.87848570124693e-05,0.000245859632655606,0.144064188003526,"Non-significant",3.60931277160314,"PGK1","Phosphoglycerate kinase 1","PGK1_HUMAN"
0.228897809982275,14.3322614431381,7.08092935501277,0.000142222617578197,0.000781309626966482,0.0689620982781243,"MAOX_HUMAN",30,8.04830388204956,3.89564951856959e-05,0.000246754880512675,-0.369845151901245,"Non-significant",3.60773424875453,"ME1","NADP-dependent malic enzyme","MAOX_HUMAN"
0.248477697372426,11.6148475408554,8.96911941686054,2.86148673052248e-05,0.000224966331170393,1.85837819156857,"ACATN_HUMAN",14,8.03429978963373,3.94539509993003e-05,0.000249710887994011,-0.385467290878296,"Non-significant",3.60256252095411,"SLC33A1","Acetyl-coenzyme A transporter 1","ACATN_HUMAN"
-0.448423147201552,10.752960562706,-10.7738769572673,7.91186488342742e-06,8.63242225084178e-05,3.29682575591952,"F13A_HUMAN",7,-8.03116546314162,3.95662521716397e-05,0.000250226477101079,-0.3336580991745,"Non-significant",3.60166673840554,"F13A1","Coagulation factor XIII A chain","F13A_HUMAN"
0.1783256530762,11.9829092025757,6.31132145317274,0.000301488550819123,0.00138364146003753,-0.766154734429177,"PLMN_HUMAN",50,8.02553403989815,3.97689153873728e-05,0.000251312289293725,-1.24558997154234,"Up in BD",3.59978627367581,"PLG","Plasminogen","PLMN_HUMAN"
-0.336416721344023,14.7579152584076,-8.30305726279146,4.86680116017872e-05,0.000337803461194954,1.26488779254381,"RS8_HUMAN",14,-8.00616024076379,4.04749878804601e-05,0.000255575137480197,-0.164124727249149,"Non-significant",3.5924813969156,"RPS8","Small ribosomal subunit protein eS8","RS8_HUMAN"
-0.403670787811272,10.4586446285248,-7.41406145478137,0.000104725105298771,0.000615307389134127,0.409872823289877,"ZW10_HUMAN",37,-8.00520720558078,4.05100782554812e-05,0.000255597803238705,-0.0889561176300511,"Non-significant",3.59244288308566,"ZW10","Centromere/kinetochore protein zw10 homolog","ZW10_HUMAN"
-0.384373426437374,10.7089601755142,-8.00547734998056,6.24150505189741e-05,0.000413079706289524,0.987111692465286,"U3IP2_HUMAN",15,-7.98932154654766,4.10999815858019e-05,0.00025911829882455,-0.0367445945739515,"Non-significant",3.58650191623876,"RRP9","U3 small nucleolar RNA-interacting protein 2","U3IP2_HUMAN"
0.455995321273823,10.3929976224899,9.61004119824659,1.76997182913555e-05,0.000158341250513846,2.39565397672312,"NRK1_HUMAN",8,7.97752739675808,4.15441161780918e-05,0.000261715030022544,0.30517506599426,"Non-significant",3.58217133556257,"NMRK1","Nicotinamide riboside kinase 1","NRK1_HUMAN"
-0.297498464584351,10.4602307081222,-7.89704265589785,6.84661537936291e-05,0.000444427497505205,0.883840198429338,"MRT4_HUMAN",17,-7.97277997840165,4.17243918916762e-05,0.000262646792714554,0.180497646331785,"Non-significant",3.58062789817279,"MRTO4","mRNA turnover protein 4 homolog","MRT4_HUMAN"
-0.157444238662723,14.1758617162704,-7.01600266218127,0.00015115954740907,0.00081805208783701,0.00112479014329203,"HNRPQ_HUMAN",23,-7.96927348084469,4.18581030026325e-05,0.000263284223072372,-0.189708352088931,"Non-significant",3.57957516458516,"SYNCRIP","Heterogeneous nuclear ribonucleoprotein Q","HNRPQ_HUMAN"
-1.28048777580261,9.47496736049652,-8.62991016153933,3.73417323724557e-05,0.000275196018592285,1.56084284619595,"CCGL_HUMAN",2,-7.96428147296716,4.20492812381736e-05,0.000264281849702975,-0.429820060729952,"Non-significant",3.57793266223536,"TMEM37","Voltage-dependent calcium channel gamma-like subunit","CCGL_HUMAN"
-0.744457244873026,10.6033449172974,-7.52982258733314,9.43969626540157e-05,0.000566102701385575,0.525608961825521,"CKAP5_HUMAN",96,-7.95957283592757,4.22304956084563e-05,0.000265215357095212,-0.169400453567524,"Non-significant",3.57640133204476,"CKAP5","Cytoskeleton-associated protein 5","CKAP5_HUMAN"
-0.288106441497831,11.6025180816651,-7.18941312184113,0.000128576075795359,0.000721983584085496,0.181281869366366,"TAOK3_HUMAN",32,-7.95014970440495,4.25957580636735e-05,0.000267302382775442,-0.808929920196531,"Up in BD",3.57299716985695,"TAOK3","Serine/threonine-protein kinase TAO3","TAOK3_HUMAN"
-0.484964847564678,10.1466019153595,-7.41580294834103,0.000104560664328196,0.000614786398810854,0.411624177825416,"NAT10_HUMAN",46,-7.94691115899037,4.27220999520144e-05,0.000267853193032989,0.342257857322693,"Non-significant",3.57210317210859,"NAT10","RNA cytidine acetyltransferase","NAT10_HUMAN"
-0.491203308105463,8.34962964057922,-7.58692835731919,8.97253879247423e-05,0.00054330731165773,0.582198151615762,"PFKAM_HUMAN",22,-7.94542187593017,4.27803392815426e-05,0.000267853193032989,-0.176483869552614,"Non-significant",3.57210317210859,"PFKM","ATP-dependent 6-phosphofructokinase, muscle type","PFKAM_HUMAN"
-0.151748895645152,12.6435366868973,-5.76507717205618,0.000535544004316743,0.00212519261789434,-1.40263015707327,"DCTN1_HUMAN",68,-7.94536498685514,4.27825657099771e-05,0.000267853193032989,0.164883613586399,"Non-significant",3.57210317210859,"DCTN1","Dynactin subunit 1","DCTN1_HUMAN"
-0.246439456939722,12.9519362449646,-8.19214741990986,5.33501647842412e-05,0.000364073370108774,1.16230895600857,"MARE1_HUMAN",16,-7.94306444685778,4.28727081729113e-05,0.000268210604560526,-0.172971248626702,"Non-significant",3.57152405492934,"MAPRE1","Microtubule-associated protein RP/EB family member 1","MARE1_HUMAN"
0.157148361206055,10.2524831295013,6.40059113006291,0.000275398775332196,0.00129616337763656,-0.665703737293039,"MRPP3_HUMAN",31,7.93891914682247,4.30356666764177e-05,0.000269022649778469,-0.472583532333372,"Non-significant",3.57021115397638,"PRORP","Mitochondrial ribonuclease P catalytic subunit","MRPP3_HUMAN"
-0.180989265441891,9.77630305290222,-6.82265996450783,0.000181707882349158,0.000943299908753085,-0.203665246199789,"MTA70_HUMAN",27,-7.92837261552487,4.34533754134304e-05,0.000271424702159026,-0.354252099990852,"Non-significant",3.56635063006181,"METTL3","N6-adenosine-methyltransferase catalytic subunit","MTA70_HUMAN"
-0.372215270996097,9.67209434509277,-7.29385626964162,0.000116805957235763,0.000666500377644855,0.288221588613229,"TCOF_HUMAN",37,-7.91889622061131,4.3832539589567e-05,0.00027358248171519,-0.0538933277129985,"Non-significant",3.56291171520486,"TCOF1","Treacle protein","TCOF_HUMAN"
-0.590008497238161,9.12997686862946,-7.66867751565216,8.34812774832062e-05,0.000513935573216036,0.662635926267566,"BT2A1_HUMAN",17,-7.91403678117657,4.4028395499958e-05,0.000274593697991283,-0.200337648391724,"Non-significant",3.56130943417507,"BTN2A1","Butyrophilin subfamily 2 member A1","BT2A1_HUMAN"
-0.192842721939076,14.8576382398605,-6.72817139718319,0.000199097154654496,0.00101517310431566,-0.305290445136492,"ITB1_HUMAN",31,-7.91061451174221,4.41669100637325e-05,0.000275158016019106,-0.123545646667475,"Non-significant",3.56041783061894,"ITGB1","Integrin beta-1","ITB1_HUMAN"
0.211418867111199,14.3785032033921,6.82742640471458,0.000180876664944733,0.000941369810932376,-0.198565890519211,"GSH1_HUMAN",32,7.91012650191192,4.41867013646654e-05,0.000275158016019106,0.0221874713897687,"Non-significant",3.56041783061894,"GCLC","Glutamate--cysteine ligase catalytic subunit","GSH1_HUMAN"
-0.454140424728392,9.50738322734833,-7.65614999434519,8.44057995428942e-05,0.000518054960280668,0.65035275546116,"BRX1_HUMAN",18,-7.90776458996618,4.42826281643115e-05,0.000275543899482533,-0.566810369491578,"Up in BD",3.55980919977334,"BRIX1","Ribosome biogenesis protein BRX1 homolog","BRX1_HUMAN"
-0.337611913681052,11.3824673891068,-9.1605104897992,2.47166682188793e-05,0.000202372397505536,2.02213306925881,"CRYAB_HUMAN",11,-7.90378565530457,4.44447517163701e-05,0.000276297013505846,0.0654366016388259,"Non-significant",3.55862380934676,"CRYAB","Alpha-crystallin B chain","CRYAB_HUMAN"
-0.383297681808472,8.74917733669281,-7.40149988527894,0.000105919832314152,0.000619634837344647,0.397230798439653,"TRI33_HUMAN",27,-7.90312424891996,4.4471764806339e-05,0.000276297013505846,-0.372337579727173,"Non-significant",3.55862380934676,"TRIM33","E3 ubiquitin-protein ligase TRIM33","TRI33_HUMAN"
-0.187836885452278,11.1361089944839,-6.85293881419209,0.000176499021086905,0.000923348199290232,-0.171315496730479,"RBM12_HUMAN",27,-7.90125948826973,4.454802329139e-05,0.000276559036714873,0.573346138000463,"Up in BM1",3.55821214615781,"RBM12","RNA-binding protein 12","RBM12_HUMAN"
0.279745817184448,9.47399532794953,7.12470150080156,0.000136530727242769,0.000755959125331723,0.114435816949239,"TACC1_HUMAN",32,7.90033009215938,4.45860846601428e-05,0.000276583708663914,-0.356485128402714,"Non-significant",3.55817340429082,"TACC1","Transforming acidic coiled-coil-containing protein 1","TACC1_HUMAN"
-0.297277688980078,10.8293567895889,-7.9517931837065,6.53325223011673e-05,0.000429237316560058,0.936123444826029,"ADPGK_HUMAN",16,-7.89265518156081,4.49017764556202e-05,0.000278329269794425,0.251814484596247,"Non-significant",3.55544111978243,"ADPGK","ADP-dependent glucokinase","ADPGK_HUMAN"
0.530687570571899,9.58116233348846,9.29931575023287,2.22622432739979e-05,0.000186993625181386,2.13910054144434,"MOT4_HUMAN",7,7.88597706561762,4.51784856247185e-05,0.000279830711724401,0.15815031528473,"Non-significant",3.55310462293753,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
0.444937705993665,9.66226243972779,7.21800868483083,0.000125226956058737,0.000706109465921192,0.210676816197353,"DYST_HUMAN",287,7.88097472652909,4.53869979698466e-05,0.000280907781485382,-0.161508083343504,"Non-significant",3.55143623014924,"DST","Dystonin","DYST_HUMAN"
-0.29995083808895,12.3003021478653,-7.53954334497332,9.35828964016824e-05,0.000562884819424204,0.535265154181763,"CAB39_HUMAN",20,-7.87852190352571,4.54896288322326e-05,0.000281328390506658,-0.0734856128692254,"Non-significant",3.55078643840636,"CAB39","Calcium-binding protein 39","CAB39_HUMAN"
-0.435198068618771,9.43014538288116,-8.68106059940677,3.58525608493987e-05,0.00026664315190836,1.60632291726956,"EXOS9_HUMAN",10,-7.8746888540219,4.56505269695061e-05,0.000282108435514526,0.046370983123774,"Non-significant",3.54958392751837,"EXOSC9","Exosome complex component RRP45","EXOS9_HUMAN"
-0.37385940551758,8.56475925445557,-7.58854934716232,8.95966091797027e-05,0.00054330731165773,0.58379966112537,"MTA3_HUMAN",19,-7.86895078435048,4.58925725407615e-05,0.000283388381731917,0.012320756912251,"Non-significant",3.54761795879268,"MTA3","Metastasis-associated protein MTA3","MTA3_HUMAN"
0.481377601623535,8.76879048347473,10.9066154939009,7.25349705928375e-06,8.09380115425319e-05,3.39408927430824,"SGTB_HUMAN",6,7.8648681440818,4.60656549331443e-05,0.000284240854849835,-0.0723378658294234,"Non-significant",3.54631349938304,"SGTB","Small glutamine-rich tetratricopeptide repeat-containing protein beta","SGTB_HUMAN"
-0.211763143539452,12.4039136171341,-7.79036329778016,7.50672091726475e-05,0.000475484258568979,0.781140025205715,"AGFG1_HUMAN",18,-7.86376320094236,4.61126231163535e-05,0.000284314455901286,0.271923065185524,"Non-significant",3.54620105814793,"AGFG1","Arf-GAP domain and FG repeat-containing protein 1","AGFG1_HUMAN"
-0.705216884613041,10.033442735672,-7.50742992800173,9.63025389308441e-05,0.00057287302117659,0.503328394197721,"SPB1_HUMAN",26,-7.86043328745621,4.62544904427189e-05,0.00028487262317748,0.477010250091551,"Non-significant",3.54534928531384,"FTSJ3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3","SPB1_HUMAN"
-0.783131361007689,9.63561260700226,-8.4317280073374,4.38037146963281e-05,0.000311922303531055,1.38251141838369,"IBP4_HUMAN",6,-7.85955538345315,4.62919731884512e-05,0.00028487262317748,0.546736121177675,"Up in BM1",3.54534928531384,"IGFBP4","Insulin-like growth factor-binding protein 4","IBP4_HUMAN"
-0.840584278106689,8.94058609008789,-9.58807867397095,1.79851631732033e-05,0.000159662597360362,2.37775505165663,"RCAS1_HUMAN",3,-7.85916906671337,4.63084779358019e-05,0.00028487262317748,0.0341606140137003,"Non-significant",3.54534928531384,"EBAG9","Receptor-binding cancer antigen expressed on SiSo cells","RCAS1_HUMAN"
0.362774372100848,16.9084827899933,10.0324401254225,1.30904144878547e-05,0.000126447170421968,2.73321610667489,"RIDA_HUMAN",9,7.85094549357271,4.66613696817538e-05,0.000286659954563494,-0.278715133667024,"Non-significant",3.54263297230225,"RIDA","2-iminobutanoate/2-iminopropanoate deaminase","RIDA_HUMAN"
-0.146152019500775,12.4134829044342,-5.98263512596748,0.000424149710726083,0.0017794988380721,-1.14455687652826,"PLOD3_HUMAN",38,-7.85075262025406,4.66696820283924e-05,0.000286659954563494,0.1387851238251,"Non-significant",3.54263297230225,"PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","PLOD3_HUMAN"
0.383535861969026,10.7651002407074,8.12247394902429,5.65488282815136e-05,0.000381410800229594,1.09729537616598,"DHB7_HUMAN",13,7.84369092900828,4.69751568419273e-05,0.000288318020132677,0.515552997589101,"Up in BM1",3.54012821297214,"HSD17B7","3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7","DHB7_HUMAN"
