"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.110780239105235,16.9639594554901,2.88799630317762,0.0217273001775726,0.0669616111274678,-5.06153749692603,"UD19_HUMAN",21,3.04358490040049,0.0159760018842954,0.0525655738112019,-0.238919973373424,"Non-significant",1.27929859042116,"UGT1A9","UDP-glucuronosyltransferase 1A9","UD19_HUMAN"
-0.102597236633301,11.4509882926941,-3.03826999076358,0.0174106505783169,0.0574021733265644,-4.82954079589925,"CREL1_HUMAN",17,-3.04292713496132,0.0159919803910888,0.052584504542965,-0.439812660217299,"Non-significant",1.27914221369638,"CRELD1","Protein disulfide isomerase CRELD1","CREL1_HUMAN"
0.518100023269653,9.45142424106598,3.12360179176846,0.0153701597138544,0.0523745442324927,-4.69830777925012,"ARGL1_HUMAN",4,3.0428154091636,0.0159946961031389,0.052584504542965,-0.477230787277225,"Non-significant",1.27914221369638,"ARGLU1","Arginine and glutamate-rich protein 1","ARGL1_HUMAN"
0.443969488143923,8.95066487789154,3.00820270127429,0.0181960261428946,0.0592701821496211,-4.8758792638558,"GRTP1_HUMAN",9,3.04238611003636,0.0160051355306753,0.0525975481026275,-0.231773853302002,"Non-significant",1.27903450052912,"GRTP1","Growth hormone-regulated TBC protein 1","GRTP1_HUMAN"
-0.218050003051758,9.43192172050476,-3.50555211081121,0.00889627989569345,0.0350701394688954,-4.11776308510566,"PXDC1_HUMAN",7,-3.04194227801845,0.0160159358390635,0.0526117665982495,0.367311000823976,"Non-significant",1.278917115215,"PXDC1","PX domain-containing protein 1","PXDC1_HUMAN"
-0.0858316421508505,17.0599703788757,-2.64881466575823,0.0310493167796539,0.0868035079010139,-5.43189310813242,"IDHP_HUMAN",30,-3.04092347465357,0.0160407564183689,0.0526657665686694,0.280369758605961,"Non-significant",1.27847159012474,"IDH2","Isocitrate dehydrogenase [NADP], mitochondrial","IDHP_HUMAN"
0.157144784927366,8.88456428050995,4.47351553779389,0.00244169873883787,0.0138741214993844,-2.72128356490793,"GEMI2_HUMAN",7,3.04073571628312,0.0160453350589425,0.0526657665686694,-0.297191858291599,"Non-significant",1.27847159012474,"GEMIN2","Gem-associated protein 2","GEMI2_HUMAN"
0.09548783302305,10.9700869321823,2.76760117589019,0.0259885013233976,0.0764541237167865,-5.24791166156774,"ERLEC_HUMAN",25,3.03883117679557,0.0160918559855066,0.0527971391175663,-0.0140333175659233,"Non-significant",1.27738960964642,"ERLEC1","Endoplasmic reticulum lectin 1","ERLEC_HUMAN"
0.525467038154605,8.06623262166977,2.93552043475854,0.0202522508616773,0.0638688563262908,-4.98806941306465,"ABTB2_HUMAN",20,3.03505979029432,0.0161843930685183,0.0530793230298016,0.163977622985838,"Non-significant",1.27507462473557,"ABTB2","Ankyrin repeat and BTB/POZ domain-containing protein 2","ABTB2_HUMAN"
0.283613085746767,7.90661734342575,2.98977430211774,0.0186957229427033,0.0604376055510539,-4.90430257113142,"SIPA1_HUMAN",13,3.03465800577507,0.0161942841880678,0.0530903378767353,0.0637507438659739,"Non-significant",1.27498451071959,"SIPA1","Signal-induced proliferation-associated protein 1","SIPA1_HUMAN"
0.16302537918091,8.41671705245972,2.86048590368329,0.0226321119208368,0.0689655693965656,-5.10409781174335,"DUS3L_HUMAN",27,3.03410410978885,0.0162079303282524,0.053109530336218,0.278849601745607,"Non-significant",1.2748275391625,"DUS3L","tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like","DUS3L_HUMAN"
0.381840586662294,7.05748564004898,2.92550996307521,0.0205539978733979,0.0644453474988829,-5.00353824977375,"DDX10_HUMAN",24,3.03389000321548,0.0162132084119794,0.053109530336218,0.274033546447753,"Non-significant",1.2748275391625,"DDX10","Probable ATP-dependent RNA helicase DDX10","DDX10_HUMAN"
-0.0825040340423264,14.5938872098923,-2.62190202120839,0.032331318872421,0.0892515721726106,-5.47355371751159,"PRS6A_HUMAN",30,-3.03154131194661,0.0162712254686204,0.0532717261753893,0.0518362522124995,"Non-significant",1.27350323044813,"PSMC3","26S proteasome regulatory subunit 6A","PRS6A_HUMAN"
0.289735317230223,8.86910367012024,3.00157725001605,0.0183740436477022,0.0597303410899502,-4.88609625246755,"FADS3_HUMAN",12,3.0313551545582,0.0162758331602672,0.0532717261753893,0.211739778518702,"Non-significant",1.27350323044813,"FADS3","Fatty acid desaturase 3","FADS3_HUMAN"
0.210284471511841,9.31986105442047,3.17002121277269,0.0143676530519924,0.050028241796719,-4.62711337806349,"MAK16_HUMAN",10,3.02978450175436,0.0163147635658741,0.053377650362262,-0.0881569385528493,"Non-significant",1.27264054739308,"MAK16","Protein MAK16 homolog","MAK16_HUMAN"
0.316601991653428,14.9301987886429,2.93063913615013,0.0203988045865526,0.064107148056811,-4.99561185464912,"RS2_HUMAN",19,3.02866378466658,0.0163426011977712,0.0534472112411617,-0.0414719581604004,"Non-significant",1.27207495040229,"RPS2","Small ribosomal subunit protein uS5","RS2_HUMAN"
-0.0877399444580007,16.3546867370606,-2.73056086889868,0.0274677490812709,0.0796398133369563,-5.30528690269564,"ODO2_HUMAN",25,-3.0281531699633,0.0163553008502728,0.0534672284835747,0.236362695693972,"Non-significant",1.27191232731701,"DLST","Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial","ODO2_HUMAN"
-0.103573322296128,13.179794549942,-2.70291323182617,0.0286286270970305,0.0822459194622944,-5.34811301909131,"VPS4B_HUMAN",32,-3.02622201929397,0.0164034242683462,0.0535953060447572,-0.474899888038635,"Non-significant",1.27087324478722,"VPS4B","Vacuolar protein sorting-associated protein 4B","VPS4B_HUMAN"
-0.0931382179260254,11.4728894233704,-2.74933596480601,0.0267073241638259,0.0780195627172586,-5.27620381486973,"PPID_HUMAN",25,-3.02605198798519,0.0164076684433808,0.0535953060447572,-0.00851237773895441,"Non-significant",1.27087324478722,"PPID","Peptidyl-prolyl cis-trans isomerase D","PPID_HUMAN"
-0.068191051483149,10.6133759021759,-2.44912905656616,0.0419649463018121,0.108545231888869,-5.74037513674586,"DP13B_HUMAN",34,-3.02554108085531,0.016420428161427,0.0536154357846193,-0.283854365348815,"Non-significant",1.27071015972881,"APPL2","DCC-interacting protein 13-beta","DP13B_HUMAN"
0.205147743225076,15.4746959209442,3.57308535198346,0.00809294013656904,0.0328856622449483,-4.01656408461613,"REEP5_HUMAN",7,3.02405908858948,0.0164574989727001,0.0536980015989828,-0.136493921279907,"Non-significant",1.27004187651057,"REEP5","Receptor expression-enhancing protein 5","REEP5_HUMAN"
0.594615578651428,6.53224521875381,2.93250432888212,0.0203426742282207,0.0640297883240703,-4.99272970809094,"R3HCL_HUMAN",15,3.02400196021178,0.0164589297382879,0.0536980015989828,0.166834592819215,"Non-significant",1.27004187651057,"R3HCC1L","Coiled-coil domain-containing protein R3HCC1L","R3HCL_HUMAN"
-0.170164108276374,10.5597012042999,-2.92520059950755,0.0205633977327552,0.0644499550227928,-5.00401635690892,"ARRB1_HUMAN",19,-3.02326885867241,0.0164773015992836,0.0537051465111483,0.120945930480958,"Non-significant",1.26998409429494,"ARRB1","Beta-arrestin-1","ARRB1_HUMAN"
-0.159647941589373,15.9412460327149,-2.94191955206684,0.0200617960090359,0.0633665822640634,-4.97818304323039,"KAD4_HUMAN",18,-3.02299642692768,0.0164841343146609,0.0537051465111483,-0.0168511867523193,"Non-significant",1.26998409429494,"AK4","Adenylate kinase 4, mitochondrial","KAD4_HUMAN"
-0.131755590438841,9.41818559169769,-2.84296234845127,0.0232288960465318,0.0702572527615051,-5.13121782155914,"PROX1_HUMAN",24,-3.02293487049257,0.0164856785881181,0.0537051465111483,-0.100237607955926,"Non-significant",1.26998409429494,"PROX1","Prospero homeobox protein 1","PROX1_HUMAN"
-0.125991106033323,9.48569405078888,-3.52300668058313,0.00868077898242592,0.0344872900065427,-4.09156050498562,"THG1_HUMAN",11,-3.02286017562869,0.0164875526695355,0.0537051465111483,-0.138911247253375,"Non-significant",1.26998409429494,"THG1L","Probable tRNA(His) guanylyltransferase","THG1_HUMAN"
0.280920505523698,10.6307952404022,2.96310399162994,0.0194445747054064,0.062117161411493,-4.94546550438872,"RASF4_HUMAN",14,3.02133589029774,0.0165258453080283,0.053808311225299,0.190228700637824,"Non-significant",1.26915063807882,"RASSF4","Ras association domain-containing protein 4","RASF4_HUMAN"
-0.105708360671999,11.4956179857254,-2.88938017639308,0.021682795582422,0.0668751725610414,-5.05939711852495,"TBC17_HUMAN",20,-3.02052260647617,0.0165463143210124,0.0538533826539317,0.188661456108094,"Non-significant",1.26878701248117,"TBC1D17","TBC1 domain family member 17","TBC17_HUMAN"
0.131723165512073,11.3590868711472,3.11387812741028,0.0155893728291097,0.0528555832215998,-4.71323945724218,"IMA3_HUMAN",14,3.01847654583235,0.0165979273271548,0.0539997419486739,-0.0164124965667245,"Non-significant",1.26760831555731,"KPNA4","Importin subunit alpha-3","IMA3_HUMAN"
-0.168348789215052,13.3808104991913,-4.75155307152444,0.001727962850857,0.0108861659603991,-2.34374425834659,"COA3_HUMAN",6,-3.0178656471793,0.0166133701121058,0.0540283549023946,0.163946866989136,"Non-significant",1.26737825599753,"COA3","Cytochrome c oxidase assembly factor 3 homolog, mitochondrial","COA3_HUMAN"
-0.129177570343032,16.3367397785187,-2.89718353810152,0.0214336214464784,0.0663332221993641,-5.04732906930527,"SDHB_HUMAN",20,-3.01721607839736,0.0166298068698729,0.0540601761725827,0.721545457839952,"Non-significant",1.26712254334584,"SDHB","Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial","SDHB_HUMAN"
0.0621082782745486,11.7532702684403,2.18033884402652,0.0630981235878222,0.146179717901434,-6.15078624021269,"RAD50_HUMAN",77,3.01393850618133,0.016713001959464,0.0543089032085421,0.570112705230727,"Non-significant",1.26512896788106,"RAD50","DNA repair protein RAD50","RAD50_HUMAN"
-0.284675598144528,9.13394618034363,-3.29212390603441,0.0120472423710957,0.0436504408158247,-4.44060705481675,"TUSC2_HUMAN",6,-3.01112953427486,0.0167846478394115,0.0545199172625488,-0.264373302459715,"Non-significant",1.26344481190643,"TUSC2","Tumor suppressor candidate 2","TUSC2_HUMAN"
0.179667711257924,12.2078636884689,3.84181764427027,0.00558922127400904,0.0251375768090047,-3.61902657648739,"RAP2B_HUMAN",7,3.00984717769769,0.016817462131018,0.0546046802791782,-0.0301108360290527,"Non-significant",1.26277013142881,"RAP2B","Ras-related protein Rap-2b","RAP2B_HUMAN"
0.611261010169985,7.61070448160172,2.91803060949731,0.0207825201518526,0.0649863567811105,-5.01509819885786,"CBLB_HUMAN",15,3.00948296485434,0.0168267941834719,0.0546131614732732,0.0858023166656494,"Non-significant",1.2627026820864,"CBLB","E3 ubiquitin-protein ligase CBL-B","CBLB_HUMAN"
0.139965772628774,10.4891928434372,2.85053538002154,0.0229689981306317,0.0696786292675041,-5.11949669053968,"TB22A_HUMAN",23,3.00909600872763,0.016836714891251,0.0546222408077229,-0.304359555244442,"Non-significant",1.26263048745393,"TBC1D22A","TBC1 domain family member 22A","TB22A_HUMAN"
0.179171085357652,11.0267143249512,3.24804645596647,0.0128353603259275,0.0457312465448543,-4.5077970764681,"PHOCN_HUMAN",10,3.0088041533328,0.0168442014583076,0.0546222408077229,-0.355602383613588,"Non-significant",1.26263048745393,"MOB4","MOB-like protein phocein","PHOCN_HUMAN"
-0.25881159305573,7.37792819738388,-2.87713641415402,0.0220798799224837,0.0676288904702729,-5.07833595817166,"LMTK2_HUMAN",29,-3.00858774776441,0.0168497548548002,0.0546222408077229,0.189724445343019,"Non-significant",1.26263048745393,"LMTK2","Serine/threonine-protein kinase LMTK2","LMTK2_HUMAN"
0.0794746875762975,14.0513950586319,2.61556653722332,0.032640969728886,0.0899231054192057,-5.48335858597243,"AP1B1_HUMAN",28,3.0073330664709,0.0168819901022821,0.0546670093061682,0.207500696182244,"Non-significant",1.26227468461138,"AP1B1","AP-1 complex subunit beta-1","AP1B1_HUMAN"
0.289618015289305,8.4783616065979,3.60473590900753,0.00774353074140107,0.0320752672453448,-3.96930670340198,"STR3N_HUMAN",4,3.00722321382928,0.0168848154932235,0.0546670093061682,0.0656611919403236,"Non-significant",1.26227468461138,"STARD3NL","STARD3 N-terminal-like protein","STR3N_HUMAN"
-0.206293106079102,9.89681220054626,-3.0925069547142,0.0160828524787998,0.0541382203145227,-4.74607821897274,"ATX3_HUMAN",11,-3.00706378937603,0.0168889167393723,0.0546670093061682,-0.36899065971375,"Non-significant",1.26227468461138,"ATXN3","Ataxin-3","ATX3_HUMAN"
-0.3697566986084,11.7095205783844,-3.70321850128684,0.00675609112926041,0.0289898377019532,-3.82299028363466,"NKX28_HUMAN",1,-3.00700337019554,0.0168904713138659,0.0546670093061682,-0.353366374969504,"Non-significant",1.26227468461138,"NKX2-8;NKX2-2","Homeobox protein Nkx-2.8;Homeobox protein Nkx-2.2","NKX28_HUMAN"
0.139017581939726,10.6869378089905,3.82209498477893,0.00574109222730587,0.0256361849073158,-3.64790657418944,"ZNRF2_HUMAN",9,3.00657647145274,0.0169014595917808,0.0546807970152875,-0.255812168121329,"Non-significant",1.2621651638771,"ZNRF2","E3 ubiquitin-protein ligase ZNRF2","ZNRF2_HUMAN"
-0.138109683990447,16.4361116886139,-2.84567297871926,0.0231355195248084,0.070026952394085,-5.12702230805726,"KAD2_HUMAN",23,-3.00550146142196,0.0169291631296634,0.0547448106566291,0.103564262390176,"Non-significant",1.26165704196736,"AK2","Adenylate kinase 2, mitochondrial","KAD2_HUMAN"
-0.0542318820953263,11.9960161447525,-2.00349425299522,0.0825054923206464,0.178931189120296,-6.41510612450785,"TPR_HUMAN",109,-3.00528612671342,0.0169347180990237,0.0547448106566291,-0.0445218086242249,"Non-significant",1.26165704196736,"TPR","Nucleoprotein TPR","TPR_HUMAN"
-0.160044431686375,12.3772524595261,-2.90710592745383,0.0211211011289023,0.0656912318693413,-5.03198665349966,"PTER_HUMAN",19,-3.00460433996085,0.0169523186221836,0.0547799178697759,-0.0835323333740252,"Non-significant",1.26137862320893,"PTER","Phosphotriesterase-related protein","PTER_HUMAN"
-0.135606527328498,11.1687914133072,-3.25218682866474,0.012759050762173,0.0456394390599385,-4.50147883801103,"CHP1_HUMAN",12,-3.00333156705009,0.0169852266629064,0.0548644424043879,-0.206669092178345,"Non-significant",1.26070903024222,"CHP1","Calcineurin B homologous protein 1","CHP1_HUMAN"
-0.101635932922349,12.1927506923676,-3.99522227408913,0.0045461076753605,0.0215439596732882,-3.39608627984309,"CHM2A_HUMAN",11,-3.00284664399258,0.0169977820476871,0.0548831842278718,0.00545072555540038,"Non-significant",1.2605606995521,"CHMP2A","Charged multivesicular body protein 2a","CHM2A_HUMAN"
0.177674055099489,8.28273475170135,2.82337360257812,0.0239154847690047,0.0719323259502964,-5.1615417476028,"NCOA2_HUMAN",31,2.99777766454954,0.0171296059820685,0.0552800664522622,0.22393226623535,"Non-significant",1.25743144356741,"NCOA2","Nuclear receptor coactivator 2","NCOA2_HUMAN"
0.154323577880849,11.2009744644165,3.25034524066284,0.0127929327141709,0.0457015440731549,-4.50428894345187,"IMA5_HUMAN",11,2.99759776999094,0.0171343038505289,0.0552800664522622,0.254825592041016,"Non-significant",1.25743144356741,"KPNA1","Importin subunit alpha-5","IMA5_HUMAN"
0.0573880672455012,14.304597735405,2.1366358042822,0.0674267788854114,0.153926244944309,-6.21663495071209,"PSMD2_HUMAN",59,2.99350985098666,0.0172414207176739,0.0556035818144982,-0.186959743499727,"Non-significant",1.25489723158038,"PSMD2","26S proteasome non-ATPase regulatory subunit 2","PSMD2_HUMAN"
0.147835254669197,10.9927711486816,3.28152833557811,0.0122318810552143,0.0441815543714342,-4.45674375060553,"FA98A_HUMAN",11,2.99281489956288,0.0172596999932235,0.0556404529333309,-0.338840007781988,"Non-significant",1.25460934335207,"FAM98A","Protein FAM98A","FA98A_HUMAN"
0.130354881286623,9.74572587013245,2.73737151272054,0.0271893428080968,0.0789734771270203,-5.29473699742721,"OSBL8_HUMAN",35,2.99120872240079,0.0173020244899181,0.0557547791552595,0.0969440937042485,"Non-significant",1.2537179000861,"OSBPL8","Oxysterol-binding protein-related protein 8","OSBL8_HUMAN"
-0.441153645515444,8.17352217435837,-3.0310912273271,0.0175948656157331,0.0578218652887435,-4.84060015585272,"TP8L1_HUMAN",6,-2.98983400988239,0.0173383355088044,0.0558439486817041,0.262627005577082,"Non-significant",1.2530238806778,"TNFAIP8L1","Tumor necrosis factor alpha-induced protein 8-like protein 1","TP8L1_HUMAN"
0.21681594848633,9.28208613395691,2.87850838158491,0.0220350092730489,0.0676101332530938,-5.07621356567816,"PDIP3_HUMAN",21,2.98964104589467,0.017343438719407,0.0558439486817041,0.2825222015381,"Non-significant",1.2530238806778,"POLDIP3","Polymerase delta-interacting protein 3","PDIP3_HUMAN"
0.164857387542694,10.0720725059509,2.97325957537449,0.0191557796762085,0.0615088982333253,-4.92978769018831,"RDH5_HUMAN",15,2.98787498857188,0.0173902173960474,0.0559639469844661,-0.620387554168702,"Non-significant",1.25209166349534,"RDH5","Retinol dehydrogenase 5","RDH5_HUMAN"
0.207242727279649,10.3392299413681,2.88256672847671,0.0219028366214764,0.0673493580108736,-5.06993573377398,"PLPL8_HUMAN",20,2.98771434769853,0.0173944789076857,0.0559639469844661,0.0204910039901725,"Non-significant",1.25209166349534,"PNPLA8","Calcium-independent phospholipase A2-gamma","PLPL8_HUMAN"
0.0649182796478254,14.237007021904,2.74052793397093,0.0270613083113702,0.0786296934739026,-5.28984760948614,"SRSF1_HUMAN",21,2.98665541588696,0.0174225976812946,0.0560322324320859,0.202268362045288,"Non-significant",1.2515620740589,"SRSF1","Serine/arginine-rich splicing factor 1","SRSF1_HUMAN"
0.184871435165412,9.48738276958466,2.78763453668431,0.0252231609243958,0.0747043107990395,-5.21688344276405,"PKHA7_HUMAN",49,2.98544684313719,0.0174547478614099,0.0561134239990815,-0.0868480205535853,"Non-significant",1.25093323016417,"PLEKHA7","Pleckstrin homology domain-containing family A member 7","PKHA7_HUMAN"
-0.135174989700273,14.5583206415176,-3.22869233321385,0.0131985465106557,0.0467383823494983,-4.53734979682183,"ST1A3_HUMAN",12,-2.98406837960895,0.0174914928720599,0.0562093169518508,-0.153032183647155,"Non-significant",1.25019169216382,"SULT1A3;SULT1A4","Sulfotransferase 1A3;Sulfotransferase 1A4","ST1A3_HUMAN"
0.757145643234255,8.6447948217392,2.98531184996636,0.0188188796379269,0.0607632240037472,-4.91118770094517,"KMT2C_HUMAN",3,2.98348617711765,0.0175070365389747,0.0562370300206513,-0.158438444137575,"Non-significant",1.24997762326031,"KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C_HUMAN"
0.277791619300839,8.26459091901779,3.17750240169231,0.0142126655324341,0.0496374442553037,-4.61565339005237,"VSI10_HUMAN",7,2.98302532184742,0.0175193506712983,0.0562543512072863,-0.0758152008056623,"Non-significant",1.24984387975475,"VSIG10","V-set and immunoglobulin domain-containing protein 10","VSI10_HUMAN"
-0.11092352867125,13.813272356987,-3.44102197898253,0.00974405459018761,0.0375307732959501,-4.21490906790387,"NDUB9_HUMAN",12,-2.98195819983404,0.0175478989888264,0.0563144179111566,0.162061214447025,"Non-significant",1.24938040057279,"NDUFB9","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9","NDUB9_HUMAN"
0.153601646423322,14.8904006481171,4.40561640132722,0.0026614198316599,0.0147238658760381,-2.81514682160995,"NPC2_HUMAN",7,2.98180819453634,0.0175519159061105,0.0563144179111566,0.205969333648676,"Non-significant",1.24938040057279,"NPC2","NPC intracellular cholesterol transporter 2","NPC2_HUMAN"
-0.406116843223572,7.49852222204208,-2.89805665556789,0.0214059282320958,0.0662980101914035,-5.0459788928185,"TAB3_HUMAN",15,-2.98150436737986,0.0175600548762541,0.0563182975451134,-0.0727999210357488,"Non-significant",1.24935048202536,"TAB3","TGF-beta-activated kinase 1 and MAP3K7-binding protein 3","TAB3_HUMAN"
-0.0623655319213725,12.6835222244263,-2.41490204319656,0.0441977857871202,0.112521805470102,-5.79303320719864,"SAHH2_HUMAN",30,-2.97996661112789,0.0176013088532437,0.0564283380869078,-0.147941350936888,"Non-significant",1.24850274027247,"AHCYL1","S-adenosylhomocysteine hydrolase-like protein 1","SAHH2_HUMAN"
-0.196667432785048,10.283377289772,-2.96172899068799,0.0194840254125481,0.0621698761396853,-4.94758851753751,"SEPT4_HUMAN",14,-2.97927819196302,0.0176198100249361,0.0564629080336822,-0.348074436187725,"Non-significant",1.2482367579557,"SEPTIN4","Septin-4","SEPT4_HUMAN"
0.327551364898683,8.86579275131226,3.14563238847344,0.0148854538755905,0.0512602049351373,-4.66450063299826,"RHBD2_HUMAN",6,2.97904851134004,0.0176259871639537,0.0564629080336822,0.222474932670594,"Non-significant",1.2482367579557,"RHBDD2","Rhomboid domain-containing protein 2","RHBD2_HUMAN"
0.0990927219390763,12.5637625455856,3.63461562295352,0.00742849430891372,0.031007382254002,-3.9247963948215,"EIF3K_HUMAN",12,2.97870277476871,0.0176352898179744,0.0564704493107479,0.0860122442245475,"Non-significant",1.2481787567575,"EIF3K","Eukaryotic translation initiation factor 3 subunit K","EIF3K_HUMAN"
0.1247067451477,11.6946487426758,2.77192887824831,0.025821149214474,0.0761424091676453,-5.24120850401806,"MP2K3_HUMAN",26,2.97790107931828,0.0176568805255641,0.0565173170662699,0.476046681404113,"Non-significant",1.24781846272882,"MAP2K3","Dual specificity mitogen-activated protein kinase kinase 3","MP2K3_HUMAN"
0.187383174896238,8.90844106674194,2.99715129713121,0.0184939824110091,0.0600548160322115,-4.89292261434395,"DPH2_HUMAN",13,2.97454803022098,0.0177474811833716,0.0567677409782495,-0.0163748264312744,"Non-significant",1.24589838779328,"DPH2","2-(3-amino-3-carboxypropyl)histidine synthase subunit 2","DPH2_HUMAN"
-0.182540178298924,12.6779071092605,-2.81647022113344,0.0241624614376817,0.0724606362007523,-5.17223007879016,"ATTY_HUMAN",28,-2.97407516085676,0.0177602971743046,0.0567677409782495,-0.0225439071655256,"Non-significant",1.24589838779328,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.159979820251452,10.9468739032745,2.96387902823948,0.0194223747537138,0.0620950588605162,-4.94426887633909,"WASH3_HUMAN",15,2.9739851902355,0.0177627367029774,0.0567677409782495,-0.176374912261952,"Non-significant",1.24589838779328,"WASH3P;WASH2P","Putative WAS protein family homolog 3;WAS protein family homolog 2","WASH3_HUMAN"
0.0974600315094012,9.68538463115692,2.62387507678823,0.0322355036968318,0.0891081423619565,-5.47049998945813,"CDC73_HUMAN",34,2.97397337368168,0.0177630571314985,0.0567677409782495,-0.0168623924255336,"Non-significant",1.24589838779328,"CDC73","Parafibromin","CDC73_HUMAN"
0.232722520828251,9.52884542942047,2.95220057520167,0.019759726069175,0.0627539248785404,-4.962302625964,"TRABD_HUMAN",13,2.97309888380383,0.0177867873079161,0.0568212344541802,-0.518171191215515,"Non-significant",1.24548933536467,"TRABD","TraB domain-containing protein","TRABD_HUMAN"
0.436916232109068,8.51476460695267,2.89733639881365,0.0214287703629835,0.0663332221993641,-5.04709268594614,"TYSD1_HUMAN",13,2.97271051579989,0.0177973366491999,0.0568325952644587,0.16846156120295,"Non-significant",1.24540251141439,"TYSND1","Peroxisomal leader peptide-processing protease","TYSD1_HUMAN"
0.23874473571777,8.47637987136841,2.8057926833121,0.0245497079523896,0.0733782554354802,-5.18876337081474,"TEP1_HUMAN",70,2.9719620917918,0.0178176846563615,0.0568752251383541,-0.143481254577649,"Non-significant",1.24507687119371,"TEP1","Telomerase protein component 1","TEP1_HUMAN"
-0.157890081405649,10.1578751802444,-2.87515165308316,0.022144961208154,0.0677706651531849,-5.08140641604699,"TTC19_HUMAN",19,-2.97158013149439,0.017828078649378,0.0568772510425334,-0.0786280632018972,"Non-significant",1.24506140183365,"TTC19","Tetratricopeptide repeat protein 19, mitochondrial","TTC19_HUMAN"
-0.0927832126616988,11.4272836446762,-2.92290806423614,0.0206331957230487,0.064643786291911,-5.00755947130706,"DCPS_HUMAN",18,-2.97134723273982,0.017834419441596,0.0568772510425334,-0.0087420940399241,"Non-significant",1.24506140183365,"DCPS","m7GpppX diphosphatase","DCPS_HUMAN"
0.351415157318126,10.4762156009674,2.89889150856789,0.0213794836723252,0.0662716538150045,-5.04468791027931,"PX11B_HUMAN",14,2.97116747714121,0.0178393149879928,0.0568772510425334,-0.507199168205259,"Non-significant",1.24506140183365,"PEX11B","Peroxisomal membrane protein 11B","PX11B_HUMAN"
-0.107735157012897,17.0801589488983,-2.60180841681963,0.0333239670074711,0.091401916932068,-5.50464712651994,"GRP75_HUMAN",51,-2.96963776139088,0.0178810326023398,0.0569879027291042,0.175816535949711,"Non-significant",1.2442173256536,"HSPA9","Stress-70 protein, mitochondrial","GRP75_HUMAN"
0.243395566940301,10.3448008298874,3.6234514436903,0.00754456305558128,0.0314112007954452,-3.9414152848423,"DESI1_HUMAN",5,2.96901872103605,0.0178979435936034,0.0570194384889122,-0.14212203025818,"Non-significant",1.24397706381308,"DESI1","Desumoylating isopeptidase 1","DESI1_HUMAN"
0.331005573272707,8.12450981140137,2.85628844763405,0.0227735882718275,0.0692668233103078,-5.11059327437697,"SETB1_HUMAN",26,2.96848775991661,0.0179124616892689,0.0570352301265418,-0.00556302070618031,"Non-significant",1.24385680181575,"SETDB1","Histone-lysine N-methyltransferase SETDB1","SETB1_HUMAN"
0.113421440124512,8.8283679485321,2.73151687962783,0.0274284914891357,0.0795543719957908,-5.30380601151299,"EMAL3_HUMAN",27,2.96832419767974,0.0179169364480203,0.0570352301265418,-0.212230682373075,"Non-significant",1.24385680181575,"EML3","Echinoderm microtubule-associated protein-like 3","EMAL3_HUMAN"
0.357559919357302,9.6402040719986,2.91254075219352,0.0209519476302946,0.0652650357958622,-5.02358445949864,"CDK9_HUMAN",12,2.96700638945308,0.0179530316991112,0.0570835431918705,0.175491094589226,"Non-significant",1.24348907793791,"CDK9","Cyclin-dependent kinase 9","CDK9_HUMAN"
-0.058572769165,13.7499377727509,-2.12925597990467,0.0681862746414398,0.155267541050989,-6.22772312793253,"SYLC_HUMAN",65,-2.96682951619386,0.0179578820788544,0.0570835431918705,-0.182645082473725,"Non-significant",1.24348907793791,"LARS1","Leucine--tRNA ligase, cytoplasmic","SYLC_HUMAN"
0.451158523559576,11.6924324035645,3.09517172827812,0.016020430986498,0.0539569177899998,-4.74198199606623,"HMGN3_HUMAN",4,2.96677156608364,0.0179594715361423,0.0570835431918705,0.257210493087767,"Non-significant",1.24348907793791,"HMGN3","High mobility group nucleosome-binding domain-containing protein 3","HMGN3_HUMAN"
0.105399847030675,10.3636430501938,2.73617247077481,0.0272381443004522,0.0790587138320626,-5.29659435073727,"ABCF2_HUMAN",25,2.96674467438704,0.0179602091720946,0.0570835431918705,-0.0716192722320503,"Non-significant",1.24348907793791,"ABCF2","ATP-binding cassette sub-family F member 2","ABCF2_HUMAN"
0.173255205154426,10.6608914136886,2.97071202716459,0.0192277989750821,0.0617145776141211,-4.93372008347064,"ALG11_HUMAN",14,2.96533667790282,0.0179988744109401,0.0571840704994959,-0.195028066635125,"Non-significant",1.2427249337533,"ALG11","GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase","ALG11_HUMAN"
-0.108141183853149,12.676888346672,-2.9463579847974,0.0199307995061994,0.0630263064540397,-4.97132677735698,"JAM1_HUMAN",17,-2.96473422635722,0.0180154448862295,0.057214349585927,-0.115613460540775,"Non-significant",1.24249503476603,"F11R","Junctional adhesion molecule A","JAM1_HUMAN"
