"Protein.Group"	"peptides"	"Protein.Ids"	"Protein.Names"	"Genes"	"First.Protein.Description"	"B_1"	"B_2"	"B_3"	"B_4"	"BD_1"	"BD_2"	"BD_3"	"BD_4"	"BDM_1"	"BDM_2"	"BDM_3"	"BDM_4"	"BM_1"	"BM_2"	"BM_3"	"BM_4"	"C_1"	"C_2"	"C_3"	"C_4"	"CM_1"	"CM_2"	"CM_3"	"CM_4"	"D_1"	"D_2"	"D_3"	"D_4"	"DM_1"	"DM_2"	"DM_3"	"DM_4"	"I_1"	"I_2"	"I_3"	"I_4"
"59"	"Q00978"	3	"Q00978;H0YMB0;H0YNP4"	"IRF9_HUMAN"	"IRF9"	"Interferon regulatory factor 9"	NA	NA	NA	NA	17.4310976344857	16.7445973624206	16.5476009880323	16.6643778370662	NA	16.5471038934348	NA	NA	15.2609636251359	NA	NA	NA	NA	NA	NA	NA	NA	17.2383207637892	16.5632350089644	NA	17.6999654972713	17.4301911701917	17.8865003735935	17.6902776738775	NA	NA	NA	NA	NA	NA	NA	NA
"60"	"P62328"	2	"P62328;P63313"	"TYB10_HUMAN;TYB4_HUMAN"	"TMSB10;TMSB4X"	"Thymosin beta-4"	NA	NA	NA	NA	16.8390315127786	NA	16.0122469691299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.4410799776974	NA	NA	17.6347756061671	NA	NA	NA	NA	NA	NA	NA	NA
"61"	"P40305"	1	"P40305;G3V4U3;A0A087WZR1;A0A5H1ZRT4;A0A087WUJ8;A0A087WV79"	"IFI27_HUMAN"	"IFI27"	"Interferon alpha-inducible protein 27, mitochondrial"	NA	NA	NA	NA	15.6395244257505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.6589645497495	16.2971992994032	16.2669548648135	17.0602103925672	NA	NA	NA	NA	NA	NA	NA	NA
"62"	"P30408"	1	"P30408;F8WBG6;F8WF27"	"T4S1_HUMAN"	"TM4SF1"	"Transmembrane 4 L6 family member 1"	NA	NA	NA	NA	NA	NA	16.0779589472329	NA	15.7843741309334	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.1830576605893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"63"	"P29728"	2	"P29728;A0A087X0V5"	"OAS2_HUMAN"	"OAS2"	"2'-5'-oligoadenylate synthase 2"	NA	NA	NA	NA	14.5110484269743	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.1728376620447	15.7675611800679	16.5142671488428	17.163620196059	NA	NA	NA	NA	NA	NA	NA	NA
"64"	"P29323"	1	"P29323;Q15375;B1AKC9"	"EPHA7_HUMAN;EPHB2_HUMAN"	"EPHA7;EPHB2"	"Ephrin type-B receptor 2"	NA	NA	NA	17.9425603219085	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"65"	"P24844"	1	"P24844"	"MYL9_HUMAN"	"MYL9"	"Myosin regulatory light polypeptide 9"	NA	NA	NA	NA	NA	NA	NA	12.2882547309292	13.2286323303504	13.1559882422095	13.2774457856336	NA	NA	NA	NA	NA	NA	NA	NA	12.3509170880382	NA	NA	NA	NA	NA	NA	NA	13.646322441621	NA	12.6937853101324	13.3608882250866	NA	13.1433321893902	13.1149119283029	NA	NA
"66"	"P24158"	1	"P24158;U3KPS2"	"PRTN3_HUMAN"	"PRTN3"	"Myeloblastin"	NA	NA	NA	NA	NA	NA	14.9385550442453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9429497040117	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"67"	"P21580"	1	"P21580;A0A087WU80;D3TTY5"	"TNAP3_HUMAN"	"TNFAIP3"	"Tumor necrosis factor alpha-induced protein 3"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13.772139278712	NA	14.4870172319907	NA	NA
"68"	"P20591"	21	"P20591;F8W8T1"	"MX1_HUMAN"	"MX1"	"Interferon-induced GTP-binding protein Mx1"	NA	NA	NA	NA	17.8936214937842	14.6471042301285	14.7610421272399	NA	NA	NA	NA	NA	18.0175207122401	NA	17.3695291901412	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.7443444225616	18.1245353323941	18.5280610583562	19.0658999252543	NA	NA	NA	NA	NA	NA	NA	NA
"69"	"P19438"	1	"P19438;F5H061;F5H8A6"	"TNR1A_HUMAN"	"TNFRSF1A"	"Tumor necrosis factor receptor superfamily member 1A"	NA	NA	NA	15.7556361025358	NA	NA	15.7740895266399	NA	NA	15.5101954817242	NA	NA	16.2149432580131	NA	NA	NA	NA	16.2960970757897	16.0773143593716	NA	NA	NA	NA	15.9156366690378	NA	NA	NA	15.9028838122275	15.9780512478233	16.2283771732882	15.8314557023105	16.050037805696	NA	15.5886824322085	15.6752100288466	14.8400992882858
"70"	"P17661"	1	"P17661"	"DESM_HUMAN"	"DES"	"Desmin"	17.7969458263278	NA	NA	16.7872521596325	17.0471984823844	NA	NA	NA	NA	NA	NA	NA	16.5754786802611	NA	NA	NA	NA	NA	19.3554564898452	17.5586150287166	NA	NA	NA	NA	NA	18.0647111928221	NA	NA	NA	NA	NA	NA	NA	17.1967846033039	16.3399091399241	NA
"71"	"P12882"	2	"P12882;Q9UKX2"	"MYH1_HUMAN;MYH2_HUMAN"	"MYH1;MYH2"	"Myosin-1"	NA	NA	NA	NA	17.1787718199528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.8672666721485	NA	NA	17.2808885496597	NA	15.5546577953136	NA	NA	NA	NA	NA	NA
"72"	"P0C6L3"	2	"P0C6L3;P29996"	"LHDAG_HDVD3;SHDAG_HDVD3"	NA	"Small delta antigen"	NA	NA	NA	NA	18.6979483177406	18.0322448674532	18.258911024934	18.3145301405642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.0218691994418	19.0562910753021	19.0687389232063	19.1275636600987	NA	NA	NA	NA	NA	NA	NA	NA
"73"	"P09914"	8	"P09914"	"IFIT1_HUMAN"	"IFIT1"	"Interferon-induced protein with tetratricopeptide repeats 1"	NA	15.6413038571907	NA	16.6173813693707	16.934681429932	16.2881216861997	15.632444314986	15.0028941085618	NA	16.8758573191682	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.171673303354	NA	NA	NA	NA	17.3899253733467	17.1592110802223	17.1276820416898	17.5522638229058	NA	NA	NA	16.1675631921176	15.550698694747	14.9703216314656	NA	NA
"74"	"P09913"	1	"P09913;A0A087X279"	"IFIT2_HUMAN"	"IFIT2"	"Interferon-induced protein with tetratricopeptide repeats 2"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.006291010159	15.4042135469892	NA	15.9847455382242	NA	NA	NA	NA	NA	NA	NA	NA
"75"	"P09871"	1	"P09871;A0A087X232;F8WCZ6"	"C1S_HUMAN"	"C1S"	"Complement C1s subcomponent"	14.6829123108613	NA	NA	14.0888213580576	NA	14.7907557501183	13.0298962746478	14.2525989132151	12.8015042657707	NA	NA	13.8086123042084	14.1679041894515	NA	NA	NA	NA	NA	14.5680035942324	NA	12.6299212008351	NA	NA	NA	NA	NA	NA	NA	13.6940748927275	14.5763367157333	13.3912704450047	14.6969566625259	NA	NA	NA	13.2545621568378
"76"	"P08670"	1	"P08670;P41219;H7C5W5;B0YJC5;B0YJC4"	"VIME_HUMAN"	"VIM"	"Vimentin"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.9148055454845	NA	NA	NA
"77"	"P08311"	1	"CATG_HUMAN;P08311"	"CATG_HUMAN"	"CTSG"	"Cathepsin G"	NA	NA	NA	NA	NA	NA	16.0622738604282	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.5664911342423	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"78"	"P05496"	1	"Q06055;P48201;P05496;E7EPU7;D6R9H7;I3L0Y5;E7EQ97"	"AT5G1_HUMAN;AT5G2_HUMAN;AT5G3_HUMAN"	"ATP5MC1;ATP5MC2;ATP5MC3"	"ATP synthase F(0) complex subunit C1, mitochondrial"	NA	NA	15.5974619214496	NA	15.9532438645995	NA	14.998383283072	13.9181737683605	NA	14.3414979749004	14.9918185388215	NA	NA	NA	NA	13.5023718779331	NA	NA	14.5127219476046	14.3760643258349	NA	NA	NA	NA	NA	NA	NA	15.0091287895393	NA	NA	NA	14.5866521691254	NA	14.3044725394635	NA	NA
"79"	"P05164"	2	"P05164;J3QSF7"	"PERM_HUMAN"	"MPO"	"Myeloperoxidase"	NA	NA	NA	NA	NA	NA	15.4071548832838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.5672951045961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"80"	"P01591"	1	"P01591;D6RD17;D6RHJ6;C9JA05"	"IGJ_HUMAN"	"JCHAIN"	"Immunoglobulin J chain"	NA	NA	NA	NA	15.4973840825	NA	17.2007262251652	NA	NA	NA	NA	15.6554720258289	NA	NA	16.4356393364109	NA	NA	15.8030186158598	16.4368302655371	16.5496974443385	NA	15.611693410831	NA	NA	NA	NA	NA	15.7174220656747	NA	15.6891626345146	NA	NA	16.008848763327	NA	NA	15.2481351232024
"81"	"O95759"	1	"O95759;J3KQ40"	"TBCD8_HUMAN"	"TBC1D8"	"TBC1 domain family member 8"	13.7252277763859	NA	13.4696418172395	NA	13.578337307628	14.3960896321065	NA	13.2017456485527	NA	NA	14.6396516008075	14.2762698309123	14.1556562738323	14.3144416300369	14.6259313935667	NA	NA	12.5771856832198	NA	NA	NA	NA	NA	NA	14.1030746672645	NA	NA	NA	NA	13.1788002140138	13.6905982417052	NA	NA	NA	13.7459893802453	NA
"82"	"O76013"	4	"K1H6_HUMAN;O76013"	"KRT36_HUMAN"	"KRT36"	"Keratin, type I cuticular Ha6"	NA	NA	17.6286092922239	18.9312886593341	17.7796424175629	17.884939608305	18.00091878266	17.7487955940455	NA	NA	17.9749298740458	NA	NA	NA	NA	NA	NA	18.3347970192791	NA	NA	NA	NA	18.1227976687804	NA	18.003232401706	NA	NA	17.7939461626048	17.9183333538169	NA	NA	17.4411042999561	NA	17.6569485161408	18.2047812672603	NA
"83"	"O76011"	6	"K1H4_HUMAN;K1HB_HUMAN;Q14525;O76011;A0A140TA69;A0A140TA62"	"KRT34_HUMAN"	"KRT34"	"Keratin, type I cuticular Ha4"	NA	NA	NA	NA	17.0835312667425	NA	NA	NA	NA	NA	NA	NA	16.3822474313194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.7219909823044
"84"	"O75845"	1	"O75845"	"SC5D_HUMAN"	"SC5D"	"Lathosterol oxidase"	NA	NA	NA	NA	NA	NA	16.217344331253	NA	15.5184626031006	NA	NA	NA	NA	NA	NA	NA	NA	15.6283002836006	15.6537547712582	15.5697043309775	NA	14.3308958759959	NA	NA	15.7740715047144	15.5890102875084	NA	NA	NA	15.4465211787562	15.0603792942741	15.7131448282376	15.4137964892076	15.412612846521	NA	14.8865539576827
"85"	"O43790"	7	"KRHB6_HUMAN;A6NCN2;O43790"	"KRT86_HUMAN"	"KRT86"	"Keratin, type II cuticular Hb6"	NA	NA	NA	NA	19.0299530901697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
"86"	"O14879"	9	"O14879"	"IFIT3_HUMAN"	"IFIT3"	"Interferon-induced protein with tetratricopeptide repeats 3"	NA	NA	16.4616712822762	NA	17.1192856501586	16.1859400839745	16.2124336876976	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7959381784475	17.4669925164406	17.6760741479528	17.9441572652217	NA	NA	NA	NA	16.0220122974933	NA	NA	NA
"87"	"O00522"	1	"O00522;C9JIY2;A0A3B3ITR4"	"KRIT1_HUMAN"	"KRIT1"	"Krev interaction trapped protein 1"	NA	NA	12.5131600769231	NA	NA	NA	NA	11.9519658268197	NA	NA	NA	NA	NA	NA	13.7079198794167	NA	NA	NA	13.7877393493634	13.1715661976811	NA	NA	NA	NA	NA	NA	NA	11.9379916704501	14.0521689450701	NA	NA	12.8255630506769	NA	NA	NA	13.5334879138795
"88"	"J3KSC4"	1	"J3QLK0;J3KSC4"	"J3KSC4_HUMAN;J3QLK0_HUMAN"	"RAC3"	"Ras-related C3 botulinum toxin substrate 3 (Fragment)"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.4236083703704	NA	NA	NA	NA	NA	NA	14.7318387319449	14.4702902738041	NA	NA	NA	NA	NA	NA	NA	NA	16.2293070202242	NA	NA	NA	NA	16.2588125959005	NA	NA	NA
"89"	"J3KS78"	1	"J3KS78;J3KSB6"	"J3KS78_HUMAN;J3KSB6_HUMAN"	"CYBC1"	"Essential for reactive oxygen species protein"	15.62884136117	NA	NA	NA	16.4044979718181	NA	NA	16.5147032683996	NA	16.4580444841481	16.7886418735361	16.5823419499889	16.5597176468217	NA	NA	16.6365821410677	NA	NA	16.6148967245046	NA	NA	NA	NA	NA	16.6205921376026	NA	NA	15.841208052408	NA	NA	NA	16.2504076079032	NA	NA	16.0412313441908	NA
"90"	"H3BR68"	1	"H3BR68"	"H3BR68_HUMAN"	"ALDOA"	"Fructose-bisphosphate aldolase (Fragment)"	NA	NA	15.5204406651654	NA	12.8095048831763	NA	14.3516708378435	12.3088395630315	NA	NA	NA	NA	13.691230983559	NA	NA	14.0861611103067	14.8467538156139	NA	13.6396459488208	NA	NA	14.8355915477055	NA	NA	NA	NA	NA	NA	14.4524857879205	NA	NA	NA	NA	NA	NA	14.5627015422892
"91"	"H0YCW7"	1	"H0YCW7"	"H0YCW7_HUMAN"	"VWA3B"	"von Willebrand factor A domain-containing protein 3B (Fragment)"	NA	17.0615715999331	NA	17.0801617216366	17.1741162014981	17.2504927333542	17.5280725079988	NA	NA	17.3653484764146	17.6234100000305	NA	17.6423196906192	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.3223066822133	NA	NA	NA	17.571500837121	17.5325766110392	NA	NA	NA	NA	NA	17.8737024344645	NA	NA
"92"	"F8W1H0"	1	"F8W1H0"	"F8W1H0_HUMAN"	"C17orf49"	"Chromosome 17 open reading frame 49"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.72405814276	15.5143411289358	NA	NA	NA	NA	15.5377189123823	16.5213351238302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.422876185347	NA	NA
"93"	"A6NNN8"	1	"A6NNN8;H3BP02;H3BUP5"	"S38A8_HUMAN"	"SLC38A8"	"Putative sodium-coupled neutral amino acid transporter 8"	NA	NA	NA	NA	NA	NA	NA	NA	19.5068131208001	19.6386321188265	NA	NA	19.4082571696034	NA	19.6768523767872	NA	19.4418641639878	19.4242995829833	19.465781606923	NA	NA	NA	NA	19.4378780231	NA	NA	NA	NA	19.4044222970023	19.3915519788558	19.3958123288161	17.4715243966182	19.486972466906	NA	19.3236397511361	NA
"94"	"A0A2R8YEJ5"	1	"A0A2R8YEJ5"	"A0A2R8YEJ5_HUMAN"	"LRGUK"	"Leucine-rich repeat and guanylate kinase domain-containing protein"	NA	NA	NA	NA	17.6750749203854	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.7385079353671	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.6560477154906	NA	NA	NA	NA
