"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BT_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.209969043731677,9.98513460159301,-3.80711212933453,0.00589281020419883,0.02406354403466,-3.76408814285465,"MFR1L_HUMAN",10,-3.48015943912543,0.0081583875324064,0.0292907771849317,0.260241031646698,"Non-significant",1.53326910484113,"MTFR1L","Mitochondrial fission regulator 1-like","MFR1L_HUMAN"
-0.839513063430788,8.76549446582794,-3.51608011273072,0.00880852665209267,0.0321079897821563,-4.19561459664955,"NDUC1_HUMAN",2,-3.47768447290495,0.00818831800380844,0.0293852332078291,0.0215458869933816,"Non-significant",1.53187085827708,"NDUFC1","NADH dehydrogenase [ubiquinone] 1 subunit C1, mitochondrial","NDUC1_HUMAN"
-0.195798397064197,13.1409039497376,-5.79740070178201,0.000524731932197413,0.00431375369589646,-1.11911658662355,"GFRP_HUMAN",6,-3.47719237596057,0.0081942829197909,0.0293856484384363,0.364941835403485,"Non-significant",1.53186472148429,"GCHFR","GTP cyclohydrolase 1 feedback regulatory protein","GFRP_HUMAN"
0.204670429229735,9.23145079612732,3.71294830867879,0.00670237628799966,0.0264970862074411,-3.90262546831595,"PR38A_HUMAN",11,3.47685588922965,0.00819836426726338,0.0293856484384363,-0.0839660167694003,"Non-significant",1.53186472148429,"PRPF38A","Pre-mRNA-splicing factor 38A","PR38A_HUMAN"
-0.121397733688328,14.2953711748123,-4.40849299600673,0.0026712811020272,0.0135636888997802,-2.90654556420881,"RL8_HUMAN",12,-3.47653998135117,0.00820219796706299,0.0293856484384363,-0.137604475021375,"Non-significant",1.53186472148429,"RPL8","Large ribosomal subunit protein uL2","RL8_HUMAN"
0.288669824600216,8.73769915103913,3.38482811906114,0.0106006645898011,0.036820972808924,-4.39326396249504,"PLPL2_HUMAN",16,3.47648049280374,0.00820292010266924,0.0293856484384363,0.135278701782225,"Non-significant",1.53186472148429,"PNPLA2","Patatin-like phospholipase domain-containing protein 2","PLPL2_HUMAN"
0.34311699867248,10.0641878843307,3.39222752935439,0.0104899083433896,0.036561476073137,-4.3820759761471,"GIPC1_HUMAN",14,3.47476396497632,0.00822378617968655,0.0294473967616843,0.175047636032103,"Non-significant",1.53095309211651,"GIPC1","PDZ domain-containing protein GIPC1","GIPC1_HUMAN"
-0.129523038864125,14.3516265153885,-3.22165772895755,0.0133880491462828,0.0434870419427297,-4.64122989444732,"DPYS_HUMAN",26,-3.47183733658517,0.00825949192774167,0.0295622044559753,-0.17262876033783,"Non-significant",1.52926318369505,"DPYS","Dihydropyrimidinase","DPYS_HUMAN"
-0.112622022628804,14.9954842329025,-3.29739219159477,0.0120080666473233,0.0400630973587093,-4.52585113911937,"HNRH1_HUMAN",22,-3.47016788873025,0.00827993318791453,0.0296223006555284,-0.800655961036681,"Up in BT",1.52838121444414,"HNRNPH1","Heterogeneous nuclear ribonucleoprotein H","HNRH1_HUMAN"
-0.163332700729375,10.2640234231949,-3.6775767025553,0.00703677864428564,0.0274805325046653,-3.95494071434778,"DUT_HUMAN",13,-3.46293403718432,0.00836912766643853,0.0299164170091283,-0.409198880195614,"Non-significant",1.52409042171478,"DUT","Deoxyuridine 5'-triphosphate nucleotidohydrolase, mitochondrial","DUT_HUMAN"
0.522649407386776,7.31840270757675,3.31795591761048,0.0116600577747921,0.0392416787457218,-4.49460658134099,"DPOD1_HUMAN",26,3.46290258427122,0.00836951769912759,0.0299164170091283,-0.607791185379033,"Up in BT",1.52409042171478,"POLD1","DNA polymerase delta catalytic subunit","DPOD1_HUMAN"
0.0990188121795779,14.2495983839035,3.09330871985833,0.0161247604188398,0.0497287366166728,-4.83775845392304,"PDIA5_HUMAN",28,3.461678412471,0.00838471303206844,0.0299472806162702,0.150176048278805,"Non-significant",1.52364260789797,"PDIA5","Protein disulfide-isomerase A5","PDIA5_HUMAN"
0.450250148773195,7.85170102119446,3.33764489429278,0.011336897294082,0.0385369018199335,-4.46472616349321,"LPIN3_HUMAN",17,3.4616123532928,0.00838553383783163,0.0299472806162702,0.0468962192535427,"Non-significant",1.52364260789797,"LPIN3","Phosphatidate phosphatase LPIN3","LPIN3_HUMAN"
-0.175981044769298,14.5265703201294,-4.76547542090723,0.00171308411007502,0.00987176633650153,-2.42122111529654,"RL14_HUMAN",8,-3.46090406437914,0.0083943398939062,0.0299655406507501,0.266618490219127,"Non-significant",1.5233778821751,"RPL14","Large ribosomal subunit protein eL14","RL14_HUMAN"
-0.152740240097053,14.8198918104172,-5.88764639008719,0.000476334309924957,0.00404709590652471,-1.01213532369265,"A1AG1_HUMAN",8,-3.46001352724201,0.00840542570928619,0.0299813701259482,-0.131204366683951,"Non-significant",1.52314852410474,"ORM1","Alpha-1-acid glycoprotein 1","A1AG1_HUMAN"
-0.738298416137695,10.6103613376617,-3.58263701685413,0.00802628032527923,0.0300670538131651,-4.09607443059242,"LSM5_HUMAN",1,-3.45995424045086,0.00840616428845602,0.0299813701259482,-0.1867995262146,"Non-significant",1.52314852410474,"LSM5","U6 snRNA-associated Sm-like protein LSm5","LSM5_HUMAN"
-0.323013544082633,9.8337219953537,-4.28643244454433,0.00312296406526393,0.0152534478868156,-3.07661815611927,"CD82_HUMAN",4,-3.45927042011888,0.0084146881084997,0.0299985849351347,0.395795106887816,"Non-significant",1.52289923092557,"CD82","CD82 antigen","CD82_HUMAN"
-0.149689197540276,12.2167773246765,-4.13190003276781,0.00381810230836192,0.0176238577295216,-3.29489884824356,"CHM2A_HUMAN",11,-3.45807846584226,0.00842956769589809,0.0300384331508639,0.325667142868043,"Non-significant",1.52232272452009,"CHMP2A","Charged multivesicular body protein 2a","CHM2A_HUMAN"
0.19221782684326,9.81204080581665,3.29347751002136,0.0120755594935888,0.0402221222212559,-4.53180327746453,"GNL1_HUMAN",23,3.45438856826141,0.00847580679182272,0.0301899457018655,0.318440675735451,"Non-significant",1.52013766807665,"GNL1","Guanine nucleotide-binding protein-like 1","GNL1_HUMAN"
-0.107767343521122,11.9411734342575,-3.32020068999273,0.0116227233760491,0.0392291087659163,-4.49119811949839,"CSN3_HUMAN",21,-3.45387506007837,0.00848226294740533,0.0301996847543865,0.450541496276857,"Non-significant",1.51999759049136,"COPS3","COP9 signalosome complex subunit 3","CSN3_HUMAN"
0.0921156406402499,12.68712246418,3.17322449153896,0.0143580609654299,0.0457226478310432,-4.71525384483269,"TM10C_HUMAN",24,3.45038012481339,0.00852634199934139,0.0303433065713404,-0.227522850036651,"Non-significant",1.51793709502454,"TRMT10C","tRNA methyltransferase 10 homolog C","TM10C_HUMAN"
0.172835350036616,9.37628126144409,3.61432886739399,0.00768029903054602,0.0290933456273811,-4.04884856587614,"PKHF2_HUMAN",13,3.44686044865419,0.00857097812836007,0.0304887841006197,0.003936767578125,"Non-significant",1.51585989504822,"PLEKHF2","Pleckstrin homology domain-containing family F member 2","PKHF2_HUMAN"
-0.234467029571531,8.91672921180725,-3.51270903076142,0.0088502620968244,0.0321878201047213,-4.20066895293437,"XYLK_HUMAN",12,-3.44654366698858,0.00857500762701294,0.0304897429811422,-0.36056208610535,"Non-significant",1.51584623658385,"FAM20B","Glycosaminoglycan xylosylkinase","XYLK_HUMAN"
-0.160746574401852,13.2452564239502,-5.30214651841329,0.000909265252917878,0.00631118756387995,-1.72562071478721,"MCEE_HUMAN",8,-3.44624857528632,0.00857876303006502,0.0304897429811422,0.403942823410031,"Non-significant",1.51584623658385,"MCEE","Methylmalonyl-CoA epimerase, mitochondrial","MCEE_HUMAN"
-0.100857496261627,11.4931925535202,-3.36761147030026,0.0108632237870319,0.0373809151009232,-4.41931577392563,"TBC17_HUMAN",20,-3.4457688403834,0.00858487195818693,0.0304980959145047,0.0423669815063743,"Non-significant",1.51572727408394,"TBC1D17","TBC1 domain family member 17","TBC17_HUMAN"
0.319321155548097,8.40156054496765,3.31974370915039,0.0116303134210088,0.0392384046145801,-4.49189196290362,"PARG_HUMAN",19,3.44499947926234,0.00859467858783359,0.0305195720182415,-0.857148408889771,"Up in BT",1.51542156086851,"PARG","Poly(ADP-ribose) glycohydrolase","PARG_HUMAN"
-0.12270188331604,9.78698337078094,-3.58469263144165,0.00800333920866465,0.0300088236317491,-4.09300783851839,"PTEN_HUMAN",16,-3.44433223474633,0.00860319318897334,0.0305364433662859,0.107409238815301,"Non-significant",1.51518154738259,"PTEN","Phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN","PTEN_HUMAN"
-0.135423898696903,9.74988830089569,-3.26027521924361,0.0126644777678137,0.0417891714550795,-4.58233853457898,"CCZ1B_HUMAN",23,-3.44363920362898,0.00861204629757158,0.030551566490279,-0.176688194274901,"Non-significant",1.51496651698795,"CCZ1B;CCZ1","Vacuolar fusion protein CCZ1 homolog B;Vacuolar fusion protein CCZ1 homolog","CCZ1B_HUMAN"
0.126855373382551,12.5498812198639,4.21029815673759,0.00344647018115155,0.0163823427357139,-3.18374941663778,"EIF3K_HUMAN",12,3.44340936546079,0.00861498448727612,0.030551566490279,-0.260511636734012,"Non-significant",1.51496651698795,"EIF3K","Eukaryotic translation initiation factor 3 subunit K","EIF3K_HUMAN"
-0.103182315826427,11.1272127628326,-2.87146883776372,0.0223381053148593,0.0638433908153464,-5.17966037566037,"ITSN2_HUMAN",58,-3.44191333920892,0.00863413522179496,0.0305926424256104,0.491167783737186,"Non-significant",1.51438300940634,"ITSN2","Intersectin-2","ITSN2_HUMAN"
0.236034870147696,10.259298324585,3.56555681880968,0.0082196501701342,0.0305244123712885,-4.12157295436603,"RM17_HUMAN",11,3.44140899570048,0.00864060150367787,0.0305926424256104,-0.207486152648951,"Non-significant",1.51438300940634,"MRPL17","Large ribosomal subunit protein bL17m","RM17_HUMAN"
-0.164743185043347,10.0088356733322,-3.44958761150934,0.00967210545434585,0.0344057271620177,-4.29552733511948,"SRA1_HUMAN",16,-3.44134757684597,0.0086413893160802,0.0305926424256104,-0.498581647872925,"Non-significant",1.51438300940634,"SRA1","Steroid receptor RNA activator 1","SRA1_HUMAN"
-0.415407180786147,12.7614922523498,-3.57452803561095,0.00811746886863912,0.0302850687374354,-4.10817607695631,"CUTA_HUMAN",6,-3.44132736692902,0.00864164856291584,0.0305926424256104,-0.0457463264465314,"Non-significant",1.51438300940634,"CUTA","Protein CutA","CUTA_HUMAN"
-0.15833139419558,11.6733736991882,-3.38135751426173,0.0106530426228435,0.0368923915055646,-4.39851334696795,"KCC1A_HUMAN",18,-3.43981742617059,0.00866104092537843,0.0306479224023204,0.0209140777587749,"Non-significant",1.51359896061669,"CAMK1","Calcium/calmodulin-dependent protein kinase type 1","KCC1A_HUMAN"
0.141884565353426,11.2880750894546,3.39840701950513,0.0103983581737002,0.0362891519231843,-4.37273653289395,"MCU_HUMAN",18,3.43691042329776,0.00869850567439893,0.0307670771761434,-0.040249109268176,"Non-significant",1.5119137590845,"MCU","Calcium uniporter protein, mitochondrial","MCU_HUMAN"
0.309648036956787,9.38413500785828,3.25206670304793,0.0128147296940893,0.0421307604286226,-4.59484639013276,"AFG2A_HUMAN",40,3.43354282960049,0.00874212081405086,0.0309036152369803,0.102527379989624,"Non-significant",1.50999071197871,"AFG2A","ATPase family gene 2 protein homolog A","AFG2A_HUMAN"
0.142045259475701,10.1361936330795,3.43960012575488,0.00980945433105315,0.0347644553859385,-4.31057374522957,"TNG2_HUMAN",17,3.43334230043767,0.00874472523836662,0.0309036152369803,-0.263966083526611,"Non-significant",1.50999071197871,"TANGO2","Transport and Golgi organization protein 2 homolog","TNG2_HUMAN"
0.442397356033325,8.66156852245331,3.60209241858227,0.00781194912820147,0.0294682265114954,-4.06706946856157,"SAS10_HUMAN",5,3.43243092273031,0.00875657233556625,0.030932010418278,0.173951387405396,"Non-significant",1.50959185221829,"UTP3","Something about silencing protein 10","SAS10_HUMAN"
0.238042831420927,12.4529528617859,3.31655388881541,0.0116834406457709,0.0392706865782044,-4.4967356477688,"NNRD_HUMAN",19,3.43199866904038,0.00876219718119585,0.0309384107607586,-0.59133017063141,"Up in BT",1.50950199883186,"NAXD","ATP-dependent (S)-NAD(P)H-hydrate dehydratase","NNRD_HUMAN"
0.118085861206072,10.3299052715301,3.09224633109634,0.0161497378872683,0.0497868439275438,-4.83938982631158,"MRPP3_HUMAN",31,3.43132738132587,0.00877094011306579,0.0309558103860008,0.105020523071282,"Non-significant",1.50925782219343,"PRORP","Mitochondrial ribonuclease P catalytic subunit","MRPP3_HUMAN"
-0.104575634002654,13.5165538787842,-3.0569739770498,0.017002621548996,0.0519620607339185,-4.8935915817197,"SCLY_HUMAN",30,-3.43096664670327,0.00877564217453365,0.0309589393931157,-0.332582831382752,"Non-significant",1.50921392601263,"SCLY","Selenocysteine lyase","SCLY_HUMAN"
-0.0730252265930247,16.3046724796295,-2.55213374362878,0.0360039709302392,0.0905848744582825,-5.67356149492128,"ECHP_HUMAN",62,-3.42753897150624,0.00882045406325141,0.0311035046802355,-0.0684170722961426,"Non-significant",1.50719067278884,"EHHADH","Peroxisomal bifunctional enzyme","ECHP_HUMAN"
-0.233579158782959,9.77257204055786,-3.26627542455199,0.0125558319314758,0.0415489479168006,-4.57319913569392,"PPCEL_HUMAN",24,-3.42502223961623,0.0088535107055102,0.0312065099324543,0.245831608772278,"Non-significant",1.50575479916006,"PREPL","Prolyl endopeptidase-like","PPCEL_HUMAN"
0.0715181827545273,13.0978792905807,2.54457020858395,0.0364166307678816,0.0913681329779193,-5.68523909078479,"ITAV_HUMAN",58,3.42306404839291,0.00887932165555166,0.0312732401909564,-0.26491332054135,"Non-significant",1.50482711958371,"ITGAV","Integrin alpha-V","ITAV_HUMAN"
-0.489877939224225,14.1914106607437,-3.43042897313647,0.00993741338147968,0.0351491596239434,-4.32439910107526,"NTF2_HUMAN",7,-3.42300122687432,0.00888015102291884,0.0312732401909564,0.162873983383183,"Non-significant",1.50482711958371,"NUTF2","Nuclear transport factor 2","NTF2_HUMAN"
-0.102988719940175,14.9742646217346,-3.85483950749006,0.00552333227275593,0.0230418087717952,-3.69428702113635,"ARK72_HUMAN",15,-3.42217185340902,0.00889110806201654,0.0312982433037754,0.151922702789308,"Non-significant",1.50448003768955,"AKR7A2","Aflatoxin B1 aldehyde reductase member 2","ARK72_HUMAN"
-0.261636495590226,10.8658121824264,-5.16541860041378,0.00106442049889594,0.00705012743699275,-1.89898936691125,"MSL1_HUMAN",4,-3.42109654194957,0.00890533552666269,0.0313347322043977,-0.0559122562408483,"Non-significant",1.50397401255327,"MSL1","Male-specific lethal 1 homolog","MSL1_HUMAN"
-0.3295955657959,10.4740498065949,-3.90100981836761,0.00518962441889271,0.021939169303755,-3.62703658312242,"ARCH_HUMAN",5,-3.42027893965556,0.00891616934325739,0.0313481495341972,0.0525701045990008,"Non-significant",1.50378809026568,"ZBTB8OS","Protein archease","ARCH_HUMAN"
-0.441690683364872,9.85663974285126,-4.17891414397652,0.00359029356953258,0.0168977041897838,-3.22814345335194,"RAB1C_HUMAN",1,-3.42022567190501,0.00891687566242631,0.0313481495341972,-0.348607778549193,"Non-significant",1.50378809026568,"RAB1C","Putative Ras-related protein Rab-1C","RAB1C_HUMAN"
-0.618546247482302,5.95852768421173,-3.33684272767968,0.0113498754094863,0.0385648614206751,-4.46594286896273,"GLT10_HUMAN",9,-3.41899273863374,0.00893324063796506,0.0313687816982883,-0.138875246047967,"Non-significant",1.50350234811721,"GALNT10","Polypeptide N-acetylgalactosaminyltransferase 10","GLT10_HUMAN"
-0.135901451110852,13.27641248703,-4.31088367951602,0.00302620676346557,0.0149054806326461,-3.04238242530561,"RASN_HUMAN",11,-3.41898326515783,0.00893336650419359,0.0313687816982883,0.350246667861938,"Non-significant",1.50350234811721,"NRAS","GTPase NRas","RASN_HUMAN"
-0.264942646026626,16.449554681778,-3.24264397303212,0.0129895437704246,0.0424988540940424,-4.60921118725203,"SAP_HUMAN",30,-3.41890981543712,0.00893434243341685,0.0313687816982883,-0.0612320899963379,"Non-significant",1.50350234811721,"PSAP","Prosaposin","SAP_HUMAN"
0.0911278724670499,13.0082874298096,3.35276139305466,0.0110952628436152,0.0379060895634079,-4.44180878933429,"SQSTM_HUMAN",20,3.41789825562803,0.00894779453726432,0.0314024242540496,-0.212348103523252,"Non-significant",1.50303682327978,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
-0.280484199523926,15.2034893035889,-3.78179445860019,0.00609956254874339,0.0246228112042308,-3.80123012437751,"RS28_HUMAN",7,-3.41373863783999,0.00900333614181981,0.0315761653963062,0.0419024229049674,"Non-significant",1.50064061176725,"RPS28","Small ribosomal subunit protein eS28","RS28_HUMAN"
-0.0767824649810773,11.4951671361923,-2.73579929265643,0.0273324713755662,0.0739005907168758,-5.38952623473169,"ANO6_HUMAN",39,-3.41360822253786,0.00900508340239742,0.0315761653963062,-0.224187850952152,"Non-significant",1.50064061176725,"ANO6","Anoctamin-6","ANO6_HUMAN"
0.423617839813231,8.61869668960571,3.46640358231331,0.00944547348651297,0.033762366462364,-4.27021636677875,"PPA5_HUMAN",7,3.40821413033631,0.00907766650884259,0.0318169270206258,-0.1586036682129,"Non-significant",1.49734176819767,"ACP5","Tartrate-resistant acid phosphatase type 5","PPA5_HUMAN"
0.112620592117302,14.0517164468765,3.59801546870364,0.00785634886019014,0.0295669826769864,-4.07314406181183,"NNRE_HUMAN",16,3.40783099448152,0.00908284546170303,0.0318213333662601,0.0300614833831805,"Non-significant",1.49728162665434,"NAXE","NAD(P)H-hydrate epimerase","NNRE_HUMAN"
0.296035528182987,8.75888431072235,3.85503527967169,0.00552186925828235,0.0230418087717952,-3.69400129366567,"SMAD2_HUMAN",6,3.4056036273166,0.00911301529840036,0.0319132525382911,-0.0727047920226997,"Non-significant",1.49602893107923,"SMAD2","Mothers against decapentaplegic homolog 2","SMAD2_HUMAN"
0.134301185607947,15.7516174316406,3.5655396267982,0.00821984730481457,0.0305244123712885,-4.12159863599441,"SUCA_HUMAN",15,3.40502498181437,0.00912087040585866,0.0319269812222335,0.108343839645402,"Non-significant",1.49584214317384,"SUCLG1","Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial","SUCA_HUMAN"
0.28070592880249,9.41576457023621,3.40108714292062,0.0103589171204688,0.0361982142616209,-4.36868703855633,"SESN2_HUMAN",12,3.40385904605652,0.00913671971198506,0.0319623430327449,-0.117117881774901,"Non-significant",1.49536139178313,"SESN2","Sestrin-2","SESN2_HUMAN"
0.892223596572878,7.90510666370392,3.41321928215281,0.010182365653631,0.0357661103521915,-4.35036484679395,"LAT1_HUMAN",2,3.40370243402582,0.00913885085481492,0.0319623430327449,0.704288721084597,"Up in D",1.49536139178313,"SLC7A5","Large neutral amino acids transporter small subunit 1","LAT1_HUMAN"
0.182961702346805,10.1587868928909,3.46314104038342,0.00948899541829506,0.0339029981611828,-4.27512481639416,"DIK1A_HUMAN",14,3.40272799046339,0.00915212267908489,0.031994969159024,-0.0775282382964981,"Non-significant",1.49491830412505,"DIPK1A","Divergent protein kinase domain 1A","DIK1A_HUMAN"
-0.179803609848024,14.3013747930527,-4.48955159428674,0.0024109835474374,0.0126292579108503,-2.79475919492485,"NDUBB_HUMAN",8,-3.39369340271561,0.00927614684923363,0.0324145803336269,-0.392440795898398,"Non-significant",1.48925959676569,"NDUFB11","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 11, mitochondrial","NDUBB_HUMAN"
0.29176306724548,12.8344274759293,3.70590635211905,0.00676756155725824,0.0266822130590833,-3.91302885247564,"SRP14_HUMAN",7,3.39306128696345,0.00928489054468932,0.0324311674040504,0.2069962024689,"Non-significant",1.48903741802416,"SRP14","Signal recognition particle 14 kDa protein","SRP14_HUMAN"
-0.698625087738026,10.4073438644409,-3.25055595697373,0.0128425886499172,0.0421881636864082,-4.59714901318748,"COCA1_HUMAN",34,-3.39269141092403,0.00929001086505319,0.032435089569295,0.3206014633179,"Non-significant",1.48898489843063,"COL12A1","Collagen alpha-1(XII) chain","COCA1_HUMAN"
-0.105340957641605,8.47776126861572,-2.86280824479948,0.022626537963357,0.0643955556066921,-5.19304722997057,"PCM1_HUMAN",55,-3.39224135893353,0.00929624511098611,0.032442895841093,0.387044668197632,"Non-significant",1.48888038776307,"PCM1","Pericentriolar material 1 protein","PCM1_HUMAN"
-0.399974942207334,7.48166424036026,-3.38700903636705,0.0105678909876575,0.0367228554491874,-4.38996585050516,"CA043_HUMAN",9,-3.39176784032735,0.00930280919358288,0.0324518460003145,-0.085767269134525,"Non-significant",1.4887605936264,"C1orf43","Protein C1orf43","CA043_HUMAN"
0.151706457138047,10.9071735143661,3.17915215711254,0.0142354442966062,0.0454928692487842,-4.70618479319813,"PTCD3_HUMAN",26,3.39138764200848,0.00930808318048026,0.032456290041434,-0.0591087341308594,"Non-significant",1.48870112426998,"PTCD3","Small ribosomal subunit protein mS39","PTCD3_HUMAN"
0.363731741905213,7.83451133966446,3.41520659057537,0.0101537530777064,0.0356965132029938,-4.34736493925885,"DJC17_HUMAN",9,3.39080179119763,0.00931621609448341,0.0324706947554289,0.0786707401275759,"Non-significant",1.48850841894341,"DNAJC17","DnaJ homolog subfamily C member 17","DJC17_HUMAN"
0.127763986587528,12.882163643837,3.37209341125414,0.0107942118706268,0.0372344221735392,-4.41253112727858,"EIF3M_HUMAN",18,3.38967195917749,0.00933192187989745,0.032511470216182,0.213634729385378,"Non-significant",1.48796339062883,"EIF3M","Eukaryotic translation initiation factor 3 subunit M","EIF3M_HUMAN"
0.48797333240509,7.82308286428452,3.25640843367365,0.0127350225148462,0.041987798734442,-4.58822992204642,"MCE1_HUMAN",20,3.38891055743695,0.00934252188946123,0.0325344303051882,0.233052849769592,"Non-significant",1.48765679358601,"RNGTT","mRNA-capping enzyme","MCE1_HUMAN"
0.226044178009037,9.65805602073669,3.60954697382125,0.00773146090671149,0.0292189444793,-4.05596712176299,"SMYD5_HUMAN",10,3.38797578220624,0.00935555294448111,0.0325646405917132,-0.2601127624512,"Non-significant",1.4872537106696,"SMYD5","Histone-lysine N-trimethyltransferase SMYD5","SMYD5_HUMAN"
0.16533637046814,7.63298642635346,3.3213338104548,0.0116039259885137,0.0391982745507078,-4.48947775933946,"RBM19_HUMAN",18,3.3877127041832,0.00935922379342804,0.0325646405917132,-0.00874662399289861,"Non-significant",1.4872537106696,"RBM19","Probable RNA-binding protein 19","RBM19_HUMAN"
-0.218983650207553,11.2067313194275,-3.54635047728212,0.0084430758198461,0.0311537595280724,-4.15028374304253,"CNBP_HUMAN",11,-3.38737987260344,0.00936387012549746,0.0325668419195398,0.578972935676575,"Up in D",1.48722435391335,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN"
-0.121696710586571,13.8531082868576,-3.44219496847556,0.00977357054280084,0.0346720025037512,-4.30666358536823,"TPMT_HUMAN",17,-3.38610960409971,0.00938162548693347,0.0326146140535468,0.0200581550598482,"Non-significant",1.48658775635372,"TPMT","Thiopurine S-methyltransferase","TPMT_HUMAN"
0.126833438873277,13.4466998577118,3.25289711582716,0.0127994437799471,0.0421047519086544,-4.59358078499293,"AIMP1_HUMAN",21,3.38503448952555,0.00939668083453856,0.0326512311849803,0.11532735824585,"Non-significant",1.48610043807154,"AIMP1","Aminoacyl tRNA synthase complex-interacting multifunctional protein 1","AIMP1_HUMAN"
0.231820344924902,10.045695900917,3.28428448124443,0.0122356470343473,0.0406885409986451,-4.54578612765811,"GATB_HUMAN",18,3.38478297729272,0.00940020656249865,0.0326512311849803,-0.157551288604724,"Non-significant",1.48610043807154,"GATB","Glutamyl-tRNA(Gln) amidotransferase subunit B, mitochondrial","GATB_HUMAN"
-0.125049114227293,9.48109340667725,-2.90355757871481,0.0213024868395891,0.0616654934771409,-5.13007890324041,"ZZEF1_HUMAN",94,-3.38425780396979,0.00940757300805959,0.0326585733205861,-0.48797583580015,"Non-significant",1.48600279120162,"ZZEF1","Zinc finger ZZ-type and EF-hand domain-containing protein 1","ZZEF1_HUMAN"
0.158778190612804,14.6916592121124,4.12533604355368,0.00385113907144832,0.0177344735673846,-3.30424298380001,"RL17_HUMAN",10,3.38405849307038,0.00941037027650116,0.0326585733205861,0.36767625808716,"Non-significant",1.48600279120162,"RPL17","Large ribosomal subunit protein uL22","RL17_HUMAN"
-0.100084781646721,17.2294218540192,-3.03453743809999,0.0175697359256532,0.0531546746087809,-4.92810620623666,"ADT2_HUMAN",28,-3.38076966378437,0.00945665503174578,0.0328051726924264,-0.0653238296509251,"Non-significant",1.48405767169512,"SLC25A5","ADP/ATP translocase 2","ADT2_HUMAN"
-0.141606092452976,14.1677182912826,-4.11485572417702,0.00390453246830935,0.0179343519806851,-3.3191742940824,"NDUA8_HUMAN",11,-3.37964994447965,0.0094724679987266,0.0328459851887468,0.0381290912628245,"Non-significant",1.48351770728931,"NDUFA8","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8","NDUA8_HUMAN"
0.494316816329958,7.91745507717132,3.78746995012563,0.00605254333024134,0.0245551682907891,-3.79289709269702,"CERS5_HUMAN",2,3.37771550678151,0.00949985243926485,0.0329140044122934,0.175069093704201,"Non-significant",1.48261927697739,"CERS5","Ceramide synthase 5","CERS5_HUMAN"
-0.244431018829331,10.0387716293335,-4.20249626499377,0.00348162878868527,0.0165011308360936,-3.19477290498462,"CEBOS_HUMAN",6,-3.3772733348305,0.00950612367654405,0.0329140044122934,0.11766028404235,"Non-significant",1.48261927697739,"CEBPZOS","Protein CEBPZOS","CEBOS_HUMAN"
0.149234771728507,10.104109287262,3.15277019181969,0.0147898250421901,0.0468585085483524,-4.74656730490874,"PLGT2_HUMAN",27,3.37723814769513,0.00950662291641835,0.0329140044122934,0.072088956832884,"Non-significant",1.48261927697739,"POGLUT2","Protein O-glucosyltransferase 2","PLGT2_HUMAN"
0.410018086433407,8.18705552816391,3.31831144849989,0.0116541361921709,0.0392416787457218,-4.49406671358281,"DVL2_HUMAN",11,3.3771192627446,0.00950830987705394,0.0329140044122934,0.0203993320465266,"Non-significant",1.48261927697739,"DVL2","Segment polarity protein dishevelled homolog DVL-2","DVL2_HUMAN"
-0.174056053161625,13.2651765346527,-3.52261312523923,0.00872824400532765,0.031886975172998,-4.18582290387232,"S22A1_HUMAN",13,-3.37671689764558,0.00951402172602804,0.0329188620802508,-0.282947540283203,"Non-significant",1.48255518563502,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
1.15276849269867,7.49359399080276,3.24635855488742,0.0129203290157016,0.0423920540369604,-4.60354751040339,"ABC3G_HUMAN",14,3.37626671282576,0.00952041670255041,0.0329188620802508,0.0237412452697754,"Non-significant",1.48255518563502,"APOBEC3G","DNA dC->dU-editing enzyme APOBEC-3G","ABC3G_HUMAN"
-0.169335365295399,10.3271431922913,-3.14326979295548,0.0149950187334094,0.0473422498065695,-4.76112143800286,"CERT_HUMAN",31,-3.37616344314211,0.00952188431135673,0.0329188620802508,-0.0367858409881698,"Non-significant",1.48255518563502,"CERT1","Ceramide transfer protein","CERT_HUMAN"
-0.505777359008778,11.1988055706024,-3.83049678516355,0.00570855120933583,0.0235481365086685,-3.72985255682536,"INSR2_HUMAN",1,-3.37545977910234,0.00953189073620057,0.0329394213941786,-0.0080646276473999,"Non-significant",1.48228403380993,"INS-IGF2;INS","Insulin, isoform 2;Insulin","INSR2_HUMAN"
-0.178411245346069,8.76005971431732,-3.50515042823308,0.00894461249403684,0.0324140899404287,-4.21200613952639,"TLS1_HUMAN",13,-3.37487050987527,0.00954027895460217,0.0329543735366718,-0.0365362167358487,"Non-significant",1.4820869398925,"C9orf78","Splicing factor C9orf78","TLS1_HUMAN"
