"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.527990579605099,9.09839832782746,3.88860025920508,0.00524234003279062,0.0238165436876053,-3.5516207454809,"THRSP_HUMAN",5,3.75821378876258,0.00555851375959542,0.0240286524482457,0.377315044403078,"Non-significant",1.61927058419822,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
-1.03921675682068,11.1112905740738,-3.77647311615552,0.00610563472919547,0.0266686168037443,-3.71583193382674,"MT1E_HUMAN",1,-3.75574965978698,0.00557814231205749,0.0241006638551834,-0.0748369693755748,"Non-significant",1.61797099457566,"MT1E","Metallothionein-1E","MT1E_HUMAN"
-0.217326641082773,10.8808619976044,-3.47962145466549,0.00922177601078857,0.0361126884901248,-4.15777089415521,"MILK2_HUMAN",56,-3.75319601488888,0.00559856211120591,0.0241760154179483,-0.00631809234619851,"Non-significant",1.61661527603915,"MICALL2","MICAL-like protein 2","MILK2_HUMAN"
-0.259655237197878,9.64125049114227,-3.93070497952956,0.00495304127454224,0.0228606239485983,-3.49036844484281,"SMYD5_HUMAN",10,-3.75196522016457,0.00560843247487028,0.0241935545699104,0.0379133224487234,"Non-significant",1.6163003194559,"SMYD5","Histone-lysine N-trimethyltransferase SMYD5","SMYD5_HUMAN"
0.15186429023742,12.6298540830612,3.83102268143144,0.00566789602117069,0.0252998139101357,-3.63574743049557,"PURA_HUMAN",15,3.75194595105602,0.00560858715134353,0.0241935545699104,0.0899794101715248,"Non-significant",1.6163003194559,"PURA","Transcriptional activator protein Pur-alpha","PURA_HUMAN"
-0.107465505599979,13.3099166154862,-3.62331793516073,0.00754128376065538,0.0313456376450336,-3.94259512446998,"PDLI2_HUMAN",19,-3.74412846919502,0.00567171710122281,0.0244528759613825,-0.11208391189575,"Non-significant",1.6116700551209,"PDLIM2","PDZ and LIM domain protein 2","PDLI2_HUMAN"
-0.454017043113708,7.41545003652572,-3.62643522322453,0.00750868611762658,0.0312598661664557,-3.93795238179066,"SMG7_HUMAN",18,-3.74287252101764,0.00568193008364461,0.0244751354669713,0.0530097484588747,"Non-significant",1.61127489574973,"SMG7","Nonsense-mediated mRNA decay factor SMG7","SMG7_HUMAN"
-0.131870031356815,9.27015292644501,-4.43632587152926,0.00255719682064371,0.0141791468911502,-2.7733465082883,"CCNK_HUMAN",12,-3.74275178654849,0.00568291289373601,0.0244751354669713,-0.080069541931147,"Non-significant",1.61127489574973,"CCNK","Cyclin-K","CCNK_HUMAN"
-0.616244554519657,9.69917166233063,-4.02800651515587,0.00434846597845887,0.0207770100109666,-3.34969847692397,"CYTM1_HUMAN",2,-3.74222429707264,0.00568720892649032,0.0244806436230994,0.0997059345245361,"Non-significant",1.61117716829584,"CYSTM1","Cysteine-rich and transmembrane domain-containing protein 1","CYTM1_HUMAN"
-0.333306312561035,8.37440657615661,-3.58347648290783,0.00797155483367964,0.0326014092341112,-4.00202938827945,"DIDO1_HUMAN",28,-3.74089994792906,0.00569801012250407,0.0245141326267222,-0.322088956832875,"Non-significant",1.61058346860554,"DIDO1","Death-inducer obliterator 1","DIDO1_HUMAN"
0.105313301086426,12.3149409294128,3.24387966803418,0.0129062085740686,0.0459705778621565,-4.51524397872789,"EIF2D_HUMAN",31,3.74046783376434,0.00570153912224104,0.0245163160772993,0.120526552200349,"Non-significant",1.61054478812993,"EIF2D","Eukaryotic translation initiation factor 2D","EIF2D_HUMAN"
-0.10255527496337,10.903023481369,-3.08447907142795,0.0162651461238957,0.0545578320170689,-4.75954965326427,"FKB15_HUMAN",49,-3.73867234098829,0.00571622762132305,0.0245474504701621,0.276022195816026,"Non-significant",1.6099936075833,"FKBP15","FK506-binding protein 15","FKB15_HUMAN"
-0.145595788955676,12.9503284692764,-4.93598795536075,0.00138089194624322,0.00936630679181366,-2.09994848101488,"UD13_HUMAN",10,-3.73836303850793,0.00571876203061612,0.0245474504701621,-0.190324783325218,"Non-significant",1.6099936075833,"UGT1A3","UDP-glucuronosyltransferase 1A3","UD13_HUMAN"
0.123556375503551,12.3938065767288,3.44765702082453,0.00964759325033676,0.0373499470730375,-4.20593206933031,"SNX5_HUMAN",24,3.73820840317995,0.00572002955495578,0.0245474504701621,-0.0228023529053001,"Non-significant",1.6099936075833,"SNX5","Sorting nexin-5","SNX5_HUMAN"
0.280342459678652,7.61319273710251,3.67261729185261,0.00704308593446163,0.0297334023268583,-3.86930124938135,"RGPS2_HUMAN",15,3.73810454312277,0.00572088104992317,0.0245474504701621,0.0363409519195752,"Non-significant",1.6099936075833,"RALGPS2","Ras-specific guanine nucleotide-releasing factor RalGPS2","RGPS2_HUMAN"
-0.149580240249621,12.1762706041336,-3.30611384977083,0.0118018615837106,0.0431502224254636,-4.42038575351803,"IF4G3_HUMAN",63,-3.73654017558956,0.00573372288470834,0.0245895494114818,0.0872235298156738,"Non-significant",1.60924942937027,"EIF4G3","Eukaryotic translation initiation factor 4 gamma 3","IF4G3_HUMAN"
-0.18204593658445,10.640380859375,-5.06756706774515,0.0011811044573866,0.00843616335143914,-1.92852120772769,"CHMP6_HUMAN",8,-3.73265950955577,0.00576571225553722,0.0247102101189337,-0.0390098094940203,"Non-significant",1.60712356163534,"CHMP6","Charged multivesicular body protein 6","CHMP6_HUMAN"
0.146533012390149,15.5880444049835,4.49124806929675,0.00238546134123194,0.0135733754016522,-2.69759277440253,"TMED9_HUMAN",11,3.73238903168065,0.00576794897279522,0.0247102101189337,-0.000267505645750177,"Non-significant",1.60712356163534,"TMED9","Transmembrane emp24 domain-containing protein 9","TMED9_HUMAN"
-0.171863555908228,16.5695672035217,-4.1872222104203,0.00352488884301896,0.0178532759502221,-3.12223764968856,"RET4_HUMAN",11,-3.73063195789025,0.00578250168270434,0.0247594821390306,-0.14811706542969,"Non-significant",1.60625844311369,"RBP4","Retinol-binding protein 4","RET4_HUMAN"
-0.182757139205943,9.9301701784134,-3.4771171051423,0.00925440144157165,0.0362055030361197,-4.16154046956108,"SUV3_HUMAN",30,-3.72893151605981,0.00579662269334123,0.0247953249807963,-0.0811092853546249,"Non-significant",1.60563019523971,"SUPV3L1","ATP-dependent RNA helicase SUPV3L1, mitochondrial","SUV3_HUMAN"
0.112193107605002,16.707435131073,3.67428352508278,0.00702687809610667,0.0296958796207341,-3.86682894465471,"NIPS1_HUMAN",18,3.72888801674979,0.00579698440825371,0.0247953249807963,-0.236255645751951,"Non-significant",1.60563019523971,"NIPSNAP1","Protein NipSnap homolog 1","NIPS1_HUMAN"
-0.533858299255371,7.95953631401062,-3.6695920043888,0.00707261643860871,0.0298270321116794,-3.8737909023057,"B4GT4_HUMAN",10,-3.72614761270587,0.00581982068004965,0.0248748519568067,-0.16411018371582,"Non-significant",1.60423949528709,"B4GALT4","Beta-1,4-galactosyltransferase 4","B4GT4_HUMAN"
0.0756475925445699,13.0926362276077,2.6417907653594,0.0313686797507502,0.087525951684177,-5.44399979124135,"MYLK_HUMAN",102,3.72592156800016,0.00582170863519546,0.0248748519568067,-0.00905132293697619,"Non-significant",1.60423949528709,"MYLK","Myosin light chain kinase, smooth muscle","MYLK_HUMAN"
-0.448251485824581,7.2551486492157,-3.58403726439163,0.00796531905245055,0.0325923342368047,-4.00119160302778,"EH1L1_HUMAN",28,-3.7241962483057,0.00583614029889346,0.024920369031083,0.0506727695465496,"Non-significant",1.60344553075379,"EHBP1L1","EH domain-binding protein 1-like protein 1","EH1L1_HUMAN"
0.126691102981574,13.5890790224075,3.56144425173813,0.00822074014554817,0.0332683718408867,-4.03497207205771,"SEC13_HUMAN",20,3.72391409871512,0.0058385040088845,0.024920369031083,0.0172002315521258,"Non-significant",1.60344553075379,"SEC13","Protein SEC13 homolog","SEC13_HUMAN"
0.0969150066375519,10.5552722215653,3.15762584476532,0.0146214954486917,0.0507220239720753,-4.6472195833005,"MTM1_HUMAN",32,3.71742082052386,0.0058931849314639,0.0251405376098307,0.0655385255813581,"Non-significant",1.59962543951854,"MTM1","Myotubularin","MTM1_HUMAN"
-0.17059946060181,10.0002233982086,-4.01178278166615,0.00444344968977301,0.0210842987034025,-3.37306694944674,"CPSF4_HUMAN",12,-3.7160370584903,0.00590490834231992,0.0251773128163867,0.113860607147217,"Non-significant",1.59899062416031,"CPSF4","Cleavage and polyadenylation specificity factor subunit 4","CPSF4_HUMAN"
-0.19571018218995,11.927250623703,-3.56179183591548,0.00821674475051813,0.0332683718408867,-4.03445194975322,"TS101_HUMAN",21,-3.71461358800629,0.00591699415479666,0.0252155937878257,-0.201944351196294,"Non-significant",1.59833080042812,"TSG101","Tumor susceptibility gene 101 protein","TS101_HUMAN"
-0.635517239570618,7.96709126234055,-3.87635519131116,0.00532986583879926,0.0241099441791255,-3.56947693776835,"ENTP2_HUMAN",3,-3.71286639716334,0.00593186459125096,0.0252654808985838,-0.0602736473083514,"Non-significant",1.59747243106463,"ENTPD2","Ectonucleoside triphosphate diphosphohydrolase 2","ENTP2_HUMAN"
-0.279977679252628,7.42782324552536,-3.83727467659202,0.00561993116595127,0.0251656299561416,-3.62659243656809,"DYM_HUMAN",10,-3.71215228836252,0.00593795389198384,0.0252654808985838,-0.170834541320797,"Non-significant",1.59747243106463,"DYM","Dymeclin","DYM_HUMAN"
0.594064354896545,6.97290593385696,3.64302298128676,0.00733775320111836,0.0306741522276529,-3.91326595284954,"KTU_HUMAN",10,3.71214197175501,0.00593804191195457,0.0252654808985838,-0.283962488174449,"Non-significant",1.59747243106463,"DNAAF2","Protein kintoun","KTU_HUMAN"
-0.392211318016055,7.8018804192543,-3.795935270086,0.00594541219045429,0.026189508422012,-3.68721728778673,"VP37B_HUMAN",8,-3.71102124725971,0.00594761208916405,0.0252850978718585,-0.101112127304077,"Non-significant",1.59713536099027,"VPS37B","Vacuolar protein sorting-associated protein 37B","VP37B_HUMAN"
0.163354873657221,10.8793807029724,4.23514221800033,0.0033114693957746,0.0171141800492453,-3.05445244346651,"MIC25_HUMAN",11,3.71087234210565,0.00594888487027087,0.0252850978718585,-0.294563770294189,"Non-significant",1.59713536099027,"CHCHD6","MICOS complex subunit MIC25","MIC25_HUMAN"
0.128983020782449,10.5473492145539,3.45893339966626,0.00949502277044319,0.0369331806133154,-4.18893000227708,"SIR2_HUMAN",23,3.70892023091139,0.00596559764761214,0.025339481760233,-0.289460897445677,"Non-significant",1.5962022714957,"SIRT2","NAD-dependent protein deacetylase sirtuin-2","SIR2_HUMAN"
0.31279468536372,13.6580913066864,3.5823031851717,0.00798461862101973,0.0326117305471097,-4.00378236098738,"KPB1_HUMAN",20,3.70859576078608,0.00596838041617908,0.025339481760233,0.0314559936523473,"Non-significant",1.5962022714957,"PHKA1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","KPB1_HUMAN"
0.141211509704576,12.3410789966583,3.81452959858533,0.00579656283772541,0.0257266775744102,-3.65992216960323,"KDSR_HUMAN",15,3.70828479156098,0.00597104869676676,0.025339481760233,0.299546718597401,"Non-significant",1.5962022714957,"KDSR","3-ketodihydrosphingosine reductase","KDSR_HUMAN"
-0.319329261779785,9.03562593460083,-5.38219193955894,0.000820807337269662,0.00660381100813744,-1.52848060257868,"SOAT1_HUMAN",3,-3.7077203005012,0.00597589558330362,0.0253467939168456,0.119698762893675,"Non-significant",1.59607696620359,"SOAT1","Sterol O-acyltransferase 1","SOAT1_HUMAN"
-0.105531930923425,10.6116698980331,-3.17632055650586,0.0142302329196834,0.0497904743037133,-4.61856834784249,"ARMC8_HUMAN",35,-3.70678979777449,0.00598389432348032,0.0253674600526224,-0.0226802825927752,"Non-significant",1.59572301485759,"ARMC8","Armadillo repeat-containing protein 8","ARMC8_HUMAN"
0.171087265014648,16.5912094116211,5.33223372764154,0.000868848442353621,0.00684450122452163,-1.59108055987147,"AK1C2_HUMAN",8,3.70347918896752,0.00601244560023149,0.025475187258631,0.068191051483149,"Non-significant",1.59388261497252,"AKR1C2","Aldo-keto reductase family 1 member C2","AK1C2_HUMAN"
0.181976795196539,8.86091470718384,3.38575706765289,0.0105330780091582,0.0399371004515465,-4.29948571412138,"MRCKA_HUMAN",51,3.70130873827392,0.00603124284075131,0.0255414949947057,0.534356832504272,"Up in C",1.59275368620536,"CDC42BPA","Serine/threonine-protein kinase MRCK alpha","MRCKA_HUMAN"
-0.477924823760986,8.23297142982483,-3.56434466246682,0.00818746434010771,0.0331667926388587,-4.03063232364776,"MCM7_HUMAN",26,-3.69826240386155,0.00605773156179179,0.025640288937078,0.0816588401794753,"Non-significant",1.59107708511767,"MCM7","DNA replication licensing factor MCM7","MCM7_HUMAN"
-0.136719226837153,13.6852858066559,-4.28560354372121,0.0031018327098841,0.0163324273900062,-2.98341480839559,"SRSF7_HUMAN",12,-3.6977317504065,0.006062358424323,0.0256464943977877,0.0807203054428074,"Non-significant",1.59097198991841,"SRSF7","Serine/arginine-rich splicing factor 7","SRSF7_HUMAN"
0.122847318649278,14.8454705476761,3.2624056927764,0.0125664237444926,0.045186235557618,-4.48697274160748,"ACPH_HUMAN",35,3.69606672444416,0.00607690058195932,0.0256946176769244,-0.186574220657349,"Non-significant",1.59015784001568,"APEH","Acylamino-acid-releasing enzyme","ACPH_HUMAN"
1.00722980499265,11.2746820449829,3.7086996141373,0.00670092082993678,0.0287071127846394,-3.81583618787162,"COX7C_HUMAN",2,3.69557641116908,0.00608119001712989,0.0256993623953083,-0.187383174896238,"Non-significant",1.59007765144047,"COX7C","Cytochrome c oxidase subunit 7C, mitochondrial","COX7C_HUMAN"
0.0919642448425293,16.5628082752228,2.99606629193571,0.0185156796789827,0.0601426040493457,-4.89574695272272,"TRAP1_HUMAN",43,3.69354111056284,0.00609903012465442,0.0257613380694669,0.302753806114194,"Non-significant",1.58903158303995,"TRAP1","Heat shock protein 75 kDa, mitochondrial","TRAP1_HUMAN"
0.163038253784197,12.5730979442597,3.57270599164175,0.00809234212339375,0.0329129142803092,-4.01812680974004,"UD2A3_HUMAN",19,3.69159370032705,0.00611615213273335,0.025820217692507,0.0260734558105256,"Non-significant",1.58804010047951,"UGT2A3","UDP-glucuronosyltransferase 2A3","UD2A3_HUMAN"
0.0720555782317973,12.8737472295761,2.68397901933889,0.0294430485333869,0.0837954737986325,-5.37866274289279,"OPA1_HUMAN",53,3.69081477997339,0.00612301490494205,0.0258357477580342,0.197395205497745,"Non-significant",1.58777896425231,"OPA1","Dynamin-like GTPase OPA1, mitochondrial","OPA1_HUMAN"
-0.400645256042482,8.58248472213745,-3.55217972590509,0.00832800470159677,0.0335352010663802,-4.04884028379783,"PUM3_HUMAN",25,-3.68983964859098,0.00613161800209143,0.0258586010753482,0.0972161293029981,"Non-significant",1.58739497372053,"PUM3","Pumilio homolog 3","PUM3_HUMAN"
-0.151470422744776,10.9004093408585,-3.75753501101238,0.00626601930706674,0.0272030394101335,-3.74372053393257,"GNPI1_HUMAN",15,-3.68615471287721,0.0061642449864365,0.0259826928934783,-0.0127944946289009,"Non-significant",1.58531583986149,"GNPDA1","Glucosamine-6-phosphate isomerase 1","GNPI1_HUMAN"
-0.229921817779552,11.1432373523712,-4.2612859751223,0.00320099527979479,0.0167135622266763,-3.01760420473153,"RAB35_HUMAN",8,-3.68321454230187,0.00619041055224805,0.0260794346941541,-0.144776344299315,"Non-significant",1.58370182673883,"RAB35","Ras-related protein Rab-35","RAB35_HUMAN"
0.128807067871072,15.3673484325409,3.83312616800753,0.00565170908149528,0.0252800261781989,-3.63266668315937,"F10A1_HUMAN",15,3.68151724813634,0.00620556926407552,0.026129729636071,0.152966022491455,"Non-significant",1.58286508388806,"ST13","Hsc70-interacting protein","F10A1_HUMAN"
0.144929885864222,15.9276359081268,5.5036928323911,0.000715763766730604,0.00606356514713256,-1.37766831138066,"PHS_HUMAN",9,3.67968959937789,0.00622193647249292,0.0261850583702321,-0.1470787525177,"Non-significant",1.58194645365704,"PCBD1","Pterin-4-alpha-carbinolamine dehydratase","PHS_HUMAN"
0.0963006019591948,11.4337921142578,3.14051865441162,0.0149895095321653,0.0515796778388419,-4.67345918717634,"DDX6_HUMAN",31,3.67626068590557,0.00625276790946629,0.0263011709784393,-0.0248725414276105,"Non-significant",1.58002491545877,"DDX6","Probable ATP-dependent RNA helicase DDX6","DDX6_HUMAN"
-0.611009120941162,6.94114863872528,-3.55306641548306,0.00831767400303638,0.0335102318076649,-4.04751258100765,"E2AK3_HUMAN",21,-3.67459610857657,0.00626779384995347,0.0263507146624469,0.40238106250763,"Non-significant",1.57920760171336,"EIF2AK3","Eukaryotic translation initiation factor 2-alpha kinase 3","E2AK3_HUMAN"
-0.0929133892059522,14.331083893776,-2.91909134866498,0.0207416505346556,0.0649547481428775,-5.0146281163036,"MYO1B_HUMAN",60,-3.67383040876394,0.00627471865851807,0.026366166336207,0.00546932220458629,"Non-significant",1.57895301241615,"MYO1B","Unconventional myosin-Ib","MYO1B_HUMAN"
-0.10952615737915,11.0078024864197,-3.37912386913396,0.0106329873417253,0.0402031963144264,-4.30953280509794,"CHERP_HUMAN",23,-3.66934758051163,0.00631542436437167,0.0265216048849313,-0.0825645923614502,"Non-significant",1.57640019928759,"CHERP","Calcium homeostasis endoplasmic reticulum protein","CHERP_HUMAN"
-0.121301412582399,10.922376036644,-3.34243955902557,0.011204073382432,0.0416826462288186,-4.3651712540927,"PTCD3_HUMAN",26,-3.66903779093319,0.00631824774988566,0.0265216048849313,-0.14248895645142,"Non-significant",1.57640019928759,"PTCD3","Small ribosomal subunit protein mS39","PTCD3_HUMAN"
-0.282332897186272,9.72123146057129,-3.96165598466338,0.00475140539582663,0.0222460205972799,-3.44548797636481,"SDCB2_HUMAN",8,-3.6672010112512,0.00633501561566577,0.0265782402820641,0.103747844696048,"Non-significant",1.57547377663213,"SDCBP2","Syntenin-2","SDCB2_HUMAN"
-0.0876049995422505,14.2224705219269,-2.91773218193498,0.0207833859948742,0.0650352464182064,-5.01672930586824,"VILI_HUMAN",46,-3.66647841216734,0.0063416251854629,0.02659222054514,-0.0076806545257746,"Non-significant",1.57524539601797,"VIL1","Villin-1","VILI_HUMAN"
0.307043075561518,9.64540982246399,4.40302438026186,0.00266787319118914,0.0146465021721698,-2.81948613562807,"S22A9_HUMAN",5,3.66377305575204,0.00636643629106022,0.0266824711082968,0.0441246032715004,"Non-significant",1.57377395215425,"SLC22A9","Organic anion transporter 7","S22A9_HUMAN"
0.298177480697635,8.32051908969879,4.47474106641711,0.00243571353043585,0.0137436575702062,-2.72031596065471,"SDHF3_HUMAN",5,3.66270163319599,0.00637629101355707,0.0267099769148178,-0.154561281204227,"Non-significant",1.57332648733511,"SDHAF3","Succinate dehydrogenase assembly factor 3, mitochondrial","SDHF3_HUMAN"
-0.199018001556423,10.9764895439148,-3.54318603397687,0.00843356937700767,0.0338421518354897,-4.06231197912303,"ABHD6_HUMAN",19,-3.66103341035681,0.00639166737178761,0.0267605722676391,0.0773882865905495,"Non-significant",1.57250460353424,"ABHD6","Monoacylglycerol lipase ABHD6","ABHD6_HUMAN"
-0.12144255638125,13.7525054216385,-4.48186267427052,0.00241389277059378,0.0136861152054097,-2.71050778264603,"GSH0_HUMAN",12,-3.65915930606539,0.0064089885479991,0.0268192537795073,-0.171223402023315,"Non-significant",1.57155331015149,"GCLM","Glutamate--cysteine ligase regulatory subunit","GSH0_HUMAN"
0.19655561447145,14.3438410758972,4.26675829430816,0.00317838285344526,0.0166168804593137,-3.00990322523141,"RL30_HUMAN",9,3.65652015279062,0.00643346550030665,0.0269078036440661,0.392800331115739,"Non-significant",1.57012175018092,"RPL30","Large ribosomal subunit protein eL30","RL30_HUMAN"
0.118684291839601,14.4671306610107,3.85498131945838,0.00548644934551549,0.0246768569786656,-3.60069063168266,"MAAI_HUMAN",15,3.65528521675888,0.00644495318175958,0.0269419629658924,0.270637035369871,"Non-significant",1.56957076517583,"GSTZ1","Maleylacetoacetate isomerase","MAAI_HUMAN"
-0.381391048431396,7.62647473812103,-3.57530234651927,0.00806304645969019,0.0328276006363194,-4.01424516593817,"AP5B1_HUMAN",14,-3.65491220737955,0.00644842730592359,0.0269426051288692,0.178023576736448,"Non-significant",1.56956041386943,"AP5B1","AP-5 complex subunit beta-1","AP5B1_HUMAN"
-0.114800453186035,9.39361619949341,-3.16470052638196,0.0144721069788325,0.050397715032724,-4.6363741208014,"RBGP1_HUMAN",39,-3.65337247387074,0.00646278917411736,0.0269887140292271,0.0781450271606481,"Non-significant",1.56881780841554,"RABGAP1","Rab GTPase-activating protein 1","RBGP1_HUMAN"
0.368768930435179,8.92670381069183,3.70265012367858,0.00675701665742348,0.0288980286749074,-3.82478933804019,"APOA_HUMAN",9,3.65254924543015,0.00647048182431888,0.027006939054796,-0.0501502752304051,"Non-significant",1.5685246356179,"LPA","Apolipoprotein(a)","APOA_HUMAN"
0.290526866912852,10.3133506774902,4.52471909037069,0.00228700839550111,0.0131701817750859,-2.65163564606529,"PGK2_HUMAN",5,3.65160917925186,0.00647927820166978,0.0270297497832127,-0.921876192092893,"Up in D",1.56815797458514,"PGK2","Phosphoglycerate kinase 2","PGK2_HUMAN"
0.0884647369385014,15.4348430633545,3.33010705781563,0.011403325806829,0.0420766646642157,-4.38390331826571,"HDGF_HUMAN",22,3.65058445999727,0.00648888121565036,0.0270425960921154,0.265643358230577,"Non-significant",1.56795161841236,"HDGF","Hepatoma-derived growth factor","HDGF_HUMAN"
-0.158398389816277,10.3883703947067,-3.70046113574336,0.00677743906899986,0.0289127973742717,-3.82803007211561,"U3IP2_HUMAN",15,-3.65056931669399,0.00648902324270997,0.0270425960921154,-0.417638540267932,"Non-significant",1.56795161841236,"RRP9","U3 small nucleolar RNA-interacting protein 2","U3IP2_HUMAN"
-0.310159921646118,8.77349364757538,-3.51014938472737,0.00883381474312155,0.0349305910456571,-4.11187210598323,"TRM1_HUMAN",23,-3.65010094104237,0.00649341771316205,0.0270470181337766,0.622493386268617,"Up in C",1.56788060780065,"TRMT1","tRNA (guanine(26)-N(2))-dimethyltransferase","TRM1_HUMAN"
0.109109401702874,12.6432530879974,2.97992311442137,0.0189608092391061,0.0611235622431892,-4.92065792336676,"VWA8_HUMAN",112,3.64866054669872,0.00650695190413097,0.0270894857619901,0.311019659042358,"Non-significant",1.56719923907351,"VWA8","von Willebrand factor A domain-containing protein 8","VWA8_HUMAN"
-0.33900189399719,7.5028235912323,-3.48376294238408,0.00916809232954522,0.0360233332452817,-4.15153849470983,"MED1_HUMAN",36,-3.64699328809882,0.0065226553019377,0.0271409359589346,0.428844451904297,"Non-significant",1.5663751797127,"MED1","Mediator of RNA polymerase II transcription subunit 1","MED1_HUMAN"
-0.12540030479431,9.70354640483856,-3.3362253752314,0.0113040067075503,0.0419390536923013,-4.37460838504701,"I2BP2_HUMAN",26,-3.64634485066274,0.00652877364021873,0.0271524701777216,-0.0966266393661472,"Non-significant",1.5661906546293,"IRF2BP2","Interferon regulatory factor 2-binding protein 2","I2BP2_HUMAN"
0.187744855880737,8.87928807735443,3.34491873950532,0.0111644673231612,0.0415713249392258,-4.36140723566284,"UN13B_HUMAN",55,3.64555617295831,0.00653622346186722,0.0271695272385198,-0.505559444427492,"Up in D",1.56591791842747,"UNC13B","Protein unc-13 homolog B","UN13B_HUMAN"
0.186481952667252,14.7963788509369,3.96373439311679,0.004738187241731,0.0221972582444603,-3.44247864352862,"ISOC2_HUMAN",11,3.64491784700744,0.0065422596996657,0.0271806939083909,0.134782791137724,"Non-significant",1.56573946015914,"ISOC2","Isochorismatase domain-containing protein 2","ISOC2_HUMAN"
0.156749248504646,11.9800462722778,3.76565984763754,0.00619666171402051,0.0269596317145107,-3.73175040394302,"ITIH3_HUMAN",14,3.64150303008334,0.00657465248208939,0.0272884791530171,0.00783467292784934,"Non-significant",1.56402066784266,"ITIH3","Inter-alpha-trypsin inhibitor heavy chain H3","ITIH3_HUMAN"
0.171706914901749,13.0396982431411,3.79919331194684,0.00591903617363373,0.0260874847978621,-3.68243163274216,"LHPP_HUMAN",13,3.64147392028227,0.00657492934978414,0.0272884791530171,-0.1641459465027,"Non-significant",1.56402066784266,"LHPP","Phospholysine phosphohistidine inorganic pyrophosphate phosphatase","LHPP_HUMAN"
-0.347353935241701,8.43848156929016,-3.49377704153366,0.00903966175774288,0.0355724146986545,-4.13647589975551,"MAST3_HUMAN",27,-3.64018858654225,0.00658716674628657,0.027325291911743,0.771090865135203,"Up in C",1.56343518985467,"MAST3","Microtubule-associated serine/threonine-protein kinase 3","MAST3_HUMAN"
-0.310442686080934,8.04646742343903,-3.70429915207254,0.00674167559098761,0.0288630862581656,-3.82234837267515,"PAR16_HUMAN",10,-3.6382456318281,0.00660571131050096,0.0273788296726807,-0.0739400386810747,"Non-significant",1.56258512002817,"PARP16","Protein mono-ADP-ribosyltransferase PARP16","PAR16_HUMAN"
0.363805294036863,6.99427807331085,3.59569126183192,0.00783690611238784,0.0322828230556389,-3.98378888829339,"FBXW2_HUMAN",12,3.63752688204882,0.006612585518678,0.0273788296726807,0.97969007492067,"Up in C",1.56258512002817,"FBXW2","F-box/WD repeat-containing protein 2","FBXW2_HUMAN"
0.126329183578505,13.1409722566605,3.69913497511578,0.00678984393241442,0.0289504958841884,-3.8299936902919,"CRYM_HUMAN",16,3.63747439039118,0.00661308785369098,0.0273788296726807,-0.138545989990275,"Non-significant",1.56258512002817,"CRYM","Ketimine reductase mu-crystallin","CRYM_HUMAN"
-0.252630233764647,8.53153777122498,-3.48694515997498,0.00912707019609743,0.0358803525053946,-4.14675087308109,"KPCD_HUMAN",23,-3.63742402293317,0.00661356989874959,0.0273788296726807,0.398211717605587,"Non-significant",1.56258512002817,"PRKCD","Protein kinase C delta type","KPCD_HUMAN"
0.201701402664188,9.7810925245285,4.18408924906104,0.00353935391736612,0.0178707639611131,-3.12668035327349,"SDHF2_HUMAN",9,3.63525566599319,0.00663435784129904,0.0274508819603775,-0.842551946640025,"Up in D",1.56144369768485,"SDHAF2","Succinate dehydrogenase assembly factor 2, mitochondrial","SDHF2_HUMAN"
0.195044517517076,11.5636188983917,3.53737765346471,0.0085025073346764,0.0340351970959863,-4.07101701479887,"PLPP_HUMAN",18,3.63462015915409,0.0066404636008579,0.0274621415175133,-0.119277954101561,"Non-significant",1.5612655991832,"PDXP","Chronophin","PLPP_HUMAN"
-0.406811475753774,10.7778850793839,-3.52858636418222,0.00860799922067436,0.0343557824282104,-4.08419942423113,"AUP1_HUMAN",16,-3.62930430334711,0.00669177184336837,0.0276602326729959,-0.00455331802368164,"Non-significant",1.5581441710028,"AUP1","Lipid droplet-regulating VLDL assembly factor AUP1","AUP1_HUMAN"
-0.130100250244126,11.9494285583496,-3.75881524873095,0.00625503527780685,0.0271844436229913,-3.74183385797275,"CADM1_HUMAN",15,-3.62431573715923,0.00674030534525398,0.0278466586412377,0.247959971427916,"Non-significant",1.55522690895455,"CADM1","Cell adhesion molecule 1","CADM1_HUMAN"
-0.304488182067873,9.3644642829895,-3.75305882790882,0.0063045871762125,0.0273093100425716,-3.7503186100829,"ARRD1_HUMAN",9,-3.62194290624921,0.00676352194936237,0.0279283547568073,-0.137646675109876,"Non-significant",1.55395464758169,"ARRDC1","Arrestin domain-containing protein 1","ARRD1_HUMAN"
-0.545240402221681,6.43112766742706,-3.52757449237145,0.00862023092925721,0.0343707880884486,-4.08571724098393,"NOP14_HUMAN",13,-3.6198014300453,0.00678454802405233,0.0279874628980375,0.099686145782476,"Non-significant",1.55303646914094,"NOP14","Nucleolar protein 14","NOP14_HUMAN"
