"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_BM1","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.213590383529649,14.9405835866928,-4.15357256802981,0.00368288196248578,0.0223236368726201,-3.26361390730555,"MPC2_HUMAN",9,-3.68321187730561,0.00605794874803996,0.0297004206293633,-0.322238206863402,"Non-significant",1.52723739998522,"MPC2","Mitochondrial pyruvate carrier 2","MPC2_HUMAN"
-0.491583704948422,7.92181819677353,-3.69765389626112,0.00680254025170902,0.0335332998799313,-3.92605272551236,"LRP10_HUMAN",7,-3.67902595231148,0.00609489555373198,0.0298480231385857,-0.443765521049498,"Non-significant",1.52508442729622,"LRP10","Low-density lipoprotein receptor-related protein 10","LRP10_HUMAN"
-0.114392518997173,10.6072396039963,-3.23982418087774,0.0129801360689549,0.0526604120317502,-4.61554953587258,"ARMC8_HUMAN",35,-3.678967613624,0.00609541216916891,0.0298480231385857,-0.0788977146148504,"Non-significant",1.52508442729622,"ARMC8","Armadillo repeat-containing protein 8","ARMC8_HUMAN"
-0.307250022888182,8.80243158340454,-3.65226710264209,0.00724307840961977,0.0349794028359897,-3.99341391044561,"T2H2L_HUMAN",12,-3.67673802145707,0.00611519120900888,0.0299268163268384,-0.0615656375885258,"Non-significant",1.52393948179757,"GTF2H2C_2","General transcription factor IIH subunit 2-like protein","T2H2L_HUMAN"
-0.101788759231521,12.005805850029,-3.11694879247122,0.0155107365940467,0.0593371601716621,-4.80381777764279,"EPS15_HUMAN",42,-3.67294351916655,0.00614901011981472,0.0300741821049889,-0.17023754119873,"Non-significant",1.52180617486493,"EPS15","Epidermal growth factor receptor substrate 15","EPS15_HUMAN"
-0.206112384796146,16.8703639507294,-4.19489031939778,0.00348898983812019,0.0214838241377217,-3.20493215957188,"CYTB_HUMAN",9,-3.67245550043841,0.00615337407396738,0.0300773959254044,0.139094829559324,"Non-significant",1.52175976728863,"CSTB","Cystatin-B","CYTB_HUMAN"
0.148784399032571,15.4824906587601,3.52865294170796,0.00860582264222524,0.0394729479474367,-4.17806026623724,"OST48_HUMAN",20,3.67153010797435,0.00616165816437033,0.0300997557770625,-0.243098616600038,"Non-significant",1.52143702816378,"DDOST","Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit","OST48_HUMAN"
-0.371700048446655,8.85592472553253,-4.05883267260097,0.00417313540585261,0.0243190132087849,-3.39904217961087,"PPT2_HUMAN",5,-3.67096606634645,0.00616671327586066,0.0301063246211392,0.461956262588505,"Non-significant",1.52134225990358,"PPT2","Lysosomal thioesterase PPT2","PPT2_HUMAN"
0.156263351440426,13.2562801837921,3.90541954284003,0.00512365221821763,0.0280143626001468,-3.62086883735823,"S22A1_HUMAN",13,3.66980243417978,0.00617715605771923,0.0301259470021057,-0.26172399520874,"Non-significant",1.52105929225692,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
0.175363540649418,9.28717803955078,3.43895206628295,0.00976568198948854,0.0431113948110501,-4.31307512933395,"CYFP2_HUMAN",27,3.66969087388771,0.00617815822177764,0.0301259470021057,-0.15178799629215,"Non-significant",1.52105929225692,"CYFIP2","Cytoplasmic FMR1-interacting protein 2","CYFP2_HUMAN"
-0.141197919845576,11.4385818243027,-3.4976529971256,0.00898906137927896,0.0406335621345234,-4.22462637601258,"IGSF8_HUMAN",21,-3.66839867599449,0.00618977886817539,0.0301644839257508,0.00816988945007502,"Non-significant",1.52050410048568,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.145560503005951,11.2896212339401,-3.47645405591096,0.0092616252540483,0.0415334041777024,-4.2565277762325,"VPS4A_HUMAN",22,-3.66785198825316,0.00619470219736634,0.0301703563201864,0.0888161659240492,"Non-significant",1.52041956065773,"VPS4A","Vacuolar protein sorting-associated protein 4A","VPS4A_HUMAN"
0.407216548919674,10.6934413909912,3.50616330536141,0.00888206590752936,0.0403070932738776,-4.2118326833196,"NEO1_HUMAN",29,3.66612393828445,0.00621029201068748,0.0302281399968316,0.182242870330825,"Non-significant",1.51958857508366,"NEO1","Neogenin","NEO1_HUMAN"
-0.157252311706552,14.605179309845,-4.96748955529886,0.00132949797366361,0.0109142939686772,-2.15170690122353,"MYDGF_HUMAN",9,-3.66257478882779,0.00624244224956909,0.0303664127176281,-0.173126816749575,"Non-significant",1.51760650966085,"MYDGF","Myeloid-derived growth factor","MYDGF_HUMAN"
0.113121032714794,14.7906529903412,3.62925592268084,0.00747806138431425,0.0357343875573179,-4.027657022738,"NDUBA_HUMAN",18,3.66179539406712,0.00624952615729176,0.0303826574237659,0.0479648113250715,"Non-significant",1.51737424317882,"NDUFB10","NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10","NDUBA_HUMAN"
-0.326072454452513,8.52251517772675,-3.91064034634412,0.00508770589049465,0.0278797160217191,-3.61326955910303,"H1X_HUMAN",7,-3.66088147781656,0.00625784363180888,0.0303899654363308,-0.04178595542907,"Non-significant",1.51726979385949,"H1-10","Histone H1.10","H1X_HUMAN"
-0.257323980331417,8.82528221607208,-3.54094323848242,0.00845875912569879,0.0390189718851165,-4.15962677713813,"STRN4_HUMAN",18,-3.66050965968255,0.00626123088902818,0.0303899654363308,-0.0970858335495004,"Non-significant",1.51726979385949,"STRN4","Striatin-4","STRN4_HUMAN"
0.137360572814924,10.2047009468079,3.33631489121704,0.0113009468265724,0.0477334110103113,-4.46853599162707,"PEX5_HUMAN",31,3.66039613423756,0.00626226549291903,0.0303899654363308,0.0109148025512766,"Non-significant",1.51726979385949,"PEX5","Peroxisomal targeting signal 1 receptor","PEX5_HUMAN"
0.184395074844375,11.2470861673355,7.10043160506308,0.000139963521929273,0.00244755176063389,0.336771548637763,"COX19_HUMAN",6,3.65372623831709,0.00632337158022289,0.0306600898199104,-0.0213313102722239,"Non-significant",1.51342657719742,"COX19","Cytochrome c oxidase assembly protein COX19","COX19_HUMAN"
-0.443654060363771,9.04472064971924,-3.49979285896434,0.00896202890154134,0.0405339478857896,-4.22140877362296,"DHX57_HUMAN",27,-3.65349671403618,0.00632548562466477,0.0306600898199104,0.334601640701294,"Non-significant",1.51342657719742,"DHX57","Putative ATP-dependent RNA helicase DHX57","DHX57_HUMAN"
-0.179736852645872,12.0444411039352,-3.70974822839901,0.0066900741643128,0.0332532888277517,-3.9081435307323,"QKI_HUMAN",14,-3.65028031990314,0.00635518964045521,0.0307856768612857,-0.0070233345031756,"Non-significant",1.51165129346474,"QKI","KH domain-containing RNA-binding protein QKI","QKI_HUMAN"
-0.200419902801503,10.4280457496643,-3.50874228465341,0.0088499115077724,0.0402374621036249,-4.20795715503064,"STX18_HUMAN",20,-3.64941397644419,0.00636321584218728,0.0308061654794198,-0.0145039558410645,"Non-significant",1.51136235604097,"STX18","Syntaxin-18","STX18_HUMAN"
-0.168698549270648,10.3605157136917,-3.35811934971763,0.010954492240063,0.0467814473873006,-4.4354270084518,"SMRC2_HUMAN",37,-3.64860856380826,0.00637068722990972,0.0308239452495453,0.0251790285110456,"Non-significant",1.5111117754018,"SMARCC2","SWI/SNF complex subunit SMARCC2","SMRC2_HUMAN"
-0.192935466766343,12.7585346698761,-3.56768145370978,0.00814803317145606,0.0379469155473922,-4.11957993508972,"THEM6_HUMAN",17,-3.64727430861068,0.00638308496204067,0.0308552765501903,0.12859559059145,"Non-significant",1.51067055673028,"THEM6","Protein THEM6","THEM6_HUMAN"
-0.180166959762573,8.7169657945633,-3.52565974173336,0.00864205184334529,0.0395816256748605,-4.18255203073117,"SNX33_HUMAN",19,-3.64709336764905,0.00638476821885255,0.0308552765501903,-0.0600214004516495,"Non-significant",1.51067055673028,"SNX33","Sorting nexin-33","SNX33_HUMAN"
-0.073841094970728,13.1001965999603,-2.88171509547884,0.0219196649866095,0.0752352629870345,-5.16671572133575,"TIF1B_HUMAN",37,-3.64534275844501,0.00640107819367998,0.0309043855704608,0.25959944725035,"Non-significant",1.50997988646824,"TRIM28","Transcription intermediary factor 1-beta","TIF1B_HUMAN"
-0.234047412872314,8.90945386886597,-3.61889554740863,0.00758651964543656,0.0361441497157214,-4.04309405352723,"NDOR1_HUMAN",14,-3.64517740244881,0.00640262106300851,0.0309043855704608,0.113033175468445,"Non-significant",1.50997988646824,"NDOR1","NADPH-dependent diflavin oxidoreductase 1","NDOR1_HUMAN"
-0.22033619880675,10.662324309349,-4.05015722761168,0.00422144858173752,0.024501311725478,-3.41150372409048,"LIMS2_HUMAN",9,-3.6447772364804,0.00640635648626018,0.0309043855704608,-0.0483598709106001,"Non-significant",1.50997988646824,"LIMS2","LIM and senescent cell antigen-like-containing domain protein 2","LIMS2_HUMAN"
-0.0845155715942507,13.3078548908234,-3.19127245245621,0.0139234658578714,0.0551097570589117,-4.68980883925063,"SNX2_HUMAN",26,-3.64167448737009,0.00643539849043961,0.0310260388303191,-0.0342674255371236,"Non-significant",1.50827366830716,"SNX2","Sorting nexin-2","SNX2_HUMAN"
-0.421587109565731,7.92914336919784,-3.66579546815023,0.0071086439796918,0.0345706682552228,-3.97331062669894,"MITD1_HUMAN",8,-3.64057678808146,0.00644570657260652,0.0310476057118113,-0.10169816017155,"Non-significant",1.50797188554348,"MITD1","MIT domain-containing protein 1","MITD1_HUMAN"
0.0613851547241477,15.9207031726837,2.52475182966808,0.037416503157079,0.11084246564599,-5.71945017971679,"C1TC_HUMAN",59,3.64038336822611,0.0064475247257089,0.0310476057118113,-0.144363403320323,"Non-significant",1.50797188554348,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
0.0989503860473491,12.7345733642578,3.74288933498111,0.00639202307125286,0.0321942117940073,-3.85915753330574,"DDAH2_HUMAN",17,3.63983935130761,0.00645264142926541,0.0310538152770223,0.370046138763428,"Non-significant",1.50788503471553,"DDAH2","Putative hydrolase DDAH2","DDAH2_HUMAN"
0.1466624736786,12.0936607122421,3.65505125334263,0.00721519000187316,0.0348684048095288,-3.98927490971974,"CCD25_HUMAN",16,3.63669315833701,0.00648231753838942,0.0311781413790704,0.0172176361084002,"Non-significant",1.50614977795002,"CCDC25","Coiled-coil domain-containing protein 25","CCD25_HUMAN"
-0.126313209533697,11.0139858722687,-3.2454776086098,0.0128747814093581,0.0524427592146245,-4.60691460170389,"RHG17_HUMAN",36,-3.6321165245593,0.00652574563106218,0.0313684242004968,0.0837211608886754,"Non-significant",1.50350729763053,"ARHGAP17","Rho GTPase-activating protein 17","RHG17_HUMAN"
-0.186857700347897,11.7611722946167,-4.67817060130719,0.00188864574128783,0.0138683000405515,-2.53621086249027,"HSPB8_HUMAN",8,-3.63067665433583,0.00653947261192254,0.0314157967869387,0.0905454158782995,"Non-significant",1.50285192096213,"HSPB8","Heat shock protein beta-8","HSPB8_HUMAN"
-0.455400466918946,6.99690771102905,-4.2846568089252,0.00310492352402396,0.0196823042765082,-3.07824850895548,"NXT1_HUMAN",2,-3.62956479775214,0.00655009349494309,0.0314302395954445,0.289718151092524,"Non-significant",1.50265230830527,"NXT1","NTF2-related export protein 1","NXT1_HUMAN"
-0.447320342063909,7.35031336545944,-3.60155765686961,0.007771818235332,0.0367271596747139,-4.06895469626975,"CASL_HUMAN",9,-3.62955092051483,0.00655022617154259,0.0314302395954445,0.0777177810668945,"Non-significant",1.50265230830527,"NEDD9","Enhancer of filamentation 1","CASL_HUMAN"
-0.268237113952633,8.33546710014343,-3.53523078337868,0.00852677573838615,0.0391990132245129,-4.16819254117631,"HMCES_HUMAN",16,-3.6290191064717,0.00655531285960237,0.0314360570584005,-0.126383781433125,"Non-significant",1.50257193162644,"HMCES","Abasic site processing protein HMCES","HMCES_HUMAN"
-0.221850991249082,7.55211180448532,-3.46009555305332,0.00947799118916604,0.0421585642167957,-4.28117648958771,"RFIP5_HUMAN",23,-3.6285980589665,0.00655934306939245,0.0314368042912288,0.0154068470001008,"Non-significant",1.50256160860035,"RAB11FIP5","Rab11 family-interacting protein 5","RFIP5_HUMAN"
-0.200383186340332,9.60683989524841,-3.56995463127375,0.00812218657621412,0.0379191150054093,-4.11617889701707,"STK3_HUMAN",16,-3.62732390986895,0.0065715551153427,0.0314767403812814,-0.0926659107208305,"Non-significant",1.5020102479686,"STK3","Serine/threonine-protein kinase 3","STK3_HUMAN"
-0.0815362930298029,14.3718252182007,-3.05802379933991,0.0169046658304558,0.0630351372005141,-4.89446090586274,"UBP14_HUMAN",30,-3.62543023328694,0.00658974970375944,0.0315029978581286,-0.175195813179018,"Non-significant",1.50164811632808,"USP14","Ubiquitin carboxyl-terminal hydrolase 14","UBP14_HUMAN"
-0.094853878021226,12.0895118713379,-3.47997317806092,0.0092157733485114,0.0414046428293585,-4.25122879107714,"LRRF2_HUMAN",20,-3.62513705261555,0.00659257139216884,0.0315029978581286,-0.104368209838849,"Non-significant",1.50164811632808,"LRRFIP2","Leucine-rich repeat flightless-interacting protein 2","LRRF2_HUMAN"
-0.146158695220947,10.3838491439819,-3.40203911705472,0.0102905297378486,0.0446987999426679,-4.36887057058531,"NSUN6_HUMAN",24,-3.62508880431199,0.00659303587632507,0.0315029978581286,-0.165867805480952,"Non-significant",1.50164811632808,"NSUN6","tRNA (cytosine(72)-C(5))-methyltransferase NSUN6","NSUN6_HUMAN"
-0.567686915397646,7.12971657514572,-3.51807706771616,0.00873456417637575,0.0399505376139306,-4.19393527423975,"CLCN6_HUMAN",12,-3.62485216700067,0.0065953144766518,0.0315029978581286,0.424261569976805,"Non-significant",1.50164811632808,"CLCN6","H(+)/Cl(-) exchange transporter 6","CLCN6_HUMAN"
-0.51991081237793,7.55134510993957,-3.5669250088806,0.00815665368014827,0.0379490183261027,-4.12071182317526,"ERF_HUMAN",9,-3.62471864282479,0.0065966005616461,0.0315029978581286,0.140219807624816,"Non-significant",1.50164811632808,"ERF","ETS domain-containing transcription factor ERF","ERF_HUMAN"
-0.526388168334959,8.90915584564209,-4.02770124796132,0.00434934486137602,0.0249403421944912,-3.44380633585791,"ORML3_HUMAN",2,-3.62433136121508,0.00660033230944278,0.0315029978581286,0.0467727184295761,"Non-significant",1.50164811632808,"ORMDL3","ORM1-like protein 3","ORML3_HUMAN"
-0.26084089279175,8.71873378753662,-3.83915692606585,0.00560452805733842,0.0297223141550614,-3.71762026651893,"IKBE_HUMAN",9,-3.62165420468547,0.00662619019582116,0.031607823191589,0.0792770385742259,"Non-significant",1.50020541268412,"NFKBIE","NF-kappa-B inhibitor epsilon","IKBE_HUMAN"
0.173597812652599,11.6138155460358,4.97464559867491,0.00131820415098447,0.01085879033613,-2.14234720567317,"SC11C_HUMAN",8,3.62025006703844,0.00663979540881621,0.0316413091139784,-0.0475809574127251,"Non-significant",1.49974555648866,"SEC11C","Signal peptidase complex catalytic subunit SEC11C","SC11C_HUMAN"
-0.118324518203728,12.3098877668381,-3.35553586533629,0.0109949443897599,0.046855556081151,-4.43934764040909,"FAF2_HUMAN",24,-3.62012493555767,0.00664100929518182,0.0316413091139784,0.00349760055540038,"Non-significant",1.49974555648866,"FAF2","FAS-associated factor 2","FAF2_HUMAN"
0.157933712005601,12.2127473354339,3.96416892210106,0.0047344895477294,0.0265211907647968,-3.5355572289959,"LDHB_HUMAN",12,3.61965264012397,0.00664559310664133,0.0316445671756383,0.0274012088775244,"Non-significant",1.49970084009111,"LDHB","L-lactate dehydrogenase B chain","LDHB_HUMAN"
-0.0812516212463734,12.6309173107147,-3.56800720404499,0.0081443239025052,0.0379469155473922,-4.11909252565831,"CSK21_HUMAN",19,-3.61912910819578,0.00665067812028792,0.0316502066088072,-0.113707542419426,"Non-significant",1.49962345061434,"CSNK2A1","Casein kinase II subunit alpha","CSK21_HUMAN"
-0.188278198242147,12.6943323612213,-5.20542023414039,0.00100502369560044,0.00899892337161044,-1.84438125758356,"LSM8_HUMAN",7,-3.61593597936251,0.006681782373388,0.0317723620978101,-0.0343067646026505,"Non-significant",1.49795049660154,"LSM8","U6 snRNA-associated Sm-like protein LSm8","LSM8_HUMAN"
-0.645352125167848,7.83813583850861,-3.50916446650633,0.0088446596725553,0.0402374621036249,-4.2073227930793,"SRBP1_HUMAN",11,-3.61565021448242,0.00668457353885008,0.0317723620978101,0.00822067260739878,"Non-significant",1.49795049660154,"SREBF1","Sterol regulatory element-binding protein 1","SRBP1_HUMAN"
0.362139940261839,8.12546360492706,4.22899920813883,0.00333728283526662,0.0207818211245997,-3.15666492323711,"MOFA1_HUMAN",4,3.61528996697342,0.00668809396882667,0.0317723620978101,0.0313665866851824,"Non-significant",1.49795049660154,"MRFAP1","MORF4 family-associated protein 1","MOFA1_HUMAN"
-0.0826685428619243,12.6428376436234,-3.010800315275,0.0181168902242998,0.0660676167550419,-4.96724605758663,"RAGP1_HUMAN",33,-3.61471239933225,0.00669374222069786,0.0317805876996738,0.215455055236825,"Non-significant",1.49783807590254,"RANGAP1","Ran GTPase-activating protein 1","RAGP1_HUMAN"
-0.120037555694587,10.0949022769928,-3.37312012827972,0.0107227220072172,0.0461315834393214,-4.41267436162522,"ATE1_HUMAN",23,-3.60925007652614,0.00674741181533893,0.0320166663565264,0.0838809013366735,"Non-significant",1.49462388972889,"ATE1","Arginyl-tRNA--protein transferase 1","ATE1_HUMAN"
-0.105949163436847,11.9845825433731,-3.18739761061948,0.0140018191427492,0.0553614028183965,-4.69574303521828,"FHI2A_HUMAN",31,-3.60832400545233,0.0067565561141909,0.0320413187086762,-0.0305306911468737,"Non-significant",1.49428961817719,"FHIP2A","FHF complex subunit HOOK interacting protein 2A","FHI2A_HUMAN"
-0.550099611282349,7.48595654964447,-3.56130517346633,0.00822100475024346,0.0381390694931249,-4.12912288540148,"PLEK2_HUMAN",8,-3.60780394381531,0.00676169713190954,0.0320469687665386,-0.105371713638306,"Non-significant",1.4942130429072,"PLEK2","Pleckstrin-2","PLEK2_HUMAN"
-0.237127304077145,9.64591145515442,-3.47894129283838,0.00922919294687757,0.0414323282833367,-4.25278244031305,"T2FA_HUMAN",19,-3.60661227214807,0.00677349297159313,0.0320575121527951,-0.110551595687868,"Non-significant",1.4940701844222,"GTF2F1","General transcription factor IIF subunit 1","T2FA_HUMAN"
-0.138712644577025,10.4794872999191,-3.39405814586971,0.0104079171826815,0.0450880085532714,-4.38095148040227,"TBC13_HUMAN",23,-3.60588593367822,0.00678069340847593,0.0320575121527951,-0.0365085601806499,"Non-significant",1.4940701844222,"TBC1D13","TBC1 domain family member 13","TBC13_HUMAN"
-0.161657810211199,14.7045738697052,-4.09132259694192,0.00399746025511237,0.0235893763708958,-3.35246252110908,"PSB4_HUMAN",11,-3.60567501545807,0.00678278583562057,0.0320575121527951,0.0989503860473491,"Non-significant",1.4940701844222,"PSMB4","Proteasome subunit beta type-4","PSB4_HUMAN"
0.613668560981752,7.80036991834641,3.62780048491948,0.00749319668691697,0.035769175799438,-4.02982490085646,"CAST2_HUMAN",5,3.60558810423927,0.0067836482433722,0.0320575121527951,0.225610017776475,"Non-significant",1.4940701844222,"CASTOR2","Cytosolic arginine sensor for mTORC1 subunit 2","CAST2_HUMAN"
-0.720415830612188,8.52255928516388,-3.58173967990713,0.00798958952286038,0.0374942333073968,-4.09855566569182,"SAS10_HUMAN",5,-3.60550706088723,0.00678445253013098,0.0320575121527951,0.23537969589235,"Non-significant",1.4940701844222,"UTP3","Something about silencing protein 10","SAS10_HUMAN"
0.160392284393311,9.4632465839386,3.3858287203506,0.0105304558045343,0.0454974006379081,-4.39341482954742,"CTIF_HUMAN",25,3.60518728251289,0.00678762704935937,0.0320575121527951,0.328763008117674,"Non-significant",1.4940701844222,"CTIF","CBP80/20-dependent translation initiation factor","CTIF_HUMAN"
-0.105555057525679,13.6820266246796,-3.67035683712113,0.00706392322875959,0.0344319096084902,-3.96653716036406,"PPAL_HUMAN",17,-3.60438346072401,0.00679561376242399,0.032076561994362,0.000587821006774902,"Non-significant",1.4938121861139,"ACP2","Lysosomal acid phosphatase","PPAL_HUMAN"
-0.0897665023803746,16.8913455009461,-3.03725032186511,0.0174270538645389,0.064316077945782,-4.92646434439848,"G6PI_HUMAN",35,-3.60061527712665,0.00683318754968843,0.0322351649873093,-0.185265779495237,"Non-significant",1.49167010262382,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
-0.0976860523223468,14.0422893762589,-3.18678074156893,0.0140143358872303,0.0553614028183965,-4.69668785208353,"AP1B1_HUMAN",28,-3.60020849606822,0.00683725688153088,0.0322356201840451,0.0386884212494003,"Non-significant",1.49166396994124,"AP1B1","AP-1 complex subunit beta-1","AP1B1_HUMAN"
0.106566190719597,11.6731036901474,3.51124098044716,0.00881887687191249,0.040177634440594,-4.20420293750997,"KNG1_HUMAN",19,3.5995471241051,0.00684387857358593,0.0322481014785576,-0.0476791858673238,"Non-significant",1.49149584821186,"KNG1","Kininogen-1","KNG1_HUMAN"
0.171012401580807,10.011970281601,3.5708894610665,0.00811158284859539,0.03789141233938,-4.11478040594401,"SRA1_HUMAN",16,3.59828894230615,0.00685649438158281,0.0322825426591913,-0.0493967533111483,"Non-significant",1.4910322664107,"SRA1","Steroid receptor RNA activator 1","SRA1_HUMAN"
0.173303127288822,15.2537746429443,3.9797778158663,0.0046365585091222,0.0261187728087957,-3.51296640533924,"ACS2A_HUMAN",11,3.5979424501172,0.00685997300278796,0.0322825426591913,-0.305871725082398,"Non-significant",1.4910322664107,"ACSM2A","Acyl-coenzyme A synthetase ACSM2A, mitochondrial","ACS2A_HUMAN"
0.0567355155945215,12.6402676105499,2.534704079933,0.0368582954392292,0.109617115314732,-5.70407408449834,"GEPH_HUMAN",41,3.59762877757694,0.00686312374748644,0.0322825426591913,-0.0297024250030997,"Non-significant",1.4910322664107,"GPHN","Gephyrin","GEPH_HUMAN"
-0.408008575439457,8.96864533424377,-3.58491116118599,0.00795430401786341,0.0373718719171649,-4.09381568005373,"GRTP1_HUMAN",9,-3.5921524807819,0.00691837998052979,0.0325236009049934,-0.329688549041746,"Non-significant",1.48780137677437,"GRTP1","Growth hormone-regulated TBC protein 1","GRTP1_HUMAN"
-0.271879911422735,9.79353296756745,-3.87163019398356,0.00536304139068602,0.0287802366693296,-3.67013591778802,"PLPP3_HUMAN",8,-3.590022141181,0.00694000281049317,0.0326063594697983,-0.141644239425659,"Non-significant",1.48669768786801,"PLPP3","Phospholipid phosphatase 3","PLPP3_HUMAN"
0.102764129638668,12.313666343689,3.15435385458076,0.0146892660162442,0.0571084846890152,-4.74639245830475,"EIF2D_HUMAN",31,3.58460006361858,0.0069953611942491,0.0328360896729121,-0.378394126892099,"Non-significant",1.48364856697863,"EIF2D","Eukaryotic translation initiation factor 2D","EIF2D_HUMAN"
-0.225740909576405,12.8416357040405,-4.37306984536686,0.00277124924472529,0.0181338035255653,-2.95456721409791,"DERL1_HUMAN",7,-3.58444095473857,0.00699699273409725,0.0328360896729121,-0.355226278305071,"Non-significant",1.48364856697863,"DERL1","Derlin-1","DERL1_HUMAN"
-0.11520338058471,9.3551652431488,-3.21840856766692,0.0133875955160834,0.0535815259698252,-4.6482821697747,"A0AAG2UWQ9_HUMAN",30,-3.583456832353,0.00700709314342004,0.0328644819454972,-0.6372287273407,"Up in D",1.48327320926784,"NKRF","NF-kappa-B-repressing factor","A0AAG2UWQ9_HUMAN"
-0.1866774559021,9.38597655296326,-3.29140876483156,0.0120517443741563,0.0501102345457608,-4.53685687077168,"XRN1_HUMAN",58,-3.58234729266511,0.0070184993352153,0.0328989622218007,-0.496644496917726,"Non-significant",1.48281780139513,"XRN1","5'-3' exoribonuclease 1","XRN1_HUMAN"
-0.324232339859011,9.73567020893097,-3.56830148713983,0.00814097450259247,0.0379469155473922,-4.1186522095946,"H2AW_HUMAN",11,-3.57951216857591,0.00704773440881686,0.0330169266704041,-0.452203273773191,"Non-significant",1.48126335482257,"MACROH2A2","Core histone macro-H2A.2","H2AW_HUMAN"
0.200116157531751,10.4140832424164,3.63794285663137,0.00738840481505927,0.0354311564239899,-4.01472282266787,"CBR3_HUMAN",13,3.57604907168897,0.00708362058427738,0.0331658957996692,-0.235813856124878,"Non-significant",1.47930826805958,"CBR3","Carbonyl reductase [NADPH] 3","CBR3_HUMAN"
0.111862182617196,10.6593358516693,3.22648896123842,0.0132322846387037,0.0532837506493509,-4.63592750693964,"YMEL1_HUMAN",28,3.57517467446403,0.00709271213777807,0.033189311583582,0.151029348373424,"Non-significant",1.47900175568276,"YME1L1","ATP-dependent zinc metalloprotease YME1L1","YMEL1_HUMAN"
0.66976928710935,10.5377168655396,3.72993846007562,0.00650675799425498,0.0326504850744496,-3.87828465143208,"GSTA5_HUMAN",2,3.57375480185941,0.00710750168783851,0.0332393479510788,-0.126330375671401,"Non-significant",1.47834750426296,"GSTA5","Glutathione S-transferase A5","GSTA5_HUMAN"
0.0742676258087247,11.7328723669052,2.78512521168022,0.0253061078240098,0.0832659200665107,-5.31629748152566,"MRP2_HUMAN",44,3.57282020024951,0.00711725447344557,0.0332657850216229,-0.0517308712005562,"Non-significant",1.47800222341179,"ABCC2","ATP-binding cassette sub-family C member 2","MRP2_HUMAN"
-0.308727145195005,8.04994469881058,-3.39353201232571,0.0104157057905845,0.04509767171014,-4.38174810984302,"PDS5B_HUMAN",35,-3.5717659555726,0.00712827282286478,0.0332870751334271,-0.0903656482696498,"Non-significant",1.47772436372644,"PDS5B","Sister chromatid cohesion protein PDS5 homolog B","PDS5B_HUMAN"
0.102823734283451,17.1654632091522,3.48645071062992,0.00913200866055554,0.0411432947423498,-4.24147844940438,"GSTO1_HUMAN",19,3.57122300034791,0.00713395453954444,0.0332870751334271,-0.181143760681124,"Non-significant",1.47772436372644,"GSTO1","Glutathione S-transferase omega-1","GSTO1_HUMAN"
0.204863309860229,9.89609730243683,3.77480509239293,0.00611847238064583,0.03134172026298,-3.81210760917284,"ATX3_HUMAN",11,3.57120750187248,0.00713411679283088,0.0332870751334271,-0.305268764495848,"Non-significant",1.47772436372644,"ATXN3","Ataxin-3","ATX3_HUMAN"
-0.419170379638672,8.9969334602356,-3.92861033403827,0.00496604862729785,0.0275504470552638,-3.58713962099345,"S38A2_HUMAN",4,-3.57051284259579,0.00714139319518065,0.0333018760837332,-0.073840737342838,"Non-significant",1.47753129953085,"SLC38A2","Sodium-coupled neutral amino acid symporter 2","S38A2_HUMAN"
-0.199582576751702,9.31116223335266,-4.08459030511806,0.00403319212757478,0.023696829053687,-3.36210275330795,"SPF30_HUMAN",9,-3.57010400169334,0.00714567939712864,0.0333027240828844,-0.0116109848022266,"Non-significant",1.47752024079464,"SMNDC1","Survival of motor neuron-related-splicing factor 30","SPF30_HUMAN"
0.238001346588135,9.50920844078064,3.48745075905365,0.00911914918753037,0.041129948030918,-4.2399735062312,"NCK2_HUMAN",16,3.56944567204513,0.00715258692864505,0.0333157809064443,-0.549678683280945,"Up in D",1.47735000261542,"NCK2","Cytoplasmic protein NCK2","NCK2_HUMAN"
-0.211168050765984,8.20907962322235,-3.31851424678931,0.0115924309517026,0.0486103280321006,-4.49559704276472,"BTAF1_HUMAN",50,-3.56783554041607,0.00716951114956708,0.0333639730179275,-0.803887367248535,"Up in D",1.47672223869906,"BTAF1","TATA-binding protein-associated factor 172","BTAF1_HUMAN"
-0.112777709960925,11.9565224647522,-3.05830818539166,0.0168976299079982,0.0630351372005141,-4.89402294861653,"NAA15_HUMAN",57,-3.56767916111442,0.00717115712882246,0.0333639730179275,-0.247546434402468,"Non-significant",1.47672223869906,"NAA15","N-alpha-acetyltransferase 15, NatA auxiliary subunit","NAA15_HUMAN"
