"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D2B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2B_vs_D1C"
-0.403845784999998,13.1648068425,-10.7300523694746,1.0788009558746e-05,0.000124054751119604,3.311892799615,"LICH_HUMAN",10,9.47690612482021,1.63622097892544e-05,0.000134426260196722,0.403845784999998,"Non-significant",3.87151588348081,"LIPA","LICH_HUMAN",-0.403845784999998
-0.294672727499998,14.99784767625,-10.078245369506,1.65331312462473e-05,0.000166695889084472,2.83412857067005,"IDI1_HUMAN",14,9.47686504726929,1.63627171623961e-05,0.000134426260196722,0.294672727499998,"Non-significant",3.87151588348081,"IDI1","IDI1_HUMAN",-0.294672727499998
-0.940417528500001,8.74686801425,-9.5964530376235,2.30325710227255e-05,0.00021148316029472,2.46304526757006,"RB27B_HUMAN",8,9.46939961496075,1.64552204464173e-05,0.000135054579496447,0.940417528500001,"Up in D2B",3.86949068495808,"RAB27B","RB27B_HUMAN",-0.940417528500001
0.376551627500003,11.44147181625,9.68510004503238,2.16461886778361e-05,0.000203406604643791,2.53253023238228,"CPN2_HUMAN",14,-9.46649069016353,1.64914230548751e-05,0.00013522004370578,-0.376551627500003,"Non-significant",3.86895892802735,"CPN2","CPN2_HUMAN",0.376551627500003
0.315292597499997,11.18561446375,8.82361028620419,4.04564605654422e-05,0.000309163650141534,1.83259072699357,"EX3L4_HUMAN",29,-9.4555589443165,1.66282723308194e-05,0.000136209628257023,-0.315292597499997,"Non-significant",3.86579219234171,"EXOC3L4","EX3L4_HUMAN",0.315292597499997
-0.207082987500002,15.12673509125,-7.92220475222542,8.24924969249268e-05,0.000525570110793808,1.03566870787891,"MVP_HUMAN",61,9.45229735575107,1.66693486063536e-05,0.000136413533400927,0.207082987500002,"Non-significant",3.86514254177788,"MVP","MVP_HUMAN",-0.207082987500002
-0.60971033575,7.803688705125,-9.33559642298141,2.7730321027287e-05,0.000240967913339178,2.25529012442043,"IMDH1_HUMAN",14,9.44999132524495,1.66984592167448e-05,0.000136519217010613,0.60971033575,"Up in D2B",3.86480621122951,"IMPDH1","IMDH1_HUMAN",-0.60971033575
0.510518312749998,8.773820281125,8.97228424487983,3.61853501024353e-05,0.000286929742251578,1.95744526412478,"LMTK2_HUMAN",35,-9.44594187478071,1.67497161065355e-05,0.000136805578548438,-0.510518312749998,"Up in D1C",3.86389619294188,"LMTK2","LMTK2_HUMAN",0.510518312749998
0.878730532499999,11.05196559375,12.9870143143725,2.89159827538822e-06,4.80735342470361e-05,4.78345350162073,"ISK1_HUMAN",3,-9.44385437255955,1.67762079855425e-05,0.000136889309883967,-0.878730532499999,"Up in D1C",3.86363046596155,"SPINK1","ISK1_HUMAN",0.878730532499999
-0.418159485000004,12.6044328225,-8.87079258654486,3.9042320169775e-05,0.000302692395956961,1.87240548277016,"OPTN_HUMAN",37,9.43865798578965,1.68423578556781e-05,0.00013729616476355,0.418159485000004,"Non-significant",3.86234159419289,"OPTN","OPTN_HUMAN",-0.418159485000004
0.244750262499998,12.55725181125,8.33116630882552,5.92345236516466e-05,0.000410598519621488,1.40602555654285,"PML_HUMAN",43,-9.42878182127922,1.6968887990334e-05,0.000138193967990846,-0.244750262499998,"Non-significant",3.85951091300713,"PML","PML_HUMAN",0.244750262499998
-0.137845992499997,13.01357841375,-7.30773612475737,0.000139425334479228,0.000775720227277499,0.449320661770209,"SE1L1_HUMAN",37,9.42512863779995,1.70159608185389e-05,0.000138443565385583,0.137845992499997,"Non-significant",3.85872722469613,"SEL1L","SE1L1_HUMAN",-0.137845992499997
-3.62306463725,7.898365676375,-9.11392683986418,3.25838997520342e-05,0.000267168960126359,2.07477075435467,"COCH_HUMAN",15,9.41097715546321,1.71996943097705e-05,0.000139803494056949,3.62306463725,"Up in D2B",3.85448197429356,"COCH","COCH_HUMAN",-3.62306463725
-0.166601657499996,16.59739995125,-7.17845429779018,0.000156397893818761,0.000845591948042548,0.321086532909383,"AHNK_HUMAN",309,9.40880948317878,1.72280336869616e-05,0.00013989893636551,0.166601657499996,"Non-significant",3.85418558738341,"AHNAK","AHNK_HUMAN",-0.166601657499996
-0.455110073000004,9.50452065475,-8.94564157389539,3.69118182438292e-05,0.000290606902563154,1.93520067245949,"AGRL2_HUMAN",29,9.40665259395254,1.72562840059551e-05,0.000139993472460246,0.455110073000004,"Non-significant",3.85389221389738,"ADGRL2","AGRL2_HUMAN",-0.455110073000004
-2.08272898175,7.905381381625,-9.07655154674138,3.34932902027581e-05,0.000272648558644054,2.0439638473524,"LAMA3_HUMAN",46,9.38972511517903,1.74798053561571e-05,0.000141621728539348,2.08272898175,"Up in D2B",3.84887010921129,"LAMA3","LAMA3_HUMAN",-2.08272898175
-0.360177757499999,12.47184312375,-9.157551883026,3.1557485658561e-05,0.00026232548975938,2.11059278052046,"PLBL2_HUMAN",19,9.38800232608678,1.7502735382134e-05,0.000141621728539348,0.360177757499999,"Non-significant",3.84887010921129,"PLBD2","PLBL2_HUMAN",-0.360177757499999
0.370297670250004,9.614782452625,8.98647699942167,3.58049465291711e-05,0.000285795354445439,1.96927223110509,"CYLD_HUMAN",23,-9.38765246926299,1.75073960301342e-05,0.000141621728539348,-0.370297670250004,"Non-significant",3.84887010921129,"CYLD","CYLD_HUMAN",0.370297670250004
-0.149882317500005,12.93743848875,-7.32555095624158,0.000137252942880529,0.00076717841879309,0.466854045852239,"ENPP1_HUMAN",44,9.38116785076643,1.75940335537823e-05,0.000142109257998051,0.149882317500005,"Non-significant",3.84737762814927,"ENPP1","ENPP1_HUMAN",-0.149882317500005
0.316022155000001,14.788027645,9.46917604134671,2.52019417720503e-05,0.000225746192557505,2.36229726199345,"YBOX3_HUMAN",16,-9.38039081526403,1.76044472855692e-05,0.000142109257998051,-0.316022155000001,"Non-significant",3.84737762814927,"YBX3","YBOX3_HUMAN",0.316022155000001
0.3361482625,11.96302223125,8.7051507277642,4.42685157281857e-05,0.000329055443041249,1.73183187741124,"TRI56_HUMAN",35,-9.37936218202323,1.76182435173761e-05,0.000142109257998051,-0.3361482625,"Non-significant",3.84737762814927,"TRIM56","TRI56_HUMAN",0.3361482625
0.469392537499999,11.00293505125,9.39165669110023,2.66358942336023e-05,0.000233052379109359,2.30035868716707,"IMP4_HUMAN",14,-9.37560356675401,1.76687578574366e-05,0.000142380458872212,-0.469392537499999,"Non-significant",3.84654961172667,"IMP4","IMP4_HUMAN",0.469392537499999
0.203794952499997,14.72308850375,8.08486821629793,7.219132205778e-05,0.000474279542965727,1.1847998665953,"DHTK1_HUMAN",38,-9.37145484407753,1.77247035003064e-05,0.00014269486705261,-0.203794952499997,"Non-significant",3.84559164882523,"DHTKD1","DHTK1_HUMAN",0.203794952499997
0.113867042500001,15.60028588875,6.25391066295144,0.000373845417068301,0.00161431507196143,-0.649999408343524,"COPB_HUMAN",64,-9.36865496255211,1.77625720952936e-05,0.000142863282625219,-0.113867042500001,"Non-significant",3.84507937514358,"COPB1","COPB_HUMAN",0.113867042500001
0.420530318999999,9.85090065,9.00637667124087,3.52791538720786e-05,0.000283477586260963,1.98582811581926,"CCNT1_HUMAN",22,-9.35763060730356,1.79125604988346e-05,0.000143932290223715,-0.420530318999999,"Non-significant",3.84184176413965,"CCNT1","CCNT1_HUMAN",0.420530318999999
-0.151616815000004,12.9924510725,-7.47243377099064,0.000120721905296372,0.000694434415458271,0.610171167816414,"ESYT2_HUMAN",38,9.34415552649557,1.80978212086637e-05,0.000145282414255073,0.151616815000004,"Non-significant",3.83778695180107,"ESYT2","ESYT2_HUMAN",-0.151616815000004
-0.272880075,13.038072585,-9.3943975403416,2.65836500519414e-05,0.000233052379109359,2.30255617669965,"NICA_HUMAN",17,9.332002418501,1.8266748652785e-05,0.000146395361369092,0.272880075,"Non-significant",3.83447268395879,"NCSTN","NICA_HUMAN",-0.272880075
0.255280734999999,11.4325343375,8.50579715176582,5.16338697642636e-05,0.000368519803762048,1.55964165474715,"PWP2_HUMAN",31,-9.33168408930969,1.82711970767926e-05,0.000146395361369092,-0.255280734999999,"Non-significant",3.83447268395879,"PWP2","PWP2_HUMAN",0.255280734999999
0.222107887499998,11.26172018125,8.4217869369032,5.51438210743803e-05,0.000387614074701148,1.48607020190895,"MTU1_HUMAN",29,-9.32648355130268,1.83440429590549e-05,0.000146666805168184,-0.222107887499998,"Non-significant",3.833668168117,"TRMU","MTU1_HUMAN",0.222107887499998
-0.176139592500004,11.58740937625,-7.67365202401322,0.000101586426521576,0.000613815045985924,0.802971204846147,"HTR5A_HUMAN",44,9.32610348548098,1.83493794223302e-05,0.000146666805168184,0.176139592500004,"Non-significant",3.833668168117,"HEATR5A","HTR5A_HUMAN",-0.176139592500004
0.222514632500001,12.82442975125,8.0023060098891,7.72266409545088e-05,0.000500727002253541,1.10941254649994,"ZCCHV_HUMAN",56,-9.32554131353334,1.83572760057461e-05,0.000146666805168184,-0.222514632500001,"Non-significant",3.833668168117,"ZC3HAV1","ZCCHV_HUMAN",0.222514632500001
0.188972472500001,12.11636948625,7.7141505607674,9.81617312270668e-05,0.000598701325986213,0.841292111509373,"MYO1E_HUMAN",53,-9.32404745675452,1.8378278055821e-05,0.000146695554670943,-0.188972472500001,"Non-significant",3.83358304642346,"MYO1E","MYO1E_HUMAN",0.188972472500001
-0.498606204999994,17.7242233775,-9.51185110449962,2.44498524320097e-05,0.000221294880923481,2.39620772093127,"ACTA_HUMAN",12,9.32228796917394,1.84030491100411e-05,0.000146754305533147,0.498606204999994,"Non-significant",3.83340914839818,"ACTA2","ACTA_HUMAN",-0.498606204999994
0.332440375000001,12.5205855375,9.25461281498101,2.94020835207745e-05,0.00025038289013077,2.18977121434542,"DNJB4_HUMAN",17,-9.31538188974995,1.85006387823782e-05,0.000147280413240094,-0.332440375000001,"Non-significant",3.83185500595678,"DNAJB4","DNJB4_HUMAN",0.332440375000001
0.369018317500002,12.06587898875,8.95001892462114,3.67913395123297e-05,0.00029029228945949,1.93885928349952,"CDC27_HUMAN",22,-9.31434818648052,1.85152958223408e-05,0.000147280413240094,-0.369018317500002,"Non-significant",3.83185500595678,"CDC27","CDC27_HUMAN",0.369018317500002
-0.160705324999999,12.1885429625,-7.14403758457556,0.000161298701390615,0.000861042909449963,0.286651081496462,"CGNL1_HUMAN",88,9.31311570446186,1.85327883734712e-05,0.000147280413240094,0.160705324999999,"Non-significant",3.83185500595678,"CGNL1","CGNL1_HUMAN",-0.160705324999999
0.188981532500003,10.94470310125,8.65283777509969,4.60795924097872e-05,0.000340109355886249,1.68696860703951,"CP4V2_HUMAN",23,-9.31268431276925,1.85389154641998e-05,0.000147280413240094,-0.188981532500003,"Non-significant",3.83185500595678,"CYP4V2","CP4V2_HUMAN",0.188981532500003
0.258079287500001,10.28846252125,8.14281670040518,6.88778067290377e-05,0.000457142545605558,1.23733984895267,"UTP20_HUMAN",76,-9.29840569264176,1.87430015415415e-05,0.000148761544250145,-0.258079287500001,"Non-significant",3.82750932200549,"UTP20","UTP20_HUMAN",0.258079287500001
0.182278632499997,11.94962048625,7.64096799284937,0.000104448371988438,0.000627956724315655,0.771927617783829,"NU133_HUMAN",51,-9.29699754828881,1.87632642262576e-05,0.000148782271084784,-0.182278632499997,"Non-significant",3.82744881629532,"NUP133","NU133_HUMAN",0.182278632499997
-0.246502160000004,11.73142922,-9.13148360680906,3.21663602762489e-05,0.000264597415048034,2.08920482064731,"VATD_HUMAN",19,9.28260024538097,1.89718496009034e-05,0.000150294849892871,0.246502160000004,"Non-significant",3.82305590099279,"ATP6V1D","VATD_HUMAN",-0.246502160000004
0.580433607250001,9.614457487875,9.0551892599191,3.40259030487281e-05,0.000274716797698974,2.02630713434641,"MRTFA_HUMAN",17,-9.27697478256531,1.90540546253829e-05,0.000150804344072632,-0.580433607250001,"Up in D1C",3.82158614799144,"MRTFA","MRTFA_HUMAN",0.580433607250001
0.258857725,10.2926833625,8.49375286043526,5.21212696738495e-05,0.000371055897027768,1.54913107558294,"RHPN2_HUMAN",30,-9.268937046682,1.91722031672389e-05,0.000151597092398365,-0.258857725,"Non-significant",3.8193091283046,"RHPN2","RHPN2_HUMAN",0.258857725
0.39730572675,10.194814799125,8.74074730262933,4.30820431224008e-05,0.000323941607028293,1.76223010173546,"C1TM_HUMAN",30,-9.24795177219406,1.9484555909992e-05,0.000153796481861147,-0.39730572675,"Non-significant",3.81305359903241,"MTHFD1L","C1TM_HUMAN",0.39730572675
0.1037657225,14.81552731875,6.0757956042562,0.000447001347329587,0.0018514861703396,-0.848698575014123,"SYIM_HUMAN",50,-9.24779916789178,1.94868480991465e-05,0.000153796481861147,-0.1037657225,"Non-significant",3.81305359903241,"IARS2","SYIM_HUMAN",0.1037657225
-0.399889947499997,11.25250005875,-8.61582107248661,4.74115714060692e-05,0.000347550248118359,1.65508586444198,"ITA6_HUMAN",49,9.24056389969859,1.95958725423589e-05,0.000154423606599719,0.399889947499997,"Non-significant",3.81128630871317,"ITGA6","ITA6_HUMAN",-0.399889947499997
0.277261497500003,12.22497141375,9.28275170894318,2.88086402687461e-05,0.00024702749626171,2.21259243625724,"RPAC1_HUMAN",17,-9.23999350212993,1.96044965619723e-05,0.000154423606599719,-0.277261497500003,"Non-significant",3.81128630871317,"POLR1C","RPAC1_HUMAN",0.277261497500003
0.280110597499998,9.53352630125,8.61565674371283,4.74175804171447e-05,0.000347550248118359,1.65494407172142,"BRAP_HUMAN",27,-9.23888491845213,1.962126974354e-05,0.000154423606599719,-0.280110597499998,"Non-significant",3.81128630871317,"BRAP","BRAP_HUMAN",0.280110597499998
0.541463374999999,11.011645555,12.0770038041719,4.78462847934028e-06,6.9653943786458e-05,4.22105393917697,"CHCH7_HUMAN",6,-9.2322707038991,1.97216791875438e-05,0.000155069061447581,-0.541463374999999,"Up in D1C",3.80947484166343,"CHCHD7","CHCH7_HUMAN",0.541463374999999
0.319598197499998,14.78304624625,9.42458194699648,2.60158819912177e-05,0.0002296208055539,2.32672007895521,"ROAA_HUMAN",15,-9.21905660353558,1.99240079625964e-05,0.000156513945122764,-0.319598197499998,"Non-significant",3.80544696150376,"HNRNPAB","ROAA_HUMAN",0.319598197499998
-0.234596015000003,10.851772905,-8.68039004553555,4.51155352394156e-05,0.000334164188517605,1.71062552285834,"WDR37_HUMAN",23,9.20686286754659,2.01127768567796e-05,0.000157849717063124,0.234596015000003,"Non-significant",3.80175619221987,"WDR37","WDR37_HUMAN",-0.234596015000003
-0.234275579999998,10.5837851775,-8.6118288935868,4.75577965545892e-05,0.000348275123508803,1.65164053334526,"PDPK1_HUMAN",24,9.204471424634,2.01500327058218e-05,0.000157995000630114,0.234275579999998,"Non-significant",3.80135665502726,"PDPK1","PDPK1_HUMAN",-0.234275579999998
0.299888137500002,11.68104457875,8.24861909215047,6.32601698540936e-05,0.00042932364871188,1.33248528529765,"CHD4_HUMAN",84,-9.19455802744948,2.03052978061758e-05,0.000159064456513249,-0.299888137500002,"Non-significant",3.79842685407238,"CHD4","CHD4_HUMAN",0.299888137500002
0.304882292499997,11.06401002375,9.44508126922527,2.5638095610948e-05,0.000227798081675563,2.34309250899781,"TRABD_HUMAN",15,-9.19002041914386,2.0376812979199e-05,0.000159476468525226,-0.304882292499997,"Non-significant",3.79730338999603,"TRABD","TRABD_HUMAN",0.304882292499997
0.319115875000001,13.283869625,8.63388554320568,4.67562098045922e-05,0.000343599034387888,1.67065920432914,"HUTU_HUMAN",27,-9.17825513292801,2.05635572606696e-05,0.000160788705148594,-0.319115875000001,"Non-significant",3.79374446220402,"UROC1","HUTU_HUMAN",0.319115875000001
-0.186001062500001,14.04313504875,-7.83957258517451,8.83519472062108e-05,0.000554931865127534,0.958963357657746,"TRI25_HUMAN",36,9.17270844186578,2.06522609418777e-05,0.000161187092492674,0.186001062500001,"Non-significant",3.79266973848406,"TRIM25","TRI25_HUMAN",-0.186001062500001
0.585072277500004,10.75087177875,9.68833462959627,2.15974141174215e-05,0.000203244920674948,2.5350551138759,"SMAD3_HUMAN",9,-9.17267771169165,2.06527535759981e-05,0.000161187092492674,-0.585072277500004,"Up in D1C",3.79266973848406,"SMAD3","SMAD3_HUMAN",0.585072277500004
-0.54044342025,9.113001346625,-8.73432513538304,4.32934245520159e-05,0.000324662166858489,1.75675349674995,"ANPRB_HUMAN",34,9.16316118113622,2.08059474273341e-05,0.000162198554283394,0.54044342025,"Up in D2B",3.78995302108382,"NPR2","ANPRB_HUMAN",-0.54044342025
0.252093315000002,10.5837783825,9.27252725089712,2.90226944068088e-05,0.000248357655994915,2.20430708148203,"MSPD2_HUMAN",17,-9.16224040837077,2.08208370784947e-05,0.000162198554283394,-0.252093315000002,"Non-significant",3.78995302108382,"MOSPD2","MSPD2_HUMAN",0.252093315000002
0.2436177725,10.98192393875,10.1344410737712,1.5920506058122e-05,0.0001624624038304,2.87638786218956,"HDAC2_HUMAN",14,-9.16072492689415,2.08453696373345e-05,0.000162239723613197,-0.2436177725,"Non-significant",3.78984280219739,"HDAC2","HDAC2_HUMAN",0.2436177725
0.933107137750001,9.328117728125,9.15799850262118,3.15471679073547e-05,0.00026232548975938,2.11095875941682,"KCTD5_HUMAN",9,-9.15895902026195,2.08739968988371e-05,0.000162312656697692,-0.933107137750001,"Up in D1C",3.78964761375571,"KCTD5","KCTD5_HUMAN",0.933107137750001
-0.4464428425,12.10254061125,-8.9042278638818,3.80739390599595e-05,0.000297462318729195,1.90051154486217,"CTL1_HUMAN",19,9.15503602589212,2.09377505061428e-05,0.000162658340107169,0.4464428425,"Non-significant",3.78872366389358,"SLC44A1","CTL1_HUMAN",-0.4464428425
0.559075117250001,8.006022334125,9.33058167010464,2.78306684253005e-05,0.000241590838472563,2.25124724069528,"R3HCL_HUMAN",11,-9.14656284805832,2.10761955046028e-05,0.000163528240798552,-0.559075117250001,"Up in D1C",3.78640723527362,"R3HCC1L","R3HCL_HUMAN",0.559075117250001
1.381410718,7.4331893325,9.49889525112841,2.46754691241102e-05,0.000222925540457798,2.38592671700717,"CKS1_HUMAN",4,-9.14581112699173,2.10885274348115e-05,0.000163528240798552,-1.381410718,"Up in D1C",3.78640723527362,"CKS1B","CKS1_HUMAN",1.381410718
0.58230662325,8.541928887375,8.98844922417183,3.57524434437432e-05,0.000285795354445439,1.97091444948205,"PI51A_HUMAN",15,-9.14207201855724,2.11499873702264e-05,0.000163854084139374,-0.58230662325,"Up in D1C",3.78554272915443,"PIP5K1A","PI51A_HUMAN",0.58230662325
0.47605848325,9.072831630625,10.7138025572798,1.09003453662723e-05,0.000125175764430939,3.30030212942022,"TEX30_HUMAN",8,-9.13839910801176,2.12105544790819e-05,0.00016417241846114,-0.47605848325,"Non-significant",3.78469980407583,"TEX30","TEX30_HUMAN",0.47605848325
0.145317549999998,13.8236160275,7.01683407300774,0.000180966364301723,0.000931236559645436,0.158274806228606,"P5CS_HUMAN",51,-9.1353439672854,2.12610823619351e-05,0.000164412535072249,-0.145317549999998,"Non-significant",3.78406507423407,"ALDH18A1","P5CS_HUMAN",0.145317549999998
-0.224934815000001,15.0089682325,-8.76247432978243,4.23754907769404e-05,0.000320631069801464,1.78073311208465,"LACB2_HUMAN",21,9.12695513091436,2.14005166195683e-05,0.000165220913107317,0.224934815000001,"Non-significant",3.7819349820019,"LACTB2","LACB2_HUMAN",-0.224934815000001
0.161073447500002,12.22382772125,7.48473728671784,0.000119442013772616,0.000690045739608899,0.622076173857581,"SYTM_HUMAN",38,-9.12669713268866,2.14048211072713e-05,0.000165220913107317,-0.161073447500002,"Non-significant",3.7819349820019,"TARS2","SYTM_HUMAN",0.161073447500002
-0.177614690000004,12.36089182,-8.03601642639984,7.51244446631901e-05,0.000490111411815812,1.14026924295928,"EMAL2_HUMAN",28,9.11747211682481,2.15593715919981e-05,0.000166261613128044,0.177614690000004,"Non-significant",3.77920801013745,"EML2","EMAL2_HUMAN",-0.177614690000004
0.558588502499994,12.86392450375,11.5310542050247,6.58317407864861e-06,8.73891550957363e-05,3.86435581949011,"PA2GA_HUMAN",6,-9.11556639430335,2.15914543829955e-05,0.00016635682723425,-0.558588502499994,"Up in D1C",3.77895937111425,"PLA2G2A","PA2GA_HUMAN",0.558588502499994
-0.117505312499999,13.81182658625,-6.41840813807652,0.000317995298361996,0.00142195351187971,-0.469954634279936,"SHOT1_HUMAN",50,9.10224103456999,2.18172854713963e-05,0.000167900034072775,0.117505312499999,"Non-significant",3.77494921572844,"SHTN1","SHOT1_HUMAN",-0.117505312499999
0.227010727499994,16.17009449125,9.12196124569754,3.23920693922996e-05,0.000266113794257011,2.08137908374707,"RL7A_HUMAN",18,-9.10100824199355,2.18383114379865e-05,0.000167900034072775,-0.227010727499994,"Non-significant",3.77494921572844,"RPL7A","RL7A_HUMAN",0.227010727499994
-0.274719235000001,13.8053300375,-9.47885433451552,2.50291120234637e-05,0.000225395710732667,2.36999943180545,"RRAS_HUMAN",15,9.10023534438972,2.185150520558e-05,0.000167900034072775,0.274719235000001,"Non-significant",3.77494921572844,"RRAS","RRAS_HUMAN",-0.274719235000001
0.247476097499995,12.29803609875,10.4806067460584,1.26672948155042e-05,0.000138778133074926,3.1322015610234,"NECP2_HUMAN",13,-9.09143000673833,2.20024484402693e-05,0.000168905863299663,-0.247476097499995,"Non-significant",3.77235527432188,"NECAP2","NECP2_HUMAN",0.247476097499995
0.255505562499998,18.81388950375,8.01507027491005,7.64229663106701e-05,0.000496278261196177,1.12110862141016,"BIP_HUMAN",61,-9.07921674063112,2.22137468766288e-05,0.000170372768355873,-0.255505562499998,"Non-significant",3.76859981976814,"HSPA5","BIP_HUMAN",0.255505562499998
0.253541469999998,12.5997107025,9.17088889691856,3.12510094101612e-05,0.000261065171772298,2.12151510962416,"GOLP3_HUMAN",17,-9.07453706200881,2.22953097920666e-05,0.000170842878397572,-0.253541469999998,"Non-significant",3.7674031200967,"GOLPH3","GOLP3_HUMAN",0.253541469999998
0.323339697500003,10.56828534625,8.78473345943669,4.16651501837001e-05,0.000315823337138856,1.79964926532831,"RBM5_HUMAN",20,-9.05673383690816,2.26086827932387e-05,0.000173086818586929,-0.323339697500003,"Non-significant",3.76173600452746,"RBM5","RBM5_HUMAN",0.323339697500003
-0.264234542500002,10.70526075375,-8.30920070756197,6.02768245204909e-05,0.000415076357474232,1.38651539565566,"ADDA_HUMAN",31,9.0529608089136,2.26757270195427e-05,0.000173313983364697,0.264234542500002,"Non-significant",3.76116639601008,"ADD1","ADDA_HUMAN",-0.264234542500002
-0.294771435000001,15.890734315,-8.20143286859288,6.569922106334e-05,0.000440768119308989,1.29017595324011,"AT1A1_HUMAN",52,9.05275006109598,2.26794784258228e-05,0.000173313983364697,0.294771435000001,"Non-significant",3.76116639601008,"ATP1A1","AT1A1_HUMAN",-0.294771435000001
-0.1367507,15.010836125,-7.01057788342738,0.000182000866232447,0.00093541786675201,0.15191571016927,"LKHA4_HUMAN",40,9.04423158809308,2.28316941117247e-05,0.000174319157307724,0.1367507,"Non-significant",3.75865488221964,"LTA4H","LKHA4_HUMAN",-0.1367507
0.5260367395,9.314418316,8.59967636244208,4.80060558753943e-05,0.000350643886459011,1.64114443248032,"ARHG2_HUMAN",35,-9.03019196523518,2.30850681796761e-05,0.000176094153562434,-0.5260367395,"Up in D1C",3.75425506264557,"ARHGEF2","ARHG2_HUMAN",0.5260367395
0.487565279249999,9.471733212375,8.64610268159607,4.63187713022027e-05,0.000341575610941615,1.68117612897391,"IFT74_HUMAN",26,-9.02848819068012,2.31160298551881e-05,0.00017617090022548,-0.487565279249999,"Non-significant",3.7540658264302,"IFT74","IFT74_HUMAN",0.487565279249999
0.287130832500001,8.444974184,8.50992796315256,5.14678911516289e-05,0.000367958315960204,1.56324360235473,"HAUS6_HUMAN",25,-9.02708775000406,2.31415140260974e-05,0.000176205801017141,-0.287130832500001,"Non-significant",3.75397979792021,"HAUS6","HAUS6_HUMAN",0.287130832500001
0.236941575000003,14.16999829,8.21383334853918,6.50481417631712e-05,0.00043829198322763,1.30131406361155,"EIF3L_HUMAN",30,-9.02444963978411,2.3189605827431e-05,0.000176412624114996,-0.236941575000003,"Non-significant",3.75347033991106,"EIF3L","EIF3L_HUMAN",0.236941575000003
-0.314194920000002,13.36811769,-9.63814469781277,2.23684266072063e-05,0.000207036481270449,2.4957942312603,"CATC_HUMAN",13,9.01635310690727,2.33379025106198e-05,0.000177380685538336,0.314194920000002,"Non-significant",3.75109367097998,"CTSC","CATC_HUMAN",-0.314194920000002
0.286525009999998,11.271583675,8.57461743797481,4.89454930111133e-05,0.00035483951949635,1.61946196277885,"IFIT5_HUMAN",23,-9.01061338796448,2.34436744783261e-05,0.000178024083043072,-0.286525009999998,"Non-significant",3.7495212424932,"IFIT5","IFIT5_HUMAN",0.286525009999998
0.216042994999999,15.146695615,9.25434091037652,2.94078848296906e-05,0.00025038289013077,2.18955040320219,"MTHFS_HUMAN",17,-9.00877112251317,2.34777375280109e-05,0.000178122276888933,-0.216042994999999,"Non-significant",3.74928176203633,"MTHFS","MTHFS_HUMAN",0.216042994999999
0.283877609999998,11.2071295975,8.80592985015789,4.10011790501676e-05,0.000312380810566822,1.81762478744222,"TTPAL_HUMAN",19,-8.9942828977107,2.37475602009021e-05,0.000180007360551622,-0.283877609999998,"Non-significant",3.74470973611005,"TTPAL","TTPAL_HUMAN",0.283877609999998
-2.1886583575,9.16278618625,-8.80275673786193,4.10998124236097e-05,0.000312380810566822,1.81493616424476,"THYG_HUMAN",6,8.97374992683176,2.41359214910016e-05,0.000182786776502832,2.1886583575,"Up in D2B",3.73805522599594,"TG","THYG_HUMAN",-2.1886583575
0.70381045375,8.575782179875,8.6534689318888,4.60572499813084e-05,0.000340109355886249,1.68751123629826,"KIFC3_HUMAN",24,-8.97236959494594,2.4162282977564e-05,0.000182822157287152,-0.70381045375,"Up in D1C",3.73797117072254,"KIFC3","KIFC3_HUMAN",0.70381045375
0.308187723500001,9.29982388025,8.29607011548371,6.09097462952062e-05,0.000418425632862505,1.37483233594926,"PCF11_HUMAN",35,-8.97037446359762,2.42004428213528e-05,0.000182946665956218,-0.308187723500001,"Non-significant",3.73767550074425,"PCF11","PCF11_HUMAN",0.308187723500001
0.5266556725,10.65558385875,8.6645870621939,4.56656722712152e-05,0.000337654364156662,1.69706448107967,"FOLC_HUMAN",21,-8.96385276940188,2.43256511782097e-05,0.000183728417366604,-0.5266556725,"Up in D1C",3.73582366595318,"FPGS","FOLC_HUMAN",0.5266556725
0.352982994999998,11.4503455175,8.52387476580417,5.09119246167228e-05,0.000365533741562484,1.57539407688756,"NUP50_HUMAN",25,-8.96027170156206,2.43947113812374e-05,0.000184085069142748,-0.352982994999998,"Non-significant",3.73498143502601,"NUP50","NUP50_HUMAN",0.352982994999998
0.225002294999999,17.9290132525,7.78004425487086,9.28633263842206e-05,0.000576395418330336,0.903302384155653,"ECHA_HUMAN",54,-8.9577295972983,2.4443868515973e-05,0.000184291026584201,-0.225002294999999,"Non-significant",3.73449581073775,"HADHA","ECHA_HUMAN",0.225002294999999
0.496506450000002,15.27136147,10.2227107572444,1.50093115043537e-05,0.000155041037586027,2.94234906538327,"EIF1B_HUMAN",8,-8.95490031607943,2.44987092152269e-05,0.000184539428038559,-0.496506450000002,"Non-significant",3.7339108297749,"EIF1B","EIF1B_HUMAN",0.496506450000002
0.16483736,12.61517048,7.24636607767585,0.000147209824460164,0.000807833079671045,0.388666914898083,"NSUN2_HUMAN",49,-8.95280861440242,2.45393417342144e-05,0.000184680456676512,-0.16483736,"Non-significant",3.73357906019928,"NSUN2","NSUN2_HUMAN",0.16483736
