"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.4705824875,11.36998844125,-15.3431297385102,9.17860397128353e-07,6.29507346411301e-06,5.78661316277659,"MET_HUMAN",44,-17.5745216400168,1.71823716284995e-07,1.44986686691443e-06,-0.4705824875,"Non-significant",5.8386718747436,"MET","MET_HUMAN"
-0.391600372500001,11.03707468375,-15.1012363697109,1.02599656033497e-06,6.84187104989197e-06,5.66159918068256,"SYTL4_HUMAN",34,-17.5742930700913,1.71840548825699e-07,1.44986686691443e-06,-0.391600372500001,"Non-significant",5.8386718747436,"SYTL4","SYTL4_HUMAN"
-0.598732707499998,14.18802058625,-16.4149973249129,5.71213887128918e-07,4.40106202432327e-06,6.31861785106848,"TF3C4_HUMAN",26,-17.5734980674759,1.71899109558384e-07,1.44986686691443e-06,-0.598732707499998,"Up in D1CM",5.8386718747436,"GTF3C4","TF3C4_HUMAN"
-0.7387349575,15.41870653625,-17.3397030920647,3.88288247112361e-07,3.34803351980276e-06,6.75111269485642,"DJB11_HUMAN",17,-17.5717470707422,1.72028169164817e-07,1.44986686691443e-06,-0.7387349575,"Up in D1CM",5.8386718747436,"DNAJB11","DJB11_HUMAN"
0.459248070000001,12.5034272675,15.311391894796,9.31282958215599e-07,6.35095797313858e-06,5.77031903852486,"NEK9_HUMAN",42,17.5696705168319,1.72181365972399e-07,1.44986686691443e-06,0.459248070000001,"Non-significant",5.8386718747436,"NEK9","NEK9_HUMAN"
-0.7130091175,10.73287713625,-16.4949327551387,5.52020361776388e-07,4.31056080476281e-06,6.35693154233049,"ANO1_HUMAN",28,-17.5634568433848,1.72640696017643e-07,1.45228385901469e-06,-0.7130091175,"Up in D1CM",5.83794848945196,"ANO1","ANO1_HUMAN"
0.400021315000004,14.103785395,16.5935191346384,5.29349217321869e-07,4.18563278874862e-06,6.40393658415687,"SEP11_HUMAN",21,17.5563199609079,1.73169976774832e-07,1.45480907680958e-06,0.400021315000004,"Non-significant",5.83719399796925,"SEPTIN11","SEP11_HUMAN"
-0.947589158,10.359981656,-17.2956347435715,3.95318673589047e-07,3.38914915259566e-06,6.73101907400718,"CDK6_HUMAN",16,-17.5547577874329,1.73286073450803e-07,1.45480907680958e-06,-0.947589158,"Up in D1CM",5.83719399796925,"CDK6","CDK6_HUMAN"
-0.780457497500002,11.56568455625,-16.406961536333,5.73184951609781e-07,4.41221548595328e-06,6.31475619549139,"MTA2_HUMAN",35,-17.5395161544995,1.744234066512e-07,1.46290039269947e-06,-0.780457497500002,"Up in D1CM",5.83478524350809,"MTA2","MTA2_HUMAN"
0.844386817500002,13.38052570625,20.073546446514,1.37887629586462e-07,1.60311011004729e-06,7.90819678103952,"LICH_HUMAN",10,17.5223697824425,1.75712938789279e-07,1.47225085591932e-06,0.844386817500002,"Up in D8C",5.83201818452337,"LIPA","LICH_HUMAN"
0.507273915000003,13.140796065,17.6865720575233,3.37651289503631e-07,3.02129800342474e-06,6.90754431015256,"SNP23_HUMAN",17,17.511424432781,1.76541726150515e-07,1.47707861375781e-06,0.507273915000003,"Up in D8C",5.83059638985213,"SNAP23","SNP23_HUMAN"
-1.29145956025,8.425179958375,-18.5148586097114,2.44376772509462e-07,2.38830767933844e-06,7.26918849210961,"DHDDS_HUMAN",9,-17.5101356047959,1.76639606438234e-07,1.47707861375781e-06,-1.29145956025,"Up in D1CM",5.83059638985213,"DHDDS","DHDDS_HUMAN"
0.928349735000001,12.79677117,18.6747148148336,2.29963624687137e-07,2.29663909062545e-06,7.33713943648083,"ASPG_HUMAN",11,17.4889033219913,1.78260931251856e-07,1.48915895889187e-06,0.928349735000001,"Up in D8C",5.82705894141175,"AGA","ASPG_HUMAN"
-0.369103907500001,15.14043474125,-14.1494749698117,1.61749384364852e-06,9.69001820050703e-06,5.1503585394241,"SYAC_HUMAN",64,-17.4741801363725,1.7939505979273e-07,1.49638428278442e-06,-0.369103907500001,"Non-significant",5.8249568620455,"AARS1","SYAC_HUMAN"
-0.6185901175,11.67088687375,-16.5547189098155,5.38143207545877e-07,4.23530261102166e-06,6.385469554256,"ILKAP_HUMAN",23,-17.4721971751357,1.79548427923226e-07,1.49638428278442e-06,-0.6185901175,"Up in D1CM",5.8249568620455,"ILKAP","ILKAP_HUMAN"
-0.749008657499999,11.66765928125,-28.1303833836314,1.24766504495422e-08,3.08016606692714e-07,10.5679459881196,"GGACT_HUMAN",8,-17.4707761059116,1.79658428541682e-07,1.49638428278442e-06,-0.749008657499999,"Up in D1CM",5.8249568620455,"GGACT","GGACT_HUMAN"
-1.123266221,9.948612452,-17.1086810064384,4.26796953167551e-07,3.58725427185124e-06,6.64521291274865,"PK1IP_HUMAN",16,-17.4617957637724,1.8035532832622e-07,1.50070588594443e-06,-1.123266221,"Up in D1CM",5.82370441410402,"PAK1IP1","PK1IP_HUMAN"
-0.5534145825,15.19424426375,-16.2831046447575,6.04563618553808e-07,4.59087093764869e-06,6.25500209976552,"AAAD_HUMAN",25,-17.4467829741839,1.81527177199928e-07,1.50818024615181e-06,-0.5534145825,"Up in D1CM",5.82154675181424,"AADAC","AAAD_HUMAN"
-0.647234918750001,9.852740765625,-16.8317545409876,4.78799563196788e-07,3.90678751710923e-06,6.51641043704069,"NHSL3_HUMAN",20,-17.4457074935025,1.81611454483817e-07,1.50818024615181e-06,-0.647234918750001,"Up in D1CM",5.82154675181424,"NHSL3","NHSL3_HUMAN"
0.94040870575,10.358541249625,21.8484607486381,7.5566477549472e-08,1.02899812482148e-06,8.57790685115831,"STX3_HUMAN",8,17.43962840076,1.8208865681126e-07,1.5106548112816e-06,0.94040870575,"Up in D8C",5.82083476179078,"STX3","STX3_HUMAN"
-0.732938767499999,10.49424195125,-17.6145094289034,3.47521328608426e-07,3.08667784914691e-06,6.87529498993523,"SIA10_HUMAN",15,-17.4216455349937,1.83508585916585e-07,1.52002270040369e-06,-0.732938767499999,"Up in D1CM",5.81814992614309,"ST3GAL6","SIA10_HUMAN"
-0.475701571250003,9.864551901875,-15.1700531881433,9.93827533955951e-07,6.66425798227105e-06,5.6973594472104,"MTUS1_HUMAN",50,-17.4207642544513,1.83578491993233e-07,1.52002270040369e-06,-0.475701571250003,"Non-significant",5.81814992614309,"MTUS1","MTUS1_HUMAN"
-1.20625138400001,10.1857074505,-17.8038533838026,3.22261035048628e-07,2.92079383271493e-06,6.95975438174458,"A2GL_HUMAN",11,-17.4110040297133,1.8435471517221e-07,1.52495180980035e-06,-1.20625138400001,"Up in D1CM",5.81674388029652,"LRG1","A2GL_HUMAN"
-1.0068516725,10.42331194875,-17.3760680579272,3.82593612146885e-07,3.32119624797744e-06,6.76765615417235,"LTV1_HUMAN",14,-17.3998921907858,1.8524293717262e-07,1.53079678179217e-06,-1.0068516725,"Up in D1CM",5.81508245946777,"LTV1","LTV1_HUMAN"
-1.0050087,16.2015872,-16.6924743795501,5.07650588313419e-07,4.06747795522225e-06,6.45084461778242,"ENOB_HUMAN",23,-17.394944533204,1.8563997785603e-07,1.53257529221202e-06,-1.0050087,"Up in D1CM",5.81457818030776,"ENO3","ENOB_HUMAN"
-0.43044519750001,16.78618884125,-14.6156965794227,1.2896903723904e-06,8.08839296791568e-06,5.40476106180183,"PYGL_HUMAN",75,-17.377486820742,1.8704860941083e-07,1.54269347233257e-06,-0.43044519750001,"Non-significant",5.81172035812298,"PYGL","PYGL_HUMAN"
0.683129071250001,10.064025759375,15.8304117333628,7.37046936821439e-07,5.3602835465642e-06,6.03278503158794,"SORL_HUMAN",72,17.3751301593304,1.87239685324349e-07,1.54275983147501e-06,0.683129071250001,"Up in D8C",5.81170167729618,"SORL1","SORL_HUMAN"
0.372789619999999,13.482663275,15.9145006924559,7.10125273610763e-07,5.20943945279819e-06,6.07452429141391,"TMM43_HUMAN",23,17.3679481153371,1.87823356762897e-07,1.54574407581249e-06,0.372789619999999,"Non-significant",5.81086240929415,"TMEM43","TMM43_HUMAN"
0.4862468225,15.34410011625,15.656208861499,7.96589341387621e-07,5.65665674688817e-06,5.94562940492627,"ODPA_HUMAN",31,17.366164306108,1.87968641322553e-07,1.54574407581249e-06,0.4862468225,"Non-significant",5.81086240929415,"PDHA1","ODPA_HUMAN"
0.623495342500004,13.13476788875,16.2214292890316,6.20913324124109e-07,4.68547753719079e-06,6.22508221610842,"ARMT1_HUMAN",27,17.360995833313,1.88390309583362e-07,1.54770167590464e-06,0.623495342500004,"Up in D8C",5.81031274713776,"ARMT1","ARMT1_HUMAN"
-1.0604159825,10.78685748625,-18.502387426236,2.45543706943425e-07,2.39547211322469e-06,7.26386287879753,"IMP3_HUMAN",10,-17.3408060859647,1.90047729785629e-07,1.55979777445284e-06,-1.0604159825,"Up in D1CM",5.80693170365336,"IMP3","IMP3_HUMAN"
-0.496529102499998,17.43268466125,-15.8910211269082,7.17528371563504e-07,5.24120779969261e-06,6.0628912515652,"ACDSB_HUMAN",27,-17.3277621585571,1.91127270065965e-07,1.56713206165955e-06,-0.496529102499998,"Non-significant",5.80489440414828,"ACADSB","ACDSB_HUMAN"
1.0701379775,9.02274847025,16.6148242649861,5.24589925269605e-07,4.17147969820519e-06,6.41405890799521,"ARHGG_HUMAN",24,17.3228486417834,1.91535712527265e-07,1.56895483079914e-06,1.0701379775,"Up in D8C",5.804389559292,"ARHGEF16","ARHGG_HUMAN"
-0.78667807525,8.280229210875,-16.2516704463256,6.12834697241575e-07,4.64905835940324e-06,6.23976655586674,"AKA11_HUMAN",33,-17.3176557257393,1.91968449861763e-07,1.57097287755806e-06,-0.78667807525,"Up in D1CM",5.80383131287763,"AKAP11","AKA11_HUMAN"
-1.15601086625,8.324797749625,-17.1451591244401,4.20437739230775e-07,3.55647115541349e-06,6.66202717002412,"NOP9_HUMAN",14,-17.3097105798106,1.92632670740178e-07,1.57487951665273e-06,-1.15601086625,"Up in D1CM",5.80275266552794,"NOP9","NOP9_HUMAN"
-0.66879773,14.90630424,-22.4795368324381,6.17178302428777e-08,8.80236194783784e-07,8.80283630272581,"SPP_HUMAN",10,-17.296763650763,1.93720601113033e-07,1.57865289308044e-06,-0.66879773,"Up in D1CM",5.80171335016353,"HM13","SPP_HUMAN"
-0.686621665000001,11.5189318675,-16.0865658353881,6.58444408478366e-07,4.91152913191517e-06,6.15927075350518,"PLSL_HUMAN",33,-17.2960352500634,1.93782014040517e-07,1.57865289308044e-06,-0.686621665000001,"Up in D1CM",5.80171335016353,"LCP1","PLSL_HUMAN"
0.860941172499999,12.43799364625,16.4249902702922,5.68773488309281e-07,4.38626874012711e-06,6.32341746755138,"CPNE8_HUMAN",27,17.2957805313797,1.93803495062166e-07,1.57865289308044e-06,0.860941172499999,"Up in D8C",5.80171335016353,"CPNE8","CPNE8_HUMAN"
1.3923364875,8.1503109335,17.2435587304395,4.03813708743493e-07,3.44508679250901e-06,6.7072094218175,"HEXD_HUMAN",12,17.2944788218464,1.93913313172336e-07,1.57865289308044e-06,1.3923364875,"Up in D8C",5.80171335016353,"HEXD","HEXD_HUMAN"
-0.830455780499999,10.45575737975,-17.2985596137342,3.94847601098197e-07,3.38914915259566e-06,6.73235426705148,"RLIG1_HUMAN",15,-17.292993366075,1.94038718626894e-07,1.57865289308044e-06,-0.830455780499999,"Up in D1CM",5.80171335016353,"RLIG1","RLIG1_HUMAN"
0.375322820000001,13.4423255925,13.954431172203,1.78195226366624e-06,1.04669516588451e-05,5.04155840813458,"RN213_HUMAN",221,17.290872277954,1.94217944017608e-07,1.57865289308044e-06,0.375322820000001,"Non-significant",5.80171335016353,"RNF213","RN213_HUMAN"
0.508937595000003,15.33917272,17.8404626558589,3.17621363944929e-07,2.89430321804519e-06,6.97598238057074,"CAZA2_HUMAN",16,17.2816540552501,1.94999025498533e-07,1.58347474559454e-06,0.508937595000003,"Up in D8C",5.8003888586807,"CAPZA2","CAZA2_HUMAN"
-0.3987882125,11.05652916375,-14.9081148005912,1.12277208497208e-06,7.31626777890382e-06,5.56040322155802,"PAPOA_HUMAN",35,-17.27692914757,1.95400749694403e-07,1.58520973933987e-06,-0.3987882125,"Non-significant",5.79991326807607,"PAPOLA","PAPOA_HUMAN"
-0.463430642499997,13.77665126375,-14.852923398304,1.15230355504453e-06,7.44844069437907e-06,5.53125199782365,"SYIC_HUMAN",64,-17.2678156774519,1.96178238156945e-07,1.58998689367778e-06,-0.463430642499997,"Non-significant",5.79860645557067,"IARS1","SYIC_HUMAN"
0.494997262500002,15.97925603375,15.1397594960199,1.00784539601426e-06,6.7368190666171e-06,5.68163673728952,"AT1A1_HUMAN",52,17.2571569011328,1.97091986166889e-07,1.59585816657129e-06,0.494997262500002,"Non-significant",5.79700570960974,"ATP1A1","AT1A1_HUMAN"
0.638839007500003,14.47104775875,15.9545051947846,6.97710726666634e-07,5.14073751317575e-06,6.09430645195229,"CP8B1_HUMAN",33,17.2498725486491,1.97719212718583e-07,1.59940042610838e-06,0.638839007500003,"Up in D8C",5.79604279261506,"CYP8B1","CP8B1_HUMAN"
-0.747239587500001,18.85070633875,-15.976488841994,6.90993583406186e-07,5.10463182693316e-06,6.10515688640554,"CALR_HUMAN",46,-17.2379966219667,1.98746630367829e-07,1.60552753605822e-06,-0.747239587500001,"Up in D1CM",5.79438224154215,"CALR","CALR_HUMAN"
0.429950715,12.976625205,14.6819841830748,1.24951467734088e-06,7.91891670323783e-06,5.44030246159119,"INF2_HUMAN",54,17.2356942398971,1.9894651097403e-07,1.60552753605822e-06,0.429950715,"Non-significant",5.79438224154215,"INF2","INF2_HUMAN"
1.0584454525,17.51011013875,16.9076210525764,4.63870342247574e-07,3.82122652668642e-06,6.55190190098092,"ML12B_HUMAN;ML12A_HUMAN",16,17.2345252744683,1.99048081051233e-07,1.60552753605822e-06,1.0584454525,"Up in D8C",5.79438224154215,"MYL12B;MYL12A","ML12B_HUMAN;ML12A_HUMAN"
-1.198286295,11.271915795,-17.9403461587255,3.05343830329001e-07,2.82489039265398e-06,7.02009198270496,"S22A9_HUMAN",10,-17.2241313037227,1.99953775568381e-07,1.61129098878192e-06,-1.198286295,"Up in D1CM",5.79282602170967,"SLC22A9","S22A9_HUMAN"
-0.788249255,13.8505114325,-17.5485883290002,3.56838077356944e-07,3.13965360547148e-06,6.84568029380417,"BTF3_HUMAN",14,-17.2212286554519,2.00207531111235e-07,1.61179491856409e-06,-0.788249255,"Up in D1CM",5.79269021774308,"BTF3","BTF3_HUMAN"
0.371383665000003,13.0387806875,14.2126796453042,1.56794798048851e-06,9.42670009096838e-06,5.18531056819853,"OGA_HUMAN",49,17.2005960226993,2.02021771895054e-07,1.62484877414448e-06,0.371383665000003,"Non-significant",5.78918705290711,"OGA","OGA_HUMAN"
1.88617908925,8.499647080875,16.5493916041007,5.39363534511231e-07,4.24094704514475e-06,6.38293072284792,"CYTSB_HUMAN",31,17.1956224284932,2.02461869624976e-07,1.6268361287597e-06,1.88617908925,"Up in D8C",5.78865619135305,"SPECC1","CYTSB_HUMAN"
0.442917105000003,14.0683203925,15.9933447931732,6.85892931209837e-07,5.08477705995401e-06,6.11346666002257,"EHD1_HUMAN",23,17.1775921737363,2.04066391757125e-07,1.63816725344839e-06,0.442917105000003,"Non-significant",5.78564175975415,"EHD1","EHD1_HUMAN"
1.0645895,13.1027276525,19.9332029526619,1.44918763451007e-07,1.66193232262386e-06,7.85272600090538,"EPDR1_HUMAN",8,17.1732854915051,2.04451762596628e-07,1.63947503384332e-06,1.0645895,"Up in D8C",5.78529519244179,"EPDR1","EPDR1_HUMAN"
0.348536730000003,15.2208806275,13.7070531389651,2.01851621814623e-06,1.15055901912994e-05,4.90147547853929,"ODO1_HUMAN",67,17.1692594469365,2.04812763192028e-07,1.63947503384332e-06,0.348536730000003,"Non-significant",5.78529519244179,"OGDH","ODO1_HUMAN"
-0.415154457499998,16.30705213625,-14.3816642822007,1.44372254465469e-06,8.85672294679361e-06,5.27803826441698,"SARDH_HUMAN",70,-17.1692588789741,2.04812814169773e-07,1.63947503384332e-06,-0.415154457499998,"Non-significant",5.78529519244179,"SARDH","SARDH_HUMAN"
-0.507294892499997,12.15203511625,-16.2376254324087,6.16571746345012e-07,4.66524528720117e-06,6.23294995636185,"NOC2L_HUMAN",22,-17.1647383838128,2.05219006723891e-07,1.64116793897123e-06,-0.507294892499997,"Up in D1CM",5.78484697578012,"NOC2L","NOC2L_HUMAN"
0.719948292499996,16.39178108875,23.5776195678677,4.39559553817292e-08,7.11467425191877e-07,9.17929563382449,"TBA4A_HUMAN",9,17.1560782607801,2.05999706571787e-07,1.64448460759513e-06,0.719948292499996,"Up in D8C",5.78397018716629,"TUBA4A","TBA4A_HUMAN"
0.746093510000001,14.3092740775,17.5865822943268,3.51434167084783e-07,3.10507190184239e-06,6.8627621998142,"TOLIP_HUMAN",14,17.1558100956607,2.06023934704053e-07,1.64448460759513e-06,0.746093510000001,"Up in D8C",5.78397018716629,"TOLLIP","TOLIP_HUMAN"
0.5860140325,12.46308910875,16.5414774932966,5.41182227904548e-07,4.25058940820724e-06,6.37915762890503,"PP2BA_HUMAN",20,17.1522279324901,2.0634788343178e-07,1.64551211868162e-06,0.5860140325,"Up in D8C",5.78369891491493,"PPP3CA","PP2BA_HUMAN"
-0.571157215000001,14.8614176525,-16.0461550957678,6.70187068232418e-07,4.98239186533101e-06,6.13944664264539,"G3BP1_HUMAN",25,-17.1371443801524,2.07718258244553e-07,1.65487447896346e-06,-0.571157215000001,"Up in D1CM",5.7812349415625,"G3BP1","G3BP1_HUMAN"
0.484822272500001,12.01059961375,16.4915416491381,5.52819578828876e-07,4.31056080476281e-06,6.35530983236119,"TBC17_HUMAN",20,17.122525844706,2.09056178359844e-07,1.66396083795574e-06,0.484822272500001,"Non-significant",5.77885689923512,"TBC1D17","TBC17_HUMAN"
-2.44000768675,8.718726158125,-16.6056353500549,5.2663662573154e-07,4.17448306663247e-06,6.40969469621532,"CATG_HUMAN",15,-17.1062859295918,2.10553889198547e-07,1.6743006906175e-06,-2.44000768675,"Up in D1CM",5.77616654362535,"CTSG","CATG_HUMAN"
0.72069097,12.68538606,15.8846805658591,7.19542547029371e-07,5.25110314191391e-06,6.05974694337827,"PLOD3_HUMAN",38,17.0900285576409,2.12065331175508e-07,1.68473013805688e-06,0.72069097,"Up in D8C",5.77346965499374,"PLOD3","PLOD3_HUMAN"
1.449394703,8.524184704,17.1351188778045,4.22177251343263e-07,3.55853205157236e-06,6.6574027060581,"MB12B_HUMAN",11,17.0830283713386,2.12719898419865e-07,1.68833900544354e-06,1.449394703,"Up in D8C",5.77254034597379,"MVB12B","MB12B_HUMAN"
-0.762907030000001,12.44691658,-15.8476058503832,7.31449189757027e-07,5.32416685704834e-06,6.04133710116647,"IPO4_HUMAN",48,-17.0723455858022,2.13723207765065e-07,1.69334089292457e-06,-0.762907030000001,"Up in D1CM",5.77125560360813,"IPO4","IPO4_HUMAN"
-0.531856062500001,11.19310355125,-15.4878466425573,8.59375517348507e-07,6.00138876199715e-06,5.86050146199118,"BICD2_HUMAN",34,-17.0720409847517,2.13751893471556e-07,1.69334089292457e-06,-0.531856062500001,"Up in D1CM",5.77125560360813,"BICD2","BICD2_HUMAN"
0.829493762750001,9.785175443625,19.4731348487763,1.70992638895718e-07,1.86696496535234e-06,7.66810533533006,"PPR3B_HUMAN",10,17.0592203309666,2.14963217787403e-07,1.70133799317373e-06,0.829493762750001,"Up in D8C",5.76920939950409,"PPP1R3B","PPR3B_HUMAN"
-0.658458234999998,10.6698892125,-16.539670694315,5.41598413146823e-07,4.25058940820724e-06,6.37829598145556,"RRP1_HUMAN",19,-17.0187483373757,2.18838149405207e-07,1.73038157723874e-06,-0.658458234999998,"Up in D1CM",5.76185811732425,"RRP1","RRP1_HUMAN"
0.485717772500001,10.55721902875,16.6041398816847,5.2697057738434e-07,4.17448306663247e-06,6.40898421113562,"LCMT1_HUMAN",19,17.015080421818,2.19193200735511e-07,1.73075558482179e-06,0.485717772500001,"Non-significant",5.76176425832789,"LCMT1","LCMT1_HUMAN"
-0.501569509999999,13.373559595,-20.0591895783801,1.38588803886327e-07,1.60529466345673e-06,7.90254009206335,"GLCTK_HUMAN",13,-17.0140184868423,2.19296116335233e-07,1.73075558482179e-06,-0.501569509999999,"Up in D1CM",5.76176425832789,"GLYCTK","GLCTK_HUMAN"
-1.26154661,9.8513207425,-20.8098822272847,1.06793821828604e-07,1.32377224146074e-06,8.19300218008123,"UTP16_HUMAN",6,-17.0028330531184,2.20383446887571e-07,1.73771007840537e-06,-1.26154661,"Up in D1CM",5.76002268004601,"NOL7","UTP16_HUMAN"
0.600799085000002,13.520859955,17.5024524818779,3.6352735865646e-07,3.18047644193692e-06,6.82488890838354,"RMD1_HUMAN",15,16.975423904139,2.2307365189918e-07,1.75727832883943e-06,0.600799085000002,"Up in D8C",5.75515944675399,"RMDN1","RMD1_HUMAN"
-0.541056154999996,12.284724235,-16.1040156840351,6.53446137482427e-07,4.89590888252389e-06,6.16781612096328,"BSDC1_HUMAN",22,-16.9716638141672,2.23445582387712e-07,1.75856471890385e-06,-0.541056154999996,"Up in D1CM",5.75484164409676,"BSDC1","BSDC1_HUMAN"
-1.1105573175,14.40890419375,-27.7132594439783,1.38817739818324e-08,3.33360321632094e-07,10.4508491523803,"CRP_HUMAN",5,-16.9334737086937,2.2726301961729e-07,1.78573901018235e-06,-1.1105573175,"Up in D1CM",5.7481820139358,"CRP","CRP_HUMAN"
0.936699865000003,13.837591885,16.2376590011358,6.16562783698487e-07,4.66524528720117e-06,6.23296625541609,"KCC2B_HUMAN",23,16.932888381215,2.27322097274369e-07,1.78573901018235e-06,0.936699865000003,"Up in D8C",5.7481820139358,"CAMK2B","KCC2B_HUMAN"
-0.5939488425,12.25037527125,-15.4729131070578,8.65210639771523e-07,6.02174531986624e-06,5.85290767268783,"PCKGC_HUMAN",38,-16.9271555421483,2.27901633767862e-07,1.78862464714088e-06,-0.5939488425,"Up in D1CM",5.74748078899045,"PCK1","PCKGC_HUMAN"
-0.513540267500002,10.46454453375,-16.4934479764844,5.52370133341483e-07,4.31056080476281e-06,6.3562215247523,"NELFE_HUMAN",19,-16.9192981819925,2.28698645931646e-07,1.79116341807588e-06,-0.513540267500002,"Up in D1CM",5.74686478917558,"NELFE","NELFE_HUMAN"
-0.4813723565,9.136093378,-16.1210373662828,6.48611977572069e-07,4.86401277487097e-06,6.17614316191475,"CAPAM_HUMAN",21,-16.9184132545026,2.28788605249996e-07,1.79116341807588e-06,-0.4813723565,"Non-significant",5.74686478917558,"PCIF1","CAPAM_HUMAN"
-0.787057400000002,15.2360649125,-21.3137787593026,9.01104942253854e-08,1.1708017903236e-06,8.38211650886107,"RL27_HUMAN",9,-16.9176854937419,2.2886261730546e-07,1.79116341807588e-06,-0.787057400000002,"Up in D1CM",5.74686478917558,"RPL27","RL27_HUMAN"
-0.323978665000002,12.798634885,-15.5365881977225,8.4063883418908e-07,5.89496234058216e-06,5.88523780043831,"RBM39_HUMAN",22,-16.9062715564068,2.30026932315376e-07,1.79860576297431e-06,-0.323978665000002,"Non-significant",5.74506401938251,"RBM39","RBM39_HUMAN"
-0.656520607500003,15.95884811875,-15.5508089937795,8.35259937654288e-07,5.86700501207333e-06,5.89244075348738,"CP4F2_HUMAN",42,-16.9013666052473,2.30529326621391e-07,1.80086347923235e-06,-0.656520607500003,"Up in D1CM",5.7445192091479,"CYP4F2","CP4F2_HUMAN"
-0.817905665,10.9080344425,-19.3098670190064,1.8149791469409e-07,1.9365138265272e-06,7.60153898291791,"CAH5A_HUMAN",10,-16.8891396775054,2.31787072423425e-07,1.80901225320097e-06,-0.817905665,"Up in D1CM",5.74255849147101,"CA5A","CAH5A_HUMAN"
0.784021139999995,14.02219808,16.7464103901924,4.96249997839295e-07,3.99512056522198e-06,6.47629799347306,"ARSA_HUMAN",16,16.8841157314986,2.32306109759363e-07,1.81138593816991e-06,0.784021139999995,"Up in D8C",5.74198900801808,"ARSA","ARSA_HUMAN"
-0.914029840000001,11.351071715,-17.5103531150326,3.62371797762479e-07,3.17508511781698e-06,6.82845319236994,"UB2J1_HUMAN",12,-16.8808710498547,2.32642022505485e-07,1.81207507616029e-06,-0.914029840000001,"Up in D1CM",5.74182381301313,"UBE2J1","UB2J1_HUMAN"
-0.399352787500003,12.51343262375,-14.3074410439216,1.49685675013282e-06,9.07698240781982e-06,5.2374377077834,"CDC5L_HUMAN",47,-16.8791111181564,2.32824452186688e-07,1.81207507616029e-06,-0.399352787500003,"Non-significant",5.74182381301313,"CDC5L","CDC5L_HUMAN"
-0.788550135000001,12.3533371675,-19.572632220569,1.64930089790166e-07,1.81724931613243e-06,7.70839920927377,"CD44_HUMAN",10,-16.8681487700573,2.33964414533359e-07,1.81827723185332e-06,-0.788550135000001,"Up in D1CM",5.74033989939516,"CD44","CD44_HUMAN"
-0.414891480000001,15.04543674,-17.9637636389081,3.02543987173393e-07,2.80543813848683e-06,7.03039835477966,"PON3_HUMAN",16,-16.8673016236254,2.34052769790112e-07,1.81827723185332e-06,-0.414891480000001,"Non-significant",5.74033989939516,"PON3","PON3_HUMAN"
-0.509249930000001,12.0294224025,-16.0890670900369,6.57725300073765e-07,4.91051067699005e-06,6.16049619502309,"PUR1_HUMAN",21,-16.8569061543926,2.35140058138913e-07,1.82504194295847e-06,-0.509249930000001,"Up in D1CM",5.73872715017403,"PPAT","PUR1_HUMAN"
0.414003135000002,15.8890677675,14.3171560300327,1.48977745590675e-06,9.05359349375486e-06,5.24276324528614,"PLEC_HUMAN",400,16.8451206643408,2.36379621581127e-07,1.83172647072342e-06,0.414003135000002,"Non-significant",5.73713937844358,"PLEC","PLEC_HUMAN"
-0.659128427500001,10.73072731625,-15.4879721906538,8.59326650470617e-07,6.00138876199715e-06,5.86056527400475,"WDR3_HUMAN",44,-16.8445870115418,2.36435923614555e-07,1.83172647072342e-06,-0.659128427500001,"Up in D1CM",5.73713937844358,"WDR3","WDR3_HUMAN"
-0.484641552499999,11.44356131625,-16.4278873332407,5.68068205613705e-07,4.38601979469176e-06,6.32480839707356,"SNX17_HUMAN",19,-16.8369746674279,2.37240696893226e-07,1.835734231796e-06,-0.484641552499999,"Non-significant",5.73619019351557,"SNX17","SNX17_HUMAN"
-0.611592530999999,9.1107901335,-15.789730450294,7.50485936308166e-07,5.43457556455458e-06,6.01251500370966,"UBP28_HUMAN",26,-16.835576799906,2.37388813934943e-07,1.835734231796e-06,-0.611592530999999,"Up in D1CM",5.73619019351557,"USP28","UBP28_HUMAN"
-0.536302566500002,9.5382745265,-15.6397962395574,8.02475189613527e-07,5.68631122662707e-06,5.93736975303988,"IFT74_HUMAN",26,-16.8234167601262,2.38681687699173e-07,1.84404028012496e-06,-0.536302566500002,"Up in D1CM",5.73422959670704,"IFT74","IFT74_HUMAN"
-0.397382260000001,10.4912674425,-17.3879932836199,3.80746862343311e-07,3.30857247700182e-06,6.77307388292769,"RUFY3_HUMAN",17,-16.818763888456,2.39178485152922e-07,1.84469703838299e-06,-0.397382260000001,"Non-significant",5.73407494948454,"RUFY3","RUFY3_HUMAN"
-3.3973219395,7.92914998525,-16.8541827607772,4.74330003036237e-07,3.8779123138627e-06,6.52691893045305,"ELNE_HUMAN",5,-16.8185215031949,2.39204397075881e-07,1.84469703838299e-06,-3.3973219395,"Up in D1CM",5.73407494948454,"ELANE","ELNE_HUMAN"
-0.642184737499999,17.05277514625,-15.4712518410705,8.65862537392085e-07,6.02174531986624e-06,5.85206247273822,"DHSO_HUMAN",40,-16.8150693598086,2.39573788101447e-07,1.84585691033556e-06,-0.642184737499999,"Up in D1CM",5.73380196823983,"SORD","DHSO_HUMAN"
