"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D1CM"
0.428473712499997,15.50688397875,13.616652200073,2.39163014519665e-06,1.15063073595106e-05,4.60344299850017,"AN32A_HUMAN",15,-13.3290830794899,1.71861673585151e-06,7.95509086572893e-06,-0.428473712499997,"Non-significant",5.09935485533113,"ANP32A","AN32A_HUMAN",0.428473712499997
0.435863971750001,9.707953214625,12.9166908641076,3.43420762171137e-06,1.54492394687361e-05,4.1951556559654,"PUS10_HUMAN",20,-13.3264227599774,1.72109805947892e-06,7.96220392060805e-06,-0.435863971750001,"Non-significant",5.0989667038606,"PUS10","PUS10_HUMAN",0.435863971750001
-0.25851202,13.05856943,-11.8006755898112,6.36000869224263e-06,2.52038144179187e-05,3.49964832224865,"MAOM_HUMAN",29,13.3223109415775,1.72494117633042e-06,7.97286423136716e-06,0.25851202,"Non-significant",5.09838563137511,"ME2","MAOM_HUMAN",-0.25851202
0.497439865,10.1240139025,12.4898964899121,4.32078609195533e-06,1.83753309632147e-05,3.93597250642591,"DNLI3_HUMAN",38,-13.3219338113174,1.72529414616368e-06,7.97286423136716e-06,-0.497439865,"Non-significant",5.09838563137511,"LIG3","DNLI3_HUMAN",0.497439865
0.340798855000006,16.98547864,11.9926732584458,5.6990300772502e-06,2.30804693837284e-05,3.62349809382136,"HSDL2_HUMAN",39,-13.3198695235579,1.72722763215548e-06,7.97742559530877e-06,-0.340798855000006,"Non-significant",5.09813723773897,"HSDL2","HSDL2_HUMAN",0.340798855000006
1.0355486865,9.90977263425,14.255687635975,1.74459220838342e-06,8.88051409487457e-06,4.9593359310802,"CHTOP_HUMAN",7,-13.3186197047324,1.72839944550712e-06,7.97846600557475e-06,-1.0355486865,"Up in D1CM",5.0980806010496,"CHTOP","CHTOP_HUMAN",1.0355486865
0.304202555000003,13.1442832925,11.9018409563064,6.0014915967339e-06,2.40430478464211e-05,3.56513368375819,"BCLF1_HUMAN",34,-13.3173636580524,1.72957800184132e-06,7.97953638616336e-06,-0.304202555000003,"Non-significant",5.09802234057659,"BCLAF1","BCLF1_HUMAN",0.304202555000003
0.516822579999999,13.05354631,12.916368864329,3.43479354186873e-06,1.54492394687361e-05,4.19496312643127,"DNJC8_HUMAN",20,-13.3109066187391,1.73565101234787e-06,8.00214160722907e-06,-0.516822579999999,"Up in D1CM",5.09679376754162,"DNAJC8","DNJC8_HUMAN",0.516822579999999
-0.387630220000002,11.0568395875,-12.1713176761186,5.15326554908709e-06,2.12925859378701e-05,3.73711379113815,"MMS19_HUMAN",40,13.3096466259797,1.73683887131031e-06,8.00214160722907e-06,0.387630220000002,"Non-significant",5.09679376754162,"MMS19","MMS19_HUMAN",-0.387630220000002
0.575735092499997,10.57284378875,13.2955511715985,2.81721477113665e-06,1.32144147500895e-05,4.41864200213221,"SIA10_HUMAN",15,-13.3091304124555,1.73732579680024e-06,8.00214160722907e-06,-0.575735092499997,"Up in D1CM",5.09679376754162,"ST3GAL6","SIA10_HUMAN",0.575735092499997
0.819691894749997,9.613616585125,15.2147630600811,1.11315645113274e-06,6.23856098842943e-06,5.46605730135064,"EYA3_HUMAN",7,-13.3019726331066,1.74409337000755e-06,8.02892573227395e-06,-0.819691894749997,"Up in D1CM",5.09534255929867,"EYA3","EYA3_HUMAN",0.819691894749997
0.375018362499999,10.31449997375,12.2882990560648,4.82806066332257e-06,2.02164547099583e-05,3.81068539138379,"DJC16_HUMAN",31,-13.2962646107254,1.74951154186498e-06,8.0494720449672e-06,-0.375018362499999,"Non-significant",5.09423260354227,"DNAJC16","DJC16_HUMAN",0.375018362499999
-0.3990314,12.8624516725,-13.2473842571626,2.88819895230838e-06,1.34948054151925e-05,4.39056104240523,"OCLN_HUMAN",17,13.2895648675408,1.75589531878716e-06,8.07443624771249e-06,0.3990314,"Non-significant",5.09288779011816,"OCLN","OCLN_HUMAN",-0.3990314
0.642469162499999,16.03880989375,14.3559062593699,1.6623909274834e-06,8.57192460382205e-06,5.01377794947228,"RL31_HUMAN",10,-13.2875342649687,1.7578353432956e-06,8.07894989565899e-06,-0.642469162499999,"Up in D1CM",5.09264508528463,"RPL31","RL31_HUMAN",0.642469162499999
0.350081682499997,12.17293035875,12.73473341126,3.78415606428266e-06,1.66355869531234e-05,4.0856426147565,"NCK1_HUMAN",21,-13.2796838078394,1.76535840170342e-06,8.10910406973194e-06,-0.350081682499997,"Non-significant",5.09102712594488,"NCK1","NCK1_HUMAN",0.350081682499997
-0.236492635000005,17.4232895375,-11.3496426617831,8.28430560450621e-06,3.11907879772583e-05,3.20132340259085,"HPPD_HUMAN",33,13.2715595081548,1.77318215649927e-06,8.14060588079103e-06,0.236492635000005,"Non-significant",5.08934327067689,"HPD","HPPD_HUMAN",-0.236492635000005
-0.399305105000003,12.5786713375,-15.175639737208,1.13314650926579e-06,6.32535889178897e-06,5.44599032763718,"CATF_HUMAN",12,13.2679646655334,1.77665649344131e-06,8.15017391634474e-06,0.399305105000003,"Non-significant",5.08883312376273,"CTSF","CATF_HUMAN",-0.399305105000003
1.21388435425,10.682667732875,15.6107191118856,9.31896492124139e-07,5.45483023063498e-06,5.66641293775727,"G6PC1_HUMAN",4,-13.2674029200276,1.7772001018201e-06,8.15017391634474e-06,-1.21388435425,"Up in D1CM",5.08883312376273,"G6PC1","G6PC1_HUMAN",1.21388435425
0.794497255,11.3879472025,12.8705396846442,3.51935539899511e-06,1.57205334701271e-05,4.16751539643224,"TRM6_HUMAN",21,-13.2645688668771,1.77994551502121e-06,8.15832558244358e-06,-0.794497255,"Up in D1CM",5.08839896684963,"TRMT6","TRM6_HUMAN",0.794497255
0.35805916975,10.002641082625,13.8459988703417,2.1322848488021e-06,1.0431241433867e-05,4.73294884914336,"TOX4_HUMAN",15,-13.2614022207175,1.78301878093268e-06,8.16797027417475e-06,-0.35805916975,"Non-significant",5.08788585145315,"TOX4","TOX4_HUMAN",0.35805916975
-0.454068425000001,12.6878515475,-12.9309730574482,3.40833312731689e-06,1.53639895680888e-05,4.20369075204636,"FNTA_HUMAN",19,13.255557198188,1.78870717915294e-06,8.18957784523634e-06,0.454068425000001,"Non-significant",5.08673848458997,"FNTA","FNTA_HUMAN",-0.454068425000001
0.672705887500005,15.78319537625,12.7601816317764,3.73285955160664e-06,1.6473441445284e-05,4.10104595912241,"RL6_HUMAN",25,-13.2524192828697,1.79176945559062e-06,8.19914481062611e-06,-0.672705887500005,"Up in D1CM",5.0862314431522,"RPL6","RL6_HUMAN",0.672705887500005
-0.3398122775,12.86613154375,-12.0619431272867,5.47997433880426e-06,2.23336689363293e-05,3.66773603433034,"RO60_HUMAN",33,13.247928565695,1.79616222043827e-06,8.21478641132621e-06,0.3398122775,"Non-significant",5.08540372396213,"RO60","RO60_HUMAN",-0.3398122775
0.388432740999997,9.3311463595,12.220282111376,5.01421191618021e-06,2.08818143485588e-05,3.76798717727142,"INT6_HUMAN",34,-13.2463607127464,1.79769873582063e-06,8.21735501314104e-06,-0.388432740999997,"Non-significant",5.0852679498625,"INTS6","INT6_HUMAN",0.388432740999997
-0.841486453249999,10.007659673375,-12.7886608963,3.67638711137968e-06,1.62739986646439e-05,4.11825017441127,"FLRT3_HUMAN",26,13.242329551078,1.80165613743322e-06,8.23098080348216e-06,0.841486453249999,"Up in D8CM",5.08454841118377,"FLRT3","FLRT3_HUMAN",-0.841486453249999
0.719324352499999,12.41673576875,14.4079686382544,1.62143132433767e-06,8.41048900482599e-06,5.04191792369841,"ICLN_HUMAN",9,-13.2366453971975,1.80725299820391e-06,8.25207774748686e-06,-0.719324352499999,"Up in D1CM",5.08343668894592,"CLNS1A","ICLN_HUMAN",0.719324352499999
0.904870747499995,14.64865124125,14.6216871024484,1.46488958784799e-06,7.73656286714955e-06,5.15643162397789,"RL34_HUMAN",7,-13.2336922987506,1.81016848667569e-06,8.26091509160226e-06,-0.904870747499995,"Up in D1CM",5.08297184163595,"RPL34","RL34_HUMAN",0.904870747499995
0.254185677500004,17.04364347375,12.9678202065283,3.34259470787669e-06,1.51314343677189e-05,4.22567031653453,"RAN_HUMAN",19,-13.2206811472651,1.82307728722548e-06,8.31532383875736e-06,-0.254185677500004,"Non-significant",5.08012083259639,"RAN","RAN_HUMAN",0.254185677500004
0.687455415000001,10.183671355,13.1945070929778,2.96847428213394e-06,1.3801031287428e-05,4.35962395162377,"DNJC9_HUMAN",14,-13.2195503482154,1.82420408778753e-06,8.31596336179614e-06,-0.687455415000001,"Up in D1CM",5.08008743273701,"DNAJC9","DNJC9_HUMAN",0.687455415000001
0.268841740000003,14.3664598475,11.9131349900357,5.96290964784527e-06,2.39309688265561e-05,3.57241282592802,"NCLN_HUMAN",27,-13.202963319301,1.84082309096959e-06,8.38718801826092e-06,-0.268841740000003,"Non-significant",5.07638362115591,"NCLN","NCLN_HUMAN",0.268841740000003
-0.399896142500003,15.91138482125,-15.0474563061391,1.20155859493556e-06,6.61956692595545e-06,5.37989472344545,"F162A_HUMAN",12,13.1918827112673,1.8520202224913e-06,8.43364584299254e-06,0.399896142500003,"Non-significant",5.07398464041666,"FAM162A","F162A_HUMAN",-0.399896142500003
0.719220399499999,9.03657495975,17.7348133934457,3.84324743999021e-07,2.8047387594526e-06,6.66392949472964,"MB12A_HUMAN",6,-13.1905342782656,1.85338807262589e-06,8.43531752924604e-06,-0.719220399499999,"Up in D1CM",5.07389856469265,"MVB12A","MB12A_HUMAN",0.719220399499999
-1.209775446,9.6815862645,-12.723868328773,3.80630048185918e-06,1.67100556049953e-05,4.07905747867693,"PLCG2_HUMAN",58,13.1818026586398,1.86227306198808e-06,8.47118167269161e-06,1.209775446,"Up in D8CM",5.07205600429336,"PLCG2","PLCG2_HUMAN",-1.209775446
0.780522110000001,10.6822866225,14.5534716443043,1.51290801632368e-06,7.9503127615912e-06,5.12005441744477,"TXD15_HUMAN",8,-13.1671328937813,1.87730890545883e-06,8.53497128592906e-06,-0.780522110000001,"Up in D1CM",5.06879793563695,"TXNDC15","TXD15_HUMAN",0.780522110000001
0.598171234999999,11.159945965,12.5159888608636,4.25966619518295e-06,1.81796082831378e-05,3.95205153069237,"BICD2_HUMAN",34,-13.1601267817078,1.88453814407822e-06,8.56321941586812e-06,-0.598171234999999,"Up in D1CM",5.06736292788293,"BICD2","BICD2_HUMAN",0.598171234999999
0.49472904225,9.129415035125,12.7076789157571,3.83957005388339e-06,1.68385723122701e-05,4.06923567860916,"CAPAM_HUMAN",21,-13.1540493527328,1.89083456992245e-06,8.5872007488558e-06,-0.49472904225,"Non-significant",5.06614838418393,"PCIF1","CAPAM_HUMAN",0.49472904225
0.460116149999998,14.89950621,12.6399264312451,3.98243176257845e-06,1.72674471845544e-05,4.02800533034495,"CALU_HUMAN",22,-13.1527261546882,1.89220859290708e-06,8.58881326311998e-06,-0.460116149999998,"Non-significant",5.0660668395312,"CALU","CALU_HUMAN",0.460116149999998
0.650187014250001,10.364855765375,12.9071730886834,3.45157445010787e-06,1.54999046563448e-05,4.18946291959279,"SHPS1_HUMAN",17,-13.1486516437512,1.89644668883237e-06,8.60280008818083e-06,-0.650187014250001,"Up in D1CM",5.06536016911471,"SIRPA","SHPS1_HUMAN",0.650187014250001
-0.739957574999998,12.05676949,-13.183262635543,2.98586998935091e-06,1.38361177241555e-05,4.35303017418188,"TM1L1_HUMAN",13,13.1474359894943,1.8977132231226e-06,8.60280008818083e-06,0.739957574999998,"Up in D8CM",5.06536016911471,"TOM1L1","TM1L1_HUMAN",-0.739957574999998
-0.290095092500003,15.48743307625,-13.1003870007304,3.11771394159484e-06,1.42899460650913e-05,4.30426912736105,"MIC19_HUMAN",18,13.1468233172061,1.89835189987144e-06,8.60280008818083e-06,0.290095092500003,"Non-significant",5.06536016911471,"CHCHD3","MIC19_HUMAN",-0.290095092500003
-0.183996437499996,11.96662795625,-9.6128387085536,2.52633784139503e-05,7.9044178415437e-05,1.94352504853934,"KI13B_HUMAN",81,13.1426200346161,1.90274013257468e-06,8.61805297016226e-06,0.183996437499996,"Non-significant",5.06459084088371,"KIF13B","KI13B_HUMAN",-0.183996437499996
-0.434590577500002,10.53165543125,-12.8216487831341,3.61218323161395e-06,1.60585930692373e-05,4.13813362768246,"LCMT1_HUMAN",19,13.1410877081719,1.90434272908334e-06,8.62067930367533e-06,0.434590577500002,"Non-significant",5.06445851071661,"LCMT1","LCMT1_HUMAN",-0.434590577500002
0.5728073125,11.09905099875,12.3919145835418,4.55935961586411e-06,1.92635800511872e-05,3.87531436983472,"OTUD4_HUMAN",44,-13.1293478097948,1.916671653168e-06,8.67183326062967e-06,-0.5728073125,"Up in D1CM",5.06188908120751,"OTUD4","OTUD4_HUMAN",0.5728073125
-0.262150765000005,16.7699499125,-12.6411362392613,3.97982843649493e-06,1.72650406027873e-05,4.02874334509265,"PSME1_HUMAN",20,13.127897348371,1.91820112917038e-06,8.6740972734856e-06,0.262150765000005,"Non-significant",5.06177571187354,"PSME1","PSME1_HUMAN",-0.262150765000005
0.218141554999997,11.318965195,11.1464066854687,9.36148769089004e-06,3.45330327118215e-05,3.06337197278165,"VPS45_HUMAN",31,-13.1239639056447,1.92235578302852e-06,8.68822353627206e-06,-0.218141554999997,"Non-significant",5.06106901380028,"VPS45","VPS45_HUMAN",0.218141554999997
1.21704721475,8.859882116375,12.9031483700612,3.45894823104266e-06,1.55247468793709e-05,4.18705449528975,"RPA34_HUMAN",13,-13.1172453222429,1.92947571125511e-06,8.71572924446371e-06,-1.21704721475,"Up in D1CM",5.05969626964443,"POLR1G","RPA34_HUMAN",1.21704721475
0.619337085000002,11.3558237575,12.7318005039695,3.79011925456199e-06,1.66476890029719e-05,4.08386554467335,"SIL1_HUMAN",20,-13.1088164845976,1.93845016967474e-06,8.75157818970991e-06,-0.619337085000002,"Up in D1CM",5.05791362271723,"SIL1","SIL1_HUMAN",0.619337085000002
-1.05050206,10.8718532325,-15.2384701098129,1.10123853753058e-06,6.19235465833574e-06,5.47819301595917,"RTL8A_HUMAN",5,13.1060424433914,1.94141407449285e-06,8.76026725583526e-06,1.05050206,"Up in D8CM",5.05748264429265,"RTL8A","RTL8A_HUMAN",-1.05050206
-0.232059717500002,14.20773708875,-10.6936440084669,1.23830744463967e-05,4.36540922244576e-05,2.74773169444613,"AP3B1_HUMAN",53,13.098801757307,1.94917445304085e-06,8.7905786327883e-06,0.232059717500002,"Non-significant",5.05598253689937,"AP3B1","AP3B1_HUMAN",-0.232059717500002
0.663306237499997,11.79148244875,15.3050210164458,1.06855016458357e-06,6.05703385156348e-06,5.51216431544172,"SRP19_HUMAN",8,-13.0871012737307,1.96178880880619e-06,8.84273682857079e-06,-0.663306237499997,"Up in D1CM",5.05341329996511,"SRP19","SRP19_HUMAN",0.663306237499997
0.352214337500003,11.26015186375,12.0986328219355,5.36782894365883e-06,2.19958338192029e-05,3.69107294621619,"PLRG1_HUMAN",29,-13.0844164320435,1.96469632646905e-06,8.85110921208317e-06,-0.352214337500003,"Non-significant",5.05300230054499,"PLRG1","PLRG1_HUMAN",0.352214337500003
-0.299947262499998,16.63700461375,-13.2779912029314,2.84286106331947e-06,1.3305094893237e-05,4.40841570207846,"BAP31_HUMAN",17,13.0828220823072,1.96642520919545e-06,8.85416564546394e-06,0.299947262499998,"Non-significant",5.052852357415,"BCAP31","BAP31_HUMAN",-0.299947262499998
-0.759332177499999,10.86047029375,-12.5529147282594,4.17483940283863e-06,1.78628027038207e-05,3.97475365649617,"AT11A_HUMAN",32,13.0713493682056,1.97891673713753e-06,8.90565359174172e-06,0.759332177499999,"Up in D8CM",5.05033420187501,"ATP11A","AT11A_HUMAN",-0.759332177499999
0.658240792499999,14.56895732875,12.8816659039587,3.49861059343435e-06,1.56610667509603e-05,4.17418738589285,"YBOX3_HUMAN",16,-13.0638482329807,1.98713239188023e-06,8.93379748342916e-06,-0.658240792499999,"Up in D1CM",5.0489638965951,"YBX3","YBOX3_HUMAN",0.658240792499999
-0.520503280750001,9.979813217125,-13.2846047720319,2.83317095833113e-06,1.32671100043184e-05,4.41226869284723,"MICU2_HUMAN",14,13.0636185096731,1.98738460400606e-06,8.93379748342916e-06,0.520503280750001,"Up in D8CM",5.0489638965951,"MICU2","MICU2_HUMAN",-0.520503280750001
-1.38927650475,8.704930067125,-13.1798583451952,2.99115939862817e-06,1.38530124016686e-05,4.35103285426446,"RNAS4_HUMAN",8,13.0627392899294,1.98835022884246e-06,8.93379748342916e-06,1.38927650475,"Up in D8CM",5.0489638965951,"RNASE4","RNAS4_HUMAN",-1.38927650475
1.27854836,7.56674188375,13.1219788442587,3.08273828183408e-06,1.41701818469971e-05,4.31700065957529,"IFI44_HUMAN",9,-13.061071510355,1.99018336364474e-06,8.93726988394327e-06,-1.27854836,"Up in D1CM",5.04879512722389,"IFI44","IFI44_HUMAN",1.27854836
0.343471767500002,11.50858843375,11.9006437013557,6.00559816017107e-06,2.40480697824617e-05,3.56436166806229,"HGFL_HUMAN",34,-13.057298549624,1.99433744161241e-06,8.95115564182694e-06,-0.343471767500002,"Non-significant",5.04812089133561,"MST1","HGFL_HUMAN",0.343471767500002
0.482774019499997,9.11400187025,14.5624847277114,1.50646205806263e-06,7.93127338376633e-06,5.12487009698858,"TRM61_HUMAN",11,-13.028232351729,2.02666966303836e-06,9.09055116250906e-06,-0.482774019499997,"Non-significant",5.04140978459104,"TRMT61A","TRM61_HUMAN",0.482774019499997
1.140512228,8.201603055,12.6260899928628,4.01234361871648e-06,1.73792622621589e-05,4.01956008278471,"DHX33_HUMAN",26,-13.0274464512463,2.02755204478788e-06,9.09055116250906e-06,-1.140512228,"Up in D1CM",5.04140978459104,"DHX33","DHX33_HUMAN",1.140512228
-0.586582662249999,9.770570278875,-12.9788637672186,3.32317337958319e-06,1.50596926970466e-05,4.23224655138549,"DCNL3_HUMAN",15,13.0194674559842,2.03653516237283e-06,9.12251203368481e-06,0.586582662249999,"Up in D8CM",5.03988555507655,"DCUN1D3","DCNL3_HUMAN",-0.586582662249999
0.767560243749999,8.816953301625,12.791422161888,3.67096348982232e-06,1.62684286307636e-05,4.11991635279906,"ZFP91_HUMAN",16,-13.0191928402989,2.03684513553148e-06,9.12251203368481e-06,-0.767560243749999,"Up in D1CM",5.03988555507655,"ZFP91","ZFP91_HUMAN",0.767560243749999
-0.323831559000002,9.80146336625,-13.7756905688912,2.20822940383604e-06,1.07715078963738e-05,4.69346353333101,"MTG1_HUMAN",15,13.0155720389929,2.040937105474e-06,9.1330056270217e-06,0.323831559000002,"Non-significant",5.03938627477477,"MTG1","MTG1_HUMAN",-0.323831559000002
-0.594840526750003,9.349677085875,-22.3111439770422,7.7252266350435e-08,8.69371632934335e-07,8.46461212135621,"PP16A_HUMAN",6,13.0152025868142,2.04135515497792e-06,9.1330056270217e-06,0.594840526750003,"Up in D8CM",5.03938627477477,"PPP1R16A","PP16A_HUMAN",-0.594840526750003
0.300431490000001,12.99019754,12.2990017926263,4.79948921379535e-06,2.01168048647842e-05,3.81738430582315,"LC7L2_HUMAN",22,-13.0000310746447,2.05860603333101e-06,9.20529986999844e-06,-0.300431490000001,"Non-significant",5.03596205943977,"LUC7L2","LC7L2_HUMAN",0.300431490000001
0.804437875000001,11.8054212325,13.7524111322127,2.23404876615825e-06,1.0884853786097e-05,4.68034792646173,"AN32E_HUMAN",9,-12.9935972040424,2.06597132452976e-06,9.23333631731781e-06,-0.804437875000001,"Up in D1CM",5.03464134530202,"ANP32E","AN32E_HUMAN",0.804437875000001
0.274831769999999,14.3824813375,11.6671116368843,6.87116221960255e-06,2.68507308062262e-05,3.4124018161274,"CK5P3_HUMAN",29,-12.9912176863683,2.06870284756537e-06,9.24064456922548e-06,-0.274831769999999,"Non-significant",5.0342977340727,"CDK5RAP3","CK5P3_HUMAN",0.274831769999999
0.413594960000001,10.29478252,12.2047536181669,5.05784469834507e-06,2.10108147340082e-05,3.75820838146961,"LRC8D_HUMAN",28,-12.9858161472802,2.07491857796176e-06,9.26350036739388e-06,-0.413594960000001,"Non-significant",5.03322487692573,"LRRC8D","LRC8D_HUMAN",0.413594960000001
-0.617370607500002,13.77236938375,-14.0829404598437,1.89736696034153e-06,9.48008660860623e-06,4.86463794199478,"RET5_HUMAN",10,12.9832989960413,2.07782234201258e-06,9.27155347846694e-06,0.617370607500002,"Up in D8CM",5.03284749232784,"RBP5","RET5_HUMAN",-0.617370607500002
-0.374649764999997,12.3089965575,-15.0845691340206,1.18127992100192e-06,6.51636678934893e-06,5.39908649536405,"RM24_HUMAN",12,12.9709761133526,2.09210423161896e-06,9.3303420996382e-06,0.374649764999997,"Non-significant",5.03010243243127,"MRPL24","RM24_HUMAN",-0.374649764999997
-0.540787460000002,12.75345671,-13.6364047645106,2.36793616714545e-06,1.14249192632336e-05,4.6146771434492,"AT1B3_HUMAN",12,12.9667670308168,2.09700779167859e-06,9.34726529669952e-06,0.540787460000002,"Up in D8CM",5.02931543086783,"ATP1B3","AT1B3_HUMAN",-0.540787460000002
0.703829527249999,9.248026728625,12.4812087408472,4.34135710706673e-06,1.84443440672067e-05,3.93061192563508,"PER1_HUMAN",26,-12.9597462883587,2.10521579783597e-06,9.37889215642676e-06,-0.703829527249999,"Up in D1CM",5.02784845786458,"PER1","PER1_HUMAN",0.703829527249999
-0.444654702500005,13.66412484625,-12.1314001606432,5.26987019941086e-06,2.1699919839196e-05,3.71186015426715,"ACSF3_HUMAN",33,12.9525791314838,2.11363238171202e-06,9.41052773785708e-06,0.444654702500005,"Non-significant",5.02638602086471,"ACSF3","ACSF3_HUMAN",-0.444654702500005
0.669972180500002,10.28977024475,12.9308533275137,3.40854911523622e-06,1.53639895680888e-05,4.20361923741494,"JMJD6_HUMAN",14,-12.9517999221636,2.11454971354862e-06,9.41052773785708e-06,-0.669972180500002,"Up in D1CM",5.02638602086471,"JMJD6","JMJD6_HUMAN",0.669972180500002
-0.489123105000001,12.509684205,-12.4269362094806,4.47240965857857e-06,1.89436889508336e-05,3.8970460595217,"5NTC_HUMAN",23,12.9479674551827,2.11906806465924e-06,9.42565948127322e-06,0.489123105000001,"Non-significant",5.0256882539542,"NT5C2","5NTC_HUMAN",-0.489123105000001
-0.414797067499999,14.29925644375,-12.8644241703051,3.53081722331934e-06,1.5755033549687e-05,4.16384586108469,"EF1A2_HUMAN",17,12.9442348745602,2.12347912474902e-06,9.44029828191428e-06,0.414797067499999,"Non-significant",5.02501428322917,"EEF1A2","EF1A2_HUMAN",-0.414797067499999
0.484023569250001,10.053602217875,12.6977944741481,3.86004506793199e-06,1.68929286919044e-05,4.06323327553759,"SCMC2_HUMAN",18,-12.9432858687493,2.1246022843451e-06,9.44031241683969e-06,-0.484023569250001,"Non-significant",5.02501363296206,"SLC25A25","SCMC2_HUMAN",0.484023569250001
1.12874293325,9.327569603875,12.9635795304454,3.35008663227731e-06,1.51572089229551e-05,4.22314368746449,"PNO1_HUMAN",10,-12.9306259472508,2.13964972994064e-06,9.5021641589408e-06,-1.12874293325,"Up in D1CM",5.02217747100097,"PNO1","PNO1_HUMAN",1.12874293325
0.307593819999997,14.4192399975,11.8902524449413,6.04137421485123e-06,2.4168364146645e-05,3.55765817786536,"PRP19_HUMAN",27,-12.9281355550564,2.14262391283591e-06,9.51036174896993e-06,-0.307593819999997,"Non-significant",5.02180296333667,"PRPF19","PRP19_HUMAN",0.307593819999997
0.269111157500001,14.68862629125,12.1263349309982,5.28487939905178e-06,2.17381806560422e-05,3.70865020416692,"CAPR1_HUMAN",22,-12.8967532322818,2.18050509430619e-06,9.67340917889834e-06,-0.269111157500001,"Non-significant",5.01442044146482,"CAPRIN1","CAPR1_HUMAN",0.269111157500001
0.390530824500004,9.72914087775,11.8850646371273,6.0593257723019e-06,2.4217191529034e-05,3.55430947276471,"RIPR1_HUMAN",37,-12.8954886416181,2.1820473234832e-06,9.67515880570221e-06,-0.390530824500004,"Non-significant",5.01434189784661,"RIPOR1","RIPR1_HUMAN",0.390530824500004
-0.318814282499996,15.22863936375,-12.4598740854631,4.39234712658678e-06,1.86232866851107e-05,3.91743321522445,"PDXK_HUMAN",20,12.8928369021898,2.18528524417372e-06,9.68442130554169e-06,0.318814282499996,"Non-significant",5.01392632551986,"PDXK","PDXK_HUMAN",-0.318814282499996
0.646629334999998,15.3948473925,16.424536018529,6.55235739362997e-07,4.16200606412261e-06,6.06330117801278,"PTMA_HUMAN",7,-12.8899148806079,2.18885947250147e-06,9.69516368560951e-06,-0.646629334999998,"Up in D1CM",5.01344485423284,"PTMA","PTMA_HUMAN",0.646629334999998
0.446703195000001,13.846693635,12.6603510690302,3.93873893891688e-06,1.71298522015125e-05,4.04045613419308,"THEM6_HUMAN",18,-12.8877302797221,2.19153599311209e-06,9.70192063337279e-06,-0.446703195000001,"Non-significant",5.01314228244436,"THEM6","THEM6_HUMAN",0.446703195000001
0.701119899749996,9.559398412875,12.5877279523523,4.09661817658781e-06,1.76535759767171e-05,3.99610042867997,"LPIN1_HUMAN",18,-12.8865448034102,2.19298995537216e-06,9.7032610676283e-06,-0.701119899749996,"Up in D1CM",5.01308228370687,"LPIN1","LPIN1_HUMAN",0.701119899749996
-0.621670007499997,12.65408885375,-12.9105865318351,3.44533458829844e-06,1.54883867972093e-05,4.19150500438275,"KGUA_HUMAN",14,12.8807366149453,2.20012932248642e-06,9.72974294818364e-06,0.621670007499997,"Up in D8CM",5.01189863328356,"GUK1","KGUA_HUMAN",-0.621670007499997
-0.605467557999997,9.39066135875,-12.8105449024399,3.63365133999917e-06,1.61285135043986e-05,4.13144607135543,"SNTA1_HUMAN",15,12.8766524081907,2.20516528842343e-06,9.74689995601526e-06,0.605467557999997,"Up in D8CM",5.0111334915914,"SNTA1","SNTA1_HUMAN",-0.605467557999997
-0.549484255000001,12.7106747625,-12.4976839066039,4.30244090334849e-06,1.83157951385477e-05,3.94077463000991,"SIAE_HUMAN",20,12.873232865726,2.20939170266841e-06,9.76046261100211e-06,0.549484255000001,"Up in D8CM",5.01052959784107,"SIAE","SIAE_HUMAN",-0.549484255000001
-0.303689242499999,13.51345527125,-11.560744798107,7.3116966824351e-06,2.82001292302575e-05,3.34226796304783,"FLOT1_HUMAN",34,12.8722148157479,2.21065173519709e-06,9.76091329281106e-06,0.303689242499999,"Non-significant",5.01050954509236,"FLOT1","FLOT1_HUMAN",-0.303689242499999
-1.03441894075,8.397768557125,-12.6175839938266,4.03085860841873e-06,1.74415334755449e-05,4.01436408257945,"TTL_HUMAN",15,12.8701907005101,2.21315937555943e-06,9.7668693071154e-06,1.03441894075,"Up in D8CM",5.01024462364381,"TTL","TTL_HUMAN",-1.03441894075
0.531341314999999,11.540853145,13.5450266243214,2.47983544584317e-06,1.18495084881021e-05,4.56257764018278,"DJC25_HUMAN",12,-12.8595135075665,2.22644037894992e-06,9.82033801892668e-06,-0.531341314999999,"Up in D1CM",5.00787356341181,"DNAJC25","DJC25_HUMAN",0.531341314999999
-0.817899942499997,11.09896052125,-21.245038012914,1.0887705736987e-07,1.10702619610451e-06,8.08037154392355,"FLVC2_HUMAN",4,12.8534369120425,2.23403898087184e-06,9.84870008879118e-06,0.817899942499997,"Up in D8CM",5.00662108742319,"FLVCR2","FLVC2_HUMAN",-0.817899942499997
-0.815055846999998,8.844265461,-12.7958979224165,3.66219157842291e-06,1.6238091959246e-05,4.12261636736419,"PKHA2_HUMAN",13,12.8450308148982,2.24459882538178e-06,9.88711474144084e-06,0.815055846999998,"Up in D8CM",5.00493042576239,"PLEKHA2","PKHA2_HUMAN",-0.815055846999998
