"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D3BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.213907722499998,11.05640244625,-6.76721304926471,0.000233657985034837,0.000739025574431009,-0.300388507614043,"DOCK7_HUMAN",81,-7.86331853291348,6.54946802417104e-05,0.000249234609371276,-0.213907722499998,"Non-significant",3.60339165055492,"DOCK7","DOCK7_HUMAN"
-0.249631399999998,11.358828545,-7.03643803698511,0.000182488801347452,0.000602742204763979,-0.0241472796539952,"LUZP1_HUMAN",53,-7.86098887066414,6.56278108988927e-05,0.000249628528008469,-0.249631399999998,"Non-significant",3.6027057841792,"LUZP1","LUZP1_HUMAN"
-0.412915468249999,8.595402836875,-7.82505846240221,9.21164631903595e-05,0.000346320101798189,0.74113388887678,"NPRL3_HUMAN",15,-7.85883292619757,6.57512837760747e-05,0.000249844679897756,-0.412915468249999,"Non-significant",3.60232989383255,"NPRL3","NPRL3_HUMAN"
0.407433273000001,9.9848788985,7.90830964314637,8.59842063913049e-05,0.000328988141476309,0.818336179141239,"UBAC1_HUMAN",14,7.85853443295393,6.57683992025961e-05,0.000249844679897756,0.407433273000001,"Non-significant",3.60232989383255,"UBAC1","UBAC1_HUMAN"
0.293144222500004,11.09716844625,8.19024968451405,6.83878606405006e-05,0.000272677993064702,1.07502386020856,"BTD_HUMAN",14,7.85844443020159,6.57735608842236e-05,0.000249844679897756,0.293144222500004,"Non-significant",3.60232989383255,"BTD","BTD_HUMAN"
0.1366117,14.4823426025,6.47182413317346,0.000309143310625141,0.000931963149234374,-0.612914084420566,"SEPT2_HUMAN",31,7.85697389833586,6.58579604321556e-05,0.000250052589406594,0.1366117,"Non-significant",3.60196864377909,"SEPTIN2","SEPT2_HUMAN"
-0.276067257500003,12.28080868625,-7.34280545163579,0.000138962345814941,0.000485959535455803,0.280681963039175,"SYNM_HUMAN",28,-7.85454844011417,6.59974314824434e-05,0.000250469315608067,-0.276067257500003,"Non-significant",3.60124547090786,"NARS2","SYNM_HUMAN"
-0.360715150000001,13.007208465,-7.69316478745625,0.000102865909605297,0.000378958370656927,0.617472763484024,"CC124_HUMAN",18,-7.85353342883367,6.60558955868595e-05,0.000250578372592997,-0.360715150000001,"Non-significant",3.6010564156597,"CCDC124","CC124_HUMAN"
-0.218750952499999,12.26675391125,-7.24556086483972,0.000151367303735088,0.000519493079471929,0.184995279289396,"MP2K3_HUMAN",26,-7.84468663260878,6.65679240232098e-05,0.000252407121723633,-0.218750952499999,"Non-significant",3.59789839553868,"MAP2K3","MP2K3_HUMAN"
-0.4254960975,11.19591665375,-7.86400522258568,8.91884267027527e-05,0.000338634796701578,0.777332192206169,"HAX1_HUMAN",14,-7.83932765163336,6.68802435181669e-05,0.00025347732581593,-0.4254960975,"Non-significant",3.59606088332647,"HAX1","HAX1_HUMAN"
-0.371182919999999,11.71663642,-11.7853543714131,5.91850622798542e-06,4.24932614954763e-05,3.82277624386711,"TIM23_HUMAN",7,-7.83724571386048,6.70020194627793e-05,0.00025382472901203,-0.371182919999999,"Non-significant",3.59546606880439,"TIMM23","TIM23_HUMAN"
-0.216690779999999,13.0397480725,-7.93404377152449,8.41826347583516e-05,0.00032356380682998,0.842068799323711,"SIR5_HUMAN",17,-7.83498409147529,6.71345863019555e-05,0.000254212681014907,-0.216690779999999,"Non-significant",3.59480278911861,"SIRT5","SIR5_HUMAN"
2.68432366875,8.059637367625,7.63606057681954,0.000107952225858604,0.00039322787889463,0.563411346623729,"NOTUM_HUMAN",9,7.83347496328706,6.72232081117308e-05,0.000254433956521679,2.68432366875,"Up in D3BM",3.59442492861373,"NOTUM","NOTUM_HUMAN"
-1.54259634,7.7819993495,-8.11594544111243,7.25953277363411e-05,0.00028580383815489,1.00807759179922,"FGF2_HUMAN",3,-7.8326309672903,6.72728277947242e-05,0.000254496031883361,-1.54259634,"Up in D1C",3.59431898481875,"FGF2","FGF2_HUMAN"
-0.210759639999999,11.35361314,-6.86359762822624,0.000213687737873536,0.00068825905331908,-0.200568895408331,"SLTM_HUMAN",45,-7.8321691724462,6.72999946693571e-05,0.000254496031883361,-0.210759639999999,"Non-significant",3.59431898481875,"SLTM","SLTM_HUMAN"
-0.446634532499999,10.75842559375,-8.68391104507071,4.65073756501302e-05,0.000203430549743097,1.50756473820267,"PKHF1_HUMAN",9,-7.83135041186851,6.73481915804027e-05,0.000254564083780814,-0.446634532499999,"Non-significant",3.59420287058072,"PLEKHF1","PKHF1_HUMAN"
-0.201459412500004,14.27850484875,-6.78659966729338,0.000229478773369301,0.000727445122500878,-0.280227138189902,"SRP68_HUMAN",47,-7.83074312689385,6.73839647459155e-05,0.000254585136191538,-0.201459412500004,"Non-significant",3.59416695597865,"SRP68","SRP68_HUMAN"
-0.19085741,11.98497343,-7.45157154738819,0.000126421668852067,0.000448111121427281,0.38655366676184,"PRP31_HUMAN",21,-7.82970648630684,6.74450789094285e-05,0.00025468489673477,-0.19085741,"Non-significant",3.59399680870436,"PRPF31","PRP31_HUMAN"
-0.326150657499999,16.04240667875,-7.68296991656128,0.00010375386062531,0.000380784530230203,0.60784441893426,"RS8_HUMAN",18,-7.82927050721377,6.74708001434028e-05,0.00025468489673477,-0.326150657499999,"Non-significant",3.59399680870436,"RPS8","RS8_HUMAN"
-0.627966400750001,10.204585312125,-10.8578923477599,1.0363938084817e-05,6.519226426636e-05,3.19350744058648,"CAP7_HUMAN",4,-7.82636839495031,6.76422941431234e-05,0.000255217948671615,-0.627966400750001,"Up in D1C",3.59308878631869,"AZU1","CAP7_HUMAN"
-0.583260297750003,8.850144982375,-7.64166939889243,0.000107440318522194,0.00039204088520501,0.568735403364665,"CMTR2_HUMAN",17,-7.8215431103141,6.79285130660363e-05,0.000256183193124662,-0.583260297750003,"Up in D1C",3.59144936550719,"CMTR2","CMTR2_HUMAN"
0.204820157499995,18.32093215125,6.80134200553664,0.000226356793542289,0.00071998543878036,-0.264924000470067,"CP3A4_HUMAN",47,7.8193319557169,6.80601229286047e-05,0.00025656474783775,0.204820157499995,"Non-significant",3.59080301620459,"CYP3A4","CP3A4_HUMAN"
-0.182980539999997,11.065077305,-6.86030954066575,0.00021433662169408,0.000689606848406276,-0.203957042469018,"ACAP2_HUMAN",32,-7.81666436380748,6.82192797030619e-05,0.000257049757987085,-0.182980539999997,"Non-significant",3.58998280068597,"ACAP2","ACAP2_HUMAN"
0.40288210025,10.035702467375,7.46623882277698,0.000124830010262186,0.000443588598861705,0.400738687992744,"BCAM_HUMAN",27,7.81517396966181,6.8308382274708e-05,0.000257270488915779,0.40288210025,"Non-significant",3.58961002815454,"BCAM","BCAM_HUMAN"
0.136980769999997,14.4131456625,5.9986801916996,0.000493997739146459,0.00137969083607207,-1.13522794294747,"CTND1_HUMAN",57,7.81389336659111,6.83850464544732e-05,0.000257444196768537,0.136980769999997,"Non-significant",3.58931689346505,"CTNND1","CTND1_HUMAN"
-0.442985297500002,11.44750583375,-9.12300222321549,3.35124733940458e-05,0.000158161611555662,1.87538109070618,"HINT3_HUMAN",8,-7.80808459904073,6.87340015094789e-05,0.000258642365501517,-0.442985297500002,"Non-significant",3.58730033639079,"HINT3","HINT3_HUMAN"
-0.254669907500006,14.15226709625,-9.87520294510106,1.97052585546152e-05,0.000104726118762201,2.4717192229631,"ARL1_HUMAN",11,-7.80348380601187,6.90118010934767e-05,0.000259571830172653,-0.254669907500006,"Non-significant",3.58574244077919,"ARL1","ARL1_HUMAN"
-0.342951777500001,10.96758055625,-8.12086532720146,7.23078984585578e-05,0.000284805269208964,1.01252565299573,"GLP3L_HUMAN",13,-7.80273654278067,6.90570397654986e-05,0.000259626132106774,-0.342951777500001,"Non-significant",3.58565159669988,"GOLPH3L","GLP3L_HUMAN"
-0.1462466725,13.75145256625,-6.33764056164941,0.000352175420248198,0.00104230569426688,-0.758266096624081,"S23IP_HUMAN",39,-7.79804268336425,6.93419608362316e-05,0.000260581091345785,-0.1462466725,"Non-significant",3.5840571013714,"SEC23IP","S23IP_HUMAN"
-0.151893137499998,13.61767077375,-6.61252490684231,0.0002702338540489,0.000831921532424462,-0.462791150693838,"L2HDH_HUMAN",31,-7.79399277804141,6.95888491542385e-05,0.000261392339358768,-0.151893137499998,"Non-significant",3.58270714446384,"L2HGDH","L2HDH_HUMAN"
-0.543612007500002,12.68849325125,-8.84940674412264,4.1037155568809e-05,0.00018537094549276,1.64799891305335,"TR112_HUMAN",7,-7.79035555593918,6.98114170211077e-05,0.000262111551924684,-0.543612007500002,"Up in D1C",3.58151383816599,"TRMT112","TR112_HUMAN"
-0.195627212499998,9.46627211575,-7.51879337143488,0.000119309086987754,0.000427393240212399,0.451387596809091,"PHRF1_HUMAN",20,-7.78901353041265,6.98937386401171e-05,0.000262303794745123,-0.195627212499998,"Non-significant",3.58119542643235,"PHRF1","PHRF1_HUMAN"
-0.28683161725,9.523432374125,-7.13555973897993,0.000166922337954537,0.0005605531420792,0.0755638410431221,"TASOR_HUMAN",46,-7.78526315679433,7.0124367141723e-05,0.00026305219877062,-0.28683161725,"Non-significant",3.57995806372063,"TASOR","TASOR_HUMAN"
-0.403289794999999,10.8712005625,-8.52650316782816,5.24843689182273e-05,0.000223995314233791,1.37190326076329,"SMUF1_HUMAN",10,-7.78418555148904,7.01907914297875e-05,0.000263184244200035,-0.403289794999999,"Non-significant",3.57974011377313,"SMURF1","SMUF1_HUMAN"
-0.324701070999998,9.5982881785,-7.23879815340351,0.000152275193068852,0.000521971371442601,0.1783043236252,"NFX1_HUMAN",42,-7.78328407154094,7.02464132412019e-05,0.000263275685731477,-0.324701070999998,"Non-significant",3.57958924738933,"NFX1","NFX1_HUMAN"
-0.915826322499999,11.53435254125,-15.9349467807572,7.30219496847229e-07,9.66251199203342e-06,6.16850067569421,"CF210_HUMAN",1,-7.78161031142799,7.03498158102864e-05,0.000263546043317735,-0.915826322499999,"Up in D1C",3.5791434995711,"CFAP210","CF210_HUMAN"
0.322488067499997,11.70219457125,7.47465146869199,0.000123927259919896,0.000440752267453504,0.408864940967479,"E41L5_HUMAN",22,7.78087044749955,7.0395577763671e-05,0.000263600322065741,0.322488067499997,"Non-significant",3.57905406345857,"EPB41L5","E41L5_HUMAN"
-0.542541623249999,8.378908097625,-7.92039386331935,8.51328763263401e-05,0.000326769132310893,0.829488237118516,"RGP1_HUMAN",11,-7.77671698776629,7.0653095153563e-05,0.0002644471310166,-0.542541623249999,"Up in D1C",3.57766114027449,"RGP1","RGP1_HUMAN"
-0.326474667500001,18.45088219625,-7.26319888788298,0.000149027878994792,0.000513345317550921,0.202423669427485,"AGT1_HUMAN",37,-7.77557731238992,7.07239397125762e-05,0.000264594801525657,-0.326474667500001,"Non-significant",3.57741869261601,"AGXT","AGT1_HUMAN"
0.311925649999999,10.79976666,7.88149916569426,8.79074271394217e-05,0.000335281313736735,0.793544975991768,"TCEA3_HUMAN",15,7.77262735493816,7.0907683980661e-05,0.000265164537831851,0.311925649999999,"Non-significant",3.57648455739297,"TCEA3","TCEA3_HUMAN"
-0.243843554999998,11.6949155325,-8.3628131898941,5.96355835466081e-05,0.000246468757989527,1.228607156522,"OAS1_HUMAN",14,-7.77055595395993,7.10370242459933e-05,0.000265530411250322,-0.243843554999998,"Non-significant",3.57588573190135,"OAS1","OAS1_HUMAN"
-0.104556557500004,15.56415057125,-5.24648326066059,0.00110097473189243,0.00268988870003515,-2.02478402004621,"COPB2_HUMAN",66,-7.76818553641837,7.1185358892298e-05,0.000265896879093591,-0.104556557500004,"Non-significant",3.57528676007492,"COPB2","COPB2_HUMAN"
-0.5150334835,8.54973447325,-8.57781837194371,5.04455757795799e-05,0.000217096699967768,1.41635636915757,"DCP2_HUMAN",8,-7.76760920052891,7.12214767881933e-05,0.000265896879093591,-0.5150334835,"Up in D1C",3.57528676007492,"DCP2","DCP2_HUMAN"
-0.332918645000003,12.6777617925,-7.83338241923473,9.14816866507037e-05,0.000344807077516468,0.748882495108901,"PSMG1_HUMAN",15,-7.76747800564657,7.12297013872736e-05,0.000265896879093591,-0.332918645000003,"Non-significant",3.57528676007492,"PSMG1","PSMG1_HUMAN"
2.136108041,7.79139822725,7.91493808075556,8.55160543730931e-05,0.000327494240032168,0.824454998119476,"POSTN_HUMAN",2,7.76145438112365,7.16084672516378e-05,0.000267192461471472,2.136108041,"Up in D3BM",3.57317579914382,"POSTN","POSTN_HUMAN"
0.237152815250001,9.788552165125,6.9796877038347,0.000192130764767977,0.000630389340688703,-0.0817125532927214,"APAF_HUMAN",40,7.75142538012371,7.22440936001153e-05,0.000269444895997952,0.237152815250001,"Non-significant",3.56953003868113,"APAF1","APAF_HUMAN"
-0.237856147500001,15.33480536875,-9.35738095262599,2.82897706136089e-05,0.000137979412127201,2.0656020977028,"MMAB_HUMAN",12,-7.74727168947617,7.25091934768059e-05,0.000270314016725341,-0.237856147500001,"Non-significant",3.56813143403253,"MMAB","MMAB_HUMAN"
-0.180377962499996,17.94447374375,-6.81943043859122,0.000222591064146844,0.000709614251018814,-0.246180852480922,"ECH1_HUMAN",31,-7.74661306591347,7.25513283654272e-05,0.000270351523780807,-0.180377962499996,"Non-significant",3.56807117826986,"ECH1","ECH1_HUMAN"
-0.6169970075,12.42837488625,-7.50956009920488,0.000120258851435231,0.000430429664011702,0.442509176569702,"STRBP_HUMAN",21,-7.74390558963892,7.27248244435647e-05,0.000270878278937166,-0.6169970075,"Up in D1C",3.56722581857679,"STRBP","STRBP_HUMAN"
-0.210578680000001,12.0648318525,-6.78725184829164,0.000229339645296151,0.000727277603536965,-0.279549630926924,"GGYF2_HUMAN",46,-7.73761984288208,7.31294073062789e-05,0.000272264917926071,-0.210578680000001,"Non-significant",3.56500831507824,"GIGYF2","GGYF2_HUMAN"
0.240063190000004,11.7097401625,7.07678987969789,0.000175963201184438,0.000585086320624706,0.016571842556397,"REPS1_HUMAN",32,7.73687901715831,7.31772560484258e-05,0.000272322777585952,0.240063190000004,"Non-significant",3.56491603193885,"REPS1","REPS1_HUMAN"
-0.548161029749998,10.180468797625,-7.77292686404372,9.62065179736399e-05,0.000359293194505898,0.692455653885139,"RTF2_HUMAN",12,-7.73054475391428,7.35878068408972e-05,0.000273729754572781,-0.548161029749998,"Up in D1C",3.56267799197819,"RTF2","RTF2_HUMAN"
-0.346936702499999,10.62436628375,-7.48652745702684,0.000122665326848934,0.000437001707527331,0.420324509739247,"TRIM5_HUMAN",20,-7.72076381224187,7.42268152338112e-05,0.000275984925278251,-0.346936702499999,"Non-significant",3.55911463912054,"TRIM5","TRIM5_HUMAN"
0.26333857,13.812395095,9.48952374729798,2.57541069247903e-05,0.000128480297413646,2.17105359368943,"ST1A3_HUMAN;ST1A4_HUMAN",11,7.71784271845292,7.44188563126998e-05,0.000276576957610117,0.26333857,"Non-significant",3.55818400499181,"SULT1A3;SULT1A4","ST1A3_HUMAN;ST1A4_HUMAN"
0.262029645,12.7583901875,7.26886411520744,0.000148285106719262,0.000511623071852909,0.208014678234987,"AT2L2_HUMAN",25,7.71606252116788,7.45361637309649e-05,0.000276890843582328,0.262029645,"Non-significant",3.55769140556688,"PHYKPL","AT2L2_HUMAN"
-0.223122119999999,12.2544612875,-7.9484908831244,8.31898791438426e-05,0.000320625281803132,0.855365192266968,"DHB7_HUMAN",16,-7.71421787974958,7.46579356889269e-05,0.000277221030802628,-0.223122119999999,"Non-significant",3.55717382595391,"HSD17B7","DHB7_HUMAN"
0.1890254025,15.98610186625,7.44099391374469,0.000127583685986073,0.000451849953435549,0.376310334274992,"CK054_HUMAN",20,7.71091376987437,7.48766087387344e-05,0.000277789793155001,0.1890254025,"Non-significant",3.55628371561027,"C11orf54","CK054_HUMAN"
0.460961341750002,9.097735643375,7.39049846585188,0.000133298933315368,0.00046913432522557,0.327254353641484,"TTC7A_HUMAN",28,7.71090755079547,7.4877021004646e-05,0.000277789793155001,0.460961341750002,"Non-significant",3.55628371561027,"TTC7A","TTC7A_HUMAN"
-0.895739316,10.1380635495,-7.55761953552691,0.000115406526667261,0.000416065702856435,0.488628533091655,"TRMB_HUMAN",13,-7.70632291557575,7.51816298396337e-05,0.000278797165824141,-0.895739316,"Up in D1C",3.5547116454707,"METTL1","TRMB_HUMAN"
0.258058069999997,15.1277968875,7.69412502111166,0.000102782716751227,0.000378817454961124,0.618379117162355,"GALM_HUMAN",17,7.70164701053308,7.54937292224175e-05,0.000279831417597079,0.258058069999997,"Non-significant",3.55310352743153,"GALM","GALM_HUMAN"
0.499493360000001,15.9123402825,7.90118900299549,8.64903382128541e-05,0.000330624517367867,0.811758416961229,"SAMP_HUMAN",11,7.69791146787673,7.57441028942875e-05,0.000280636062987231,0.499493360000001,"Non-significant",3.55185652094131,"APCS","SAMP_HUMAN"
0.403629780000003,11.71001935,7.97623686422063,8.13200096090827e-05,0.000314774801568325,0.880846800426971,"FHR1_HUMAN",12,7.69655472123926,7.58352679371748e-05,0.000280850383762059,0.403629780000003,"Non-significant",3.55152497835494,"CFHR1","FHR1_HUMAN"
0.246971127500004,16.15228414375,7.00216496769455,0.000188245090422755,0.000619811666864611,-0.0588706281046001,"CAP1_HUMAN",37,7.69569859762096,7.58928572514701e-05,0.000280940225635767,0.246971127500004,"Non-significant",3.55138607311275,"CAP1","CAP1_HUMAN"
0.1925189525,11.88924467625,7.0684010346753,0.000177297966769612,0.000588827644563066,0.00812109246782811,"MA2B2_HUMAN",25,7.6901302046016,7.62686234870144e-05,0.000282207299109765,0.1925189525,"Non-significant",3.54943175768975,"MAN2B2","MA2B2_HUMAN"
-0.708983897999998,8.58717393875,-7.4276019261836,0.000129072132502353,0.000456640292837871,0.363325346342027,"DHX58_HUMAN",28,-7.68870950719556,7.63648273889891e-05,0.000282439284801136,-0.708983897999998,"Up in D1C",3.54907489690574,"DHX58","DHX58_HUMAN"
-0.250159264999999,10.7303473975,-6.98974043040953,0.000190381923184439,0.000625381617506484,-0.0714899274512124,"MAN1_HUMAN",38,-7.67852334909582,7.70585758567406e-05,0.000284880147323012,-0.250159264999999,"Non-significant",3.54533781474256,"LEMD3","MAN1_HUMAN"
-0.770142315000001,12.8514181375,-7.58566829992048,0.000112676505311561,0.000407268552003064,0.515438939243619,"CNBP_HUMAN",12,-7.67684376748088,7.7173641726367e-05,0.000285180458619705,-0.770142315000001,"Up in D1C",3.54488023690008,"CNBP","CNBP_HUMAN"
0.118415115000005,15.8188587425,5.79094228840719,0.000611978241907906,0.00164541135599418,-1.37341887844366,"TCPA_HUMAN",41,7.67393897923933,7.73730980625302e-05,0.000285792218917207,0.118415115000005,"Non-significant",3.54394959964345,"TCP1","TCPA_HUMAN"
-0.3531758775,10.45661342125,-10.2205681756682,1.56245054885711e-05,8.82441246190131e-05,2.73236740830137,"MED20_HUMAN",8,-7.67032628074509,7.76219665702872e-05,0.000286538351738989,-0.3531758775,"Non-significant",3.54281724164107,"MED20","MED20_HUMAN"
-0.267944097499999,12.94399631125,-8.34931580539445,6.02726474076764e-05,0.000248429410757606,1.21668847436706,"FA98A_HUMAN",13,-7.67002025594122,7.76430887853661e-05,0.000286538351738989,-0.267944097499999,"Non-significant",3.54281724164107,"FAM98A","FA98A_HUMAN"
-0.262068274999999,11.351018905,-7.03853872459468,0.000182142459658447,0.000601834101317541,-0.0220231344475046,"PALS1_HUMAN",36,-7.66882153903854,7.77258875674075e-05,0.000286718383503579,-0.262068274999999,"Non-significant",3.5425444605303,"PALS1","PALS1_HUMAN"
-0.467901229999999,8.99507069575,-9.24525268958141,3.06639673017609e-05,0.000147358369661655,1.97511394588304,"NRM_HUMAN",7,-7.66658265655366,7.78807977672408e-05,0.00028716414889767,-0.467901229999999,"Non-significant",3.54186978068248,"NRM","NRM_HUMAN"
-0.479717493499999,9.0115596055,-8.28173295847033,6.35800795515672e-05,0.000259147239139342,1.15677133881219,"RPC6_HUMAN",9,-7.65915684616099,7.83970696305584e-05,0.000288746910220359,-0.479717493499999,"Non-significant",3.53948265430821,"POLR3F","RPC6_HUMAN"
0.257986070000001,15.2676477425,7.04054180238998,0.000181812897754207,0.000601308644325914,-0.0199981336083308,"GSHB_HUMAN",34,7.65899419418472,7.84084205379112e-05,0.000288746910220359,0.257986070000001,"Non-significant",3.53948265430821,"GSS","GSHB_HUMAN"
-0.342404129999998,11.58614695,-7.36919342605498,0.000135796160839479,0.000476728796216564,0.306478711186564,"ZPR1_HUMAN",22,-7.65893112938318,7.84128221016018e-05,0.000288746910220359,-0.342404129999998,"Non-significant",3.53948265430821,"ZPR1","ZPR1_HUMAN"
0.467113732500005,10.81936204375,7.39154904754642,0.000133177133123986,0.00046890144323395,0.328277630034529,"COR1A_HUMAN",22,7.64742382729763,7.92206045156966e-05,0.000291594094088562,0.467113732500005,"Non-significant",3.53522127641278,"CORO1A","COR1A_HUMAN"
-0.445428369999998,11.1601870075,-7.41942595453776,0.000129990436419236,0.000459408548669914,0.355388911392369,"GRAM4_HUMAN",20,-7.64519293356174,7.93782804956081e-05,0.000292046934219765,-0.445428369999998,"Non-significant",3.53454734843277,"GRAMD4","GRAM4_HUMAN"
-0.363865854999998,14.3587493875,-7.38531194891558,0.000133902074256207,0.000471060343867098,0.322200986360286,"MGLL_HUMAN",21,-7.64282056443787,7.95463403469519e-05,0.000292537566659886,-0.363865854999998,"Non-significant",3.53381835540919,"MGLL","MGLL_HUMAN"
-0.2351136225,15.30284690875,-6.7130380549223,0.000245795965238831,0.000770764207960605,-0.356954131279471,"LPPRC_HUMAN",100,-7.6373056170176,7.99385597208482e-05,0.000293851774918024,-0.2351136225,"Non-significant",3.53187168172421,"LRPPRC","LPPRC_HUMAN"
-0.382674219999997,11.2118589875,-8.87087776701049,4.03822157116008e-05,0.000183099352465349,1.66605651648312,"EXOS1_HUMAN",9,-7.63510498424027,8.00956696826456e-05,0.000294300958916748,-0.382674219999997,"Non-significant",3.53120832284237,"EXOSC1","EXOS1_HUMAN"
-0.66442418125,7.280059218375,-7.36712508998162,0.000136041382758689,0.00047739084732431,0.304459296736981,"NFRKB_HUMAN",28,-7.63145799530267,8.03567992875981e-05,0.000295131791370442,-0.66442418125,"Up in D1C",3.52998400611136,"NFRKB","NFRKB_HUMAN"
-0.374823094999998,14.58675003,-7.82773323607844,9.19119488031763e-05,0.000345859739491952,0.743624499410808,"RL28_HUMAN",13,-7.63071786506057,8.0409909633044e-05,0.00029519822661016,-0.374823094999998,"Non-significant",3.52988625584539,"RPL28","RL28_HUMAN"
-0.723289728000001,10.0707823035,-7.36305888932365,0.000136524923325288,0.000478648538040639,0.300487994374521,"EXD2_HUMAN",32,-7.62978642040943,8.04768040529666e-05,0.00029531518561709,-0.723289728000001,"Up in D1C",3.52971422028809,"EXD2","EXD2_HUMAN"
0.30195427,12.0404117125,7.63999135224701,0.000107593184137416,0.000392228734739137,0.5671428757393,"HNF4A_HUMAN",16,7.62698252227584,8.06785495884637e-05,0.000295926672968303,0.30195427,"Non-significant",3.52881588850316,"HNF4A","HNF4A_HUMAN"
-0.223124502499996,12.35131406625,-6.7658675603879,0.000233951185037682,0.000739675370848695,-0.301789341369606,"TCRG1_HUMAN",47,-7.62317792853992,8.09532006434026e-05,0.000296804927456825,-0.223124502499996,"Non-significant",3.52752889332042,"TCERG1","TCRG1_HUMAN"
0.140185832499998,15.14952564375,5.77219725576002,0.000624082833645537,0.00166943643440122,-1.39518659429492,"TLN1_HUMAN",153,7.62091552836105,8.1117016722227e-05,0.000297276232152892,0.140185832499998,"Non-significant",3.52683981214547,"TLN1","TLN1_HUMAN"
-0.49934387175,8.948713541125,-7.80582289161161,9.36023970793286e-05,0.00035096735097049,0.723202699158843,"NSRP1_HUMAN",11,-7.61425844946848,8.16011941653089e-05,0.000298819798566714,-0.49934387175,"Non-significant",3.52459063134319,"NSRP1","NSRP1_HUMAN"
-0.278193712499998,13.48218715375,-8.19925490195748,6.78968702046813e-05,0.00027136212373412,1.08310371170782,"GLCTK_HUMAN",13,-7.61414999871063,8.16091085894621e-05,0.000298819798566714,-0.278193712499998,"Non-significant",3.52459063134319,"GLYCTK","GLCTK_HUMAN"
-0.294350624999998,10.986041785,-7.18075959970913,0.000160323255471334,0.000542934801272749,0.120684207953706,"TTC27_HUMAN",27,-7.61301625389311,8.16918973597416e-05,0.000298993053775624,-0.294350624999998,"Non-significant",3.52433890111356,"TTC27","TTC27_HUMAN"
-0.376947165000001,10.848214985,-8.88414083300995,3.99835424535412e-05,0.000182074456833945,1.67719266023134,"TFIP8_HUMAN",9,-7.60807993421892,8.20534540031603e-05,0.000300186008590555,-0.376947165000001,"Non-significant",3.52260955371008,"TNFAIP8","TFIP8_HUMAN"
-0.30029869,10.6168441775,-7.11456751402897,0.000170090427334654,0.000569151334658118,0.0545346681135861,"NAA35_HUMAN",32,-7.60708953716517,8.21262098226542e-05,0.000300321831928483,-0.30029869,"Non-significant",3.52241309556848,"NAA35","NAA35_HUMAN"
-0.665111543250003,10.438173058375,-8.41559981840741,5.72159537340935e-05,0.000238512994077485,1.27506818010494,"TMUB2_HUMAN",6,-7.60501013725143,8.22791996746652e-05,0.000300745223329583,-0.665111543250003,"Up in D1C",3.52180126173734,"TMUB2","TMUB2_HUMAN"
-0.445800067500002,10.68388831625,-7.45476770628691,0.000126072894960155,0.000447291282990803,0.389646587617611,"RM15_HUMAN",17,-7.60419583095403,8.23391981681834e-05,0.000300745223329583,-0.445800067500002,"Non-significant",3.52180126173734,"MRPL15","RM15_HUMAN"
-0.143719197500003,15.71015667875,-6.30675363465242,0.000363004375106239,0.00106872646796035,-0.792030270529897,"HNRPR_HUMAN",34,-7.60406245287542,8.23490301868166e-05,0.000300745223329583,-0.143719197500003,"Non-significant",3.52180126173734,"HNRNPR","HNRPR_HUMAN"
-0.358041525000004,13.1714178325,-7.71105241259391,0.00010132851470151,0.000374276095713859,0.634342012937326,"STX12_HUMAN",14,-7.60323985002062,8.2409697668637e-05,0.00030083644073146,-0.358041525000004,"Non-significant",3.5216695582066,"STX12","STX12_HUMAN"
-0.343985559999998,14.443179845,-7.44882053033458,0.000126722736111364,0.000448989467289905,0.383890682858995,"GPX2_HUMAN",18,-7.60220460336612,8.24861187004296e-05,0.000300985062565334,-0.343985559999998,"Non-significant",3.52145505725142,"GPX2","GPX2_HUMAN"
-0.211341142500002,11.09736931375,-6.73203913387325,0.00024146008077202,0.000760847484421441,-0.337076626145997,"VPS53_HUMAN",41,-7.59742695966295,8.28398270768928e-05,0.000302144916672925,-0.211341142500002,"Non-significant",3.51978470798335,"VPS53","VPS53_HUMAN"
0.410805225250002,9.094496011625,7.19356144205513,0.000158507811932447,0.000538517673026439,0.133424232960918,"TBCD8_HUMAN",40,7.5956756313202,8.29699089485303e-05,0.000302488478601714,0.410805225250002,"Non-significant",3.51929116241644,"TBC1D8","TBCD8_HUMAN"
-0.418727157499999,13.26485312125,-7.96603332592277,8.20020948774981e-05,0.000317062228313042,0.871484283311865,"RHEB_HUMAN",11,-7.58723055864941,8.36003861925326e-05,0.000304655276790686,-0.418727157499999,"Non-significant",3.51619129526401,"RHEB","RHEB_HUMAN"
-0.2331900585,10.07477450325,-6.96255625504397,0.000195152750248781,0.000638316853646477,-0.0991589772713652,"INT10_HUMAN",30,-7.57972482017623,8.41652285007079e-05,0.000306581119720167,-0.2331900585,"Non-significant",3.51345459394943,"INTS10","INT10_HUMAN"
-0.250515934999999,15.4103736875,-6.92792443535451,0.000201426027472845,0.000654770530493102,-0.13452578532187,"IF2A_HUMAN",36,-7.57590730864827,8.44541480569272e-05,0.000307399427206606,-0.250515934999999,"Non-significant",3.51229694607909,"EIF2S1","IF2A_HUMAN"
