"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.394552253622336,19.9883349345675,3.28792551175157,0.0128204820797746,0.109696820932582,-3.06843387853517,"PP2AA_HUMAN",3,2.98464352257586,0.0161183757761435,0.111106625125202,-0.394552253622336,"Non-significant",0.954260043943632,"PPP2CA","Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform","PP2AA_HUMAN"
0.111121020936238,18.554241161664,2.83811682801221,0.0243849440293204,0.149216195629023,-3.72825439253466,"IASPP_HUMAN",17,2.97917235412916,0.016258791164677,0.111769431291701,-0.111121020936238,"Non-significant",0.951676958852302,"PPP1R13L","RelA-associated inhibitor","IASPP_HUMAN"
-0.253176328818231,17.7003022659978,-3.59577619147265,0.00838345246430298,0.0886786930822133,-2.62842128369102,"NEK6_HUMAN",4,-2.979257116073,0.0162566061805999,0.111769431291701,0.253176328818231,"Non-significant",0.951676958852302,"NEK6","Serine/threonine-protein kinase Nek6","NEK6_HUMAN"
-0.0607468636402864,22.313681747827,-2.37448893990463,0.0483130229412085,0.207259889825106,-4.41691197005827,"PYGB_HUMAN",66,-2.97895648316596,0.0162643572317915,0.111769431291701,0.0607468636402899,"Non-significant",0.951676958852302,"PYGB","Glycogen phosphorylase, brain form","PYGB_HUMAN"
-0.120709219628743,20.3582370572706,-2.7570153740875,0.0274484131965059,0.157862290723232,-3.84859727488769,"DRG2_HUMAN",21,-2.97818318741964,0.0162843122159631,0.111785273652446,0.12070921962875,"Non-significant",0.951615405686915,"DRG2","Developmentally-regulated GTP-binding protein 2","DRG2_HUMAN"
-0.352575704691375,18.75866744067,-3.47821278149826,0.00984442630587257,0.0957577259162791,-2.79511044776754,"EAF6_HUMAN",3,-2.97741371953488,0.0163041935047584,0.111785273652446,0.352575704691382,"Non-significant",0.951615405686915,"MEAF6","Chromatin modification-related protein MEAF6","EAF6_HUMAN"
-0.0455881777933911,20.1746529771323,-2.17585304783646,0.0649835547372624,0.237298733878434,-4.70929609303052,"VP13A_HUMAN",67,-2.97700770642291,0.0163146940492469,0.111785273652446,0.0455881777933875,"Non-significant",0.951615405686915,"VPS13A","Intermembrane lipid transfer protein VPS13A","VP13A_HUMAN"
0.193593563313069,19.7040485399527,2.97280031496371,0.0200643995458924,0.136141533167561,-3.52909913733389,"ASGR2_HUMAN",8,2.97494838492721,0.01636806098317,0.11204098214166,-0.193593563313065,"Non-significant",0.950623092843526,"ASGR2","Asialoglycoprotein receptor 2","ASGR2_HUMAN"
-0.127952745771722,20.5405246408212,-3.21855446776458,0.0141336920808757,0.114612587814953,-3.1690630171636,"MPC2_HUMAN",9,-2.97175623787405,0.0164511411930298,0.11232560208809,0.127952745771726,"Non-significant",0.949521244821876,"MPC2","Mitochondrial pyruvate carrier 2","MPC2_HUMAN"
-0.191334277288121,20.3067824424075,-3.70178033953134,0.00726540148136048,0.0830191528868168,-2.47966209014511,"SCAM2_HUMAN",5,-2.97149709806669,0.0164579047459348,0.11232560208809,0.191334277288121,"Non-significant",0.949521244821876,"SCAMP2","Secretory carrier-associated membrane protein 2","SCAM2_HUMAN"
0.0764272253063965,20.811425823884,2.70493224504751,0.0296255390998346,0.163385082144585,-3.92599097527641,"WDR43_HUMAN",25,2.97247019571602,0.0164325217143023,0.11232560208809,-0.0764272253063929,"Non-significant",0.949521244821876,"WDR43","WD repeat-containing protein 43","WDR43_HUMAN"
0.104098906909005,22.6072990797478,3.0182925517507,0.0187939182813967,0.132544583273446,-3.46208536724893,"HMGB1_HUMAN",13,2.96812830634952,0.0165460917956826,0.112528618173932,-0.104098906908998,"Non-significant",0.94873701413522,"HMGB1","High mobility group protein B1","HMGB1_HUMAN"
0.142343739064259,18.697916466077,2.72965310849075,0.0285705741719319,0.161784062342602,-3.88924831043468,"KIF3B_HUMAN",22,2.96728531892056,0.0165682353885423,0.112528618173932,-0.142343739064259,"Non-significant",0.94873701413522,"KIF3B","Kinesin-like protein KIF3B","KIF3B_HUMAN"
-0.193815407527232,18.754542950024,-2.80975189342683,0.0254135362704225,0.151751478069562,-3.77031521596493,"MEP1A_HUMAN",12,-2.96780338240628,0.016554623279206,0.112528618173932,0.193815407527229,"Non-significant",0.94873701413522,"MEP1A","Meprin A subunit alpha","MEP1A_HUMAN"
0.0893898709750438,19.471411755251,2.93728067112673,0.0211192710395857,0.139900142692967,-3.58151948714549,"NELFE_HUMAN",16,2.96777990554977,0.016555239883582,0.112528618173932,-0.0893898709750474,"Non-significant",0.94873701413522,"NELFE","Negative elongation factor E","NELFE_HUMAN"
-0.140940892293251,19.630229123825,-3.01108381922268,0.0189894347551956,0.133116700261823,-3.47269460960507,"TPPC1_HUMAN",10,-2.96809646581716,0.0165469276276847,0.112528618173932,0.140940892293251,"Non-significant",0.94873701413522,"TRAPPC1","Trafficking protein particle complex subunit 1","TPPC1_HUMAN"
-0.062900413418042,21.2015724329941,-2.62397180674179,0.0333731920693954,0.173371746300981,-4.04638873253593,"DDX5_HUMAN",28,-2.96617762973311,0.0165973786531692,0.112557457687526,0.0629004134180384,"Non-significant",0.948625724783936,"DDX5","Probable ATP-dependent RNA helicase DDX5","DDX5_HUMAN"
0.1330364136053,19.5412238453547,3.05141588151223,0.017922518349797,0.129001573367834,-3.41338704827371,"HS2ST_HUMAN",10,2.96589876976406,0.0166047237780222,0.112557457687526,-0.133036413605296,"Non-significant",0.948625724783936,"HS2ST1","Heparan sulfate 2-O-sulfotransferase 1","HS2ST_HUMAN"
0.32320930422641,18.3156700064758,2.82110734071138,0.0249964045080959,0.151133899607341,-3.75347275947379,"ABC3C_HUMAN",7,2.96323297302918,0.0166751098804025,0.11281109462718,-0.323209304226406,"Non-significant",0.947648186714191,"APOBEC3C","DNA dC->dU-editing enzyme APOBEC-3C","ABC3C_HUMAN"
0.0959707753396266,19.4910394339893,2.69020974474924,0.030273017050534,0.165707937567092,-3.94787889307844,"RBM27_HUMAN",26,2.96264736486294,0.0166906131122712,0.11281109462718,-0.0959707753396231,"Non-significant",0.947648186714191,"RBM27","RNA-binding protein 27","RBM27_HUMAN"
-0.0679209353476118,20.2222726805415,-2.74522882441736,0.0279260499478997,0.159427375908615,-3.86610557818238,"RBM47_HUMAN",23,-2.96280910791334,0.0166863296852107,0.11281109462718,0.0679209353476011,"Non-significant",0.947648186714191,"RBM47","RNA-binding protein 47","RBM47_HUMAN"
-0.0730428603514639,20.2925052461353,-2.47046891415407,0.0418856423282434,0.19239839127355,-4.27459513062305,"SPT5H_HUMAN",58,-2.96096858756121,0.0167351390528137,0.113002650741533,0.0730428603514639,"Non-significant",0.946911369004026,"SUPT5H","Transcription elongation factor SPT5","SPT5H_HUMAN"
-0.0915235620524122,18.5344582730246,-2.81076992880492,0.0253758439996765,0.151751478069562,-3.76880504718379,"CNNM4_HUMAN",19,-2.95907628497626,0.016785475182589,0.113196778423956,0.0915235620524086,"Non-significant",0.94616593297644,"CNNM4","Metal transporter CNNM4","CNNM4_HUMAN"
-0.249518657599264,17.1845972484883,-3.16500023406323,0.0152453624595231,0.119599012013922,-3.24707481310006,"MIB1_HUMAN",5,-2.95866959371841,0.0167963137277598,0.113196778423956,0.249518657599264,"Non-significant",0.94616593297644,"MIB1","E3 ubiquitin-protein ligase MIB1","MIB1_HUMAN"
0.137513459562026,20.6393580150539,3.27426480955308,0.0130683971396958,0.110867009513191,-3.08821078591217,"PHOCN_HUMAN",8,2.95791358970665,0.0168164808303721,0.113223403237858,-0.137513459562026,"Non-significant",0.946063795351362,"MOB4","MOB-like protein phocein","PHOCN_HUMAN"
0.0854660307672219,20.3581693766897,2.89940601012282,0.0223086994526015,0.14276460177489,-3.63750068180981,"UBXN7_HUMAN",17,2.95701470021174,0.0168404920317973,0.113275833685943,-0.0854660307672184,"Non-significant",0.945862732822382,"UBXN7","UBX domain-containing protein 7","UBXN7_HUMAN"
-0.0931148378953566,19.1143569612743,-2.7997543310588,0.0257868196981723,0.153157495668832,-3.78514791173268,"A16L1_HUMAN",19,-2.95190373354583,0.0169776900509255,0.113651229084911,0.0931148378953495,"Non-significant",0.944425863221825,"ATG16L1","Autophagy-related protein 16-1","A16L1_HUMAN"
-0.0913828588155674,21.3831250968428,-2.65857774143484,0.0317144099215662,0.169418523391259,-3.99491725802282,"ANM1_HUMAN",28,-2.95295339161091,0.0169494194608288,0.113651229084911,0.0913828588155603,"Non-significant",0.944425863221825,"PRMT1","Protein arginine N-methyltransferase 1","ANM1_HUMAN"
-0.118792543208013,18.3711594260718,-3.13982316577562,0.0157997986528347,0.121091321837642,-3.28384276991584,"ASPDH_HUMAN",10,-2.95224740438628,0.0169684285668821,0.113651229084911,0.118792543208013,"Non-significant",0.944425863221825,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN"
-0.0714466243593108,23.7586295629806,-2.53825491413896,0.0378799690873683,0.184443859404466,-4.1738700109682,"IF4A1_HUMAN",37,-2.9519752844773,0.0169757614165644,0.113651229084911,0.0714466243593108,"Non-significant",0.944425863221825,"EIF4A1","Eukaryotic initiation factor 4A-I","IF4A1_HUMAN"
-0.0800064304482717,19.7794101090763,-2.92523462977883,0.021490157788388,0.141019061727937,-3.59931515818069,"PPM1F_HUMAN",17,-2.9526661827237,0.0169571500726286,0.113651229084911,0.0800064304482682,"Non-significant",0.944425863221825,"PPM1F","Protein phosphatase 1F","PPM1F_HUMAN"
-0.604128560783925,15.1015979181684,-2.89114664217039,0.0225773174289785,0.143565419206856,-3.6497194238465,"ELF2_HUMAN",3,-2.94887758841274,0.0170594660347362,0.114089264228476,0.604128560783929,"Non-significant",0.942755220662369,"ELF2","ETS-related transcription factor Elf-2","ELF2_HUMAN"
-0.0965333276501497,19.7504952197023,-3.26097510271454,0.0133144972856444,0.111885607848829,-3.10746930823849,"AGT1_HUMAN",11,-2.94427930528618,0.0171845040803508,0.114815509558861,0.0965333276501461,"Non-significant",0.939999442418262,"AGXT","Alanine--glyoxylate aminotransferase","AGT1_HUMAN"
-0.0466545481849003,18.8615838045763,-2.14995498304322,0.0675468849432004,0.243475658582047,-4.74710481447571,"GOGA4_HUMAN",80,-2.94168157445058,0.0172555595527178,0.115180035178849,0.0466545481849003,"Non-significant",0.938622793161751,"GOLGA4","Golgin subfamily A member 4","GOGA4_HUMAN"
0.274031581663401,18.6487719211403,2.7562293707516,0.0274799982121712,0.157913866269448,-3.84976471611686,"ZA2G_HUMAN",10,2.93874455856885,0.017336260185092,0.115608183965914,-0.274031581663397,"Non-significant",0.937011420885818,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
-0.0899018626668067,20.0431244212284,-2.85783283537046,0.0236957600239157,0.147454364070392,-3.6990396513102,"MEPCE_HUMAN",17,-2.93788313034025,0.0173600033939693,0.1156560531457,0.0899018626668102,"Non-significant",0.936831632422279,"MEPCE","7SK snRNA methylphosphate capping enzyme","MEPCE_HUMAN"
0.176810141447632,18.2020846051846,2.90479856323986,0.0221351332517509,0.142308932194958,-3.62952508159406,"HEPS_HUMAN",9,2.93374722810727,0.0174744670303291,0.11630765377098,-0.176810141447636,"Non-significant",0.934391705038274,"HPN","Serine protease hepsin","HEPS_HUMAN"
0.164120918418526,23.8084378643779,2.64168649094348,0.0325131132656613,0.17068162166981,-4.02003975376,"K22E_HUMAN",44,2.93236526386597,0.0175128867793333,0.116452357612672,-0.164120918418526,"Non-significant",0.933851714619132,"KRT2;cRAP-KRT2","Keratin, type II cytoskeletal 2 epidermal","K22E_HUMAN"
0.0790980736512061,20.4276107195328,2.63537396774866,0.0328169315841304,0.171374582139416,-4.02942890935513,"CSTF3_HUMAN",27,2.92733941372386,0.0176533445828907,0.117257247649568,-0.0790980736512061,"Non-significant",0.93086030411876,"CSTF3","Cleavage stimulation factor subunit 3","CSTF3_HUMAN"
0.108491806020574,19.0665332477475,2.94026408121155,0.0210284601922937,0.139771897494552,-3.57711345018791,"GPC6_HUMAN",13,2.92683447990755,0.0176675199838651,0.117257247649568,-0.108491806020577,"Non-significant",0.93086030411876,"GPC6","Glypican-6","GPC6_HUMAN"
-0.102172297064065,21.3077258865944,-2.61820751007095,0.0336581149642984,0.174462478604849,-4.05496278904958,"SRP54_HUMAN",32,-2.92620490897053,0.0176852108380397,0.117263192850136,0.102172297064065,"Non-significant",0.930838284990744,"VIII.54","Signal recognition particle subunit SRP54","SRP54_HUMAN"
-0.153930992137173,19.4403704934436,-2.795841050971,0.0259344899080997,0.153453058083349,-3.79095482071482,"KT3K_HUMAN",13,-2.9238128674362,0.0177525933279837,0.117598298497137,0.153930992137173,"Non-significant",0.929598961921871,"FN3KRP","Ketosamine-3-kinase","KT3K_HUMAN"
-0.105354644733023,19.5989089940167,-2.76644030633102,0.0270726170795019,0.157604129589147,-3.8346000018637,"SUH_HUMAN",18,-2.92047994324253,0.0178469209343851,0.118111091908888,0.105354644733026,"Non-significant",0.927709315522597,"RBPJ","Recombining binding protein suppressor of hairless","SUH_HUMAN"
0.289595059665476,16.2218127827943,2.97358800451322,0.020041646170748,0.136141533167561,-3.52793758725407,"BMI1_HUMAN",5,2.91806069561948,0.0179157129267453,0.118405363171857,-0.289595059665476,"Non-significant",0.926628625795602,"BMI1","Polycomb complex protein BMI-1","BMI1_HUMAN"
0.0983442205442984,20.9832914967064,2.83946548740685,0.0243371376821842,0.149216195629023,-3.72625540702415,"RT18B_HUMAN",16,2.91772417881084,0.0179253034764613,0.118405363171857,-0.0983442205442948,"Non-significant",0.926628625795602,"MRPS18B","Small ribosomal subunit protein mS40","RT18B_HUMAN"
-0.0636419420315804,23.9241641771944,-2.3671237538311,0.0488460315596635,0.208334143157954,-4.4278122660877,"DHB4_HUMAN",63,-2.91687423476665,0.0179495499618256,0.118453457309515,0.0636419420315875,"Non-significant",0.926452258972181,"HSD17B4","Peroxisomal multifunctional enzyme type 2","DHB4_HUMAN"
-0.126686414386853,20.2837467605612,-2.74711163225619,0.0278491729976689,0.159118597274733,-3.86330850019563,"K2013_HUMAN",17,-2.91542436529464,0.0179909885383253,0.11861480828573,0.126686414386853,"Non-significant",0.925861088751536,"KIAA2013","Uncharacterized protein KIAA2013","K2013_HUMAN"
-0.306519103931983,17.3502935216616,-2.78115868581918,0.026496470192422,0.155722520945699,-3.81274695116785,"ZFY26_HUMAN",7,-2.91231046764339,0.0180803196349729,0.119091312916397,0.306519103931986,"Non-significant",0.924119916855345,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
-0.157783180551299,19.5546422541404,-2.67521008404635,0.030947834335313,0.167438343320759,-3.97018250657075,"AP1G2_HUMAN",22,-2.9115524644701,0.0181021341241485,0.119122620598308,0.157783180551299,"Non-significant",0.924005761034375,"AP1G2","AP-1 complex subunit gamma-like 2","AP1G2_HUMAN"
-0.0754786893370394,20.8681463992175,-2.809526301276,0.0254218966411957,0.151751478069562,-3.77064986830312,"SORT_HUMAN",19,-2.90887421563187,0.0181794282625784,0.119518614057743,0.0754786893370358,"Non-significant",0.922564451594309,"SORT1","Sortilin","SORT_HUMAN"
-0.423886017315283,17.6945618400279,-3.07993741450202,0.0172064421487773,0.126325319750539,-3.37152290756645,"S7A6O_HUMAN",3,-2.90600690385033,0.0182625551584687,0.119952173204542,0.423886017315287,"Non-significant",0.920991879399435,"SLC7A6OS","Probable RNA polymerase II nuclear localization protein SLC7A6OS","S7A6O_HUMAN"
0.112912970422425,19.6968507595364,2.71730192533366,0.0290926817176243,0.162662843648532,-3.90760421896381,"GLPK_HUMAN",19,2.90142885676861,0.0183960897118877,0.120715693955263,-0.112912970422418,"Non-significant",0.918236264657432,"GK","Glycerol kinase","GLPK_HUMAN"
0.0736160844564502,25.2413743768633,2.56610863215447,0.0363503374123762,0.181673626208454,-4.13245238922195,"ADT2_HUMAN",30,2.89967861742717,0.0184474064543065,0.120853560689449,-0.0736160844564502,"Non-significant",0.917740549517821,"SLC25A5","ADP/ATP translocase 2","ADT2_HUMAN"
-0.131372888396157,24.1663709317642,-2.85622437442349,0.0237512115991309,0.147667817796199,-3.70142234617534,"RS13_HUMAN",12,-2.89953179033052,0.0184517180886498,0.120853560689449,0.131372888396164,"Non-significant",0.917740549517821,"RPS13","Small ribosomal subunit protein uS15","RS13_HUMAN"
-0.140875167750913,21.5090141713641,-2.71459990238602,0.0292082205824198,0.162662843648532,-3.91162033363445,"RTCA_HUMAN",17,-2.89841481597426,0.0184845524163952,0.120955149926215,0.14087516775092,"Non-significant",0.917375635884798,"RTCA","RNA 3'-terminal phosphate cyclase","RTCA_HUMAN"
-0.118365111091379,18.2945531177356,-2.9665892402864,0.0202447715293022,0.136833489658846,-3.53825961944391,"ATX3_HUMAN",11,-2.8929723048878,0.0186454008537443,0.121625399182337,0.118365111091379,"Non-significant",0.914975721338994,"ATXN3","Ataxin-3","ATX3_HUMAN"
0.0855162433793062,23.0648893438458,2.63566674673231,0.0328027754035017,0.171374582139416,-4.02899342975366,"FUCO_HUMAN",25,2.89256920180271,0.0186573712826352,0.121625399182337,-0.0855162433793097,"Non-significant",0.914975721338994,"FUCA1","Tissue alpha-L-fucosidase","FUCO_HUMAN"
-0.125934353998542,18.9448590319469,-3.66742188200258,0.0076090444353421,0.0842421061533546,-2.52771375321903,"G6PT1_HUMAN",7,-2.89157896396417,0.0186868106399868,0.121625399182337,0.125934353998534,"Non-significant",0.914975721338994,"SLC37A4","Glucose-6-phosphate exchanger SLC37A4","G6PT1_HUMAN"
-0.146067169548441,17.8030993020724,-2.89692650196703,0.0223889853290622,0.143019117628099,-3.64116842323304,"GOLM1_HUMAN",10,-2.89313484136626,0.0186405764526696,0.121625399182337,0.146067169548441,"Non-significant",0.914975721338994,"GOLM1","Golgi membrane protein 1","GOLM1_HUMAN"
-0.342357225080526,18.9807850026378,-2.84635916562358,0.0240943055815501,0.148347832072648,-3.7160388771081,"PSMG3_HUMAN",5,-2.8914213766805,0.0186915000462113,0.121625399182337,0.342357225080526,"Non-significant",0.914975721338994,"PSMG3","Proteasome assembly chaperone 3","PSMG3_HUMAN"
0.270193264921938,15.9785520901883,4.30338936487681,0.00332811086666823,0.0592777297731571,-1.66581688597889,"S4A7_HUMAN",3,2.89323929974215,0.0186374766008045,0.121625399182337,-0.270193264921939,"Non-significant",0.914975721338994,"SLC4A7","Sodium bicarbonate cotransporter 3","S4A7_HUMAN"
-0.192291170185285,19.7652274536848,-2.81909882287174,0.0250696603102155,0.151284674404429,-3.7564514174628,"NEUS_HUMAN",9,-2.89054827957717,0.0187175031722855,0.12168119846266,0.192291170185282,"Non-significant",0.914776521480067,"SERPINI1","Neuroserpin","NEUS_HUMAN"
0.0643765104990734,22.6143652156628,2.44444759620563,0.043536577502517,0.197128653775988,-4.3132216457084,"APOA4_HUMAN",39,2.88989567471859,0.0187369637404202,0.121694400777315,-0.0643765104990734,"Non-significant",0.914729403425286,"APOA4","Apolipoprotein A-IV","APOA4_HUMAN"
0.164019436075169,18.4799193274139,2.76632382392409,0.0270772285949837,0.157604129589147,-3.83477297681527,"TM209_HUMAN",12,2.8883741821781,0.0187824151935587,0.121876229443705,-0.164019436075169,"Non-significant",0.914080990264287,"TMEM209","Transmembrane protein 209","TM209_HUMAN"
0.0473443118210142,24.0016560972619,2.22130817408366,0.0607177548258429,0.231277339985835,-4.64273390381411,"AL4A1_HUMAN",50,2.88531645806229,0.0188741013895376,0.122219884079857,-0.0473443118210177,"Non-significant",0.912858132525065,"ALDH4A1","Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial","AL4A1_HUMAN"
-0.140927456924047,18.8650959613404,-2.99327556877249,0.0194817042787869,0.13427567549308,-3.49891943804771,"DNJB6_HUMAN",9,-2.88485789719139,0.0188878909942947,0.122219884079857,0.14092745692404,"Non-significant",0.912858132525065,"DNAJB6","DnaJ homolog subfamily B member 6","DNJB6_HUMAN"
-0.0522710355387446,21.2415438580806,-2.37444334298021,0.0483163044507001,0.207259889825106,-4.4169794629738,"FUBP3_HUMAN",37,-2.88517640845121,0.0188783117912286,0.122219884079857,0.0522710355387446,"Non-significant",0.912858132525065,"FUBP3","Far upstream element-binding protein 3","FUBP3_HUMAN"
0.122035404795945,19.0040784017708,3.35330341400788,0.0117016546029974,0.105284732523361,-2.97406260329881,"CHMP6_HUMAN",8,2.8816194740081,0.0189855703383617,0.122738196391149,-0.122035404795938,"Non-significant",0.91102026286019,"CHMP6","Charged multivesicular body protein 6","CHMP6_HUMAN"
0.121722673914594,20.400348750967,2.67461314058176,0.0309750114299537,0.167438343320759,-3.97107019252625,"MP2K4_HUMAN",20,2.87976496588544,0.0190417407243328,0.122987450265764,-0.12172267391459,"Non-significant",0.910139202043479,"MAP2K4","Dual specificity mitogen-activated protein kinase kinase 4","MP2K4_HUMAN"
-0.101235311482881,19.6901576968297,-2.64801618404318,0.0322113962720623,0.170249787109417,-4.01062529537718,"COG6_HUMAN",23,-2.87887493951503,0.019068758943968,0.123048128416622,0.101235311482881,"Non-significant",0.909924987605348,"COG6","Conserved oligomeric Golgi complex subunit 6","COG6_HUMAN"
0.0697703838102299,18.817795767351,2.66191252981783,0.0315591460839584,0.168847477362603,-3.98995769013516,"NADAP_HUMAN",23,2.87680897014642,0.0191316267563809,0.123339813493123,-0.069770383810237,"Non-significant",0.908896712622613,"SLC4A1AP","Kanadaptin","NADAP_HUMAN"
0.0932421912675352,21.4649594251876,2.50130766163922,0.0400119098120833,0.189784751567912,-4.22878648930966,"SYTC_HUMAN",50,2.87454061757014,0.0192008983705944,0.12367220703274,-0.0932421912675352,"Non-significant",0.907727888798555,"TARS1","Threonine--tRNA ligase 1, cytoplasmic","SYTC_HUMAN"
0.125449384062204,20.2524612883137,2.72408062011972,0.0288049143214605,0.162190251445514,-3.89752951388575,"ZC3C1_HUMAN",16,2.87256805608559,0.0192613464154084,0.123947207992978,-0.1254493840622,"Non-significant",0.90676325160612,"ZC3HC1","Zinc finger C3HC-type protein 1","ZC3C1_HUMAN"
-0.0999646773667209,19.0113189927771,-3.24392719886051,0.0136374579012564,0.112669961163263,-3.13220058471847,"GSK3A_HUMAN",10,-2.86692028418955,0.0194355022615719,0.124952741059204,0.0999646773667244,"Non-significant",0.903254212416047,"GSK3A","Glycogen synthase kinase-3 alpha","GSK3A_HUMAN"
-0.0509357777020583,20.2845269270523,-2.26045626129611,0.0572699967094895,0.224766226546181,-4.58522220970148,"SCRIB_HUMAN",49,-2.86597388789265,0.0194648433074716,0.125026252044864,0.0509357777020547,"Non-significant",0.902998787622504,"SCRIB","Protein scribble homolog","SCRIB_HUMAN"
-0.0500343264801515,22.0439580471823,-2.40987452799799,0.0458336495035851,0.202047643440139,-4.36449681878779,"ACPH_HUMAN",32,-2.86375309361653,0.0195338730855296,0.125354321583794,0.0500343264801515,"Non-significant",0.901860689167732,"APEH","Acylamino-acid-releasing enzyme","ACPH_HUMAN"
0.0466103476191044,20.0489718742109,2.20442940633112,0.0622679577344985,0.233537437435222,-4.66747882769574,"MIA2_HUMAN",49,2.86289715180994,0.0195605456899358,0.125410220392224,-0.0466103476191115,"Non-significant",0.901667068935327,"MIA2","Melanoma inhibitory activity protein 2","MIA2_HUMAN"
-0.142426046476047,19.0206847240321,-2.72701335501899,0.0286813352068873,0.16201705696965,-3.89317112161914,"STRP1_HUMAN",14,-2.86147837832432,0.0196048394514581,0.125578889036771,0.142426046476047,"Non-significant",0.901083363349131,"STRIP1","Striatin-interacting protein 1","STRP1_HUMAN"
-0.0370753411073856,21.3244267117228,-2.0604833846916,0.0772026282505338,0.264075342056145,-4.87698198964789,"TRI25_HUMAN",46,-2.86056501809061,0.0196334087902083,0.125646617940636,0.0370753411073856,"Non-significant",0.900849196920089,"TRIM25","E3 ubiquitin/ISG15 ligase TRIM25","TRI25_HUMAN"
-0.154182531014321,21.0567243969721,-2.59229211061607,0.0349705339965759,0.178222093696418,-4.09351005890744,"ARPC2_HUMAN",30,-2.85484512076045,0.0198132978376719,0.125740643935561,0.154182531014321,"Non-significant",0.900524319896879,"ARPC2","Actin-related protein 2/3 complex subunit 2","ARPC2_HUMAN"
-0.201766092802298,18.8967076077056,-3.3303310206415,0.0120824000151196,0.106648946783268,-3.00716940509384,"CAH13_HUMAN",5,-2.85849397626522,0.0196983480781424,0.125740643935561,0.201766092802302,"Non-significant",0.900524319896879,"CA13","Carbonic anhydrase 13","CAH13_HUMAN"
-0.138552444024896,18.733457662566,-2.61430450827799,0.0338524653640166,0.17507505369851,-4.06076829170115,"DPYD_HUMAN",24,-2.85593339117727,0.0197789422473706,0.125740643935561,0.138552444024892,"Non-significant",0.900524319896879,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-0.123193687330009,20.3394398204424,-2.96983895289536,0.0201501862441209,0.136456998059529,-3.53346641967979,"GMFB_HUMAN",10,-2.85551825509018,0.0197920404548962,0.125740643935561,0.123193687330009,"Non-significant",0.900524319896879,"GMFB","Glia maturation factor beta","GMFB_HUMAN"
-0.0442373795789024,20.9572491209866,-2.258173176282,0.0574655410709547,0.224901573855048,-4.5885805629665,"GTPB4_HUMAN",38,-2.85402079306157,0.0198393617735235,0.125740643935561,0.0442373795788988,"Non-significant",0.900524319896879,"GTPBP4","GTP-binding protein 4","GTPB4_HUMAN"
-0.10884263915699,19.963867165691,-2.73706992770097,0.0282617527843037,0.160517495304231,-3.87822745502289,"INT3_HUMAN",16,-2.85279282781698,0.0198782533353219,0.125740643935561,0.10884263915699,"Non-significant",0.900524319896879,"INTS3","Integrator complex subunit 3","INT3_HUMAN"
0.122899126168754,20.2130934838563,2.76200485370596,0.0272487961796866,0.157782717583857,-3.84118689570114,"KBL_HUMAN",14,2.85623955900518,0.0197692878615572,0.125740643935561,-0.12289912616875,"Non-significant",0.900524319896879,"GCAT","2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial","KBL_HUMAN"
-0.106117579860197,19.4513291119537,-2.77655205846522,0.0266754051235361,0.156025539907973,-3.81958584601511,"MTG1_HUMAN",15,-2.85364121780097,0.0198513751674021,0.125740643935561,0.1061175798602,"Non-significant",0.900524319896879,"MTG1","Mitochondrial ribosome-associated GTPase 1","MTG1_HUMAN"
-0.0858548650397175,20.2695325692144,-2.53337657966862,0.0381546245699369,0.185111338339022,-4.18112262613971,"NHRF3_HUMAN",32,-2.85266767349739,0.0198822215561243,0.125740643935561,0.085854865039714,"Non-significant",0.900524319896879,"PDZK1","Na(+)/H(+) exchange regulatory cofactor NHE-RF3","NHRF3_HUMAN"
-0.160227451051941,17.7836099304204,-2.76412953039394,0.0271642537018083,0.157656541434768,-3.83803155588808,"P85B_HUMAN",11,-2.8529882323641,0.0198720593415855,0.125740643935561,0.160227451051941,"Non-significant",0.900524319896879,"PIK3R2","Phosphatidylinositol 3-kinase regulatory subunit beta","P85B_HUMAN"
-0.170136068465546,19.6032399154523,-3.83909594593701,0.00605064633509341,0.0779672258423838,-2.28924790885399,"PPT2_HUMAN",5,-2.85398949489255,0.0198403520649107,0.125740643935561,0.170136068465546,"Non-significant",0.900524319896879,"PPT2","Lysosomal thioesterase PPT2","PPT2_HUMAN"
0.0674904718506397,21.1348750456951,2.48352363395869,0.04108169311252,0.191400809522048,-4.25520703556521,"RT05_HUMAN",33,2.85816050947152,0.0197088247993658,0.125740643935561,-0.0674904718506362,"Non-significant",0.900524319896879,"MRPS5","Small ribosomal subunit protein uS5m","RT05_HUMAN"
