BF_1,BF_2,BF_3,BF_4,BFM_1,BFM_2,BFM_3,BFM_4,CF_1,CF_2,CF_3,CF_4,CFM_1,CFM_2,CFM_3,CFM_4,Protein.Names,Peptides,Genes,First.Protein.Description
16.068608257640513,16.40265070522595,16.46969427676743,15.996599268885957,16.080419915756863,16.391589316775182,16.189090981842632,16.707588309971644,16.656131534630845,16.31821796904348,16.727760949684647,16.45254370099179,15.920045747547377,16.2404559560096,16.786320684751825,16.206529831395404,RL8_HUMAN,1,RPL8,Large ribosomal subunit protein uL2
15.627690616294066,15.515157740361397,16.329304076088256,16.282357267941514,15.911242167495343,17.26256286700838,17.51668494930961,17.181724918599855,14.480310569141077,16.522613712018302,17.52966693715122,18.105995442401568,18.12854316428443,17.337891894273696,18.262429817479223,17.429749981542773,RL7A_HUMAN,4,RPL7A,Large ribosomal subunit protein eL8
17.836864009193704,17.812954410322295,17.192206111442353,17.201922882710782,17.857968849543035,18.04614348731184,17.77290732638295,18.127022003400445,16.209695139961127,17.482177711187447,16.994983152481876,17.240437321714982,17.923745301307687,17.081670670050908,17.691736704732566,17.712634467760136,RL6_HUMAN,3,RPL6,Large ribosomal subunit protein eL6
18.942649087371073,18.03074256198561,20.35380157000722,20.10789134196464,18.089507378390017,19.784915955594986,19.138694277858225,19.0435026194482,18.863829345040568,18.327021885895483,19.84933942799432,20.194602975157967,18.410484476928275,18.591515041915166,18.06467435803275,18.52650305982812,RL40_HUMAN,4,RPS27A;UBA52;UBB;UBC;cRAP-RPS27A,Polyubiquitin-B
17.416187260972446,16.69717120562109,16.471967279773224,16.841662620612386,15.911242167495343,15.559595175305699,15.223911201354598,15.212522983308657,16.980563574823577,16.58350885919704,16.339423796651683,15.94595357294269,16.6460945745982,15.873566671020653,16.908509900658128,16.28782057762014,RL4_HUMAN,4,RPL4,Large ribosomal subunit protein uL4
15.54799703475283,14.561419223485725,15.415150865788025,15.022094680842423,14.004299482261473,16.77463265332491,16.03706857870066,16.173300409438408,14.584310745656587,14.464405353857975,15.158522909328113,14.982253861322755,14.294146856017326,14.846895797496225,14.621988883258718,14.16682212695465,RL35_HUMAN,1,RPL35,Large ribosomal subunit protein uL29
13.694619063646911,14.624515615323036,13.875019757553563,14.092088154001491,14.831905933023219,12.918717917180627,14.41688986979783,13.80616694692523,13.06464173214817,14.819345860774872,14.015963799386332,14.037649901885647,14.72868051887268,12.59040225710099,15.128147413868598,15.127990291996682,RL30_HUMAN,1,RPL30,Large ribosomal subunit protein eL30
15.403111911298705,15.256824179844736,14.266442512935692,14.802556753554782,14.79008881271314,14.33161677384507,13.528551784847688,13.472665457333353,15.436451292286975,15.539007310478775,15.465611041960464,15.374611611012858,16.57426090048704,14.993371858223254,15.995570639180311,15.387287005340616,RL23_HUMAN,1,RPL23,Large ribosomal subunit protein uL14
17.753340816871376,17.705058596819732,17.414065814115123,17.38401640619164,17.587052295453816,17.266292432576186,16.951546543999466,17.104752302000595,17.394856206751655,17.591113228891466,17.419738030464387,17.28509512218119,17.746586485576348,17.968728658937124,17.53595117781181,17.61059954778245,RL22_HUMAN,1,RPL22,Large ribosomal subunit protein eL22
15.93935882654928,16.23128119173596,17.085887348621604,16.88718490946685,16.832284315000205,16.20964183886563,16.898128976698356,16.96152882701734,17.203338443104997,16.62157973103798,16.884504437647337,16.955559100602088,16.470509538753202,16.397084640951743,16.20878684863971,16.721379602395817,RL18_HUMAN,2,RPL18,Large ribosomal subunit protein eL18
16.445874876598683,16.59249353633684,17.298098376821887,17.417003640442523,17.074779108789166,16.660107344787473,17.11159418459398,17.17262283433063,17.265615046484456,16.60804108210444,17.866403579794152,17.755298367533165,17.060748697834043,16.38735096167625,16.47397046038018,16.5401931352149,RL14_HUMAN,1,RPL14,Large ribosomal subunit protein eL14
16.05236002010183,16.801304186049023,15.919170596940754,15.227875370561463,16.552470977485125,15.889311445462967,15.252088830492443,16.347566006990167,16.10945728414683,15.830700879624922,15.923153359746705,15.902405735627116,15.776746583023938,15.088262367318103,15.58128592159282,15.472033938583381,RL11_HUMAN,3,RPL11,Large ribosomal subunit protein uL5
16.044026909473832,15.995391768186408,16.020593698988783,15.834841354756373,16.066671550932973,15.975995704162273,15.213726984289334,16.352867607209145,14.931499318300174,15.772873829475836,15.64209401166277,15.599584549885181,15.903653582932808,15.981874945552256,16.214651142293544,15.781165018528773,RL10A_HUMAN,2,RPL10A,Large ribosomal subunit protein uL1
16.711532548041212,16.915167469929024,16.95465071684151,17.02602626335166,17.08162906504915,17.172290764929375,17.180375403128153,17.42836017270429,16.721566514579795,17.065647533019888,17.145703324263685,17.081733075303966,17.281884760964164,17.192196477450874,17.13656062568844,17.2807254677513,RIDA_HUMAN,3,RIDA,2-iminobutanoate/2-iminopropanoate deaminase
16.74723580313195,16.255019346339978,16.669369530559106,16.269371443048275,16.60650497868954,16.149368060643386,16.039011126153394,16.33620317701305,15.213335889112644,16.39015887772533,16.27464386539763,16.685446900744886,16.621822947394204,14.875552589411043,16.625494819816566,16.683200245208337,RHOA_HUMAN,2,RHOA;RHOC,Rho-related GTP-binding protein RhoC
18.847042048704306,18.692159139078015,18.971863463765565,19.003023723750765,18.728644650714386,19.062799804656414,19.06009426117219,19.314687233377807,18.526495418434894,19.042076141791377,19.214885882807465,19.18571752126258,18.917235118584678,19.02539914095931,19.03912253961382,18.911661157192086,RGN_HUMAN,5,RGN,Regucalcin
22.18253014285739,22.40924589688948,23.29614100162003,23.33756092900001,22.206575616824043,23.40405634078692,23.29614100162003,23.282065816408306,22.651847034557502,22.465131917538685,23.44253048860155,23.516531070045332,22.361853842301954,22.618629257664065,22.47258772245773,22.44253048860155,RET4_HUMAN,12,RBP4;cRAP-RBP4,Retinol-binding protein 4
17.332963117961402,17.606636543579526,18.16881410097822,17.68083336573625,17.366595426071438,17.945986711013262,17.586766502257785,17.984373952468026,17.34451264269289,17.204676209580224,17.877535777875185,17.823074859656415,17.57278163036601,17.50105966128289,17.35708802988844,17.19208086453483,RENR_HUMAN,9,ATP6AP2,Renin receptor
16.84387199254412,16.37454029528794,17.05456192502939,16.847974892607684,16.839991070539885,17.10022087313858,16.860092771607423,17.513426900360127,15.6000087010682,16.361806733123323,17.000605251953004,16.97457143492758,16.138535800729414,16.40990964291051,16.756282664021885,16.70788483909279,RELN_HUMAN,2,RELN,Reelin
16.719014407545366,16.079611864062496,16.32384290296758,16.686856123441007,17.074779108789166,16.07617676251465,16.11537493438882,16.37654936967176,16.093268995464168,16.276471584707835,16.490982457761316,17.05227085490292,16.982380887276562,16.895740936670503,16.671333736272075,16.988995272964143,RD23B_HUMAN,1,RAD23B,UV excision repair protein RAD23 homolog B
20.015632834112647,20.042599881712917,20.015632834112647,19.910993993314577,19.705043405145776,19.945923862301242,20.029179365950597,20.001957897215572,20.055896704326376,20.042599881712917,19.895711356942314,19.93143872092723,19.884362829848047,20.015632834112647,19.960137721520944,20.06907209307411,RCN3_HUMAN,8,RCN3,Reticulocalbin-3
16.754574383325366,17.39856835376142,17.236378632718765,16.89747915929342,17.86424661042045,17.644130895585278,17.046441948007313,17.630843007206558,17.280154535854592,17.69812811374871,16.91009224667,17.690843734854205,17.567777865911083,16.742125192247283,17.944683468535377,17.616211390567496,RCN1_HUMAN,5,RCN1,Reticulocalbin-1
15.296726252907067,15.883638474927398,15.318030799366305,16.309657532000923,15.562376597207999,14.882982096343458,15.200867961232946,15.828426600992305,16.435989233149872,16.13959132012533,15.580099541891569,16.08224261718904,15.535351325127108,15.664475062604655,15.206655737827933,15.487532323185071,RBMX_HUMAN,1,RBMX;RBMXL1;RBMXL2;RBMXL3,"RNA-binding motif protein, X-linked-like-2"
16.998281902583496,17.388059340907553,16.535779599853402,16.65809988383154,16.812653645211313,16.745188477456757,16.862092466836007,16.338859967227283,17.154135752274513,16.614724220389252,16.86247996582111,16.960929572035685,16.49115474809567,16.701604284921835,17.277287400130355,16.817221020623762,RB11B_HUMAN,4,RAB11B,Ras-related protein Rab-11B
18.700358434204613,18.753595448712584,19.11048076095486,18.99203659122771,18.63747394750212,18.919171761057434,19.086535374606132,19.159955079074788,18.611406694272986,18.472337831985286,19.15065219097883,18.82802488527385,18.74030781425232,18.948273112923786,18.556371334577122,18.68580275676391,RAP1B_HUMAN,6,RAP1B,Ras-related protein Rap-1b
17.725792271494157,18.010888647176973,18.198895813223217,17.93924058381968,17.934042112320906,17.796141032081305,17.720057174705524,17.506439309658333,18.961723813874972,17.72563918733764,18.26194798375852,18.171342970158655,18.290657878631603,18.420239870347725,18.017178139763153,17.909289569475423,RAN_HUMAN,5,RAN,GTP-binding nuclear protein Ran
16.931914774591018,16.745267274498715,16.764871590736092,16.744610500941917,16.68097754770141,16.305719778053145,15.669311393595938,15.274279863750433,17.280154535854592,16.870232254522485,17.00332025707883,17.06156105287588,16.969397764246114,16.755291846774462,16.476850605723985,16.37237197345217,RACK1_HUMAN,5,RACK1,Small ribosomal subunit protein RACK1
15.42279736301247,16.10141559900751,16.071502166848617,15.972950626823337,14.93777379810623,15.688302223361577,15.790959333698824,15.45629665480895,15.904926216782233,15.649346006292344,15.938777851630114,15.851885653796339,15.937553134349598,16.42906178474275,15.62047759026807,15.626844062105825,RAC1_HUMAN,1,RAC1;RAC2;RAC3,Ras-related C3 botulinum toxin substrate 2
15.152502719711489,14.76523429173774,15.826320068975797,15.787474093681995,14.004299482261473,14.241648050515636,14.510461308607935,14.357435165780247,15.975478561416836,14.802511316487527,15.961051704566337,15.843126094154698,14.694357887221452,15.018287127437082,15.184898582009788,15.269196094025686,RAB5C_HUMAN,1,RAB5C,Ras-related protein Rab-5C
14.484199823548309,14.54391389587107,14.416157565739695,14.472989043233673,14.031847635574294,13.574475268799008,14.41688986979783,13.545941831702605,14.268943992461542,14.55968180257606,13.589662849055259,14.198337602714846,14.012371381634463,13.807958602256477,12.104821495820815,14.083313108650756,RAB2A_HUMAN,1,RAB2A;RAB2B,Ras-related protein Rab-2A
17.27496956900862,17.24160150280654,17.20628943405307,17.160836541270992,17.315414947304458,17.21277184190875,17.144130437890055,16.031683974370885,17.765052952635028,17.620434632672747,17.205201421494067,17.403669490687786,17.545190741444095,17.14072993512203,17.402662362069126,17.429749981542773,RAB15_HUMAN,1,RAB15,Ras-related protein Rab-15
19.27061471372761,19.246541138053146,19.122299725344604,19.078768446097147,19.54137458271145,19.49731195686113,19.510402969984185,19.583843032722857,19.070702728134947,19.193378569439393,19.096197828401213,18.835560091857097,19.259299616035353,19.172412858152974,19.230548229944432,19.059967561715204,QSOX1_HUMAN,17,QSOX1,Sulfhydryl oxidase 1
20.842301231227086,20.974212906732667,20.81909384006576,20.28771237954945,20.872674880270605,20.834606839437086,20.37517522079979,20.416995396494414,21.282065816408306,20.713977134251547,20.36452797660028,20.310080192577903,20.887625221736577,20.88016941681753,20.811274335606463,21.062499439150624,PZP_HUMAN,4,PZP,Pregnancy zone protein
17.551205068823812,17.355695209733753,17.3733409839269,17.52258919340648,17.34249141106907,16.960375322314032,17.11004483942423,17.113457309824124,16.734074491428043,17.210994696466265,17.13438620914729,17.33331261227406,17.569017450949687,17.134035189674435,17.246768427990176,17.4904200215655,PYGL_HUMAN,7,PYGL,"Glycogen phosphorylase, liver form"
15.403111911298705,14.667133723562577,15.356644536799141,15.468986707357976,14.825033299053981,15.786098573185383,15.760072772313405,15.436656242972033,15.438262308152433,15.242627066259756,15.480411557541508,15.567281733522249,15.859025133067032,14.708841403906424,15.11537290220215,15.076615208823425,PYGB_HUMAN,2,PYGB,"Glycogen phosphorylase, brain form"
17.696138933689237,17.868780363043054,18.00046221531459,18.189983773046073,17.860759644702565,18.15470934915876,18.133664019056678,18.03789544591971,17.5831268517903,17.832822040192234,18.25240210918478,18.209748439087466,17.902080647262707,18.003924117981537,17.909248544777455,17.839111500306196,PXDC2_HUMAN,5,PLXDC2,Plexin domain-containing protein 2
15.855593638167528,16.48928821812134,16.232967980229954,16.49189692754442,15.951992682261489,16.30099596636787,16.424617388610283,16.66808166336983,16.05824334350681,16.02109492294856,16.852712370530007,16.881078103214623,16.279115403883196,16.25585106699139,16.323450644720605,16.39190308492502,PVR_HUMAN,2,PVR,Poliovirus receptor
16.31855693155061,15.889107015568676,16.691184628275344,16.49049366774878,16.193536910639445,16.22662104029346,16.290413099934337,15.572540365504581,16.05755180964679,16.57355399859583,16.689806923939738,16.663196718107546,16.53652649830003,16.333635819152,16.187065918555618,16.283864273159175,PUR9_HUMAN,8,ATIC,Bifunctional purine biosynthesis protein ATIC
15.061493549883814,16.115600489317405,15.902238489168353,16.37793406929811,16.552470977485125,15.1806473495222,14.467904806944883,15.86948781552426,16.753608505544353,16.321522984475642,15.617768760571572,16.1618089717451,16.373259408136718,15.914522947799737,15.671101490800709,16.18580267974678,PUR6_HUMAN,1,PAICS,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase
17.57148602361207,17.364878455487098,17.217408709133174,17.615967226266033,17.51304130148657,17.336802906688067,17.007684321621767,17.507709485484337,16.870497172482793,17.43065672299672,17.166182701407422,17.170668386431082,17.28288028483842,17.29167434570187,17.319328127556858,17.295894461791566,PTPRM_HUMAN,3,PTPRM,Receptor-type tyrosine-protein phosphatase mu
17.37004879938173,17.190480601253668,17.471317988848764,17.634541653894978,17.498849206531723,17.527805325992578,17.872885257957734,17.724966755864912,17.262636268393084,17.133443277734834,17.63206510633568,17.72000371779723,17.622566648881083,17.42701814593337,17.319963128226988,17.517938453713672,PTPRK_HUMAN,7,PTPRK,Receptor-type tyrosine-protein phosphatase kappa
18.89133872453564,18.76819078752335,18.727099480868276,18.84508570644416,18.93963373213519,19.037962453954066,19.040776659736007,18.997876860527914,19.124858387861057,18.832071023638367,18.885523603695024,18.915809370584352,18.85459449253578,18.917890664594246,18.975901132381004,18.637396113343815,PTPRG_HUMAN,7,PTPRG,Receptor-type tyrosine-protein phosphatase gamma
15.845472899236976,15.8712675664287,16.646755571046018,16.507031164850535,15.683948605679662,16.418104608563542,16.345640871361724,16.535055103340028,15.331462825914345,15.939960222070765,16.626336461490048,16.458898386396026,16.37862338118916,15.925510398060931,16.00431484597012,15.915015706215907,PTPRF_HUMAN,8,PTPRF,Receptor-type tyrosine-protein phosphatase F
14.895404875265001,15.827662749325835,16.181123132398447,16.097254417419002,15.558489474034575,15.921057560399724,16.01382642943357,16.025868427179816,15.931275383903218,15.867032541485228,16.113072664681372,16.220559711310187,15.389607813944584,16.10935117226965,15.59833170444094,16.652886976322225,PTPA_HUMAN,1,PTPA,Serine/threonine-protein phosphatase 2A activator
16.016351280647974,16.44102971039676,16.49517735558141,16.170582329880553,16.549605703473134,15.854245054220128,15.720578275783163,16.108959306945874,16.845588056789385,16.803273460162416,16.71940219105214,16.616965166627267,17.37478479166946,16.98501915995491,17.223662371776264,17.07352445490782,PTMS_HUMAN,1,PTMS,Parathymosin
15.467363552335648,15.738846985296231,15.414080683350951,15.145307277723909,16.154357306378177,15.331620272470765,15.320444484131004,15.540881768505658,15.492244399334837,15.405281097768158,15.315818239104924,16.06875099211936,15.027201923658383,16.264823749782874,16.584276975547308,15.87229251541919,PTMA_HUMAN,1,PTMA,Prothymosin alpha
17.886940894802095,18.108621441763272,18.139731198449294,18.26487779889907,18.12436872864799,18.250978407501538,18.435430171557474,18.503464739626242,18.828911238655962,17.65814173443828,18.454331427417433,18.403586283563723,17.67259798873343,17.748789043828882,18.103933188096907,17.84832952087491,PTK7_HUMAN,6,PTK7,Inactive tyrosine-protein kinase 7
15.916341348112395,15.150028868366213,16.068981856235023,16.396765309532547,15.071353418878218,15.237441526398642,15.23940087603599,15.502862874869328,17.118728204362508,15.857864393294927,16.727760949684647,16.652382855749543,15.389607813944584,15.567676870752905,15.480705014960128,15.726231466301533,PTBP1_HUMAN,1,PTBP1,Polypyrimidine tract-binding protein 1
17.742506814087793,18.038570744520186,18.298841215209823,18.21153662518299,17.788724704103753,17.931441606574133,17.846426959383226,17.90532823919664,17.964165980963916,17.980870337190698,18.56605775553273,18.608150122280325,17.99033114029433,17.97558491543399,18.042546447573727,17.981110124162342,PSME1_HUMAN,5,PSME1,Proteasome activator complex subunit 1
20.3321064989079,20.218449717112335,20.133202430493824,20.5451002222421,20.5451002222421,20.3211353810869,20.06907209307411,20.23022688488869,20.310080192577903,20.206575616824043,20.28771237954945,20.18253014285739,20.264992303049365,20.406653452272955,20.206575616824043,20.342994815050638,PSG5_HUMAN,1,PSG5;PSG6;PSG7,Pregnancy-specific beta-1-glycoprotein 6
15.200239619736609,15.50062717681959,15.426497365281788,15.501296072797102,15.586801679860324,14.983434548576328,15.252088830492443,15.241212305188302,15.61479322451058,14.815498378577503,15.115799598596507,14.817793112702827,15.057209092064848,15.595834397470401,15.259879318950595,15.671389027302768,PSD12_HUMAN,1,PSMD12,26S proteasome non-ATPase regulatory subunit 12
16.13380046043731,15.71123407860428,15.971480686138738,17.01266818217397,16.227901686651357,14.153061127892174,15.196290902345112,13.472665457333353,18.505947203293637,16.57501770009471,15.32461303709552,14.912706930033156,16.305222793615535,15.754214212627778,15.459149814741316,16.48994358096379,PSD11_HUMAN,2,PSMD11,26S proteasome non-ATPase regulatory subunit 11
17.47043645413948,17.421489597708117,17.014641661642973,17.633761538874037,17.489495206972478,17.266292432576186,17.226995384924095,17.27375918177561,17.505105971499667,17.45527102449141,17.373510918676367,17.476334850661946,17.442133566316386,17.414520082691485,17.759992179981,17.324453065890093,PSB7_HUMAN,4,PSMB7,Proteasome subunit beta type-7
17.285862741350645,17.164199857999897,17.26905360725025,17.21956560030056,17.232027370333892,16.791150167217886,16.94158640661639,17.117927132419982,17.032433218326904,17.078119527871948,17.364493778979188,17.414478791458325,17.440033732481186,17.424051440891663,17.692962785454515,17.245496999801258,PSB6_HUMAN,3,PSMB6,Proteasome subunit beta type-6
15.845771799805908,16.33730655671842,16.20887256093336,16.22143230114717,16.518124464003968,16.266089250142027,16.077051435035695,16.44258556306626,16.65121990607341,16.211321779555433,16.423928379395523,16.6674580888574,16.514604652190734,16.85216371760512,16.279645037607242,16.547753094879496,PSB5_HUMAN,5,PSMB5,Proteasome subunit beta type-5
16.81221491699861,17.087079491577803,16.930644948907936,16.733823009014557,17.44841479209242,17.020849757227175,16.922282416003952,17.260313139223232,16.330155355904264,17.320721235133817,17.273649923943694,17.267006089995178,17.377219004841113,17.369699574448134,16.481402131389924,17.042867022726714,PSB4_HUMAN,3,PSMB4,Proteasome subunit beta type-4
16.523672212164534,16.083327653549908,16.1074888632828,16.251121765755936,15.650218738496015,16.037879363528344,15.860102473789302,15.75127467926256,17.47506049337562,16.17745652370601,16.360881368350267,16.189289856681874,16.188241110589555,16.343697550929253,16.455256573785647,16.322588357156164,PSB3_HUMAN,4,PSMB3,Proteasome subunit beta type-3
16.872001465442505,16.868955149328734,16.956160590018005,15.875922095938858,16.990303437765995,16.277356423473577,15.96170968527814,16.36499811170686,17.655013545489112,17.25102927819014,17.360024019571878,17.027787235355166,17.104721593620717,15.868074975651592,16.32913586262391,16.42008193301229,PSB2_HUMAN,5,PSMB2,Proteasome subunit beta type-2
18.143647277317704,18.148228299691752,18.097342903151127,18.264511324534862,17.94645513333576,18.118794095544892,18.27951990197585,18.07615796898056,18.04111367489965,18.37124063801233,18.358136056913853,18.340510808454724,18.453921667876436,18.338597119574544,18.357874121523132,18.322751175398643,PSB1_HUMAN,5,PSMB1,Proteasome subunit beta type-1
17.690898283214803,17.61797676107001,17.771953648800984,17.89145739893807,17.446469485237017,17.685672742625695,17.7159753921608,17.720571596191057,17.614544506666242,17.763711630954163,17.941030407273146,17.831529925836296,17.659675418933357,17.787870683883735,17.86828602513058,17.66855955469966,PSA7_HUMAN,8,PSMA7,Proteasome subunit alpha type-7
17.942377046900674,17.981394471006897,17.92924106844814,18.282160861421318,18.149250949025635,18.088658859006117,17.80983719758913,18.112576952124474,17.887607373852475,18.13668578032498,18.082980613825388,18.44539885151042,18.32267636929875,18.255047016599335,18.12560517667602,18.231872729339326,PSA6_HUMAN,8,PSMA6,Proteasome subunit alpha type-6
17.932975952992518,17.833909239620244,17.840648859940444,17.89953394433983,17.92550808003355,17.96009811758408,17.87445310780599,17.89446253927461,16.8957646000164,17.834896892275196,18.033923014171478,18.003506931984006,18.055086449898774,17.78037315897186,17.674019812076576,17.951922128761304,PSA5_HUMAN,5,PSMA5,Proteasome subunit alpha type-5
17.71712749055353,17.947562746821376,17.963787927313575,17.721473061514793,17.8648934355385,17.688031702413934,17.919992229639476,17.929720736806573,18.328565367812207,17.98887881097759,17.925270462468838,17.674137084446443,18.107012690216838,17.700548089599614,17.894486223598133,18.006227446572936,PSA4_HUMAN,3,PSMA4,Proteasome subunit alpha type-4
18.167668047580293,18.053570635216946,18.346067842967443,18.443821755385315,18.20783414703548,18.253168846656763,18.398459800400552,18.41576652149283,18.723644281015396,18.15608307628868,18.52391030598334,18.471151253319967,18.002661211336665,18.294158525703626,18.10921341924864,18.2214313570711,PSA3_HUMAN,5,PSMA3,Proteasome subunit alpha type-3
17.371325731678873,16.99477327781292,17.47352343552287,16.218882933589136,17.015033855242404,16.701766707901054,17.210576226261875,17.364981018568773,17.35278486548521,17.46973719678057,17.337308299146876,17.06103360168111,17.538977008443702,17.019340962745467,17.57788608894766,17.363193668342706,PSA2_HUMAN,4,PSMA2,Proteasome subunit alpha type-2
17.697021843549138,17.585681438348256,18.10270364458302,18.495214838808238,17.971661423714853,17.93299901342171,18.14035049662844,17.915301709137896,17.89539185722723,17.98549175818394,18.079672275330896,17.982687263510144,18.04783749807058,17.93737382019215,17.969476462119776,17.90922510156912,PSA1_HUMAN,6,PSMA1,Proteasome subunit alpha type-1
16.088920711518146,17.291404557007137,16.24346410027115,16.503327303604124,14.863697488277973,15.681888993455173,16.296102454534655,14.642649682536371,17.076429407370995,16.360555635830217,16.27865998108521,16.299571151121498,16.338699827337802,16.394571549132895,16.583557337519384,16.421363029867116,PSA_HUMAN,8,NPEPPS,Puromycin-sensitive aminopeptidase
16.95586555107393,17.196755792715027,16.915237509335505,16.814870315328317,17.239934104759275,17.61506920799595,17.57618906956115,17.6037132656711,16.280477185451907,16.799951910136315,17.113457309824124,17.047262396691327,17.25910878259739,17.26084604488002,17.16667308375359,17.293103384106907,PRSS8_HUMAN,4,PRSS8,Prostasin
20.17035542891129,20.145693374677023,20.015632834112647,20.12060239371419,20.253496664211536,20.3321064989079,20.264992303049365,20.416995396494414,20.609640474436812,20.427263731948244,20.3321064989079,20.35380157000722,20.241908689936324,20.310080192577903,20.298939634972704,20.3321064989079,PROS_HUMAN,17,XII.01,Vitamin K-dependent protein S
15.84335186725888,16.128187698771857,15.90056967426079,15.922235950899085,15.880207688841537,15.037075015295017,15.330738350359287,15.304394105579282,16.20208746513035,16.55476719910368,16.102867644275236,15.837430830221322,16.0559157636579,16.09237726048536,16.28076714599261,16.266874364424375,PROF2_HUMAN,1,PFN2,Profilin-2
20.73892349138178,20.857567987880397,21.03590522913891,20.945923862301242,20.857567987880397,21.042599881712917,20.902422223664658,21.008811568256636,21.082128245899554,21.158077099132854,21.206575616824043,21.282065816408306,21.07561493894088,21.133202430493824,21.12060239371419,21.04926361199393,PROF1_HUMAN,11,PFN1,Profilin-1
15.852946398955392,16.45741294430654,16.624081469524196,16.569757724795902,16.50042333523441,16.950647019424988,17.181171672850343,17.17262283433063,15.213335889112644,17.14824816386316,17.090071057401612,16.882416177663,17.140160739952,17.227493733304833,17.123565731725286,17.20747195540449,PRIO_HUMAN,2,PRNP,Major prion protein
15.812157245655287,16.846665681899736,16.09585438615868,15.387539448068722,15.55425008073156,16.430333302242243,16.234824913956015,16.269375095926293,17.118728204362508,16.06665263316788,16.026953472372494,16.005979741051952,15.600383361047204,15.799734416642004,15.422465605150908,16.04303796701945,PRG4_HUMAN,3,PRG4,Proteoglycan 4
19.621790759348293,19.26859225544633,19.542070211817073,19.402327190250634,19.547685326482885,18.865654745823502,18.990220326989192,18.71428577087244,19.42024809577692,19.51552275483095,19.52614195976733,19.502282128626604,19.52707032023592,19.550776841216848,19.495456894529532,19.585417380441232,PRDX6_HUMAN,11,PRDX6,Peroxiredoxin-6
15.187325006948303,15.213286520049566,15.57196590394572,15.42366745430249,14.707849797917795,14.062526843508474,14.41688986979783,14.210595250268323,16.27608259269008,15.198115025588693,15.053900433957644,15.888491173748756,15.148738722107636,15.172044593573787,14.400325781203833,15.57483592704098,PRDX5_HUMAN,4,PRDX5,"Peroxiredoxin-5, mitochondrial"
19.164744920709136,19.110037190502272,19.398180029090277,19.26528081320749,19.0766799205647,18.60992537857403,18.456522869440597,18.96805080316421,19.756701275342397,19.703249663539054,18.964487530722838,19.26537925982004,19.615816398257227,19.519553713805507,19.335918043647315,19.22412653625191,PRDX4_HUMAN,4,PRDX4,Peroxiredoxin-4
19.27204652438994,18.867930238162835,18.506323079202016,18.668504155121443,19.000726271879103,17.924220999848533,18.013279049911514,17.60068969670644,19.4089143238433,19.259605356753003,18.82751017854464,18.956350631232443,19.17334286932768,19.012700913789253,19.195742254284244,18.92597161140911,PRDX3_HUMAN,8,PRDX3,"Thioredoxin-dependent peroxide reductase, mitochondrial"
20.253496664211536,20.158077099132854,20.17035542891129,20.133202430493824,20.35380157000722,19.834609925412483,19.98815209769054,20.001957897215572,20.253496664211536,20.17035542891129,20.06907209307411,20.276397066321614,20.23022688488869,20.18253014285739,20.276397066321614,20.23022688488869,PRDX2_HUMAN,11,PRDX2,Peroxiredoxin-2
19.084131031451502,19.21514429031561,20.145693374677023,20.17035542891129,19.111013375123722,19.749430823748714,19.805184933650498,19.60680459666054,19.388017285345136,19.464627509031967,20.4971657451784,20.467621469564385,19.487208057033605,19.50578636048864,19.563920551781237,19.353922148434297,PRDX1_HUMAN,8,PRDX1;cRAP-PRDX1,Peroxiredoxin-1
18.723017597669735,18.52428535801586,18.76307941671417,18.537282870139528,18.012542704102156,18.6408062611388,18.67886143336765,18.553295548098365,18.51891435620549,18.812650511911407,18.788409285364338,18.76112915540031,18.628303131908524,18.61800903432186,18.538878522433944,18.44750300385805,PRAP1_HUMAN,3,PRAP1,Proline-rich acidic protein 1
18.428028873616963,18.461619329485103,18.288041456821702,18.52196076178849,18.395270534371733,18.473943515996158,18.50663687994604,18.418083190551627,17.570159598180368,18.352440057213855,18.209001119826578,18.132047812552333,18.379585665126122,18.543254655674183,18.35072772589166,18.271412872661575,PPIE_HUMAN,1,PPIE,Peptidyl-prolyl cis-trans isomerase E
17.394554802817854,17.742664697050486,17.618320971874557,17.530360612013382,17.060748697834043,17.77728742610239,17.535860077011975,17.68765589470439,18.401912801921338,17.431456796095798,17.501067438593683,17.542427347526367,17.4394900342815,17.233366898399083,17.726896658324204,17.79753487922761,PPIB_HUMAN,5,PPIB,Peptidyl-prolyl cis-trans isomerase B
19.268338677522717,19.284469436265955,20.416995396494414,20.35380157000722,19.282174438769182,19.78057180536241,19.730609443086454,19.794322255170474,19.58929636819911,19.710592899999885,20.779565475879124,20.654034593795267,19.686582595637805,19.537762509358977,19.555444793216846,19.5690990628881,PPIA_HUMAN,9,PPIA;cRAP-PPIA,Peptidyl-prolyl cis-trans isomerase A
15.854566491887754,15.531756098292501,16.230720366393257,15.839093042039599,15.45476516364656,15.24346038119418,15.383505179259728,15.320592561334744,17.21474599154415,16.197159088612473,16.115017225444493,15.698311279092035,15.638025742017827,15.745968378636087,15.477710841870563,16.113272123112374,PPGB_HUMAN,3,CTSA,Lysosomal protective protein
