"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0050678","GO:0050678","regulation of epithelial cell proliferation","4/31","419/18614",0.00492260611434474,0.0278763312542668,0.0167094968044582,"7057/5176/2719/348",4
"GO:0019731","GO:0019731","antibacterial humoral response","2/31","64/18614",0.00507470106877974,0.0282613186592817,0.0169402641086338,"2243/2244",2
"GO:0030199","GO:0030199","collagen fibril organization","2/31","64/18614",0.00507470106877974,0.0282613186592817,0.0169402641086338,"4060/2331",2
"GO:0046503","GO:0046503","glycerolipid catabolic process","2/31","64/18614",0.00507470106877974,0.0282613186592817,0.0169402641086338,"116519/338",2
"GO:0030100","GO:0030100","regulation of endocytosis","3/31","214/18614",0.00531285483133765,0.0294250421427932,0.0176378176586918,"116519/2719/348",3
"GO:0010812","GO:0010812","negative regulation of cell-substrate adhesion","2/31","66/18614",0.0053882738555253,0.0296796723845328,0.0177904468971615,"7057/2192",2
"GO:0015909","GO:0015909","long-chain fatty acid transport","2/31","68/18614",0.00571055972482085,0.0312839358838012,0.0187520668309335,"7057/348",2
"GO:0050922","GO:0050922","negative regulation of chemotaxis","2/31","70/18614",0.00604150105408928,0.0329180165541729,0.0197315596304253,"7057/727",2
"GO:0010594","GO:0010594","regulation of endothelial cell migration","3/31","232/18614",0.00664156177176382,0.0359929799243975,0.0215747394283669,"7057/5176/348",3
"GO:0009743","GO:0009743","response to carbohydrate","3/31","234/18614",0.00680032462394198,0.0366562952991097,0.0219723407494663,"7057/5176/338",3
"GO:0042698","GO:0042698","ovulation cycle","2/31","75/18614",0.00690634626021303,0.037029771437738,0.0221962080255447,"5176/174",2
"GO:0050810","GO:0050810","regulation of steroid biosynthetic process","2/31","76/18614",0.00708568555359691,0.0377903229525169,0.0226520941674443,"338/348",2
"GO:0030072","GO:0030072","peptide hormone secretion","3/31","238/18614",0.00712463063812325,0.0377980404380433,0.0226567201456108,"2243/2244/2266",3
"GO:0001937","GO:0001937","negative regulation of endothelial cell proliferation","2/31","77/18614",0.00726713174669534,0.0383521926736592,0.0229888874213454,"7057/348",2
"GO:0009636","GO:0009636","response to toxic substance","3/31","242/18614",0.0074580308969913,0.0391546622092043,0.0234698998622424,"348/3040/55937",3
"GO:0002790","GO:0002790","peptide secretion","3/31","243/18614",0.00754280932205028,0.0393945688944387,0.0236137035770759,"2243/2244/2266",3
"GO:0043537","GO:0043537","negative regulation of blood vessel endothelial cell migration","2/31","80/18614",0.00782404134309949,0.0404442752504835,0.0242429135273366,"7057/348",2
"GO:0048844","GO:0048844","artery morphogenesis","2/31","80/18614",0.00782404134309949,0.0404442752504835,0.0242429135273366,"338/348",2
"GO:0046883","GO:0046883","regulation of hormone secretion","3/31","247/18614",0.00788766513440135,0.0405651349769212,0.0243153586849966,"2243/2244/2266",3
"GO:0045785","GO:0045785","positive regulation of cell adhesion","4/31","482/18614",0.00802944448731388,0.0410846702701137,0.0246267760391032,"2243/2335/2244/2266",4
"GO:0002683","GO:0002683","negative regulation of immune system process","4/31","487/18614",0.00832065482673311,0.0423596972997322,0.0253910466270325,"7057/2267/2335/727",4
"GO:0007492","GO:0007492","endoderm development","2/31","83/18614",0.00839966034804985,0.0425470232705238,0.0255033326621561,"2335/1291",2
"GO:0019935","GO:0019935","cyclic-nucleotide-mediated signaling","2/31","85/18614",0.00879370754571402,0.0443202860303987,0.026566253322315,"7057/348",2
"GO:0015833","GO:0015833","peptide transport","3/31","259/18614",0.00897785176244847,0.0448799559906935,0.0269017280061174,"2243/2244/2266",3
"GO:0019915","GO:0019915","lipid storage","2/31","86/18614",0.00899380070448421,0.0448799559906935,0.0269017280061174,"338/348",2
"GO:1903522","GO:1903522","regulation of blood circulation","3/31","261/18614",0.00916773365168685,0.0454387180322931,0.0272366584696494,"2243/2244/2266",3
"GO:0046889","GO:0046889","positive regulation of lipid biosynthetic process","2/31","87/18614",0.00919593103034503,0.0454387180322931,0.0272366584696494,"116519/348",2
"GO:0030516","GO:0030516","regulation of axon extension","2/31","90/18614",0.00981447624424871,0.0480242332728286,0.028786455616754,"2335/348",2
"GO:0033555","GO:0033555","multicellular organismal response to stress","2/31","90/18614",0.00981447624424871,0.0480242332728286,0.028786455616754,"7057/348",2
