"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0006862","GO:0006862","nucleotide transport","4/248","39/18614",0.00175394203001578,0.0396414600702892,0.0328832943892006,"56262/29957/961/60386",4
"GO:0010595","GO:0010595","positive regulation of endothelial cell migration","7/248","131/18614",0.0018849445093641,0.0423163717035094,0.0351021810433328,"6237/306/5025/3690/958/2896/301",7
"GO:0051580","GO:0051580","regulation of neurotransmitter uptake","3/248","19/18614",0.00193347506690125,0.0428309542965873,0.0355290364332638,"3688/10211/3690",3
"GO:0090036","GO:0090036","regulation of protein kinase C signaling","3/248","19/18614",0.00193347506690125,0.0428309542965873,0.0355290364332638,"9590/958/91663",3
"GO:0070613","GO:0070613","regulation of protein processing","5/248","67/18614",0.00198837962642726,0.0436358955327588,0.03619674946876,"2734/2934/4323/1201/5621",5
"GO:0032642","GO:0032642","regulation of chemokine production","6/248","98/18614",0.00199590194813516,0.0436358955327588,0.03619674946876,"3929/3606/6372/351/140885/7097",6
"GO:1903034","GO:1903034","regulation of response to wounding","8/248","170/18614",0.00204003510572265,0.0443111521340407,0.0367568867989399,"325/3688/857/2896/22875/10565/6558/301",8
"GO:0010632","GO:0010632","regulation of epithelial cell migration","11/248","295/18614",0.00209162868101191,0.0450599936769394,0.0373780641436275,"6237/3673/8754/306/5025/493/3690/958/2896/9448/301",11
"GO:0032602","GO:0032602","chemokine production","6/248","99/18614",0.00210145261991107,0.0450599936769394,0.0373780641436275,"3929/3606/6372/351/140885/7097",6
"GO:0098739","GO:0098739","import across plasma membrane","9/248","212/18614",0.00221259043215254,0.047140859844269,0.0391041795451162,"3688/56262/493/54407/113235/6509/6513/6558/5621",9
"GO:0006525","GO:0006525","arginine metabolic process","3/248","20/18614",0.00225244604097569,0.0472655035178302,0.0392075736835812,"493/1201/420",3
"GO:1903975","GO:1903975","regulation of glial cell migration","3/248","20/18614",0.00225244604097569,0.0472655035178302,0.0392075736835812,"6237/5025/22800",3
"GO:0042273","GO:0042273","ribosomal large subunit biogenesis","5/248","69/18614",0.0022646859005126,0.0472655035178302,0.0392075736835812,"54475/55299/90441/10412/84154",5
"GO:2001242","GO:2001242","regulation of intrinsic apoptotic signaling pathway","8/248","173/18614",0.00227496145481933,0.0472655035178302,0.0392075736835812,"8876/1687/857/3070/754/8531/960/7009",8
"GO:0002683","GO:0002683","negative regulation of immune system process","15/248","487/18614",0.00234126599142964,0.0480701342585969,0.0398750291576308,"325/3958/966/1265/2896/6385/961/684/27293/56927/3105/7009/3112/5621/301",15
"GO:0030100","GO:0030100","regulation of endocytosis","9/248","214/18614",0.00235727203649492,0.0480701342585969,0.0398750291576308,"3685/3958/3673/857/977/10211/3690/6386/1201",9
"GO:0022411","GO:0022411","cellular component disassembly","15/248","488/18614",0.00238737904690171,0.0480701342585969,0.0398750291576308,"3688/8878/3831/6624/2934/10211/3796/4323/81631/23399/9448/8673/1201/23647/3925",15
"GO:0099177","GO:0099177","regulation of trans-synaptic signaling","15/248","488/18614",0.00238737904690171,0.0480701342585969,0.0398750291576308,"3688/23385/8878/10211/9590/54407/351/1201/6558/1627/27020/5621/6198/2171/347733",15
"GO:0016072","GO:0016072","rRNA metabolic process","10/248","257/18614",0.00242813464090759,0.0480701342585969,0.0398750291576308,"284119/23404/27043/55299/10412/10360/84154/10813/10799/84135",10
"GO:0061041","GO:0061041","regulation of wound healing","7/248","137/18614",0.0024294405064797,0.0480701342585969,0.0398750291576308,"325/3688/857/22875/10565/6558/301",7
"GO:0032956","GO:0032956","regulation of actin cytoskeleton organization","12/248","346/18614",0.00243157882861292,0.0480701342585969,0.0398750291576308,"6624/2934/7168/22998/3690/6385/961/10565/91663/684/23647/3925",12
"GO:0043491","GO:0043491","protein kinase B signaling","9/248","215/18614",0.00243238091991045,0.0480701342585969,0.0398750291576308,"9518/3688/6237/5025/958/3606/57462/4015/6198",9
"GO:1901136","GO:1901136","carbohydrate derivative catabolic process","8/248","175/18614",0.00244302625529491,0.0480701342585969,0.0398750291576308,"23670/51071/4907/960/22875/2817/11253/80267",8
"GO:0031349","GO:0031349","positive regulation of defense response","14/248","441/18614",0.00247182689233373,0.0483524032447738,0.0401091762892687,"3929/3673/857/10211/958/2896/3606/961/8673/27293/351/56927/7097/5359",14
"GO:0072678","GO:0072678","T cell migration","5/248","71/18614",0.00256793701637636,0.0496517301721325,0.0411869910262737,"3690/6364/351/6558/1893",5
"GO:1903317","GO:1903317","regulation of protein maturation","5/248","71/18614",0.00256793701637636,0.0496517301721325,0.0411869910262737,"2734/2934/4323/1201/5621",5
